선수,WAR,G_x,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,pid,연도,기존pid,G_y,GS,IP,WAAwithPOS,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,수상횟수,1루수,2루수,3루수,우익수,유격수,좌익수,중견수,포수,샐러리캡,연봉,이후연봉
안치홍,2.3,121,2.77,-0.46,494,487,425,57,124,20,1,8,170,63,3,3,49,10,3,53,14,5,5,0.292,0.374,0.4,0.774,0.142,117.5,100142,2023,10014,127.0,109.0,910.0,-0.252,600.0,376.0,220.0,4.0,0.993,5.895,-5.64,0.0,1.28,-0.25,0.0,0.0,0.0,0.0,-4.54,-5.148,2.07,-2.47,-0.463,0.0,0,1,0,0,0,0,0,0,1064667,50000.0,50000.0
박승욱,1.82,123,2.04,-0.22,338,327,290,37,83,18,3,0,107,30,15,4,35,1,0,87,5,11,1,0.286,0.364,0.369,0.733,0.131,108.7,108042,2023,10804,139.0,81.0,774.0,-0.097,390.0,138.0,241.0,11.0,0.972,4.407,-2.14,0.0,-0.5,0.38,0.0,0.0,0.0,0.0,-2.17,-2.248,1.223,-0.947,-0.221,0.0,0,0,0,0,1,0,0,0,1064667,7000.0,17000.0
정보근,1.33,55,1.37,-0.05,101,97,81,11,27,6,1,1,38,13,1,0,14,1,0,13,1,4,1,0.333,0.433,0.469,0.902,0.193,158.9,131542,2023,13154,51.0,23.0,228.2,0.185,216.0,191.0,24.0,1.0,99.5,8.46,-0.52,0.0,0.59,0.0,0.0,1.15,-2.42,0.0,-0.47,-1.22,2.28,1.81,-0.048,0.0,0,0,0,0,0,0,0,1,1064667,5900.0,7700.0
안권수,0.99,95,0.42,0.57,309,302,268,42,72,6,1,2,86,29,16,7,30,1,1,40,4,7,3,0.269,0.341,0.321,0.662,0.102,84.8,145712,2023,14571,117.0,68.0,613.0,0.467,195.0,186.0,6.0,3.0,0.985,2.819,5.69,0.33,-0.45,0.0,0.0,0.0,0.0,0.0,5.57,6.855,-0.989,4.581,0.568,0.0,0,0,0,0,0,1,0,0,1064667,8000.0,
정훈,0.75,80,1.24,-0.49,233,228,201,40,56,14,0,6,88,31,2,0,26,0,1,39,4,4,2,0.279,0.358,0.438,0.796,0.145,118.8,102532,2023,10253,65.0,47.0,410.1,-0.896,372.0,344.0,23.0,5.0,98.7,8.05,-5.25,0.0,0.74,0.0,-0.25,0.0,0.0,0.0,-4.76,-8.58,-4.02,-8.78,-0.486,0.0,1,0,0,0,0,0,0,0,1064667,46666.0,20000.0
구드럼,0.39,50,1.15,-0.75,201,201,173,16,51,14,1,0,67,28,0,0,23,1,1,46,6,0,4,0.295,0.373,0.387,0.76,0.138,115.0,156512,2023,15651,55.0,45.0,383.0,-0.73,130.0,39.0,78.0,13.0,0.9,2.749,-7.16,-0.32,-0.6,0.57,0.0,0.0,0.0,0.0,-7.39,-19.348,0.234,-7.156,-0.754,0.0,0,0,1,0,0,0,0,0,1064667,52000.0,
윤동희,0.35,107,0.34,0.01,423,421,387,45,111,18,1,2,137,41,3,6,28,1,0,69,10,2,5,0.287,0.333,0.354,0.687,0.106,88.0,150482,2023,15048,116.0,89.0,809.0,-0.29,188.0,182.0,2.0,4.0,0.979,2.047,0.38,0.2,-0.47,0.0,0.0,0.0,0.0,0.0,0.12,0.149,-2.963,-2.843,0.012,0.0,0,0,0,0,0,0,1,0,1064667,3300.0,20000.0
손성빈,0.29,45,0.08,0.21,80,78,76,13,20,3,0,1,26,15,0,0,2,0,0,10,3,2,0,0.263,0.282,0.342,0.624,0.076,63.7,147962,2023,14796,44.0,20.0,201.2,0.407,180.0,166.0,13.0,1.0,99.4,7.99,1.05,0.0,0.03,0.0,-0.01,1.54,-0.74,0.0,2.09,6.7,1.9,3.99,0.213,0.0,0,0,0,0,0,0,0,1,1064667,18100.0,6800.0
배영빈,0.21,18,0.25,-0.04,18,17,16,2,5,2,0,0,7,0,1,0,1,0,0,2,0,1,0,0.313,0.353,0.438,0.791,0.144,123.6,156252,2023,15625,17.0,5.0,51.0,-0.019,24.0,8.0,14.0,2.0,0.917,3.882,0.43,0.0,-0.38,-0.43,0.0,0.0,0.0,0.0,-0.38,-3.219,0.191,-0.189,-0.039,0.0,0,0,0,0,1,0,0,0,1064667,3000.0,
장두성,0.17,25,-0.03,0.2,15,14,13,7,2,0,0,0,2,1,2,0,1,0,0,3,1,1,0,0.154,0.214,0.154,0.368,-0.008,-6.9,131552,2023,13155,22.0,1.0,51.0,0.201,12.0,12.0,0.0,0.0,1.0,2.118,1.88,0.03,0.06,0.0,0.0,0.0,0.0,0.0,1.97,12.895,-0.0,1.97,0.201,0.0,0,0,0,0,0,0,1,0,1064667,3800.0,4600.0
렉스,0.12,55,0.4,-0.28,234,233,203,20,50,4,2,4,70,30,0,1,28,1,2,54,3,0,2,0.246,0.338,0.345,0.683,0.108,88.5,151522,2023,15152,41.0,40.0,323.0,-0.369,64.0,61.0,1.0,2.0,0.969,1.728,-2.52,0.16,-0.38,0.0,0.0,0.0,0.0,0.0,-2.74,-9.623,-0.876,-3.616,-0.28,0.0,0,0,0,1,0,0,0,0,1064667,156000.0,
김민석,0.1,129,0.73,-0.63,454,441,400,53,102,24,0,3,135,39,16,3,31,6,1,112,6,12,5,0.255,0.314,0.338,0.652,0.095,78.1,152532,2023,15253,125.0,107.0,933.2,-0.629,247.0,243.0,3.0,1.0,99.6,2.37,-7.19,-0.17,1.19,0.0,0.0,0.0,0.0,0.0,-6.17,-6.89,0.0,-6.17,-0.629,0.0,0,0,0,0,0,0,1,0,1064667,3000.0,7500.0
고승민,0.08,94,0.21,-0.13,308,301,255,35,57,14,2,2,81,24,8,3,42,1,3,64,2,6,4,0.224,0.331,0.318,0.649,0.1,82.5,141602,2023,14160,94.0,71.0,605.0,-0.454,456.0,417.0,37.0,2.0,0.996,6.754,-1.92,-0.63,1.1,0.0,0.0,0.0,0.0,0.0,-1.29,-1.976,-3.158,-4.448,-0.132,0.0,0,1,0,0,0,0,0,0,1064667,7300.0,18500.0
이정훈,0.08,59,0.38,-0.3,171,171,152,17,45,7,0,1,55,17,1,1,13,3,0,28,1,0,3,0.296,0.357,0.362,0.719,0.122,101.2,129162,2023,12916,14.0,11.0,80.0,-0.332,37.0,33.0,3.0,1.0,0.973,4.05,-1.88,-0.73,-0.35,0.0,0.0,0.0,0.0,0.0,-2.96,-30.446,-0.29,-3.25,-0.302,0.0,0,0,0,0,0,1,0,0,1064667,4000.0,6500.0
황성빈,0.08,74,-0.63,0.71,191,183,170,22,36,5,2,0,45,8,9,5,12,1,0,27,1,8,0,0.212,0.268,0.265,0.533,0.051,42.3,146422,2023,14642,76.0,46.0,414.0,0.592,123.0,120.0,2.0,1.0,0.992,2.652,5.64,1.14,0.21,0.0,0.0,0.0,0.0,0.0,6.98,13.225,-1.177,5.803,0.712,0.0,0,0,0,0,0,0,1,0,1064667,7200.0,15500.0
김동혁,0.01,15,-0.07,0.07,9,9,7,3,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0.0,0.222,0.0,0.222,-0.019,-15.6,156452,2023,15645,12.0,2.0,21.0,0.069,4.0,4.0,0.0,0.0,1.0,1.714,0.9,-0.22,0.03,0.0,0.0,0.0,0.0,0.0,0.71,8.52,-0.038,0.672,0.072,0.0,0,0,0,0,0,0,1,0,1064667,3000.0,3300.0
지시완,0.0,6,-0.14,0.13,10,8,8,0,1,0,0,0,1,0,0,0,0,0,0,5,0,2,0,0.125,0.125,0.125,0.25,-0.07,-57.2,114132,2023,11413,2.0,2.0,15.0,0.148,15.0,10.0,5.0,0.0,100.0,9.0,0.38,0.0,0.04,0.0,0.0,0.4,0.71,0.0,1.31,31.49,0.14,1.46,0.134,0.0,0,0,0,0,0,0,0,1,1064667,7600.0,
국해성,-0.04,6,-0.05,0.01,10,10,8,0,2,0,0,0,2,1,0,0,2,0,0,3,0,0,0,0.25,0.4,0.25,0.65,0.122,100.2,101722,2023,10172,1.0,0.0,2.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11,2.58,-0.01,0.1,0.011,0.0,0,0,0,0,0,1,0,0,1064667,3000.0,
윤수녕,-0.05,3,-0.03,-0.02,4,4,4,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.028,23.0,156272,2023,15627,3.0,1.0,13.0,-0.024,2.0,2.0,0.0,0.0,1.0,1.385,0.11,-0.34,0.03,0.0,0.0,0.0,0.0,0.0,-0.21,-10.08,-0.023,-0.233,-0.021,0.0,0,0,0,1,0,0,0,0,1064667,3000.0,
서동욱,-0.12,13,-0.15,0.03,20,20,17,2,2,1,0,0,3,0,0,0,3,0,0,5,1,0,0,0.118,0.25,0.176,0.426,0.029,24.2,156242,2023,15624,6.0,5.0,31.0,0.027,10.0,10.0,0.0,0.0,1.0,2.903,0.87,-0.13,0.07,0.0,-0.29,0.0,-0.27,0.0,0.33,7.92,-0.067,0.263,0.034,0.0,0,0,0,0,0,0,0,1,1064667,3000.0,3500.0
이학주,-0.17,104,0.14,-0.31,122,122,110,22,23,2,0,3,34,13,4,1,11,1,0,31,2,0,0,0.209,0.287,0.309,0.596,0.075,61.7,141142,2023,14114,110.0,30.0,350.0,-0.249,153.0,51.0,93.0,9.0,0.941,3.703,-1.24,0.0,-0.67,-1.21,0.0,0.0,0.0,0.0,-3.04,-3.98,0.598,-2.442,-0.31,0.0,0,0,0,0,1,0,0,0,1064667,7200.0,
김민수,-0.26,25,-0.04,-0.22,51,50,43,4,9,1,1,0,12,2,0,0,7,0,0,17,2,1,0,0.209,0.32,0.279,0.599,0.088,71.4,129312,2023,12931,21.0,14.0,119.0,-0.235,60.0,44.0,14.0,2.0,0.967,4.387,-1.86,0.0,-0.24,-0.15,0.0,0.0,0.0,0.0,-2.14,-14.674,-0.162,-2.302,-0.218,0.0,0,1,0,0,0,0,0,0,1064667,6300.0,6000.0
신윤후,-0.38,28,-0.43,0.05,27,27,25,2,1,0,0,0,1,1,1,0,0,2,0,8,0,0,0,0.04,0.111,0.04,0.151,-0.086,-72.6,141692,2023,14169,21.0,6.0,72.0,0.029,20.0,18.0,0.0,2.0,0.9,2.25,1.73,-0.4,-0.86,0.0,0.0,0.0,0.0,0.0,0.45,3.086,-0.162,0.288,0.046,0.0,0,0,0,1,0,0,0,0,1064667,5300.0,4800.0
정대선,-0.54,19,-0.36,-0.18,47,46,40,5,6,1,0,0,7,6,0,0,2,2,0,8,0,1,2,0.15,0.217,0.175,0.392,0.002,2.0,154432,2023,15443,18.0,11.0,101.0,-0.136,40.0,14.0,26.0,0.0,100.0,3.56,-1.36,0.0,0.27,-0.68,0.0,0.0,0.0,0.0,-1.77,-13.4,0.43,-1.34,-0.18,0.0,0,1,0,0,0,0,0,0,1064667,3000.0,
한동희,-1.81,108,-0.94,-0.88,353,351,319,30,71,11,0,5,97,32,1,3,26,1,0,58,16,2,5,0.223,0.279,0.304,0.583,0.067,55.5,131452,2023,13145,99.0,82.0,681.0,-0.899,255.0,142.0,101.0,12.0,0.953,3.211,-8.57,0.0,-0.45,0.29,0.0,0.0,0.0,0.0,-8.6,-12.509,-0.209,-8.809,-0.877,0.0,0,0,1,0,0,0,0,0,1064667,19260.0,
박찬호,4.09,130,3.64,0.46,507,500,452,73,136,18,4,3,171,52,30,8,40,2,0,56,13,7,6,0.301,0.356,0.378,0.734,0.127,109.5,112610,2023,11261,129.0,121.0,1045.0,1.483,524.0,206.0,303.0,15.0,0.971,4.384,4.27,0.0,0.97,-0.75,0.0,0.0,0.0,0.0,4.49,5.012,10.042,14.532,0.458,0.0,0,0,0,0,1,0,0,0,987771,20000.0,45000.0
소크라테스,3.88,142,3.51,0.37,608,606,547,91,156,31,3,20,253,96,15,6,52,1,4,80,13,0,8,0.285,0.344,0.463,0.807,0.144,125.0,149960,2023,14996,200.0,140.0,1207.0,0.324,355.0,345.0,3.0,7.0,0.98,2.595,4.94,-0.14,-1.2,0.0,0.0,0.0,0.0,0.0,3.61,2.599,-0.43,3.18,0.368,0.0,0,0,0,0,0,0,1,0,987771,104000.0,
최형우,3.73,121,4.11,-0.38,508,508,431,64,130,27,1,17,210,81,0,0,65,8,1,83,5,0,4,0.302,0.4,0.487,0.887,0.183,159.4,103440,2023,10344,15.0,14.0,107.0,-0.442,19.0,18.0,0.0,1.0,94.7,1.51,-3.2,-0.26,-0.31,0.0,0.0,0.0,0.0,0.0,-3.76,-4.47,-0.57,-4.33,-0.383,0.0,0,0,0,0,0,1,0,0,987771,133333.0,100000.0
김도영,3.64,84,3.14,0.5,385,382,340,72,103,20,5,7,154,47,25,4,38,1,1,62,14,2,4,0.303,0.371,0.453,0.824,0.156,134.4,150560,2023,15056,85.0,84.0,722.0,0.501,230.0,71.0,146.0,13.0,0.943,2.705,4.32,0.0,-0.31,0.65,0.0,0.0,0.0,0.0,4.9,8.301,0.014,4.914,0.5,0.0,0,0,1,0,0,0,0,0,987771,5000.0,50000.0
나성범,3.57,58,3.88,-0.31,253,253,222,51,81,12,1,18,149,57,0,0,26,1,0,36,1,0,4,0.365,0.427,0.671,1.098,0.243,209.8,111620,2023,11162,50.0,49.0,410.2,-0.531,93.0,88.0,4.0,1.0,98.9,2.02,-4.09,0.27,0.79,0.0,0.0,0.0,0.0,0.0,-3.03,-7.53,-2.17,-5.2,-0.309,0.0,0,0,0,1,0,0,0,0,987771,180000.0,180000.0
김선빈,2.62,119,2.83,-0.21,473,465,419,41,134,16,0,0,150,48,3,1,38,5,0,26,10,8,3,0.32,0.381,0.358,0.739,0.132,114.9,100080,2023,10008,116.0,111.0,897.0,0.252,457.0,180.0,270.0,7.0,0.985,4.515,-3.2,0.0,1.43,-0.33,0.0,0.0,0.0,0.0,-2.1,-2.607,4.57,2.47,-0.214,0.0,0,1,0,0,0,0,0,0,987771,45000.0,60000.0
이우성,2.3,126,1.92,0.38,400,393,355,39,107,17,0,8,148,58,8,1,31,5,4,81,10,6,3,0.301,0.363,0.417,0.78,0.141,122.4,110990,2023,11099,128.0,93.0,793.0,0.185,182.0,177.0,4.0,1.0,0.995,2.054,2.5,0.21,0.98,0.0,0.0,0.0,0.0,0.0,3.69,4.151,-1.878,1.812,0.376,0.0,0,0,0,0,0,1,0,0,987771,5500.0,17000.0
이창진,1.36,104,1.37,-0.01,284,282,244,35,66,11,3,4,95,29,9,2,34,2,1,44,6,2,2,0.27,0.362,0.389,0.751,0.135,117.7,112330,2023,11233,91.0,56.0,517.0,-0.159,125.0,118.0,6.0,1.0,0.992,2.159,-0.76,0.27,0.43,0.0,0.0,0.0,0.0,0.0,-0.06,-0.095,-1.502,-1.562,-0.006,0.0,0,0,0,0,0,1,0,0,987771,14000.0,14000.0
고종욱,0.56,114,0.68,-0.12,286,286,270,35,80,17,0,3,106,39,2,2,14,0,0,58,3,0,2,0.296,0.329,0.393,0.722,0.115,99.6,106590,2023,10659,45.0,35.0,248.1,-0.259,59.0,54.0,3.0,2.0,96.6,2.07,-0.63,-0.52,-0.05,0.0,0.0,0.0,0.0,0.0,-1.2,-1.51,-1.34,-2.54,-0.122,0.0,0,0,0,0,0,1,0,0,987771,7000.0,15000.0
한준수,0.52,48,0.32,0.2,94,93,86,9,22,4,0,2,32,12,0,0,7,0,0,26,2,1,0,0.256,0.312,0.372,0.684,0.104,89.2,131130,2023,13113,45.0,22.0,208.2,0.418,166.0,151.0,15.0,0.0,100.0,7.16,-0.2,0.0,0.54,0.0,-0.23,0.71,1.68,0.0,1.99,5.97,2.11,4.1,0.203,0.0,0,0,0,0,0,0,0,1,987771,3100.0,14000.0
김규성,0.52,99,0.32,0.2,177,172,158,29,37,6,1,2,51,11,6,2,13,1,0,43,2,5,0,0.234,0.297,0.323,0.62,0.083,71.8,125400,2023,12540,105.0,46.0,472.0,0.27,280.0,151.0,121.0,8.0,0.971,5.186,0.62,0.0,-0.33,1.61,0.0,0.0,0.0,0.0,1.94,2.661,0.702,2.642,0.198,0.0,0,1,0,0,0,0,0,0,987771,4500.0,6500.0
최원준,0.35,67,0.45,-0.1,274,270,239,37,61,11,2,1,79,23,13,5,31,0,0,39,5,4,0,0.255,0.341,0.331,0.672,0.109,94.2,125340,2023,12534,70.0,56.0,511.0,-0.298,372.0,349.0,15.0,8.0,0.978,6.411,0.45,-0.29,-1.12,0.0,0.0,0.0,0.0,0.0,-0.96,-1.975,-1.957,-2.917,-0.098,0.0,0,0,0,1,0,0,0,0,987771,22000.0,40000.0
박정우,0.24,21,0.03,0.2,12,9,9,2,3,0,0,0,3,0,0,0,0,0,0,1,0,3,0,0.333,0.333,0.333,0.666,0.093,80.3,128690,2023,12869,14.0,1.0,30.0,0.197,7.0,7.0,0.0,0.0,1.0,2.1,1.33,0.61,0.05,0.0,0.0,0.0,0.0,0.0,1.99,20.469,-0.056,1.934,0.203,0.0,0,0,0,0,0,0,1,0,987771,3600.0,6500.0
김호령,0.19,76,-0.36,0.55,107,104,95,16,17,7,0,0,24,6,1,0,8,1,0,38,1,3,0,0.179,0.25,0.253,0.503,0.043,37.8,112980,2023,11298,68.0,22.0,288.1,0.552,98.0,97.0,0.0,1.0,99.0,3.03,5.75,-0.22,-0.13,0.0,0.0,0.0,0.0,0.0,5.41,10.25,0.0,5.41,0.552,0.0,0,0,0,0,0,0,1,0,987771,7000.0,8000.0
최정용,0.16,56,-0.16,0.32,41,38,36,17,6,1,0,0,7,1,4,0,2,0,0,9,0,3,0,0.167,0.211,0.194,0.405,0.001,0.6,114070,2023,11407,49.0,7.0,128.0,0.342,74.0,24.0,49.0,1.0,0.986,5.133,2.64,0.0,0.33,-0.22,0.0,0.0,0.0,0.0,3.18,9.345,0.174,3.354,0.324,0.0,0,1,0,0,0,0,0,0,987771,4000.0,4500.0
홍종표,0.11,40,0.06,0.05,12,11,7,10,0,0,0,0,0,0,0,0,3,1,0,1,0,1,0,0.0,0.364,0.0,0.364,0.079,64.9,146120,2023,14612,24.0,1.0,39.0,0.055,19.0,8.0,11.0,0.0,1.0,4.385,0.29,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.49,2.94,0.05,0.54,0.05,0.0,0,1,0,0,0,0,0,0,987771,3300.0,6500.0
김선우,0.02,5,-0.08,0.1,7,7,7,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.143,0.143,0.143,0.286,-0.056,-48.3,148220,2023,14822,5.0,1.0,21.0,0.115,19.0,18.0,1.0,0.0,100.0,8.14,0.0,0.0,0.05,0.0,0.0,0.19,1.03,0.0,0.96,27.67,0.17,1.13,0.098,0.0,0,0,0,0,0,0,0,1,987771,6000.0,
윤도현,-0.06,1,-0.03,-0.04,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.167,-149.7,150580,2023,15058,1.0,0.0,5.0,-0.037,2.0,1.0,0.0,1.0,50.0,1.8,0.12,0.0,-0.48,0.0,0.0,0.0,0.0,0.0,-0.36,-51.61,0.0,-0.36,-0.037,0.0,0,1,0,0,0,0,0,0,987771,3000.0,3200.0
김태군,-0.21,65,-0.09,-0.12,203,198,186,17,48,6,0,0,54,24,2,1,5,4,0,19,9,5,3,0.258,0.288,0.29,0.578,0.064,54.9,104590,2023,10459,63.0,52.0,438.0,0.353,374.0,334.0,36.0,4.0,98.9,7.6,0.19,0.0,-0.85,0.0,0.01,1.16,-2.37,0.0,-1.15,-1.45,4.61,3.46,-0.117,0.0,0,0,0,0,0,0,0,1,987771,20000.0,70000.0
신범수,-0.21,36,-0.25,0.04,100,98,88,7,15,3,0,2,24,10,0,0,7,2,0,19,3,2,1,0.17,0.245,0.273,0.518,0.042,37.4,125410,2023,12541,35.0,26.0,238.0,0.28,201.0,191.0,10.0,0.0,100.0,7.6,0.68,0.0,0.61,0.0,0.39,-1.02,-0.37,0.0,0.41,1.65,2.33,2.74,0.042,0.0,0,0,0,0,0,0,0,1,987771,3600.0,3200.0
오선우,-0.23,33,-0.13,-0.1,31,31,28,2,5,0,0,2,11,5,0,0,3,0,0,15,0,0,0,0.179,0.258,0.393,0.651,0.084,73.2,141810,2023,14181,29.0,4.0,82.2,-0.156,93.0,89.0,3.0,1.0,98.9,10.02,-1.22,0.0,0.15,0.0,0.06,0.0,0.0,0.0,-1.0,-4.38,-0.52,-1.52,-0.102,0.0,1,0,0,0,0,0,0,0,987771,3000.0,3400.0
황대인,-0.27,60,-0.48,0.21,199,198,174,19,37,4,0,5,56,26,0,0,18,4,2,50,6,0,3,0.213,0.296,0.322,0.618,0.081,70.5,113060,2023,11306,54.0,50.0,389.1,-0.157,391.0,355.0,33.0,3.0,99.2,8.97,2.69,0.0,-0.28,0.0,-0.33,0.0,0.0,0.0,2.08,4.99,-3.62,-1.54,0.212,0.0,1,0,0,0,0,0,0,0,987771,13000.0,7000.0
변우혁,-0.33,83,0.11,-0.44,226,226,200,23,45,4,0,7,70,24,0,0,23,3,1,74,4,0,0,0.225,0.314,0.35,0.664,0.1,88.1,141240,2023,14124,75.0,56.0,462.0,-0.675,368.0,317.0,42.0,9.0,0.976,6.994,-3.24,0.0,-1.09,0.15,0.0,0.0,0.0,0.0,-4.31,-8.275,-2.303,-6.613,-0.44,0.0,1,0,0,0,0,0,0,0,987771,3500.0,8500.0
김석환,-0.43,12,-0.3,-0.14,26,25,23,1,3,1,0,0,4,3,0,0,2,0,0,9,1,1,0,0.13,0.2,0.174,0.374,-0.006,-4.7,129170,2023,12917,9.0,5.0,51.0,-0.155,34.0,33.0,1.0,0.0,1.0,6.0,-1.26,-0.17,0.09,0.0,0.0,0.0,0.0,0.0,-1.35,-21.6,-0.17,-1.52,-0.138,0.0,0,0,0,0,0,1,0,0,987771,3500.0,4000.0
주효상,-0.53,19,-0.53,0.0,36,34,32,2,2,0,0,0,2,1,0,0,2,0,0,10,1,2,0,0.063,0.118,0.063,0.181,-0.082,-72.3,125670,2023,12567,18.0,11.0,90.0,0.082,95.0,88.0,7.0,0.0,100.0,9.5,0.3,0.0,0.23,0.0,0.19,-0.2,-0.76,0.0,-0.02,-0.12,0.82,0.8,-0.002,0.0,0,0,0,0,0,0,0,1,987771,4800.0,4400.0
한승택,-0.58,49,-0.48,-0.11,104,98,85,6,11,2,0,0,13,3,0,0,11,2,0,32,1,6,0,0.129,0.245,0.153,0.398,0.017,15.0,111190,2023,11119,48.0,32.0,273.1,0.141,243.0,223.0,18.0,2.0,99.2,7.94,-1.0,0.0,0.21,0.0,0.0,-0.83,0.8,0.0,-1.06,-3.12,2.45,1.39,-0.108,0.0,0,0,0,0,0,0,0,1,987771,8000.0,6500.0
알포드,3.85,133,3.45,0.4,547,546,491,83,142,31,3,15,224,70,17,4,47,6,1,140,6,0,3,0.289,0.356,0.456,0.812,0.15,123.5,151448,2023,15144,113.0,110.0,863.0,-0.057,217.0,209.0,5.0,3.0,0.986,2.232,5.1,-1.23,0.05,0.0,0.0,0.0,0.0,0.0,3.92,4.995,-4.48,-0.56,0.4,0.0,0,0,0,0,0,1,0,0,948300,143000.0,
장성우,3.29,131,3.15,0.14,464,460,410,37,118,22,0,11,173,65,1,1,42,2,1,70,12,3,7,0.288,0.351,0.422,0.773,0.136,110.5,102358,2023,10235,116.0,104.0,886.0,1.178,768.0,719.0,43.0,6.0,99.2,7.74,0.72,0.0,-0.19,0.0,0.01,-0.06,1.28,0.0,1.37,1.51,10.18,11.55,0.14,0.0,0,0,0,0,0,0,0,1,948300,95000.0,95000.0
황재균,3.14,109,2.7,0.44,457,454,407,62,120,26,2,6,168,49,3,3,45,1,1,64,15,3,1,0.295,0.366,0.413,0.779,0.142,116.0,104078,2023,10407,109.0,103.0,900.0,0.436,259.0,83.0,165.0,11.0,0.958,2.48,3.52,0.0,1.09,-0.21,0.0,0.0,0.0,0.0,4.27,5.641,0.001,4.271,0.436,0.0,0,0,1,0,0,0,0,0,948300,162500.0,112500.0
박병호,2.66,132,1.91,0.75,493,493,431,53,122,15,0,18,191,87,2,0,46,8,2,114,9,0,8,0.283,0.357,0.443,0.8,0.144,118.2,104708,2023,10470,92.0,89.0,730.1,-0.03,735.0,669.0,61.0,5.0,99.3,9.0,6.2,0.0,1.32,0.0,-0.16,0.0,0.0,0.0,7.37,8.03,-7.66,-0.29,0.751,1.0,1,0,0,0,0,0,0,0,948300,93333.0,38000.0
김민혁,2.55,113,1.79,0.76,448,441,397,68,118,20,3,3,153,41,11,4,36,3,0,48,4,7,5,0.297,0.356,0.385,0.741,0.128,104.9,113398,2023,11339,122.0,98.0,767.0,0.644,195.0,190.0,1.0,4.0,0.979,2.241,9.18,-1.04,-0.68,0.0,0.0,0.0,0.0,0.0,7.48,8.829,-1.169,6.311,0.763,0.0,0,0,0,0,0,1,0,0,948300,15000.0,30000.0
김상수,2.28,129,2.7,-0.43,512,504,443,58,120,19,1,3,150,56,5,6,55,3,0,68,9,8,3,0.271,0.353,0.339,0.692,0.116,95.3,103208,2023,10320,129.0,123.0,1020.1,0.613,441.0,176.0,259.0,6.0,98.6,3.84,-3.58,0.0,0.92,-1.5,0.0,0.0,0.0,0.0,-4.17,-4.65,10.18,6.01,-0.425,0.0,0,0,0,0,1,0,0,0,948300,70000.0,50000.0
배정대,1.67,97,1.66,0.01,361,356,311,48,86,16,0,2,108,38,13,3,38,3,1,76,2,4,5,0.277,0.356,0.347,0.703,0.118,96.8,112128,2023,11212,97.0,93.0,800.0,0.011,253.0,246.0,6.0,1.0,99.6,2.84,-2.66,1.75,1.02,0.0,0.0,0.0,0.0,0.0,0.11,0.16,0.0,0.11,0.011,0.0,0,0,0,0,0,0,1,0,948300,34000.0,34000.0
이호연,0.99,85,0.77,0.22,234,233,212,28,59,5,1,3,75,17,4,2,16,4,0,41,6,1,1,0.278,0.339,0.354,0.693,0.111,90.4,131518,2023,13151,86.0,60.0,463.0,0.348,264.0,116.0,139.0,9.0,0.966,4.957,0.79,0.0,-0.28,1.58,0.0,0.0,0.0,0.0,2.18,3.65,1.23,3.41,0.222,0.0,0,1,0,0,0,0,0,0,948300,5700.0,7000.0
강백호,0.74,71,0.85,-0.12,271,269,238,32,63,10,1,8,99,39,3,0,31,0,4,55,1,0,2,0.265,0.347,0.416,0.763,0.131,106.5,131688,2023,13168,29.0,26.0,210.0,-0.203,84.0,76.0,7.0,1.0,0.988,3.557,-0.63,-0.93,0.4,0.0,0.0,0.0,0.0,0.0,-1.16,-5.76,-0.833,-1.993,-0.118,0.0,1,0,0,0,0,0,0,0,948300,29000.0,70000.0
오윤석,0.55,82,0.35,0.21,223,216,199,24,50,13,1,4,77,17,3,1,13,5,1,44,7,6,0,0.251,0.313,0.387,0.7,0.11,90.7,113978,2023,11397,87.0,57.0,496.0,0.077,406.0,309.0,95.0,2.0,0.995,7.331,2.02,0.0,1.06,-1.1,0.0,0.0,0.0,0.0,2.04,3.377,-1.281,0.759,0.208,0.0,0,1,0,0,0,0,0,0,948300,12000.0,16000.0
정준영,0.38,34,0.16,0.22,55,51,48,6,14,2,0,0,16,6,0,0,3,0,0,11,1,4,0,0.292,0.333,0.333,0.666,0.1,80.7,155198,2023,15519,36.0,7.0,128.0,0.21,44.0,41.0,2.0,1.0,0.977,3.023,1.56,0.86,-0.3,0.0,0.0,0.0,0.0,0.0,2.15,8.6,-0.089,2.061,0.219,0.0,0,0,0,1,0,0,0,0,948300,3000.0,
