선수,WAR,G_x,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,pid,연도,기존pid,G_y,GS,IP,WAAwithPOS,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,수상횟수,1루수,2루수,3루수,우익수,유격수,좌익수,중견수,포수,샐러리캡,연봉,이후연봉
신본기,0.28,40,0.23,0.05,75,74,54,8,11,2,0,1,16,7,0,1,14,2,0,8,3,1,4,0.204,0.365,0.296,0.661,0.117,94.9,108408,2023,10840,49.0,19.0,198.0,0.079,97.0,42.0,52.0,3.0,0.969,4.273,0.38,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.49,1.44,0.285,0.775,0.05,0.0,0,0,0,0,1,0,0,0,948300,13000.0,
박경수,0.2,107,0.32,-0.12,221,216,185,12,37,13,0,1,53,12,0,0,30,1,1,46,2,5,0,0.2,0.315,0.286,0.601,0.087,71.3,104698,2023,10469,101.0,52.0,503.0,0.087,301.0,118.0,179.0,4.0,98.7,5.31,-2.08,0.0,0.86,0.03,0.0,0.0,0.0,0.0,-1.19,-1.6,2.04,0.85,-0.121,0.0,0,1,0,0,0,0,0,0,948300,20000.0,
송민섭,0.19,69,-0.23,0.42,25,25,23,6,3,0,0,0,3,0,3,1,1,1,0,8,0,0,0,0.13,0.2,0.13,0.33,-0.018,-15.3,113428,2023,11342,64.0,1.0,124.0,0.407,42.0,42.0,0.0,0.0,1.0,3.048,3.28,0.57,0.22,0.0,0.0,0.0,0.0,0.0,4.07,9.158,-0.079,3.991,0.415,0.0,0,0,0,1,0,0,0,0,948300,6500.0,6000.0
강민성,0.18,12,0.01,0.17,27,26,22,2,4,1,0,0,5,0,0,0,4,0,0,10,0,1,0,0.182,0.308,0.227,0.535,0.069,56.4,141918,2023,14191,11.0,7.0,60.0,0.168,24.0,7.0,15.0,2.0,0.917,3.3,1.82,0.0,-0.35,-0.28,0.0,0.0,0.0,0.0,1.65,21.6,-0.002,1.648,0.168,0.0,0,0,1,0,0,0,0,0,948300,3300.0,3700.0
장준원,0.16,69,-0.06,0.22,104,101,87,10,15,2,1,1,22,10,3,0,12,1,0,25,1,3,1,0.172,0.277,0.253,0.53,0.058,48.0,112148,2023,11214,75.0,26.0,288.0,0.291,113.0,39.0,72.0,2.0,0.982,3.469,-0.04,0.0,0.67,1.46,0.0,0.0,0.0,0.0,2.18,4.186,0.667,2.847,0.222,0.0,0,0,0,0,1,0,0,0,948300,5000.0,5100.0
홍현빈,0.15,44,0.19,-0.05,86,86,73,15,17,2,0,0,19,1,2,0,13,0,0,21,2,0,0,0.233,0.349,0.26,0.609,0.096,78.2,129418,2023,12941,45.0,20.0,200.0,-0.05,63.0,62.0,1.0,0.0,1.0,2.835,-0.73,-0.01,0.28,0.0,0.0,0.0,0.0,0.0,-0.46,-1.472,-0.028,-0.488,-0.047,0.0,0,0,0,1,0,0,0,0,948300,4800.0,4500.0
안치영,0.14,76,0.24,-0.1,136,133,124,20,36,3,1,0,41,9,7,1,6,2,0,35,1,3,1,0.29,0.331,0.331,0.662,0.098,79.7,130068,2023,13006,71.0,33.0,329.0,-0.198,66.0,62.0,2.0,2.0,0.97,1.751,-0.82,0.21,-0.36,0.0,0.0,0.0,0.0,0.0,-0.99,-2.008,-0.946,-1.936,-0.101,0.0,0,0,0,1,0,0,0,0,948300,3000.0,4500.0
김병준,0.02,3,-0.08,0.1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,-0.167,-131.7,150978,2023,15097,1.0,1.0,5.0,0.103,3.0,3.0,0.0,0.0,100.0,5.4,0.66,0.34,0.01,0.0,0.0,0.0,0.0,0.0,1.01,48.41,0.0,1.01,0.103,0.0,0,0,0,0,0,0,1,0,948300,3000.0,3600.0
김준태,0.01,69,0.26,-0.25,136,135,115,10,24,4,0,3,37,23,1,0,19,1,0,32,3,1,0,0.209,0.326,0.322,0.648,0.102,85.1,108358,2023,10835,35.0,16.0,162.2,-0.082,123.0,108.0,11.0,4.0,96.7,6.58,0.26,0.0,-1.56,0.0,-0.01,0.48,-2.36,0.0,-2.48,-5.18,1.68,-0.8,-0.253,0.0,0,0,0,0,0,0,0,1,948300,10000.0,7500.0
손민석,0.0,9,-0.04,0.04,12,12,10,2,1,0,0,0,1,1,0,0,1,1,0,3,0,0,0,0.1,0.25,0.1,0.35,0.013,10.1,155208,2023,15520,12.0,3.0,35.0,0.044,23.0,10.0,12.0,1.0,0.957,5.657,0.28,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.37,4.44,0.062,0.432,0.038,0.0,0,1,0,0,0,0,0,0,948300,3000.0,
박민석,-0.08,4,-0.02,-0.06,4,4,4,1,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0.25,0.25,0.25,0.5,0.028,21.6,141108,2023,14110,3.0,1.0,11.0,-0.055,5.0,1.0,3.0,1.0,0.8,3.273,-0.68,0.0,0.03,0.09,0.0,0.0,0.0,0.0,-0.57,-27.36,0.027,-0.543,-0.058,0.0,0,1,0,0,0,0,0,0,948300,3000.0,3400.0
김병희,-0.09,5,-0.15,0.06,9,9,8,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0.0,0.111,0.0,0.111,-0.093,-73.8,113308,2023,11330,4.0,1.0,16.0,0.064,3.0,0.0,3.0,0.0,1.0,1.688,0.58,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.62,22.32,0.002,0.622,0.063,0.0,0,0,1,0,0,0,0,0,948300,4700.0,
조용호,-0.12,63,0.0,-0.13,184,184,161,20,40,2,0,0,42,7,4,0,23,0,0,25,3,0,0,0.248,0.342,0.261,0.603,0.089,73.5,129438,2023,12943,61.0,39.0,345.0,-0.256,66.0,62.0,3.0,1.0,0.985,1.696,-2.51,1.1,0.16,0.0,0.0,0.0,0.0,0.0,-1.25,-2.951,-1.26,-2.51,-0.128,0.0,0,0,0,1,0,0,0,0,948300,32000.0,
문상준,-0.25,2,-0.05,-0.2,5,5,5,1,1,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0.2,0.2,0.2,0.4,-0.011,-9.0,147208,2023,14720,3.0,1.0,10.0,-0.192,2.0,1.0,0.0,1.0,0.5,0.9,-1.45,0.0,-0.47,0.0,0.0,0.0,0.0,0.0,-1.92,-92.16,0.033,-1.887,-0.196,0.0,0,1,0,0,0,0,0,0,948300,3100.0,3100.0
문상철,-0.26,112,0.15,-0.41,330,328,304,30,79,20,0,9,126,46,3,1,16,3,1,81,4,1,6,0.26,0.298,0.414,0.712,0.106,87.0,113338,2023,11333,37.0,17.0,178.0,-0.504,146.0,135.0,9.0,2.0,0.986,7.281,-3.98,0.08,-0.18,0.0,0.0,0.0,0.0,0.0,-4.01,-15.606,-0.926,-4.936,-0.409,0.0,1,0,0,0,0,0,0,0,948300,5600.0,17000.0
강현우,-0.27,53,-0.26,-0.02,111,110,103,11,20,6,0,1,29,11,0,1,6,1,0,17,3,1,0,0.194,0.245,0.282,0.527,0.046,38.1,146038,2023,14603,47.0,24.0,236.0,0.227,189.0,176.0,11.0,2.0,0.989,7.131,-0.56,0.0,-0.38,0.0,-0.41,0.0,1.38,0.0,-0.19,-0.582,2.417,2.227,-0.019,0.0,0,0,0,0,0,0,0,1,948300,3000.0,5000.0
이시원,-0.33,29,-0.35,0.02,32,31,29,4,4,0,0,0,4,1,0,1,2,0,0,6,0,1,0,0.138,0.194,0.138,0.332,-0.024,-18.8,125268,2023,12526,25.0,6.0,89.0,0.008,28.0,28.0,0.0,0.0,1.0,2.831,0.68,-0.61,0.16,0.0,0.0,0.0,0.0,0.0,0.21,1.21,-0.128,0.082,0.021,0.0,0,0,0,1,0,0,0,0,948300,3300.0,
류현인,-0.46,17,-0.27,-0.19,24,24,23,6,3,0,0,0,3,3,0,0,1,0,0,4,0,0,0,0.13,0.167,0.13,0.297,-0.042,-34.0,155238,2023,15523,16.0,5.0,60.0,-0.184,25.0,8.0,16.0,1.0,0.96,3.6,-1.27,0.0,0.15,0.03,0.0,0.0,0.0,0.0,-1.85,-16.65,0.045,-1.805,-0.189,0.0,0,1,0,0,0,0,0,0,948300,3000.0,
이상호,-0.64,63,-0.56,-0.08,60,56,54,15,8,1,0,0,9,5,2,0,2,0,0,9,2,4,0,0.148,0.179,0.167,0.346,-0.025,-21.0,111478,2023,11147,63.0,10.0,173.0,-0.07,82.0,45.0,36.0,1.0,0.988,4.214,-0.98,0.0,0.42,-0.23,0.0,0.0,0.0,0.0,-0.8,-1.829,0.117,-0.683,-0.082,0.0,0,1,0,0,0,0,0,0,948300,7000.0,
구자욱,5.26,119,4.85,0.41,515,511,453,65,152,37,1,11,224,71,12,4,53,4,2,81,5,2,3,0.336,0.407,0.494,0.901,0.185,154.3,108923,2023,10892,92.0,91.0,772.0,0.145,179.0,174.0,5.0,0.0,1.0,2.087,2.92,-0.41,1.46,0.0,0.0,0.0,0.0,0.0,3.98,6.23,-2.555,1.425,0.406,1.0,0,0,0,1,0,0,0,0,1044073,200000.0,200000.0
강민호,3.3,125,3.6,-0.3,495,492,434,60,126,19,0,16,193,77,6,1,49,6,4,65,17,1,5,0.29,0.366,0.445,0.811,0.149,123.5,102323,2023,10232,101.0,94.0,786.2,0.646,631.0,579.0,49.0,3.0,99.5,7.18,-0.6,0.0,0.55,0.0,-0.56,-1.84,-0.71,0.0,-2.95,-3.4,9.29,6.34,-0.301,0.0,0,0,0,0,0,0,0,1,1044073,90000.0,70000.0
이재현,2.65,143,2.43,0.22,538,522,458,61,114,19,2,12,173,60,5,4,52,6,0,89,9,16,6,0.249,0.33,0.378,0.708,0.115,95.9,150343,2023,15034,140.0,135.0,1156.1,1.301,583.0,222.0,341.0,20.0,96.6,4.38,1.82,0.0,0.74,-0.44,0.0,0.0,0.0,0.0,2.11,2.13,10.64,12.75,0.216,0.0,0,0,0,0,1,0,0,0,1044073,6000.0,21000.0
김지찬,2.4,99,2.91,-0.51,355,348,291,59,85,4,2,1,96,18,13,1,48,9,0,36,1,7,0,0.292,0.408,0.33,0.738,0.144,119.3,146183,2023,14618,91.0,85.0,696.1,-0.16,410.0,170.0,224.0,16.0,96.1,5.09,-3.87,0.0,0.39,-1.53,0.0,0.0,0.0,0.0,-5.0,-7.28,3.43,-1.57,-0.51,0.0,0,1,0,0,0,0,0,0,1044073,16000.0,28000.0
김성윤,1.93,101,1.44,0.49,272,268,245,40,77,4,6,2,99,28,20,4,14,4,0,35,2,4,5,0.314,0.354,0.404,0.758,0.13,109.0,129363,2023,12936,100.0,55.0,548.0,0.414,152.0,147.0,3.0,2.0,0.987,2.464,4.42,0.42,-0.05,0.0,0.0,0.0,0.0,0.0,4.79,6.898,-0.734,4.056,0.489,0.0,0,0,0,1,0,0,0,0,1044073,4300.0,7000.0
김동진,0.73,44,0.31,0.41,137,134,122,14,32,7,0,0,39,8,3,0,9,1,0,26,4,3,2,0.262,0.313,0.32,0.633,0.088,73.8,148633,2023,14863,51.0,31.0,302.0,0.496,173.0,65.0,102.0,6.0,0.965,4.977,3.19,0.0,-0.2,1.06,0.0,0.0,0.0,0.0,4.06,11.464,0.803,4.863,0.414,0.0,0,1,0,0,0,0,0,0,1044073,9300.0,
피렐라,0.64,139,1.6,-0.96,605,605,557,66,159,28,1,16,237,80,6,4,42,4,5,69,20,0,2,0.285,0.339,0.425,0.764,0.13,107.9,147573,2023,14757,118.0,114.0,950.0,-1.333,211.0,203.0,6.0,2.0,0.991,1.98,-8.88,-1.25,0.72,0.0,0.0,0.0,0.0,0.0,-9.41,-11.483,-3.651,-13.061,-0.96,0.0,0,0,0,0,0,1,0,0,1044073,169000.0,
김현준,0.63,109,0.85,-0.23,479,471,433,62,119,10,6,3,150,46,5,5,30,5,0,84,5,8,3,0.275,0.327,0.346,0.673,0.102,85.2,148673,2023,14867,105.0,102.0,880.0,-0.23,312.0,303.0,4.0,5.0,0.984,3.14,-1.52,0.62,-1.34,0.0,0.0,0.0,0.0,0.0,-2.25,-3.086,-0.0,-2.25,-0.23,0.0,0,0,0,0,0,0,1,0,1044073,11000.0,
김재성,0.45,57,0.32,0.13,125,123,99,7,19,3,0,1,25,7,0,1,19,5,1,31,4,2,0,0.192,0.35,0.253,0.603,0.1,82.3,113443,2023,11344,48.0,23.0,236.0,0.3,184.0,172.0,12.0,0.0,1.0,7.017,-0.5,0.0,0.57,0.0,1.13,0.0,0.16,0.0,1.32,3.96,1.617,2.937,0.135,0.0,0,0,0,0,0,0,0,1,1044073,7500.0,5500.0
류지혁,0.41,66,0.41,0.0,269,261,235,35,63,5,0,2,74,28,22,0,19,3,0,30,7,8,4,0.268,0.326,0.315,0.641,0.092,76.7,108943,2023,10894,81.0,61.0,520.0,-0.055,274.0,191.0,81.0,2.0,0.993,4.708,-0.66,0.0,1.14,-0.97,0.0,0.0,0.0,0.0,-0.02,-0.036,-0.519,-0.539,-0.002,0.0,0,1,0,0,0,0,0,0,1044073,15500.0,60000.0
오재일,0.3,106,-0.29,0.59,364,364,315,31,64,15,0,11,112,54,1,0,43,3,1,110,1,0,3,0.203,0.302,0.356,0.658,0.098,81.3,104003,2023,10400,88.0,80.0,700.0,-0.077,717.0,656.0,53.0,8.0,98.9,9.12,4.85,0.0,0.28,0.0,0.64,0.0,0.0,0.0,5.77,7.84,-6.52,-0.75,0.588,0.0,1,0,0,0,0,0,0,0,1044073,110000.0,15000.0
김영웅,0.09,55,-0.22,0.32,103,100,91,11,17,6,0,2,29,12,1,0,8,0,0,28,2,3,1,0.187,0.25,0.319,0.569,0.06,49.1,150353,2023,15035,56.0,21.0,260.0,0.323,80.0,19.0,55.0,6.0,0.925,2.562,2.98,0.0,0.1,0.36,0.0,0.0,0.0,0.0,3.09,7.946,0.072,3.162,0.315,0.0,0,0,1,0,0,0,0,0,1044073,3200.0,15000.0
이해승,0.03,9,-0.02,0.05,4,4,4,0,1,1,0,0,2,0,0,0,0,0,0,1,0,0,0,0.25,0.25,0.5,0.75,0.119,104.3,141213,2023,14121,9.0,1.0,19.0,0.049,9.0,4.0,5.0,0.0,1.0,4.263,0.55,0.0,0.04,-0.22,0.0,0.0,0.0,0.0,0.47,7.52,0.013,0.483,0.048,0.0,0,0,0,0,1,0,0,0,1044073,4200.0,4200.0
김재상,-0.02,17,-0.03,0.01,22,22,20,1,3,0,0,1,6,2,0,0,2,0,0,4,1,0,0,0.15,0.227,0.3,0.527,0.043,35.1,154993,2023,15499,8.0,3.0,32.0,0.013,18.0,9.0,8.0,1.0,0.944,4.781,0.01,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.09,1.62,0.035,0.125,0.009,0.0,0,1,0,0,0,0,0,0,1044073,3000.0,
김민수,-0.04,2,-0.02,-0.01,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.167,-133.4,112663,2023,11266,2.0,0.0,3.0,-0.012,3.0,3.0,0.0,0.0,100.0,9.0,0.0,0.0,0.01,0.0,0.0,-0.19,0.06,0.0,-0.14,-10.18,0.02,-0.12,-0.014,0.0,0,0,0,0,0,0,0,1,1044073,5200.0,4600.0
김도환,-0.07,9,-0.08,0.02,8,8,7,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.143,0.25,0.143,0.393,0.014,11.8,141153,2023,14115,8.0,3.0,31.0,0.034,25.0,24.0,1.0,0.0,100.0,7.26,-0.09,0.0,0.08,0.0,0.0,-0.1,0.38,0.0,0.16,2.58,0.17,0.33,0.016,0.0,0,0,0,0,0,0,0,1,1044073,5000.0,4700.0
윤정빈,-0.07,28,-0.03,-0.04,43,43,34,5,5,0,0,1,8,3,1,0,7,2,0,12,1,0,0,0.147,0.326,0.235,0.561,0.087,72.0,131613,2023,13161,28.0,11.0,103.0,-0.059,54.0,52.0,2.0,0.0,1.0,4.718,-0.59,-0.08,0.18,0.0,0.0,0.0,0.0,0.0,-0.43,-2.211,-0.147,-0.577,-0.044,0.0,0,0,0,1,0,0,0,0,1044073,3200.0,7400.0
강준서,-0.07,10,-0.06,-0.01,15,15,14,2,3,1,0,0,4,0,0,1,1,0,0,2,0,0,0,0.214,0.267,0.286,0.553,0.058,48.3,155013,2023,15501,9.0,4.0,39.0,-0.016,8.0,8.0,0.0,0.0,1.0,1.846,-0.28,0.09,0.06,0.0,0.0,0.0,0.0,0.0,-0.13,-2.08,-0.027,-0.157,-0.013,0.0,0,0,0,0,0,0,1,0,1044073,3000.0,
송준석,-0.07,7,-0.05,-0.02,8,8,8,0,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0.25,0.25,0.25,0.5,0.028,24.8,112003,2023,11200,4.0,2.0,9.0,-0.024,1.0,1.0,0.0,0.0,1.0,1.0,0.07,-0.3,0.02,0.0,0.0,0.0,0.0,0.0,-0.22,-7.92,-0.02,-0.24,-0.022,0.0,0,0,0,0,0,1,0,0,1044073,4500.0,
김헌곤,-0.2,6,-0.1,-0.1,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.167,-151.6,106403,2023,10640,5.0,0.0,5.0,-0.101,0.0,0.0,0.0,0.0,0.0,0.0,-1.19,0.19,0.01,0.0,0.0,0.0,0.0,0.0,-0.99,-28.512,-0.002,-0.992,-0.101,0.0,0,0,0,0,0,1,0,0,1044073,12000.0,10000.0
이태훈,-0.21,12,-0.06,-0.15,14,14,13,1,3,1,0,0,4,0,0,0,1,0,0,7,0,0,0,0.231,0.286,0.308,0.594,0.074,59.8,131603,2023,13160,7.0,3.0,22.2,-0.167,18.0,17.0,0.0,1.0,94.4,6.75,-1.02,0.0,-0.45,0.0,0.0,0.0,0.0,0.0,-1.48,-17.72,-0.16,-1.64,-0.151,0.0,1,0,0,0,0,0,0,0,1044073,3500.0,
김동엽,-0.22,69,0.02,-0.25,182,182,165,20,42,7,0,5,64,18,1,1,13,2,0,29,8,0,2,0.255,0.313,0.388,0.701,0.108,88.4,125483,2023,12548,8.0,6.0,44.0,-0.271,11.0,10.0,0.0,1.0,90.9,2.05,-1.48,-0.51,-0.42,0.0,0.0,0.0,0.0,0.0,-2.41,-5.02,-0.25,-2.66,-0.246,0.0,0,0,0,0,0,1,0,0,1044073,9000.0,5000.0
이성규,-0.23,109,-0.49,0.26,162,158,145,23,30,10,1,1,45,18,4,3,8,3,0,42,4,4,2,0.207,0.259,0.31,0.569,0.062,51.0,125623,2023,12562,96.0,36.0,406.0,0.233,169.0,160.0,6.0,3.0,0.982,3.68,2.2,0.61,-0.36,0.0,0.0,0.0,0.0,0.0,2.52,3.78,-0.236,2.284,0.257,0.0,0,0,0,1,0,0,0,0,1044073,4500.0,13000.0
이병헌,-0.3,23,-0.24,-0.06,33,32,28,3,4,0,0,0,4,2,0,0,3,0,0,11,0,1,1,0.143,0.219,0.143,0.362,-0.007,-5.9,141173,2023,14117,21.0,9.0,85.1,0.012,66.0,63.0,3.0,0.0,100.0,6.96,-0.09,0.0,0.22,0.0,0.0,0.56,-1.84,0.0,-0.61,-3.79,0.72,0.11,-0.062,0.0,0,0,0,0,0,0,0,1,1044073,3400.0,6500.0
조민성,-0.32,15,-0.35,0.03,29,29,29,1,6,2,0,0,8,5,0,1,0,0,0,6,1,0,0,0.207,0.207,0.276,0.483,0.019,15.9,150403,2023,15040,9.0,6.0,47.0,-0.003,51.0,48.0,3.0,0.0,1.0,9.766,0.23,-0.02,0.09,0.0,0.0,0.0,0.0,0.0,0.29,4.64,-0.321,-0.031,0.03,0.0,1,0,0,0,0,0,0,0,1044073,3300.0,3400.0
안주형,-0.34,53,0.03,-0.37,91,90,79,12,19,2,0,1,24,10,0,0,10,0,0,20,3,1,1,0.241,0.322,0.304,0.626,0.09,74.3,129883,2023,12988,35.0,16.0,155.0,-0.339,84.0,40.0,42.0,2.0,0.976,4.761,-4.76,0.0,0.41,0.7,0.0,0.0,0.0,0.0,-3.67,-15.099,0.349,-3.321,-0.374,0.0,0,1,0,0,0,0,0,0,1044073,3800.0,7000.0
강한울,-0.37,72,-0.66,0.29,240,234,212,30,46,7,2,0,57,10,1,3,20,0,1,54,4,6,2,0.217,0.282,0.269,0.551,0.059,48.9,112553,2023,11255,74.0,58.0,507.0,0.292,169.0,60.0,102.0,7.0,0.959,2.876,2.7,0.0,0.7,-0.39,0.0,0.0,0.0,0.0,2.82,5.488,0.043,2.863,0.288,0.0,0,0,1,0,0,0,0,0,1044073,15000.0,7000.0
공민규,-0.39,22,-0.22,-0.16,33,33,31,0,6,1,1,0,9,2,0,0,2,0,0,13,1,0,0,0.194,0.242,0.29,0.532,0.047,39.6,131643,2023,13164,19.0,7.0,75.0,-0.175,41.0,36.0,5.0,0.0,1.0,4.92,-1.01,0.0,0.16,0.0,0.0,0.0,0.0,0.0,-1.61,-12.202,-0.105,-1.715,-0.164,0.0,0,0,1,0,0,0,0,0,1044073,4000.0,4300.0
김상민,-0.39,8,-0.15,-0.24,13,13,12,3,1,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0.083,0.154,0.083,0.237,-0.056,-45.4,150423,2023,15042,8.0,3.0,31.0,-0.241,14.0,14.0,0.0,0.0,1.0,4.065,-2.72,0.33,0.06,0.0,0.0,0.0,0.0,0.0,-2.33,-41.94,-0.03,-2.36,-0.238,0.0,0,0,0,1,0,0,0,0,1044073,3200.0,
김호재,-0.44,75,-0.47,0.03,127,122,116,6,25,7,0,0,32,9,2,0,6,0,0,17,4,5,0,0.216,0.254,0.276,0.53,0.046,38.8,132403,2023,13240,76.0,35.0,333.0,0.026,174.0,107.0,65.0,2.0,0.989,4.649,-0.7,0.0,0.76,0.34,0.0,0.0,0.0,0.0,0.3,0.568,-0.049,0.251,0.031,0.0,0,0,1,0,0,0,0,0,1044073,5600.0,
김태훈,-0.46,11,-0.45,-0.01,22,21,21,0,2,1,0,0,3,1,0,1,0,0,0,9,1,1,0,0.095,0.095,0.143,0.238,-0.075,-61.6,113363,2023,11336,10.0,6.0,52.0,-0.017,26.0,23.0,3.0,0.0,1.0,4.5,0.6,0.03,0.09,0.0,0.0,0.0,0.0,0.0,-0.07,-1.008,-0.1,-0.17,-0.007,0.0,0,0,0,1,0,0,0,0,1044073,4300.0,4500.0
류승민,-0.5,24,-0.25,-0.25,57,55,52,5,11,3,0,0,14,5,0,0,2,1,0,19,0,2,0,0.212,0.255,0.269,0.524,0.046,37.7,155033,2023,15503,21.0,16.0,123.0,-0.294,23.0,22.0,0.0,1.0,0.957,1.61,-1.91,-0.27,-0.25,0.0,0.0,0.0,0.0,0.0,-2.43,-16.663,-0.456,-2.886,-0.248,0.0,0,0,0,1,0,0,0,0,1044073,3000.0,
최정,5.25,128,5.51,-0.26,552,547,471,94,140,31,0,29,258,87,7,3,59,15,6,87,12,1,6,0.297,0.388,0.548,0.936,0.189,157.6,101064,2023,10106,114.0,112.0,934.1,-0.256,258.0,70.0,175.0,13.0,95.0,2.36,-4.87,0.0,1.67,0.69,0.01,0.0,0.0,0.0,-2.51,-2.82,0.0,-2.51,-0.256,0.0,0,0,1,0,0,0,0,0,1084647,100000.0,170000.0
에레디아,3.82,122,3.61,0.21,523,519,473,76,153,29,0,12,218,76,12,8,39,9,4,75,13,1,1,0.323,0.385,0.461,0.846,0.163,135.9,155304,2023,15530,114.0,108.0,938.0,-0.168,238.0,222.0,11.0,5.0,0.979,2.236,3.61,-0.68,-0.86,0.0,0.0,0.0,0.0,0.0,2.07,2.615,-3.721,-1.651,0.211,0.0,0,0,0,0,0,1,0,0,1084647,117000.0,224000.0
박성한,3.54,128,3.17,0.37,529,521,459,53,122,19,0,9,168,47,4,1,58,1,1,56,7,7,4,0.266,0.347,0.366,0.713,0.12,99.7,129224,2023,12922,128.0,124.0,1090.1,1.447,605.0,218.0,368.0,19.0,96.9,4.84,5.62,0.0,-0.9,-1.1,0.0,0.0,0.0,0.0,3.62,4.08,10.56,14.18,0.37,0.0,0,0,0,0,1,0,0,0,1084647,27000.0,37000.0
하재훈,2.44,77,2.12,0.33,229,226,201,35,61,10,1,7,94,35,11,0,19,5,1,53,0,2,2,0.303,0.374,0.468,0.842,0.161,134.0,141474,2023,14147,70.0,48.0,468.0,0.221,114.0,107.0,5.0,2.0,0.982,2.154,3.35,0.01,-0.13,0.0,0.0,0.0,0.0,0.0,3.21,6.603,-1.046,2.164,0.328,0.0,0,0,0,0,0,1,0,0,1084647,5500.0,9000.0
추신수,1.72,112,1.94,-0.21,462,462,382,65,97,17,1,12,152,41,6,4,65,13,1,79,8,0,2,0.254,0.379,0.398,0.777,0.149,124.2,148884,2023,14888,25.0,24.0,187.1,-0.324,43.0,42.0,1.0,0.0,100.0,2.07,-2.66,0.21,0.36,0.0,0.0,0.0,0.0,0.0,-2.09,-2.69,-1.08,-3.17,-0.213,0.0,0,0,0,1,0,0,0,0,1084647,170000.0,
김민식,1.33,122,0.84,0.49,318,300,266,28,58,9,1,5,84,34,0,0,31,2,1,57,6,17,2,0.218,0.302,0.316,0.618,0.085,70.5,107074,2023,10707,121.0,87.0,786.2,1.249,664.0,601.0,62.0,1.0,99.8,7.59,0.99,0.0,1.54,0.0,0.11,1.9,0.39,0.0,4.81,5.67,7.44,12.25,0.49,0.0,0,0,0,0,0,0,0,1,1084647,15000.0,25000.0
최지훈,1.26,117,1.61,-0.36,503,495,462,65,124,19,8,2,165,30,21,2,29,3,0,50,3,8,1,0.268,0.315,0.357,0.672,0.101,83.4,145874,2023,14587,129.0,110.0,966.0,-0.361,257.0,249.0,5.0,3.0,0.988,2.366,-3.98,0.68,-0.2,0.0,0.0,0.0,0.0,0.0,-3.48,-3.885,-0.062,-3.542,-0.355,0.0,0,0,0,0,0,0,1,0,1084647,30000.0,30000.0
김성현,1.19,112,1.06,0.14,354,341,310,35,83,14,0,1,100,27,4,1,29,0,1,36,6,13,2,0.268,0.328,0.323,0.651,0.096,79.6,106364,2023,10636,121.0,84.0,790.0,0.276,419.0,176.0,229.0,14.0,0.967,4.614,1.97,0.0,-0.47,-0.26,0.0,0.0,0.0,0.0,1.33,1.583,1.375,2.705,0.136,0.0,0,1,0,0,0,0,0,0,1084647,15000.0,15000.0
최주환,0.97,134,1.53,-0.56,478,474,426,48,100,24,0,20,184,63,0,0,44,4,4,94,6,1,3,0.235,0.31,0.432,0.742,0.12,99.3,101824,2023,10182,125.0,103.0,833.0,-0.501,600.0,396.0,195.0,9.0,0.985,6.385,-5.96,0.0,-0.49,0.71,0.0,0.0,0.0,0.0,-5.54,-6.382,0.625,-4.915,-0.565,0.0,0,1,0,0,0,0,0,0,1084647,95000.0,30000.0
한유섬,0.82,109,1.44,-0.62,388,386,333,29,91,15,2,7,131,55,2,1,34,12,1,81,3,2,7,0.273,0.355,0.393,0.748,0.132,109.8,108154,2023,10815,90.0,77.0,662.0,-0.882,131.0,122.0,5.0,4.0,0.969,1.727,-5.28,-0.13,-0.71,0.0,0.0,0.0,0.0,0.0,-6.12,-9.792,-2.526,-8.646,-0.624,0.0,0,0,0,1,0,0,0,0,1084647,50000.0,90000.0
최준우,0.36,38,0.05,0.31,69,69,60,5,16,1,0,0,17,6,0,1,8,0,0,10,3,0,1,0.267,0.348,0.283,0.631,0.096,80.1,131284,2023,13128,24.0,13.0,100.0,0.356,61.0,26.0,35.0,0.0,1.0,5.49,2.69,0.0,0.27,0.01,0.0,0.0,0.0,0.0,3.08,18.48,0.412,3.492,0.314,0.0,0,1,0,0,0,0,0,0,1084647,4500.0,3200.0
