선수,Team,Sort▼,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,WAR▼,팀,pid,연봉(만원),연도,포지션구분,WAAwithPOS,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,pid_new
주현상,투수,-0.89,49,0,49,9,0,0,0,1,1,3,55.1,42,43,45.4,247,69,18,3,5,14,5,1,33,0,0,1,6.83,6.99,7.38,7.5,4.38,1.5,-0.89,한화 이글스,11415,5080,2022,투수,,,,,,,,,,,,,,,,,,,,,
켈리,투수,6.14,27,27,0,0,0,0,16,4,0,0,166.1,47,50,50.0,664,144,10,4,10,35,2,0,153,5,0,3,2.54,2.71,2.71,2.93,2.89,1.08,6.14,LG 트윈스,13934,90000,2022,투수,,,,,,,,,,,,,,,,,,,,,
플럿코,투수,5.94,28,28,0,0,0,0,15,5,0,0,162.0,43,53,50.6,644,125,18,2,13,38,2,2,149,10,0,5,2.39,2.94,2.81,2.95,3.19,1.01,5.94,LG 트윈스,15003,50000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김윤식,투수,3.23,23,23,0,0,0,0,8,5,0,0,114.1,42,46,43.6,483,125,22,1,5,27,1,2,81,8,0,4,3.31,3.62,3.43,3.64,3.29,1.33,3.23,LG 트윈스,14588,7000,2022,투수,,,,,,,,,,,,,,,,,,,,,
고우석,투수,3.08,61,0,61,57,0,0,4,2,42,0,60.2,10,12,13.85,240,37,7,1,6,21,1,4,80,4,0,5,1.48,1.78,2.05,2.14,2.69,0.96,3.08,LG 트윈스,12907,27000,2022,투수,,,,,,,,,,,,,,,,,,,,,
이우찬,투수,1.49,36,0,36,4,0,0,5,0,0,2,44.2,9,10,12.6,182,29,4,0,2,21,1,1,42,1,0,4,1.81,2.01,2.54,2.65,3.42,1.12,1.49,LG 트윈스,10749,5000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김진성,투수,1.49,67,0,67,12,0,0,6,3,0,12,58.0,20,21,21.7,236,44,6,1,6,22,1,3,54,0,0,2,3.1,3.26,3.37,3.54,3.76,1.14,1.49,LG 트윈스,11166,10000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김대유,투수,1.49,59,0,59,4,0,0,2,1,0,13,39.2,9,11,10.05,172,35,6,2,2,15,8,3,36,1,0,0,2.04,2.5,2.28,2.43,3.76,1.26,1.49,LG 트윈스,10706,12500,2022,투수,,,,,,,,,,,,,,,,,,,,,
진해수,투수,1.4,64,0,64,7,0,0,4,0,0,12,45.0,12,13,14.05,180,39,6,3,1,11,1,0,35,0,0,2,2.4,2.6,2.81,3.01,2.93,1.11,1.4,LG 트윈스,10075,30000,2022,투수,,,,,,,,,,,,,,,,,,,,,
정우영,투수,1.37,67,0,67,3,0,0,2,3,0,35,58.0,17,18,24.8,248,48,3,2,3,32,6,5,40,3,0,0,2.64,2.79,3.85,3.91,4.49,1.38,1.37,LG 트윈스,14136,28000,2022,투수,,,,,,,,,,,,,,,,,,,,,
임찬규,투수,1.16,23,23,0,0,0,0,6,11,0,0,103.2,58,60,55.7,459,113,13,3,10,39,7,0,75,5,0,3,5.04,5.21,4.84,5.22,4.5,1.47,1.16,LG 트윈스,10652,20000,2022,투수,,,,,,,,,,,,,,,,,,,,,
배재준,투수,1.0,17,5,12,7,0,0,0,1,0,0,31.1,8,11,9.45,129,22,4,2,0,15,4,0,23,2,0,0,2.3,3.16,2.71,2.92,3.83,1.18,1.0,LG 트윈스,12697,5000,2022,투수,,,,,,,,,,,,,,,,,,,,,
최성훈,투수,0.79,45,0,45,5,0,0,0,0,0,6,33.1,8,10,12.05,139,23,4,2,1,13,3,2,22,3,0,2,2.16,2.7,3.25,3.44,3.79,1.08,0.79,LG 트윈스,10851,10500,2022,투수,,,,,,,,,,,,,,,,,,,,,
이정용,투수,0.77,65,0,65,7,0,0,4,4,1,22,59.1,22,26,29.45,250,53,12,1,3,18,2,3,40,3,0,3,3.34,3.94,4.47,4.59,3.75,1.2,0.77,LG 트윈스,14134,14000,2022,투수,,,,,,,,,,,,,,,,,,,,,
이민호,투수,0.69,26,26,0,0,0,0,12,8,0,0,119.1,73,77,72.9,540,146,23,5,14,43,7,0,73,3,0,9,5.51,5.81,5.5,5.79,4.95,1.58,0.69,LG 트윈스,14589,9800,2022,투수,,,,,,,,,,,,,,,,,,,,,
최동환,투수,0.63,47,0,47,16,0,0,0,1,0,0,50.0,23,23,24.55,210,45,7,1,5,17,1,0,30,2,0,3,4.14,4.14,4.42,4.66,4.59,1.24,0.63,LG 트윈스,10535,6000,2022,투수,,,,,,,,,,,,,,,,,,,,,
송은범,투수,0.54,25,0,25,4,0,0,1,1,0,2,26.2,12,13,10.55,116,29,3,0,3,10,0,0,13,3,0,0,4.05,4.39,3.56,3.77,5.07,1.46,0.54,LG 트윈스,10137,15000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김영준,투수,0.51,2,2,0,0,0,0,0,0,0,0,9.2,2,2,2.0,43,8,2,0,1,4,3,0,7,1,0,1,1.86,1.86,1.86,1.73,5.45,1.24,0.51,LG 트윈스,13102,3500,2022,투수,,,,,,,,,,,,,,,,,,,,,
함덕주,투수,0.44,13,0,13,2,0,0,0,0,0,0,12.2,3,3,2.65,58,9,2,0,0,11,1,0,13,1,0,0,2.13,2.13,1.88,2.06,4.16,1.58,0.44,LG 트윈스,11094,12000,2022,투수,,,,,,,,,,,,,,,,,,,,,
채지선,투수,0.19,3,0,3,1,0,0,0,0,0,1,3.0,0,0,0.0,10,1,0,0,0,0,1,0,2,1,0,0,0.0,0.0,0.0,0.0,3.15,0.33,0.19,LG 트윈스,11387,4000,2022,투수,,,,,,,,,,,,,,,,,,,,,
이지강,투수,0.17,4,1,3,2,0,0,0,0,0,0,11.0,6,6,6.0,56,12,2,0,0,13,0,0,6,0,0,1,4.91,4.91,4.91,5.43,6.08,2.27,0.17,LG 트윈스,14143,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
조원태,투수,0.17,2,0,2,1,0,0,0,0,0,0,4.0,0,0,0.0,14,1,0,0,0,2,1,0,0,0,0,0,0.0,0.0,0.0,0.0,6.11,0.75,0.17,LG 트윈스,15078,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
강효종,투수,0.15,1,1,0,0,0,0,1,0,0,0,5.0,2,2,2.0,22,5,0,0,0,4,0,0,4,0,0,0,3.6,3.6,3.6,3.51,4.26,1.8,0.15,LG 트윈스,14780,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
손주영,투수,0.1,3,3,0,0,0,0,0,1,0,0,12.2,7,7,7.0,58,10,3,1,0,8,3,0,8,1,0,0,4.97,4.97,4.97,5.53,4.9,1.42,0.1,LG 트윈스,12908,3800,2022,투수,,,,,,,,,,,,,,,,,,,,,
오석주,투수,0.06,4,0,4,2,0,0,0,0,0,0,3.2,1,1,1.7,15,4,0,1,1,0,0,0,2,0,0,0,2.45,2.45,4.17,4.35,5.67,1.09,0.06,LG 트윈스,12860,3500,2022,투수,,,,,,,,,,,,,,,,,,,,,
김주완,투수,0.05,1,0,1,1,0,0,0,0,0,0,1.0,0,0,0.0,5,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6.88,2.0,0.05,LG 트윈스,15079,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
송승기,투수,0.01,7,0,7,2,0,0,0,1,0,0,8.1,5,5,5.0,40,9,2,0,1,6,0,0,10,0,0,1,5.4,5.4,5.4,5.79,4.44,1.8,0.01,LG 트윈스,14846,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
임준형,투수,-0.02,10,5,5,1,0,0,1,3,0,1,30.0,20,22,20.8,140,36,4,0,2,14,3,0,26,2,0,1,6.0,6.6,6.24,6.58,4.17,1.67,-0.02,LG 트윈스,14142,4000,2022,투수,,,,,,,,,,,,,,,,,,,,,
허준혁,투수,-0.16,6,0,6,3,0,0,0,0,0,0,4.2,5,6,6.0,27,11,1,1,3,2,0,0,4,1,0,0,9.64,11.57,11.57,12.69,10.62,2.79,-0.16,LG 트윈스,15083,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
백승현,투수,-0.59,12,0,12,3,0,0,0,1,0,1,10.0,12,13,11.95,52,15,2,1,2,9,0,2,3,0,0,0,10.8,11.7,10.76,11.54,7.89,2.4,-0.59,LG 트윈스,13009,5000,2022,투수,,,,,,,,,,,,,,,,,,,,,
반즈,투수,5.1,31,31,0,0,0,0,12,12,0,0,186.1,75,87,80.15,788,176,27,5,8,47,18,1,160,10,0,7,3.62,4.2,3.87,3.75,3.21,1.2,5.1,롯데 자이언츠,15011,46000,2022,투수,,,,,,,,,,,,,,,,,,,,,
박세웅,투수,3.31,28,28,0,0,0,0,10,11,0,0,157.1,68,80,77.45,679,179,32,4,8,32,8,1,146,12,0,8,3.89,4.58,4.43,4.31,2.84,1.34,3.31,롯데 자이언츠,11310,26000,2022,투수,,,,,,,,,,,,,,,,,,,,,
이인복,투수,3.02,26,23,3,0,0,0,9,9,0,1,126.2,59,63,60.25,547,153,22,1,6,30,4,0,71,6,0,4,4.19,4.48,4.28,4.06,3.78,1.44,3.02,롯데 자이언츠,11232,8500,2022,투수,,,,,,,,,,,,,,,,,,,,,
나균안,투수,2.49,39,13,26,1,0,0,3,8,0,2,117.2,52,55,56.55,506,125,36,3,5,37,3,1,123,2,0,6,3.98,4.21,4.33,4.16,2.73,1.38,2.49,롯데 자이언츠,12930,5800,2022,투수,,,,,,,,,,,,,,,,,,,,,
스트레일리,투수,2.15,11,11,0,0,0,0,4,2,0,0,62.1,16,24,22.45,260,54,8,0,5,22,6,0,55,4,0,2,2.31,3.47,3.24,3.18,3.93,1.22,2.15,롯데 자이언츠,14627,40000,2022,투수,,,,,,,,,,,,,,,,,,,,,
구승민,투수,1.8,73,0,73,9,0,0,2,4,0,26,62.0,20,20,23.95,263,46,8,1,3,35,1,4,77,0,0,7,2.9,2.9,3.48,3.43,2.91,1.31,1.8,롯데 자이언츠,11291,18100,2022,투수,,,,,,,,,,,,,,,,,,,,,
최준용,투수,1.12,68,0,68,30,0,0,3,4,14,6,71.0,32,35,36.85,303,63,13,0,10,20,6,3,80,5,0,4,4.06,4.44,4.67,4.44,3.69,1.17,1.12,롯데 자이언츠,14624,10700,2022,투수,,,,,,,,,,,,,,,,,,,,,
서준원,투수,1.11,33,4,29,6,0,0,3,3,0,2,60.0,32,32,30.05,265,65,10,1,3,23,5,0,45,4,0,2,4.8,4.8,4.51,4.26,3.95,1.47,1.11,롯데 자이언츠,14159,8400,2022,투수,,,,,,,,,,,,,,,,,,,,,
스파크맨,투수,0.92,19,19,0,0,0,0,2,4,0,0,84.2,50,55,51.5,386,97,14,1,6,43,4,1,89,8,0,5,5.31,5.85,5.47,5.28,3.68,1.65,0.92,롯데 자이언츠,15010,50000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김도규,투수,0.85,55,0,55,11,0,0,4,4,3,8,51.0,21,26,24.8,218,48,8,1,2,19,4,2,45,2,0,3,3.71,4.59,4.38,4.34,3.38,1.31,0.85,롯데 자이언츠,13148,5700,2022,투수,,,,,,,,,,,,,,,,,,,,,
김원중,투수,0.62,43,0,43,27,0,0,2,3,17,2,43.0,19,21,22.35,187,40,10,1,4,16,0,3,60,4,0,3,3.98,4.4,4.68,4.53,2.41,1.3,0.62,롯데 자이언츠,10825,28000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김진욱,투수,0.11,14,12,2,1,0,0,2,5,0,0,46.2,33,36,33.25,227,43,8,1,3,35,8,1,52,1,0,4,6.36,6.94,6.41,6.26,4.55,1.67,0.11,롯데 자이언츠,14792,5100,2022,투수,,,,,,,,,,,,,,,,,,,,,
김창훈,투수,0.02,1,0,1,0,0,0,0,0,0,0,1.2,1,1,1.0,8,3,1,0,0,0,0,0,2,0,0,0,5.4,5.4,5.4,5.02,0.78,1.8,0.02,롯데 자이언츠,14793,3100,2022,투수,,,,,,,,,,,,,,,,,,,,,
이대호,지명타자,0.01,1,0,1,0,0,0,0,0,0,1,0.1,0,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.78,0.0,0.01,롯데 자이언츠,10251,80000,2022,투수,,,,,,,,,,,,,,,,,,,,,
조무근,투수,0.01,2,0,2,2,0,0,0,0,0,0,2.0,1,1,1.5,9,2,1,0,0,1,0,0,1,0,0,0,4.5,4.5,6.75,6.28,4.08,1.5,0.01,롯데 자이언츠,11322,3300,2022,투수,,,,,,,,,,,,,,,,,,,,,
강윤구,투수,-0.01,29,0,29,6,0,0,0,0,0,0,21.1,13,17,15.3,97,25,6,1,0,6,1,0,27,2,0,0,5.48,7.17,6.45,6.24,1.64,1.45,-0.01,롯데 자이언츠,10423,7300,2022,투수,,,,,,,,,,,,,,,,,,,,,
정성종,투수,-0.03,5,0,5,4,0,0,0,0,0,0,4.1,2,4,4.0,21,4,1,0,0,4,0,0,5,1,0,0,4.15,8.31,8.31,7.73,3.76,1.85,-0.03,롯데 자이언츠,13147,4100,2022,투수,,,,,,,,,,,,,,,,,,,,,
김대우,투수,-0.12,10,0,10,3,0,0,0,0,0,1,10.0,5,5,8.3,43,6,2,1,0,8,0,0,8,0,0,4,4.5,4.5,7.47,7.2,4.26,1.4,-0.12,롯데 자이언츠,10271,6500,2022,투수,,,,,,,,,,,,,,,,,,,,,
나원탁,투수,-0.13,7,0,7,6,0,0,0,0,0,0,6.0,6,7,7.0,34,9,1,0,1,5,2,0,8,0,0,0,9.0,10.5,10.5,10.58,6.05,2.33,-0.13,롯데 자이언츠,12935,3100,2022,투수,,,,,,,,,,,,,,,,,,,,,
진명호,투수,-0.14,16,0,16,4,0,0,0,0,0,0,16.1,11,12,12.9,80,23,4,0,1,9,2,0,11,1,0,1,6.06,6.61,7.11,7.1,4.92,1.96,-0.14,롯데 자이언츠,10301,6500,2022,투수,,,,,,,,,,,,,,,,,,,,,
이강준,투수,-0.15,13,0,13,4,0,0,0,0,0,1,9.2,11,11,9.25,57,9,0,0,1,20,0,0,6,0,0,1,10.24,10.24,8.61,8.01,9.88,3.0,-0.15,롯데 자이언츠,14601,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
문경찬,투수,-0.17,38,0,38,18,0,0,1,2,0,1,40.1,26,27,33.05,184,51,11,0,7,13,1,1,31,1,1,2,5.8,6.02,7.37,6.9,4.63,1.59,-0.17,롯데 자이언츠,11299,9000,2022,투수,,,,,,,,,,,,,,,,,,,,,
진승현,투수,-0.2,10,0,10,3,0,0,0,0,0,0,9.0,9,9,9.2,48,12,2,0,2,7,1,0,11,1,0,1,9.0,9.0,9.2,8.6,6.13,2.11,-0.2,롯데 자이언츠,15047,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
최영환,투수,-0.2,1,1,0,0,0,0,0,1,0,0,2.2,6,6,5.5,18,8,2,0,0,1,1,0,1,0,0,0,20.25,20.25,18.56,17.27,5.17,3.38,-0.2,롯데 자이언츠,11276,4700,2022,투수,,,,,,,,,,,,,,,,,,,,,
이승헌,투수,-0.21,1,1,0,0,0,0,0,1,0,0,0.2,4,4,4.0,8,3,2,0,0,3,0,0,1,0,0,1,54.0,54.0,54.0,50.24,13.98,9.0,-0.21,롯데 자이언츠,13146,5300,2022,투수,,,,,,,,,,,,,,,,,,,,,
김민기,투수,-0.24,1,0,1,0,0,0,0,0,0,0,0.2,5,5,5.35,8,6,2,0,1,1,0,0,0,0,0,0,67.5,67.5,72.23,67.2,26.28,10.5,-0.24,롯데 자이언츠,14635,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
최건,투수,-0.3,5,0,5,1,0,0,0,0,0,0,2.1,6,8,6.45,20,7,3,0,0,6,0,0,3,0,0,0,23.14,30.86,24.88,23.65,8.54,5.57,-0.3,롯데 자이언츠,13169,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
이민석,투수,-0.34,27,1,26,1,0,0,1,1,0,5,33.2,22,27,27.3,167,43,8,0,4,19,2,1,37,4,0,3,5.88,7.22,7.3,7.0,4.29,1.84,-0.34,롯데 자이언츠,15045,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김유영,투수,-0.95,68,0,68,7,0,0,6,2,0,13,51.0,32,34,42.3,254,73,15,1,4,30,3,2,44,1,0,4,5.65,6.0,7.46,7.11,4.44,2.02,-0.95,롯데 자이언츠,11229,4800,2022,투수,,,,,,,,,,,,,,,,,,,,,
놀린,투수,4.61,21,21,0,0,0,0,8,8,0,0,124.0,34,41,40.0,512,115,19,2,7,24,8,1,108,9,1,4,2.47,2.98,2.9,2.96,3.05,1.12,4.61,KIA 타이거즈,14998,35000,2022,투수,,,,,,,,,,,,,,,,,,,,,
양현종,투수,3.46,30,30,0,0,0,0,12,7,0,0,175.1,75,86,85.15,743,170,33,3,14,50,3,1,141,11,0,3,3.85,4.41,4.37,4.44,3.66,1.25,3.46,KIA 타이거즈,10058,100000,2022,투수,,,,,,,,,,,,,,,,,,,,,
임기영,투수,2.85,26,23,3,1,0,0,4,13,1,0,129.1,61,63,60.55,555,137,25,1,18,36,5,1,82,0,0,2,4.24,4.38,4.21,4.26,4.81,1.34,2.85,KIA 타이거즈,10909,14000,2022,투수,,,,,,,,,,,,,,,,,,,,,
파노니,투수,2.75,14,14,0,0,0,0,3,4,0,0,82.2,25,33,29.4,348,78,6,1,5,24,2,0,73,7,0,5,2.72,3.59,3.2,3.28,3.27,1.23,2.75,KIA 타이거즈,15147,30000,2022,투수,,,,,,,,,,,,,,,,,,,,,
이의리,투수,2.66,29,28,1,0,0,0,10,10,0,0,154.0,66,79,78.8,671,128,26,4,18,74,9,0,161,10,0,7,3.86,4.62,4.61,4.68,4.23,1.31,2.66,KIA 타이거즈,14788,9000,2022,투수,,,,,,,,,,,,,,,,,,,,,
정해영,투수,1.71,55,0,55,47,0,0,3,7,32,0,56.0,21,21,22.05,238,54,12,1,3,18,0,1,43,4,0,0,3.38,3.38,3.54,3.62,3.44,1.29,1.71,KIA 타이거즈,14608,17000,2022,투수,,,,,,,,,,,,,,,,,,,,,
이준영,투수,1.41,75,0,75,8,0,0,1,1,1,17,46.1,15,17,16.2,202,41,8,0,3,26,0,3,42,5,0,0,2.91,3.3,3.15,3.19,3.89,1.45,1.41,KIA 타이거즈,11303,6700,2022,투수,,,,,,,,,,,,,,,,,,,,,
전상현,투수,1.23,50,0,50,6,0,0,5,5,2,16,46.1,17,20,18.65,195,42,10,0,2,16,0,2,53,3,0,2,3.3,3.88,3.62,3.65,2.37,1.25,1.23,KIA 타이거즈,12537,11000,2022,투수,,,,,,,,,,,,,,,,,,,,,
장현식,투수,1.09,54,0,54,5,0,0,2,3,1,19,52.0,18,20,23.3,233,54,11,2,4,26,1,3,40,3,0,4,3.12,3.46,4.03,4.07,4.21,1.54,1.09,KIA 타이거즈,11164,20000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김기훈,투수,0.53,5,0,5,0,0,0,0,0,0,0,8.2,1,1,1.0,36,4,0,0,0,7,0,0,9,0,0,0,1.04,1.04,1.04,1.01,3.69,1.27,0.53,KIA 타이거즈,14176,4000,2022,투수,,,,,,,,,,,,,,,,,,,,,
고영창,투수,0.36,27,0,27,10,0,0,0,1,0,0,24.0,5,5,11.65,104,24,3,0,2,10,3,0,9,0,0,0,1.88,1.88,4.37,4.47,5.52,1.42,0.36,KIA 타이거즈,11068,4200,2022,투수,,,,,,,,,,,,,,,,,,,,,
윤중현,투수,0.31,47,0,47,4,0,0,3,1,0,5,53.2,30,32,30.65,240,63,8,0,4,14,5,0,27,5,0,1,5.03,5.37,5.14,5.28,4.51,1.43,0.31,KIA 타이거즈,13122,6500,2022,투수,,,,,,,,,,,,,,,,,,,,,
한승혁,투수,0.25,24,16,8,2,0,0,4,3,0,0,80.1,47,52,52.55,376,100,13,3,4,40,6,0,69,5,0,6,5.27,5.83,5.89,5.97,4.0,1.74,0.25,KIA 타이거즈,10812,5300,2022,투수,,,,,,,,,,,,,,,,,,,,,
장지수,투수,0.13,1,0,1,0,0,0,0,0,0,0,2.0,0,0,0.0,9,2,0,0,0,1,0,0,1,0,0,1,0.0,0.0,0.0,0.0,4.08,1.5,0.13,KIA 타이거즈,14178,3200,2022,투수,,,,,,,,,,,,,,,,,,,,,
이승재,투수,0.07,1,0,1,0,0,0,0,0,0,0,1.0,0,0,0.0,4,0,0,0,0,0,1,0,1,0,0,0,0.0,0.0,0.0,0.0,4.38,0.0,0.07,KIA 타이거즈,14787,3600,2022,투수,,,,,,,,,,,,,,,,,,,,,
김현수,투수,0.03,1,0,1,1,0,0,0,0,0,0,2.0,1,1,1.0,9,3,1,0,0,1,0,0,1,0,0,0,4.5,4.5,4.5,4.19,4.08,2.0,0.03,KIA 타이거즈,14162,4000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김도현,투수,0.02,4,2,2,1,0,0,0,1,0,0,10.2,7,7,6.5,48,14,1,0,2,5,0,0,11,0,0,0,5.91,5.91,5.48,5.08,4.89,1.78,0.02,KIA 타이거즈,14128,3500,2022,투수,,,,,,,,,,,,,,,,,,,,,
홍상삼,투수,0.01,24,0,24,6,0,0,2,1,0,1,21.2,14,16,14.65,100,19,7,0,3,15,1,0,19,2,0,1,5.82,6.65,6.09,6.17,5.53,1.57,0.01,KIA 타이거즈,10230,10000,2022,투수,,,,,,,,,,,,,,,,,,,,,
장재혁,투수,0.01,3,0,3,2,0,0,0,0,0,0,3.0,2,2,2.0,15,3,0,0,0,3,0,0,4,0,0,2,6.0,6.0,6.0,6.16,3.55,2.0,0.01,KIA 타이거즈,14657,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
로니,투수,-0.04,10,9,1,0,0,0,3,3,0,0,44.1,29,36,32.4,208,47,7,1,7,28,3,0,32,4,1,2,5.89,7.31,6.58,6.7,6.03,1.69,-0.04,KIA 타이거즈,14997,30000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김유신,투수,-0.07,10,0,10,1,0,0,1,0,0,0,14.2,10,11,10.55,70,9,4,0,3,16,0,0,9,1,0,0,6.14,6.75,6.47,6.47,8.07,1.7,-0.07,KIA 타이거즈,13114,3700,2022,투수,,,,,,,,,,,,,,,,,,,,,
이민우,투수,-0.23,1,1,0,0,0,0,0,1,0,0,4.0,7,7,7.0,24,10,1,0,0,3,2,0,1,0,0,0,15.75,15.75,15.75,14.68,7.03,3.25,-0.23,KIA 타이거즈,13003,4800,2022,투수,,,,,,,,,,,,,,,,,,,,,
송후섭,투수,-0.24,1,0,1,0,0,0,0,0,0,0,0.1,6,6,5.3,7,4,1,0,0,1,1,0,0,0,0,0,99.99,99.99,143.1,133.35,22.38,15.0,-0.24,KIA 타이거즈,12867,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
박준표,투수,-0.26,34,0,34,6,0,0,1,0,0,8,23.1,14,15,16.55,112,27,4,0,4,10,8,3,11,1,0,0,5.4,5.79,6.38,6.62,6.64,1.59,-0.26,KIA 타이거즈,11070,12500,2022,투수,,,,,,,,,,,,,,,,,,,,,
최지민,투수,-0.28,6,0,6,3,0,0,0,0,0,0,6.0,9,9,8.65,36,12,2,0,1,5,1,0,7,0,0,1,13.5,13.5,12.98,13.32,5.95,2.83,-0.28,KIA 타이거즈,15057,3000,2022,투수,,,,,,,,,,,,,,,,,,,,,
김현준,투수,-0.3,12,0,12,7,0,0,0,1,0,0,14.2,9,14,15.0,72,19,7,0,0,5,2,2,9,3,0,0,5.52,8.59,9.2,9.5,3.31,1.64,-0.3,KIA 타이거즈,12533,3400,2022,투수,,,,,,,,,,,,,,,,,,,,,
김재열,투수,-0.32,47,0,47,15,0,0,1,2,1,5,43.0,29,33,32.15,193,45,10,2,5,22,1,2,36,3,0,3,6.07,6.91,6.73,6.82,4.66,1.56,-0.32,KIA 타이거즈,14747,3900,2022,투수,,,,,,,,,,,,,,,,,,,,,
남하준,투수,-0.41,11,0,11,6,0,0,1,1,0,1,10.1,10,11,12.0,55,18,4,0,4,6,1,0,6,0,0,1,8.71,9.58,10.45,10.56,9.04,2.32,-0.41,KIA 타이거즈,12535,3300,2022,투수,,,,,,,,,,,,,,,,,,,,,
김정빈,투수,-0.43,31,0,31,7,0,0,3,0,0,2,27.0,21,21,22.4,128,23,5,2,2,24,4,0,23,0,0,3,7.0,7.0,7.47,7.61,5.75,1.74,-0.43,KIA 타이거즈,11364,3200,2022,투수,,,,,,,,,,,,,,,,,,,,,
유승철,투수,-0.94,21,0,21,6,0,0,3,0,0,0,19.0,16,20,22.9,93,21,5,0,5,16,0,1,14,1,0,8,7.58,9.47,10.85,10.44,7.52,1.95,-0.94,KIA 타이거즈,12914,4000,2022,투수,,,,,,,,,,,,,,,,,,,,,
고영표,투수,6.13,28,28,0,1,1,1,13,8,0,0,182.1,66,69,67.45,758,191,31,3,7,23,16,1,156,7,0,1,3.26,3.41,3.33,3.21,2.75,1.17,6.13,KT 위즈,11308,30000,2022,투수,,,,,,,,,,,,,,,,,,,,,
소형준,투수,5.39,27,27,0,0,0,0,13,6,0,0,171.1,58,68,66.6,703,158,16,6,8,39,5,1,117,11,0,6,3.05,3.57,3.5,3.39,3.41,1.15,5.39,KT 위즈,14600,20000,2022,투수,,,,,,,,,,,,,,,,,,,,,
엄상백,투수,4.73,33,22,11,0,0,0,11,2,0,0,140.1,46,52,51.15,581,125,24,2,14,46,4,0,139,4,0,1,2.95,3.33,3.28,3.12,3.6,1.22,4.73,KT 위즈,11318,8000,2022,투수,,,,,,,,,,,,,,,,,,,,,
