선수,연봉(만원),WAR,WAR당 연봉,팀,pid
문성주,18000,2.26,7972,LG 트윈스,13112
손주영,17200,1.59,10815,LG 트윈스,12908
구본혁,13500,2.41,5605,LG 트윈스,14140
최채흥,13000,-0.18,-70348,LG 트윈스,13156
김유영,10500,-0.11,-93816,LG 트윈스,11229
이우찬,10000,0.38,26465,LG 트윈스,10749
김강률,10000,0.32,31099,LG 트윈스,10690
이지강,8300,-0.12,-69809,LG 트윈스,14143
심창민,8000,-,-,LG 트윈스,10720
김준태,7500,-,-,LG 트윈스,10835
김대현,7500,-,-,LG 트윈스,12532
천성호,7100,1.19,5948,LG 트윈스,14606
백승현,7000,0.33,20986,LG 트윈스,13009
이영빈,6000,-0.01,-476395,LG 트윈스,14783
박명근,6000,0.16,36428,LG 트윈스,15486
김민수,6000,-0.04,-170731,LG 트윈스,12931
안익훈,5200,-,-,LG 트윈스,11347
김범석,4700,-,-,LG 트윈스,15484
배재준,4500,0.02,264111,LG 트윈스,12697
최승민,4300,-0.02,-213979,LG 트윈스,14187
김영준,4200,-,-,LG 트윈스,13102
이종준,4200,-,-,LG 트윈스,14651
최원영,4000,0.60,6656,LG 트윈스,15084
우강훈,3600,-0.01,-342176,LG 트윈스,14816
김진수,3600,-,-,LG 트윈스,14781
송승기,3600,2.80,1286,LG 트윈스,14846
정지헌,3500,-,-,LG 트윈스,16017
송찬의,3500,0.43,8135,LG 트윈스,13109
김주성,3500,0.11,33306,LG 트윈스,12545
성동현,3400,-0.21,-16581,LG 트윈스,13103
진우영,3400,-,-,LG 트윈스,16015
허준혁,3300,-,-,LG 트윈스,15083
이주헌,3300,0.72,4592,LG 트윈스,15081
김성진,3300,-,-,LG 트윈스,14141
김현종,3200,-,-,LG 트윈스,16013
함창건,3200,0.19,16931,LG 트윈스,14680
손용준,3100,-0.22,-14023,LG 트윈스,16014
문정빈,3100,0.14,22267,LG 트윈스,15086
김수인,3100,-,-,LG 트윈스,14675
김성우,3100,0.01,364849,LG 트윈스,15085
김의준,3100,-,-,LG 트윈스,13108
안시후,3000,-,-,LG 트윈스,16283
우정안,3000,-,-,LG 트윈스,16282
김종운,3000,-0.04,-76979,LG 트윈스,16281
박시원,3000,0.04,76411,LG 트윈스,16280
박건우,3000,-,-,LG 트윈스,16389
박관우,3000,-0.01,-281397,LG 트윈스,16279
서영준,3000,-,-,LG 트윈스,16278
이태훈,3000,-,-,LG 트윈스,16277
이한림,3000,-,-,LG 트윈스,16276
추세현,3000,-,-,LG 트윈스,16275
김영우,3000,0.37,8063,LG 트윈스,16274
고영웅,3000,-,-,LG 트윈스,16284
성준서,3000,-,-,LG 트윈스,16285
박민호,3000,-,-,LG 트윈스,14845
조건희,3000,-,-,LG 트윈스,14782
백선기,3000,-,-,LG 트윈스,13174
전경원,3000,-,-,LG 트윈스,13129
김주온,3000,-0.02,-142368,LG 트윈스,13057
허용주,3000,-,-,LG 트윈스,15491
심규빈,3000,-,-,LG 트윈스,16022
김도윤,3000,-,-,LG 트윈스,16021
코엔 윈,1600,-0.13,-12502,LG 트윈스,15265
김웅,-,-,-,LG 트윈스,16388
박세웅,135000,1.51,89584,롯데 자이언츠,11310
반즈,133000,0.29,462866,롯데 자이언츠,15011
레이예스,112000,3.26,34365,롯데 자이언츠,16106
김원중,110000,1.86,59103,롯데 자이언츠,10825
유강남,110000,1.78,61710,롯데 자이언츠,10753
한현희,100000,0.09,1127913,롯데 자이언츠,10863
데이비슨,70000,3.46,20222,롯데 자이언츠,16273
노진혁,70000,-,-,롯데 자이언츠,11165
전준우,40000,1.22,32687,롯데 자이언츠,10266
감보아,35000,2.11,16610,롯데 자이언츠,16391
구승민,30000,-0.15,-205634,롯데 자이언츠,11291
김상수,24000,-0.48,-50124,롯데 자이언츠,10427
윤동희,20000,2.32,8627,롯데 자이언츠,15048
정훈,20000,0.25,80977,롯데 자이언츠,10253
김민성,20000,-0.29,-68250,롯데 자이언츠,10238
고승민,18500,2.28,8114,롯데 자이언츠,14160
박승욱,17000,-0.17,-100979,롯데 자이언츠,10804
황성빈,15500,0.44,35095,롯데 자이언츠,14642
손호영,12500,0.09,143332,롯데 자이언츠,14590
나승엽,12000,0.05,237709,롯데 자이언츠,14797
나균안,12000,1.62,7411,롯데 자이언츠,12930
정철원,12000,0.83,14456,롯데 자이언츠,13071
최준용,11000,0.29,38257,롯데 자이언츠,14624
김진욱,10000,-0.58,-17198,롯데 자이언츠,14792
정보근,7700,0.13,59778,롯데 자이언츠,13154
전민재,7500,0.55,13657,롯데 자이언츠,13073
진해수,7000,-,-,롯데 자이언츠,10075
손성빈,6800,0.01,714076,롯데 자이언츠,14796
박진,6000,-0.37,-16028,롯데 자이언츠,14163
박진형,5600,-0.06,-89812,롯데 자이언츠,11425
심재민,5400,0.05,113467,롯데 자이언츠,11311
최항,5000,-0.03,-184891,롯데 자이언츠,10810
박시영,5000,-0.26,-19235,롯데 자이언츠,10737
신윤후,4800,-,-,롯데 자이언츠,14169
장두성,4600,1.53,3006,롯데 자이언츠,13155
진승현,4000,-,-,롯데 자이언츠,15047
이민석,4000,1.40,2862,롯데 자이언츠,15045
김도규,4000,-,-,롯데 자이언츠,13148
조세진,4000,-0.15,-26546,롯데 자이언츠,15046
김강현,4000,0.81,4925,롯데 자이언츠,12699
정현수,4000,0.58,6878,롯데 자이언츠,16090
한태양,3800,0.80,4734,롯데 자이언츠,15051
박세진,3700,-,-,롯데 자이언츠,12572
서동욱,3500,-,-,롯데 자이언츠,15624
김동혁,3300,1.21,2733,롯데 자이언츠,15645
현도훈,3300,-,-,롯데 자이언츠,13271
정우준,3200,0.06,52623,롯데 자이언츠,14795
송재영,3200,0.05,58439,롯데 자이언츠,14794
이주찬,3200,-,-,롯데 자이언츠,14819
이호준,3100,0.18,17000,롯데 자이언츠,16091
백두산,3100,-,-,롯데 자이언츠,16101
강성우,3100,-0.04,-73810,롯데 자이언츠,16093
윤성빈,3100,-0.19,-16204,롯데 자이언츠,12928
박준우,3100,-0.23,-13513,롯데 자이언츠,16092
강승구,3100,-,-,롯데 자이언츠,16102
이인한,3100,0.01,465161,롯데 자이언츠,14690
신병률,3100,-,-,롯데 자이언츠,13173
홍민기,3100,1.16,2674,롯데 자이언츠,14625
김태현,3000,-,-,롯데 자이언츠,16263
김태균,3000,-,-,롯데 자이언츠,16271
한승현,3000,0.01,321175,롯데 자이언츠,16270
최민규,3000,-,-,롯데 자이언츠,16269
이영재,3000,-0.01,-256990,롯데 자이언츠,16268
김동현,3000,-,-,롯데 자이언츠,16267
박재엽,3000,0.21,14523,롯데 자이언츠,16266
김현우,3000,-,-,롯데 자이언츠,16265
박세현,3000,-0.16,-19274,롯데 자이언츠,16264
조영우,3000,-,-,롯데 자이언츠,16272
박찬형,3000,-0.09,-34679,롯데 자이언츠,16395
이태경,3000,-0.01,-211953,롯데 자이언츠,16377
이병준,3000,-,-,롯데 자이언츠,14817
엄장윤,3000,-,-,롯데 자이언츠,15052
김동규,3000,-,-,롯데 자이언츠,14165
김대현,3000,-,-,롯데 자이언츠,16104
배세종,3000,-,-,롯데 자이언츠,16100
박준기,-,-,-,롯데 자이언츠,16379
오창현,-,-,-,롯데 자이언츠,16383
박지훈,-,-,-,롯데 자이언츠,16382
유태웅,-,-,-,롯데 자이언츠,16376
박건우,-,-,-,롯데 자이언츠,16378
이상화,-,-,-,롯데 자이언츠,16380
정선우,-,-,-,롯데 자이언츠,16381
네일,168000,4.86,34546,KIA 타이거즈,16088
위즈덤,112000,3.59,31218,KIA 타이거즈,16262
최형우,100000,3.86,25915,KIA 타이거즈,10344
올러,84000,3.09,27166,KIA 타이거즈,16261
나성범,80000,-0.23,-352822,KIA 타이거즈,11162
김태군,70000,1.27,54987,KIA 타이거즈,10459
김선빈,60000,0.89,67790,KIA 타이거즈,10008
김도영,50000,1.70,29397,KIA 타이거즈,15056
양현종,50000,0.75,66395,KIA 타이거즈,10058
박찬호,45000,3.27,13781,KIA 타이거즈,11261
최원준,40000,-0.94,-42739,KIA 타이거즈,12534
조상우,40000,0.68,58892,KIA 타이거즈,11126
정해영,36000,0.17,213937,KIA 타이거즈,14608
임기영,30000,-0.22,-138590,KIA 타이거즈,10909
전상현,30000,0.91,33036,KIA 타이거즈,12537
이의리,17000,0.07,249408,KIA 타이거즈,14788
이우성,17000,-0.48,-35249,KIA 타이거즈,11099
이준영,17000,-0.06,-295854,KIA 타이거즈,11303
고종욱,15000,0.88,17112,KIA 타이거즈,10659
한준수,14000,0.80,17474,KIA 타이거즈,13113
이창진,14000,-0.07,-186976,KIA 타이거즈,11233
서건창,12000,0.00,4244047,KIA 타이거즈,10855
김대유,12000,-0.08,-143534,KIA 타이거즈,10706
윤영철,12000,0.31,38969,KIA 타이거즈,15432
곽도규,12000,-0.13,-90111,KIA 타이거즈,15435
최지민,12000,0.36,32996,KIA 타이거즈,15057
황동하,10000,-0.07,-151808,KIA 타이거즈,15063
김도현,9000,2.23,4031,KIA 타이거즈,14128
변우혁,8500,0.10,84841,KIA 타이거즈,14124
김호령,8000,1.04,7713,KIA 타이거즈,11298
박준표,7500,-,-,KIA 타이거즈,11070
황대인,7000,0.06,122598,KIA 타이거즈,11306
김규성,6500,0.99,6557,KIA 타이거즈,12540
한승택,6500,0.12,52126,KIA 타이거즈,11119
홍종표,6500,0.31,21309,KIA 타이거즈,14612
이형범,6500,-0.30,-21579,KIA 타이거즈,11159
박정우,6500,0.51,12672,KIA 타이거즈,12869
윤중현,6000,0.05,129886,KIA 타이거즈,13122
김기훈,5500,0.03,170723,KIA 타이거즈,14176
김승현,4600,-,-,KIA 타이거즈,12637
김현수,4500,0.11,40826,KIA 타이거즈,14162
김건국,4500,-0.19,-23985,KIA 타이거즈,12944
최정용,4500,-0.03,-160746,KIA 타이거즈,11407
주효상,4400,-,-,KIA 타이거즈,12567
김사윤,4000,-,-,KIA 타이거즈,11364
김석환,4000,0.09,43648,KIA 타이거즈,12917
예진원,4000,-,-,KIA 타이거즈,13093
유승철,3800,0.02,204429,KIA 타이거즈,12914
박민,3800,0.20,19397,KIA 타이거즈,14611
장민기,3500,-,-,KIA 타이거즈,14789
오선우,3400,1.02,3346,KIA 타이거즈,14181
유지성,3200,-,-,KIA 타이거즈,14607
윤도현,3200,0.34,9469,KIA 타이거즈,15058
김민재,3100,0.08,36756,KIA 타이거즈,16083
김민주,3100,-0.07,-43415,KIA 타이거즈,16082
김두현,3100,-,-,KIA 타이거즈,16086
박건우,3100,-,-,KIA 타이거즈,14786
정해원,3100,0.19,16586,KIA 타이거즈,15433
장재혁,3100,-0.02,-171830,KIA 타이거즈,14657
박헌,3000,-,-,KIA 타이거즈,16260
이성원,3000,-,-,KIA 타이거즈,16259
엄준현,3000,-,-,KIA 타이거즈,16258
김정엽,3000,-,-,KIA 타이거즈,16254
박재현,3000,-0.70,-4310,KIA 타이거즈,16252
이호민,3000,0.15,20619,KIA 타이거즈,16251
김태형,3000,0.09,31955,KIA 타이거즈,16250
임다온,3000,-,-,KIA 타이거즈,16257
나연우,3000,-,-,KIA 타이거즈,16256
최건희,3000,-,-,KIA 타이거즈,16255
양수호,3000,-,-,KIA 타이거즈,16253
이영재,3000,-,-,KIA 타이거즈,14826
장시현,3000,-,-,KIA 타이거즈,14824
이준범,3000,-,-,KIA 타이거즈,14823
신명승,3000,-,-,KIA 타이거즈,15065
홍원빈,3000,-0.05,-66412,KIA 타이거즈,14177
강이준,3000,-,-,KIA 타이거즈,12866
오정환,3000,-,-,KIA 타이거즈,13117
조대현,3000,-,-,KIA 타이거즈,16077
성영탁,3000,0.96,3130,KIA 타이거즈,16085
강민제,3000,-,-,KIA 타이거즈,16084
강동훈,3000,-,-,KIA 타이거즈,16080
이상준,3000,-,-,KIA 타이거즈,16078
김재현,3000,-,-,KIA 타이거즈,15440
박상준,3000,-,-,KIA 타이거즈,15125
이도현,3000,-0.10,-28644,KIA 타이거즈,15437
로하스,210000,1.48,141707,KT 위즈,12995
고영표,200000,3.08,64884,KT 위즈,11308
쿠에바스,140000,0.42,329505,KT 위즈,13942
헤이수스,112000,1.95,57568,KT 위즈,16138
강백호,70000,0.36,196578,KT 위즈,13168
황재균,50000,1.05,47432,KT 위즈,10407
장성우,50000,1.94,25726,KT 위즈,10235
패트릭,38400,0.27,141753,KT 위즈,16401
배정대,34000,0.63,53961,KT 위즈,11212
김상수,30000,1.32,22658,KT 위즈,10320
김민혁,30000,0.28,105994,KT 위즈,11339
허경민,30000,0.73,41374,KT 위즈,10184
배제성,25000,0.56,44454,KT 위즈,11394
박영현,24000,0.14,175773,KT 위즈,15089
소형준,22000,3.54,6223,KT 위즈,14600
김민수,21000,0.28,74741,KT 위즈,11317
주권,20000,0.17,114781,KT 위즈,11323
우규민,20000,0.68,29223,KT 위즈,10523
문상철,17000,0.40,42459,KT 위즈,11333
오윤석,16000,0.58,27597,KT 위즈,11397
오재일,15000,-,-,KT 위즈,10400
오원석,14000,3.39,4129,KT 위즈,14581
장진혁,11500,0.04,296361,KT 위즈,12583
최동환,11000,-0.22,-49433,KT 위즈,10535
손동현,10000,1.51,6626,KT 위즈,14108
이호연,7000,0.22,32493,KT 위즈,13151
이정훈,6500,0.70,9311,KT 위즈,12916
송민섭,6000,0.03,239900,KT 위즈,11342
이상동,5900,0.53,11041,KT 위즈,14109
문용익,5800,0.07,78480,KT 위즈,12885
조이현,5700,0.18,32166,KT 위즈,11284
임준형,5500,-0.06,-92223,KT 위즈,14142
장준원,5100,-0.41,-12516,KT 위즈,11214
강현우,5000,0.14,34995,KT 위즈,14603
이채호,5000,-0.04,-129878,KT 위즈,13130
권동진,4600,0.67,6860,KT 위즈,14777
안치영,4500,-0.03,-175754,KT 위즈,13006
조대현,4300,0.32,13611,KT 위즈,13177
원상현,4000,0.93,4310,KT 위즈,16027
이선우,3800,-,-,KT 위즈,14111
강민성,3700,-0.52,-7166,KT 위즈,14191
전용주,3600,0.45,8052,KT 위즈,14106
성재헌,3600,-,-,KT 위즈,14667
김병준,3600,-0.02,-206761,KT 위즈,15097
육청명,3500,-,-,KT 위즈,16028
강건,3500,-0.10,-35100,KT 위즈,15527
김태오,3500,-,-,KT 위즈,12577
한차현,3500,-0.03,-109845,KT 위즈,14776
이정현,3500,-0.05,-70646,KT 위즈,12937
윤준혁,3500,-0.16,-22180,KT 위즈,14605
박민석,3400,0.22,15283,KT 위즈,14110
안현민,3300,5.04,655,KT 위즈,15092
김건형,3300,-0.07,-44306,KT 위즈,14779
최성민,3200,0.09,33917,KT 위즈,14870
지명성,3200,-,-,KT 위즈,14775
문상준,3100,-,-,KT 위즈,14720
이상우,3100,-,-,KT 위즈,15090
박준혁,3000,-,-,KT 위즈,16354
박민석,3000,-,-,KT 위즈,16355
오서진,3000,-0.03,-90460,KT 위즈,16356
이용현,3000,-,-,KT 위즈,16357
윤상인,3000,-,-,KT 위즈,16358
이정환,3000,-,-,KT 위즈,16359
정영웅,3000,-,-,KT 위즈,16360
김동현,3000,-,-,KT 위즈,16351
박건우,3000,-,-,KT 위즈,16352
김재원,3000,-0.05,-61824,KT 위즈,16353
이승준,3000,-,-,KT 위즈,16361
김주완,3000,-,-,KT 위즈,14833
권성준,3000,-,-,KT 위즈,15096
최동희,3000,-,-,KT 위즈,15094
우종휘,3000,-,-,KT 위즈,15093
한지웅,3000,-,-,KT 위즈,15091
유준규,3000,-0.31,-9761,KT 위즈,14778
신범준,3000,-,-,KT 위즈,14774
이태규,3000,-,-,KT 위즈,14179
김철호,3000,-,-,KT 위즈,13083
유호식,3000,-,-,KT 위즈,13127
최용준,3000,0.23,12959,KT 위즈,14658
이종혁,3000,-,-,KT 위즈,12938
이현민,3000,-,-,KT 위즈,16159
이준명,3000,-,-,KT 위즈,15526
이승언,3000,-,-,KT 위즈,16036
김민석,3000,0.00,4654518,KT 위즈,16035
이승현,3000,-,-,KT 위즈,16034
박태완,3000,-,-,KT 위즈,16033
신호준,3000,-,-,KT 위즈,16031
장민호,-,-,-,KT 위즈,16386
정운교,-,-,-,KT 위즈,16387
구자욱,200000,1.81,110724,삼성 라이온즈,10892
레예스,98000,1.12,87890,삼성 라이온즈,15861
후라도,98000,4.40,22295,삼성 라이온즈,15531
오승환,80000,-0.12,-654557,삼성 라이온즈,10367
김재윤,80000,-0.39,-202678,삼성 라이온즈,11489
디아즈,70000,3.83,18292,삼성 라이온즈,16162
원태인,63000,2.93,21496,삼성 라이온즈,14113
류지혁,60000,2.04,29362,삼성 라이온즈,10894
가라비토,49000,0.98,49849,삼성 라이온즈,16397
강민호,40000,2.28,17568,삼성 라이온즈,10232
백정현,40000,1.33,30120,삼성 라이온즈,10363
박병호,38000,0.85,44675,삼성 라이온즈,10470
김지찬,28000,-0.14,-207150,삼성 라이온즈,14618
김태훈,24000,0.94,25437,삼성 라이온즈,10871
이승현,24000,-0.21,-112626,삼성 라이온즈,10527
이재현,21000,3.59,5856,삼성 라이온즈,15034
최원태,20000,1.51,13222,삼성 라이온즈,11379
임창민,20000,-0.17,-116575,삼성 라이온즈,10452
최지광,17000,-,-,삼성 라이온즈,12934
김영웅,15000,1.34,11225,삼성 라이온즈,15035
이성규,13000,0.54,24082,삼성 라이온즈,12562
이승현,12000,1.64,7305,삼성 라이온즈,14798
김헌곤,10000,-0.10,-104275,삼성 라이온즈,10640
김대우,10000,-,-,삼성 라이온즈,10685
이상민,8500,0.04,205055,삼성 라이온즈,11169
최성훈,7800,-,-,삼성 라이온즈,10851
전병우,7500,0.64,11687,삼성 라이온즈,11422
윤정빈,7400,-0.81,-9095,삼성 라이온즈,13161
김성윤,7000,2.66,2631,삼성 라이온즈,12936
김무신,7000,-,-,삼성 라이온즈,13162
강한울,7000,-,-,삼성 라이온즈,11255
안주형,7000,-0.30,-23584,삼성 라이온즈,12988
양현,7000,-,-,삼성 라이온즈,10730
이병헌,6500,-0.14,-45452,삼성 라이온즈,14117
황동재,6200,0.01,691337,삼성 라이온즈,14615
이재익,6200,-,-,삼성 라이온즈,13244
최하늘,6000,-,-,삼성 라이온즈,13152
송은범,6000,0.05,115486,삼성 라이온즈,10137
김재성,5500,-0.46,-11838,삼성 라이온즈,11344
박승규,5200,0.41,12597,삼성 라이온즈,14122
이승민,5000,-0.02,-259180,삼성 라이온즈,14616
양창섭,4800,0.09,54531,삼성 라이온즈,13157
김도환,4700,0.03,166412,삼성 라이온즈,14115
김민수,4600,-,-,삼성 라이온즈,11266
김태훈,4500,0.06,69700,삼성 라이온즈,11336
홍현빈,4500,-0.01,-328541,삼성 라이온즈,12941
김태근,4500,0.02,218111,삼성 라이온즈,14175
최충연,4500,-,-,삼성 라이온즈,12530
공민규,4300,-,-,삼성 라이온즈,13164
이해승,4200,0.00,950033,삼성 라이온즈,14121
이호성,4000,0.08,47478,삼성 라이온즈,15496
양우현,4000,0.01,443588,삼성 라이온즈,14116
박주혁,3800,-,-,삼성 라이온즈,14668
이재희,3600,0.35,10394,삼성 라이온즈,14799
홍원표,3550,-,-,삼성 라이온즈,14614
양도근,3500,1.54,2269,삼성 라이온즈,15875
육선엽,3500,0.17,20862,삼성 라이온즈,15864
김재혁,3500,-0.17,-20945,삼성 라이온즈,15036
조민성,3400,-,-,삼성 라이온즈,15040
이창용,3300,-0.02,-203121,삼성 라이온즈,14866
오현석,3300,-,-,삼성 라이온즈,14801
김대호,3300,0.18,18360,삼성 라이온즈,15882
김호진,3250,0.00,-3091469,삼성 라이온즈,15868
김동현,3200,-,-,삼성 라이온즈,15874
이현준,3200,-,-,삼성 라이온즈,15870
김성경,3200,-,-,삼성 라이온즈,15867
박장민,3100,-,-,삼성 라이온즈,15506
박진우,3100,-,-,삼성 라이온즈,15507
배찬승,3000,0.10,29962,삼성 라이온즈,16239
심재훈,3000,-0.03,-105791,삼성 라이온즈,16240
홍준영,3000,-,-,삼성 라이온즈,16245
천겸,3000,-,-,삼성 라이온즈,16246
우승완,3000,-,-,삼성 라이온즈,16247
강민성,3000,-,-,삼성 라이온즈,16248
차승준,3000,-,-,삼성 라이온즈,16241
함수호,3000,-0.02,-158567,삼성 라이온즈,16242
권현우,3000,-,-,삼성 라이온즈,16243
이진용,3000,-,-,삼성 라이온즈,16244
진희성,3000,-,-,삼성 라이온즈,16249
주한울,3000,-,-,삼성 라이온즈,14802
차동영,3000,-,-,삼성 라이온즈,15037
신경민,3000,-,-,삼성 라이온즈,15869
유병선,3000,-,-,삼성 라이온즈,15873
박준용,3000,-,-,삼성 라이온즈,15865
정민성,3000,-0.06,-48093,삼성 라이온즈,15866
김백산,-,-,-,삼성 라이온즈,16368
김유현,-,-,-,삼성 라이온즈,16369
최예한,-,-,-,삼성 라이온즈,16370
김상준,-,-,-,삼성 라이온즈,16371
김광현,300000,2.18,137692,SSG 랜더스,10126
에레디아,224000,1.22,184174,SSG 랜더스,15530
최정,170000,0.24,723057,SSG 랜더스,10106
앤더슨,161000,4.51,35687,SSG 랜더스,16146
화이트,140000,3.30,42485,SSG 랜더스,16324
박종훈,110000,-0.04,-2869987,SSG 랜더스,10131
한유섬,90000,1.23,73304,SSG 랜더스,10815
문승원,80000,1.07,75038,SSG 랜더스,10783
노경은,40000,1.18,33788,SSG 랜더스,10203
서진용,38000,-0.01,-3094841,SSG 랜더스,10784
박성한,37000,3.83,9665,SSG 랜더스,12922
최지훈,30000,1.22,24560,SSG 랜더스,14587
김민식,25000,-,-,SSG 랜더스,10707
김택형,20500,0.31,67162,SSG 랜더스,11373
오태곤,15000,0.22,68345,SSG 랜더스,10249
이지영,15000,-0.22,-69485,SSG 랜더스,10312
김성현,15000,0.37,40774,SSG 랜더스,10636
조병현,13500,2.29,5903,SSG 랜더스,14805
장지훈,13000,-,-,SSG 랜더스,14804
김민,11000,0.51,21779,SSG 랜더스,13167
맥브룸,10500,-0.05,-229338,SSG 랜더스,16390
최민준,10000,0.60,16674,SSG 랜더스,13126
김성욱,10000,-0.46,-21957,SSG 랜더스,11153
하재훈,9000,-0.29,-31460,SSG 랜더스,14147
한두솔,8000,0.03,269755,SSG 랜더스,13228
고명준,8000,1.18,6807,SSG 랜더스,14807
정준재,7500,0.80,9390,SSG 랜더스,16042
이로운,7400,1.87,3953,SSG 랜더스,15461
박지환,6200,-0.85,-7321,SSG 랜더스,16038
송영진,5500,0.14,38356,SSG 랜더스,15462
조형우,4000,0.77,5223,SSG 랜더스,14806
신헌민,3300,-,-,SSG 랜더스,15024
허진,3200,-,-,SSG 랜더스,16139
최준우,3200,0.12,27001,SSG 랜더스,13128
김찬형,3200,-0.40,-8079,SSG 랜더스,12622
안상현,3200,-0.34,-9362,SSG 랜더스,12613
백승건,3200,-,-,SSG 랜더스,14145
이건욱,3200,-,-,SSG 랜더스,11242
김수윤,3200,-0.14,-22714,SSG 랜더스,12903
