팀,선수,WAR,연봉등급,pid,연도
KT 위즈,안치영,-0.07,D,13006,2024
KT 위즈,김민,1.84,D,13167,2024
KT 위즈,권동진,-0.07,E,14777,2024
KT 위즈,천성호,0.08,E,14606,2024
KT 위즈,홍현빈,-0.16,E,12941,2024
KT 위즈,하준호,0.00,E,10304,2024
KT 위즈,정준영,0.41,C,15519,2024
KT 위즈,김영현,0.00,E,14869,2024
KT 위즈,이선우,0.15,E,14111,2024
KT 위즈,강민성,0.01,E,14191,2024
KT 위즈,강건,-0.13,D,15527,2024
KT 위즈,김태오,-,E,12577,2024
KT 위즈,이정현,-,E,12937,2024
KT 위즈,박세진,-0.05,E,12572,2024
KT 위즈,전용주,-0.09,E,14106,2024
KT 위즈,양승혁,-,E,13233,2024
KT 위즈,류현인,-,D,15523,2024
KT 위즈,박민석,-0.42,E,14110,2024
KT 위즈,조대현,0.49,E,13177,2024
KT 위즈,김정운,-,C,15518,2024
KT 위즈,김병준,0.27,E,15097,2024
KT 위즈,한차현,-0.25,E,14776,2024
KT 위즈,김지민,-,E,16037,2024
KT 위즈,이승현,-,E,16034,2024
KT 위즈,박태완,-,E,16033,2024
KT 위즈,박정현,-,E,16032,2024
KT 위즈,신호준,-,E,16031,2024
KT 위즈,최윤서,-,E,16030,2024
KT 위즈,김민성,-,E,16029,2024
KT 위즈,육청명,0.63,E,16028,2024
KT 위즈,원상현,0.04,E,16027,2024
KT 위즈,김민석,-,E,16035,2024
KT 위즈,이승언,-,E,16036,2024
KT 위즈,윤준혁,-0.24,E,14605,2024
KT 위즈,이현민,-,E,16159,2024
KT 위즈,한민우,-,E,16144,2024
KT 위즈,최용준,-,E,14658,2024
KT 위즈,이태규,-,E,14179,2024
KT 위즈,박시윤,-,E,13170,2024
KT 위즈,안현민,-0.10,E,15092,2024
KT 위즈,김건형,-0.21,E,14779,2024
KT 위즈,이근혁,-,E,15254,2024
KT 위즈,김규대,-,E,14884,2024
KT 위즈,최성민,-,E,14870,2024
KT 위즈,윤강찬,-,E,13172,2024
KT 위즈,김주완,-,E,14833,2024
KT 위즈,최정태,-,E,15619,2024
KT 위즈,이종혁,-,E,12938,2024
KT 위즈,이준명,-,D,15526,2024
KT 위즈,정진호,-,D,15525,2024
KT 위즈,황의준,-,D,15524,2024
KT 위즈,이준희,-,D,15522,2024
KT 위즈,김건웅,-,C,15521,2024
KT 위즈,성재헌,-0.07,E,14667,2024
KT 위즈,조용근,-,E,14670,2024
KT 위즈,신범준,-,E,14774,2024
KT 위즈,김철호,-,E,13083,2024
KT 위즈,김성균,-,E,14723,2024
삼성 라이온즈,구자욱,6.19,A,10892,2024
삼성 라이온즈,맥키넌,1.16,A,15862,2024
삼성 라이온즈,코너,4.85,B,15860,2024
삼성 라이온즈,박병호,0.25,B,10470,2024
삼성 라이온즈,레예스,4.16,B,15861,2024
삼성 라이온즈,원태인,4.90,B,14113,2024
삼성 라이온즈,강민호,3.50,B,10232,2024
삼성 라이온즈,오승환,-0.40,B,10367,2024
삼성 라이온즈,백정현,0.72,B,10363,2024
삼성 라이온즈,김재윤,0.70,B,11489,2024
삼성 라이온즈,카디네스,0.00,B,16156,2024
삼성 라이온즈,임창민,1.51,C,10452,2024
삼성 라이온즈,류지혁,0.34,C,10894,2024
삼성 라이온즈,이승현,0.62,C,10527,2024
삼성 라이온즈,김태훈,0.81,C,10871,2024
삼성 라이온즈,김지찬,4.59,C,14618,2024
삼성 라이온즈,최채흥,-0.07,C,13156,2024
삼성 라이온즈,이재현,4.27,C,15034,2024
삼성 라이온즈,김현준,0.04,C,14867,2024
삼성 라이온즈,최지광,1.35,C,12934,2024
삼성 라이온즈,김대우,0.09,C,10685,2024
삼성 라이온즈,김성윤,0.09,C,12936,2024
삼성 라이온즈,강한울,-0.32,C,11255,2024
삼성 라이온즈,최성훈,0.03,C,10851,2024
삼성 라이온즈,양현,-0.03,D,10730,2024
삼성 라이온즈,이재익,-0.32,D,13244,2024
삼성 라이온즈,김동엽,-0.23,D,12548,2024
삼성 라이온즈,김윤수,-0.14,D,13162,2024
삼성 라이온즈,장필준,-0.01,D,11404,2024
삼성 라이온즈,이승현,2.22,D,14798,2024
삼성 라이온즈,김재성,-0.23,D,11344,2024
삼성 라이온즈,이상민,0.72,D,11169,2024
삼성 라이온즈,전병우,0.46,D,11422,2024
삼성 라이온즈,홍정우,-0.03,D,13242,2024
삼성 라이온즈,김헌곤,1.59,D,10640,2024
삼성 라이온즈,이성규,1.86,D,12562,2024
삼성 라이온즈,안주형,-0.61,D,12988,2024
삼성 라이온즈,송은범,0.34,D,10137,2024
삼성 라이온즈,디아즈,0.80,D,16162,2024
삼성 라이온즈,김도환,-0.11,D,14115,2024
삼성 라이온즈,최충연,-,E,12530,2024
삼성 라이온즈,김민수,0.08,E,11266,2024
삼성 라이온즈,김동진,-0.15,E,14863,2024
삼성 라이온즈,이민호,-,E,11151,2024
삼성 라이온즈,이승민,-0.46,E,14616,2024
삼성 라이온즈,황동재,0.92,E,14615,2024
삼성 라이온즈,김태훈,-0.02,E,11336,2024
삼성 라이온즈,최하늘,0.05,E,13152,2024
삼성 라이온즈,공민규,-0.22,E,13164,2024
삼성 라이온즈,이병헌,0.18,E,14117,2024
삼성 라이온즈,김영웅,3.23,E,15035,2024
삼성 라이온즈,김시현,-,E,12932,2024
삼성 라이온즈,양우현,-0.13,E,14116,2024
삼성 라이온즈,윤정빈,1.74,E,13161,2024
삼성 라이온즈,류승민,0.13,D,15503,2024
삼성 라이온즈,홍무원,-,E,14800,2024
삼성 라이온즈,홍승원,-,E,14864,2024
삼성 라이온즈,김서준,-,E,15039,2024
삼성 라이온즈,김태우,-,E,13158,2024
삼성 라이온즈,오현석,-,E,14801,2024
삼성 라이온즈,장재혁,-,E,15043,2024
삼성 라이온즈,한연욱,-,E,14664,2024
삼성 라이온즈,홍원표,0.03,E,14614,2024
삼성 라이온즈,이호성,-0.17,C,15496,2024
삼성 라이온즈,김재상,0.01,C,15499,2024
삼성 라이온즈,정진수,-,E,14698,2024
삼성 라이온즈,박권후,-,C,15497,2024
삼성 라이온즈,김민호,-,D,15504,2024
삼성 라이온즈,박장민,-,D,15506,2024
삼성 라이온즈,김동현,-,E,15874,2024
삼성 라이온즈,양도근,0.02,E,15875,2024
삼성 라이온즈,김대호,-0.10,E,15882,2024
삼성 라이온즈,유병선,-,E,15873,2024
삼성 라이온즈,주한울,-,E,14802,2024
삼성 라이온즈,이창용,-0.19,E,14866,2024
삼성 라이온즈,김재혁,-0.22,E,15036,2024
삼성 라이온즈,김세민,-,E,14865,2024
삼성 라이온즈,김재형,-,E,15872,2024
삼성 라이온즈,이재호,-,E,15871,2024
삼성 라이온즈,이현준,-,E,15870,2024
삼성 라이온즈,신경민,-,E,15869,2024
삼성 라이온즈,김호진,-0.26,E,15868,2024
삼성 라이온즈,김성경,-,E,15867,2024
삼성 라이온즈,정민성,-,E,15866,2024
삼성 라이온즈,박준용,-,E,15865,2024
삼성 라이온즈,육선엽,0.06,E,15864,2024
삼성 라이온즈,박진우,-,D,15507,2024
삼성 라이온즈,박시원,-,D,15505,2024
삼성 라이온즈,서현원,-,E,15498,2024
SSG 랜더스,에레디아,4.89,A,15530,2024
SSG 랜더스,박종훈,0.29,A,10131,2024
SSG 랜더스,최정,4.68,A,10106,2024
SSG 랜더스,김광현,3.91,A,10126,2024
SSG 랜더스,한유섬,-0.20,B,10815,2024
SSG 랜더스,엘리아스,4.36,B,15644,2024
SSG 랜더스,더거,-0.52,B,16141,2024
SSG 랜더스,앤더슨,4.13,B,16146,2024
SSG 랜더스,서진용,-0.12,B,10784,2024
SSG 랜더스,노경은,3.10,B,10203,2024
SSG 랜더스,박성한,4.02,B,12922,2024
SSG 랜더스,최지훈,2.05,C,14587,2024
SSG 랜더스,오태곤,1.43,C,10249,2024
SSG 랜더스,김택형,-0.03,C,11373,2024
SSG 랜더스,김성현,-0.69,C,10636,2024
SSG 랜더스,이지영,2.01,C,10312,2024
SSG 랜더스,문승원,1.07,C,10783,2024
SSG 랜더스,고효준,-0.05,C,10124,2024
SSG 랜더스,김민식,-0.16,C,10707,2024
SSG 랜더스,최민준,-0.35,C,13126,2024
SSG 랜더스,오원석,3.03,C,14581,2024
SSG 랜더스,장지훈,-0.07,C,14804,2024
SSG 랜더스,하재훈,-1.59,C,14147,2024
SSG 랜더스,강진성,-0.04,D,11148,2024
SSG 랜더스,전의산,-1.38,D,14699,2024
SSG 랜더스,이로운,0.36,B,15461,2024
SSG 랜더스,조형우,-0.13,D,14806,2024
SSG 랜더스,이건욱,-0.39,D,11242,2024
SSG 랜더스,박민호,0.17,D,11236,2024
SSG 랜더스,김찬형,-0.26,D,12622,2024
SSG 랜더스,신범수,-0.03,D,12541,2024
SSG 랜더스,백승건,-0.06,E,14145,2024
SSG 랜더스,송영진,1.33,C,15462,2024
SSG 랜더스,최준우,0.23,E,13128,2024
SSG 랜더스,안상현,-0.61,E,12613,2024
SSG 랜더스,박대온,-,E,11246,2024
SSG 랜더스,최경모,-0.08,E,14151,2024
SSG 랜더스,전경원,-,E,13129,2024
SSG 랜더스,서상준,-,E,14152,2024
SSG 랜더스,한두솔,0.84,E,13228,2024
SSG 랜더스,신헌민,-0.07,E,15024,2024
SSG 랜더스,최상민,0.15,E,13195,2024
SSG 랜더스,이정범,-,E,13194,2024
SSG 랜더스,김태윤,-,E,15030,2024
SSG 랜더스,정성곤,-,E,11321,2024
SSG 랜더스,이기순,0.47,E,15028,2024
SSG 랜더스,김창평,-0.07,E,14146,2024
SSG 랜더스,류효승,-0.05,E,14586,2024
SSG 랜더스,현원회,-0.02,E,14584,2024
SSG 랜더스,변건우,-,E,16048,2024
SSG 랜더스,김규민,-,E,16047,2024
SSG 랜더스,윤성보,-,E,16046,2024
SSG 랜더스,백준서,-,E,16045,2024
SSG 랜더스,박성빈,0.11,E,16044,2024
SSG 랜더스,정현승,-0.24,E,16043,2024
SSG 랜더스,정준재,2.01,E,16042,2024
SSG 랜더스,최현석,-0.02,E,16041,2024
SSG 랜더스,박기호,-,E,16040,2024
SSG 랜더스,이승민,-,E,16039,2024
SSG 랜더스,박지환,-0.26,E,16038,2024
SSG 랜더스,최민창,-0.03,E,11351,2024
SSG 랜더스,김성민,-,E,14585,2024
SSG 랜더스,정동윤,0.05,E,12571,2024
SSG 랜더스,김지현,-,E,16140,2024
SSG 랜더스,허진,-,E,16139,2024
SSG 랜더스,김건우,-,E,14803,2024
SSG 랜더스,허민혁,-,E,14149,2024
SSG 랜더스,조병현,2.50,E,14805,2024
SSG 랜더스,최수호,-,E,14148,2024
SSG 랜더스,고명준,0.30,E,14807,2024
SSG 랜더스,채현우,0.00,E,14153,2024
SSG 랜더스,추신수,0.94,E,14888,2024
SSG 랜더스,박정빈,-,E,14862,2024
SSG 랜더스,최유빈,-,E,15033,2024
SSG 랜더스,박시후,0.11,E,14687,2024
SSG 랜더스,이찬혁,-,E,12909,2024
SSG 랜더스,이승훈,-,D,15469,2024
SSG 랜더스,류현곤,-,D,15468,2024
SSG 랜더스,김민준,-,D,15467,2024
SSG 랜더스,박세직,-,D,15466,2024
SSG 랜더스,안현서,-,C,15464,2024
SSG 랜더스,김정민,-,C,15463,2024
SSG 랜더스,김건이,-,D,15470,2024
NC 다이노스,박민우,5.55,A,11137,2024
NC 다이노스,박건우,2.94,B,10189,2024
NC 다이노스,박세혁,0.59,B,10891,2024
NC 다이노스,데이비슨,4.27,B,16066,2024
NC 다이노스,카스타노,1.83,B,16064,2024
NC 다이노스,하트,6.22,B,16065,2024
NC 다이노스,손아섭,1.03,B,10261,2024
NC 다이노스,이용찬,-1.02,B,10217,2024
NC 다이노스,김영규,1.48,C,13088,2024
NC 다이노스,이재학,1.16,C,10220,2024
NC 다이노스,신민혁,2.76,C,13085,2024
NC 다이노스,류진욱,-0.13,C,11355,2024
NC 다이노스,김주원,5.43,C,14765,2024
NC 다이노스,권희동,4.11,C,11172,2024
NC 다이노스,임정호,0.59,C,11168,2024
NC 다이노스,송명기,-0.16,C,14155,2024
NC 다이노스,서호철,2.00,C,14220,2024
NC 다이노스,김시훈,1.91,C,13080,2024
NC 다이노스,김휘집,2.42,C,14785,2024
NC 다이노스,요키시,0.08,C,13940,2024
NC 다이노스,김성욱,-0.37,D,11153,2024
NC 다이노스,심창민,-,D,10720,2024
NC 다이노스,최성영,-0.03,D,12565,2024
NC 다이노스,도태훈,0.48,D,12560,2024
NC 다이노스,오영수,0.23,D,13082,2024
NC 다이노스,안중열,0.33,D,11329,2024
NC 다이노스,이용준,0.04,D,14763,2024
NC 다이노스,최정원,0.82,D,14221,2024
NC 다이노스,윤형준,-,D,11135,2024
NC 다이노스,배재환,-0.11,D,11248,2024
NC 다이노스,김재열,1.98,D,14747,2024
NC 다이노스,김진호,0.00,D,12897,2024
NC 다이노스,김형준,0.50,D,13081,2024
NC 다이노스,천재환,0.31,D,13261,2024
NC 다이노스,이준호,-0.68,C,15455,2024
NC 다이노스,한재환,-0.08,E,14659,2024
NC 다이노스,김태현,-0.13,E,12898,2024
NC 다이노스,한석현,-0.47,E,13250,2024
NC 다이노스,김한별,-0.23,E,14716,2024
NC 다이노스,채원후,-0.03,E,11387,2024
NC 다이노스,송승환,0.13,E,14172,2024
NC 다이노스,한재승,0.59,E,14764,2024
NC 다이노스,전사민,-0.30,E,14156,2024
NC 다이노스,전루건,-0.14,E,14171,2024
NC 다이노스,박영빈,-0.12,E,14661,2024
NC 다이노스,이우석,-,E,11360,2024
NC 다이노스,소이현,-0.06,E,12900,2024
NC 다이노스,김수윤,-0.10,E,12903,2024
NC 다이노스,최보성,-,E,13087,2024
NC 다이노스,문상인,-,E,13227,2024
NC 다이노스,조현진,-,E,14877,2024
NC 다이노스,박한결,-0.31,C,15451,2024
NC 다이노스,박주찬,-,E,14219,2024
NC 다이노스,김준원,-,E,16063,2024
NC 다이노스,김재민,-,E,16062,2024
NC 다이노스,김민균,-,E,16054,2024
NC 다이노스,고승완,-,E,16061,2024
NC 다이노스,조현민,-,E,16060,2024
NC 다이노스,홍유원,-,E,16055,2024
NC 다이노스,원종해,-,E,16059,2024
NC 다이노스,김세훈,-0.11,E,16058,2024
NC 다이노스,손주환,-0.04,E,16057,2024
NC 다이노스,최우석,0.12,E,16056,2024
NC 다이노스,최우재,-,E,12621,2024
NC 다이노스,임상현,-0.02,E,16053,2024
NC 다이노스,김휘건,-,E,16052,2024
NC 다이노스,박인우,-,E,16051,2024
NC 다이노스,김태호,-,E,16050,2024
NC 다이노스,김민규,-0.08,E,16049,2024
NC 다이노스,서의태,-0.06,E,12574,2024
NC 다이노스,안인산,-,E,14598,2024
NC 다이노스,박시원,-0.27,E,14597,2024
NC 다이노스,임형원,-,E,14594,2024
NC 다이노스,박지한,-,E,14650,2024
NC 다이노스,이현우,-,E,15117,2024
NC 다이노스,박동수,-,E,15112,2024
NC 다이노스,목지훈,-0.21,C,15453,2024
NC 다이노스,신용석,-0.10,C,15452,2024
NC 다이노스,신영우,-0.13,C,15450,2024
NC 다이노스,박주현,0.03,E,13175,2024
NC 다이노스,신성호,-,D,15456,2024
NC 다이노스,김택우,-,E,15622,2024
NC 다이노스,서동욱,-,D,15458,2024
NC 다이노스,김범준,-0.15,E,14222,2024
두산 베어스,김재환,3.07,A,10643,2024
두산 베어스,알칸타라,1.24,B,13941,2024
두산 베어스,브랜든,2.32,B,15153,2024
두산 베어스,허경민,3.66,B,10184,2024
두산 베어스,정수빈,3.13,B,10195,2024
두산 베어스,라모스,2.37,B,15000,2024
두산 베어스,양의지,3.38,B,10165,2024
두산 베어스,제러드,1.52,B,16158,2024
두산 베어스,양석환,2.31,B,11213,2024
두산 베어스,홍건희,1.24,B,10696,2024
두산 베어스,김재호,0.56,B,10174,2024
두산 베어스,강승호,4.39,C,11087,2024
두산 베어스,최원준,1.12,C,12852,2024
두산 베어스,발라조빅,1.35,C,16155,2024
두산 베어스,김명신,-0.89,C,12847,2024
두산 베어스,곽빈,4.65,C,13061,2024
두산 베어스,정철원,-0.20,C,13071,2024
두산 베어스,김강률,1.64,C,10690,2024
두산 베어스,박치국,-0.15,C,12850,2024
두산 베어스,최승용,0.11,C,14770,2024
두산 베어스,이영하,0.36,C,12568,2024
두산 베어스,조수행,1.83,D,12524,2024
두산 베어스,김인태,-0.40,D,11098,2024
두산 베어스,박계범,-0.47,D,11198,2024
두산 베어스,이유찬,0.73,D,12894,2024
두산 베어스,박준영,1.58,D,12522,2024
두산 베어스,장승현,-0.07,D,11097,2024
두산 베어스,김동주,-0.31,D,14769,2024
두산 베어스,이승진,-,D,12678,2024
두산 베어스,박정수,0.06,D,11300,2024
두산 베어스,안승한,-0.01,D,11328,2024
두산 베어스,김민규,0.66,D,13072,2024
두산 베어스,양찬열,0.09,E,14738,2024
두산 베어스,김기연,1.49,E,12549,2024
두산 베어스,김민혁,0.22,E,12970,2024
두산 베어스,김대한,-0.51,E,14170,2024
두산 베어스,박지훈,-,E,14736,2024
두산 베어스,이병헌,1.75,E,15099,2024
두산 베어스,시라카와,0.76,E,16148,2024
두산 베어스,박신지,0.15,E,13070,2024
두산 베어스,전민재,0.32,E,13073,2024
두산 베어스,김태근,-0.72,E,14175,2024
두산 베어스,서예일,-0.01,E,12523,2024
두산 베어스,최지강,1.01,E,15127,2024
두산 베어스,이교훈,-0.40,E,14173,2024
두산 베어스,박소준,-0.07,E,11491,2024
두산 베어스,홍성호,0.10,E,12606,2024
두산 베어스,김호준,-0.22,E,13268,2024
두산 베어스,백승우,-,D,15514,2024
두산 베어스,김정우,-0.01,E,13124,2024
두산 베어스,권민석,-,E,13079,2024
두산 베어스,조제영,-,E,14732,2024
두산 베어스,오명진,0.01,E,14737,2024
두산 베어스,김도윤,0.00,E,14768,2024
두산 베어스,최세창,-,E,14574,2024
두산 베어스,문원,-,E,12848,2024
두산 베어스,류현준,0.15,E,16076,2024
두산 베어스,김태완,-,E,16075,2024
두산 베어스,손율기,-,E,16074,2024
두산 베어스,김무빈,-,E,16073,2024
두산 베어스,전다민,0.35,E,16072,2024
두산 베어스,박지호,0.11,E,16071,2024
두산 베어스,강태완,-,E,16070,2024
두산 베어스,임종성,-0.02,E,16069,2024
두산 베어스,여동건,-0.02,E,16068,2024
두산 베어스,김택연,2.97,E,16067,2024
두산 베어스,전형근,-,E,14652,2024
두산 베어스,장원호,-,E,16142,2024
두산 베어스,강동형,-,E,15106,2024
두산 베어스,윤태호,-,E,15104,2024
두산 베어스,이원재,-,E,15101,2024
두산 베어스,김동준,-,E,15100,2024
두산 베어스,이민혁,-,E,14174,2024
두산 베어스,양현진,-,E,14840,2024
두산 베어스,권휘,-0.05,E,13665,2024
두산 베어스,이상연,-,E,14836,2024
두산 베어스,제환유,-,E,14573,2024
두산 베어스,이주엽,-,E,14572,2024
두산 베어스,남율,-,D,15517,2024
두산 베어스,김문수,-,D,15516,2024
두산 베어스,박민준,-0.13,D,15515,2024
두산 베어스,장규빈,0.00,E,14570,2024
두산 베어스,강현구,-,E,14773,2024
두산 베어스,최종인,0.18,E,14733,2024
두산 베어스,최준호,1.21,C,15508,2024
두산 베어스,김유성,0.21,C,15509,2024
두산 베어스,임서준,-,C,15511,2024
두산 베어스,윤준호,-0.07,C,15512,2024
두산 베어스,한충희,-,D,15513,2024
두산 베어스,배창현,-,E,13074,2024
키움 히어로즈,후라도,6.13,A,15531,2024
키움 히어로즈,이형종,0.66,B,12516,2024
키움 히어로즈,김혜성,6.72,B,12905,2024
키움 히어로즈,최주환,0.35,B,10182,2024
키움 히어로즈,헤이수스,4.65,B,16138,2024
키움 히어로즈,도슨,3.42,B,15652,2024
키움 히어로즈,원종현,0.09,B,11161,2024
키움 히어로즈,이원석,-0.47,B,10180,2024
키움 히어로즈,조상우,0.65,B,11126,2024
키움 히어로즈,이용규,1.54,C,10035,2024
키움 히어로즈,정찬헌,-0.01,C,10533,2024
키움 히어로즈,김재웅,0.38,C,12858,2024
키움 히어로즈,송성문,6.87,C,11376,2024
키움 히어로즈,김태진,0.89,C,11244,2024
키움 히어로즈,김성민,0.48,D,12918,2024
키움 히어로즈,하영민,2.95,D,11222,2024
키움 히어로즈,문성현,-0.12,D,10437,2024
키움 히어로즈,임지열,-0.74,D,11225,2024
키움 히어로즈,김선기,0.10,D,13092,2024
키움 히어로즈,임병욱,0.02,D,11226,2024
키움 히어로즈,이주형,2.51,D,14591,2024
키움 히어로즈,김동혁,-0.52,D,14674,2024
키움 히어로즈,이명종,-0.17,D,15073,2024
키움 히어로즈,김재현,0.10,D,10870,2024
키움 히어로즈,김웅빈,-0.40,D,12503,2024
키움 히어로즈,변상권,0.24,E,13223,2024
키움 히어로즈,김수환,-0.10,E,13096,2024
키움 히어로즈,박승주,0.02,E,12989,2024
키움 히어로즈,김주형,-0.08,E,14214,2024
키움 히어로즈,윤석원,-0.31,E,15071,2024
키움 히어로즈,신준우,0.00,E,14695,2024
키움 히어로즈,장재영,-0.41,E,14784,2024
키움 히어로즈,오석주,-0.32,E,12860,2024
키움 히어로즈,박수종,0.25,E,15132,2024
키움 히어로즈,박찬혁,-,E,15068,2024
키움 히어로즈,김동헌,-0.12,E,15473,2024
키움 히어로즈,윤정현,-0.01,E,14131,2024
키움 히어로즈,조영건,-0.52,E,14132,2024
키움 히어로즈,김준형,-,E,14848,2024
키움 히어로즈,박주홍,-0.24,E,14580,2024
키움 히어로즈,김시앙,-0.05,E,14851,2024
키움 히어로즈,주성원,0.01,E,14133,2024
키움 히어로즈,김인범,0.68,E,14480,2024
키움 히어로즈,오상원,-,C,15474,2024
키움 히어로즈,김병휘,-0.34,E,14577,2024
키움 히어로즈,김건희,0.60,C,15472,2024
키움 히어로즈,주승우,0.74,E,15067,2024
키움 히어로즈,이종민,-0.15,E,14576,2024
키움 히어로즈,김동규,-0.01,E,15485,2024
키움 히어로즈,조성훈,-,E,13125,2024
키움 히어로즈,이승원,-0.96,C,15476,2024
키움 히어로즈,송재선,-,C,15477,2024
