선수,연봉(만원),WAR,WAR당 연봉,팀,pid
박동원,30000,2.92,10290,LG 트윈스,10387
홍창기,30000,7.91,3793,LG 트윈스,12546
진해수,25000,-0.01,-3024251,LG 트윈스,10075
이정용,24000,0.87,27693,LG 트윈스,14134
서건창,20000,-0.53,-37703,LG 트윈스,10855
김진성,20000,2.03,9842,LG 트윈스,11166
김민성,18000,1.92,9358,LG 트윈스,10238
임찬규,17000,3.40,4999,LG 트윈스,10652
문보경,17000,4.45,3822,LG 트윈스,14137
김윤식,15000,1.48,10148,LG 트윈스,14588
송은범,14000,0.04,390910,LG 트윈스,10137
이민호,14000,-0.01,-2750156,LG 트윈스,14589
최성훈,13000,-0.18,-73985,LG 트윈스,10851
이우찬,12000,0.78,15421,LG 트윈스,10749
최동환,10500,0.52,20064,LG 트윈스,10535
허도환,10000,-0.58,-17113,LG 트윈스,10684
함덕주,10000,2.35,4250,LG 트윈스,11094
김유영,9500,-,-,LG 트윈스,11229
문성주,9500,4.76,1995,LG 트윈스,13112
윤호솔,8700,0.04,248452,LG 트윈스,11170
이재원,8500,0.15,57852,LG 트윈스,13104
이천웅,8000,0.14,57237,LG 트윈스,10935
배재준,7500,-0.02,-316248,LG 트윈스,12697
정주현,6500,-0.81,-7997,LG 트윈스,10480
김대현,6200,-0.08,-73558,LG 트윈스,12532
안익훈,5100,0.12,41979,LG 트윈스,11347
이상영,5000,0.11,46617,LG 트윈스,14135
신민재,4800,1.43,3365,LG 트윈스,13056
손호영,4700,-0.53,-8895,LG 트윈스,14590
백승현,4600,2.02,2279,LG 트윈스,13009
손주영,4100,-0.08,-50109,LG 트윈스,12908
임정우,4000,-,-,LG 트윈스,10713
송찬의,4000,-0.32,-12647,LG 트윈스,13109
김영준,3800,-0.01,-595577,LG 트윈스,13102
오석주,3700,-0.02,-151073,LG 트윈스,12860
이상규,3600,0.19,18571,LG 트윈스,13245
이지강,3600,0.17,21420,LG 트윈스,14143
김기연,3500,-0.73,-4780,LG 트윈스,12549
송승기,3500,0.04,88615,LG 트윈스,14846
김주성,3400,-0.09,-35979,LG 트윈스,12545
최민창,3300,-,-,LG 트윈스,11351
최승민,3300,-0.12,-27513,LG 트윈스,14187
강효종,3300,-0.12,-28143,LG 트윈스,14780
조원태,3300,-,-,LG 트윈스,15078
허준혁,3300,-,-,LG 트윈스,15083
김태형,3200,-,-,LG 트윈스,12863
전준호,3200,-0.04,-71907,LG 트윈스,12864
성재헌,3200,-,-,LG 트윈스,14667
이찬혁,3100,-,-,LG 트윈스,12909
성동현,3100,-0.01,-284117,LG 트윈스,13103
최현준,3100,-,-,LG 트윈스,13105
유영찬,3100,1.05,2962,LG 트윈스,14669
김주완,3100,-,-,LG 트윈스,15079
김성협,3000,-,-,LG 트윈스,12911
김의준,3000,-,-,LG 트윈스,13108
김성진,3000,-,-,LG 트윈스,14141
김태우,3000,-,-,LG 트윈스,14675
함창건,3000,-,-,LG 트윈스,14680
김단우,3000,-,-,LG 트윈스,14841
박민호,3000,-,-,LG 트윈스,14845
최원영,3000,-,-,LG 트윈스,15084
김성우,3000,-,-,LG 트윈스,15085
양진혁,3000,-,-,LG 트윈스,15087
엄태경,3000,-,-,LG 트윈스,15088
김범석,3000,-0.37,-8055,LG 트윈스,15484
박명근,3000,-0.31,-9820,LG 트윈스,15486
이준서,3000,-,-,LG 트윈스,15487
원상훈,3000,-,-,LG 트윈스,15488
임정균,3000,-,-,LG 트윈스,15489
권동혁,3000,-,-,LG 트윈스,15490
허용주,3000,-,-,LG 트윈스,15491
송대현,3000,-0.13,-23886,LG 트윈스,15492
이철민,3000,-,-,LG 트윈스,15493
곽민호,3000,-,-,LG 트윈스,15494
강민균,3000,-,-,LG 트윈스,15495
박세웅,150000,4.63,32381,롯데 자이언츠,11310
스트레일리,100000,1.78,56200,롯데 자이언츠,14627
렉스,100000,0.17,594643,롯데 자이언츠,15152
반즈,85000,5.74,14802,롯데 자이언츠,15011
유강남,60000,4.09,14661,롯데 자이언츠,10753
안치홍,50000,1.99,25091,롯데 자이언츠,10014
전준우,50000,3.79,13190,롯데 자이언츠,10266
노진혁,50000,2.56,19565,롯데 자이언츠,11165
구드럼,40000,0.14,281684,롯데 자이언츠,15651
정훈,30000,0.22,137349,롯데 자이언츠,10253
김원중,25200,1.36,18560,롯데 자이언츠,10825
윌커슨,25000,3.03,8248,롯데 자이언츠,12295
구승민,24860,0.90,27634,롯데 자이언츠,11291
한현희,20000,0.95,21134,롯데 자이언츠,10863
한동희,19260,-2.48,-7760,롯데 자이언츠,13145
최준용,15800,1.55,10183,롯데 자이언츠,14624
이인복,14500,-0.27,-53772,롯데 자이언츠,11232
김상수,11000,1.58,6951,롯데 자이언츠,10427
나균안,10900,3.40,3207,롯데 자이언츠,12930
김도규,9500,0.21,45957,롯데 자이언츠,13148
서준원,9500,-,-,롯데 자이언츠,14159
심재민,8300,1.03,8054,롯데 자이언츠,11311
안권수,8000,1.84,4355,롯데 자이언츠,14571
지시완,7600,0.10,78656,롯데 자이언츠,11413
고승민,7300,0.27,27300,롯데 자이언츠,14160
문경찬,7200,-0.19,-37857,롯데 자이언츠,11299
이학주,7200,0.00,-3290180,롯데 자이언츠,14114
황성빈,7200,0.40,17876,롯데 자이언츠,14642
신정락,7000,-0.10,-71487,롯데 자이언츠,10516
박승욱,7000,1.92,3638,롯데 자이언츠,10804
김민수,6300,-0.23,-27418,롯데 자이언츠,12931
윤명준,6000,-0.65,-9233,롯데 자이언츠,10885
정보근,5900,1.86,3175,롯데 자이언츠,13154
김진욱,5600,-0.07,-81697,롯데 자이언츠,14792
신윤후,5300,-0.35,-15273,롯데 자이언츠,14169
이민석,4100,0.09,47305,롯데 자이언츠,15045
최영환,4000,-0.28,-14162,롯데 자이언츠,11276
김재유,4000,-,-,롯데 자이언츠,11483
이정훈,4000,0.49,8125,롯데 자이언츠,12916
조세진,4000,-,-,롯데 자이언츠,15046
강태율,3900,-,-,롯데 자이언츠,11388
장두성,3800,0.15,25597,롯데 자이언츠,13155
한태양,3800,-,-,롯데 자이언츠,15051
정성종,3600,0.15,24658,롯데 자이언츠,13147
김주현,3400,-,-,롯데 자이언츠,12570
나원탁,3400,-0.02,-142499,롯데 자이언츠,12935
최민재,3300,-,-,롯데 자이언츠,13004
윤동희,3300,0.88,3771,롯데 자이언츠,15048
박진,3200,-0.06,-56635,롯데 자이언츠,14163
박영완,3200,0.05,66999,롯데 자이언츠,14164
김창훈,3200,0.07,42936,롯데 자이언츠,14793
진승현,3200,-0.01,-462918,롯데 자이언츠,15047
윤성빈,3100,-,-,롯데 자이언츠,12928
김동우,3100,-,-,롯데 자이언츠,13149
홍민기,3100,-,-,롯데 자이언츠,14625
엄태호,3100,-,-,롯데 자이언츠,14640
손성빈,3100,0.49,6364,롯데 자이언츠,14796
국해성,3000,-0.02,-153748,롯데 자이언츠,10172
김강현,3000,0.06,47010,롯데 자이언츠,12699
김태욱,3000,0.04,72688,롯데 자이언츠,12923
최이준,3000,0.02,173303,롯데 자이언츠,13169
이정우,3000,-,-,롯데 자이언츠,14678
우강훈,3000,-0.01,-240292,롯데 자이언츠,14816
이주찬,3000,-,-,롯데 자이언츠,14819
최종은,3000,-,-,롯데 자이언츠,14820
박형준,3000,-0.02,-196596,롯데 자이언츠,14861
정대혁,3000,-,-,롯데 자이언츠,14995
김서진,3000,-,-,롯데 자이언츠,15053
민성우,3000,-,-,롯데 자이언츠,15135
김민석,3000,-0.21,-14168,롯데 자이언츠,15253
이진하,3000,0.18,17085,롯데 자이언츠,15441
김기준,3000,-,-,롯데 자이언츠,15442
정대선,3000,-0.38,-7884,롯데 자이언츠,15443
이태연,3000,-0.15,-19665,롯데 자이언츠,15444
석상호,3000,0.26,11574,롯데 자이언츠,15445
조경민,3000,-,-,롯데 자이언츠,15446
정재환,3000,-,-,롯데 자이언츠,15447
장세진,3000,-0.04,-81268,롯데 자이언츠,15448
배인혁,3000,-,-,롯데 자이언츠,15449
조준혁,3000,-,-,롯데 자이언츠,15623
서동욱,3000,-0.12,-26058,롯데 자이언츠,15624
배영빈,3000,0.26,11696,롯데 자이언츠,15625
박건,3000,-,-,롯데 자이언츠,15626
윤수녕,3000,-0.05,-59773,롯데 자이언츠,15627
김동혁,3000,0.03,104051,롯데 자이언츠,15645
현도훈,1500,-,-,롯데 자이언츠,13271
최형우,90000,3.93,22875,KIA 타이거즈,10344
나성범,80000,3.68,21736,KIA 타이거즈,11162
앤더슨,60000,1.34,44722,KIA 타이거즈,15533
양현종,50000,3.54,14142,KIA 타이거즈,10058
소크라테스,50000,4.60,10872,KIA 타이거즈,14996
김선빈,45000,2.69,16746,KIA 타이거즈,10008
파노니,35000,1.73,20229,KIA 타이거즈,15147
메디나,30000,-0.07,-444450,KIA 타이거즈,15534
산체스,25000,0.12,217065,KIA 타이거즈,15648
정해영,23000,1.06,21682,KIA 타이거즈,14608
최원준,22000,0.82,26903,KIA 타이거즈,12534
김태군,20000,0.59,34171,KIA 타이거즈,10459
박찬호,20000,4.71,4249,KIA 타이거즈,11261
장현식,19000,0.25,76665,KIA 타이거즈,11164
김대유,16000,-0.03,-620023,KIA 타이거즈,10706
임기영,15000,1.54,9740,KIA 타이거즈,10909
이의리,15000,2.78,5399,KIA 타이거즈,14788
이창진,14000,1.94,7198,KIA 타이거즈,11233
이준영,14000,0.68,20735,KIA 타이거즈,11303
전상현,13500,1.44,9370,KIA 타이거즈,12537
황대인,13000,-0.22,-59558,KIA 타이거즈,11306
박준표,10500,0.01,947158,KIA 타이거즈,11070
한승택,8000,-0.45,-17741,KIA 타이거즈,11119
윤중현,7900,0.24,32519,KIA 타이거즈,13122
고종욱,7000,1.29,5412,KIA 타이거즈,10659
김호령,7000,0.90,7787,KIA 타이거즈,11298
김재열,6000,-0.37,-16236,KIA 타이거즈,14747
이우성,5500,2.66,2068,KIA 타이거즈,11099
고영창,5000,-,-,KIA 타이거즈,11068
김기훈,5000,-0.34,-14867,KIA 타이거즈,14176
김도영,5000,3.88,1289,KIA 타이거즈,15056
주효상,4800,-0.40,-11877,KIA 타이거즈,12567
김규성,4500,0.86,5214,KIA 타이거즈,12540
김승현,4500,0.13,35693,KIA 타이거즈,12637
최정용,4000,0.34,11858,KIA 타이거즈,11407
김유신,3900,-0.26,-14911,KIA 타이거즈,13114
유승철,3800,0.04,96829,KIA 타이거즈,12914
김사윤,3600,-,-,KIA 타이거즈,11364
신범수,3600,-0.32,-11308,KIA 타이거즈,12541
박정우,3600,0.25,14423,KIA 타이거즈,12869
남하준,3500,-,-,KIA 타이거즈,12535
김석환,3500,-0.40,-8647,KIA 타이거즈,12917
변우혁,3500,-0.28,-12698,KIA 타이거즈,14124
홍종표,3300,0.12,28438,KIA 타이거즈,14612
임석진,3100,-,-,KIA 타이거즈,12612
한준수,3100,0.63,4930,KIA 타이거즈,13113
최수빈,3000,-,-,KIA 타이거즈,12618
강이준,3000,-,-,KIA 타이거즈,12866
송후섭,3000,-,-,KIA 타이거즈,12867
김건국,3000,0.05,62153,KIA 타이거즈,12944
배현호,3000,-,-,KIA 타이거즈,13095
오정환,3000,-,-,KIA 타이거즈,13117
홍원빈,3000,-,-,KIA 타이거즈,14177
이태규,3000,-,-,KIA 타이거즈,14179
오선우,3000,-0.22,-13510,KIA 타이거즈,14181
김민수,3000,-,-,KIA 타이거즈,14183
나용기,3000,-,-,KIA 타이거즈,14186
유지성,3000,-,-,KIA 타이거즈,14607
김양수,3000,-,-,KIA 타이거즈,14645
김선우,3000,0.04,73273,KIA 타이거즈,14822
장시현,3000,-,-,KIA 타이거즈,14824
김용완,3000,-,-,KIA 타이거즈,15054
최지민,3000,0.37,8055,KIA 타이거즈,15057
윤도현,3000,-0.07,-44356,KIA 타이거즈,15058
김찬민,3000,-,-,KIA 타이거즈,15060
이성주,3000,-,-,KIA 타이거즈,15061
황동하,3000,-0.14,-20853,KIA 타이거즈,15063
윤영철,3000,2.27,1322,KIA 타이거즈,15432
정해원,3000,-,-,KIA 타이거즈,15433
곽도규,3000,-0.15,-19656,KIA 타이거즈,15435
이송찬,3000,-,-,KIA 타이거즈,15436
이도현,3000,-,-,KIA 타이거즈,15437
박일훈,3000,-,-,KIA 타이거즈,15438
김도월,3000,-,-,KIA 타이거즈,15439
김재현,3000,-,-,KIA 타이거즈,15440
김주섭,3000,-,-,KIA 타이거즈,15620
박승훈,3000,-,-,KIA 타이거즈,15641
손호원,3000,-,-,KIA 타이거즈,15642
이중석,3000,-,-,KIA 타이거즈,15737
황재균,100000,3.24,30823,KT 위즈,10407
벤자민,100000,2.90,34443,KT 위즈,15143
알포드,100000,4.82,20750,KT 위즈,15144
박병호,70000,4.15,16852,KT 위즈,10470
슐서,65000,0.33,197251,KT 위즈,15542
장성우,50000,3.43,14562,KT 위즈,10235
김상수,50000,2.53,19726,KT 위즈,10320
쿠에바스,45000,4.57,9846,KT 위즈,13942
고영표,43000,5.91,7279,KT 위즈,11308
김재윤,36000,2.05,17519,KT 위즈,11489
배정대,34000,1.82,18650,KT 위즈,11212
조용호,32000,0.03,962730,KT 위즈,12943
소형준,32000,-0.19,-166189,KT 위즈,14600
주권,29500,0.15,197607,KT 위즈,11323
강백호,29000,0.98,29489,KT 위즈,13168
김민수,25000,-0.18,-138189,KT 위즈,11317
박경수,20000,0.38,52744,KT 위즈,10469
엄상백,20000,2.91,6878,KT 위즈,11318
배제성,20000,1.95,10266,KT 위즈,11394
김민혁,15000,3.85,3901,KT 위즈,11339
신본기,13000,0.15,86604,KT 위즈,10840
오윤석,12000,0.76,15748,KT 위즈,11397
김준태,10000,0.72,13842,KT 위즈,10835
박시영,9800,-,-,KT 위즈,10737
조현우,7600,0.01,993178,KT 위즈,11316
이상호,7000,-0.17,-42056,KT 위즈,11147
조이현,6500,-0.29,-22442,KT 위즈,11284
송민섭,6500,0.42,15366,KT 위즈,11342
박영현,6100,1.98,3078,KT 위즈,15089
이채호,6000,-0.14,-42155,KT 위즈,13130
김민,6000,-0.29,-21040,KT 위즈,13167
이호연,5700,1.14,5014,KT 위즈,13151
문상철,5600,0.11,50805,KT 위즈,11333
장준원,5000,0.16,31895,KT 위즈,11214
손동현,5000,1.30,3857,KT 위즈,14108
홍현빈,4800,0.18,26737,KT 위즈,12941
김병희,4700,-0.07,-63686,KT 위즈,11330
하준호,4500,0.00,-2184339,KT 위즈,10304
김태오,3500,-0.18,-19991,KT 위즈,12577
이정현,3500,-,-,KT 위즈,12937
이시원,3300,-0.27,-12187,KT 위즈,12526
박선우,3300,-,-,KT 위즈,12569
박세진,3300,-0.01,-378608,KT 위즈,12572
조병욱,3300,-,-,KT 위즈,12939
문상인,3300,0.02,158511,KT 위즈,13227
강민성,3300,0.26,12908,KT 위즈,14191
양승혁,3200,-,-,KT 위즈,13233
이상동,3200,0.55,5868,KT 위즈,14109
김성훈,3200,-,-,KT 위즈,14189
이종혁,3100,-,-,KT 위즈,12938
고명성,3100,-,-,KT 위즈,13171
신병률,3100,-,-,KT 위즈,13173
조대현,3100,-,-,KT 위즈,13177
문상준,3100,-0.22,-14114,KT 위즈,14720
이상우,3100,-,-,KT 위즈,15090
안치영,3000,0.32,9296,KT 위즈,13006
박시윤,3000,-,-,KT 위즈,13170
윤강찬,3000,-,-,KT 위즈,13172
백선기,3000,-,-,KT 위즈,13174
박준혁,3000,-,-,KT 위즈,13232
전용주,3000,0.28,10713,KT 위즈,14106
이정훈,3000,-,-,KT 위즈,14107
박민석,3000,-0.08,-37214,KT 위즈,14110
이선우,3000,0.00,-1900623,KT 위즈,14111
지강혁,3000,-,-,KT 위즈,14192
강현우,3000,-0.07,-46111,KT 위즈,14603
한지용,3000,-,-,KT 위즈,14604
서경찬,3000,-,-,KT 위즈,14717
김영현,3000,0.04,71998,KT 위즈,14869
최성민,3000,-,-,KT 위즈,14870
우종휘,3000,-,-,KT 위즈,15093
최동희,3000,-,-,KT 위즈,15094
정정우,3000,-,-,KT 위즈,15095
권성준,3000,-,-,KT 위즈,15096
김병준,3000,0.00,-10681440,KT 위즈,15097
김정운,3000,-0.01,-312870,KT 위즈,15518
정준영,3000,0.38,7818,KT 위즈,15519
손민석,3000,-0.04,-77748,KT 위즈,15520
김건웅,3000,-,-,KT 위즈,15521
이준희,3000,-,-,KT 위즈,15522
류현인,3000,-0.43,-6902,KT 위즈,15523
황의준,3000,-,-,KT 위즈,15524
정진호,3000,-,-,KT 위즈,15525
이준명,3000,-,-,KT 위즈,15526
강건,3000,0.16,19023,KT 위즈,15527
백현수,3000,-,-,KT 위즈,15616
이동관,3000,-,-,KT 위즈,15617
정우성,3000,-,-,KT 위즈,15618
최정태,3000,-,-,KT 위즈,15619
한민우,3000,-,-,KT 위즈,16144
구자욱,200000,5.44,36791,삼성 라이온즈,10892
오승환,140000,0.77,182641,삼성 라이온즈,10367
피렐라,120000,0.70,171965,삼성 라이온즈,14757
뷰캐넌,110000,6.31,17428,삼성 라이온즈,14617
수아레즈,90000,2.52,35762,삼성 라이온즈,15001
강민호,60000,2.61,22999,삼성 라이온즈,10232
와이드너,59800,1.71,34903,삼성 라이온즈,15536
오재일,50000,0.99,50317,삼성 라이온즈,10400
백정현,40000,3.09,12953,삼성 라이온즈,10363
원태인,35000,4.48,7820,삼성 라이온즈,14113
우규민,25000,0.15,164780,삼성 라이온즈,10523
김태훈,18000,-0.62,-28892,삼성 라이온즈,10871
김지찬,16000,2.46,6513,삼성 라이온즈,14618
류지혁,15500,0.38,41156,삼성 라이온즈,10894
강한울,15000,-0.16,-95223,삼성 라이온즈,11255
최채흥,15000,0.21,73083,삼성 라이온즈,13156
최지광,14000,-0.12,-116044,삼성 라이온즈,12934
이승현,12000,0.55,21832,삼성 라이온즈,10527
김헌곤,12000,-0.18,-65249,삼성 라이온즈,10640
김동엽,9000,0.03,259899,삼성 라이온즈,12548
장필준,8000,-0.26,-30359,삼성 라이온즈,11404
이승현,8000,0.05,166778,삼성 라이온즈,14798
김현준,8000,1.24,6431,삼성 라이온즈,14867
이상민,7500,-0.20,-37130,삼성 라이온즈,11169
김재성,7500,0.27,27365,삼성 라이온즈,11344
김대우,7000,0.29,23829,삼성 라이온즈,10685
문용익,6300,0.23,26998,삼성 라이온즈,12885
홍정우,6300,-0.33,-19132,삼성 라이온즈,13242
이재현,6000,2.98,2010,삼성 라이온즈,15034
이재익,5700,0.29,19540,삼성 라이온즈,13244
김호재,5600,-0.20,-27958,삼성 라이온즈,13240
최충연,5500,-0.09,-59554,삼성 라이온즈,12530
허윤동,5400,-0.15,-35223,삼성 라이온즈,14613
김민수,5200,-0.03,-187570,삼성 라이온즈,11266
김도환,5000,-0.13,-38208,삼성 라이온즈,14115
노건우,4800,-0.18,-27227,삼성 라이온즈,11144
양창섭,4800,-0.42,-11318,삼성 라이온즈,13157
송준석,4500,-0.07,-63970,삼성 라이온즈,11200
이성규,4500,-0.03,-130769,삼성 라이온즈,12562
김태훈,4300,-0.43,-9997,삼성 라이온즈,11336
김성윤,4300,2.23,1926,삼성 라이온즈,12936
이해승,4200,0.01,307977,삼성 라이온즈,14121
황동재,4100,-0.07,-58072,삼성 라이온즈,14615
공민규,4000,-0.42,-9540,삼성 라이온즈,13164
안주형,3800,-0.36,-10514,삼성 라이온즈,12988
박주혁,3800,-,-,삼성 라이온즈,14668
김시현,3700,-0.06,-63090,삼성 라이온즈,12932
박세웅,3600,-0.03,-106149,삼성 라이온즈,12651
최하늘,3600,-0.32,-11188,삼성 라이온즈,13152
이재희,3600,0.12,30311,삼성 라이온즈,14799
이태훈,3500,-0.09,-37911,삼성 라이온즈,13160
이병헌,3400,-0.31,-11082,삼성 라이온즈,14117
양우현,3300,-,-,삼성 라이온즈,14116
김동진,3300,1.04,3185,삼성 라이온즈,14863
김서준,3300,-0.07,-46533,삼성 라이온즈,15039
조민성,3300,-0.30,-10888,삼성 라이온즈,15040
김태우,3200,-,-,삼성 라이온즈,13158
윤정빈,3200,-0.12,-26551,삼성 라이온즈,13161
한연욱,3200,-,-,삼성 라이온즈,14664
홍무원,3200,-,-,삼성 라이온즈,14800
김영웅,3200,0.21,15598,삼성 라이온즈,15035
김상민,3200,-0.39,-8223,삼성 라이온즈,15042
김용하,3100,-,-,삼성 라이온즈,13159
박용민,3100,-,-,삼성 라이온즈,13163
김준우,3100,-,-,삼성 라이온즈,14119
홍원표,3100,0.12,26380,삼성 라이온즈,14614
정진수,3100,-,-,삼성 라이온즈,14698
신정환,3100,-,-,삼성 라이온즈,15038
윤정훈,3100,-,-,삼성 라이온즈,15044
서주원,3000,-,-,삼성 라이온즈,13165
맹성주,3000,-,-,삼성 라이온즈,13166
오현석,3000,-,-,삼성 라이온즈,14801
홍승원,3000,-,-,삼성 라이온즈,14864
장재혁,3000,-,-,삼성 라이온즈,15043
이호성,3000,0.62,4873,삼성 라이온즈,15496
박권후,3000,0.00,12211801,삼성 라이온즈,15497
서현원,3000,-,-,삼성 라이온즈,15498
김재상,3000,-0.02,-120535,삼성 라이온즈,15499
신윤호,3000,-,-,삼성 라이온즈,15500
강준서,3000,-0.07,-41715,삼성 라이온즈,15501
김시온,3000,-,-,삼성 라이온즈,15502
류승민,3000,-0.41,-7346,삼성 라이온즈,15503
김민호,3000,-,-,삼성 라이온즈,15504
박시원,3000,-,-,삼성 라이온즈,15505
박장민,3000,-,-,삼성 라이온즈,15506
박진우,3000,-,-,삼성 라이온즈,15507
추신수,170000,1.46,116584,SSG 랜더스,14888
최정,100000,4.85,20613,SSG 랜더스,10106
김광현,100000,4.48,22341,SSG 랜더스,10126
에레디아,90000,4.11,21918,SSG 랜더스,15530
로메로,80000,-,-,SSG 랜더스,15529
문승원,70000,0.78,89613,SSG 랜더스,10783
최주환,65000,1.04,62554,SSG 랜더스,10182
맥카티,60000,3.38,17736,SSG 랜더스,15528
엘리아스,54000,3.54,15247,SSG 랜더스,15644
박종훈,50000,0.39,129359,SSG 랜더스,10131
한유섬,50000,0.35,142766,SSG 랜더스,10815
최지훈,30000,1.55,19355,SSG 랜더스,14587
박성한,27000,4.36,6188,SSG 랜더스,12922
서진용,26500,2.84,9330,SSG 랜더스,10784
노경은,17000,1.64,10340,SSG 랜더스,10203
김강민,16000,0.41,39043,SSG 랜더스,10108
김성현,15000,1.55,9673,SSG 랜더스,10636
김민식,15000,1.70,8833,SSG 랜더스,10707
오원석,14000,1.64,8512,SSG 랜더스,14581
최민준,13000,0.28,46713,SSG 랜더스,13126
이재원,10000,-0.81,-12395,SSG 랜더스,10082
오태곤,10000,0.56,17794,SSG 랜더스,10249
박민호,9500,0.24,39923,SSG 랜더스,11236
전의산,9000,-0.22,-41025,SSG 랜더스,14699
고효준,8500,0.78,10840,SSG 랜더스,10124
강진성,8000,0.20,39361,SSG 랜더스,11148
김태훈,7800,-,-,SSG 랜더스,10133
이흥련,7000,-0.35,-20262,SSG 랜더스,11108
