Name,Team,WAAwithPOS,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,pid
김태훈,21 P,,66,0,64.1,18,6,10,2,88.9,2.24,,,,,,,,,0.0,0.0,,,0.0,108717
김동욱,21 P,,3,0,3.0,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,146817
김성진,21 P,,45,0,41.2,8,3,4,1,87.5,1.51,,,,,,,,,0.0,0.0,,,0.0,148497
조영건,21 P,,1,0,1.0,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,141327
조상우,21 P,,44,0,44.0,3,1,1,1,66.7,0.41,,,,,,,,,0.0,0.0,,,0.0,111267
김정인,21 P,,11,6,31.2,2,1,1,0,100.0,0.57,,,,,,,,,0.0,0.0,,,0.0,115317
김성민,21 P,,46,0,46.2,15,2,11,2,86.7,2.51,,,,,,,,,0.0,0.0,,,0.0,129187
박관진,21 P,,2,0,0.2,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,146937
이주형,21 LF,,1,0,1.0,0,0,0,0,0.0,0.0,-0.01,,0.0,,,,,,-0.01,-0.16,,,-0.001,148557
김재웅,21 P,,51,0,53.1,8,0,6,2,75.0,1.01,,,,,,,,,0.0,0.0,,,0.0,128587
조한민,21 RF,-0.269,53,37,297.0,121,95,22,4,0.967,3.545,0.27,-0.86,-1.16,-0.82,0.0,,0.0,0.0,-2.57,-6.983,-0.139,-2.709,-0.255,142109
김창평,21 LF,-0.098,23,4,60.0,15,11,4,0,1.0,2.25,-1.69,0.64,0.07,0.0,0.0,,0.0,0.0,-0.97,-6.073,-0.015,-0.985,-0.096,141464
김용의,21 1B,0.169,93,3,172.0,172,155,16,1,0.994,8.948,2.12,0.0,0.15,0.0,0.0,,0.0,0.0,2.32,3.592,-0.612,1.708,0.23,104666
페레즈,21 1B,-0.104,75,54,465.0,272,199,63,10,0.963,5.071,-0.87,-0.59,0.48,0.72,0.0,,0.0,0.0,-0.3,-0.576,-0.752,-1.052,-0.03,149919
권민석,21 1B,0.144,29,1,54.0,25,18,6,1,0.96,4.0,1.41,0.0,0.04,-0.01,0.0,,0.0,0.0,1.44,7.15,0.007,1.447,0.143,130791
최정민,21 CF,0.116,22,3,59.0,14,13,1,0,1.0,2.136,1.22,-0.1,0.06,0.0,0.0,,0.0,0.0,1.18,7.724,-0.009,1.171,0.117,108080
김민수,21 2B,0.07,86,48,471.0,266,159,104,3,0.989,5.025,-0.17,0.0,0.49,1.11,0.0,,0.0,0.0,0.52,0.871,0.185,0.705,0.052,129312
신용수,21 CF,-0.653,79,30,306.0,68,63,3,2,0.971,1.941,-4.86,-1.05,-0.18,-0.39,0.0,,0.0,0.0,-6.5,-11.848,-0.08,-6.58,-0.645,141692
신민재,21 2B,0.025,23,4,64.0,28,13,14,1,0.964,3.797,1.22,-0.21,-0.42,-0.41,0.0,,0.0,0.0,0.19,1.19,0.06,0.25,0.019,130566
박지훈,21 1B,0.172,23,1,37.0,29,24,5,0,1.0,7.054,1.5,0.26,0.04,0.0,0.0,,0.0,0.0,1.79,11.207,-0.06,1.73,0.178,147361
이상호,21 2B,-0.081,44,15,181.0,98,48,48,2,0.98,4.773,-1.06,0.0,0.19,-0.44,0.0,,0.0,0.0,-1.0,-3.273,0.18,-0.82,-0.099,111476
오태곤,21 1B,-0.057,128,48,547.0,347,320,24,3,0.991,5.66,2.39,-0.37,-1.01,0.0,0.0,,0.0,0.0,0.95,1.069,-1.52,-0.57,0.094,102494
추재현,21 CF,0.128,97,68,586.0,144,138,4,2,0.986,2.181,2.87,-0.84,-0.39,0.0,0.0,,0.0,0.0,1.64,2.435,-0.346,1.294,0.163,130942
이영빈,21 1B,-0.184,66,34,296.0,240,176,57,7,0.971,7.084,-1.05,0.0,-0.17,-0.3,0.0,,0.0,0.0,-1.51,-3.295,-0.348,-1.858,-0.15,147836
오재원,21 2B,0.142,44,12,168.0,115,62,51,2,0.983,6.054,0.18,0.97,0.19,0.08,0.0,,0.0,0.0,1.15,3.764,0.28,1.43,0.114,101781
문찬종,21 2B,-0.057,12,3,40.0,23,9,14,0,1.0,5.175,0.08,0.0,0.05,-0.74,0.0,,0.0,0.0,-0.62,-7.44,0.043,-0.577,-0.062,145787
박정현,21 SS,0.141,35,27,242.0,134,75,53,6,0.955,4.76,2.14,0.0,-0.19,-1.5,0.0,,0.0,0.0,0.98,4.032,0.446,1.426,0.097,147049
전병우,21 3B,0.007,123,61,618.0,297,158,130,9,0.97,4.194,-0.78,0.0,0.02,0.54,0.0,,0.0,0.0,0.27,0.316,-0.196,0.074,0.027,114227
이형종,21 LF,-0.523,45,35,306.0,64,59,3,2,0.969,1.824,-4.23,0.36,-0.66,0.0,0.0,,0.0,0.0,-4.53,-14.496,-0.746,-5.276,-0.449,125166
오윤석,21 1B,-0.266,27,15,148.0,119,93,24,2,0.983,7.115,-2.66,0.0,0.14,0.28,0.0,,0.0,0.0,-2.24,-11.947,-0.444,-2.684,-0.222,113972
도태훈,21 3B,-0.158,82,16,223.0,109,62,43,4,0.963,4.238,-2.88,0.0,0.19,1.45,0.0,,0.0,0.0,-1.58,-2.775,-0.012,-1.592,-0.157,125605
강승호,21 2B,0.981,133,86,761.0,409,159,242,8,0.98,4.742,6.85,0.0,-0.06,0.17,0.0,,0.0,0.0,7.52,8.142,2.373,9.893,0.746,110871
배성근,21 SS,-0.584,69,21,264.0,134,61,66,7,0.948,4.33,-3.03,0.0,-0.11,-3.56,0.0,,0.0,0.0,-6.7,-13.983,0.81,-5.89,-0.665,132792
강경학,21 3B,0.106,11,5,51.0,23,11,11,1,0.957,3.882,0.79,0.0,0.05,0.2,0.0,,0.0,0.0,1.03,13.484,0.038,1.068,0.102,106769
김태연,21 3B,0.421,60,49,406.0,158,79,72,7,0.956,3.347,4.97,0.07,-0.61,-0.1,0.0,,0.0,0.0,4.43,10.632,-0.191,4.239,0.439,125859
김찬형,21 3B,-0.369,75,30,315.0,132,43,86,3,0.977,3.686,-1.77,0.0,0.33,-2.58,0.0,,0.0,0.0,-3.94,-7.565,0.216,-3.724,-0.391,126224
최정원,21 2B,0.562,75,57,473.0,242,102,133,7,0.971,4.471,3.97,0.0,-0.91,0.63,0.0,,0.0,0.0,3.69,7.085,1.98,5.67,0.366,142215
오윤석,21 2B,0.747,71,30,292.0,197,101,96,0,1.0,6.072,5.66,0.0,0.33,0.9,0.0,,0.0,0.0,7.26,14.725,0.268,7.528,0.72,113978
김호재,21 1B,-0.035,80,13,213.0,129,96,31,2,0.984,5.366,0.38,0.0,0.21,-0.62,0.0,,0.0,0.0,-0.04,-0.072,-0.312,-0.352,-0.004,132403
안재석,21 SS,0.339,94,55,481.0,247,96,138,13,0.947,4.378,0.98,0.0,-0.29,0.52,0.0,,0.0,0.0,1.31,2.007,2.107,3.417,0.13,147711
구본혁,21 2B,0.233,134,7,265.0,130,46,82,2,0.985,4.347,-0.27,0.0,0.34,1.59,0.0,,0.0,0.0,2.14,2.3,0.205,2.345,0.212,141406
김민성,21 3B,0.63,122,107,861.0,242,56,179,7,0.971,2.456,5.49,0.0,0.65,0.08,0.0,,0.0,0.0,6.35,7.495,0.001,6.351,0.63,102386
백동훈,21 CF,0.156,5,2,10.0,6,6,0,0,1.0,5.4,1.3,0.26,0.01,0.0,0.0,,0.0,0.0,1.57,45.216,0.0,1.57,0.156,110841
문성주,21 LF,0.243,34,20,181.0,49,48,0,1,0.98,2.387,3.56,-0.43,-0.32,0.0,0.0,,0.0,0.0,2.81,11.901,-0.365,2.445,0.279,131126
홍창기,21 CF,-0.125,155,132,1117.0,253,247,4,2,0.992,2.022,-1.6,0.35,0.23,0.0,0.0,,0.0,0.0,-1.04,-0.966,-0.222,-1.262,-0.103,125466
안익훈,21 CF,-0.276,50,0,82.0,11,11,0,0,1.0,1.207,-2.45,-0.39,0.1,0.0,0.0,,0.0,0.0,-2.76,-7.949,-0.019,-2.779,-0.274,113476
안권수,21 RF,0.14,81,4,166.0,40,39,1,0,1.0,2.169,2.25,-0.84,0.21,0.0,0.0,,0.0,0.0,1.6,2.844,-0.193,1.407,0.159,145711
이원석,21 CF,-0.229,41,31,300.0,74,72,1,1,0.986,2.19,-1.92,-0.69,0.3,0.0,0.0,,0.0,0.0,-2.31,-8.113,-0.0,-2.31,-0.229,131389
문보경,21 1B,0.245,116,79,664.0,536,429,102,5,0.991,7.197,4.17,0.0,0.52,-0.38,0.0,,0.0,0.0,4.43,5.499,-1.956,2.474,0.439,141376
이주형,21 1B,0.074,6,3,26.0,25,24,1,0,1.0,8.654,0.85,0.0,0.02,0.0,0.0,,0.0,0.0,0.87,20.88,-0.12,0.75,0.086,145916
최민창,21 CF,0.054,4,0,6.0,1,1,0,0,1.0,1.5,0.52,0.01,0.0,0.0,0.0,,0.0,0.0,0.54,19.44,0.0,0.54,0.054,113516
서예일,21 3B,0.046,5,1,10.0,4,1,2,1,0.75,2.7,0.44,0.0,0.01,0.0,0.0,,0.0,0.0,0.46,13.248,0.0,0.46,0.046,125231
한석현,21 LF,-0.105,12,7,58.0,8,7,0,1,0.875,1.086,-0.01,-0.49,-0.44,0.0,0.0,,0.0,0.0,-0.94,-11.28,-0.123,-1.063,-0.093,132506
예진원,21 LF,0.486,55,34,303.0,85,82,3,0,1.0,2.525,4.16,0.7,0.3,0.0,0.0,,0.0,0.0,5.15,13.484,-0.249,4.901,0.511,130937
김지수,21 RF,0.098,12,7,59.0,14,14,0,0,1.0,2.136,0.79,0.22,0.07,0.0,0.0,,0.0,0.0,1.08,12.96,-0.094,0.986,0.107,126629
송호정,21 SS,-0.161,6,2,24.0,5,0,4,1,0.8,1.5,-1.77,0.0,0.04,0.0,0.0,,0.0,0.0,-1.73,-41.52,0.107,-1.623,-0.172,148129
장운호,21 RF,0.409,116,79,727.0,195,190,5,0,1.0,2.414,4.82,-0.45,0.85,0.0,0.0,,0.0,0.0,5.22,6.48,-1.095,4.125,0.518,111229
송성문,21 3B,0.477,76,63,535.0,280,117,156,7,0.975,4.593,4.33,0.0,0.54,-0.26,0.0,,0.0,0.0,4.24,8.034,0.573,4.813,0.421,113767
박정음,21 LF,0.309,47,1,84.0,30,30,0,0,1.0,3.214,3.9,-0.83,0.09,0.0,0.0,,0.0,0.0,3.15,9.651,-0.035,3.115,0.313,108667
신준우,21 SS,-0.018,52,16,164.0,92,32,55,5,0.946,4.774,-0.66,0.0,0.25,-0.27,0.0,,0.0,0.0,-0.67,-1.855,0.488,-0.182,-0.066,146957
이도윤,21 SS,-0.035,54,12,185.0,72,22,46,4,0.944,3.308,-0.93,0.0,-0.27,0.77,0.0,,0.0,0.0,-0.61,-1.627,0.261,-0.349,-0.061,114149
김휘집,21 3B,-0.29,40,23,206.0,69,17,45,7,0.899,2.709,-2.17,0.0,-0.31,-0.3,0.0,,0.0,0.0,-2.98,-10.728,0.052,-2.928,-0.296,147857
김민하,21 RF,0.61,42,28,258.0,76,71,2,3,0.961,2.547,5.53,1.75,-0.71,0.0,0.0,,0.0,0.0,6.58,22.56,-0.427,6.153,0.653,107779
김주형,21 SS,-0.234,34,20,183.0,82,24,53,5,0.939,3.787,-4.36,0.0,0.3,0.56,0.0,,0.0,0.0,-3.52,-14.908,1.165,-2.355,-0.349,142147
박준태,21 RF,-0.275,31,13,136.0,39,39,0,0,1.0,2.581,-2.7,-0.07,0.17,0.0,0.0,,0.0,0.0,-2.6,-12.077,-0.176,-2.776,-0.258,112607
송민섭,21 LF,0.528,123,3,246.0,64,61,3,0,1.0,2.341,3.51,1.74,0.28,0.0,0.0,,0.0,0.0,5.53,6.474,-0.211,5.319,0.549,113428
신본기,21 2B,0.417,113,57,482.0,197,71,122,4,0.98,3.604,3.65,0.0,0.53,-0.94,0.0,,0.0,0.0,3.7,4.715,0.506,4.206,0.367,108408
황윤호,21 3B,-0.211,7,4,41.0,12,2,8,2,0.833,2.195,-2.18,0.0,0.03,0.0,0.0,,0.0,0.0,-2.14,-44.023,0.017,-2.123,-0.212,113630
터커,21 LF,-0.566,129,122,990.0,388,367,18,3,0.992,3.5,-2.83,-0.5,0.4,0.0,0.0,,0.0,0.0,-2.56,-2.858,-3.148,-5.708,-0.254,142240
김민혁,21 LF,-0.194,45,32,244.0,55,54,0,1,0.982,1.992,1.0,-1.58,-0.28,0.0,0.0,,0.0,0.0,-0.85,-2.72,-1.104,-1.954,-0.084,113398
조용호,21 LF,-0.742,151,115,918.0,184,177,7,0,1.0,1.804,-6.32,0.62,0.97,0.0,0.0,,0.0,0.0,-4.73,-4.511,-2.753,-7.483,-0.469,129438
고명성,21 SS,0.019,6,0,6.0,3,0,3,0,1.0,4.5,0.44,0.0,0.01,-0.26,0.0,,0.0,0.0,0.18,4.32,0.013,0.193,0.018,131718
김병희,21 3B,-0.413,33,17,152.0,60,16,39,5,0.917,3.257,-3.39,0.0,0.14,-1.01,0.0,,0.0,0.0,-4.25,-18.545,0.086,-4.164,-0.422,113308
유로결,21 CF,-0.067,34,28,253.0,78,77,1,0,1.0,2.775,-1.64,0.71,0.27,0.0,0.0,,0.0,0.0,-0.67,-2.838,-0.009,-0.679,-0.066,141269
강상원,21 LF,-0.245,35,9,130.0,29,29,0,0,1.0,2.008,-0.94,-1.58,0.14,0.0,0.0,,0.0,0.0,-2.38,-9.792,-0.088,-2.468,-0.236,125649
문상철,21 1B,0.106,22,7,71.0,78,75,3,0,1.0,9.887,1.48,0.0,0.06,0.0,0.0,,0.0,0.0,1.54,10.08,-0.476,1.064,0.153,113338
김태훈,21 RF,-0.131,21,15,118.0,25,24,1,0,1.0,1.907,-2.02,0.78,0.15,0.0,0.0,,0.0,0.0,-1.07,-7.337,-0.252,-1.322,-0.106,113368
김재유,21 CF,-0.411,69,40,377.0,106,99,3,4,0.962,2.435,-3.82,0.31,-0.61,0.0,0.0,,0.0,0.0,-4.13,-8.619,-0.013,-4.143,-0.41,114832
이용규,21 LF,0.091,142,124,1003.0,224,216,5,3,0.987,1.983,3.13,-0.53,0.62,0.0,0.0,,0.0,0.0,3.22,3.265,-2.303,0.917,0.319,100357
김기환,21 LF,-0.014,58,37,321.0,77,74,1,2,0.974,2.103,2.55,-0.6,-0.71,0.0,0.0,,0.0,0.0,1.24,3.079,-1.385,-0.145,0.123,114005
이호연,21 1B,0.211,3,1,12.0,12,10,2,0,1.0,9.0,1.78,0.0,0.01,0.36,0.0,,0.0,0.0,2.15,103.2,-0.023,2.127,0.213,131512
최항,21 2B,0.097,23,15,112.0,70,35,32,3,0.957,5.384,0.34,0.0,0.14,0.11,0.0,,0.0,0.0,0.59,3.694,0.388,0.978,0.059,108104
이창진,21 CF,0.586,107,72,631.0,199,197,1,1,0.995,2.824,6.11,-0.29,0.14,0.0,0.0,,0.0,0.0,5.96,8.021,-0.048,5.912,0.591,112330
강한울,21 3B,-0.453,122,50,550.0,183,64,110,9,0.951,2.847,-5.2,0.0,0.04,0.22,0.0,,0.0,0.0,-4.8,-5.666,0.237,-4.563,-0.476,112553
김성표,21 CF,-0.187,25,3,72.0,18,17,0,1,0.944,2.125,-2.18,0.73,-0.42,0.0,0.0,,0.0,0.0,-1.88,-10.829,0.0,-1.88,-0.187,111093
노진혁,21 SS,0.205,103,96,782.0,299,111,180,8,0.973,3.349,-0.62,0.0,-0.47,0.18,0.0,,0.0,0.0,-1.0,-1.398,3.067,2.067,-0.099,111655
장두성,21 CF,-0.395,39,8,114.0,17,16,0,1,0.941,1.263,-3.87,0.28,-0.38,0.0,0.0,,0.0,0.0,-3.98,-14.695,-0.003,-3.983,-0.395,131552
권희동,21 LF,-0.199,49,28,259.0,55,52,2,1,0.982,1.876,-1.48,0.29,-0.22,0.0,0.0,,0.0,0.0,-1.42,-4.173,-0.587,-2.007,-0.141,111725
김준완,21 CF,0.098,14,1,30.0,11,11,0,0,1.0,3.3,1.47,-0.51,0.03,0.0,0.0,,0.0,0.0,1.01,10.389,-0.019,0.991,0.1,111825
정현,21 2B,-0.096,50,24,239.0,96,42,52,2,0.979,3.54,-0.65,0.0,-0.23,-0.5,0.0,,0.0,0.0,-1.38,-3.974,0.416,-0.964,-0.137,111115
장준원,21 3B,0.029,5,0,9.0,6,3,2,1,0.833,5.0,0.28,0.0,0.0,0.0,0.0,,0.0,0.0,0.29,8.352,0.0,0.29,0.029,112146
박계범,21 SS,0.291,147,98,831.0,385,161,213,11,0.971,4.051,1.01,0.0,-0.38,0.17,0.0,,0.0,0.0,0.83,0.813,2.104,2.934,0.082,111981
조수행,21 LF,0.096,103,11,276.0,101,99,1,1,0.99,3.261,1.36,-0.04,-0.22,0.0,0.0,,0.0,0.0,1.11,1.552,-0.142,0.968,0.11,125241
김규성,21 2B,0.08,49,10,140.0,81,24,53,4,0.951,4.95,0.88,0.0,0.19,0.33,0.0,,0.0,0.0,0.6,1.763,0.202,0.802,0.06,125400
류지혁,21 3B,0.394,90,77,672.0,424,323,93,8,0.981,5.571,4.42,0.0,0.53,0.51,0.0,,0.0,0.0,5.33,8.528,-1.363,3.967,0.529,108940
한동희,21 3B,0.198,129,117,1004.0,311,102,195,14,0.955,2.662,1.19,0.0,0.75,-0.28,0.0,,0.0,0.0,2.0,2.233,-0.002,1.998,0.198,131452
최정용,21 2B,0.198,29,8,101.0,56,22,32,2,0.964,4.812,0.7,0.0,0.12,0.98,0.0,,0.0,0.0,1.78,8.839,0.212,1.992,0.177,114070
정현,21 3B,-0.096,14,5,67.0,31,9,20,2,0.935,3.896,-1.2,0.0,-0.43,0.5,0.0,,0.0,0.0,-1.04,-10.697,0.069,-0.971,-0.103,111114
김성현,21 2B,0.202,120,67,643.0,323,116,199,8,0.975,4.409,0.99,0.0,-0.13,-0.43,0.0,,0.0,0.0,0.44,0.528,1.593,2.033,0.044,106364
천성호,21 1B,-0.12,29,7,90.0,54,35,16,3,0.944,5.1,-1.81,0.0,0.09,0.57,0.0,,0.0,0.0,-1.15,-5.71,-0.064,-1.214,-0.114,146068
권동진,21 SS,-0.181,85,14,241.0,131,47,76,8,0.939,4.593,-1.78,0.0,0.35,-1.02,0.0,,0.0,0.0,-2.45,-4.151,0.63,-1.82,-0.243,147778
정민규,21 3B,-0.02,5,4,28.0,22,8,11,3,0.864,6.107,-0.4,0.0,0.02,-0.19,0.0,,0.0,0.0,-0.19,-5.472,-0.01,-0.2,-0.019,148139
강백호,21 1B,-1.006,139,132,1099.0,1156,1031,106,19,0.984,9.311,2.3,-0.91,-0.07,0.0,0.0,,-0.44,0.0,0.79,0.818,-10.933,-10.143,0.078,131688
최지훈,21 CF,0.475,213,118,1054.0,311,302,7,2,0.994,2.639,3.88,1.27,0.1,0.0,0.0,,0.0,0.0,5.26,3.556,-0.468,4.792,0.522,145874
박준영,21 3B,0.05,125,77,697.0,258,93,156,9,0.965,3.215,0.08,0.0,-0.18,0.22,0.0,,0.0,0.0,-0.88,-1.014,1.388,0.508,-0.087,125225
김인태,21 RF,0.675,122,93,726.0,193,188,5,0,1.0,2.393,7.96,0.17,0.91,0.0,0.0,,0.0,0.0,9.04,10.67,-2.24,6.8,0.897,110981
이재율,21 LF,0.215,14,2,43.0,10,10,0,0,1.0,2.093,1.95,0.24,0.04,0.0,0.0,,0.0,0.0,2.22,22.834,-0.055,2.165,0.22,125255
이재원,21 RF,0.296,57,41,366.0,87,84,3,0,1.0,2.139,3.1,0.24,0.44,0.0,0.0,,0.0,0.0,3.78,9.549,-0.801,2.979,0.375,131046
정진기,21 LF,-0.443,87,41,385.0,89,85,3,1,0.989,2.057,-2.54,-1.19,-0.1,0.0,0.0,,0.0,0.0,-3.83,-6.339,-0.635,-4.465,-0.38,107175
김찬형,21 2B,-0.058,15,6,65.0,36,12,23,1,0.972,4.846,-1.73,0.0,0.09,0.9,0.0,,0.0,0.0,-0.73,-7.008,0.141,-0.589,-0.072,126225
박정우,21 CF,0.122,32,16,159.0,48,47,1,0,1.0,2.717,1.47,-0.39,0.15,0.0,0.0,,0.0,0.0,1.25,5.625,-0.023,1.227,0.124,128690
김헌곤,21 LF,-0.347,135,90,814.0,194,185,8,1,0.995,2.134,-1.97,-0.09,0.31,0.0,0.0,,0.0,0.0,-1.75,-1.867,-1.752,-3.502,-0.174,106403
박승규,21 CF,0.519,45,13,165.0,57,57,0,0,1.0,3.109,6.17,-0.92,0.15,0.0,0.0,,0.0,0.0,5.41,17.312,-0.178,5.232,0.537,141223
김지찬,21 SS,0.314,131,87,762.0,363,117,227,19,0.948,4.063,-1.83,0.0,-1.34,2.45,0.0,,0.0,0.0,-0.63,-0.693,3.795,3.165,-0.062,146183
강경학,21 2B,0.041,12,3,36.0,25,12,12,1,0.96,6.0,-0.03,0.0,0.05,0.33,0.0,,0.0,0.0,0.35,4.2,0.062,0.412,0.035,106760
김성윤,21 RF,-0.276,21,3,51.0,13,11,0,2,0.846,1.941,-1.8,-0.01,-0.94,0.0,0.0,,0.0,0.0,-2.74,-18.789,-0.04,-2.78,-0.272,129363
김현준,21 RF,0.014,11,0,17.0,8,8,0,0,1.0,4.235,0.43,-0.28,0.02,0.0,0.0,,0.0,0.0,0.16,2.095,-0.015,0.145,0.016,148673
지석훈,21 2B,-0.018,32,9,114.0,56,16,39,1,0.982,4.342,-0.57,0.0,0.14,0.06,0.0,,0.0,0.0,-0.37,-1.665,0.185,-0.185,-0.037,106835
최재훈,21 C,1.716,109,100,844.0,767,704,62,1,0.999,8.168,0.18,0.0,2.22,0.0,1.83,,3.51,0.0,7.02,9.274,10.275,17.295,0.696,101709
정진호,21 LF,0.184,44,38,304.0,83,78,3,2,0.976,2.398,4.04,-0.12,-0.72,0.0,0.0,,0.0,0.0,3.2,10.473,-1.342,1.858,0.317,106459
노시환,21 3B,0.563,101,94,823.0,304,107,177,20,0.934,3.106,5.32,0.0,-0.38,0.43,0.0,,0.0,0.0,5.68,8.098,-0.005,5.675,0.563,141259
변상권,21 LF,0.368,65,41,372.0,100,98,2,0,1.0,2.419,3.93,0.84,0.34,0.0,0.0,,0.0,0.0,5.1,11.298,-1.392,3.708,0.506,132237
김수환,21 1B,-0.079,12,11,87.0,63,51,10,2,0.968,6.31,-0.48,0.0,0.07,0.0,0.0,,0.0,0.0,-0.41,-4.92,-0.387,-0.797,-0.041,130967
허정협,21 LF,0.258,15,6,69.0,20,20,0,0,1.0,2.609,2.4,0.36,0.07,0.0,0.0,,0.0,0.0,2.82,27.072,-0.221,2.599,0.28,114987
박주홍,21 LF,0.206,12,6,60.0,31,31,0,0,1.0,4.65,2.64,-0.42,0.06,0.0,0.0,,0.0,0.0,2.28,27.36,-0.199,2.081,0.226,145807
박건우,21 RF,-0.358,145,118,933.0,242,238,3,1,0.996,2.325,-2.19,-0.26,0.66,0.0,0.0,,0.0,0.0,-1.79,-1.778,-1.815,-3.605,-0.178,101891
김현수,21 LF,-0.486,85,78,631.0,133,131,2,0,1.0,1.897,-1.67,-0.76,0.57,0.0,0.0,,0.0,0.0,-1.87,-3.168,-3.031,-4.901,-0.186,101876
오명진,21 2B,-0.177,3,0,5.0,1,1,0,0,1.0,1.8,-1.79,0.0,0.0,0.0,0.0,,0.0,0.0,-1.79,-85.92,0.007,-1.783,-0.178,147371
전민재,21 2B,-0.038,7,0,12.0,6,3,2,1,0.833,3.75,-0.41,0.0,0.01,0.0,0.0,,0.0,0.0,-0.39,-8.023,0.011,-0.379,-0.039,130731
최용제,21 C,0.014,50,14,190.0,160,136,20,4,0.975,7.389,0.23,0.0,-0.89,0.0,-0.69,,-0.82,0.0,-1.79,-5.155,1.931,0.141,-0.178,126491
김민혁,21 1B,-0.006,2,0,3.0,2,2,0,0,1.0,6.0,-0.05,0.0,0.0,0.0,0.0,,0.0,0.0,-0.05,-3.6,-0.01,-0.06,-0.005,129701
신성현,21 1B,-0.216,8,2,30.0,18,12,6,0,1.0,5.4,-2.15,0.0,0.02,0.0,0.0,,0.0,0.0,-2.13,-38.34,-0.045,-2.175,-0.211,114921
장지승,21 RF,-0.122,21,18,146.0,33,32,0,1,0.97,1.973,0.41,-1.32,0.2,0.0,0.0,,0.0,0.0,-0.72,-4.937,-0.507,-1.227,-0.071,148809
노수광,21 CF,-0.032,51,44,377.0,121,117,4,0,1.0,2.889,-1.3,0.68,0.38,0.0,0.0,,0.0,0.0,-0.26,-0.734,-0.059,-0.319,-0.026,112689
김혜성,21 SS,0.295,153,140,1188.0,699,238,426,35,0.95,5.03,-4.24,0.0,0.33,-0.68,0.0,,0.0,0.0,-4.6,-4.329,7.577,2.977,-0.456,129057
이대호,21 1B,-0.366,19,15,119.0,118,107,9,2,0.983,8.773,-2.22,0.0,-0.4,0.0,0.0,,0.07,0.0,-2.51,-19.023,-1.175,-3.685,-0.249,102512
정훈,21 1B,-0.648,118,110,921.0,809,763,45,1,0.999,7.896,-0.22,0.43,0.29,0.0,0.0,,0.0,0.0,0.4,0.488,-6.932,-6.532,0.04,102532
김강민,21 CF,0.16,117,40,567.0,157,149,6,2,0.987,2.46,1.39,0.13,0.08,0.0,0.0,,0.0,0.0,1.61,1.982,0.0,1.61,0.16,101084
한유섬,21 RF,-0.212,126,109,911.0,230,223,5,2,0.991,2.252,0.14,-0.3,0.62,0.0,0.0,,0.0,0.0,0.47,0.537,-2.605,-2.135,0.047,108154
이정범,21 LF,-0.354,19,17,109.0,21,19,1,1,0.952,1.651,-2.53,-0.08,-0.4,0.0,0.0,,0.0,0.0,-3.01,-22.813,-0.555,-3.565,-0.299,131944
김주원,21 SS,0.405,79,53,467.0,247,96,139,12,0.951,4.529,3.74,0.0,-0.29,-1.4,0.0,,0.0,0.0,2.05,3.737,2.034,4.084,0.203,147655
이주찬,21 SS,0.036,2,2,17.0,10,5,5,0,1.0,5.294,0.49,0.0,0.02,-0.2,0.0,,0.0,0.0,0.31,22.32,0.05,0.36,0.031,148192
전민수,21 LF,-0.328,25,8,72.0,12,12,0,0,1.0,1.5,-2.4,-0.7,0.07,0.0,0.0,,0.0,0.0,-3.03,-17.453,-0.279,-3.309,-0.301,104175
강진성,21 1B,-1.424,121,115,971.0,908,839,56,13,0.986,8.296,-5.58,0.0,0.8,0.0,0.0,,0.0,0.0,-5.35,-6.367,-9.005,-14.355,-0.531,111485
이원재,21 1B,-0.262,25,15,133.0,119,107,10,2,0.983,7.917,-1.69,0.0,0.11,0.0,0.0,,0.0,0.0,-1.58,-9.101,-1.057,-2.637,-0.157,129995
이천웅,21 CF,-0.097,68,42,405.0,90,89,1,0,1.0,2.0,-1.49,0.37,0.4,0.0,0.0,,0.0,0.0,-0.72,-1.525,-0.26,-0.98,-0.071,109356
채은성,21 RF,-0.543,85,79,642.0,152,147,4,1,0.993,2.117,-2.65,0.13,0.39,0.0,0.0,,0.0,0.0,-2.14,-3.625,-3.33,-5.47,-0.212,112156
손호영,21 SS,-0.191,8,2,31.0,14,4,8,2,0.857,3.484,-1.31,0.0,-0.45,-0.26,0.0,,0.0,0.0,-2.03,-36.54,0.105,-1.925,-0.201,145906
김주성,21 3B,-0.268,3,1,13.0,3,1,0,2,0.333,0.692,-2.71,0.0,0.01,0.0,0.0,,0.0,0.0,-2.7,-129.6,0.0,-2.7,-0.268,125456
강로한,21 CF,-0.018,16,7,79.0,35,34,0,1,0.971,3.873,-0.03,-0.23,0.08,0.0,0.0,,0.0,0.0,-0.18,-1.62,-0.006,-0.186,-0.018,113892
나승엽,21 1B,-0.03,48,24,231.0,137,107,25,5,0.964,5.143,0.87,0.0,-0.82,0.34,0.0,,0.0,0.0,0.31,0.93,-0.608,-0.298,0.031,147972
