Rank,Name,Team,WAAwithPOS,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,pid
1,최재훈,24 C,0.902,115,95,791.2,811,746,60,5,99.4,9.16,0.35,,0.35,,0.19,1.24,-0.79,,1.57,1.95,8.3,9.88,0.144,101709
4,이재원,24 C,0.277,71,40,354.0,332,304,27,1,99.7,8.42,-0.33,,0.78,,-0.17,0.17,-1.33,,-0.49,-0.99,3.53,3.04,-0.045,100829
7,김강민,24 CF,0.196,31,15,153.1,40,40,0,0,100.0,2.35,1.45,0.38,0.32,,,,,,2.14,7.52,0.0,2.14,0.196,101089
13,박상언,24 C,0.09,26,9,113.0,97,91,5,1,99.0,7.65,-0.15,,-0.09,,,-1.29,1.99,,-0.14,-0.76,1.13,0.99,-0.013,125879
21,한경빈,24 SS,0.015,1,0,2.0,2,1,1,0,100.0,9.0,-0.13,,0.02,0.25,,,,,0.14,20.42,0.02,0.16,0.013,156339
32,노시환,24 3B,-0.024,126,125,1098.1,302,97,196,9,97.0,2.4,-3.43,,3.03,0.56,-0.43,,,,-0.27,-0.28,0.0,-0.27,-0.024,141259
33,장규현,24 C,-0.028,9,0,16.0,10,8,1,1,90.0,5.06,0.0,,-0.44,,,-0.11,0.13,,-0.47,-7.54,0.17,-0.3,-0.043,148119
56,김서현,24 P,,37,0,38.1,5,0,5,0,100.0,1.17,,,,,,,,,0.0,0.0,,,0.0,154219
56,장민재,24 P,,26,0,29.0,2,1,1,0,100.0,0.62,,,,,,,,,0.0,0.0,,,0.0,106109
56,박상원,24 P,,64,0,66.2,6,2,3,1,83.3,0.68,,,,,,,,,0.0,0.0,,,0.0,128719
56,주현상,24 P,,62,0,71.1,12,2,10,0,100.0,1.51,,,,,,,,,0.0,0.0,,,0.0,114159
1,박동원,24 C,1.975,124,109,944.2,890,809,77,4,99.6,8.44,1.14,,1.4,,0.07,2.15,8.55,,10.75,11.91,10.87,21.62,0.982,103876
2,오지환,24 SS,1.027,107,97,858.0,400,150,238,12,97.0,4.07,1.33,,1.59,-0.02,,,,,2.9,3.86,8.34,11.24,0.265,104756
3,박해민,24 CF,0.614,143,128,1127.0,286,283,2,1,99.7,2.28,4.18,0.71,1.84,,,,,,6.72,6.72,0.0,6.72,0.614,111906
27,백승현,24 P,0.0,33,0,26.2,6,0,5,1,83.3,1.69,,,,,,,,,0.0,0.0,0.0,0.0,0.0,130096
27,정우영,24 P,0.0,27,0,22.2,7,0,7,0,100.0,2.78,,,,,,,,,0.0,0.0,0.0,0.0,0.0,141366
31,송찬의,24 LF,-0.013,3,2,17.0,4,4,0,0,100.0,2.12,0.24,-0.34,0.02,,,,,,-0.08,-1.17,-0.06,-0.14,-0.007,131096
36,최명경,24 3B,-0.056,1,0,6.0,2,1,1,0,100.0,3.0,-0.41,,0.04,-0.24,,,,,-0.61,-87.82,0.0,-0.61,-0.056,160266
40,이주헌,24 C,-0.077,3,1,14.0,20,20,0,0,100.0,12.86,0.0,,0.05,,,-0.42,-0.88,,-0.99,-47.48,0.14,-0.85,-0.09,150816
44,손호영,24 3B,-0.117,1,0,3.0,1,0,0,1,0.0,0.0,-0.8,,-0.48,,,,,,-1.28,-1.81,0.0,-1.28,-0.117,145906
48,김성우,24 C,-0.13,4,2,16.0,8,7,1,0,100.0,4.5,-0.09,,0.06,,0.05,-0.3,-1.75,,-1.52,-54.61,0.1,-1.42,-0.139,150856
50,허도환,24 C,-0.195,58,27,250.0,229,219,8,2,99.1,8.17,-0.24,,-0.1,,,-1.17,-4.38,,-4.58,-11.18,2.45,-2.13,-0.418,106846
53,오스틴,24 1B,-0.7,106,105,863.0,810,728,74,8,99.0,8.36,1.3,,0.25,,-0.01,,,,1.54,1.58,-9.2,-7.66,0.141,155326
54,김대원,24 2B,,1,0,1.0,2,1,1,0,100.0,18.0,-0.2,,0.01,,,,,,-0.2,-1.5,,,-0.018,160166
54,김대현,24 P,,35,0,35.0,1,0,1,0,100.0,0.26,,,,,,,,,0.0,0.0,,,0.0,125326
54,유영찬,24 P,,61,0,63.2,8,4,4,0,100.0,1.13,,,,,,,,,0.0,0.0,,,0.0,146696
54,이지강,24 P,,44,2,53.2,10,4,6,0,100.0,1.68,,,,,,,,,0.0,0.0,,,0.0,141436
54,함덕주,24 P,,14,0,11.2,3,0,3,0,100.0,2.31,,,,,,,,,0.0,0.0,,,0.0,110946
54,김유영,24 P,,52,2,47.2,9,0,6,3,66.7,1.13,,,,,,,,,0.0,0.0,,,0.0,112296
54,진우영,24 P,,6,0,7.2,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,160156
54,최동환,24 P,,25,0,22.0,7,4,3,0,100.0,2.86,,,,,,,,,0.0,0.0,,,0.0,105356
54,이종준,24 P,,26,0,26.0,3,1,2,0,100.0,1.04,,,,,,,,,0.0,0.0,,,0.0,146516
54,박명근,24 P,,30,0,25.1,2,0,2,0,100.0,0.71,,,,,,,,,0.0,0.0,,,0.0,154866
54,김진성,24 P,,70,0,70.1,10,4,5,1,90.0,1.15,,,,,,,,,0.0,0.0,,,0.0,111666
54,임준형,24 P,,17,1,13.2,2,1,1,0,100.0,1.32,,,,,,,,,0.0,0.0,,,0.0,141426
54,전준호,24 C,,3,0,5.0,5,4,1,0,100.0,9.0,0.33,,0.02,,,,-0.27,,0.16,7.49,,,0.014,128646
54,김영준,24 P,,14,0,15.1,3,1,2,0,100.0,1.76,,,,,,,,,0.0,0.0,,,0.0,131026
1,유강남,24 C,0.5,50,42,324.2,303,277,23,3,99.0,8.32,0.59,,-0.33,,,1.0,0.89,,1.88,5.2,3.6,5.48,0.171,107532
6,정보근,24 C,0.291,89,42,379.1,373,335,34,4,98.9,8.75,0.41,,-0.64,,0.03,0.39,-0.49,,-0.15,-0.25,3.34,3.18,-0.014,131542
7,손성빈,24 C,0.228,86,52,445.2,443,414,25,4,99.1,8.87,-1.0,,-0.4,,0.22,-1.43,1.43,,-1.61,-2.7,4.1,2.49,-0.147,147962
11,정대선,24 2B,0.093,2,0,4.0,5,2,3,0,100.0,11.25,0.62,,0.02,0.37,,,,,1.01,48.62,0.01,1.02,0.093,154432
33,강태율,24 C,-0.003,10,3,28.0,31,29,1,1,96.8,9.64,0.0,,-0.4,,,-0.12,0.4,,-0.25,-3.55,0.22,-0.03,-0.023,113882
39,강승구,24 C,-0.027,5,0,7.0,6,6,0,0,100.0,7.71,-0.09,,0.03,,,,-0.39,,-0.34,-9.82,0.05,-0.29,-0.031,161022
40,서동욱,24 C,-0.037,32,5,95.0,86,75,10,1,98.8,8.05,-0.15,,-0.16,,0.05,0.18,-1.35,,-1.03,-4.5,0.62,-0.41,-0.094,156242
53,한동희,24 3B,-0.237,6,6,32.1,10,1,7,2,80.0,2.23,-1.75,,-0.78,-0.41,0.34,,,,-2.6,-26.73,0.0,-2.6,-0.237,131452
60,전준우,24 LF,-0.54,47,47,381.1,90,87,2,1,98.9,2.1,-4.1,0.3,-0.07,,,,,,-3.87,-5.11,-2.04,-5.91,-0.353,102662
62,나승엽,24 1B,-1.582,113,111,937.1,891,813,67,11,98.8,8.45,-6.9,,-0.89,,-0.1,,,,-7.89,-9.39,-9.42,-17.31,-0.721,147972
63,현도훈,24 P,,7,0,10.0,3,1,2,0,100.0,2.7,,,,,,,,,0.0,0.0,,,0.0,132712
63,강성우,24 SS,,1,0,1.0,0,0,0,0,0.0,0.0,,,0.01,,,,,,0.01,0.64,,,0.001,160932
63,김상수,24 P,,71,0,73.2,15,1,13,1,93.3,1.71,,,,,,,,,0.0,0.0,,,0.0,104272
63,김강현,24 P,,24,0,25.1,8,3,5,0,100.0,2.84,,,,,,,,,0.0,0.0,,,0.0,126992
63,김원중,24 P,,54,0,63.1,10,3,6,1,90.0,1.28,,,,,,,,,0.0,0.0,,,0.0,108252
63,추재현,24 LF,,2,0,3.0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.05,,,0.0,130942
1,박찬호,24 SS,1.374,132,129,1120.1,564,213,328,23,95.9,4.35,4.92,,-0.6,-0.75,,,,,3.57,3.83,11.48,15.05,0.326,112610
2,김태군,24 C,0.858,101,82,640.2,611,567,38,6,99.0,8.5,0.81,,-0.7,,0.11,-1.1,5.58,,3.03,4.15,6.36,9.39,0.277,104590
3,한준수,24 C,0.447,103,60,600.1,584,541,39,4,99.3,8.7,-0.57,,0.16,,0.21,0.75,-3.09,,-1.61,-2.02,6.5,4.89,-0.147,131130
5,김호령,24 CF,0.215,61,9,177.0,64,62,0,2,96.9,3.15,3.13,-0.14,-0.64,,,,,,2.36,5.3,0.0,2.36,0.215,112980
29,황대인,24 1B,-0.053,2,2,10.0,10,9,1,0,100.0,9.0,-0.51,,0.05,,,,,,-0.46,-22.06,-0.12,-0.58,-0.042,113060
32,고종욱,24 LF,-0.096,8,3,25.0,4,4,0,0,100.0,1.44,-0.8,-0.16,0.03,,,,,,-0.93,-4.78,-0.12,-1.05,-0.085,106590
36,한승택,24 C,-0.145,19,2,47.0,52,43,7,2,96.2,9.57,0.34,,-0.83,,,0.34,-2.5,,-1.9,-13.65,0.31,-1.58,-0.173,111190
43,최형우,24 LF,-0.351,16,15,117.0,16,14,0,2,87.5,1.08,-2.74,0.43,-0.87,,,,,,-3.18,-3.95,-0.66,-3.84,-0.291,103440
45,나성범,24 RF,-0.385,67,67,505.0,97,91,5,1,99.0,1.71,-2.51,0.08,1.02,,,,,,-1.4,-1.98,-2.81,-4.21,-0.128,111620
50,이형범,24 P,,14,0,15.0,5,4,1,0,100.0,3.0,,,,,,,,,0.0,0.0,,,0.0,111590
50,김사윤,24 P,,23,2,37.0,7,0,6,1,85.7,1.46,,,,,,,,,0.0,0.0,,,0.0,113640
50,김민주,24 P,,2,0,1.0,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,160820
50,김승현,24 P,,14,0,18.0,5,0,3,2,60.0,1.5,,,,,,,,,0.0,0.0,,,0.0,126370
50,전상현,24 P,,66,0,66.0,9,2,6,1,88.9,1.09,,,,,,,,,0.0,0.0,,,0.0,125370
50,황동하,24 P,,25,21,103.1,18,5,13,0,100.0,1.57,,,,,,,,,0.0,0.0,,,0.0,150630
50,곽도규,24 P,,67,0,55.2,13,3,7,3,76.9,1.62,,,,,,,,,0.0,0.0,,,0.0,154350
50,최지민,24 P,,54,0,46.0,7,2,4,1,85.7,1.17,,,,,,,,,0.0,0.0,,,0.0,150570
50,정해영,24 P,,53,0,50.2,8,3,5,0,100.0,1.42,,,,,,,,,0.0,0.0,,,0.0,146080
1,장성우,24 C,1.046,114,105,856.1,838,780,56,2,99.8,8.79,-0.84,,2.09,,0.32,-3.44,3.83,,0.82,0.9,10.63,11.45,0.075,102358
4,조대현,24 C,0.392,26,12,120.0,111,100,11,0,100.0,8.33,-0.15,,0.43,,0.05,2.57,0.44,,3.21,17.79,1.08,4.29,0.293,131778
18,김준태,24 C,0.054,18,3,57.1,41,39,2,0,100.0,6.44,-0.01,,0.21,,,-0.44,0.34,,0.0,-0.02,0.6,0.6,0.0,108358
22,강민성,24 1B,0.037,1,0,2.0,2,2,0,0,100.0,9.0,0.42,,0.01,,,,,,0.43,61.21,-0.02,0.41,0.039,141918
39,강현우,24 C,-0.038,17,5,81.0,76,71,3,2,97.4,8.22,-0.24,,-0.71,,,0.35,-0.9,,-1.23,-9.84,0.82,-0.41,-0.112,146038
40,김건형,24 RF,-0.045,12,9,66.0,22,22,0,0,100.0,3.0,-0.7,0.26,0.2,,,,,,-0.25,-2.72,-0.25,-0.5,-0.022,147798
42,박경수,24 2B,-0.051,3,0,3.1,2,1,1,0,100.0,5.4,-0.58,,0.02,,,,,,-0.56,-16.22,0.01,-0.55,-0.051,104698
43,박병호,24 1B,-0.075,32,23,227.1,206,189,15,2,99.0,8.08,1.19,,0.12,,0.06,,,,1.36,1.64,-2.18,-0.82,0.125,104708
46,안현민,24 LF,-0.097,13,6,52.0,14,13,1,0,100.0,2.42,-1.35,0.46,0.06,,,,,,-0.82,-7.41,-0.24,-1.06,-0.075,150928
63,배정대,24 CF,-0.559,113,110,958.0,276,266,3,7,97.5,2.53,-5.7,1.1,-1.52,,,,,,-6.12,-7.8,0.0,-6.12,-0.559,112128
64,오재일,24 1B,-0.783,55,43,406.1,360,339,18,3,99.2,7.91,-4.5,,0.5,,-0.42,,,,-4.41,-6.05,-4.16,-8.57,-0.403,104008
65,박시영,24 P,,24,0,25.1,5,2,3,0,100.0,1.78,,,,,,,,,0.0,0.0,,,0.0,107378
65,주권,24 P,,48,1,58.0,18,5,12,1,94.4,2.64,,,,,,,,,0.0,0.0,,,0.0,113238
65,김영현,24 P,,8,0,7.1,2,0,1,1,50.0,1.23,,,,,,,,,0.0,0.0,,,0.0,148698
65,김민,24 P,,70,1,77.1,13,4,9,0,100.0,1.51,,,,,,,,,0.0,0.0,,,0.0,131678
65,이선우,24 P,,6,1,10.0,2,2,0,0,100.0,1.8,,,,,,,,,0.0,0.0,,,0.0,141118
65,박영현,24 P,,66,0,76.2,10,4,5,1,90.0,1.06,,,,,,,,,0.0,0.0,,,0.0,150898
65,강건,24 P,,4,1,4.0,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,155278
65,박세진,24 P,,6,0,5.1,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,125728
65,성재헌,24 P,,29,1,32.0,10,1,8,1,90.0,2.53,,,,,,,,,0.0,0.0,,,0.0,146678
65,우규민,24 P,,44,0,43.1,7,1,5,1,85.7,1.25,,,,,,,,,0.0,0.0,,,0.0,105238
65,손동현,24 P,,41,0,47.1,8,3,3,2,75.0,1.14,,,,,,,,,0.0,0.0,,,0.0,141088
1,이재현,24 SS,1.529,107,99,862.1,409,186,212,11,97.3,4.15,7.13,,2.13,-1.29,,,,,7.96,10.52,8.78,16.74,0.727,150343
2,강민호,24 C,1.181,120,96,803.0,686,631,53,2,99.7,7.67,-0.56,,1.9,,-0.1,0.95,1.84,,3.47,3.68,9.46,12.93,0.317,102323
10,이병헌,24 C,0.234,90,44,421.2,365,341,21,3,99.2,7.73,-0.5,,0.02,,-0.44,0.01,-0.57,,-1.31,-1.98,3.86,2.56,-0.119,141173
11,디아즈,24 1B,0.206,18,18,151.0,136,121,14,1,99.3,8.05,3.48,,0.24,,0.06,,,,3.78,18.77,-1.52,2.26,0.345,161623
22,류승민,24 RF,0.088,4,0,7.0,3,3,0,0,100.0,3.86,0.96,0.01,0.02,,,,,,0.99,28.43,-0.02,0.97,0.09,155033
36,김민수,24 C,0.001,8,1,23.0,14,12,2,0,100.0,5.48,-0.09,,0.08,,,0.0,-0.22,,-0.16,-2.58,0.17,0.01,-0.015,112663
40,김도환,24 C,-0.032,1,1,6.0,5,5,0,0,100.0,7.5,-0.09,,0.02,,,-0.14,-0.3,,-0.42,-60.41,0.07,-0.35,-0.038,141153
44,박병호,24 1B,-0.049,31,29,248.2,253,223,28,2,99.2,9.08,1.37,,0.23,,0.25,,,,1.85,2.22,-2.38,-0.53,0.169,104703
55,오재일,24 1B,-0.102,12,11,84.2,86,77,9,0,100.0,9.14,-0.76,,0.42,,,,,,-0.34,-0.47,-0.78,-1.12,-0.031,104003
71,김태훈,24 P,,56,0,52.1,13,5,7,1,92.3,2.06,,,,,,,,,0.0,0.0,,,0.0,108713
71,최지광,24 P,,34,0,36.1,6,2,4,0,100.0,1.49,,,,,,,,,0.0,0.0,,,0.0,129343
71,김재윤,24 P,,65,0,66.0,11,1,10,0,100.0,1.5,,,,,,,,,0.0,0.0,,,0.0,114893
71,이상민,24 P,,36,0,30.0,1,1,0,0,100.0,0.3,,,,,,,,,0.0,0.0,,,0.0,111693
71,오승환,24 P,,58,0,55.0,6,1,5,0,100.0,0.98,,,,,,,,,0.0,0.0,,,0.0,103673
71,김대우,24 P,,30,1,34.1,5,0,4,1,80.0,1.05,,,,,,,,,0.0,0.0,,,0.0,106853
71,육선엽,24 P,,11,1,17.0,2,2,0,0,100.0,1.06,,,,,,,,,0.0,0.0,,,0.0,158643
1,이지영,24 C,1.513,117,105,914.2,987,919,61,7,99.3,9.64,1.2,,-0.21,,0.1,1.67,5.34,,6.5,7.61,10.06,16.56,0.594,103124
2,박성한,24 SS,1.059,135,128,1115.0,564,209,332,23,95.9,4.37,1.35,,-1.65,0.75,,,,,0.45,0.47,11.14,11.59,0.041,129224
8,김민식,24 C,0.064,40,30,264.2,240,224,16,0,100.0,8.16,0.64,,0.96,,0.03,-1.79,-2.92,,-2.2,-7.05,2.9,0.7,-0.201,107074
13,김창평,24 RF,0.041,1,1,4.0,3,3,0,0,100.0,6.75,0.46,,0.01,,,,,,0.47,11.34,-0.02,0.45,0.043,141464
19,추신수,24 RF,0.009,6,5,35.0,7,7,0,0,100.0,1.8,0.23,-0.05,0.11,,,,,,0.29,0.53,-0.19,0.1,0.026,148884
22,문승원,24 P,0.0,61,0,60.0,11,2,9,0,100.0,1.65,,,,,,,,,0.0,0.0,0.0,0.0,0.0,107834
32,조형우,24 C,-0.077,19,9,90.1,86,79,6,1,98.8,8.47,-0.01,,-0.18,,,0.12,-2.42,,-1.76,-13.33,0.91,-0.85,-0.161,148064
46,최지훈,24 CF,-0.297,119,113,989.2,249,237,5,7,97.2,2.2,-2.9,1.1,-1.45,,,,,,-3.25,-3.74,0.0,-3.25,-0.297,145874
48,전의산,24 1B,-0.369,22,14,114.0,102,91,9,2,98.0,7.89,-2.4,,-0.44,,-0.26,,,,-3.1,-13.14,-0.94,-4.04,-0.283,146994
51,이로운,24 P,,58,0,56.0,4,1,3,0,100.0,0.64,,,,,,,,,0.0,0.0,,,0.0,154614
51,조병현,24 P,,74,0,73.0,10,6,2,2,80.0,0.99,,,,,,,,,0.0,0.0,,,0.0,148054
51,한두솔,24 P,,64,0,59.1,8,2,5,1,87.5,1.06,,,,,,,,,0.0,0.0,,,0.0,132284
51,박민호,24 P,,19,0,22.2,1,0,1,0,100.0,0.4,,,,,,,,,0.0,0.0,,,0.0,112364
1,김주원,24 SS,1.722,132,115,1023.2,501,196,287,18,96.4,4.25,9.13,,0.05,0.26,,,,,9.43,10.13,9.42,18.85,0.861,147655
2,박민우,24 2B,1.023,98,95,779.1,402,186,210,6,98.5,4.57,4.88,,1.7,0.31,,,,,6.89,8.2,4.31,11.2,0.629,111375
3,김형준,24 C,0.967,116,104,870.1,832,761,59,12,98.6,8.48,0.42,,-2.88,,-0.04,1.15,3.15,,0.86,1.04,9.72,10.58,0.079,130815
10,송승환,24 RF,0.139,2,1,9.0,5,5,0,0,100.0,5.0,1.51,0.01,0.03,,,,,,1.55,74.33,-0.03,1.52,0.141,141725
11,박세혁,24 C,0.134,71,36,357.1,311,290,18,3,99.0,7.76,0.41,,-0.22,,0.16,-0.95,-2.27,,-2.18,-3.84,3.65,1.46,-0.2,108915
15,오영수,24 1B,0.093,10,6,49.2,53,49,4,0,100.0,9.6,1.21,,0.25,,,,,,1.46,10.51,-0.44,1.02,0.133,130825
21,신용석,24 C,0.006,1,0,3.0,4,4,0,0,100.0,12.0,,,0.01,,,,0.04,,0.04,2.64,0.02,0.06,0.003,154525
23,안중열,24 C,-0.015,9,4,45.0,42,39,3,0,100.0,8.4,0.0,,0.16,,,-0.2,-0.92,,-0.69,-9.89,0.53,-0.16,-0.063,113295
45,박한결,24 LF,-0.259,21,13,110.1,21,20,0,1,95.2,1.63,-1.96,0.01,-0.38,,,,,,-2.32,-11.93,-0.52,-2.84,-0.212,154515
49,데이비슨,24 1B,-1.16,109,109,890.1,813,733,69,11,98.6,8.11,-2.26,,-1.12,,0.08,,,,-3.29,-3.62,-9.4,-12.69,-0.301,160665
50,김범준,24 LF,,2,0,3.0,0,0,0,0,0.0,0.0,-0.03,,0.0,,,,,,-0.03,-0.78,,,-0.002,142225
50,류진욱,24 P,,49,0,42.1,12,6,5,1,91.7,2.34,,,,,,,,,0.0,0.0,,,0.0,113555
50,한재승,24 P,,49,0,45.1,8,2,5,1,87.5,1.39,,,,,,,,,0.0,0.0,,,0.0,147645
50,송명기,24 P,,32,0,38.1,1,0,1,0,100.0,0.23,,,,,,,,,0.0,0.0,,,0.0,141555
50,김재열,24 P,,68,0,68.2,10,3,5,2,80.0,1.05,,,,,,,,,0.0,0.0,,,0.0,147475
50,김영규,24 P,,42,0,45.2,11,2,8,1,90.9,1.97,,,,,,,,,0.0,,,,0.0,130885
2,김기연,24 C,0.895,84,61,579.0,501,474,25,2,99.6,7.76,-0.24,,1.09,,-0.26,1.28,2.43,,3.56,5.4,6.24,9.8,0.325,125491
4,양의지,24 C,0.517,76,74,608.1,579,551,24,4,99.3,8.51,0.03,,0.19,,-0.17,-0.93,-1.5,,-1.93,-2.33,7.58,5.66,-0.176,101651
6,정수빈,24 CF,0.471,133,131,1114.0,319,313,5,1,99.7,2.57,2.03,1.31,1.82,,,,,,5.15,5.46,0.0,5.15,0.471,101951
7,허경민,24 3B,0.334,110,109,883.0,225,77,143,5,97.8,2.24,-0.33,,3.55,0.48,-0.05,,,,3.66,4.58,0.0,3.66,0.334,101841
20,임종성,24 3B,0.046,1,1,9.0,2,0,2,0,100.0,2.0,0.44,,0.06,,,,,,0.5,72.24,0.0,0.5,0.046,160691
23,안승한,24 C,0.025,2,1,9.1,7,7,0,0,100.0,6.75,0.0,,0.03,,,-0.14,0.45,,0.2,7.37,0.07,0.28,0.019,113281
24,장승현,24 C,0.015,9,7,58.0,59,57,2,0,100.0,9.16,-0.24,,0.21,,0.05,-0.21,-0.27,,-0.38,-6.16,0.55,0.17,-0.035,110971
26,장규빈,24 C,0.009,3,0,7.0,9,8,1,0,100.0,11.57,-0.09,,0.03,,,,0.13,,0.02,1.11,0.07,0.1,0.002,145701
27,류현준,24 C,0.007,1,0,3.0,4,3,1,0,100.0,12.0,0.0,,0.01,,,,0.07,,0.06,4.18,0.02,0.08,0.005,160761
28,여동건,24 2B,0.006,5,2,21.0,13,5,8,0,100.0,5.57,0.14,,0.13,-0.29,,,,,-0.02,-0.4,0.09,0.07,-0.002,160681
29,권휘,24 P,0.0,8,0,9.0,3,1,1,1,66.7,2.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,136651
33,박민준,24 C,-0.008,4,1,10.0,10,10,0,0,100.0,9.0,0.0,,0.04,,,,-0.28,,-0.16,-4.65,0.07,-0.09,-0.015,155151
38,윤준호,24 C,-0.056,3,0,9.0,5,5,0,0,100.0,5.0,0.0,,0.03,,,,-1.02,,-0.68,-32.69,0.07,-0.61,-0.062,155121
40,김재호,24 SS,-0.063,52,38,326.0,148,65,76,7,95.3,3.89,-3.93,,-0.62,0.89,,,,,-3.66,-9.26,2.98,-0.68,-0.335,101741
55,김재환,24 LF,-0.437,45,43,335.1,71,71,0,0,100.0,1.91,-3.11,-0.27,0.38,,,,,,-3.0,-3.18,-1.78,-4.78,-0.274,106431
57,라모스,24 RF,-0.49,79,79,654.2,131,123,4,4,96.9,1.75,-1.65,-0.24,-0.03,,,,,,-1.92,-3.46,-3.44,-5.36,-0.175,150001
58,양석환,24 1B,-0.711,131,130,1118.0,1038,943,85,10,99.0,8.28,2.55,,0.51,,0.21,,,,3.27,3.32,-11.06,-7.79,0.299,112131
59,김강률,24 P,,52,0,42.0,9,4,5,0,100.0,1.93,,,,,,,,,0.0,0.0,,,0.0,106901
59,박치국,24 P,,50,0,48.0,10,1,8,1,90.0,1.69,,,,,,,,,0.0,0.0,,,0.0,128501
59,정철원,24 P,,33,0,32.1,2,0,2,0,100.0,0.56,,,,,,,,,0.0,0.0,,,0.0,130711
59,오명진,24 2B,,1,0,1.0,0,0,0,0,0.0,0.0,-0.28,,0.01,,,,,,-0.27,-19.42,,,-0.025,147371
59,이교훈,24 P,,32,0,35.1,7,5,2,0,100.0,1.78,,,,,,,,,0.0,0.0,,,0.0,141731
59,김동주,24 P,,14,9,50.0,5,2,3,0,100.0,0.9,,,,,,,,,0.0,0.0,,,0.0,147691
59,이영하,24 P,,56,1,65.1,12,4,6,2,83.3,1.38,,,,,,,,,0.0,0.0,,,0.0,125681
59,김호준,24 P,,15,1,13.1,2,0,2,0,100.0,1.35,,,,,,,,,0.0,0.0,,,0.0,132681
59,이병헌,24 P,,76,0,65.1,16,2,13,1,93.8,2.07,,,,,,,,,0.0,0.0,,,0.0,150991
59,홍건희,24 P,,64,0,59.1,14,1,12,1,92.9,1.97,,,,,,,,,0.0,0.0,,,0.0,106961
59,김민규,24 P,,12,4,25.0,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,130721
59,박정수,24 P,,28,1,29.2,3,0,2,1,66.7,0.61,,,,,,,,,0.0,0.0,,,0.0,113001
59,최승용,24 P,,12,6,27.0,4,0,4,0,100.0,1.33,,,,,,,,,0.0,0.0,,,0.0,147701
59,김명신,24 P,,32,0,32.2,5,2,3,0,100.0,1.38,,,,,,,,,0.0,0.0,,,0.0,128471
59,김민혁,24 1B,,1,0,1.0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.12,,,0.0,129701
59,최지강,24 P,,52,0,50.0,12,2,9,1,91.7,1.98,,,,,,,,,0.0,0.0,,,0.0,151271
59,김택연,24 P,,60,0,65.0,7,1,6,0,100.0,0.97,,,,,,,,,0.0,0.0,,,0.0,160671
1,김혜성,24 2B,1.142,119,118,1015.0,616,258,342,16,97.4,5.32,8.6,,-1.9,0.48,,,,,7.18,8.15,5.32,12.5,0.656,129057
3,김재현,24 C,0.787,109,85,758.1,682,627,48,7,99.0,8.01,-1.18,,-0.78,,-0.12,2.21,0.98,,0.81,1.06,7.8,8.61,0.074,108707
5,김건희,24 C,0.296,66,49,431.2,295,267,24,4,98.6,6.07,-0.32,,-0.45,,-0.37,-1.12,0.91,,-1.63,-2.83,4.87,3.24,-0.149,154727
24,김시앙,24 C,0.034,6,2,19.1,20,20,0,0,100.0,9.31,-0.09,,0.07,,,,0.32,,0.2,4.86,0.17,0.37,0.019,148517
28,이형종,24 RF,-0.007,29,26,218.2,60,59,0,1,98.3,2.43,0.87,-0.05,0.16,,,,,,0.98,4.03,-1.06,-0.08,0.09,125167
31,송지후,24 2B,-0.012,1,0,3.0,0,0,0,0,0.0,0.0,-0.16,,0.02,,,,,,-0.14,-10.1,0.01,-0.13,-0.013,161307
36,박성빈,24 C,-0.047,12,4,37.0,27,24,2,1,96.3,6.32,0.0,,-0.37,,,-0.12,-0.38,,-0.76,-9.08,0.24,-0.52,-0.069,154797
41,박준형,24 C,-0.094,4,2,12.1,7,7,0,0,100.0,5.11,0.0,,0.04,,,-0.24,-1.36,,-1.15,-41.35,0.12,-1.03,-0.105,142117
46,김동헌,24 C,-0.123,2,2,14.0,11,10,0,1,90.9,6.43,0.0,,-0.45,,,-0.73,-0.47,,-1.51,-109.07,0.17,-1.35,-0.138,154737
55,이원석,24 1B,-0.254,12,12,87.0,91,85,4,2,97.8,9.21,-1.45,,-0.57,,,,,,-2.02,-7.46,-0.76,-2.78,-0.185,101807
58,이재상,24 SS,-0.344,35,28,221.0,98,44,50,4,95.9,3.83,-3.25,,-0.05,-2.19,,,,,-5.49,-21.96,1.72,-3.77,-0.501,161247
59,최주환,24 1B,-0.499,122,116,1027.2,972,906,60,6,99.4,8.46,2.39,,2.07,,0.29,,,,4.75,5.26,-10.22,-5.47,0.434,101827
61,김윤하,24 P,,18,12,79.0,12,2,9,1,91.7,1.25,,,,,,,,,0.0,0.0,,,0.0,161237
61,김선기,24 P,,41,6,76.1,11,0,11,0,100.0,1.3,,,,,,,,,0.0,0.0,,,0.0,130927
