선수,연봉(만원),팀,pid,연도,팀연봉순위,전체연봉순위,계약금(만원),계약금(만원)분할,연봉 총수령액(만원)
윤수호,4000,두산 베어스,11319,2022,46,423,0,0,4000
윤정빈,3000,삼성 라이온즈,13161,2022,59,581,0,0,3000
윤정현,4100,키움 히어로즈,14131,2022,39,417,0,0,4100
윤정훈,3000,삼성 라이온즈,15044,2022,59,581,0,0,3000
윤준혁,3000,KT 위즈,14605,2022,59,581,0,0,3000
윤중현,6500,KIA 타이거즈,13122,2022,29,313,0,0,6500
윤태현,3000,SSG 랜더스,15023,2022,55,581,0,0,3000
윤태호,3000,두산 베어스,15104,2022,63,581,0,0,3000
윤형준,4000,NC 다이노스,11135,2022,42,423,0,0,4000
윤호솔,6350,한화 이글스,11170,2022,29,329,0,0,6350
이강욱,3000,LG 트윈스,13107,2022,67,581,0,0,3000
이강준,3000,롯데 자이언츠,14601,2022,54,581,0,0,3000
이건욱,3200,SSG 랜더스,11242,2022,49,525,0,0,3200
이교훈,3300,두산 베어스,14173,2022,51,500,0,0,3300
이기순,3000,SSG 랜더스,15028,2022,55,581,0,0,3000
이기용,3000,삼성 라이온즈,14868,2022,59,581,0,0,3000
이대호,80000,롯데 자이언츠,10251,2022,1,27,80000,40000,120000
이도윤,3400,한화 이글스,11414,2022,46,491,0,0,3400
이동규,3000,LG 트윈스,12553,2022,67,581,0,0,3000
이명기,17500,NC 다이노스,10119,2022,17,155,0,0,17500
이명기,3000,키움 히어로즈,14212,2022,55,581,0,0,3000
이명종,3000,키움 히어로즈,15073,2022,55,581,0,0,3000
이민석,3000,두산 베어스,15129,2022,63,581,0,0,3000
이민석,3000,롯데 자이언츠,15045,2022,54,581,0,0,3000
이민우,4800,한화 이글스,13003,2022,38,393,0,0,4800
이민호,9800,LG 트윈스,14589,2022,30,243,0,0,9800
이민호,10000,NC 다이노스,11151,2022,25,228,0,0,10000
이병규,3000,키움 히어로즈,12859,2022,55,581,0,0,3000
이병헌,3000,두산 베어스,15099,2022,63,581,0,0,3000
이병헌,3000,삼성 라이온즈,14117,2022,59,581,0,0,3000
이상규,3700,LG 트윈스,13245,2022,55,464,0,0,3700
이상민,5500,삼성 라이온즈,11169,2022,34,360,0,0,5500
이상우,3000,KT 위즈,15090,2022,59,581,0,0,3000
이상혁,3000,한화 이글스,15139,2022,63,581,0,0,3000
이상호,8500,LG 트윈스,11147,2022,32,262,0,0,8500
이성곤,6400,한화 이글스,11206,2022,28,326,0,0,6400
이성규,5000,삼성 라이온즈,12562,2022,37,376,0,0,5000
이성민,3000,한화 이글스,15019,2022,63,581,0,0,3000
이성원,3000,한화 이글스,13140,2022,63,581,0,0,3000
이성주,3000,KIA 타이거즈,15061,2022,62,581,0,0,3000
이세호,3000,키움 히어로즈,15075,2022,55,581,0,0,3000
이수민,3300,삼성 라이온즈,11196,2022,53,500,0,0,3300
이승관,3100,한화 이글스,13135,2022,59,559,0,0,3100
이승민,4100,삼성 라이온즈,14616,2022,45,417,0,0,4100
이승재,11600,KIA 타이거즈,14787,2022,18,206,0,0,11600
이승진,11000,두산 베어스,12678,2022,26,212,0,0,11000
이승헌,5300,롯데 자이언츠,13146,2022,33,368,0,0,5300
이승현,45000,삼성 라이온즈,10527,2022,9,76,0,0,45000
이승현,40500,삼성 라이온즈,14798,2022,11,82,0,0,40500
이승호,8500,키움 히어로즈,12865,2022,22,262,0,0,8500
이시원,3300,KT 위즈,12526,2022,51,500,0,0,3300
이영빈,18500,LG 트윈스,14783,2022,19,148,0,0,18500
이영재,9000,KIA 타이거즈,14826,2022,23,252,0,0,9000
이영준,6000,키움 히어로즈,12997,2022,31,334,0,0,6000
이영하,16000,두산 베어스,12568,2022,16,160,0,0,16000
이용규,40000,키움 히어로즈,10035,2022,5,84,0,0,40000
이용준,13000,NC 다이노스,14763,2022,18,183,0,0,13000
이용찬,40000,NC 다이노스,10217,2022,8,68,50000,16666,56666
이우석,3300,NC 다이노스,11360,2022,48,500,0,0,3300
이우성,4100,KIA 타이거즈,11099,2022,38,417,0,0,4100
이우찬,5000,LG 트윈스,10749,2022,43,376,0,0,5000
이원석,30000,삼성 라이온즈,10180,2022,9,76,30000,15000,45000
이원석,3300,한화 이글스,13138,2022,49,500,0,0,3300
이원재,3000,두산 베어스,15101,2022,63,581,0,0,3000
이유찬,6000,두산 베어스,12894,2022,39,334,0,0,6000
이의리,39000,KIA 타이거즈,14788,2022,8,85,0,0,39000
이인복,8500,롯데 자이언츠,11232,2022,20,262,0,0,8500
이인한,3000,KIA 타이거즈,14690,2022,62,581,0,0,3000
이인혁,3000,NC 다이노스,13090,2022,53,581,0,0,3000
이재민,3000,한화 이글스,15020,2022,63,581,0,0,3000
이재용,3000,NC 다이노스,12902,2022,53,581,0,0,3000
이재원,5200,LG 트윈스,13104,2022,42,374,0,0,5200
이재원,100000,SSG 랜더스,10082,2022,9,37,0,0,100000
이재익,3700,삼성 라이온즈,13244,2022,51,464,0,0,3700
이재학,18000,NC 다이노스,10220,2022,16,152,0,0,18000
이재현,3000,삼성 라이온즈,15034,2022,59,581,0,0,3000
이재홍,6000,키움 히어로즈,14854,2022,31,334,0,0,6000
이재희,19000,삼성 라이온즈,14799,2022,16,144,0,0,19000
이정범,3200,SSG 랜더스,13194,2022,49,525,0,0,3200
이정용,14000,LG 트윈스,14134,2022,22,173,0,0,14000
이정현,3500,KT 위즈,12937,2022,48,475,0,0,3500
이정후,75000,키움 히어로즈,12906,2022,4,57,0,0,75000
이정훈,4000,KIA 타이거즈,12916,2022,39,423,0,0,4000
이종민,3000,키움 히어로즈,14576,2022,55,581,0,0,3000
이종완,3000,한화 이글스,14879,2022,63,581,0,0,3000
이종혁,3100,KT 위즈,12938,2022,55,559,0,0,3100
이주헌,3000,LG 트윈스,15081,2022,67,581,0,0,3000
이주형,3000,NC 다이노스,15116,2022,53,581,0,0,3000
이주형,9000,키움 히어로즈,14855,2022,20,252,0,0,9000
이준기,7000,한화 이글스,14875,2022,26,291,0,0,7000
이준범,6000,KIA 타이거즈,14823,2022,31,334,0,0,6000
이준영,6700,KIA 타이거즈,11303,2022,28,310,0,0,6700
이준혁,3000,NC 다이노스,15111,2022,53,581,0,0,3000
이준형,3500,KIA 타이거즈,10903,2022,50,475,0,0,3500
이지강,3000,LG 트윈스,14143,2022,67,581,0,0,3000
이지영,30000,키움 히어로즈,10312,2022,9,93,0,0,30000
이지훈,3000,LG 트윈스,15082,2022,67,581,0,0,3000
이진영,3600,한화 이글스,12539,2022,42,469,0,0,3600
이찬혁,3100,LG 트윈스,12909,2022,66,559,0,0,3100
이창재,6700,KT 위즈,11320,2022,37,310,0,0,6700
이창진,7000,KIA 타이거즈,11233,2022,25,291,0,0,7000
이채호,3000,KT 위즈,13130,2022,59,581,0,0,3000
이천웅,10000,LG 트윈스,10935,2022,27,228,0,0,10000
이충호,3200,한화 이글스,11116,2022,54,525,0,0,3200
이태양,12000,SSG 랜더스,10609,2022,25,193,0,0,12000
이태오,3000,롯데 자이언츠,10887,2022,54,581,0,0,3000
이태훈,3500,삼성 라이온즈,13160,2022,52,475,0,0,3500
이학주,7000,롯데 자이언츠,14114,2022,24,291,0,0,7000
이한,3000,NC 다이노스,15114,2022,53,581,0,0,3000
이해승,3000,삼성 라이온즈,14121,2022,59,581,0,0,3000
이해창,6000,한화 이글스,10391,2022,30,334,0,0,6000
이현석,5000,SSG 랜더스,11369,2022,42,376,0,0,5000
이현승,10000,두산 베어스,10221,2022,27,228,0,0,10000
이현우,3000,NC 다이노스,15117,2022,53,581,0,0,3000
이형범,8100,두산 베어스,11159,2022,32,270,0,0,8100
이형종,12000,LG 트윈스,12516,2022,24,193,0,0,12000
이호연,3000,롯데 자이언츠,13151,2022,54,581,0,0,3000
이흥련,9000,SSG 랜더스,11108,2022,32,252,0,0,9000
이희재,3000,SSG 랜더스,13133,2022,55,581,0,0,3000
임근우,3000,SSG 랜더스,15122,2022,55,581,0,0,3000
임기영,14000,KIA 타이거즈,10909,2022,14,173,0,0,14000
임대한,4000,삼성 라이온즈,12558,2022,46,423,0,0,4000
임도혁,2700,KT 위즈,12576,2022,81,830,0,0,2700
임석진,3000,KIA 타이거즈,12612,2022,62,581,0,0,3000
임성준,3000,SSG 랜더스,15031,2022,55,581,0,0,3000
임정우,5000,LG 트윈스,10713,2022,43,376,0,0,5000
임정호,10500,NC 다이노스,11168,2022,24,220,0,0,10500
임종찬,3600,한화 이글스,14706,2022,42,469,0,0,3600
임준섭,4000,한화 이글스,10795,2022,40,423,0,0,4000
임준형,4000,LG 트윈스,14142,2022,49,423,0,0,4000
임준형,3000,두산 베어스,15107,2022,63,581,0,0,3000
임지민,3000,NC 다이노스,15115,2022,53,581,0,0,3000
임지섭,3000,LG 트윈스,11211,2022,67,581,0,0,3000
임지열,3200,키움 히어로즈,11225,2022,49,525,0,0,3200
임찬규,20000,LG 트윈스,10652,2022,17,134,0,0,20000
임창민,12000,두산 베어스,10452,2022,23,193,0,0,12000
임태윤,8000,두산 베어스,14772,2022,33,273,0,0,8000
장규현,10200,한화 이글스,14811,2022,20,225,0,0,10200
장두성,3500,롯데 자이언츠,13155,2022,42,475,0,0,3500
장민기,13500,KIA 타이거즈,14789,2022,15,179,0,0,13500
장민재,7600,한화 이글스,10610,2022,25,285,0,0,7600
장빈,3000,두산 베어스,14837,2022,63,581,0,0,3000
장성우,50000,KT 위즈,10235,2022,5,43,180000,45000,95000
장승현,7800,두산 베어스,11097,2022,34,284,0,0,7800
장시환,21000,한화 이글스,10453,2022,8,131,0,0,21000
장우준,6000,SSG 랜더스,14857,2022,39,334,0,0,6000
장운호,5350,한화 이글스,11122,2022,36,367,0,0,5350
장원준,5000,두산 베어스,10299,2022,42,376,0,0,5000
장재영,93100,키움 히어로즈,14784,2022,3,45,0,0,93100
장재혁,3000,KIA 타이거즈,14657,2022,62,581,0,0,3000
장재혁,3000,삼성 라이온즈,15043,2022,59,581,0,0,3000
장준원,3800,KT 위즈,11214,2022,47,458,0,0,3800
장지수,3200,KIA 타이거즈,14178,2022,57,525,0,0,3200
장지승,3200,한화 이글스,14880,2022,54,525,0,0,3200
장지훈,16500,SSG 랜더스,14804,2022,18,158,0,0,16500
장진혁,5800,한화 이글스,12583,2022,32,354,0,0,5800
장필준,12000,삼성 라이온즈,11404,2022,20,193,0,0,12000
장현식,20000,KIA 타이거즈,11164,2022,10,134,0,0,20000
전경원,3200,SSG 랜더스,13129,2022,49,525,0,0,3200
전민수,5000,NC 다이노스,10417,2022,36,376,0,0,5000
전민재,3200,두산 베어스,13073,2022,55,525,0,0,3200
전병우,7000,키움 히어로즈,11422,2022,26,291,0,0,7000
전사민,3000,NC 다이노스,14156,2022,53,581,0,0,3000
전상현,11000,KIA 타이거즈,12537,2022,19,212,0,0,11000
전승우,3000,한화 이글스,15138,2022,63,581,0,0,3000
전영준,3000,SSG 랜더스,15032,2022,55,581,0,0,3000
전용주,2800,KT 위즈,14106,2022,80,829,0,0,2800
전유수,8000,KT 위즈,10841,2022,34,273,0,0,8000
전의산,3000,SSG 랜더스,14699,2022,55,581,0,0,3000
전준우,50000,롯데 자이언츠,10266,2022,9,74,0,0,50000
전준호,3200,LG 트윈스,12864,2022,62,525,0,0,3200
전진영,3000,KT 위즈,14885,2022,59,581,0,0,3000
전진우,3000,SSG 랜더스,14154,2022,55,581,0,0,3000
전창민,3000,두산 베어스,14171,2022,63,581,0,0,3000
전희범,3000,두산 베어스,15103,2022,63,581,0,0,3000
정구범,3000,NC 다이노스,14595,2022,53,581,0,0,3000
정대혁,3000,롯데 자이언츠,14995,2022,54,581,0,0,3000
정동윤,3000,SSG 랜더스,12571,2022,55,581,0,0,3000
정민규,18100,한화 이글스,14813,2022,13,150,0,0,18100
정범모,4700,NC 다이노스,10772,2022,38,397,0,0,4700
정보근,3400,롯데 자이언츠,13154,2022,43,491,0,0,3400
정성곤,7500,SSG 랜더스,11321,2022,34,286,0,0,7500
정성종,4100,롯데 자이언츠,13147,2022,39,417,0,0,4100
정수빈,60000,두산 베어스,10195,2022,5,48,160000,26666,86666
정연제,3000,키움 히어로즈,14850,2022,55,581,0,0,3000
정우람,80000,한화 이글스,10156,2022,4,50,0,0,80000
정우영,28000,LG 트윈스,14136,2022,10,105,0,0,28000
정우준,8100,롯데 자이언츠,14795,2022,22,270,0,0,8100
정유석,3000,두산 베어스,15105,2022,63,581,0,0,3000
정은원,19080,한화 이글스,13137,2022,11,143,0,0,19080
정이황,3000,한화 이글스,14127,2022,63,581,0,0,3000
정재원,3000,키움 히어로즈,14701,2022,55,581,0,0,3000
정정우,3000,KT 위즈,15095,2022,59,581,0,0,3000
정주현,8000,LG 트윈스,10480,2022,33,273,0,0,8000
정주후,3200,KT 위즈,11337,2022,52,525,0,0,3200
정진기,5500,NC 다이노스,10717,2022,34,360,0,0,5500
정찬헌,28000,키움 히어로즈,10533,2022,10,105,0,0,28000
정철원,3000,두산 베어스,13071,2022,63,581,0,0,3000
정해영,17000,KIA 타이거즈,14608,2022,11,157,0,0,17000
정현,4300,NC 다이노스,11111,2022,40,411,0,0,4300
정훈,55000,롯데 자이언츠,10253,2022,5,58,50000,16666,71666
조건희,10000,LG 트윈스,14782,2022,27,228,0,0,10000
조대현,3000,KT 위즈,13177,2022,59,581,0,0,3000
조무근,3300,롯데 자이언츠,11322,2022,44,500,0,0,3300
조민석,3000,NC 다이노스,15119,2022,53,581,0,0,3000
조민성,3000,삼성 라이온즈,15040,2022,59,581,0,0,3000
조병욱,3400,KT 위즈,12939,2022,49,491,0,0,3400
조병현,10000,SSG 랜더스,14805,2022,29,228,0,0,10000
조선명,3000,LG 트윈스,13106,2022,67,581,0,0,3000
조성훈,3000,SSG 랜더스,13125,2022,55,581,0,0,3000
조세진,3000,롯데 자이언츠,15046,2022,54,581,0,0,3000
조수행,8500,두산 베어스,12524,2022,31,262,0,0,8500
조영건,3400,키움 히어로즈,14132,2022,46,491,0,0,3400
조요한,7300,SSG 랜더스,14858,2022,35,289,0,0,7300
조용호,24000,KT 위즈,12943,2022,17,124,0,0,24000
조원태,3000,LG 트윈스,15078,2022,67,581,0,0,3000
조은,11000,한화 이글스,14810,2022,19,212,0,0,11000
조이현,6500,SSG 랜더스,11284,2022,36,313,0,0,6500
조현우,9500,KT 위즈,11316,2022,27,246,0,0,9500
조현진,8000,한화 이글스,14877,2022,23,273,0,0,8000
조형우,16000,SSG 랜더스,14806,2022,19,160,0,0,16000
조효원,3000,NC 다이노스,15055,2022,53,581,0,0,3000
주권,29500,KT 위즈,11323,2022,11,102,0,0,29500
주성원,3000,키움 히어로즈,14133,2022,55,581,0,0,3000
주승빈,3000,키움 히어로즈,15072,2022,55,581,0,0,3000
주승우,3000,키움 히어로즈,15067,2022,55,581,0,0,3000
주한울,10000,삼성 라이온즈,14802,2022,23,228,0,0,10000
주현상,5080,한화 이글스,11415,2022,37,375,0,0,5080
지명성,10200,KT 위즈,14775,2022,26,225,0,0,10200
지시완,6000,롯데 자이언츠,11413,2022,29,334,0,0,6000
진명호,6500,롯데 자이언츠,10301,2022,25,313,0,0,6500
진승현,3000,롯데 자이언츠,15047,2022,54,581,0,0,3000
진해수,30000,LG 트윈스,10075,2022,8,93,0,0,30000
차동영,3000,삼성 라이온즈,15037,2022,59,581,0,0,3000
차우찬,30000,LG 트윈스,10381,2022,8,93,0,0,30000
채은성,28000,LG 트윈스,11215,2022,10,105,0,0,28000
채지선,4000,LG 트윈스,11387,2022,49,423,0,0,4000
천성호,4400,KT 위즈,14606,2022,44,410,0,0,4400
천재환,3000,NC 다이노스,13261,2022,53,581,0,0,3000
천현재,3000,두산 베어스,15128,2022,63,581,0,0,3000
최건,3000,롯데 자이언츠,13169,2022,54,581,0,0,3000
최경모,3000,SSG 랜더스,14151,2022,55,581,0,0,3000
최동환,6000,LG 트윈스,10535,2022,39,334,0,0,6000
최동희,3000,KT 위즈,15094,2022,59,581,0,0,3000
최민재,3200,롯데 자이언츠,13004,2022,48,525,0,0,3200
최민준,6500,SSG 랜더스,13126,2022,36,313,0,0,6500
최민창,3200,LG 트윈스,11351,2022,62,525,0,0,3200
최보성,3200,NC 다이노스,13087,2022,51,525,0,0,3200
최상민,3000,SSG 랜더스,13195,2022,55,581,0,0,3000
최성민,8000,KT 위즈,14870,2022,34,273,0,0,8000
최성훈,10500,LG 트윈스,10851,2022,26,220,0,0,10500
최세창,3100,두산 베어스,14574,2022,60,559,0,0,3100
최승민,3300,NC 다이노스,14187,2022,48,500,0,0,3300
최승용,11500,두산 베어스,14770,2022,24,207,0,0,11500
최영진,6500,삼성 라이온즈,10934,2022,28,313,0,0,6500
최영환,4700,롯데 자이언츠,11276,2022,37,397,0,0,4700
최용제,6500,두산 베어스,12649,2022,36,313,0,0,6500
최용준,3100,KIA 타이거즈,14658,2022,59,559,0,0,3100
최용하,3000,LG 트윈스,15080,2022,67,581,0,0,3000
최우재,3000,NC 다이노스,12621,2022,53,581,0,0,3000
최원영,3000,LG 트윈스,15084,2022,67,581,0,0,3000
최원준,34000,두산 베어스,12852,2022,9,88,0,0,34000
최원태,31000,키움 히어로즈,11379,2022,8,91,0,0,31000
최유빈,3000,SSG 랜더스,15033,2022,55,581,0,0,3000
최이경,3000,한화 이글스,14715,2022,63,581,0,0,3000
최재훈,100000,한화 이글스,10170,2022,1,23,160000,32000,132000
최정,120000,SSG 랜더스,10106,2022,7,27,0,0,120000
최정민,3600,KIA 타이거즈,10808,2022,47,469,0,0,3600
최정용,3800,KIA 타이거즈,11407,2022,45,458,0,0,3800
최주환,65000,SSG 랜더스,10182,2022,11,43,120000,30000,95000
최준용,10700,롯데 자이언츠,14624,2022,17,219,0,0,10700
최준우,4500,SSG 랜더스,13128,2022,43,403,0,0,4500
최지강,3000,두산 베어스,15127,2022,63,581,0,0,3000
최지민,3000,KIA 타이거즈,15057,2022,62,581,0,0,3000
최지훈,15000,SSG 랜더스,14587,2022,21,163,0,0,15000
최충연,4500,삼성 라이온즈,12530,2022,42,403,0,0,4500
최하늘,3000,삼성 라이온즈,13152,2022,59,581,0,0,3000
최항,4000,SSG 랜더스,10810,2022,44,423,0,0,4000
최현준,3000,LG 트윈스,13105,2022,67,581,0,0,3000
최현준,3000,한화 이글스,15142,2022,63,581,0,0,3000
최형우,90000,KIA 타이거즈,10344,2022,3,22,130000,43333,133333
추신수,270000,SSG 랜더스,14888,2022,2,5,0,0,270000
추재현,6400,롯데 자이언츠,13094,2022,27,326,0,0,6400
카펜터,71500,한화 이글스,14760,2022,5,59,0,0,71500
켈리,156000,LG 트윈스,13934,2022,2,18,0,0,156000
쿠에바스,130000,KT 위즈,13942,2022,2,24,0,0,130000
크론,97500,SSG 랜더스,15006,2022,10,40,0,0,97500
킹험,91000,한화 이글스,14582,2022,3,46,0,0,91000
터크먼,130000,한화 이글스,15012,2022,2,24,0,0,130000
파노니,0,KIA 타이거즈,15147,2022,86,840,0,0,0
파슨스,71500,NC 다이노스,14749,2022,5,59,0,0,71500
페냐,65000,한화 이글스,15146,2022,6,63,0,0,65000
페르난데스,104000,두산 베어스,13927,2022,4,33,0,0,104000
폰트,169000,SSG 랜더스,14759,2022,5,15,0,0,169000
푸이그,130000,키움 히어로즈,15004,2022,1,24,0,0,130000
플럿코,65000,LG 트윈스,15003,2022,5,63,0,0,65000
피렐라,104000,삼성 라이온즈,14757,2022,6,33,0,0,104000
피터스,78000,롯데 자이언츠,15009,2022,4,53,0,0,78000
하성진,0,SSG 랜더스,12615,2022,84,840,0,0,0
하영민,4000,키움 히어로즈,11222,2022,40,423,0,0,4000
하재훈,5300,SSG 랜더스,14147,2022,41,368,0,0,5300
하주석,20090,한화 이글스,10913,2022,9,133,0,0,20090
하준수,3000,NC 다이노스,14654,2022,53,581,0,0,3000
하준영,4000,NC 다이노스,13115,2022,42,423,0,0,4000
하준호,5000,KT 위즈,10304,2022,42,376,0,0,5000
하혜성,3000,롯데 자이언츠,15050,2022,54,581,0,0,3000
한건희,3000,NC 다이노스,14656,2022,53,581,0,0,3000
한기원,2700,KT 위즈,13230,2022,81,830,0,0,2700
한동희,17200,롯데 자이언츠,13145,2022,15,156,0,0,17200
한두솔,3000,SSG 랜더스,13228,2022,55,581,0,0,3000
한석현,3900,LG 트윈스,13250,2022,53,456,0,0,3900
한선태,3200,LG 트윈스,14144,2022,62,525,0,0,3200
한승연,3000,KIA 타이거즈,15064,2022,62,581,0,0,3000
한승주,3000,한화 이글스,14621,2022,63,581,0,0,3000
한승택,8500,KIA 타이거즈,11119,2022,24,262,0,0,8500
한승혁,5300,KIA 타이거즈,10812,2022,35,368,0,0,5300
한유섬,240000,SSG 랜더스,10815,2022,3,10,0,0,240000
한재승,10000,NC 다이노스,14764,2022,25,228,0,0,10000
한지웅,3000,KT 위즈,15091,2022,59,581,0,0,3000
한차현,13100,KT 위즈,14776,2022,21,181,0,0,13100
한태양,3000,롯데 자이언츠,15051,2022,54,581,0,0,3000
한현희,25000,키움 히어로즈,10863,2022,11,121,0,0,25000
함덕주,12000,LG 트윈스,11094,2022,24,193,0,0,12000
허경민,120000,두산 베어스,10184,2022,3,12,250000,62500,182500
허관회,3370,한화 이글스,14204,2022,48,499,0,0,3370
허도환,10000,LG 트윈스,10684,2022,17,134,20000,10000,20000
허윤동,4700,삼성 라이온즈,14613,2022,39,397,0,0,4700
허인서,3000,한화 이글스,15015,2022,63,581,0,0,3000
허준혁,3000,LG 트윈스,15083,2022,67,581,0,0,3000
현도훈,3200,두산 베어스,13271,2022,55,525,0,0,3200
홍건희,25000,두산 베어스,10696,2022,14,121,0,0,25000
홍무원,13000,삼성 라이온즈,14800,2022,19,183,0,0,13000
홍상삼,10000,KIA 타이거즈,10230,2022,22,228,0,0,10000
홍성민,12500,NC 다이노스,10814,2022,20,188,0,0,12500
홍성호,3000,두산 베어스,12606,2022,63,581,0,0,3000
홍승원,5000,삼성 라이온즈,14864,2022,37,376,0,0,5000
홍정우,5300,삼성 라이온즈,13242,2022,36,368,0,0,5300
홍창기,32000,LG 트윈스,12546,2022,7,89,0,0,32000
홍현빈,4000,KT 위즈,12941,2022,46,423,0,0,4000
황경태,3000,두산 베어스,12604,2022,63,581,0,0,3000
황대인,6500,KIA 타이거즈,11306,2022,29,313,0,0,6500
