선수,연봉(만원),팀,pid,연도,팀연봉순위,전체연봉순위,계약금(만원),계약금(만원)분할,연봉 총수령액(만원)
심창민,15000,NC 다이노스,10720,2023,12,164,0,0,15000
안겸,3000,키움 히어로즈,15482,2023,64,572,0,0,3000
안권수,8000,롯데 자이언츠,14571,2023,26,258,0,0,8000
안상현,4000,SSG 랜더스,12613,2023,37,408,0,0,4000
안승한,4500,두산 베어스,11328,2023,36,383,0,0,4500
안우진,35000,키움 히어로즈,13091,2023,9,96,0,0,35000
안익훈,5100,LG 트윈스,11347,2023,38,350,0,0,5100
안재석,25300,두산 베어스,14771,2023,13,115,0,0,25300
안주형,3800,삼성 라이온즈,12988,2023,50,430,0,0,3800
안중열,6000,NC 다이노스,11329,2023,30,313,0,0,6000
안진,6000,한화 이글스,14876,2023,28,313,0,0,6000
안치영,3000,KT 위즈,13006,2023,58,572,0,0,3000
안치홍,50000,롯데 자이언츠,10014,2023,8,76,0,0,50000
안현서,3000,SSG 랜더스,15464,2023,45,572,0,0,3000
알칸타라,104000,두산 베어스,13941,2023,5,40,0,0,104000
알포드,143000,KT 위즈,15144,2023,2,19,0,0,143000
앤더슨,91000,KIA 타이거즈,15533,2023,5,52,0,0,91000
양경모,3000,한화 이글스,15017,2023,65,572,0,0,3000
양경식,7000,키움 히어로즈,14853,2023,32,284,0,0,7000
양석환,40000,두산 베어스,11213,2023,9,92,0,0,40000
양선률,3000,SSG 랜더스,14682,2023,45,572,0,0,3000
양승혁,3200,KT 위즈,13233,2023,49,501,0,0,3200
양우현,3300,삼성 라이온즈,14116,2023,57,475,0,0,3300
양의지,30000,두산 베어스,10165,2023,3,22,440000,110000,140000
양지율,3000,키움 히어로즈,12854,2023,64,572,0,0,3000
양진혁,3000,LG 트윈스,15087,2023,64,572,0,0,3000
양찬열,4300,두산 베어스,14738,2023,40,398,0,0,4300
양창섭,4800,삼성 라이온즈,13157,2023,41,371,0,0,4800
양현,8500,키움 히어로즈,10730,2023,28,253,0,0,8500
양현종,50000,KIA 타이거즈,10058,2023,3,29,300000,75000,125000
엄상백,20000,KT 위즈,11318,2023,17,132,0,0,20000
엄태경,3000,LG 트윈스,15088,2023,64,572,0,0,3000
엄태호,3100,롯데 자이언츠,14640,2023,55,522,0,0,3100
에레디아,117000,SSG 랜더스,15530,2023,2,30,0,0,117000
엘리아스,70200,SSG 랜더스,15644,2023,8,64,0,0,70200
예진원,3900,키움 히어로즈,13093,2023,52,425,0,0,3900
오그레디,91000,한화 이글스,15541,2023,4,52,0,0,91000
오상원,3000,키움 히어로즈,15474,2023,64,572,0,0,3000
오석주,3700,LG 트윈스,12860,2023,47,438,0,0,3700
오선우,3000,KIA 타이거즈,14181,2023,47,572,0,0,3000
오선진,10000,한화 이글스,10557,2023,11,117,15000,15000,25000
오세훈,3000,한화 이글스,14835,2023,65,572,0,0,3000
오스틴,65000,LG 트윈스,15532,2023,6,67,0,0,65000
오승환,140000,삼성 라이온즈,10367,2023,4,22,0,0,140000
오영수,6000,NC 다이노스,13082,2023,30,313,0,0,6000
오원석,14000,SSG 랜더스,14581,2023,21,177,0,0,14000
오윤석,12000,KT 위즈,11397,2023,22,199,0,0,12000
오윤성,3000,키움 히어로즈,12856,2023,64,572,0,0,3000
오장한,11300,NC 다이노스,14767,2023,17,209,0,0,11300
오재일,50000,삼성 라이온즈,10400,2023,6,37,240000,60000,110000
오정환,3000,KIA 타이거즈,13117,2023,47,572,0,0,3000
오지환,60000,LG 트윈스,10475,2023,7,69,0,0,60000
오태곤,10000,SSG 랜더스,10249,2023,15,117,60000,15000,25000
오태양,9100,NC 다이노스,14766,2023,20,240,0,0,9100
오현석,11000,삼성 라이온즈,14801,2023,23,212,0,0,11000
와이드너,96590,삼성 라이온즈,15536,2023,7,46,0,0,96590
요키시,156000,키움 히어로즈,13940,2023,1,14,0,0,156000
우강훈,7000,롯데 자이언츠,14816,2023,32,284,0,0,7000
우규민,25000,삼성 라이온즈,10523,2023,13,117,0,0,25000
우승원,3000,키움 히어로즈,15478,2023,64,572,0,0,3000
우종휘,3000,KT 위즈,15093,2023,58,572,0,0,3000
원상훈,3000,LG 트윈스,15488,2023,64,572,0,0,3000
원종현,50000,키움 히어로즈,11161,2023,6,68,50000,12500,62500
원태인,35000,삼성 라이온즈,14113,2023,12,96,0,0,35000
원혁재,3100,한화 이글스,12872,2023,56,522,0,0,3100
윌리엄스,52000,한화 이글스,15647,2023,7,73,0,0,52000
윌커슨,32500,롯데 자이언츠,12295,2023,12,103,0,0,32500
유강남,60000,롯데 자이언츠,10753,2023,1,12,400000,100000,160000
유로결,3300,한화 이글스,14126,2023,47,475,0,0,3300
유상빈,3300,한화 이글스,15141,2023,47,475,0,0,3300
유승철,3800,KIA 타이거즈,12914,2023,37,430,0,0,3800
유영찬,3100,LG 트윈스,14669,2023,59,522,0,0,3100
유지성,3000,KIA 타이거즈,14607,2023,47,572,0,0,3000
유호식,3000,SSG 랜더스,13127,2023,45,572,0,0,3000
윤강찬,3000,KT 위즈,13172,2023,58,572,0,0,3000
윤대경,9000,한화 이글스,11110,2023,23,241,0,0,9000
윤도현,3000,KIA 타이거즈,15058,2023,47,572,0,0,3000
윤동희,3300,롯데 자이언츠,15048,2023,50,475,0,0,3300
윤명준,6000,롯데 자이언츠,10885,2023,36,313,0,0,6000
윤산흠,4800,한화 이글스,14196,2023,36,371,0,0,4800
윤석원,3000,키움 히어로즈,15071,2023,64,572,0,0,3000
윤성빈,3100,롯데 자이언츠,12928,2023,55,522,0,0,3100
윤수녕,3000,롯데 자이언츠,15627,2023,59,572,0,0,3000
윤영철,3000,KIA 타이거즈,15432,2023,47,572,0,0,3000
윤정빈,3200,삼성 라이온즈,13161,2023,60,501,0,0,3200
윤정현,4500,키움 히어로즈,14131,2023,45,383,0,0,4500
윤정훈,3100,삼성 라이온즈,15044,2023,65,522,0,0,3100
윤준호,3000,두산 베어스,15512,2023,54,572,0,0,3000
윤중현,7900,KIA 타이거즈,13122,2023,22,267,0,0,7900
윤태현,3000,SSG 랜더스,15023,2023,45,572,0,0,3000
윤형준,4000,NC 다이노스,11135,2023,40,408,0,0,4000
윤호솔,8700,LG 트윈스,11170,2023,31,252,0,0,8700
이강준,3200,키움 히어로즈,14601,2023,57,501,0,0,3200
이거연,3000,SSG 랜더스,14692,2023,45,572,0,0,3000
이건욱,3100,SSG 랜더스,11242,2023,42,522,0,0,3100
이기석,3000,두산 베어스,15613,2023,54,572,0,0,3000
이기순,3000,SSG 랜더스,15028,2023,45,572,0,0,3000
이도윤,3400,한화 이글스,11414,2023,45,467,0,0,3400
이도현,3000,KIA 타이거즈,15437,2023,47,572,0,0,3000
이동관,3000,KT 위즈,15617,2023,58,572,0,0,3000
이로운,3000,SSG 랜더스,15461,2023,45,572,0,0,3000
이명기,5000,한화 이글스,10119,2023,34,353,0,0,5000
이명종,4500,키움 히어로즈,15073,2023,45,383,0,0,4500
이민석,4100,롯데 자이언츠,15045,2023,39,405,0,0,4100
이민우,5100,한화 이글스,13003,2023,33,350,0,0,5100
이민준,3000,한화 이글스,15423,2023,65,572,0,0,3000
이민혁,3000,두산 베어스,14174,2023,54,572,0,0,3000
이민호,14000,LG 트윈스,14589,2023,22,177,0,0,14000
이민호,5000,NC 다이노스,11151,2023,34,353,0,0,5000
이병규,3500,키움 히어로즈,12859,2023,54,453,0,0,3500
이병헌,3100,두산 베어스,15099,2023,50,522,0,0,3100
이병헌,3400,삼성 라이온즈,14117,2023,56,467,0,0,3400
이상규,3600,LG 트윈스,13245,2023,48,441,0,0,3600
이상동,3200,KT 위즈,14109,2023,49,501,0,0,3200
이상민,7500,삼성 라이온즈,11169,2023,29,272,0,0,7500
이상연,7000,두산 베어스,14836,2023,27,284,0,0,7000
이상영,5000,LG 트윈스,14135,2023,39,353,0,0,5000
이상우,3100,KT 위즈,15090,2023,52,522,0,0,3100
이상혁,3000,한화 이글스,15139,2023,65,572,0,0,3000
이상호,7000,KT 위즈,11147,2023,28,284,0,0,7000
이석제,3000,한화 이글스,15630,2023,65,572,0,0,3000
이선우,3000,KT 위즈,14111,2023,58,572,0,0,3000
이성곤,4800,한화 이글스,11206,2023,36,371,0,0,4800
이성규,4500,삼성 라이온즈,12562,2023,43,383,0,0,4500
이성원,3000,한화 이글스,13140,2023,65,572,0,0,3000
이성주,3000,KIA 타이거즈,15061,2023,47,572,0,0,3000
이세호,3000,키움 히어로즈,15075,2023,64,572,0,0,3000
이송찬,3000,KIA 타이거즈,15436,2023,47,572,0,0,3000
이승관,3100,한화 이글스,13135,2023,56,522,0,0,3100
이승원,3000,키움 히어로즈,15476,2023,64,572,0,0,3000
이승진,8800,두산 베어스,12678,2023,25,251,0,0,8800
이승현,47000,삼성 라이온즈,10527,2023,10,82,0,0,47000
이승현,43000,삼성 라이온즈,14798,2023,11,87,0,0,43000
이승호,12800,키움 히어로즈,12865,2023,17,197,0,0,12800
이승훈,3000,SSG 랜더스,15469,2023,45,572,0,0,3000
이시원,3300,KT 위즈,12526,2023,43,475,0,0,3300
이영준,7000,키움 히어로즈,12997,2023,32,284,0,0,7000
이영하,12000,두산 베어스,12568,2023,20,199,0,0,12000
이용규,30000,키움 히어로즈,10035,2023,10,106,0,0,30000
이용준,13500,NC 다이노스,14763,2023,14,186,0,0,13500
이용찬,40000,NC 다이노스,10217,2023,8,72,50000,16666,56666
이우석,3300,NC 다이노스,11360,2023,46,475,0,0,3300
이우성,5500,KIA 타이거즈,11099,2023,28,340,0,0,5500
이우찬,12000,LG 트윈스,10749,2023,25,199,0,0,12000
이원석,20000,키움 히어로즈,10180,2023,13,132,0,0,20000
이원석,3300,한화 이글스,13138,2023,47,475,0,0,3300
이원재,3000,두산 베어스,15101,2023,54,572,0,0,3000
이원준,3000,SSG 랜더스,12920,2023,45,572,0,0,3000
이유찬,6000,두산 베어스,12894,2023,30,313,0,0,6000
이의리,45000,KIA 타이거즈,14788,2023,6,84,0,0,45000
이인복,14500,롯데 자이언츠,11232,2023,19,174,0,0,14500
이인혁,3000,NC 다이노스,13090,2023,53,572,0,0,3000
이재민,3100,한화 이글스,15020,2023,56,522,0,0,3100
이재용,3100,한화 이글스,12902,2023,56,522,0,0,3100
이재원,8500,LG 트윈스,13104,2023,32,253,0,0,8500
이재원,10000,SSG 랜더스,10082,2023,24,221,0,0,10000
이재익,5700,삼성 라이온즈,13244,2023,35,336,0,0,5700
이재학,20000,NC 다이노스,10220,2023,10,132,0,0,20000
이재현,6000,삼성 라이온즈,15034,2023,34,313,0,0,6000
이재홍,6000,키움 히어로즈,14854,2023,38,313,0,0,6000
이재희,18600,삼성 라이온즈,14799,2023,14,147,0,0,18600
이정범,3000,SSG 랜더스,13194,2023,45,572,0,0,3000
이정용,24000,LG 트윈스,14134,2023,14,124,0,0,24000
이정우,3000,롯데 자이언츠,14678,2023,59,572,0,0,3000
이정원,3000,두산 베어스,15611,2023,54,572,0,0,3000
이정재,3000,한화 이글스,15628,2023,65,572,0,0,3000
이정현,3500,KT 위즈,12937,2023,41,453,0,0,3500
이정후,110000,키움 히어로즈,12906,2023,3,37,0,0,110000
이정훈,3000,KT 위즈,14107,2023,58,572,0,0,3000
이정훈,4000,롯데 자이언츠,12916,2023,40,408,0,0,4000
이종민,3100,키움 히어로즈,14576,2023,59,522,0,0,3100
이종혁,3100,KT 위즈,12938,2023,52,522,0,0,3100
이주엽,3100,두산 베어스,14572,2023,50,522,0,0,3100
이주찬,3000,롯데 자이언츠,14819,2023,59,572,0,0,3000
이주형,3000,NC 다이노스,15116,2023,53,572,0,0,3000
이주형,9700,키움 히어로즈,14855,2023,25,230,0,0,9700
이주형,9300,키움 히어로즈,14591,2023,26,237,0,0,9300
이준명,3000,KT 위즈,15526,2023,58,572,0,0,3000
이준서,3000,LG 트윈스,15487,2023,64,572,0,0,3000
이준영,14000,KIA 타이거즈,11303,2023,16,177,0,0,14000
이준혁,3000,NC 다이노스,15111,2023,53,572,0,0,3000
이준호,3000,NC 다이노스,15455,2023,53,572,0,0,3000
이준희,3000,KT 위즈,15522,2023,58,572,0,0,3000
이중석,3000,KIA 타이거즈,15737,2023,47,572,0,0,3000
이지강,3600,LG 트윈스,14143,2023,48,441,0,0,3600
이지영,50000,키움 히어로즈,10312,2023,7,76,0,0,50000
이진영,3900,한화 이글스,12539,2023,40,425,0,0,3900
이진하,3000,롯데 자이언츠,15441,2023,59,572,0,0,3000
이찬혁,3100,LG 트윈스,12909,2023,59,522,0,0,3100
이창진,14000,KIA 타이거즈,11233,2023,16,177,0,0,14000
이채호,6000,KT 위즈,13130,2023,32,313,0,0,6000
이천웅,8000,LG 트윈스,10935,2023,33,258,0,0,8000
이철민,3000,LG 트윈스,15493,2023,64,572,0,0,3000
이충호,3200,한화 이글스,11116,2023,53,501,0,0,3200
이태규,3000,KIA 타이거즈,14179,2023,47,572,0,0,3000
이태양,66000,한화 이글스,10609,2023,5,56,80000,20000,86000
이태연,3000,롯데 자이언츠,15444,2023,59,572,0,0,3000
이태훈,3500,삼성 라이온즈,13160,2023,55,453,0,0,3500
이학주,7200,롯데 자이언츠,14114,2023,29,279,0,0,7200
이한,3000,NC 다이노스,15114,2023,53,572,0,0,3000
이해승,4200,삼성 라이온즈,14121,2023,47,402,0,0,4200
이현석,3500,SSG 랜더스,11369,2023,39,453,0,0,3500
이현우,3000,NC 다이노스,15117,2023,53,572,0,0,3000
이형범,7000,두산 베어스,11159,2023,27,284,0,0,7000
이형종,12000,키움 히어로즈,12516,2023,19,199,0,0,12000
이호성,3000,삼성 라이온즈,15496,2023,72,572,0,0,3000
이호연,5700,KT 위즈,13151,2023,34,336,0,0,5700
이호열,3000,키움 히어로즈,15480,2023,64,572,0,0,3000
이흥련,7000,SSG 랜더스,11108,2023,30,284,0,0,7000
임기영,15000,KIA 타이거즈,10909,2023,15,164,0,0,15000
임병욱,5800,키움 히어로즈,11226,2023,40,334,0,0,5800
임서준,3000,두산 베어스,15511,2023,54,572,0,0,3000
임석진,3100,KIA 타이거즈,12612,2023,45,522,0,0,3100
임정균,3000,LG 트윈스,15489,2023,64,572,0,0,3000
임정우,4000,LG 트윈스,10713,2023,44,408,0,0,4000
임정호,9000,NC 다이노스,11168,2023,21,241,0,0,9000
임준섭,4000,SSG 랜더스,10795,2023,37,408,0,0,4000
임지민,3000,NC 다이노스,15115,2023,53,572,0,0,3000
임지열,5000,키움 히어로즈,11225,2023,42,353,0,0,5000
임찬규,17000,LG 트윈스,10652,2023,19,154,0,0,17000
임창민,10000,키움 히어로즈,10452,2023,24,221,0,0,10000
임형원,3000,NC 다이노스,14594,2023,53,572,0,0,3000
장규빈,3000,두산 베어스,14570,2023,54,572,0,0,3000
장두성,3800,롯데 자이언츠,13155,2023,45,430,0,0,3800
장민재,11500,한화 이글스,10610,2023,20,207,0,0,11500
장빈,3000,두산 베어스,14837,2023,54,572,0,0,3000
장성우,50000,KT 위즈,10235,2023,4,47,180000,45000,95000
장세진,3000,롯데 자이언츠,15448,2023,59,572,0,0,3000
장승현,6000,두산 베어스,11097,2023,30,313,0,0,6000
장시현,7000,KIA 타이거즈,14824,2023,23,284,0,0,7000
장시환,28000,한화 이글스,10453,2023,10,101,15000,5000,33000
장운호,5000,한화 이글스,11122,2023,34,353,0,0,5000
장원준,5000,두산 베어스,10299,2023,35,353,0,0,5000
장재영,93200,키움 히어로즈,14784,2023,4,50,0,0,93200
장재혁,3000,삼성 라이온즈,15043,2023,72,572,0,0,3000
장준원,5000,KT 위즈,11214,2023,36,353,0,0,5000
장지수,3200,한화 이글스,14178,2023,53,501,0,0,3200
장지승,3200,한화 이글스,14880,2023,53,501,0,0,3200
장진혁,6000,한화 이글스,12583,2023,28,313,0,0,6000
장필준,8000,삼성 라이온즈,11404,2023,27,258,0,0,8000
장현식,19000,KIA 타이거즈,11164,2023,13,146,0,0,19000
전경원,3200,SSG 랜더스,13129,2023,40,501,0,0,3200
전루건,3300,NC 다이노스,14171,2023,46,475,0,0,3300
전민재,3600,두산 베어스,13073,2023,43,441,0,0,3600
전병우,8000,키움 히어로즈,11422,2023,30,258,0,0,8000
전사민,3100,NC 다이노스,14156,2023,48,522,0,0,3100
전상현,13500,KIA 타이거즈,12537,2023,18,186,0,0,13500
전영준,3200,SSG 랜더스,15032,2023,40,501,0,0,3200
전용주,3000,KT 위즈,14106,2023,58,572,0,0,3000
전의산,9000,SSG 랜더스,14699,2023,26,241,0,0,9000
전준우,50000,롯데 자이언츠,10266,2023,8,76,0,0,50000
전준호,3200,LG 트윈스,12864,2023,56,501,0,0,3200
전진우,3000,SSG 랜더스,14154,2023,45,572,0,0,3000
전형근,3000,두산 베어스,14652,2023,54,572,0,0,3000
전희범,3000,두산 베어스,15103,2023,54,572,0,0,3000
정구범,3000,NC 다이노스,14595,2023,53,572,0,0,3000
정대선,3000,롯데 자이언츠,15443,2023,59,572,0,0,3000
정대혁,3000,롯데 자이언츠,14995,2023,59,572,0,0,3000
정동윤,3000,SSG 랜더스,12571,2023,45,572,0,0,3000
정민규,18100,한화 이글스,14813,2023,15,149,0,0,18100
정보근,5900,롯데 자이언츠,13154,2023,37,333,0,0,5900
정성곤,5500,SSG 랜더스,11321,2023,32,340,0,0,5500
정성종,3600,롯데 자이언츠,13147,2023,47,441,0,0,3600
정수빈,60000,두산 베어스,10195,2023,6,55,160000,26666,86666
정연제,3000,키움 히어로즈,14850,2023,64,572,0,0,3000
정우람,50000,한화 이글스,10156,2023,9,76,0,0,50000
정우성,3000,KT 위즈,15618,2023,58,572,0,0,3000
정우영,40000,LG 트윈스,14136,2023,9,92,0,0,40000
정유석,3000,두산 베어스,15105,2023,54,572,0,0,3000
정은원,21800,한화 이글스,13137,2023,13,131,0,0,21800
정이황,3000,한화 이글스,14127,2023,65,572,0,0,3000
정재환,3000,롯데 자이언츠,15447,2023,59,572,0,0,3000
정정우,3000,KT 위즈,15095,2023,58,572,0,0,3000
정주현,6500,LG 트윈스,10480,2023,35,299,0,0,6500
정준영,3000,KT 위즈,15519,2023,58,572,0,0,3000
정진기,4700,NC 다이노스,10717,2023,38,379,0,0,4700
정진수,3100,삼성 라이온즈,14698,2023,65,522,0,0,3100
정진호,3000,KT 위즈,15525,2023,58,572,0,0,3000
정찬헌,10000,키움 히어로즈,10533,2023,13,132,20000,10000,20000
정철원,10000,두산 베어스,13071,2023,22,221,0,0,10000
정해영,23000,KIA 타이거즈,14608,2023,9,127,0,0,23000
정해원,3000,KIA 타이거즈,15433,2023,47,572,0,0,3000
정현민,3000,키움 히어로즈,14216,2023,64,572,0,0,3000
정훈,30000,롯데 자이언츠,10253,2023,10,83,50000,16666,46666
제환유,3000,두산 베어스,14573,2023,54,572,0,0,3000
조강희,3000,SSG 랜더스,15615,2023,45,572,0,0,3000
조경민,3000,롯데 자이언츠,15446,2023,59,572,0,0,3000
조대현,3100,KT 위즈,13177,2023,52,522,0,0,3100
조민석,3500,NC 다이노스,15119,2023,45,453,0,0,3500
조민성,3300,삼성 라이온즈,15040,2023,57,475,0,0,3300
조병욱,3300,KT 위즈,12939,2023,43,475,0,0,3300
조선명,3000,두산 베어스,13106,2023,54,572,0,0,3000
조성훈,3000,SSG 랜더스,13125,2023,45,572,0,0,3000
조세진,4000,롯데 자이언츠,15046,2023,40,408,0,0,4000
조수행,7800,두산 베어스,12524,2023,26,268,0,0,7800
조영건,3400,키움 히어로즈,14132,2023,56,467,0,0,3400
조용호,32000,KT 위즈,12943,2023,12,104,0,0,32000
조원태,3300,LG 트윈스,15078,2023,52,475,0,0,3300
조이현,6500,KT 위즈,11284,2023,29,299,0,0,6500
조준혁,3000,롯데 자이언츠,15623,2023,59,572,0,0,3000
조현우,7600,KT 위즈,11316,2023,27,270,0,0,7600
조현진,3000,NC 다이노스,14877,2023,53,572,0,0,3000
조형우,16200,SSG 랜더스,14806,2023,17,157,0,0,16200
주권,29500,KT 위즈,11323,2023,14,111,0,0,29500
주성원,3100,키움 히어로즈,14133,2023,59,522,0,0,3100
주승빈,3000,키움 히어로즈,15072,2023,64,572,0,0,3000
주승우,3100,키움 히어로즈,15067,2023,59,522,0,0,3100
주현상,5800,한화 이글스,11415,2023,31,334,0,0,5800
주효상,4800,KIA 타이거즈,12567,2023,32,371,0,0,4800
지강혁,3000,KT 위즈,14192,2023,58,572,0,0,3000
지시완,7600,롯데 자이언츠,11413,2023,27,270,0,0,7600
진승현,3200,롯데 자이언츠,15047,2023,52,501,0,0,3200
진해수,25000,LG 트윈스,10075,2023,13,117,0,0,25000
채은성,180000,한화 이글스,11215,2023,1,2,360000,60000,240000
채지선,3800,NC 다이노스,11387,2023,44,430,0,0,3800
채현우,3000,SSG 랜더스,14153,2023,45,572,0,0,3000
천보웅,3000,한화 이글스,15430,2023,65,572,0,0,3000
천재환,3100,NC 다이노스,13261,2023,48,522,0,0,3100
최경모,5000,SSG 랜더스,14151,2023,34,353,0,0,5000
최동환,10500,LG 트윈스,10535,2023,26,217,0,0,10500
최동희,3000,KT 위즈,15094,2023,58,572,0,0,3000
최민재,3300,롯데 자이언츠,13004,2023,50,475,0,0,3300
최민준,13000,SSG 랜더스,13126,2023,22,192,0,0,13000
최민창,3300,LG 트윈스,11351,2023,52,475,0,0,3300
최보성,3000,NC 다이노스,13087,2023,53,572,0,0,3000
최상민,3000,SSG 랜더스,13195,2023,45,572,0,0,3000
최성민,8000,KT 위즈,14870,2023,26,258,0,0,8000
최성영,7200,NC 다이노스,12565,2023,28,279,0,0,7200
최성훈,13000,LG 트윈스,10851,2023,24,192,0,0,13000
최수빈,3000,KIA 타이거즈,12618,2023,47,572,0,0,3000
최수호,3000,SSG 랜더스,14148,2023,45,572,0,0,3000
최승민,3300,LG 트윈스,14187,2023,52,475,0,0,3300
최승용,14000,두산 베어스,14770,2023,18,177,0,0,14000
최시혁,3000,NC 다이노스,14157,2023,53,572,0,0,3000
최영환,4000,롯데 자이언츠,11276,2023,40,408,0,0,4000
최우재,3000,NC 다이노스,12621,2023,53,572,0,0,3000
최원영,3000,LG 트윈스,15084,2023,64,572,0,0,3000
최원준,22000,KIA 타이거즈,12534,2023,10,129,0,0,22000
최원준,33000,두산 베어스,12852,2023,11,101,0,0,33000
최원준,3000,한화 이글스,15428,2023,65,572,0,0,3000
최원태,35000,LG 트윈스,11379,2023,10,96,0,0,35000
최유빈,3000,SSG 랜더스,15033,2023,45,572,0,0,3000
최이준,3000,롯데 자이언츠,13169,2023,59,572,0,0,3000
최인호,3800,한화 이글스,14707,2023,41,430,0,0,3800
최재훈,80000,한화 이글스,10170,2023,2,35,160000,32000,112000
최정,100000,SSG 랜더스,10106,2023,4,44,0,0,100000
최정용,4000,KIA 타이거즈,11407,2023,35,408,0,0,4000
최정원,6600,NC 다이노스,14221,2023,29,298,0,0,6600
최정태,3000,KT 위즈,15619,2023,58,572,0,0,3000
최종은,3000,롯데 자이언츠,14820,2023,59,572,0,0,3000
최종인,3000,두산 베어스,14733,2023,54,572,0,0,3000
최주환,65000,SSG 랜더스,10182,2023,6,47,120000,30000,95000
최준용,15800,롯데 자이언츠,14624,2023,18,161,0,0,15800
최준우,4500,SSG 랜더스,13128,2023,36,383,0,0,4500
최준호,3000,두산 베어스,15508,2023,54,572,0,0,3000
최지강,3000,두산 베어스,15127,2023,54,572,0,0,3000
최지광,14000,삼성 라이온즈,12934,2023,20,177,0,0,14000
최지민,3000,KIA 타이거즈,15057,2023,47,572,0,0,3000
최지훈,30000,SSG 랜더스,14587,2023,12,106,0,0,30000
최채흥,15000,삼성 라이온즈,13156,2023,18,164,0,0,15000
최충연,5500,삼성 라이온즈,12530,2023,37,340,0,0,5500
최하늘,3600,삼성 라이온즈,13152,2023,53,441,0,0,3600
최항,3100,SSG 랜더스,10810,2023,42,522,0,0,3100
최현준,3100,LG 트윈스,13105,2023,59,522,0,0,3100
최형우,90000,KIA 타이거즈,10344,2023,2,25,130000,43333,133333
추신수,170000,SSG 랜더스,14888,2023,1,9,0,0,170000
켈리,195000,LG 트윈스,13934,2023,2,5,0,0,195000
쿠에바스,58500,KT 위즈,13942,2023,8,71,0,0,58500
태너,19500,NC 다이노스,15653,2023,11,144,0,0,19500
파노니,0,KIA 타이거즈,15147,2023,78,860,0,0,0
페냐,84500,한화 이글스,15146,2023,6,57,0,0,84500
페디,130000,NC 다이노스,15535,2023,3,26,0,0,130000
플럿코,143000,LG 트윈스,15003,2023,3,19,0,0,143000
피렐라,169000,삼성 라이온즈,14757,2023,2,10,0,0,169000
하영민,6500,키움 히어로즈,11222,2023,35,299,0,0,6500
하재훈,5500,SSG 랜더스,14147,2023,32,340,0,0,5500
하주석,10000,한화 이글스,10913,2023,22,221,0,0,10000
하준수,3100,NC 다이노스,14654,2023,48,522,0,0,3100
하준영,7500,NC 다이노스,13115,2023,26,272,0,0,7500
하준호,4500,KT 위즈,10304,2023,40,383,0,0,4500
한건희,3000,NC 다이노스,14656,2023,53,572,0,0,3000
한경빈,3000,한화 이글스,15633,2023,65,572,0,0,3000
한동희,19260,롯데 자이언츠,13145,2023,16,145,0,0,19260
한두솔,3100,SSG 랜더스,13228,2023,42,522,0,0,3100
한민우,3000,KT 위즈,16144,2023,58,572,0,0,3000
한서구,3000,한화 이글스,15426,2023,65,572,0,0,3000
한석현,3900,NC 다이노스,13250,2023,43,425,0,0,3900
한승주,3100,한화 이글스,14621,2023,56,522,0,0,3100
한승택,8000,KIA 타이거즈,11119,2023,21,258,0,0,8000
한승혁,6200,한화 이글스,10812,2023,27,310,0,0,6200
한연욱,3200,삼성 라이온즈,14664,2023,60,501,0,0,3200
한유섬,50000,SSG 랜더스,10815,2023,10,76,0,0,50000
한재승,10200,NC 다이노스,14764,2023,18,220,0,0,10200
한재환,3000,NC 다이노스,14659,2023,53,572,0,0,3000
한준수,3100,KIA 타이거즈,13113,2023,45,522,0,0,3100
한지용,3000,KT 위즈,14604,2023,58,572,0,0,3000
한충희,3000,두산 베어스,15513,2023,54,572,0,0,3000
한태양,3800,롯데 자이언츠,15051,2023,45,430,0,0,3800
한현희,20000,롯데 자이언츠,10863,2023,13,106,30000,10000,30000
함덕주,10000,LG 트윈스,11094,2023,27,221,0,0,10000
함창건,3000,LG 트윈스,14680,2023,64,572,0,0,3000
허경민,120000,두산 베어스,10184,2023,2,6,250000,62500,182500
허관회,3300,한화 이글스,14204,2023,47,475,0,0,3300
허도환,10000,LG 트윈스,10684,2023,16,132,20000,10000,20000
허민혁,3000,SSG 랜더스,14149,2023,45,572,0,0,3000
허용주,3000,LG 트윈스,15491,2023,64,572,0,0,3000
허윤동,5400,삼성 라이온즈,14613,2023,38,346,0,0,5400
허준혁,3300,LG 트윈스,15083,2023,52,475,0,0,3300
현도훈,1500,롯데 자이언츠,13271,2023,86,859,0,0,1500
홍건희,30000,두산 베어스,10696,2023,12,106,0,0,30000
홍무원,13200,삼성 라이온즈,14800,2023,21,190,0,0,13200
홍민기,3100,롯데 자이언츠,14625,2023,55,522,0,0,3100
홍성민,15000,키움 히어로즈,10814,2023,16,164,0,0,15000
홍성호,3100,두산 베어스,12606,2023,50,522,0,0,3100
홍승원,8000,삼성 라이온즈,14864,2023,27,258,0,0,8000
홍원빈,3000,KIA 타이거즈,14177,2023,47,572,0,0,3000
홍원표,3100,삼성 라이온즈,14614,2023,65,522,0,0,3100
홍정우,6300,삼성 라이온즈,13242,2023,32,307,0,0,6300
홍종표,3300,KIA 타이거즈,14612,2023,44,475,0,0,3300
홍창기,30000,LG 트윈스,12546,2023,12,106,0,0,30000
홍현빈,4800,KT 위즈,12941,2023,38,371,0,0,4800
황대인,13000,KIA 타이거즈,11306,2023,19,192,0,0,13000
황동재,4100,삼성 라이온즈,14615,2023,48,405,0,0,4100
황동하,3000,KIA 타이거즈,15063,2023,47,572,0,0,3000
