선수,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,TBF,H,2B,3B,HR,BB,HP,SO,BK,WP,ERA,FIP,WHIP,WAR,팀,pid,연도,연봉(만원),신인여부,국적,선발투수,연봉등급
김승현,14,0,14,4,0,0,1,0,0,0,18.0,8,12,85,23,5,1,3,7,0,11,0,0,4.0,5.86,1.67,0.2,KIA 타이거즈,12637,2025,4600,False,내국인,0,D
유승철,5,0,5,1,0,0,0,0,0,0,5.0,3,3,23,3,1,0,0,7,0,4,0,2,5.4,6.54,2.0,0.13,KIA 타이거즈,12914,2025,3800,False,내국인,0,D
이의리,4,4,0,0,0,0,1,0,0,0,13.1,8,10,69,17,3,0,3,14,0,14,0,0,5.4,7.51,2.33,0.07,KIA 타이거즈,14788,2025,17000,False,내국인,0,B
김기훈,17,0,17,4,0,0,1,0,0,0,19.2,11,13,95,16,4,1,1,15,3,17,1,1,5.03,5.48,1.58,0.06,KIA 타이거즈,14176,2025,5500,False,내국인,0,C
장재혁,1,0,1,0,0,0,0,0,0,0,1.1,0,0,7,2,0,0,0,1,0,0,0,0,0.0,6.52,2.25,0.06,KIA 타이거즈,14657,2025,3100,False,내국인,0,D
박정우,1,0,1,1,0,0,0,0,0,0,1.0,0,0,3,0,0,0,0,0,0,2,0,0,0.0,-0.8,0.0,0.04,KIA 타이거즈,12869,2025,6500,False,내국인,0,C
김사윤,23,2,21,10,0,0,0,1,1,0,37.0,19,29,173,40,6,2,2,25,5,36,0,4,4.62,4.92,1.76,-0.01,KIA 타이거즈,11364,2025,4000,False,내국인,0,D
박준표,8,0,8,2,0,0,0,0,0,1,6.0,4,4,29,10,2,0,0,3,1,4,0,0,6.0,4.6,2.17,-0.03,KIA 타이거즈,11070,2025,7500,False,내국인,0,C
유지성,3,0,3,2,0,0,0,0,0,0,2.1,2,4,14,5,0,0,1,0,1,3,0,0,7.71,7.41,2.14,-0.04,KIA 타이거즈,14607,2025,3200,False,내국인,0,D
김민주,2,0,2,0,0,0,0,0,0,0,1.0,1,2,8,3,1,0,0,1,0,2,0,1,9.0,2.3,4.0,-0.13,KIA 타이거즈,16082,2025,8100,True,내국인,0,C
김민재,4,0,4,4,0,0,0,0,0,0,4.0,7,7,22,9,0,0,3,1,1,3,0,0,15.75,12.8,2.5,-0.15,KIA 타이거즈,16083,2025,7100,True,내국인,0,C
임기영,37,3,34,3,0,0,6,2,0,2,45.2,32,35,218,61,12,0,8,17,1,36,1,1,6.31,5.47,1.71,-0.16,KIA 타이거즈,10909,2025,30000,False,내국인,0,A
김건국,20,3,17,3,0,0,0,1,0,0,34.1,30,33,165,48,8,0,5,14,2,20,0,3,7.86,5.92,1.81,-0.23,KIA 타이거즈,12944,2025,4500,False,내국인,0,D
이형범,16,0,16,5,0,0,0,1,0,2,15.0,13,17,83,26,4,0,2,7,5,9,0,0,7.8,6.77,2.2,-0.3,KIA 타이거즈,11159,2025,6500,False,내국인,0,C
김현수,5,0,5,4,0,0,0,0,0,0,5.0,10,10,28,7,4,0,0,5,1,4,0,2,18.0,5.92,2.4,-0.31,KIA 타이거즈,14162,2025,4500,False,내국인,0,D
김대유,37,0,37,5,0,0,0,0,0,8,25.0,23,23,122,35,5,0,4,12,2,26,0,1,8.28,5.24,1.88,-0.61,KIA 타이거즈,10706,2025,12000,False,내국인,0,B
윤중현,11,0,11,4,0,0,0,0,0,0,10.1,16,17,62,22,2,1,4,9,3,4,0,0,13.94,11.14,3.0,-0.82,KIA 타이거즈,13122,2025,6000,False,내국인,0,C
쿠에바스,31,31,0,0,0,0,7,12,0,0,173.1,79,86,737,158,36,3,17,59,7,154,1,11,4.1,4.25,1.25,5.06,KT 위즈,13942,2025,140000,False,외국인,1,A
박영현,66,0,66,52,0,0,10,2,25,0,76.2,30,31,310,63,7,1,12,22,0,87,0,1,3.52,4.07,1.11,2.72,KT 위즈,15089,2025,24000,False,내국인,0,B
고영표,18,17,1,0,0,0,6,8,0,0,100.0,55,61,456,141,27,4,6,14,11,79,1,2,4.95,3.71,1.55,1.86,KT 위즈,11308,2025,200000,False,내국인,1,A
우규민,45,0,45,15,0,0,4,1,1,4,43.1,12,14,181,47,7,2,1,2,2,39,0,0,2.49,2.51,1.13,1.48,KT 위즈,10523,2025,20000,False,내국인,0,B
김민수,75,0,75,6,0,0,5,3,0,12,81.1,47,56,358,84,13,5,8,33,1,75,0,3,5.2,4.28,1.44,0.7,KT 위즈,11317,2025,21000,False,내국인,0,B
육청명,13,10,3,1,0,0,1,5,0,0,44.2,27,31,208,52,13,1,6,20,6,20,0,3,5.44,6.41,1.61,0.61,KT 위즈,16028,2025,16500,True,내국인,1,B
조이현,16,9,7,2,0,0,1,2,0,0,40.0,28,29,184,53,11,1,9,10,1,19,0,1,6.3,6.46,1.58,0.55,KT 위즈,11284,2025,5700,False,내국인,0,C
소형준,6,0,6,1,0,0,2,0,0,0,8.1,3,3,30,7,2,0,1,1,1,3,0,0,3.24,5.47,0.96,0.33,KT 위즈,14600,2025,22000,False,내국인,0,B
손동현,42,0,42,10,0,0,1,2,1,4,47.1,28,31,214,50,6,1,5,20,1,27,0,3,5.32,5.34,1.48,0.28,KT 위즈,14108,2025,10000,False,내국인,0,B
이선우,6,1,5,3,0,0,0,0,0,0,10.0,6,6,45,10,0,0,0,4,2,4,0,0,5.4,5.06,1.4,0.14,KT 위즈,14111,2025,3800,False,내국인,0,D
원상현,22,10,12,3,0,0,2,5,0,1,65.1,51,54,324,105,18,2,6,31,2,59,1,7,7.03,4.6,2.08,0.04,KT 위즈,16027,2025,27000,True,내국인,1,B
이상동,29,0,29,8,0,0,0,1,0,3,32.0,19,20,152,42,9,0,3,14,3,30,1,4,5.34,4.62,1.75,0.01,KT 위즈,14109,2025,5900,False,내국인,0,C
성재헌,30,1,29,3,0,0,0,0,0,1,32.0,26,29,159,46,13,2,1,16,5,20,1,2,7.31,4.85,1.94,-0.09,KT 위즈,14667,2025,3600,False,내국인,0,D
이채호,9,0,9,1,0,0,0,0,0,0,6.2,7,7,37,13,0,1,2,3,1,5,0,1,9.45,7.75,2.4,-0.13,KT 위즈,13130,2025,5000,False,내국인,0,C
주권,48,1,47,13,0,0,1,1,0,0,58.0,43,48,254,78,14,2,7,11,3,31,0,0,6.67,5.05,1.53,-0.18,KT 위즈,11323,2025,20000,False,내국인,0,B
강건,4,1,3,2,0,0,0,1,0,0,4.0,5,5,24,8,0,1,1,4,1,3,0,0,11.25,9.17,3.0,-0.18,KT 위즈,15527,2025,3500,False,내국인,0,D
전용주,4,0,4,0,0,0,0,0,0,0,1.2,2,3,11,2,0,0,0,3,1,4,0,0,10.8,5.64,3.0,-0.22,KT 위즈,14106,2025,3600,False,내국인,0,D
한차현,10,5,5,2,0,0,0,4,0,0,19.0,21,22,103,29,4,1,4,18,0,17,0,2,9.95,7.4,2.47,-0.24,KT 위즈,14776,2025,3500,False,내국인,0,D
문용익,12,0,12,4,0,0,0,0,0,0,17.0,23,27,99,23,4,0,2,22,2,17,0,2,12.18,7.48,2.65,-0.79,KT 위즈,12885,2025,5800,False,내국인,0,C
원태인,28,28,0,1,1,0,15,6,0,0,159.2,65,68,670,150,29,3,17,42,7,119,0,3,3.66,4.55,1.2,5.87,삼성 라이온즈,14113,2025,63000,False,내국인,1,A
레예스,26,26,0,0,0,0,11,4,0,0,144.0,61,65,617,159,21,3,15,30,7,114,0,4,3.81,4.26,1.31,5.06,삼성 라이온즈,15861,2025,98000,False,외국인,1,A
이승현,17,17,0,0,0,0,6,4,0,0,87.1,41,44,384,88,11,1,9,37,6,68,0,4,4.23,5.01,1.43,2.7,삼성 라이온즈,14798,2025,12000,False,내국인,1,B
임창민,60,0,60,6,0,0,2,1,1,28,54.1,24,26,253,60,10,0,4,30,2,50,0,5,3.98,4.49,1.66,1.97,삼성 라이온즈,10452,2025,20000,False,내국인,0,B
최지광,35,0,35,1,0,0,3,2,0,7,36.1,9,9,154,22,6,1,1,21,4,38,1,2,2.23,3.96,1.18,1.63,삼성 라이온즈,12934,2025,17000,False,내국인,0,B
김재윤,65,0,65,21,0,0,4,8,11,25,66.0,30,37,284,58,9,1,13,25,1,51,0,2,4.09,5.69,1.26,1.42,삼성 라이온즈,11489,2025,80000,False,내국인,0,A
김태훈,56,0,56,8,0,0,3,2,0,23,52.1,23,24,225,49,8,1,6,19,4,37,1,2,3.96,5.16,1.3,1.32,삼성 라이온즈,10871,2025,24000,False,내국인,0,B
황동재,15,6,9,2,0,0,1,2,0,0,42.0,19,20,180,38,9,1,2,18,4,30,0,5,4.07,4.6,1.33,1.18,삼성 라이온즈,14615,2025,6200,False,내국인,0,C
이승현,60,0,60,9,0,0,6,2,1,9,60.1,30,31,265,68,14,2,6,23,3,51,0,2,4.48,4.61,1.51,1.17,삼성 라이온즈,10527,2025,24000,False,내국인,0,B
백정현,17,15,2,1,0,0,6,5,0,0,78.2,52,56,360,104,15,2,13,27,1,56,0,0,5.95,5.45,1.67,1.05,삼성 라이온즈,10363,2025,40000,False,내국인,1,A
이상민,37,0,37,6,0,0,2,1,1,8,30.0,13,13,121,31,5,0,2,6,4,12,0,2,3.9,5.03,1.23,0.94,삼성 라이온즈,11169,2025,8500,False,내국인,0,C
송은범,9,0,9,3,0,0,0,0,0,2,8.1,1,1,32,8,2,0,0,1,0,2,0,0,1.08,3.97,1.08,0.38,삼성 라이온즈,10137,2025,6000,False,내국인,0,C
최하늘,27,0,27,4,0,0,1,1,0,1,32.0,19,20,139,26,4,0,2,16,4,18,0,2,5.34,5.47,1.31,0.32,삼성 라이온즈,13152,2025,6000,False,내국인,0,C
김대우,32,1,31,13,0,0,0,0,0,5,34.1,21,24,157,42,9,0,4,9,3,23,0,1,5.5,4.81,1.49,0.31,삼성 라이온즈,10685,2025,10000,False,내국인,0,B
육선엽,11,1,10,5,0,0,0,0,0,0,17.0,10,11,87,19,2,0,3,17,2,11,0,1,5.29,8.15,2.12,0.14,삼성 라이온즈,15864,2025,28500,True,내국인,0,B
오승환,58,0,58,42,0,0,3,9,27,2,55.0,30,36,262,75,17,2,9,18,3,42,0,5,4.91,5.31,1.69,0.09,삼성 라이온즈,10367,2025,80000,False,내국인,0,A
홍원표,4,0,4,4,0,0,0,0,0,0,6.1,3,3,28,4,1,0,1,6,0,5,0,0,4.26,7.04,1.58,0.08,삼성 라이온즈,14614,2025,3550,False,내국인,0,D
최성훈,28,0,28,0,0,0,0,1,0,3,13.0,10,10,61,14,1,0,1,9,1,10,0,2,6.92,5.34,1.77,0.08,삼성 라이온즈,10851,2025,7800,False,내국인,0,C
양현,18,0,18,4,0,0,0,1,0,2,13.0,11,11,64,21,2,0,4,5,1,10,0,0,7.62,7.37,2.0,0.02,삼성 라이온즈,10730,2025,7000,False,내국인,0,C
이호성,16,12,4,0,0,0,2,4,0,0,45.0,37,39,224,66,13,1,9,26,2,28,0,3,7.4,6.95,2.04,-0.04,삼성 라이온즈,15496,2025,4000,False,내국인,0,D
김대호,1,1,0,0,0,0,0,1,0,0,4.0,5,6,22,7,2,0,1,2,0,1,0,0,11.25,8.1,2.25,-0.17,삼성 라이온즈,15882,2025,3300,False,내국인,0,D
이승민,25,8,17,6,0,0,1,4,0,0,47.1,45,48,237,71,8,1,14,26,3,23,0,1,8.56,8.4,2.05,-0.33,삼성 라이온즈,14616,2025,5000,False,내국인,0,C
이재익,9,0,9,1,0,0,1,0,0,0,9.2,19,19,58,29,3,0,2,4,0,6,0,0,17.69,6.39,3.41,-0.76,삼성 라이온즈,13244,2025,6200,False,내국인,0,C
앤더슨,24,23,1,0,0,0,11,3,0,0,115.2,50,55,496,98,13,1,11,53,8,158,1,5,3.89,3.55,1.31,3.86,SSG 랜더스,16146,2025,161000,False,외국인,1,A
김광현,31,31,0,0,0,0,12,10,0,0,162.1,89,95,709,162,29,0,24,73,6,154,0,8,4.93,5.1,1.45,3.42,SSG 랜더스,10126,2025,300000,False,내국인,1,A
노경은,77,0,77,7,0,0,8,5,0,38,83.2,27,30,350,71,10,1,10,32,4,71,0,3,2.9,4.69,1.23,2.95,SSG 랜더스,10203,2025,40000,False,내국인,0,A
조병현,76,0,76,27,0,0,4,6,12,12,73.0,29,34,302,52,10,0,8,31,2,96,0,5,3.58,3.53,1.14,2.37,SSG 랜더스,14805,2025,13500,False,내국인,0,B
문승원,62,0,62,37,0,0,6,1,20,6,60.0,30,33,265,67,7,0,10,24,1,53,0,2,4.5,5.16,1.52,1.06,SSG 랜더스,10783,2025,80000,False,내국인,0,A
송영진,26,20,6,2,0,0,5,10,0,0,99.1,64,74,456,112,19,2,10,51,1,67,2,8,5.8,5.33,1.64,1.04,SSG 랜더스,15462,2025,5500,False,내국인,1,C
한두솔,69,0,69,8,0,0,2,1,0,3,59.1,33,40,273,62,10,2,3,31,3,68,0,1,5.01,3.61,1.57,0.86,SSG 랜더스,13228,2025,8000,False,내국인,0,C
이로운,62,0,62,14,0,0,1,3,1,9,56.0,37,43,277,67,9,2,4,43,3,41,0,3,5.95,5.65,1.96,0.3,SSG 랜더스,15461,2025,7400,False,내국인,0,C
박종훈,10,9,1,1,0,0,1,4,0,0,35.0,27,28,164,37,7,0,7,21,8,34,0,3,6.94,6.72,1.66,0.2,SSG 랜더스,10131,2025,110000,False,내국인,1,A
박시후,11,0,11,5,0,0,0,0,0,0,14.2,11,11,70,18,1,0,1,7,2,11,0,0,6.75,5.04,1.7,0.12,SSG 랜더스,14687,2025,3100,False,내국인,0,D
박성빈,3,0,3,3,0,0,0,0,0,0,2.1,0,0,9,1,0,0,0,0,1,2,0,0,0.0,3.38,0.43,0.1,SSG 랜더스,16044,2025,8100,True,내국인,0,C
정동윤,3,0,3,1,0,0,0,0,0,0,1.2,0,0,7,1,0,0,0,1,0,2,0,0,0.0,3.06,1.2,0.06,SSG 랜더스,12571,2025,3000,False,내국인,0,D
김택형,6,0,6,0,0,0,0,1,0,0,7.0,7,7,37,10,1,0,1,6,1,1,1,1,9.0,8.64,2.29,-0.05,SSG 랜더스,11373,2025,20500,False,내국인,0,B
장지훈,18,0,18,7,0,0,0,0,0,0,21.1,16,16,101,29,6,0,3,10,1,10,0,0,6.75,6.3,1.83,-0.09,SSG 랜더스,14804,2025,13000,False,내국인,0,B
백승건,10,0,10,7,0,0,0,0,0,0,9.1,8,9,51,13,2,0,2,9,0,5,0,1,7.71,8.4,2.36,-0.12,SSG 랜더스,14145,2025,3200,False,내국인,0,D
최현석,2,0,2,0,0,0,0,0,0,0,0.2,4,4,10,5,0,0,1,3,0,1,0,0,54.0,32.25,12.0,-0.16,SSG 랜더스,16041,2025,10000,True,내국인,0,B
신헌민,3,0,3,3,0,0,0,0,0,0,3.0,6,7,18,7,2,0,2,3,1,0,0,0,18.0,16.27,3.33,-0.21,SSG 랜더스,15024,2025,3300,False,내국인,0,D
서진용,51,0,51,3,0,0,0,1,0,6,47.0,29,34,211,52,11,1,5,26,0,38,0,4,5.55,5.09,1.66,-0.35,SSG 랜더스,10784,2025,38000,False,내국인,0,A
이건욱,10,2,8,1,0,0,1,2,0,0,19.0,24,25,106,34,4,0,5,15,2,17,0,3,11.37,7.87,2.58,-0.58,SSG 랜더스,11242,2025,3200,False,내국인,0,D
최민준,32,0,32,3,0,0,1,0,0,0,39.1,34,36,202,61,9,1,9,24,3,40,0,1,7.78,6.43,2.16,-0.67,SSG 랜더스,13126,2025,10000,False,내국인,0,B
신민혁,25,24,1,1,0,0,8,9,0,0,121.0,58,67,524,140,24,3,20,16,7,74,1,2,4.31,5.23,1.29,3.14,NC 다이노스,13085,2025,18000,False,내국인,1,B
김재열,69,0,69,16,0,0,1,5,2,12,68.2,19,20,284,58,15,1,4,29,0,67,1,1,2.49,3.72,1.27,2.42,NC 다이노스,14747,2025,12000,False,내국인,0,B
김시훈,39,18,21,0,0,0,3,4,0,5,107.1,54,60,477,110,25,1,7,59,3,74,1,1,4.53,5.04,1.57,2.31,NC 다이노스,13080,2025,13500,False,내국인,1,B
김영규,42,0,42,4,0,0,4,2,1,14,45.2,16,19,183,40,4,0,3,14,1,48,0,1,3.15,3.37,1.18,1.74,NC 다이노스,13088,2025,20000,False,내국인,0,B
이재학,21,21,0,0,0,0,3,12,0,0,104.1,64,68,462,108,27,3,17,42,4,97,0,2,5.52,5.18,1.44,1.45,NC 다이노스,10220,2025,18000,False,내국인,1,B
한재승,51,0,51,12,0,0,1,2,0,6,45.1,20,21,201,37,7,1,2,27,3,44,0,6,3.97,4.35,1.41,0.88,NC 다이노스,14764,2025,7500,False,내국인,0,C
임정호,65,0,65,10,0,0,1,6,2,9,55.0,27,32,243,54,8,1,3,25,3,46,0,0,4.42,4.22,1.44,0.85,NC 다이노스,11168,2025,20000,False,내국인,0,B
최우석,9,0,9,3,0,0,0,0,0,0,8.2,3,3,37,7,2,0,2,6,0,8,0,1,3.12,6.78,1.5,0.16,NC 다이노스,16056,2025,9000,True,내국인,0,C
박주현,3,0,3,1,0,0,0,0,0,0,3.0,2,2,13,3,0,0,1,1,0,4,0,0,6.0,5.87,1.33,0.04,NC 다이노스,13175,2025,3000,False,내국인,0,D
김진호,2,0,2,1,0,0,0,0,0,0,2.1,2,2,12,3,0,0,0,2,0,3,0,0,7.71,3.64,2.14,0.0,NC 다이노스,12897,2025,5000,False,내국인,0,C
류진욱,50,0,50,5,0,0,2,1,0,10,42.1,27,30,194,52,8,0,4,19,2,37,0,3,5.74,4.68,1.68,-0.03,NC 다이노스,11355,2025,13500,False,내국인,0,B
손주환,4,1,3,2,0,0,0,1,0,0,3.2,4,4,16,2,0,0,0,2,1,4,0,0,9.82,4.01,1.09,-0.03,NC 다이노스,16057,2025,3000,False,내국인,0,D
임상현,12,7,5,1,0,0,1,5,0,0,40.1,29,35,181,46,13,0,5,23,2,21,0,1,6.47,6.29,1.71,-0.03,NC 다이노스,16053,2025,18700,True,내국인,1,B
최성영,24,4,20,7,0,0,2,0,1,1,46.2,30,37,218,65,10,0,7,17,0,29,0,0,5.79,5.3,1.76,-0.05,NC 다이노스,12565,2025,8000,False,내국인,0,C
배재환,20,0,20,5,0,0,0,1,0,0,19.2,16,17,91,20,2,0,5,15,0,13,0,0,7.32,7.94,1.78,-0.07,NC 다이노스,11248,2025,5500,False,내국인,0,C
김민규,7,0,7,3,0,0,0,0,0,0,6.1,4,4,30,8,1,0,0,3,0,2,0,1,5.68,4.88,1.74,-0.07,NC 다이노스,16049,2025,3000,False,내국인,0,D
서의태,11,0,11,2,0,0,1,0,0,0,7.2,8,8,34,5,1,0,1,8,0,7,0,1,9.39,6.7,1.7,-0.08,NC 다이노스,12574,2025,3000,False,내국인,0,D
신영우,4,2,2,2,0,0,0,1,0,0,9.1,11,11,52,9,3,0,0,15,2,6,0,1,10.61,8.24,2.57,-0.13,NC 다이노스,15450,2025,3000,False,내국인,0,D
소이현,4,0,4,3,0,0,0,0,0,0,3.1,5,7,19,6,3,0,0,1,1,1,0,0,13.5,5.31,2.1,-0.15,NC 다이노스,12900,2025,3100,False,내국인,0,D
김태현,11,0,11,2,0,0,0,0,0,0,10.0,8,10,50,14,4,0,3,7,0,3,0,1,7.2,9.19,2.1,-0.2,NC 다이노스,12898,2025,3500,False,내국인,0,D
목지훈,3,3,0,0,0,0,0,1,0,0,9.0,12,12,52,15,6,0,1,10,2,3,0,1,12.0,8.82,2.78,-0.26,NC 다이노스,15453,2025,3000,False,내국인,0,D
전사민,17,0,17,9,0,0,0,0,0,0,23.2,25,25,128,39,6,1,3,17,3,17,2,4,9.51,6.53,2.37,-0.45,NC 다이노스,14156,2025,3800,False,내국인,0,D
전루건,6,0,6,1,0,0,0,0,0,0,5.2,14,14,44,15,3,0,0,9,4,0,0,0,22.24,11.31,4.24,-0.45,NC 다이노스,14171,2025,3100,False,내국인,0,D
이용찬,57,0,57,36,0,0,3,9,16,2,54.1,37,48,262,82,20,3,6,21,2,49,0,6,6.13,4.57,1.9,-1.14,NC 다이노스,10217,2025,20000,False,내국인,0,B
곽빈,30,30,0,0,0,0,15,9,0,0,167.2,79,83,716,142,29,1,11,76,6,154,1,11,4.24,4.13,1.3,5.0,두산 베어스,13061,2025,38000,False,내국인,1,A
김택연,60,0,60,32,0,0,3,2,19,4,65.0,15,17,277,51,11,0,2,31,4,78,0,3,2.08,3.19,1.26,3.23,두산 베어스,16067,2025,49000,True,내국인,0,A
이병헌,77,0,77,6,0,0,6,1,1,22,65.1,21,25,285,61,7,1,3,34,3,57,1,2,2.89,4.27,1.45,1.91,두산 베어스,15099,2025,13000,False,내국인,0,B
홍건희,65,0,65,18,0,0,4,3,9,11,59.1,18,22,264,55,6,1,5,33,5,45,0,5,2.73,5.19,1.48,1.59,두산 베어스,10696,2025,30000,False,내국인,0,A
최원준,24,24,0,0,0,0,6,7,0,0,110.0,79,79,490,125,24,2,21,34,10,72,0,1,6.46,6.07,1.45,1.42,두산 베어스,12852,2025,22500,False,내국인,1,B
최준호,17,15,2,0,0,0,3,6,0,0,72.1,41,44,314,69,8,2,11,30,4,58,0,6,5.1,5.46,1.37,1.4,두산 베어스,15508,2025,5800,False,내국인,1,C
최지강,55,0,55,4,0,0,3,1,1,15,50.0,18,19,222,48,7,2,6,24,6,45,0,3,3.24,5.18,1.44,1.26,두산 베어스,15127,2025,9500,False,내국인,0,C
김민규,13,4,9,4,0,0,0,1,0,0,25.0,12,14,117,23,7,2,4,19,4,19,0,3,4.32,7.06,1.68,0.75,두산 베어스,13072,2025,4200,False,내국인,0,D
이영하,59,1,58,8,0,0,5,4,2,5,65.1,29,34,298,62,9,3,4,36,2,59,0,7,3.99,4.47,1.5,0.6,두산 베어스,12568,2025,18000,False,내국인,0,B
김유성,17,7,10,1,0,0,1,2,0,0,28.0,20,23,139,28,10,0,1,24,4,29,0,2,6.43,5.13,1.86,0.23,두산 베어스,15509,2025,3300,False,내국인,1,D
박신지,6,1,5,1,0,0,0,1,0,0,8.2,2,3,41,8,2,0,0,8,1,3,0,0,2.08,6.55,1.85,0.22,두산 베어스,13070,2025,3200,False,내국인,0,D
박정수,29,1,28,7,0,0,1,2,0,4,29.2,17,18,137,38,4,1,2,12,2,22,0,2,5.16,4.61,1.69,0.2,두산 베어스,11300,2025,5200,False,내국인,0,C
최종인,11,0,11,4,0,0,1,0,1,2,9.2,4,4,42,8,0,0,2,5,0,8,0,0,3.72,6.2,1.34,0.2,두산 베어스,14733,2025,3500,False,내국인,0,D
최승용,12,6,6,1,0,0,2,0,0,1,27.0,18,19,124,37,5,2,6,7,0,21,0,0,6.0,5.7,1.63,0.14,두산 베어스,14770,2025,8500,False,내국인,0,C
박지호,1,0,1,0,0,0,0,0,0,1,0.2,0,0,3,0,0,0,0,1,0,2,0,1,0.0,1.35,1.5,0.1,두산 베어스,16071,2025,9100,True,내국인,0,C
박치국,52,0,52,15,0,0,2,3,1,3,48.0,34,34,222,59,6,0,8,18,10,35,1,1,6.38,6.1,1.6,0.03,두산 베어스,12850,2025,11000,False,내국인,0,B
김도윤,2,0,2,2,0,0,0,0,0,0,2.1,1,2,12,2,1,0,0,2,1,1,0,0,3.86,7.11,1.71,-0.01,두산 베어스,14768,2025,3100,False,내국인,0,D
권휘,8,0,8,3,0,0,0,0,0,0,9.0,11,11,49,15,3,0,0,7,0,11,0,1,11.0,3.55,2.44,-0.1,두산 베어스,13665,2025,3700,False,내국인,0,D
김정우,1,0,1,0,0,0,0,0,0,0,0.1,3,3,4,3,2,0,0,0,0,0,0,0,81.0,4.2,9.0,-0.13,두산 베어스,13124,2025,3000,False,내국인,0,D
김호준,16,1,15,6,0,0,1,2,0,0,13.1,13,14,68,22,6,1,1,4,5,6,0,0,8.78,6.06,1.95,-0.31,두산 베어스,13268,2025,3300,False,내국인,0,D
이교훈,33,0,33,7,0,0,1,1,0,1,35.1,29,32,166,43,11,1,7,17,2,27,0,0,7.39,6.31,1.7,-0.56,두산 베어스,14173,2025,3800,False,내국인,0,D
김명신,35,0,35,5,0,0,2,1,0,4,32.2,34,34,168,63,7,0,8,8,2,25,0,1,9.37,6.15,2.17,-1.42,두산 베어스,12847,2025,16500,False,내국인,0,B
하영민,28,28,0,0,0,0,9,8,0,0,150.1,73,82,671,168,33,6,8,58,5,101,0,7,4.37,4.45,1.5,3.25,키움 히어로즈,11222,2025,16500,False,내국인,1,B
주승우,55,0,55,35,0,0,4,6,14,5,51.2,25,25,225,50,14,1,4,18,5,43,0,1,4.35,4.18,1.32,0.98,키움 히어로즈,15067,2025,7700,False,내국인,0,C
김인범,19,14,5,4,0,0,2,7,0,0,63.1,38,40,297,75,8,1,9,31,8,27,1,3,5.4,6.73,1.67,0.79,키움 히어로즈,14480,2025,4500,False,내국인,1,D
김성민,46,0,46,4,0,0,3,4,0,14,45.2,22,24,188,45,4,0,5,17,1,34,1,3,4.34,4.86,1.36,0.65,키움 히어로즈,12918,2025,11000,False,내국인,0,B
김윤하,19,12,7,0,0,0,1,6,0,2,79.0,53,57,363,93,22,2,6,35,4,43,1,3,6.04,5.27,1.62,0.54,키움 히어로즈,16123,2025,24500,True,내국인,1,B
김선기,42,6,36,4,0,0,6,4,0,0,76.1,47,51,357,91,18,0,13,30,6,43,0,6,5.54,6.28,1.59,0.31,키움 히어로즈,13092,2025,8400,False,내국인,0,C
양지율,21,0,21,2,0,0,0,2,0,3,18.2,13,13,83,16,4,0,1,13,2,7,0,0,6.27,6.39,1.55,0.16,키움 히어로즈,12854,2025,3500,False,내국인,0,D
원종현,4,0,4,0,0,0,0,0,0,0,3.2,2,2,18,4,1,0,0,3,0,4,0,2,4.91,4.01,1.91,0.1,키움 히어로즈,11161,2025,50000,False,내국인,0,A
박윤성,17,0,17,7,0,0,0,0,0,1,18.2,12,12,81,14,5,0,5,9,0,14,0,2,5.79,7.01,1.23,0.09,키움 히어로즈,15475,2025,3500,False,내국인,0,D
김동규,2,0,2,1,0,0,0,0,0,0,0.1,2,2,4,1,1,0,0,2,0,0,0,0,54.0,22.8,9.0,-0.07,키움 히어로즈,15485,2025,3100,False,내국인,0,D
김연주,34,0,34,11,0,0,1,1,0,1,31.1,23,24,148,34,10,0,5,17,5,18,0,2,6.61,6.74,1.63,-0.11,키움 히어로즈,16127,2025,12800,True,내국인,0,B
손현기,6,2,4,2,0,0,0,1,0,0,14.1,12,14,69,17,3,1,2,8,3,9,0,3,7.53,6.67,1.74,-0.11,키움 히어로즈,16125,2025,15100,True,내국인,0,B
이종민,12,9,3,0,0,0,1,8,0,0,43.2,37,39,212,56,10,2,9,22,5,21,1,0,7.63,7.22,1.79,-0.12,키움 히어로즈,14576,2025,3600,False,내국인,1,D
박범준,5,0,5,3,0,0,0,1,0,0,5.1,8,8,28,7,2,0,1,4,1,8,0,2,13.5,5.59,2.06,-0.19,키움 히어로즈,16133,2025,7100,True,내국인,0,C
전준표,18,5,13,4,0,0,2,4,0,0,27.2,21,28,144,35,4,0,4,20,5,18,0,4,6.83,7.09,1.99,-0.35,키움 히어로즈,16122,2025,3200,False,내국인,0,D
오석주,17,0,17,7,0,0,1,1,0,0,17.0,21,21,92,28,4,1,0,11,3,16,0,2,11.12,4.4,2.29,-0.5,키움 히어로즈,12860,2025,3900,False,내국인,0,D
조영건,25,3,22,3,0,0,2,1,0,1,39.1,35,39,197,51,10,1,7,24,1,31,0,3,8.01,6.01,1.91,-0.55,키움 히어로즈,14132,2025,3800,False,내국인,0,D
윤석원,11,1,10,3,0,0,0,1,0,0,17.1,22,24,88,31,11,0,3,7,2,1,1,3,11.42,7.72,2.19,-0.66,키움 히어로즈,15071,2025,6000,False,내국인,0,C
