팀,선수,연봉 총수령액(만원),연봉등급,pid,연도,팀연봉순위,전체연봉순위
키움 히어로즈,요키시,156000,A,13940,2023,1,14
롯데 자이언츠,우강훈,7000,C,14816,2023,32,284
삼성 라이온즈,우규민,25000,B,10523,2023,13,117
키움 히어로즈,우승원,3000,D,15478,2023,64,572
KT 위즈,우종휘,3000,D,15093,2023,58,572
LG 트윈스,원상훈,3000,D,15488,2023,64,572
키움 히어로즈,원종현,62500,A,11161,2023,6,68
삼성 라이온즈,원태인,35000,B,14113,2023,12,96
한화 이글스,원혁재,3100,D,12872,2023,56,522
한화 이글스,윌리엄스,52000,A,15647,2023,7,73
롯데 자이언츠,윌커슨,32500,B,12295,2023,12,103
롯데 자이언츠,유강남,160000,A,10753,2023,1,12
한화 이글스,유로결,3300,D,14126,2023,47,475
한화 이글스,유상빈,3300,D,15141,2023,47,475
KIA 타이거즈,유승철,3800,D,12914,2023,37,430
LG 트윈스,유영찬,3100,D,14669,2023,59,522
KIA 타이거즈,유지성,3000,D,14607,2023,47,572
SSG 랜더스,유호식,3000,D,13127,2023,45,572
KT 위즈,윤강찬,3000,D,13172,2023,58,572
한화 이글스,윤대경,9000,C,11110,2023,23,241
KIA 타이거즈,윤도현,3000,D,15058,2023,47,572
롯데 자이언츠,윤동희,3300,D,15048,2023,50,475
롯데 자이언츠,윤명준,6000,C,10885,2023,36,313
한화 이글스,윤산흠,4800,D,14196,2023,36,371
키움 히어로즈,윤석원,3000,D,15071,2023,64,572
롯데 자이언츠,윤성빈,3100,D,12928,2023,55,522
롯데 자이언츠,윤수녕,3000,D,15627,2023,59,572
KIA 타이거즈,윤영철,3000,D,15432,2023,47,572
삼성 라이온즈,윤정빈,3200,D,13161,2023,60,501
키움 히어로즈,윤정현,4500,D,14131,2023,45,383
삼성 라이온즈,윤정훈,3100,D,15044,2023,65,522
두산 베어스,윤준호,3000,D,15512,2023,54,572
KIA 타이거즈,윤중현,7900,C,13122,2023,22,267
SSG 랜더스,윤태현,3000,D,15023,2023,45,572
NC 다이노스,윤형준,4000,D,11135,2023,40,408
LG 트윈스,윤호솔,8700,C,11170,2023,31,252
키움 히어로즈,이강준,3200,D,14601,2023,57,501
SSG 랜더스,이거연,3000,D,14692,2023,45,572
SSG 랜더스,이건욱,3100,D,11242,2023,42,522
두산 베어스,이기석,3000,D,15613,2023,54,572
SSG 랜더스,이기순,3000,D,15028,2023,45,572
한화 이글스,이도윤,3400,D,11414,2023,45,467
KIA 타이거즈,이도현,3000,D,15437,2023,47,572
KT 위즈,이동관,3000,D,15617,2023,58,572
SSG 랜더스,이로운,3000,D,15461,2023,45,572
한화 이글스,이명기,5000,C,10119,2023,34,353
키움 히어로즈,이명종,4500,D,15073,2023,45,383
롯데 자이언츠,이민석,4100,D,15045,2023,39,405
한화 이글스,이민우,5100,C,13003,2023,33,350
한화 이글스,이민준,3000,D,15423,2023,65,572
두산 베어스,이민혁,3000,D,14174,2023,54,572
LG 트윈스,이민호,14000,B,14589,2023,22,177
NC 다이노스,이민호,5000,C,11151,2023,34,353
키움 히어로즈,이병규,3500,D,12859,2023,54,453
두산 베어스,이병헌,3100,D,15099,2023,50,522
삼성 라이온즈,이병헌,3400,D,14117,2023,56,467
LG 트윈스,이상규,3600,D,13245,2023,48,441
KT 위즈,이상동,3200,D,14109,2023,49,501
삼성 라이온즈,이상민,7500,C,11169,2023,29,272
두산 베어스,이상연,7000,C,14836,2023,27,284
LG 트윈스,이상영,5000,C,14135,2023,39,353
KT 위즈,이상우,3100,D,15090,2023,52,522
한화 이글스,이상혁,3000,D,15139,2023,65,572
KT 위즈,이상호,7000,C,11147,2023,28,284
한화 이글스,이석제,3000,D,15630,2023,65,572
KT 위즈,이선우,3000,D,14111,2023,58,572
한화 이글스,이성곤,4800,D,11206,2023,36,371
삼성 라이온즈,이성규,4500,D,12562,2023,43,383
한화 이글스,이성원,3000,D,13140,2023,65,572
KIA 타이거즈,이성주,3000,D,15061,2023,47,572
키움 히어로즈,이세호,3000,D,15075,2023,64,572
KIA 타이거즈,이송찬,3000,D,15436,2023,47,572
한화 이글스,이승관,3100,D,13135,2023,56,522
키움 히어로즈,이승원,3000,D,15476,2023,64,572
두산 베어스,이승진,8800,C,12678,2023,25,251
삼성 라이온즈,이승현,47000,B,10527,2023,10,82
삼성 라이온즈,이승현,43000,B,14798,2023,11,87
키움 히어로즈,이승호,12800,B,12865,2023,17,197
SSG 랜더스,이승훈,3000,D,15469,2023,45,572
KT 위즈,이시원,3300,D,12526,2023,43,475
키움 히어로즈,이영준,7000,C,12997,2023,32,284
두산 베어스,이영하,12000,B,12568,2023,20,199
키움 히어로즈,이용규,30000,B,10035,2023,10,106
NC 다이노스,이용준,13500,B,14763,2023,14,186
NC 다이노스,이용찬,56666,A,10217,2023,8,72
NC 다이노스,이우석,3300,D,11360,2023,46,475
KIA 타이거즈,이우성,5500,C,11099,2023,28,340
LG 트윈스,이우찬,12000,B,10749,2023,25,199
키움 히어로즈,이원석,20000,B,10180,2023,13,132
한화 이글스,이원석,3300,D,13138,2023,47,475
두산 베어스,이원재,3000,D,15101,2023,54,572
SSG 랜더스,이원준,3000,D,12920,2023,45,572
두산 베어스,이유찬,6000,C,12894,2023,30,313
KIA 타이거즈,이의리,45000,B,14788,2023,6,84
롯데 자이언츠,이인복,14500,B,11232,2023,19,174
NC 다이노스,이인혁,3000,D,13090,2023,53,572
한화 이글스,이재민,3100,D,15020,2023,56,522
한화 이글스,이재용,3100,D,12902,2023,56,522
LG 트윈스,이재원,8500,C,13104,2023,32,253
SSG 랜더스,이재원,10000,B,10082,2023,24,221
삼성 라이온즈,이재익,5700,C,13244,2023,35,336
NC 다이노스,이재학,20000,B,10220,2023,10,132
삼성 라이온즈,이재현,6000,C,15034,2023,34,313
키움 히어로즈,이재홍,6000,C,14854,2023,38,313
삼성 라이온즈,이재희,18600,B,14799,2023,14,147
SSG 랜더스,이정범,3000,D,13194,2023,45,572
LG 트윈스,이정용,24000,B,14134,2023,14,124
롯데 자이언츠,이정우,3000,D,14678,2023,59,572
두산 베어스,이정원,3000,D,15611,2023,54,572
한화 이글스,이정재,3000,D,15628,2023,65,572
KT 위즈,이정현,3500,D,12937,2023,41,453
키움 히어로즈,이정후,110000,A,12906,2023,3,37
KT 위즈,이정훈,3000,D,14107,2023,58,572
롯데 자이언츠,이정훈,4000,D,12916,2023,40,408
키움 히어로즈,이종민,3100,D,14576,2023,59,522
KT 위즈,이종혁,3100,D,12938,2023,52,522
두산 베어스,이주엽,3100,D,14572,2023,50,522
롯데 자이언츠,이주찬,3000,D,14819,2023,59,572
NC 다이노스,이주형,3000,D,15116,2023,53,572
키움 히어로즈,이주형,9700,C,14855,2023,25,230
키움 히어로즈,이주형,9300,C,14591,2023,26,237
KT 위즈,이준명,3000,D,15526,2023,58,572
LG 트윈스,이준서,3000,D,15487,2023,64,572
KIA 타이거즈,이준영,14000,B,11303,2023,16,177
NC 다이노스,이준혁,3000,D,15111,2023,53,572
NC 다이노스,이준호,3000,D,15455,2023,53,572
KT 위즈,이준희,3000,D,15522,2023,58,572
KIA 타이거즈,이중석,3000,D,15737,2023,47,572
LG 트윈스,이지강,3600,D,14143,2023,48,441
키움 히어로즈,이지영,50000,A,10312,2023,7,76
한화 이글스,이진영,3900,D,12539,2023,40,425
롯데 자이언츠,이진하,3000,D,15441,2023,59,572
LG 트윈스,이찬혁,3100,D,12909,2023,59,522
KIA 타이거즈,이창진,14000,B,11233,2023,16,177
KT 위즈,이채호,6000,C,13130,2023,32,313
LG 트윈스,이천웅,8000,C,10935,2023,33,258
LG 트윈스,이철민,3000,D,15493,2023,64,572
한화 이글스,이충호,3200,D,11116,2023,53,501
KIA 타이거즈,이태규,3000,D,14179,2023,47,572
한화 이글스,이태양,86000,A,10609,2023,5,56
롯데 자이언츠,이태연,3000,D,15444,2023,59,572
삼성 라이온즈,이태훈,3500,D,13160,2023,55,453
롯데 자이언츠,이학주,7200,C,14114,2023,29,279
NC 다이노스,이한,3000,D,15114,2023,53,572
삼성 라이온즈,이해승,4200,D,14121,2023,47,402
SSG 랜더스,이현석,3500,D,11369,2023,39,453
NC 다이노스,이현우,3000,D,15117,2023,53,572
두산 베어스,이형범,7000,C,11159,2023,27,284
키움 히어로즈,이형종,12000,B,12516,2023,19,199
삼성 라이온즈,이호성,3000,D,15496,2023,72,572
KT 위즈,이호연,5700,C,13151,2023,34,336
키움 히어로즈,이호열,3000,D,15480,2023,64,572
SSG 랜더스,이흥련,7000,C,11108,2023,30,284
KIA 타이거즈,임기영,15000,B,10909,2023,15,164
키움 히어로즈,임병욱,5800,C,11226,2023,40,334
두산 베어스,임서준,3000,D,15511,2023,54,572
KIA 타이거즈,임석진,3100,D,12612,2023,45,522
LG 트윈스,임정균,3000,D,15489,2023,64,572
LG 트윈스,임정우,4000,D,10713,2023,44,408
NC 다이노스,임정호,9000,C,11168,2023,21,241
SSG 랜더스,임준섭,4000,D,10795,2023,37,408
NC 다이노스,임지민,3000,D,15115,2023,53,572
키움 히어로즈,임지열,5000,C,11225,2023,42,353
LG 트윈스,임찬규,17000,B,10652,2023,19,154
키움 히어로즈,임창민,10000,B,10452,2023,24,221
NC 다이노스,임형원,3000,D,14594,2023,53,572
두산 베어스,장규빈,3000,D,14570,2023,54,572
롯데 자이언츠,장두성,3800,D,13155,2023,45,430
한화 이글스,장민재,11500,B,10610,2023,20,207
두산 베어스,장빈,3000,D,14837,2023,54,572
KT 위즈,장성우,95000,A,10235,2023,4,47
롯데 자이언츠,장세진,3000,D,15448,2023,59,572
두산 베어스,장승현,6000,C,11097,2023,30,313
KIA 타이거즈,장시현,7000,C,14824,2023,23,284
한화 이글스,장시환,33000,B,10453,2023,10,101
한화 이글스,장운호,5000,C,11122,2023,34,353
두산 베어스,장원준,5000,C,10299,2023,35,353
키움 히어로즈,장재영,93200,A,14784,2023,4,50
삼성 라이온즈,장재혁,3000,D,15043,2023,72,572
KT 위즈,장준원,5000,C,11214,2023,36,353
한화 이글스,장지수,3200,D,14178,2023,53,501
한화 이글스,장지승,3200,D,14880,2023,53,501
한화 이글스,장진혁,6000,C,12583,2023,28,313
삼성 라이온즈,장필준,8000,C,11404,2023,27,258
KIA 타이거즈,장현식,19000,B,11164,2023,13,146
SSG 랜더스,전경원,3200,D,13129,2023,40,501
NC 다이노스,전루건,3300,D,14171,2023,46,475
두산 베어스,전민재,3600,D,13073,2023,43,441
키움 히어로즈,전병우,8000,C,11422,2023,30,258
NC 다이노스,전사민,3100,D,14156,2023,48,522
KIA 타이거즈,전상현,13500,B,12537,2023,18,186
SSG 랜더스,전영준,3200,D,15032,2023,40,501
KT 위즈,전용주,3000,D,14106,2023,58,572
SSG 랜더스,전의산,9000,C,14699,2023,26,241
롯데 자이언츠,전준우,50000,A,10266,2023,8,76
LG 트윈스,전준호,3200,D,12864,2023,56,501
SSG 랜더스,전진우,3000,D,14154,2023,45,572
두산 베어스,전형근,3000,D,14652,2023,54,572
두산 베어스,전희범,3000,D,15103,2023,54,572
NC 다이노스,정구범,3000,D,14595,2023,53,572
롯데 자이언츠,정대선,3000,D,15443,2023,59,572
롯데 자이언츠,정대혁,3000,D,14995,2023,59,572
SSG 랜더스,정동윤,3000,D,12571,2023,45,572
한화 이글스,정민규,18100,B,14813,2023,15,149
롯데 자이언츠,정보근,5900,C,13154,2023,37,333
SSG 랜더스,정성곤,5500,C,11321,2023,32,340
롯데 자이언츠,정성종,3600,D,13147,2023,47,441
두산 베어스,정수빈,86666,A,10195,2023,6,55
키움 히어로즈,정연제,3000,D,14850,2023,64,572
한화 이글스,정우람,50000,A,10156,2023,9,76
KT 위즈,정우성,3000,D,15618,2023,58,572
LG 트윈스,정우영,40000,B,14136,2023,9,92
두산 베어스,정유석,3000,D,15105,2023,54,572
한화 이글스,정은원,21800,B,13137,2023,13,131
한화 이글스,정이황,3000,D,14127,2023,65,572
롯데 자이언츠,정재환,3000,D,15447,2023,59,572
KT 위즈,정정우,3000,D,15095,2023,58,572
LG 트윈스,정주현,6500,C,10480,2023,35,299
KT 위즈,정준영,3000,D,15519,2023,58,572
NC 다이노스,정진기,4700,D,10717,2023,38,379
삼성 라이온즈,정진수,3100,D,14698,2023,65,522
KT 위즈,정진호,3000,D,15525,2023,58,572
키움 히어로즈,정찬헌,20000,B,10533,2023,13,132
두산 베어스,정철원,10000,B,13071,2023,22,221
KIA 타이거즈,정해영,23000,B,14608,2023,9,127
KIA 타이거즈,정해원,3000,D,15433,2023,47,572
키움 히어로즈,정현민,3000,D,14216,2023,64,572
롯데 자이언츠,정훈,46666,B,10253,2023,10,83
두산 베어스,제환유,3000,D,14573,2023,54,572
SSG 랜더스,조강희,3000,D,15615,2023,45,572
롯데 자이언츠,조경민,3000,D,15446,2023,59,572
KT 위즈,조대현,3100,D,13177,2023,52,522
NC 다이노스,조민석,3500,D,15119,2023,45,453
삼성 라이온즈,조민성,3300,D,15040,2023,57,475
KT 위즈,조병욱,3300,D,12939,2023,43,475
두산 베어스,조선명,3000,D,13106,2023,54,572
SSG 랜더스,조성훈,3000,D,13125,2023,45,572
롯데 자이언츠,조세진,4000,D,15046,2023,40,408
두산 베어스,조수행,7800,C,12524,2023,26,268
키움 히어로즈,조영건,3400,D,14132,2023,56,467
KT 위즈,조용호,32000,B,12943,2023,12,104
LG 트윈스,조원태,3300,D,15078,2023,52,475
KT 위즈,조이현,6500,C,11284,2023,29,299
롯데 자이언츠,조준혁,3000,D,15623,2023,59,572
KT 위즈,조현우,7600,C,11316,2023,27,270
NC 다이노스,조현진,3000,D,14877,2023,53,572
SSG 랜더스,조형우,16200,B,14806,2023,17,157
KT 위즈,주권,29500,B,11323,2023,14,111
키움 히어로즈,주성원,3100,D,14133,2023,59,522
키움 히어로즈,주승빈,3000,D,15072,2023,64,572
키움 히어로즈,주승우,3100,D,15067,2023,59,522
한화 이글스,주현상,5800,C,11415,2023,31,334
KIA 타이거즈,주효상,4800,D,12567,2023,32,371
KT 위즈,지강혁,3000,D,14192,2023,58,572
롯데 자이언츠,지시완,7600,C,11413,2023,27,270
롯데 자이언츠,진승현,3200,D,15047,2023,52,501
LG 트윈스,진해수,25000,B,10075,2023,13,117
한화 이글스,채은성,240000,A,11215,2023,1,2
NC 다이노스,채지선,3800,D,11387,2023,44,430
SSG 랜더스,채현우,3000,D,14153,2023,45,572
한화 이글스,천보웅,3000,D,15430,2023,65,572
NC 다이노스,천재환,3100,D,13261,2023,48,522
SSG 랜더스,최경모,5000,C,14151,2023,34,353
LG 트윈스,최동환,10500,B,10535,2023,26,217
KT 위즈,최동희,3000,D,15094,2023,58,572
롯데 자이언츠,최민재,3300,D,13004,2023,50,475
SSG 랜더스,최민준,13000,B,13126,2023,22,192
LG 트윈스,최민창,3300,D,11351,2023,52,475
NC 다이노스,최보성,3000,D,13087,2023,53,572
SSG 랜더스,최상민,3000,D,13195,2023,45,572
KT 위즈,최성민,8000,C,14870,2023,26,258
NC 다이노스,최성영,7200,C,12565,2023,28,279
LG 트윈스,최성훈,13000,B,10851,2023,24,192
KIA 타이거즈,최수빈,3000,D,12618,2023,47,572
SSG 랜더스,최수호,3000,D,14148,2023,45,572
LG 트윈스,최승민,3300,D,14187,2023,52,475
두산 베어스,최승용,14000,B,14770,2023,18,177
NC 다이노스,최시혁,3000,D,14157,2023,53,572
롯데 자이언츠,최영환,4000,D,11276,2023,40,408
NC 다이노스,최우재,3000,D,12621,2023,53,572
LG 트윈스,최원영,3000,D,15084,2023,64,572
KIA 타이거즈,최원준,22000,B,12534,2023,10,129
두산 베어스,최원준,33000,B,12852,2023,11,101
한화 이글스,최원준,3000,D,15428,2023,65,572
LG 트윈스,최원태,35000,B,11379,2023,10,96
SSG 랜더스,최유빈,3000,D,15033,2023,45,572
롯데 자이언츠,최이준,3000,D,13169,2023,59,572
한화 이글스,최인호,3800,D,14707,2023,41,430
한화 이글스,최재훈,112000,A,10170,2023,2,35
SSG 랜더스,최정,100000,A,10106,2023,4,44
KIA 타이거즈,최정용,4000,D,11407,2023,35,408
NC 다이노스,최정원,6600,C,14221,2023,29,298
KT 위즈,최정태,3000,D,15619,2023,58,572
롯데 자이언츠,최종은,3000,D,14820,2023,59,572
두산 베어스,최종인,3000,D,14733,2023,54,572
SSG 랜더스,최주환,95000,A,10182,2023,6,47
롯데 자이언츠,최준용,15800,B,14624,2023,18,161
SSG 랜더스,최준우,4500,D,13128,2023,36,383
두산 베어스,최준호,3000,D,15508,2023,54,572
두산 베어스,최지강,3000,D,15127,2023,54,572
삼성 라이온즈,최지광,14000,B,12934,2023,20,177
KIA 타이거즈,최지민,3000,D,15057,2023,47,572
SSG 랜더스,최지훈,30000,B,14587,2023,12,106
삼성 라이온즈,최채흥,15000,B,13156,2023,18,164
삼성 라이온즈,최충연,5500,C,12530,2023,37,340
삼성 라이온즈,최하늘,3600,D,13152,2023,53,441
SSG 랜더스,최항,3100,D,10810,2023,42,522
LG 트윈스,최현준,3100,D,13105,2023,59,522
KIA 타이거즈,최형우,133333,A,10344,2023,2,25
SSG 랜더스,추신수,170000,A,14888,2023,1,9
LG 트윈스,켈리,195000,A,13934,2023,2,5
KT 위즈,쿠에바스,58500,A,13942,2023,8,71
NC 다이노스,태너,19500,B,15653,2023,11,144
KIA 타이거즈,파노니,0,D,15147,2023,78,860
한화 이글스,페냐,84500,A,15146,2023,6,57
NC 다이노스,페디,130000,A,15535,2023,3,26
LG 트윈스,플럿코,143000,A,15003,2023,3,19
삼성 라이온즈,피렐라,169000,A,14757,2023,2,10
키움 히어로즈,하영민,6500,C,11222,2023,35,299
SSG 랜더스,하재훈,5500,C,14147,2023,32,340
한화 이글스,하주석,10000,B,10913,2023,22,221
NC 다이노스,하준수,3100,D,14654,2023,48,522
NC 다이노스,하준영,7500,C,13115,2023,26,272
KT 위즈,하준호,4500,D,10304,2023,40,383
NC 다이노스,한건희,3000,D,14656,2023,53,572
한화 이글스,한경빈,3000,D,15633,2023,65,572
롯데 자이언츠,한동희,19260,B,13145,2023,16,145
SSG 랜더스,한두솔,3100,D,13228,2023,42,522
KT 위즈,한민우,3000,D,16144,2023,58,572
한화 이글스,한서구,3000,D,15426,2023,65,572
NC 다이노스,한석현,3900,D,13250,2023,43,425
한화 이글스,한승주,3100,D,14621,2023,56,522
KIA 타이거즈,한승택,8000,C,11119,2023,21,258
한화 이글스,한승혁,6200,C,10812,2023,27,310
삼성 라이온즈,한연욱,3200,D,14664,2023,60,501
SSG 랜더스,한유섬,50000,A,10815,2023,10,76
NC 다이노스,한재승,10200,B,14764,2023,18,220
NC 다이노스,한재환,3000,D,14659,2023,53,572
KIA 타이거즈,한준수,3100,D,13113,2023,45,522
KT 위즈,한지용,3000,D,14604,2023,58,572
두산 베어스,한충희,3000,D,15513,2023,54,572
롯데 자이언츠,한태양,3800,D,15051,2023,45,430
롯데 자이언츠,한현희,30000,B,10863,2023,13,106
LG 트윈스,함덕주,10000,B,11094,2023,27,221
LG 트윈스,함창건,3000,D,14680,2023,64,572
두산 베어스,허경민,182500,A,10184,2023,2,6
한화 이글스,허관회,3300,D,14204,2023,47,475
LG 트윈스,허도환,20000,B,10684,2023,16,132
SSG 랜더스,허민혁,3000,D,14149,2023,45,572
LG 트윈스,허용주,3000,D,15491,2023,64,572
삼성 라이온즈,허윤동,5400,C,14613,2023,38,346
LG 트윈스,허준혁,3300,D,15083,2023,52,475
롯데 자이언츠,현도훈,1500,D,13271,2023,86,859
두산 베어스,홍건희,30000,B,10696,2023,12,106
삼성 라이온즈,홍무원,13200,B,14800,2023,21,190
롯데 자이언츠,홍민기,3100,D,14625,2023,55,522
키움 히어로즈,홍성민,15000,B,10814,2023,16,164
두산 베어스,홍성호,3100,D,12606,2023,50,522
삼성 라이온즈,홍승원,8000,C,14864,2023,27,258
KIA 타이거즈,홍원빈,3000,D,14177,2023,47,572
삼성 라이온즈,홍원표,3100,D,14614,2023,65,522
삼성 라이온즈,홍정우,6300,C,13242,2023,32,307
KIA 타이거즈,홍종표,3300,D,14612,2023,44,475
LG 트윈스,홍창기,30000,B,12546,2023,12,106
KT 위즈,홍현빈,4800,D,12941,2023,38,371
KIA 타이거즈,황대인,13000,B,11306,2023,19,192
삼성 라이온즈,황동재,4100,D,14615,2023,48,405
KIA 타이거즈,황동하,3000,D,15063,2023,47,572
롯데 자이언츠,황성빈,7200,C,14642,2023,29,279
KT 위즈,황의준,3000,D,15524,2023,58,572
KT 위즈,황재균,162500,A,10407,2023,1,11
키움 히어로즈,후라도,110500,A,15531,2023,2,36
한화 이글스,류현진,250000,A,10590,2024,1,3
한화 이글스,채은성,160000,A,11215,2024,2,11
한화 이글스,페냐,65000,A,15146,2024,6,59
한화 이글스,페라자,104000,A,16121,2024,3,27
한화 이글스,최재훈,92000,A,10170,2024,4,35
한화 이글스,이태양,70000,A,10609,2024,5,54
한화 이글스,안치홍,50000,A,10014,2024,8,70
한화 이글스,산체스,50000,A,15643,2024,8,70
한화 이글스,바리아,48000,B,16150,2024,10,77
한화 이글스,노시환,35000,B,14125,2024,11,91
한화 이글스,장시환,25000,B,10453,2024,12,118
한화 이글스,박상원,19500,B,12871,2024,14,148
한화 이글스,김범수,19300,B,11411,2024,15,150
한화 이글스,정은원,17800,B,13137,2024,16,157
한화 이글스,김민우,16700,B,11410,2024,17,164
한화 이글스,장민재,15000,B,10610,2024,18,178
한화 이글스,김강민,11000,B,10108,2024,20,215
한화 이글스,주현상,11000,B,11415,2024,20,215
한화 이글스,윤대경,11000,B,11110,2024,20,215
한화 이글스,정우람,10000,B,10156,2024,23,232
한화 이글스,문동주,10000,B,15013,2024,23,232
한화 이글스,문현빈,23000,B,15422,2024,13,126
한화 이글스,김태연,7800,C,12585,2024,25,291
한화 이글스,이도윤,7500,C,11414,2024,26,293
한화 이글스,이진영,7000,C,12539,2024,27,300
한화 이글스,하주석,7000,C,10913,2024,27,300
한화 이글스,김인환,6900,C,12589,2024,29,322
한화 이글스,김종수,6800,C,11117,2024,30,323
한화 이글스,장진혁,5800,C,12583,2024,31,367
한화 이글스,이민우,5600,C,13003,2024,32,371
한화 이글스,배민서,5100,C,14158,2024,33,384
한화 이글스,이명기,5000,C,10119,2024,34,385
한화 이글스,이재원,5000,C,10082,2024,34,385
한화 이글스,한승혁,4900,D,10812,2024,36,402
한화 이글스,와이스,4800,D,16153,2024,37,403
한화 이글스,최인호,4800,D,14707,2024,37,403
한화 이글스,한승주,4500,D,14621,2024,39,412
한화 이글스,이상규,4400,D,13245,2024,40,424
한화 이글스,김기중,4400,D,14808,2024,40,424
한화 이글스,박상언,4200,D,12587,2024,42,431
한화 이글스,김규연,4100,D,14871,2024,43,434
한화 이글스,남지민,4000,D,14619,2024,44,442
한화 이글스,조한민,3800,D,14210,2024,45,469
한화 이글스,이원석,3600,D,13138,2024,46,483
한화 이글스,이충호,3400,D,11116,2024,47,509
한화 이글스,임종찬,3400,D,14706,2024,47,509
한화 이글스,김서현,53300,A,15421,2024,7,68
한화 이글스,권광민,3300,D,13676,2024,49,519
한화 이글스,허관회,3300,D,14204,2024,49,519
한화 이글스,유로결,3300,D,14126,2024,49,519
한화 이글스,장규현,3200,D,14811,2024,52,536
한화 이글스,김건,3200,D,14209,2024,52,536
한화 이글스,장지수,3200,D,14178,2024,52,536
한화 이글스,이재용,3100,D,12902,2024,55,563
한화 이글스,이상혁,3100,D,15139,2024,55,563
한화 이글스,이민준,14100,B,15423,2024,19,188
한화 이글스,서정훈,3000,D,16120,2024,57,601
한화 이글스,김선동,3000,D,16119,2024,57,601
한화 이글스,김도빈,3000,D,16118,2024,57,601
한화 이글스,권동욱,3000,D,16117,2024,57,601
한화 이글스,승지환,3000,D,16116,2024,57,601
한화 이글스,권현,3000,D,16115,2024,57,601
한화 이글스,원종혁,3000,D,16114,2024,57,601
한화 이글스,이승현,3000,D,16113,2024,57,601
한화 이글스,최준서,3000,D,16112,2024,57,601
한화 이글스,이기창,3000,D,16111,2024,57,601
한화 이글스,황영묵,3000,D,16110,2024,57,601
한화 이글스,정안석,3000,D,16109,2024,57,601
한화 이글스,조동욱,3000,D,16108,2024,57,601
한화 이글스,황준서,3000,D,16107,2024,57,601
한화 이글스,김진욱,3000,D,13144,2024,57,601
한화 이글스,이성민,3000,D,15019,2024,57,601
한화 이글스,정이황,3000,D,14127,2024,57,601
한화 이글스,조은,3000,D,14810,2024,57,601
한화 이글스,한경빈,3000,D,15633,2024,57,601
한화 이글스,성지훈,3000,D,15631,2024,57,601
한화 이글스,김승일,3000,D,14711,2024,57,601
LG 트윈스,박동원,300000,A,10387,2024,1,1
LG 트윈스,김현수,225000,A,10187,2024,2,4
LG 트윈스,켈리,80000,A,13934,2024,5,44
LG 트윈스,오스틴,80000,A,15532,2024,5,44
LG 트윈스,엔스,117000,A,16023,2024,4,22
LG 트윈스,박해민,140000,A,11190,2024,3,14
LG 트윈스,홍창기,51000,A,12546,2024,7,69
LG 트윈스,에르난데스,44000,B,16160,2024,8,81
LG 트윈스,최원태,40000,B,11379,2024,9,84
LG 트윈스,정우영,32000,B,14136,2024,11,98
LG 트윈스,문보경,30000,B,14137,2024,12,100
LG 트윈스,오지환,30000,B,10475,2024,12,100
LG 트윈스,문성주,20000,B,13112,2024,15,135
LG 트윈스,함덕주,20000,B,11094,2024,15,135
LG 트윈스,김진성,35000,B,11166,2024,10,91
LG 트윈스,임찬규,20000,B,10652,2024,15,135
LG 트윈스,최동환,13000,B,10535,2024,19,200
LG 트윈스,이우찬,12500,B,10749,2024,20,208
LG 트윈스,김윤식,12000,B,14588,2024,21,209
LG 트윈스,신민재,11500,B,13056,2024,22,214
LG 트윈스,허도환,10000,B,10684,2024,23,232
LG 트윈스,백승현,9200,C,13009,2024,24,252
LG 트윈스,유영찬,8500,C,14669,2024,25,264
LG 트윈스,구본혁,7000,C,14140,2024,27,300
LG 트윈스,윤호솔,7000,C,11170,2024,27,300
LG 트윈스,이재원,7000,C,13104,2024,27,300
LG 트윈스,이지강,6800,C,14143,2024,30,323
LG 트윈스,김유영,6700,C,11229,2024,31,325
LG 트윈스,박명근,17500,B,15486,2024,18,158
LG 트윈스,김민수,6000,C,12931,2024,32,340
LG 트윈스,배재준,6000,C,12697,2024,32,340
LG 트윈스,김대현,5700,C,12532,2024,34,370
LG 트윈스,안익훈,5500,C,11347,2024,35,372
LG 트윈스,이영빈,5500,C,14783,2024,35,372
LG 트윈스,이상영,5000,C,14135,2024,37,385
LG 트윈스,임준형,4800,D,14142,2024,38,403
LG 트윈스,손주영,4300,D,12908,2024,39,427
LG 트윈스,최승민,4000,D,14187,2024,40,442
LG 트윈스,강효종,3800,D,14780,2024,41,469
LG 트윈스,김영준,3600,D,13102,2024,42,483
LG 트윈스,송찬의,3600,D,13109,2024,42,483
LG 트윈스,김주성,3500,D,12545,2024,44,494
LG 트윈스,김범석,28300,B,15484,2024,14,113
LG 트윈스,전준호,3300,D,12864,2024,45,519
LG 트윈스,성동현,3200,D,13103,2024,46,536
LG 트윈스,김진수,3200,D,14781,2024,46,536
LG 트윈스,김성우,3100,D,15085,2024,48,563
LG 트윈스,우강훈,3100,D,14816,2024,48,563
LG 트윈스,김성진,3100,D,14141,2024,48,563
LG 트윈스,김현종,3000,D,16013,2024,51,601
LG 트윈스,손용준,3000,D,16014,2024,51,601
LG 트윈스,진우영,3000,D,16015,2024,51,601
LG 트윈스,배강,3000,D,16018,2024,51,601
LG 트윈스,최명경,3000,D,16026,2024,51,601
LG 트윈스,이태겸,3000,D,16025,2024,51,601
LG 트윈스,오승윤,3000,D,16024,2024,51,601
LG 트윈스,심규빈,3000,D,16022,2024,51,601
LG 트윈스,김도윤,3000,D,16021,2024,51,601
LG 트윈스,강석현,3000,D,16020,2024,51,601
