팀,선수,연봉 총수령액(만원),연봉등급,pid,연도,팀연봉순위,전체연봉순위
KIA 타이거즈,박준표,7500,C,11070,2025,31,252
KIA 타이거즈,황대인,7000,C,11306,2025,32,264
KIA 타이거즈,김규성,6500,C,12540,2025,33,279
KIA 타이거즈,한승택,6500,C,11119,2025,33,279
KIA 타이거즈,홍종표,6500,C,14612,2025,33,279
KIA 타이거즈,이형범,6500,C,11159,2025,33,279
KIA 타이거즈,박정우,6500,C,12869,2025,33,279
KIA 타이거즈,윤중현,6000,C,13122,2025,38,290
KIA 타이거즈,김기훈,5500,C,14176,2025,39,309
KIA 타이거즈,김승현,4600,D,12637,2025,40,342
KIA 타이거즈,김현수,4500,D,14162,2025,41,347
KIA 타이거즈,김건국,4500,D,12944,2025,41,347
KIA 타이거즈,최정용,4500,D,11407,2025,41,347
KIA 타이거즈,주효상,4400,D,12567,2025,44,361
KIA 타이거즈,김사윤,4000,D,11364,2025,45,374
KIA 타이거즈,김석환,4000,D,12917,2025,45,374
KIA 타이거즈,예진원,4000,D,13093,2025,45,374
KIA 타이거즈,유승철,3800,D,12914,2025,48,394
KIA 타이거즈,박민,3800,D,14611,2025,48,394
KIA 타이거즈,장민기,3500,D,14789,2025,50,428
KIA 타이거즈,오선우,3400,D,14181,2025,51,453
KIA 타이거즈,유지성,3200,D,14607,2025,52,484
KIA 타이거즈,윤도현,3200,D,15058,2025,52,484
KIA 타이거즈,김민재,3100,D,16083,2025,54,516
KIA 타이거즈,김민주,3100,D,16082,2025,54,516
KIA 타이거즈,김두현,3100,D,16086,2025,54,516
KIA 타이거즈,박건우,3100,D,14786,2025,54,516
KIA 타이거즈,정해원,3100,D,15433,2025,54,516
KIA 타이거즈,장재혁,3100,D,14657,2025,54,516
KIA 타이거즈,박헌,3000,D,16260,2025,60,567
KIA 타이거즈,이성원,3000,D,16259,2025,60,567
KIA 타이거즈,엄준현,3000,D,16258,2025,60,567
KIA 타이거즈,김정엽,3000,D,16254,2025,60,567
KIA 타이거즈,박재현,3000,D,16252,2025,60,567
KIA 타이거즈,이호민,3000,D,16251,2025,60,567
KIA 타이거즈,김태형,3000,D,16250,2025,60,567
KIA 타이거즈,임다온,3000,D,16257,2025,60,567
KIA 타이거즈,나연우,3000,D,16256,2025,60,567
KIA 타이거즈,최건희,3000,D,16255,2025,60,567
KIA 타이거즈,양수호,3000,D,16253,2025,60,567
KIA 타이거즈,이영재,3000,D,14826,2025,60,567
KIA 타이거즈,장시현,3000,D,14824,2025,60,567
KIA 타이거즈,이준범,3000,D,14823,2025,60,567
KIA 타이거즈,신명승,3000,D,15065,2025,60,567
KIA 타이거즈,홍원빈,3000,D,14177,2025,60,567
KIA 타이거즈,강이준,3000,D,12866,2025,60,567
KIA 타이거즈,오정환,3000,D,13117,2025,60,567
KIA 타이거즈,조대현,3000,D,16077,2025,60,567
KIA 타이거즈,성영탁,3000,D,16085,2025,60,567
KIA 타이거즈,강민제,3000,D,16084,2025,60,567
KIA 타이거즈,강동훈,3000,D,16080,2025,60,567
KIA 타이거즈,이상준,3000,D,16078,2025,60,567
KIA 타이거즈,김재현,3000,D,15440,2025,60,567
KIA 타이거즈,박상준,3000,D,15125,2025,60,567
KIA 타이거즈,이도현,3000,D,15437,2025,60,567
KT 위즈,로하스,210000,A,12995,2025,1,5
KT 위즈,고영표,200000,A,11308,2025,2,7
KT 위즈,쿠에바스,140000,A,13942,2025,3,19
KT 위즈,헤이수스,130000,A,16138,2025,4,24
KT 위즈,강백호,70000,A,13168,2025,7,63
KT 위즈,황재균,112500,A,10407,2025,5,36
KT 위즈,장성우,95000,A,10235,2025,6,50
KT 위즈,패트릭,38400,B,16401,2025,9,87
KT 위즈,배정대,34000,B,11212,2025,10,96
KT 위즈,김상수,50000,A,10320,2025,8,74
KT 위즈,김민혁,30000,B,11339,2025,11,99
KT 위즈,허경민,30000,B,10184,2025,11,99
KT 위즈,배제성,25000,B,11394,2025,13,115
KT 위즈,박영현,24000,B,15089,2025,14,118
KT 위즈,소형준,22000,B,14600,2025,15,124
KT 위즈,김민수,21000,B,11317,2025,16,126
KT 위즈,주권,20000,B,11323,2025,17,130
KT 위즈,우규민,20000,B,10523,2025,17,130
KT 위즈,문상철,17000,B,11333,2025,19,157
KT 위즈,오윤석,16000,B,11397,2025,20,165
KT 위즈,오재일,15000,B,10400,2025,21,167
KT 위즈,오원석,14000,B,14581,2025,22,175
KT 위즈,장진혁,11500,B,12583,2025,23,200
KT 위즈,최동환,11000,B,10535,2025,24,201
KT 위즈,손동현,10000,B,14108,2025,25,213
KT 위즈,이호연,7000,C,13151,2025,26,264
KT 위즈,이정훈,6500,C,12916,2025,27,279
KT 위즈,송민섭,6000,C,11342,2025,28,290
KT 위즈,이상동,5900,C,14109,2025,29,302
KT 위즈,문용익,5800,C,12885,2025,30,303
KT 위즈,조이현,5700,C,11284,2025,31,306
KT 위즈,임준형,5500,C,14142,2025,32,309
KT 위즈,장준원,5100,C,11214,2025,33,324
KT 위즈,강현우,5000,C,14603,2025,34,326
KT 위즈,이채호,5000,C,13130,2025,34,326
KT 위즈,권동진,4600,D,14777,2025,36,342
KT 위즈,안치영,4500,D,13006,2025,37,347
KT 위즈,조대현,4300,D,13177,2025,38,363
KT 위즈,원상현,4000,D,16027,2025,39,374
KT 위즈,이선우,3800,D,14111,2025,40,394
KT 위즈,강민성,3700,D,14191,2025,41,408
KT 위즈,전용주,3600,D,14106,2025,42,418
KT 위즈,성재헌,3600,D,14667,2025,42,418
KT 위즈,김병준,3600,D,15097,2025,42,418
KT 위즈,육청명,3500,D,16028,2025,45,428
KT 위즈,강건,3500,D,15527,2025,45,428
KT 위즈,김태오,3500,D,12577,2025,45,428
KT 위즈,한차현,3500,D,14776,2025,45,428
KT 위즈,이정현,3500,D,12937,2025,45,428
KT 위즈,윤준혁,3500,D,14605,2025,45,428
KT 위즈,박민석,3400,D,14110,2025,51,453
KT 위즈,안현민,3300,D,15092,2025,52,462
KT 위즈,김건형,3300,D,14779,2025,52,462
KT 위즈,최성민,3200,D,14870,2025,54,484
KT 위즈,지명성,3200,D,14775,2025,54,484
KT 위즈,문상준,3100,D,14720,2025,56,516
KT 위즈,이상우,3100,D,15090,2025,56,516
KT 위즈,박준혁,3000,D,16354,2025,58,567
KT 위즈,박민석,3000,D,16355,2025,58,567
KT 위즈,오서진,3000,D,16356,2025,58,567
KT 위즈,이용현,3000,D,16357,2025,58,567
KT 위즈,윤상인,3000,D,16358,2025,58,567
KT 위즈,이정환,3000,D,16359,2025,58,567
KT 위즈,정영웅,3000,D,16360,2025,58,567
KT 위즈,김동현,3000,D,16351,2025,58,567
KT 위즈,박건우,3000,D,16352,2025,58,567
KT 위즈,김재원,3000,D,16353,2025,58,567
KT 위즈,이승준,3000,D,16361,2025,58,567
KT 위즈,김주완,3000,D,14833,2025,58,567
KT 위즈,권성준,3000,D,15096,2025,58,567
KT 위즈,최동희,3000,D,15094,2025,58,567
KT 위즈,우종휘,3000,D,15093,2025,58,567
KT 위즈,한지웅,3000,D,15091,2025,58,567
KT 위즈,유준규,3000,D,14778,2025,58,567
KT 위즈,신범준,3000,D,14774,2025,58,567
KT 위즈,이태규,3000,D,14179,2025,58,567
KT 위즈,김철호,3000,D,13083,2025,58,567
KT 위즈,유호식,3000,D,13127,2025,58,567
KT 위즈,최용준,3000,D,14658,2025,58,567
KT 위즈,이종혁,3000,D,12938,2025,58,567
KT 위즈,이현민,3000,D,16159,2025,58,567
KT 위즈,이준명,3000,D,15526,2025,58,567
KT 위즈,이승언,3000,D,16036,2025,58,567
KT 위즈,김민석,3000,D,16035,2025,58,567
KT 위즈,이승현,3000,D,16034,2025,58,567
KT 위즈,박태완,3000,D,16033,2025,58,567
KT 위즈,신호준,3000,D,16031,2025,58,567
KT 위즈,장민호,0,D,16386,2025,88,824
KT 위즈,정운교,0,D,16387,2025,88,824
삼성 라이온즈,구자욱,200000,A,10892,2025,1,7
삼성 라이온즈,레예스,98000,A,15861,2025,3,47
삼성 라이온즈,후라도,130000,A,15531,2025,2,24
삼성 라이온즈,오승환,80000,A,10367,2025,4,57
삼성 라이온즈,김재윤,80000,A,11489,2025,4,57
삼성 라이온즈,디아즈,70000,A,16162,2025,7,63
삼성 라이온즈,원태인,63000,A,14113,2025,9,68
삼성 라이온즈,류지혁,60000,A,10894,2025,10,70
삼성 라이온즈,가라비토,49000,B,16397,2025,11,78
삼성 라이온즈,강민호,70000,A,10232,2025,7,63
삼성 라이온즈,백정현,75000,A,10363,2025,6,61
삼성 라이온즈,박병호,38000,B,10470,2025,12,88
삼성 라이온즈,김지찬,28000,B,14618,2025,13,113
삼성 라이온즈,김태훈,24000,B,10871,2025,14,118
삼성 라이온즈,이승현,24000,B,10527,2025,14,118
삼성 라이온즈,이재현,21000,B,15034,2025,16,126
삼성 라이온즈,최원태,20000,B,11379,2025,17,130
삼성 라이온즈,임창민,20000,B,10452,2025,17,130
삼성 라이온즈,최지광,17000,B,12934,2025,19,157
삼성 라이온즈,김영웅,15000,B,15035,2025,20,167
삼성 라이온즈,이성규,13000,B,12562,2025,21,183
삼성 라이온즈,이승현,12000,B,14798,2025,22,189
삼성 라이온즈,김헌곤,10000,B,10640,2025,23,213
삼성 라이온즈,김대우,10000,B,10685,2025,23,213
삼성 라이온즈,이상민,8500,C,11169,2025,25,234
삼성 라이온즈,최성훈,7800,C,10851,2025,26,248
삼성 라이온즈,전병우,7500,C,11422,2025,27,252
삼성 라이온즈,윤정빈,7400,C,13161,2025,28,260
삼성 라이온즈,김성윤,7000,C,12936,2025,29,264
삼성 라이온즈,김무신,7000,C,13162,2025,29,264
삼성 라이온즈,강한울,7000,C,11255,2025,29,264
삼성 라이온즈,안주형,7000,C,12988,2025,29,264
삼성 라이온즈,양현,7000,C,10730,2025,29,264
삼성 라이온즈,이병헌,6500,C,14117,2025,34,279
삼성 라이온즈,황동재,6200,C,14615,2025,35,286
삼성 라이온즈,이재익,6200,C,13244,2025,35,286
삼성 라이온즈,최하늘,6000,C,13152,2025,37,290
삼성 라이온즈,송은범,6000,C,10137,2025,37,290
삼성 라이온즈,김재성,5500,C,11344,2025,39,309
삼성 라이온즈,박승규,5200,C,14122,2025,40,320
삼성 라이온즈,이승민,5000,C,14616,2025,41,326
삼성 라이온즈,양창섭,4800,D,13157,2025,42,336
삼성 라이온즈,김도환,4700,D,14115,2025,43,340
삼성 라이온즈,김민수,4600,D,11266,2025,44,342
삼성 라이온즈,김태훈,4500,D,11336,2025,45,347
삼성 라이온즈,홍현빈,4500,D,12941,2025,45,347
삼성 라이온즈,김태근,4500,D,14175,2025,45,347
삼성 라이온즈,최충연,4500,D,12530,2025,45,347
삼성 라이온즈,공민규,4300,D,13164,2025,49,363
삼성 라이온즈,이해승,4200,D,14121,2025,50,366
삼성 라이온즈,이호성,4000,D,15496,2025,51,374
삼성 라이온즈,양우현,4000,D,14116,2025,51,374
삼성 라이온즈,박주혁,3800,D,14668,2025,53,394
삼성 라이온즈,이재희,3600,D,14799,2025,54,418
삼성 라이온즈,홍원표,3550,D,14614,2025,55,427
삼성 라이온즈,양도근,3500,D,15875,2025,56,428
삼성 라이온즈,육선엽,3500,D,15864,2025,56,428
삼성 라이온즈,김재혁,3500,D,15036,2025,56,428
삼성 라이온즈,조민성,3400,D,15040,2025,59,453
삼성 라이온즈,이창용,3300,D,14866,2025,60,462
삼성 라이온즈,오현석,3300,D,14801,2025,60,462
삼성 라이온즈,김대호,3300,D,15882,2025,60,462
삼성 라이온즈,김호진,3250,D,15868,2025,63,482
삼성 라이온즈,김동현,3200,D,15874,2025,64,484
삼성 라이온즈,이현준,3200,D,15870,2025,64,484
삼성 라이온즈,김성경,3200,D,15867,2025,64,484
삼성 라이온즈,박장민,3100,D,15506,2025,67,516
삼성 라이온즈,박진우,3100,D,15507,2025,67,516
삼성 라이온즈,배찬승,3000,D,16239,2025,69,567
삼성 라이온즈,심재훈,3000,D,16240,2025,69,567
삼성 라이온즈,홍준영,3000,D,16245,2025,69,567
삼성 라이온즈,천겸,3000,D,16246,2025,69,567
삼성 라이온즈,우승완,3000,D,16247,2025,69,567
삼성 라이온즈,강민성,3000,D,16248,2025,69,567
삼성 라이온즈,차승준,3000,D,16241,2025,69,567
삼성 라이온즈,함수호,3000,D,16242,2025,69,567
삼성 라이온즈,권현우,3000,D,16243,2025,69,567
삼성 라이온즈,이진용,3000,D,16244,2025,69,567
삼성 라이온즈,진희성,3000,D,16249,2025,69,567
삼성 라이온즈,주한울,3000,D,14802,2025,69,567
삼성 라이온즈,차동영,3000,D,15037,2025,69,567
삼성 라이온즈,신경민,3000,D,15869,2025,69,567
삼성 라이온즈,유병선,3000,D,15873,2025,69,567
삼성 라이온즈,박준용,3000,D,15865,2025,69,567
삼성 라이온즈,정민성,3000,D,15866,2025,69,567
삼성 라이온즈,김백산,0,D,16368,2025,86,824
삼성 라이온즈,김유현,0,D,16369,2025,86,824
삼성 라이온즈,최예한,0,D,16370,2025,86,824
삼성 라이온즈,김상준,0,D,16371,2025,86,824
SSG 랜더스,김광현,300000,A,10126,2025,1,1
SSG 랜더스,에레디아,224000,A,15530,2025,2,4
SSG 랜더스,최정,170000,A,10106,2025,3,12
SSG 랜더스,앤더슨,161000,A,16146,2025,4,17
SSG 랜더스,화이트,130000,A,16324,2025,5,24
SSG 랜더스,박종훈,110000,A,10131,2025,6,41
SSG 랜더스,한유섬,90000,A,10815,2025,7,52
SSG 랜더스,문승원,80000,A,10783,2025,8,57
SSG 랜더스,노경은,40000,B,10203,2025,9,83
SSG 랜더스,서진용,38000,B,10784,2025,10,88
SSG 랜더스,박성한,37000,B,12922,2025,11,91
SSG 랜더스,최지훈,30000,B,14587,2025,12,99
SSG 랜더스,김민식,25000,B,10707,2025,14,115
SSG 랜더스,김택형,20500,B,11373,2025,15,129
SSG 랜더스,오태곤,30000,B,10249,2025,12,99
SSG 랜더스,이지영,15000,B,10312,2025,16,167
SSG 랜더스,김성현,15000,B,10636,2025,16,167
SSG 랜더스,조병현,13500,B,14805,2025,18,179
SSG 랜더스,장지훈,13000,B,14804,2025,19,183
SSG 랜더스,김민,11000,B,13167,2025,20,201
SSG 랜더스,맥브룸,10500,B,16390,2025,21,210
SSG 랜더스,최민준,10000,B,13126,2025,22,213
SSG 랜더스,김성욱,10000,B,11153,2025,22,213
SSG 랜더스,하재훈,9000,C,14147,2025,24,229
SSG 랜더스,한두솔,8000,C,13228,2025,25,241
SSG 랜더스,고명준,8000,C,14807,2025,25,241
SSG 랜더스,정준재,7500,C,16042,2025,27,252
SSG 랜더스,이로운,7400,C,15461,2025,28,260
SSG 랜더스,박지환,6200,C,16038,2025,29,286
SSG 랜더스,송영진,5500,C,15462,2025,30,309
SSG 랜더스,조형우,4000,D,14806,2025,31,374
SSG 랜더스,신헌민,3300,D,15024,2025,32,462
SSG 랜더스,허진,3200,D,16139,2025,33,484
SSG 랜더스,최준우,3200,D,13128,2025,33,484
SSG 랜더스,김찬형,3200,D,12622,2025,33,484
SSG 랜더스,안상현,3200,D,12613,2025,33,484
SSG 랜더스,백승건,3200,D,14145,2025,33,484
SSG 랜더스,이건욱,3200,D,11242,2025,33,484
SSG 랜더스,김수윤,3200,D,12903,2025,33,484
SSG 랜더스,최상민,3200,D,13195,2025,33,484
SSG 랜더스,이정범,3200,D,13194,2025,33,484
SSG 랜더스,박대온,3200,D,11246,2025,33,484
SSG 랜더스,전영준,3200,D,15032,2025,33,484
SSG 랜더스,신범수,3200,D,12541,2025,33,484
SSG 랜더스,김태윤,3100,D,15030,2025,45,516
SSG 랜더스,박시후,3100,D,14687,2025,45,516
SSG 랜더스,박성빈,3100,D,16044,2025,45,516
SSG 랜더스,김창평,3100,D,14146,2025,45,516
SSG 랜더스,류효승,3100,D,14586,2025,45,516
SSG 랜더스,석정우,3100,D,15121,2025,45,516
SSG 랜더스,장현진,3000,D,16400,2025,51,567
SSG 랜더스,이원준,3000,D,16317,2025,51,567
SSG 랜더스,최윤석,3000,D,16318,2025,51,567
SSG 랜더스,천범석,3000,D,16316,2025,51,567
SSG 랜더스,신지환,3000,D,16315,2025,51,567
SSG 랜더스,이율예,3000,D,16314,2025,51,567
SSG 랜더스,김현재,3000,D,16319,2025,51,567
SSG 랜더스,이도우,3000,D,16320,2025,51,567
SSG 랜더스,한지헌,3000,D,16322,2025,51,567
SSG 랜더스,홍대인,3000,D,16321,2025,51,567
SSG 랜더스,도재현,3000,D,16323,2025,51,567
SSG 랜더스,박정빈,3000,D,14862,2025,51,567
SSG 랜더스,김건우,3000,D,14803,2025,51,567
SSG 랜더스,최민창,3000,D,11351,2025,51,567
SSG 랜더스,채현우,3000,D,14153,2025,51,567
SSG 랜더스,최수호,3000,D,14148,2025,51,567
SSG 랜더스,정동윤,3000,D,12571,2025,51,567
SSG 랜더스,김성민,3000,D,14585,2025,51,567
SSG 랜더스,현원회,3000,D,14584,2025,51,567
SSG 랜더스,김규민,3000,D,16047,2025,51,567
SSG 랜더스,백준서,3000,D,16045,2025,51,567
SSG 랜더스,정현승,3000,D,16043,2025,51,567
SSG 랜더스,최현석,3000,D,16041,2025,51,567
SSG 랜더스,박기호,3000,D,16040,2025,51,567
SSG 랜더스,임근우,3000,D,15122,2025,51,567
SSG 랜더스,이승민,3000,D,16039,2025,51,567
NC 다이노스,데이비슨,168000,A,16066,2025,1,14
NC 다이노스,박민우,160000,A,11137,2025,2,18
NC 다이노스,로건,78400,A,16350,2025,6,60
NC 다이노스,라일리,72800,A,16349,2025,7,62
NC 다이노스,박건우,136666,A,10189,2025,3,21
NC 다이노스,박세혁,105000,A,10891,2025,5,44
NC 다이노스,손아섭,115000,A,10261,2025,4,35
NC 다이노스,권희동,22500,B,11172,2025,8,122
NC 다이노스,이용찬,20000,B,10217,2025,9,130
NC 다이노스,김영규,20000,B,13088,2025,9,130
NC 다이노스,김주원,20000,B,14765,2025,9,130
NC 다이노스,임정호,20000,B,11168,2025,9,130
NC 다이노스,신민혁,18000,B,13085,2025,13,149
NC 다이노스,이재학,18000,B,10220,2025,13,149
NC 다이노스,김휘집,17500,B,14785,2025,15,154
NC 다이노스,서호철,17500,B,14220,2025,15,154
NC 다이노스,류진욱,13500,B,11355,2025,17,179
NC 다이노스,김시훈,13500,B,13080,2025,17,179
NC 다이노스,김재열,12000,B,14747,2025,19,189
NC 다이노스,박시원,12000,B,14597,2025,19,189
NC 다이노스,김형준,11000,B,13081,2025,21,201
NC 다이노스,구창모,10000,B,11353,2025,22,213
NC 다이노스,도태훈,8000,C,12560,2025,23,241
NC 다이노스,최성영,8000,C,12565,2025,23,241
NC 다이노스,천재환,7600,C,13261,2025,25,251
NC 다이노스,한재승,7500,C,14764,2025,26,252
NC 다이노스,최정원,7000,C,14221,2025,27,264
NC 다이노스,안중열,6600,C,11329,2025,28,278
NC 다이노스,배재환,5500,C,11248,2025,29,309
NC 다이노스,오영수,5100,C,13082,2025,30,324
NC 다이노스,김진호,5000,C,12897,2025,31,326
NC 다이노스,김태경,5000,C,14593,2025,31,326
NC 다이노스,조민석,5000,C,15119,2025,31,326
NC 다이노스,김한별,3800,D,14716,2025,34,394
NC 다이노스,전사민,3800,D,14156,2025,34,394
NC 다이노스,한석현,3700,D,13250,2025,36,408
NC 다이노스,임상현,3700,D,16053,2025,36,408
NC 다이노스,박한결,3500,D,15451,2025,38,428
NC 다이노스,김태현,3500,D,12898,2025,38,428
NC 다이노스,박동수,3400,D,15112,2025,40,453
NC 다이노스,오장한,3300,D,14767,2025,41,462
NC 다이노스,송승환,3200,D,14172,2025,42,484
NC 다이노스,오태양,3100,D,14766,2025,43,516
NC 다이노스,전루건,3100,D,14171,2025,43,516
NC 다이노스,소이현,3100,D,12900,2025,43,516
NC 다이노스,최보성,3100,D,13087,2025,43,516
NC 다이노스,박영빈,3100,D,14661,2025,43,516
NC 다이노스,홍재문,3000,D,16341,2025,48,567
NC 다이노스,유재현,3000,D,16342,2025,48,567
NC 다이노스,김태훈,3000,D,16340,2025,48,567
NC 다이노스,이세민,3000,D,16343,2025,48,567
NC 다이노스,장창훈,3000,D,16346,2025,48,567
NC 다이노스,양가온솔,3000,D,16347,2025,48,567
NC 다이노스,조창연,3000,D,16348,2025,48,567
NC 다이노스,신민우,3000,D,16345,2025,48,567
NC 다이노스,정현창,3000,D,16344,2025,48,567
NC 다이노스,김녹원,3000,D,15113,2025,48,567
NC 다이노스,이준혁,3000,D,15111,2025,48,567
NC 다이노스,조효원,3000,D,15055,2025,48,567
NC 다이노스,박주현,3000,D,13175,2025,48,567
