Rank,Name,Team,Sort▼,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,비율,비율,비율,비율,비율,비율,WAR▼,팀,pid
Rank,Name,Team,WAR,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,WAR▼,,
31,하재훈,24 RF,-0.74,107,0.11,-0.85,317,315,290,40,72,19,0,10,121,36,15,2,18,2,0,90,5,2,5,0.248,0.292,0.417,0.709,0.102,73.9,-0.74,SSG 랜더스,14147
32,고명준,24 1B,-0.76,106,-0.97,0.21,366,366,340,33,85,13,0,11,131,45,3,4,25,1,0,90,4,0,0,0.25,0.303,0.385,0.688,0.095,68.1,-0.76,SSG 랜더스,14807
33,안상현,24 2B,-0.8,37,-0.58,-0.22,75,74,70,3,12,1,0,0,13,2,1,1,4,0,0,14,0,1,0,0.171,0.216,0.186,0.402,-0.01,-7.2,-0.8,SSG 랜더스,12613
34,전의산,24 1B,-1.35,34,-1.09,-0.26,63,63,57,3,5,0,0,1,8,3,0,1,5,0,0,15,3,0,1,0.088,0.159,0.14,0.299,-0.051,-37.6,-1.35,SSG 랜더스,14699
1,박민우,24 2B,4.7,121,4.11,0.58,528,520,457,75,150,26,2,8,204,50,32,7,54,9,4,79,5,4,4,0.328,0.406,0.446,0.852,0.172,129.6,4.7,NC 다이노스,11137
2,데이비슨,24 1B,3.98,131,4.26,-0.28,567,565,504,90,154,25,1,46,319,119,0,1,39,17,5,142,12,0,7,0.306,0.37,0.633,1.003,0.203,153.9,3.98,NC 다이노스,16066
3,권희동,24 LF,3.77,123,3.48,0.29,511,509,416,66,125,22,1,13,188,77,4,0,77,10,1,63,10,2,6,0.3,0.417,0.452,0.869,0.182,137.9,3.77,NC 다이노스,11172
4,김주원,24 SS,3.75,134,3.07,0.68,475,466,385,61,97,18,2,9,146,49,16,6,51,25,1,111,5,9,5,0.252,0.371,0.379,0.75,0.143,108.4,3.75,NC 다이노스,14765
5,박건우,24 RF,2.64,89,2.96,-0.32,362,360,323,58,111,23,1,13,175,53,4,0,33,4,3,54,7,0,2,0.344,0.409,0.542,0.951,0.198,150.1,2.64,NC 다이노스,10189
6,김휘집,24 SS,1.99,89,1.52,0.47,366,364,314,54,86,15,0,11,134,48,4,3,37,7,0,70,7,2,6,0.274,0.357,0.427,0.784,0.141,106.3,1.99,NC 다이노스,14785
7,서호철,24 3B,1.39,141,1.28,0.11,567,561,512,68,146,19,3,10,201,61,1,3,30,16,0,101,15,6,3,0.285,0.342,0.393,0.735,0.123,93.3,1.39,NC 다이노스,14220
8,최정원,24 CF,0.62,65,0.55,0.06,155,154,131,33,37,5,0,1,45,14,7,3,17,4,0,34,1,1,2,0.282,0.377,0.344,0.721,0.131,99.0,0.62,NC 다이노스,14221
9,박세혁,24 C,0.48,82,0.69,-0.21,171,166,148,21,39,9,0,1,51,10,4,0,14,3,0,43,3,5,1,0.264,0.337,0.345,0.682,0.108,82.4,0.48,NC 다이노스,10891
10,김형준,24 C,0.42,119,0.31,0.11,414,407,354,39,69,12,0,17,132,50,0,0,45,2,0,144,6,7,6,0.195,0.285,0.373,0.658,0.086,64.9,0.42,NC 다이노스,13081
11,천재환,24 RF,0.37,89,0.56,-0.2,236,233,215,31,61,9,1,5,87,33,8,2,13,4,0,52,7,3,1,0.284,0.335,0.405,0.74,0.121,91.5,0.37,NC 다이노스,13261
12,안중열,24 C,0.23,10,0.29,-0.06,25,25,21,5,6,1,0,2,13,4,0,0,3,0,0,7,0,0,1,0.286,0.36,0.619,0.979,0.187,138.4,0.23,NC 다이노스,11329
13,송승환,24 RF,0.09,3,-0.05,0.14,5,5,5,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.2,0.2,0.2,0.4,-0.022,-16.6,0.09,NC 다이노스,14172
14,오영수,24 1B,0.08,20,-0.04,0.12,34,34,30,4,6,0,0,3,15,5,0,0,2,1,0,6,0,0,1,0.2,0.265,0.5,0.765,0.108,80.8,0.08,NC 다이노스,13082
15,손아섭,24 DH,0.08,84,-0.23,0.31,355,353,333,45,95,16,0,7,132,50,6,2,16,0,0,65,1,2,4,0.285,0.314,0.396,0.71,0.103,78.3,0.08,NC 다이노스,10261
16,도태훈,24 1B,0.06,100,-0.24,0.3,181,177,145,20,31,4,0,0,35,15,1,0,24,6,0,29,5,4,2,0.214,0.345,0.241,0.586,0.092,69.3,0.06,NC 다이노스,12560
17,송명기,24 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,NC 다이노스,14155
17,한재승,24 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,NC 다이노스,14764
17,김재열,24 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,NC 다이노스,14747
17,류진욱,24 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,NC 다이노스,11355
17,김영규,24 P,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,NC 다이노스,13088
22,신용석,24 C,-0.06,2,-0.07,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,-0.19,-136.9,-0.06,NC 다이노스,15452
23,김한별,24 SS,-0.07,40,0.24,-0.31,50,50,44,8,14,1,0,0,15,3,0,0,2,4,0,9,2,0,0,0.318,0.4,0.341,0.741,0.148,109.8,-0.07,NC 다이노스,14716
24,한재환,24 DH,-0.08,7,-0.05,-0.03,9,9,9,1,2,1,0,0,3,1,0,0,0,0,0,3,0,0,0,0.222,0.222,0.333,0.555,0.036,26.9,-0.08,NC 다이노스,14659
25,박영빈,24 LF,-0.09,19,0.13,-0.23,7,7,6,3,3,2,0,0,5,1,2,1,1,0,0,3,0,0,0,0.5,0.571,0.833,1.404,0.374,278.2,-0.09,NC 다이노스,14661
26,김세훈,24 SS,-0.1,7,-0.06,-0.05,5,5,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.0,0.2,0.0,0.2,-0.045,-35.0,-0.1,NC 다이노스,16058
27,김범준,24 LF,-0.15,5,-0.15,0.0,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0.0,0.0,0.0,0.0,-0.19,-142.8,-0.15,NC 다이노스,14222
28,김수윤,24 1B,-0.16,9,-0.07,-0.08,10,10,9,0,2,0,0,0,2,0,0,0,1,0,0,4,0,0,0,0.222,0.3,0.222,0.522,0.05,37.3,-0.16,NC 다이노스,12903
29,박한결,24 LF,-0.28,28,-0.07,-0.21,71,71,65,8,12,1,0,7,34,14,0,0,6,0,0,29,1,0,0,0.185,0.254,0.523,0.777,0.11,84.6,-0.28,NC 다이노스,15451
30,박시원,24 CF,-0.46,55,-0.26,-0.2,158,156,141,17,33,5,1,2,46,17,3,0,14,0,0,46,2,2,1,0.234,0.301,0.326,0.627,0.08,60.9,-0.46,NC 다이노스,14597
31,김성욱,24 CF,-0.49,129,-0.1,-0.38,412,409,358,55,73,8,2,17,136,60,10,4,31,15,0,79,7,3,5,0.204,0.291,0.38,0.671,0.095,71.4,-0.49,NC 다이노스,11153
32,한석현,24 RF,-0.52,40,-0.22,-0.3,76,76,73,10,18,4,1,0,24,3,2,1,2,1,0,22,2,0,0,0.247,0.276,0.329,0.605,0.067,50.3,-0.52,NC 다이노스,13250
1,강승호,24 2B,3.71,140,2.9,0.81,566,561,521,81,146,34,7,18,248,81,16,5,32,7,4,158,8,2,4,0.28,0.328,0.476,0.804,0.136,104.3,3.71,두산 베어스,11087
2,양의지,24 C,3.21,119,3.4,-0.19,485,482,430,57,135,18,1,17,206,94,2,1,40,9,5,56,13,0,6,0.314,0.379,0.479,0.858,0.164,125.3,3.21,두산 베어스,10165
3,허경민,24 3B,3.2,115,2.99,0.21,477,477,417,69,129,28,0,7,178,61,5,1,36,18,0,25,8,0,6,0.309,0.384,0.427,0.811,0.16,122.0,3.2,두산 베어스,10184
4,김재환,24 DH,3.09,136,3.37,-0.28,552,549,474,78,134,28,0,29,249,92,1,1,63,6,3,168,8,0,9,0.283,0.368,0.525,0.893,0.173,132.0,3.09,두산 베어스,10643
5,정수빈,24 CF,2.97,136,2.52,0.45,608,598,510,95,145,21,3,4,184,47,52,13,71,9,1,72,8,10,8,0.284,0.376,0.361,0.737,0.131,100.2,2.97,두산 베어스,10195
6,양석환,24 1B,2.17,142,1.79,0.37,593,592,533,83,131,25,1,34,260,107,5,3,49,7,1,128,15,1,3,0.246,0.316,0.488,0.804,0.136,104.5,2.17,두산 베어스,11213
7,라모스,24 RF,1.68,80,1.9,-0.22,348,346,311,43,95,19,3,10,150,48,3,3,27,3,1,60,5,1,6,0.305,0.36,0.482,0.842,0.154,119.6,1.68,두산 베어스,15000
8,제러드,24 RF,1.59,38,2.09,-0.5,169,169,144,29,47,16,1,10,95,39,4,0,21,3,0,35,0,0,1,0.326,0.42,0.66,1.08,0.241,183.7,1.59,두산 베어스,16158
9,박준영,24 SS,1.47,65,0.91,0.56,212,211,186,25,42,9,2,7,76,28,2,0,21,3,0,58,3,1,1,0.226,0.313,0.409,0.722,0.114,86.6,1.47,두산 베어스,12522
10,김기연,24 C,1.16,95,0.85,0.31,283,279,252,31,70,10,0,5,95,31,0,2,22,2,0,47,5,4,3,0.278,0.337,0.377,0.714,0.113,86.7,1.16,두산 베어스,12549
11,이유찬,24 3B,1.01,103,0.67,0.33,262,255,231,39,64,11,0,3,84,23,16,6,22,1,0,51,9,7,1,0.277,0.341,0.364,0.705,0.115,87.9,1.01,두산 베어스,12894
12,조수행,24 LF,0.97,130,0.4,0.57,382,368,328,60,87,5,2,0,96,30,64,8,33,3,1,53,2,14,4,0.265,0.334,0.293,0.627,0.085,65.5,0.97,두산 베어스,12524
13,김재호,24 SS,0.68,57,0.99,-0.31,154,147,126,20,38,5,0,1,46,11,0,0,19,1,0,23,4,7,1,0.302,0.395,0.365,0.76,0.144,112.2,0.68,두산 베어스,10174
14,전다민,24 LF,0.3,25,0.34,-0.04,34,34,27,10,9,2,0,0,11,1,1,1,7,0,0,8,0,0,0,0.333,0.471,0.407,0.878,0.202,156.9,0.3,두산 베어스,16072
15,김민혁,24 DH,0.19,5,0.19,0.0,8,8,5,1,1,0,0,1,4,2,0,0,3,0,0,3,0,0,0,0.2,0.5,0.8,1.3,0.303,237.7,0.19,두산 베어스,12970
16,류현준,24 C,0.12,2,0.11,0.01,3,3,3,0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0.667,0.667,1.0,1.667,0.487,380.3,0.12,두산 베어스,16076
17,양찬열,24 RF,0.09,11,0.02,0.07,12,12,8,2,1,0,0,0,1,1,0,0,4,0,0,1,0,0,0,0.125,0.417,0.125,0.542,0.122,96.2,0.09,두산 베어스,14738
18,홍성호,24 1B,0.07,15,0.03,0.03,15,15,14,0,4,2,0,0,6,1,1,0,1,0,0,7,0,0,0,0.286,0.333,0.429,0.762,0.129,100.8,0.07,두산 베어스,12606
19,서예일,24 3B,0.03,24,-0.09,0.12,20,20,18,2,4,0,0,0,4,1,0,0,2,0,0,5,0,0,0,0.222,0.3,0.222,0.522,0.05,38.9,0.03,두산 베어스,12523
20,김택연,24 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,두산 베어스,16067
20,최승용,24 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,두산 베어스,14770
20,김명신,24 P,0.0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,두산 베어스,12847
20,김민규,24 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,두산 베어스,13072
20,이교훈,24 P,0.0,4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,두산 베어스,14173
20,김동주,24 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,두산 베어스,14769
20,정철원,24 P,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,두산 베어스,13071
20,이영하,24 P,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,두산 베어스,12568
20,최지강,24 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,두산 베어스,15127
20,박정수,24 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,두산 베어스,11300
20,이병헌,24 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,두산 베어스,15099
20,홍건희,24 P,0.0,4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,두산 베어스,10696
20,김호준,24 P,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,두산 베어스,13268
20,김강률,24 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,두산 베어스,10690
20,박치국,24 P,0.0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,두산 베어스,12850
35,오명진,24 2B,-0.01,2,0.01,-0.02,2,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,0.5,0.0,0.5,0.173,130.2,-0.01,두산 베어스,14737
36,임종성,24 3B,-0.01,1,-0.06,0.04,4,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.25,0.0,0.25,-0.008,-6.5,-0.01,두산 베어스,16069
37,장규빈,24 C,-0.02,3,-0.02,0.0,4,4,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.02,15.1,-0.02,두산 베어스,14570
38,권휘,24 P,-0.03,1,-0.03,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.19,-140.8,-0.03,두산 베어스,13665
39,안승한,24 C,-0.03,4,-0.05,0.02,5,5,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.2,0.2,0.2,0.4,-0.022,-17.2,-0.03,두산 베어스,11328
40,여동건,24 2B,-0.03,9,-0.02,-0.01,11,11,10,2,4,0,0,0,4,0,3,0,1,0,0,2,0,0,0,0.4,0.455,0.4,0.855,0.181,140.6,-0.03,두산 베어스,16068
41,윤준호,24 C,-0.08,3,-0.02,-0.06,4,4,4,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.02,15.3,-0.08,두산 베어스,15512
42,장승현,24 C,-0.1,9,-0.07,-0.04,23,22,20,1,4,2,0,0,6,0,0,1,2,0,0,5,0,1,0,0.2,0.273,0.3,0.573,0.061,43.3,-0.1,두산 베어스,11097
43,박민준,24 C,-0.14,5,-0.12,-0.01,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,-0.19,-144.6,-0.14,두산 베어스,15515
44,전민재,24 SS,-0.32,100,-0.39,0.07,276,272,248,34,61,5,1,2,74,32,7,3,17,4,1,53,8,4,3,0.246,0.301,0.298,0.599,0.071,54.5,-0.32,두산 베어스,13073
45,박계범,24 2B,-0.33,24,0.11,-0.44,20,20,15,5,3,1,0,0,4,0,1,0,5,0,0,7,2,0,0,0.2,0.4,0.267,0.667,0.135,102.1,-0.33,두산 베어스,11198
46,김인태,24 LF,-0.39,10,-0.24,-0.15,26,26,23,3,4,0,0,1,7,2,0,0,2,0,0,7,1,0,1,0.174,0.231,0.304,0.535,0.031,22.0,-0.39,두산 베어스,11098
47,김대한,24 RF,-0.69,61,-0.7,0.01,89,87,75,10,10,1,0,1,14,7,1,1,8,2,0,26,1,2,2,0.133,0.23,0.187,0.417,0.007,5.6,-0.69,두산 베어스,14170
48,김태근,24 LF,-0.7,43,-0.5,-0.2,27,26,23,7,2,0,0,0,2,1,0,1,0,3,0,10,0,1,0,0.087,0.192,0.087,0.279,-0.028,-21.7,-0.7,두산 베어스,14175
1,송성문,24 3B,6.13,142,5.83,0.29,602,601,527,88,179,29,4,19,273,104,21,0,64,3,2,82,5,0,8,0.34,0.409,0.518,0.927,0.191,148.9,6.13,키움 히어로즈,11376
2,김혜성,24 2B,5.16,127,4.47,0.69,567,565,509,90,166,26,4,11,233,75,30,6,47,4,2,62,6,0,7,0.326,0.383,0.458,0.841,0.16,124.1,5.16,키움 히어로즈,12905
3,도슨,24 LF,3.17,95,3.07,0.1,429,429,382,69,126,31,2,11,194,57,2,2,39,6,0,54,10,0,2,0.33,0.399,0.508,0.907,0.187,145.9,3.17,키움 히어로즈,15652
4,이주형,24 RF,1.96,115,1.72,0.25,537,536,473,82,126,19,3,13,190,60,6,0,49,14,1,119,4,0,1,0.266,0.352,0.402,0.754,0.133,103.6,1.96,키움 히어로즈,14591
5,이용규,24 CF,1.42,60,1.43,-0.01,227,224,183,27,56,5,2,1,68,12,2,2,31,9,0,33,4,3,1,0.306,0.429,0.372,0.801,0.172,136.7,1.42,키움 히어로즈,10035
6,이형종,24 RF,0.36,35,0.28,0.08,126,125,102,19,22,3,0,4,37,19,1,0,22,1,1,27,1,1,0,0.216,0.36,0.363,0.723,0.128,100.7,0.36,키움 히어로즈,12516
7,김건희,24 C,0.22,83,0.37,-0.16,283,283,261,27,67,15,0,9,109,38,0,0,18,0,0,82,7,0,4,0.257,0.3,0.418,0.718,0.103,79.2,0.22,키움 히어로즈,15472
8,김휘집,24 SS,0.2,51,0.1,0.1,196,193,174,24,40,9,1,5,66,25,0,0,15,3,1,49,9,2,2,0.23,0.299,0.379,0.678,0.095,73.3,0.2,키움 히어로즈,14785
9,박수종,24 CF,0.05,80,-0.05,0.11,148,144,129,23,33,5,1,0,40,6,3,0,13,2,0,17,4,4,0,0.256,0.333,0.31,0.643,0.097,73.8,0.05,키움 히어로즈,15132
10,신준우,24 SS,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,키움 히어로즈,14695
11,김연주,24 P,0.0,4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,키움 히어로즈,16127
11,오석주,24 P,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,키움 히어로즈,12860
11,문성현,24 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,키움 히어로즈,10437
11,김재웅,24 P,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,키움 히어로즈,12858
11,김윤하,24 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,키움 히어로즈,16123
11,박범준,24 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,키움 히어로즈,16133
11,양지율,24 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,키움 히어로즈,12854
11,김동욱,24 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,키움 히어로즈,14681
11,주승우,24 P,0.0,5,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,키움 히어로즈,15067
11,김선기,24 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,키움 히어로즈,13092
11,원종현,24 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,키움 히어로즈,11161
11,윤정현,24 P,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.0,키움 히어로즈,14131
23,심휘윤,24 2B,-0.01,1,-0.01,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,-0.01,키움 히어로즈,16135
24,박성빈,24 C,-0.02,12,0.05,-0.07,11,11,9,1,2,1,0,0,3,2,0,0,1,1,0,2,0,0,0,0.222,0.364,0.333,0.697,0.137,110.5,-0.02,키움 히어로즈,15479
25,최주환,24 1B,-0.03,130,-0.32,0.3,544,544,482,49,124,23,1,13,188,84,0,1,47,6,2,92,12,0,9,0.257,0.325,0.39,0.715,0.111,86.1,-0.03,키움 히어로즈,10182
26,김태진,24 SS,-0.04,81,-0.77,0.73,202,197,189,26,42,6,3,0,54,10,0,0,7,0,1,27,1,5,1,0.222,0.249,0.286,0.535,0.035,27.5,-0.04,키움 히어로즈,11244
27,송지후,24 2B,-0.05,2,-0.03,-0.01,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.19,-151.2,-0.05,키움 히어로즈,16130
28,김시앙,24 C,-0.07,6,-0.09,0.02,7,7,7,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.143,0.143,0.143,0.286,-0.07,-52.9,-0.07,키움 히어로즈,14851
29,김재현,24 C,-0.07,110,-0.18,0.1,326,316,288,27,70,11,0,0,81,26,1,1,14,10,0,63,8,10,4,0.243,0.297,0.281,0.578,0.067,52.1,-0.07,키움 히어로즈,10870
30,김수환,24 DH,-0.08,2,-0.08,0.0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.19,-154.5,-0.08,키움 히어로즈,13096
31,김동헌,24 C,-0.1,2,0.04,-0.14,7,7,5,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0.2,0.429,0.2,0.629,0.153,115.9,-0.1,키움 히어로즈,15473
32,김주형,24 SS,-0.12,22,-0.19,0.07,25,24,20,0,3,0,0,0,3,2,0,1,1,3,0,9,0,1,0,0.15,0.292,0.15,0.442,0.05,37.3,-0.12,키움 히어로즈,14214
33,주성원,24 RF,-0.13,27,-0.23,0.09,62,61,55,7,11,1,0,1,15,5,0,0,6,0,0,18,2,1,0,0.2,0.279,0.273,0.552,0.054,42.4,-0.13,키움 히어로즈,14133
34,임병욱,24 CF,-0.16,42,-0.13,-0.03,92,92,87,14,21,3,0,3,33,10,1,0,4,0,0,32,1,0,1,0.241,0.272,0.379,0.651,0.075,57.9,-0.16,키움 히어로즈,11226
35,김병휘,24 SS,-0.19,28,0.03,-0.21,71,70,59,6,10,3,0,1,16,3,0,0,6,5,0,26,0,1,0,0.169,0.3,0.271,0.571,0.081,61.7,-0.19,키움 히어로즈,14577
36,변상권,24 LF,-0.2,77,-0.58,0.38,232,232,219,16,55,3,1,5,75,21,0,0,11,1,0,51,4,0,1,0.251,0.289,0.342,0.631,0.075,57.6,-0.2,키움 히어로즈,13223
37,박준형,24 C,-0.22,4,-0.12,-0.11,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,-0.19,-154.2,-0.22,키움 히어로즈,14211
38,원성준,24 DH,-0.22,51,-0.16,-0.07,125,124,112,12,28,5,0,2,39,11,2,0,10,0,0,36,2,1,2,0.25,0.306,0.348,0.654,0.087,67.3,-0.22,키움 히어로즈,16136
39,박주홍,24 LF,-0.27,25,-0.44,0.17,59,59,49,5,5,2,0,0,7,1,2,0,10,0,0,17,1,0,0,0.102,0.254,0.143,0.397,0.016,12.6,-0.27,키움 히어로즈,14580
40,장재영,24 RF,-0.33,38,-0.25,-0.07,139,139,119,14,20,3,0,4,35,13,0,0,17,3,0,64,2,0,0,0.168,0.288,0.294,0.582,0.072,55.7,-0.33,키움 히어로즈,14784
41,김웅빈,24 DH,-0.4,12,-0.4,0.0,38,37,32,2,4,0,0,0,4,2,0,0,4,1,0,15,1,1,0,0.125,0.243,0.125,0.368,0.002,1.5,-0.4,키움 히어로즈,12503
42,고영우,24 3B,-0.42,94,0.01,-0.43,290,286,254,21,65,12,2,0,81,35,0,0,28,1,0,71,5,4,3,0.256,0.329,0.319,0.648,0.094,73.5,-0.42,키움 히어로즈,16128
43,예진원,24 CF,-0.5,22,-0.1,-0.39,21,21,19,2,4,1,0,0,5,0,0,0,2,0,0,8,1,0,0,0.211,0.286,0.263,0.549,0.056,42.8,-0.5,키움 히어로즈,13093
44,이원석,24 DH,-0.53,39,-0.33,-0.2,109,109,91,5,20,4,0,0,24,8,0,0,14,2,0,18,2,0,2,0.22,0.33,0.264,0.594,0.085,66.4,-0.53,키움 히어로즈,10180
45,이승원,24 SS,-0.74,20,-0.53,-0.2,41,39,37,3,4,1,0,0,5,1,0,0,2,0,0,13,2,2,0,0.108,0.154,0.135,0.289,-0.058,-43.9,-0.74,키움 히어로즈,15476
46,임지열,24 RF,-0.87,22,-0.59,-0.28,57,57,49,4,5,0,0,1,8,5,0,0,7,0,0,16,2,0,1,0.102,0.211,0.163,0.374,-0.011,-8.3,-0.87,키움 히어로즈,11225
47,이재상,24 SS,-1.04,36,-0.55,-0.49,89,88,84,7,16,1,0,1,20,5,0,0,2,2,0,33,0,1,0,0.19,0.227,0.238,0.465,0.013,9.9,-1.04,키움 히어로즈,16124
