Rank,Name,Team,WAAwithPOS,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,pid
10,알포드,23 LF,-0.057,113,110,863.0,217,209,5,3,0.986,2.232,5.1,-1.23,0.05,0.0,0.0,,0.0,0.0,3.92,4.995,-4.48,-0.56,0.4,151448
24,김석환,23 LF,-0.155,9,5,51.0,34,33,1,0,1.0,6.0,-1.26,-0.17,0.09,0.0,0.0,,0.0,0.0,-1.35,-21.6,-0.17,-1.52,-0.138,129170
16,이우성,23 RF,0.185,128,93,793.0,182,177,4,1,0.995,2.054,2.5,0.21,0.98,0.0,0.0,,0.0,0.0,3.69,4.151,-1.878,1.812,0.376,110990
11,박정우,23 RF,0.197,14,1,30.0,7,7,0,0,1.0,2.1,1.33,0.61,0.05,0.0,0.0,,0.0,0.0,1.99,20.469,-0.056,1.934,0.203,128690
46,변우혁,23 1B,-0.675,75,56,462.0,368,317,42,9,0.976,6.994,-3.24,0.0,-1.09,0.15,0.0,,0.0,0.0,-4.31,-8.275,-2.303,-6.613,-0.44,141240
16,서동욱,23 RF,0.027,6,5,31.0,10,10,0,0,1.0,2.903,0.87,-0.13,0.07,0.0,-0.29,,-0.27,0.0,0.33,7.92,-0.067,0.263,0.034,156242
52,전준우,23 LF,-0.493,47,43,336.0,107,101,4,2,0.981,2.812,-2.79,-0.26,0.1,0.0,0.0,,0.0,0.0,-3.3,-10.111,-1.533,-4.833,-0.337,102662
47,이정훈,23 LF,-0.332,14,11,80.0,37,33,3,1,0.973,4.05,-1.88,-0.73,-0.35,0.0,0.0,,0.0,0.0,-2.96,-30.446,-0.29,-3.25,-0.302,129162
28,신윤후,23 LF,0.029,21,6,72.0,20,18,0,2,0.9,2.25,1.73,-0.4,-0.86,0.0,0.0,,0.0,0.0,0.45,3.086,-0.162,0.288,0.046,141692
42,김수윤,23 3B,-0.157,13,3,33.0,18,14,3,1,0.944,4.636,-1.4,0.0,0.08,-0.22,0.0,,0.0,0.0,-1.54,-17.058,0.0,-1.54,-0.157,129035
52,박건우,23 RF,-0.582,93,92,727.0,150,147,3,0,1.0,1.857,-3.29,-0.45,1.37,0.0,0.0,,0.0,0.0,-2.36,-3.654,-3.34,-5.7,-0.241,101895
2,김재호,23 SS,0.905,87,71,613.0,296,119,167,10,0.966,4.199,3.53,0.0,-0.54,0.13,0.0,,0.0,0.0,3.12,5.164,5.753,8.873,0.318,101741
51,박석민,23 3B,-0.371,25,23,164.0,44,19,22,3,0.932,2.25,-3.3,0.0,-0.12,-0.22,0.0,,0.0,0.0,-3.63,-20.909,-0.01,-3.64,-0.37,103225
9,김선빈,23 2B,0.252,116,111,897.0,457,180,270,7,0.985,4.515,-3.2,0.0,1.43,-0.33,0.0,,0.0,0.0,-2.1,-2.607,4.57,2.47,-0.214,100080
33,박주찬,23 3B,-0.124,6,3,35.0,12,8,3,1,0.917,2.829,-1.25,0.0,0.08,0.0,0.0,,0.0,0.0,-1.18,-28.32,-0.04,-1.22,-0.12,142195
2,김도영,23 3B,0.501,85,84,722.0,230,71,146,13,0.943,2.705,4.32,0.0,-0.31,0.65,0.0,,0.0,0.0,4.9,8.301,0.014,4.914,0.5,150560
35,조현진,23 SS,-0.045,8,0,14.0,6,1,5,0,1.0,3.857,-0.39,0.0,0.03,-0.14,0.0,,0.0,0.0,-0.49,-8.82,0.052,-0.437,-0.05,148775
1,박찬호,23 SS,1.483,129,121,1045.0,524,206,303,15,0.971,4.384,4.27,0.0,0.97,-0.75,0.0,,0.0,0.0,4.49,5.012,10.042,14.532,0.458,112610
53,한동희,23 3B,-0.899,99,82,681.0,255,142,101,12,0.953,3.211,-8.57,0.0,-0.45,0.29,0.0,,0.0,0.0,-8.6,-12.509,-0.209,-8.809,-0.877,131452
27,손아섭,23 RF,0.039,58,52,409.0,92,89,1,2,0.978,1.98,1.88,0.4,-0.21,0.0,0.0,,0.0,0.0,2.08,5.164,-1.699,0.381,0.212,102615
46,오태양,23 2B,-0.187,9,1,12.0,4,1,2,1,0.75,2.25,-1.3,-0.06,-0.47,0.0,0.0,,0.0,0.0,-1.84,-29.44,0.006,-1.834,-0.188,147665
53,권희동,23 LF,-0.582,92,84,697.0,165,161,2,2,0.988,2.105,-1.89,-0.97,0.25,0.0,0.0,,0.0,0.0,-2.61,-4.085,-3.092,-5.702,-0.266,111725
24,오장한,23 RF,0.002,4,2,17.0,4,4,0,0,1.0,2.118,-0.3,0.33,0.03,0.0,0.0,,0.0,0.0,0.06,2.16,-0.038,0.022,0.006,147675
18,박영빈,23 CF,0.174,21,0,34.0,12,12,0,0,1.0,3.176,1.57,0.09,0.05,0.0,0.0,,0.0,0.0,1.71,11.726,-0.003,1.707,0.174,146615
47,마틴,23 CF,0.012,113,109,914.0,244,240,1,3,0.988,2.373,-1.07,1.68,-0.2,0.0,0.0,,0.0,0.0,0.41,0.522,-0.29,0.12,0.042,155375
29,윤수녕,23 RF,-0.024,3,1,13.0,2,2,0,0,1.0,1.385,0.11,-0.34,0.03,0.0,0.0,,0.0,0.0,-0.21,-10.08,-0.023,-0.233,-0.021,156272
71,류승민,23 RF,-0.294,21,16,123.0,23,22,0,1,0.957,1.61,-1.91,-0.27,-0.25,0.0,0.0,,0.0,0.0,-2.43,-16.663,-0.456,-2.886,-0.248,155033
50,이원석,23 3B,-0.042,17,15,112.0,49,30,17,2,0.959,3.777,-0.66,0.0,-0.25,1.11,0.0,,0.0,0.0,-0.34,-2.88,-0.076,-0.416,-0.035,101803
72,피렐라,23 LF,-1.333,118,114,950.0,211,203,6,2,0.991,1.98,-8.88,-1.25,0.72,0.0,0.0,,0.0,0.0,-9.41,-11.483,-3.651,-13.061,-0.96,147573
4,최준우,23 2B,0.356,24,13,100.0,61,26,35,0,1.0,5.49,2.69,0.0,0.27,0.01,0.0,,0.0,0.0,3.08,18.48,0.412,3.492,0.314,131284
56,문상준,23 2B,-0.192,3,1,10.0,2,1,0,1,0.5,0.9,-1.45,0.0,-0.47,0.0,0.0,,0.0,0.0,-1.92,-92.16,0.033,-1.887,-0.196,147208
73,김헌곤,23 LF,-0.101,5,0,5.0,0,0,0,0,,0.0,-1.19,0.19,0.01,0.0,0.0,,0.0,0.0,-0.99,-28.512,-0.002,-0.992,-0.101,106403
68,박민석,23 2B,-0.055,3,1,11.0,5,1,3,1,0.8,3.273,-0.68,0.0,0.03,0.09,0.0,,0.0,0.0,-0.57,-27.36,0.027,-0.543,-0.058,141108
47,에레디아,23 LF,-0.168,114,108,938.0,238,222,11,5,0.979,2.236,3.61,-0.68,-0.86,0.0,0.0,,0.0,0.0,2.07,2.615,-3.721,-1.651,0.211,155304
19,김강민,23 CF,-0.087,37,23,216.0,63,60,3,0,1.0,2.625,-1.32,0.2,0.29,0.0,0.0,,0.0,0.0,-0.84,-3.269,-0.009,-0.849,-0.086,101084
17,이정범,23 RF,-0.058,6,5,25.0,6,5,1,0,1.0,2.16,-0.39,-0.15,0.04,0.0,0.0,,0.0,0.0,-0.5,-12.0,-0.07,-0.57,-0.051,131944
13,고명준,23 1B,0.085,2,1,6.0,7,7,0,0,1.0,10.5,0.85,0.0,0.01,0.0,0.0,,0.0,0.0,0.86,61.92,-0.03,0.83,0.088,148074
25,김병희,23 3B,0.064,4,1,16.0,3,0,3,0,1.0,1.688,0.58,0.0,0.04,0.0,0.0,,0.0,0.0,0.62,22.32,0.002,0.622,0.063,113308
16,강민성,23 3B,0.168,11,7,60.0,24,7,15,2,0.917,3.3,1.82,0.0,-0.35,-0.28,0.0,,0.0,0.0,1.65,21.6,-0.002,1.648,0.168,141918
61,강백호,23 RF,-0.203,29,26,210.0,84,76,7,1,0.988,3.557,-0.63,-0.93,0.4,0.0,0.0,,0.0,0.0,-1.16,-5.76,-0.833,-1.993,-0.118,131688
49,구자욱,23 RF,0.145,92,91,772.0,179,174,5,0,1.0,2.087,2.92,-0.41,1.46,0.0,0.0,,0.0,0.0,3.98,6.23,-2.555,1.425,0.406,108923
14,조민성,23 1B,-0.003,9,6,47.0,51,48,3,0,1.0,9.766,0.23,-0.02,0.09,0.0,0.0,,0.0,0.0,0.29,4.64,-0.321,-0.031,0.03,150403
69,김현준,23 CF,-0.23,105,102,880.0,312,303,4,5,0.984,3.14,-1.52,0.62,-1.34,0.0,0.0,,0.0,0.0,-2.25,-3.086,-0.0,-2.25,-0.23,148673
28,공민규,23 1B,-0.175,19,7,75.0,41,36,5,0,1.0,4.92,-1.01,0.0,0.16,0.0,0.0,,0.0,0.0,-1.61,-12.202,-0.105,-1.715,-0.164,131643
27,김태훈,23 1B,-0.017,10,6,52.0,26,23,3,0,1.0,4.5,0.6,0.03,0.09,0.0,0.0,,0.0,0.0,-0.07,-1.008,-0.1,-0.17,-0.007,113363
26,송준석,23 LF,-0.024,4,2,9.0,1,1,0,0,1.0,1.0,0.07,-0.3,0.02,0.0,0.0,,0.0,0.0,-0.22,-7.92,-0.02,-0.24,-0.022,112003
25,김재상,23 3B,0.013,8,3,32.0,18,9,8,1,0.944,4.781,0.01,0.0,0.08,0.0,0.0,,0.0,0.0,0.09,1.62,0.035,0.125,0.009,154993
24,강준서,23 CF,-0.016,9,4,39.0,8,8,0,0,1.0,1.846,-0.28,0.09,0.06,0.0,0.0,,0.0,0.0,-0.13,-2.08,-0.027,-0.157,-0.013,155013
65,이원석,23 1B,-0.811,48,42,371.0,344,305,31,8,0.977,8.151,-4.96,0.0,-0.29,0.0,0.0,,0.0,0.0,-5.18,-15.54,-2.765,-7.945,-0.529,101807
61,윌리엄스,23 LF,-0.609,58,57,462.0,109,103,3,3,0.972,2.065,-2.75,-1.31,-0.64,0.0,0.0,,0.0,0.0,-4.7,-11.669,-1.272,-5.972,-0.48,156479
17,오그레디,23 LF,-0.098,19,17,145.0,41,39,1,1,0.976,2.483,-0.04,-0.2,-0.24,0.0,0.0,,0.0,0.0,-0.48,-3.638,-0.481,-0.961,-0.049,155419
20,이명기,23 LF,0.015,4,2,23.0,9,8,0,1,0.889,3.13,0.72,-0.06,-0.45,0.0,0.0,,0.0,0.0,0.21,7.56,-0.06,0.15,0.021,101199
48,김건희,23 1B,-0.168,9,3,30.0,26,22,3,1,0.962,7.5,-1.03,0.0,-0.44,0.0,0.0,,0.0,0.0,-1.48,-23.68,-0.171,-1.651,-0.151,154727
4,김재성,23 C,0.3,48,23,236.0,184,172,12,0,1.0,7.017,-0.5,0.0,0.57,0.0,1.13,,0.16,0.0,1.32,3.96,1.617,2.937,0.135,113443
54,노수광,23 LF,-0.054,30,19,183.0,37,37,0,0,1.0,1.82,0.0,-0.3,0.3,0.0,0.0,,0.0,0.0,0.0,0.0,-0.529,-0.529,0.0,112689
8,이원석,23 CF,0.167,76,27,336.0,106,101,3,2,0.981,2.786,1.59,0.11,-0.04,0.0,0.0,,0.0,0.0,1.66,3.145,-0.024,1.636,0.169,131389
3,노시환,23 3B,0.352,125,121,1069.0,364,116,229,19,0.948,2.905,3.92,0.0,-0.49,-0.11,0.0,,0.0,0.0,3.45,3.974,-0.0,3.45,0.352,141259
