Name,Team,WAAwithPOS,G_x,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,pid,WAR,G_y,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,id,2023,2024,2024_예측
신민재,23 2B,0.489,113,76,732.0,411,171,231,9,0.978,4.943,1.2,0.25,0.44,0.41,0.0,0.0,0.0,0.0,2.3,2.931,2.492,4.792,0.235,130566,1.21,122,0.98,0.24,331,314,282,47,78,5,2,0,87,28,37,17,29,1,0,34,5,17,2,0.277,0.344,0.309,0.653,0.1,87.7,13056,4800.0,11500.0,13256.0
김태진,23 3B,-0.36,63,42,382.0,162,70,84,8,0.951,3.628,-2.69,0.0,-0.56,-1.1,0.0,0.0,0.0,0.0,-3.78,-8.64,0.25,-3.53,-0.386,112447,-0.73,74,-0.34,-0.39,212,209,200,17,55,5,0,0,60,16,0,0,5,1,0,23,1,3,3,0.275,0.292,0.3,0.592,0.066,57.6,11244,12000.0,11000.0,9851.0
박승욱,23 2B,-0.097,139,81,774.0,390,138,241,11,0.972,4.407,-2.14,0.0,-0.5,0.38,0.0,0.0,0.0,0.0,-2.17,-2.248,1.223,-0.947,-0.221,108042,1.82,123,2.04,-0.22,338,327,290,37,83,18,3,0,107,30,15,4,35,1,0,87,5,11,1,0.286,0.364,0.369,0.733,0.131,108.7,10804,7000.0,13500.0,14870.0
전민재,23 3B,-0.143,17,3,47.0,15,8,7,0,1.0,2.872,-1.94,0.0,0.12,0.35,0.0,0.0,0.0,0.0,-1.42,-12.028,0.017,-1.403,-0.145,130731,-0.3,19,-0.15,-0.14,18,17,17,3,4,2,0,0,6,1,0,3,0,0,0,3,2,1,0,0.235,0.235,0.353,0.588,0.059,52.3,13073,3600.0,3400.0,4728.0
손호영,23 SS,-0.107,27,10,106.0,64,29,30,5,0.922,5.009,-2.06,0.0,-0.24,0.95,0.0,0.0,0.0,0.0,-1.35,-7.2,0.305,-1.045,-0.138,145906,-0.36,27,-0.23,-0.14,45,45,44,8,9,0,0,1,12,6,2,1,1,0,0,12,5,0,0,0.205,0.222,0.273,0.495,0.025,21.8,14590,4700.0,4500.0,4691.0
강한울,23 3B,0.292,74,58,507.0,169,60,102,7,0.959,2.876,2.7,0.0,0.7,-0.39,0.0,0.0,0.0,0.0,2.82,5.488,0.043,2.863,0.288,112553,-0.37,72,-0.66,0.29,240,234,212,30,46,7,2,0,57,10,1,3,20,0,1,54,4,6,2,0.217,0.282,0.269,0.551,0.059,48.9,11255,15000.0,10000.0,16628.0
이성규,23 RF,0.233,96,36,406.0,169,160,6,3,0.982,3.68,2.2,0.61,-0.36,0.0,0.0,0.0,0.0,0.0,2.52,3.78,-0.236,2.284,0.257,125623,-0.23,109,-0.49,0.26,162,158,145,23,30,10,1,1,45,18,4,3,8,3,0,42,4,4,2,0.207,0.259,0.31,0.569,0.062,51.0,12562,4500.0,6000.0,5921.0
도태훈,23 1B,0.516,133,66,716.0,419,313,102,4,0.99,5.216,5.41,0.0,0.54,0.12,0.0,0.0,0.0,0.0,6.02,6.518,-0.965,5.055,0.614,125605,1.77,117,1.16,0.61,302,294,239,41,56,6,0,5,77,23,2,1,38,17,1,48,8,7,1,0.234,0.376,0.322,0.698,0.13,110.6,12560,5000.0,8000.0,12014.0
문현빈,23 CF,-0.033,134,111,926.0,344,217,118,9,0.974,3.256,0.01,0.63,-1.23,-0.48,0.0,0.0,0.0,0.0,-1.09,-1.171,0.764,-0.326,-0.111,154229,1.38,137,1.49,-0.11,481,470,428,47,114,22,2,5,155,49,5,1,33,6,2,84,7,9,5,0.266,0.324,0.362,0.686,0.106,89.6,15422,3000.0,23000.0,20101.0
최정용,23 2B,0.342,49,7,128.0,74,24,49,1,0.986,5.133,2.64,0.0,0.33,-0.22,0.0,0.0,0.0,0.0,3.18,9.345,0.174,3.354,0.324,114070,0.16,56,-0.16,0.32,41,38,36,17,6,1,0,0,7,1,4,0,2,0,0,9,0,3,0,0.167,0.211,0.194,0.405,0.001,0.6,11407,4000.0,4300.0,4230.0
최원준,23 1B,-0.298,70,56,511.0,372,349,15,8,0.978,6.411,0.45,-0.29,-1.12,0.0,0.0,0.0,0.0,0.0,-0.96,-1.975,-1.957,-2.917,-0.098,125340,0.35,67,0.45,-0.1,274,270,239,37,61,11,2,1,79,23,13,5,31,0,0,39,5,4,0,0.255,0.341,0.331,0.672,0.109,94.2,12534,22000.0,22000.0,22050.0
김규성,23 2B,0.27,105,46,472.0,280,151,121,8,0.971,5.186,0.62,0.0,-0.33,1.61,0.0,0.0,0.0,0.0,1.94,2.661,0.702,2.642,0.198,125400,0.52,99,0.32,0.2,177,172,158,29,37,6,1,2,51,11,6,2,13,1,0,43,2,5,0,0.234,0.297,0.323,0.62,0.083,71.8,12540,4500.0,5500.0,6829.0
이창진,23 LF,-0.159,91,56,517.0,125,118,6,1,0.992,2.159,-0.76,0.27,0.43,0.0,0.0,0.0,0.0,0.0,-0.06,-0.095,-1.502,-1.562,-0.006,112330,1.36,104,1.37,-0.01,284,282,244,35,66,11,3,4,95,29,9,2,34,2,1,44,6,2,2,0.27,0.362,0.389,0.751,0.135,117.7,11233,14000.0,12000.0,14538.0
김민성,23 2B,0.536,120,79,665.0,364,201,155,8,0.978,4.818,3.41,0.0,0.62,0.42,0.0,0.0,0.0,0.0,4.73,5.676,0.52,5.25,0.483,102386,1.62,112,1.14,0.48,316,307,273,34,68,11,0,8,103,41,2,1,25,7,0,58,7,9,2,0.249,0.326,0.377,0.703,0.114,100.7,10238,18000.0,20000.0,21213.0
오선진,23 SS,-0.203,84,43,401.0,166,78,84,4,0.976,3.636,-1.6,0.0,0.44,-1.7,0.0,0.0,0.0,0.0,-2.86,-4.903,0.871,-1.989,-0.292,105579,-0.04,90,0.25,-0.29,199,196,165,17,38,6,0,0,44,14,2,0,24,5,0,34,7,3,2,0.23,0.342,0.267,0.609,0.095,80.7,10557,10000.0,10000.0,9991.0
권광민,23 LF,-0.402,55,11,180.0,62,57,2,3,0.952,2.95,-3.64,0.56,-0.7,0.0,0.0,0.0,0.0,0.0,-3.76,-9.844,-0.183,-3.943,-0.384,136769,-0.84,66,-0.45,-0.38,81,80,73,11,11,1,1,2,20,9,2,0,6,1,0,24,2,1,0,0.151,0.225,0.274,0.499,0.036,30.9,13676,3100.0,3300.0,3621.0
문상철,23 1B,-0.504,37,17,178.0,146,135,9,2,0.986,7.281,-3.98,0.08,-0.18,0.0,0.0,0.0,0.0,0.0,-4.01,-15.606,-0.926,-4.936,-0.409,113338,-0.26,112,0.15,-0.41,330,328,304,30,79,20,0,9,126,46,3,1,16,3,1,81,4,1,6,0.26,0.298,0.414,0.712,0.106,87.0,11333,5600.0,11000.0,10729.0
오태곤,23 1B,-0.322,129,67,676.0,514,468,40,6,0.988,6.763,-0.84,0.82,-0.76,0.0,0.0,0.0,0.0,0.0,-0.72,-0.804,-2.432,-3.152,-0.073,102494,0.33,123,0.41,-0.07,305,297,272,37,65,14,1,7,102,28,20,1,18,4,0,67,6,8,3,0.239,0.293,0.375,0.668,0.095,79.4,10249,10000.0,25000.0,21045.0
김태연,23 1B,0.452,77,58,458.0,287,245,39,3,0.99,5.581,5.1,-0.2,0.42,0.28,0.0,0.0,0.0,0.0,5.51,10.304,-1.077,4.433,0.562,125859,1.16,91,0.6,0.56,280,278,245,25,64,13,0,4,89,25,5,1,27,3,1,59,3,1,4,0.261,0.337,0.363,0.7,0.113,96.6,12585,6000.0,7800.0,10750.0
윤정빈,23 1B,-0.059,28,11,103.0,54,52,2,0,1.0,4.718,-0.59,-0.08,0.18,0.0,0.0,0.0,0.0,0.0,-0.43,-2.211,-0.147,-0.577,-0.044,131613,-0.07,28,-0.03,-0.04,43,43,34,5,5,0,0,1,8,3,1,0,7,2,0,12,1,0,0,0.147,0.326,0.235,0.561,0.087,72.0,13161,3200.0,3700.0,3813.0
송재선,23 RF,-0.086,5,1,13.0,1,1,0,0,1.0,0.692,-0.66,-0.2,0.02,0.0,0.0,0.0,0.0,0.0,-0.83,-23.904,-0.008,-0.838,-0.085,154777,-0.09,5,0.0,-0.08,3,3,3,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.333,0.333,0.333,0.666,0.093,82.4,15477,3000.0,10100.0,9955.0
김건,23 1B,-0.169,3,1,11.0,5,3,1,1,0.8,3.273,-1.17,0.0,-0.48,0.0,0.0,0.0,0.0,0.0,-1.64,-78.72,-0.02,-1.66,-0.167,142099,-0.33,7,-0.16,-0.17,12,12,12,1,2,0,0,0,2,0,0,0,0,0,0,8,0,0,0,0.167,0.167,0.167,0.334,-0.037,-31.4,14209,3100.0,3200.0,4275.0
장진혁,23 CF,-0.19,73,40,388.0,87,85,1,1,0.989,1.995,-1.21,-0.47,0.13,0.0,0.0,0.0,0.0,0.0,-1.56,-3.077,-0.302,-1.862,-0.159,125839,-0.65,68,-0.49,-0.16,178,178,162,24,36,5,1,0,43,12,5,4,15,0,0,41,3,0,1,0.222,0.287,0.265,0.552,0.061,52.6,12583,6000.0,5800.0,6358.0
최승민,23 CF,0.013,21,1,52.0,16,16,0,0,1.0,2.769,1.17,-1.11,0.07,0.0,0.0,0.0,0.0,0.0,0.14,0.96,-0.012,0.128,0.014,141876,-0.19,38,-0.2,0.01,15,15,14,10,1,0,0,0,1,1,8,3,1,0,0,4,1,0,0,0.071,0.133,0.071,0.204,-0.071,-63.7,14187,3300.0,4000.0,3949.0
김주형,23 SS,-0.193,42,21,222.0,92,22,68,2,0.978,3.649,-0.81,0.0,0.03,-2.35,0.0,0.0,0.0,0.0,-3.13,-10.731,1.235,-1.895,-0.319,142147,-0.72,46,-0.4,-0.32,81,78,68,5,10,2,0,0,12,4,0,0,9,1,0,27,2,3,0,0.147,0.256,0.176,0.432,0.027,23.7,14214,5500.0,4500.0,4907.0
임지열,23 1B,-0.667,71,46,426.0,318,290,22,6,0.981,6.592,-4.6,0.86,-0.71,0.0,0.0,0.0,0.0,0.0,-4.73,-9.593,-1.804,-6.534,-0.483,112257,0.23,72,0.71,-0.48,246,244,212,22,55,8,0,5,78,35,1,0,28,3,0,64,3,2,1,0.259,0.352,0.368,0.72,0.121,104.6,11225,5000.0,7200.0,10755.0
황성빈,23 LF,0.592,76,46,414.0,123,120,2,1,0.992,2.652,5.64,1.14,0.21,0.0,0.0,0.0,0.0,0.0,6.98,13.225,-1.177,5.803,0.712,146422,0.08,74,-0.63,0.71,191,183,170,22,36,5,2,0,45,8,9,5,12,1,0,27,1,8,0,0.212,0.268,0.265,0.533,0.051,42.3,14642,7200.0,7600.0,8090.0
박준영,23 3B,0.68,50,33,296.0,120,39,77,4,0.967,3.527,5.31,0.0,-0.3,1.2,0.0,0.0,0.0,0.0,6.3,18.144,0.368,6.668,0.643,125221,1.34,51,0.7,0.64,138,137,127,16,29,8,2,4,53,17,2,1,9,2,1,53,0,0,0,0.228,0.29,0.417,0.707,0.108,96.3,12522,6000.0,7000.0,7289.0
홍성호,23 RF,-0.413,14,10,86.0,18,17,0,1,0.944,1.779,-1.77,-1.71,-0.33,0.0,0.0,0.0,0.0,0.0,-3.82,-39.291,-0.231,-4.051,-0.39,126061,-0.23,21,0.16,-0.39,51,51,48,6,14,4,0,0,18,5,0,1,2,1,0,14,0,0,0,0.292,0.333,0.375,0.708,0.116,104.0,12606,3100.0,3300.0,7477.0
조수행,23 RF,0.428,144,49,580.0,163,159,2,2,0.988,2.498,3.57,1.31,0.01,0.0,0.0,0.0,0.0,0.0,4.89,4.89,-0.695,4.195,0.499,125241,-0.03,126,-0.53,0.5,249,245,219,41,48,2,1,1,55,17,26,6,23,2,0,38,2,4,1,0.219,0.298,0.251,0.549,0.064,56.6,12524,7800.0,9500.0,11471.0
천재환,23 CF,0.189,82,33,391.0,104,101,3,0,1.0,2.394,1.52,-0.08,0.57,0.0,0.0,0.0,0.0,0.0,2.0,3.512,-0.146,1.854,0.204,132615,0.04,78,-0.17,0.2,179,177,163,12,39,7,1,2,54,17,2,3,8,4,0,44,5,2,2,0.239,0.288,0.331,0.619,0.08,68.7,13261,3100.0,5000.0,4802.0
김동혁,23 RF,0.069,12,2,21.0,4,4,0,0,1.0,1.714,0.9,-0.22,0.03,0.0,0.0,0.0,0.0,0.0,0.71,8.52,-0.038,0.672,0.072,156452,0.01,15,-0.07,0.07,9,9,7,3,0,0,0,0,0,0,1,0,2,0,0,3,0,0,0,0.0,0.222,0.0,0.222,-0.019,-15.6,15645,3000.0,3100.0,3341.0
최보성,23 3B,-0.126,12,4,44.0,18,12,5,1,0.944,3.477,-1.3,0.0,0.09,0.0,0.0,0.0,0.0,0.0,-1.2,-14.4,-0.032,-1.232,-0.122,130875,-0.12,12,0.01,-0.12,21,21,19,2,5,0,0,0,5,0,0,0,2,0,0,2,1,0,0,0.263,0.333,0.263,0.596,0.082,68.3,13087,3000.0,3200.0,7117.0
소크라테스,23 CF,0.324,200,140,1207.0,355,345,3,7,0.98,2.595,4.94,-0.14,-1.2,0.0,0.0,0.0,0.0,0.0,3.61,2.599,-0.43,3.18,0.368,149960,3.88,142,3.51,0.37,608,606,547,91,156,31,3,20,253,96,15,6,52,1,4,80,13,0,8,0.285,0.344,0.463,0.807,0.144,125.0,14996,50000.0,50000.0,43985.0
김민수,23 3B,-0.235,21,14,119.0,60,44,14,2,0.967,4.387,-1.86,0.0,-0.24,-0.15,0.0,0.0,0.0,0.0,-2.14,-14.674,-0.162,-2.302,-0.218,129312,-0.26,25,-0.04,-0.22,51,50,43,4,9,1,1,0,12,2,0,0,7,0,0,17,2,1,0,0.209,0.32,0.279,0.599,0.088,71.4,12931,6300.0,6000.0,6606.0
이학주,23 3B,-0.249,110,30,350.0,153,51,93,9,0.941,3.703,-1.24,0.0,-0.67,-1.21,0.0,0.0,0.0,0.0,-3.04,-3.98,0.598,-2.442,-0.31,141142,-0.17,104,0.14,-0.31,122,122,110,22,23,2,0,3,34,13,4,1,11,1,0,31,2,0,0,0.209,0.287,0.309,0.596,0.075,61.7,14114,7200.0,9200.0,8589.0
이호연,23 2B,0.348,86,60,463.0,264,116,139,9,0.966,4.957,0.79,0.0,-0.28,1.58,0.0,0.0,0.0,0.0,2.18,3.65,1.23,3.41,0.222,131518,0.99,85,0.77,0.22,234,233,212,28,59,5,1,3,75,17,4,2,16,4,0,41,6,1,1,0.278,0.339,0.354,0.693,0.111,90.4,13151,5700.0,8500.0,9387.0
서호철,23 3B,0.751,128,101,884.0,322,111,197,14,0.957,3.136,5.09,0.0,0.14,1.47,0.0,0.0,0.0,0.0,7.11,7.999,0.247,7.357,0.725,142205,2.23,114,1.5,0.73,435,429,397,50,114,17,3,5,152,41,4,5,20,8,0,51,9,6,4,0.287,0.331,0.383,0.714,0.115,97.1,14220,4500.0,12000.0,12385.0
송민섭,23 RF,0.407,64,1,124.0,42,42,0,0,1.0,3.048,3.28,0.57,0.22,0.0,0.0,0.0,0.0,0.0,4.07,9.158,-0.079,3.991,0.415,113428,0.19,69,-0.23,0.42,25,25,23,6,3,0,0,0,3,0,3,1,1,1,0,8,0,0,0,0.13,0.2,0.13,0.33,-0.018,-15.3,11342,6500.0,6500.0,6393.0
정준영,23 LF,0.21,36,7,128.0,44,41,2,1,0.977,3.023,1.56,0.86,-0.3,0.0,0.0,0.0,0.0,0.0,2.15,8.6,-0.089,2.061,0.219,155198,0.38,34,0.16,0.22,55,51,48,6,14,2,0,0,16,6,0,0,3,0,0,11,1,4,0,0.292,0.333,0.333,0.666,0.1,80.7,15519,3000.0,16200.0,12988.0
장준원,23 SS,0.291,75,26,288.0,113,39,72,2,0.982,3.469,-0.04,0.0,0.67,1.46,0.0,0.0,0.0,0.0,2.18,4.186,0.667,2.847,0.222,112148,0.16,69,-0.06,0.22,104,101,87,10,15,2,1,1,22,10,3,0,12,1,0,25,1,3,1,0.172,0.277,0.253,0.53,0.058,48.0,11214,5000.0,5300.0,5351.0
예진원,23 LF,-0.374,15,7,68.0,15,14,1,0,1.0,1.985,-3.91,0.25,0.13,0.0,0.0,0.0,0.0,0.0,-3.55,-34.08,-0.119,-3.669,-0.362,130937,-0.51,16,-0.15,-0.36,36,34,34,2,8,1,0,1,12,4,0,0,0,0,0,7,0,2,0,0.235,0.235,0.353,0.588,0.055,47.4,13093,3900.0,4000.0,5219.0
박수종,23 RF,0.295,21,11,111.0,38,37,1,0,1.0,3.081,2.7,0.33,0.22,0.0,0.0,0.0,0.0,0.0,3.22,22.08,-0.327,2.893,0.329,151327,1.02,23,0.7,0.33,50,50,45,7,19,1,2,0,24,3,0,0,3,1,0,6,1,0,1,0.422,0.46,0.533,0.993,0.219,191.1,15132,3000.0,4000.0,6719.0
송성문,23 3B,0.289,120,93,848.0,362,211,141,10,0.972,3.736,3.4,0.0,-0.09,-0.52,0.0,0.0,0.0,0.0,3.13,3.756,-0.3,2.83,0.319,113767,0.92,104,0.6,0.32,438,431,388,43,102,16,3,5,139,60,1,0,39,0,5,38,9,4,7,0.263,0.325,0.358,0.683,0.098,84.6,11376,12000.0,13000.0,14547.0
임병욱,23 RF,-0.19,68,48,454.0,119,114,2,3,0.975,2.3,-1.6,0.98,-0.72,0.0,0.0,0.0,0.0,0.0,-1.32,-2.795,-0.545,-1.865,-0.135,112267,0.31,80,0.44,-0.14,223,222,208,30,54,11,1,6,85,36,4,0,10,1,0,75,1,1,3,0.26,0.293,0.409,0.702,0.103,88.1,11226,5800.0,7000.0,8167.0
문성주,23 LF,0.461,142,107,990.0,268,260,5,3,0.989,2.409,6.85,-0.63,0.82,0.0,0.0,0.0,0.0,0.0,7.04,7.139,-2.519,4.521,0.718,131126,3.58,136,2.86,0.72,534,528,449,77,132,21,4,2,167,57,24,14,67,8,0,34,10,6,4,0.294,0.392,0.372,0.764,0.146,129.1,13112,9500.0,20000.0,20245.0
유로결,23 RF,-0.0,27,14,134.0,25,24,1,0,1.0,1.679,0.11,-0.15,0.24,0.0,0.0,0.0,0.0,0.0,0.19,1.013,-0.191,-0.001,0.019,141269,-0.63,27,-0.65,0.02,53,52,48,5,7,1,0,0,8,5,1,0,1,1,0,10,3,1,2,0.146,0.173,0.167,0.34,-0.029,-24.3,14126,3300.0,3300.0,3632.0
박계범,23 SS,-0.101,76,44,422.0,201,72,120,9,0.955,4.095,1.08,0.0,-0.95,-2.76,0.0,0.0,0.0,0.0,-2.62,-4.964,1.633,-0.987,-0.267,111981,-0.33,78,-0.06,-0.27,194,189,169,18,37,6,0,2,49,15,2,2,15,2,1,44,4,5,3,0.219,0.286,0.29,0.576,0.066,58.0,11198,9700.0,8500.0,8051.0
안익훈,23 RF,0.005,14,4,56.0,13,13,0,0,1.0,2.089,0.38,-0.35,0.1,0.0,0.0,0.0,0.0,0.0,0.14,1.44,-0.091,0.049,0.014,113476,0.05,11,0.04,0.01,23,23,22,1,7,1,0,0,8,2,0,0,0,1,0,2,0,0,0,0.318,0.348,0.364,0.712,0.117,103.7,11347,5100.0,5500.0,6379.0
이유찬,23 2B,0.455,100,62,582.0,340,143,181,16,0.953,5.01,4.89,0.0,-2.45,0.52,0.0,0.0,0.0,0.0,2.95,4.248,1.506,4.456,0.301,128941,0.85,104,0.55,0.3,239,234,210,31,51,7,2,1,65,16,12,5,20,3,0,51,0,5,1,0.243,0.316,0.31,0.626,0.09,79.4,12894,6000.0,8500.0,9403.0
박지훈,23 1B,-0.096,17,4,52.0,38,36,2,0,1.0,6.577,-0.56,0.0,0.1,-0.26,0.0,0.0,0.0,0.0,-0.73,-6.184,-0.209,-0.939,-0.074,147361,-0.21,22,-0.14,-0.07,21,21,19,2,4,1,0,0,5,2,1,0,2,0,0,7,0,0,0,0.211,0.286,0.263,0.549,0.062,55.8,14736,3600.0,3600.0,3672.0
김태근,23 RF,-0.393,38,11,154.0,40,34,2,4,0.9,2.104,-2.39,0.48,-1.7,0.0,0.0,0.0,0.0,0.0,-3.62,-13.718,-0.231,-3.851,-0.369,141751,-0.77,41,-0.4,-0.37,55,53,52,9,11,3,0,0,14,3,0,3,0,1,0,21,0,2,0,0.212,0.226,0.269,0.495,0.029,25.7,14175,3000.0,3400.0,4776.0
이재원,23 LF,-0.197,42,28,205.0,70,64,4,2,0.971,2.985,-0.77,0.11,-0.62,0.0,0.0,0.0,0.0,0.0,-1.23,-4.217,-0.702,-1.932,-0.125,131046,0.05,57,0.17,-0.13,129,128,112,15,24,5,0,4,41,18,4,2,12,2,2,40,1,0,3,0.214,0.295,0.366,0.661,0.091,80.4,13104,8500.0,7000.0,7323.0
이주형,23 CF,0.0,32,31,268.0,91,91,0,0,1.0,3.056,1.24,-1.57,0.38,0.0,0.0,0.0,0.0,0.0,0.06,0.27,-0.056,0.004,0.006,145917,2.15,51,2.15,0.01,227,223,200,30,66,11,4,6,103,34,3,1,19,4,2,48,4,2,2,0.33,0.396,0.515,0.911,0.184,160.1,14591,3300.0,6600.0,7835.0
박주홍,23 LF,-0.119,20,16,106.0,63,61,2,0,1.0,5.349,-1.32,0.3,0.19,0.0,0.0,0.0,0.0,0.0,-0.82,-5.904,-0.348,-1.168,-0.084,145807,-0.73,27,-0.65,-0.08,57,56,49,5,6,0,1,0,8,2,1,0,5,0,0,26,0,1,2,0.122,0.196,0.163,0.359,-0.012,-10.2,14580,4000.0,3600.0,3787.0
신준우,23 SS,-0.171,23,4,52.0,31,11,18,2,0.935,5.019,-1.74,0.0,-0.37,0.28,0.0,0.0,0.0,0.0,-1.83,-11.457,0.155,-1.675,-0.187,146957,-0.42,24,-0.23,-0.19,19,19,18,4,2,0,0,0,2,0,0,0,0,1,0,5,0,0,0,0.111,0.158,0.111,0.269,-0.08,-69.2,14695,4800.0,4200.0,4804.0
조용호,23 RF,-0.256,61,39,345.0,66,62,3,1,0.985,1.696,-2.51,1.1,0.16,0.0,0.0,0.0,0.0,0.0,-1.25,-2.951,-1.26,-2.51,-0.128,129438,-0.12,63,0.0,-0.13,184,184,161,20,40,2,0,0,42,7,4,0,23,0,0,25,3,0,0,0.248,0.342,0.261,0.603,0.089,73.5,12943,32000.0,15000.0,15888.0
류현인,23 2B,-0.184,16,5,60.0,25,8,16,1,0.96,3.6,-1.27,0.0,0.15,0.03,0.0,0.0,0.0,0.0,-1.85,-16.65,0.045,-1.805,-0.189,155238,-0.46,17,-0.27,-0.19,24,24,23,6,3,0,0,0,3,3,0,0,1,0,0,4,0,0,0,0.13,0.167,0.13,0.297,-0.042,-34.0,15523,3000.0,8100.0,7006.0
김찬형,23 3B,-0.051,36,10,140.0,59,18,38,3,0.949,3.6,0.12,0.0,-0.65,0.26,0.0,0.0,0.0,0.0,-0.53,-2.12,0.034,-0.496,-0.054,126224,-0.04,36,0.01,-0.05,53,51,48,6,11,3,0,1,17,5,0,0,2,1,0,10,1,2,0,0.229,0.275,0.354,0.629,0.081,67.6,12622,5000.0,5000.0,5721.0
하재훈,23 LF,0.221,70,48,468.0,114,107,5,2,0.982,2.154,3.35,0.01,-0.13,0.0,0.0,0.0,0.0,0.0,3.21,6.603,-1.046,2.164,0.328,141474,2.44,77,2.12,0.33,229,226,201,35,61,10,1,7,94,35,11,0,19,5,1,53,0,2,2,0.303,0.374,0.468,0.842,0.161,134.0,14147,5500.0,10000.0,9609.0
최상민,23 RF,0.216,42,6,114.0,36,36,0,0,1.0,2.842,2.16,-0.16,0.18,0.0,0.0,0.0,0.0,0.0,2.19,7.509,-0.069,2.121,0.223,131954,0.16,51,-0.07,0.22,41,39,34,5,8,0,0,0,8,3,2,2,4,0,0,7,0,2,1,0.235,0.308,0.235,0.543,0.061,51.3,13195,3000.0,3200.0,4712.0
홍현빈,23 CF,-0.05,45,20,200.0,63,62,1,0,1.0,2.835,-0.73,-0.01,0.28,0.0,0.0,0.0,0.0,0.0,-0.46,-1.472,-0.028,-0.488,-0.047,129418,0.15,44,0.19,-0.05,86,86,73,15,17,2,0,0,19,1,2,0,13,0,0,21,2,0,0,0.233,0.349,0.26,0.609,0.096,78.2,12941,4800.0,4500.0,5754.0
신본기,23 SS,0.079,49,19,198.0,97,42,52,3,0.969,4.273,0.38,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.49,1.44,0.285,0.775,0.05,108408,0.28,40,0.23,0.05,75,74,54,8,11,2,0,1,16,7,0,1,14,2,0,8,3,1,4,0.204,0.365,0.296,0.661,0.117,94.9,10840,13000.0,13000.0,11375.0
이도윤,23 SS,1.278,115,92,809.0,406,172,226,8,0.98,4.428,4.89,0.0,0.92,1.33,0.0,0.0,0.0,0.0,7.15,8.953,5.375,12.525,0.73,114149,1.64,106,0.91,0.73,346,331,309,36,78,13,2,1,98,13,11,3,18,4,1,55,6,15,0,0.252,0.302,0.317,0.619,0.082,70.0,11414,3400.0,7500.0,10327.0
김동진,23 2B,0.496,51,31,302.0,173,65,102,6,0.965,4.977,3.19,0.0,-0.2,1.06,0.0,0.0,0.0,0.0,4.06,11.464,0.803,4.863,0.414,148633,0.73,44,0.31,0.41,137,134,122,14,32,7,0,0,39,8,3,0,9,1,0,26,4,3,2,0.262,0.313,0.32,0.633,0.088,73.8,14863,3300.0,4500.0,4980.0
이진영,23 RF,0.213,132,95,845.0,231,215,11,5,0.978,2.407,5.17,-0.48,-1.0,0.0,0.0,0.0,0.0,0.0,3.7,4.036,-1.614,2.086,0.378,125399,2.44,121,2.06,0.38,422,418,358,57,89,22,0,10,141,50,5,0,53,2,0,127,4,4,5,0.249,0.344,0.394,0.738,0.129,109.2,12539,3900.0,7000.0,9600.0
류지혁,23 3B,-0.055,81,61,520.0,274,191,81,2,0.993,4.708,-0.66,0.0,1.14,-0.97,0.0,0.0,0.0,0.0,-0.02,-0.036,-0.519,-0.539,-0.002,108943,0.41,66,0.41,0.0,269,261,235,35,63,5,0,2,74,28,22,0,19,3,0,30,7,8,4,0.268,0.326,0.315,0.641,0.092,76.7,10894,15500.0,20000.0,19485.0
김성윤,23 RF,0.414,100,55,548.0,152,147,3,2,0.987,2.464,4.42,0.42,-0.05,0.0,0.0,0.0,0.0,0.0,4.79,6.898,-0.734,4.056,0.489,129363,1.93,101,1.44,0.49,272,268,245,40,77,4,6,2,99,28,20,4,14,4,0,35,2,4,5,0.314,0.354,0.404,0.758,0.13,109.0,12936,4300.0,10000.0,11125.0
김성현,23 2B,0.276,121,84,790.0,419,176,229,14,0.967,4.614,1.97,0.0,-0.47,-0.26,0.0,0.0,0.0,0.0,1.33,1.583,1.375,2.705,0.136,106364,1.19,112,1.06,0.14,354,341,310,35,83,14,0,1,100,27,4,1,29,0,1,36,6,13,2,0.268,0.328,0.323,0.651,0.096,79.6,10636,15000.0,20000.0,19742.0
안주형,23 2B,-0.339,35,16,155.0,84,40,42,2,0.976,4.761,-4.76,0.0,0.41,0.7,0.0,0.0,0.0,0.0,-3.67,-15.099,0.349,-3.321,-0.374,129883,-0.34,53,0.03,-0.37,91,90,79,12,19,2,0,1,24,10,0,0,10,0,0,20,3,1,1,0.241,0.322,0.304,0.626,0.09,74.3,12988,3800.0,5200.0,5876.0
안상현,23 2B,-0.065,52,14,182.0,98,39,57,2,0.98,4.747,-0.64,0.0,-0.01,-0.46,0.0,0.0,0.0,0.0,-1.12,-3.102,0.485,-0.635,-0.114,126134,-0.04,58,0.08,-0.11,66,63,58,10,14,3,0,0,17,2,3,1,5,0,0,15,1,3,0,0.241,0.302,0.293,0.595,0.076,63.5,12613,4000.0,4000.0,4454.0
