Name_x,포지션,fid_G,fid_GS,fid_IP,PO,Ass,E,RF9,수비 관련 득점 기여도.8,수비 관련 득점 기여도.9,팀,pid,pit_G,pit_GS,GR,GF,CG,SHO,W,L,S,HD,pit_IP,ER,R_x,rRA,TBF,H_x,2B_x,3B_x,HR_x,BB_x,HP_x,IB_x,SO_x,ROE,BK,WP,ERA,FIP,WHIP,연봉(만원),WAR,WAR당 연봉
김기중,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,한화 이글스,14808.0,27,11,16,4,0,0,5,4,0,0,59.0,43,44,42.6,286,83,12,1,8,27,6,0,39,2,0,2,6.56,5.89,1.86,4400,0.38,11587
우강훈,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,LG 트윈스,14816.0,13,0,13,5,0,0,1,0,0,0,11.2,3,5,5.2,54,11,1,0,0,6,5,0,10,0,0,2,2.31,4.98,1.46,3100,0.15,20274
이믿음,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,LG 트윈스,14847.0,1,1,0,0,0,0,0,1,0,0,4.0,7,7,7.0,27,11,2,0,0,4,0,0,2,0,0,0,15.75,6.05,3.75,3000,-0.16,-18953
김영현,투수,8,0,7.1,0,1,1,1.23,0.0,0.0,KT 위즈,14869.0,8,0,8,4,0,0,0,0,0,0,7.1,4,6,6.35,39,9,2,0,1,7,1,0,8,1,0,1,4.91,6.48,2.18,4100,0.00,2704271
김규연,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,한화 이글스,14871.0,58,1,57,12,0,0,1,0,0,4,59.0,46,50,46.95,270,66,10,1,6,28,4,1,40,3,0,3,7.02,5.4,1.59,4100,0.07,59451
반즈,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,롯데 자이언츠,15011.0,25,25,0,0,0,0,9,6,0,0,150.2,56,59,55.9,624,140,17,4,18,46,5,0,171,8,0,6,3.35,3.83,1.23,85000,6.81,12473
문동주,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,한화 이글스,15013.0,21,21,0,0,0,0,7,7,0,0,111.1,64,71,69.6,502,148,25,3,14,38,4,1,96,4,1,8,5.17,4.71,1.67,10000,1.93,5191
신헌민,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,SSG 랜더스,15024.0,3,0,3,3,0,0,0,0,0,0,3.0,6,7,7.0,18,7,2,0,2,3,1,0,0,0,0,0,18.0,16.27,3.33,3200,-0.07,-45619
이기순,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,SSG 랜더스,15028.0,10,2,8,2,0,0,1,1,0,0,19.2,8,10,9.15,94,12,1,0,2,23,1,0,24,0,0,1,3.66,6.14,1.78,3100,0.47,6635
이민석,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,롯데 자이언츠,15045.0,18,5,13,5,0,0,0,2,0,1,31.0,25,27,25.6,153,38,5,3,3,25,2,0,20,1,0,1,7.26,6.44,2.03,3800,0.10,36348
진승현,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,롯데 자이언츠,15047.0,7,0,7,3,0,0,0,1,0,0,6.1,6,6,5.0,32,7,3,0,0,5,0,0,5,2,0,0,8.53,4.67,1.89,4300,0.02,177767
최지민,투수,54,0,46.0,2,4,1,1.17,0.0,0.0,KIA 타이거즈,15057.0,56,0,56,4,0,0,3,3,3,12,46.0,26,28,29.9,225,44,10,1,2,40,4,0,37,4,0,6,5.09,5.67,1.83,10000,0.38,25990
황동하,투수,25,21,103.1,5,13,0,1.57,0.0,0.0,KIA 타이거즈,15063.0,25,21,4,4,0,0,5,7,0,0,103.1,51,64,59.55,464,109,18,0,13,44,8,0,81,7,0,5,4.44,5.3,1.48,3500,2.12,1652
주승우,투수,55,0,51.2,3,10,0,2.26,0.0,0.0,키움 히어로즈,15067.0,55,0,55,35,0,0,4,6,14,5,51.2,25,25,26.55,225,50,14,1,4,18,5,5,43,2,0,1,4.35,4.18,1.32,3200,0.74,4312
윤석원,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,키움 히어로즈,15071.0,11,1,10,3,0,0,0,1,0,0,17.1,22,24,24.2,88,31,11,0,3,7,2,0,1,2,1,3,11.42,7.72,2.19,4300,-0.31,-14096
이명종,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,키움 히어로즈,15073.0,10,0,10,7,0,0,0,1,0,0,11.0,10,10,13.3,58,20,2,0,4,5,0,1,4,1,0,1,8.18,8.74,2.27,6000,-0.17,-36311
박영현,투수,66,0,76.2,4,5,1,1.06,0.0,0.0,KT 위즈,15089.0,66,0,66,52,0,0,10,2,25,0,76.2,30,31,32.85,310,63,7,1,12,22,0,2,87,3,0,1,3.52,4.07,1.11,16000,2.43,6581
이병헌,투수,76,0,65.1,2,13,1,2.07,0.0,0.0,두산 베어스,15099.0,77,0,77,6,0,0,6,1,1,22,65.1,21,25,29.9,285,61,7,1,3,34,3,1,57,1,1,2,2.89,4.27,1.45,3600,1.75,2060
최지강,투수,52,0,50.0,2,9,1,1.98,0.0,0.0,두산 베어스,15127.0,55,0,55,4,0,0,3,1,1,15,50.0,18,19,24.55,222,48,7,2,6,24,6,2,45,2,0,3,3.24,5.18,1.44,3400,1.01,3377
벤자민,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,KT 위즈,15143.0,28,28,0,0,0,0,11,8,0,0,149.2,77,90,86.65,639,141,25,4,28,48,4,2,156,12,0,4,4.63,4.88,1.26,90000,3.07,29362
페냐,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,한화 이글스,15146.0,9,9,0,0,0,0,3,5,0,0,37.1,26,28,27.3,171,41,6,0,6,20,0,0,29,1,0,1,6.27,5.83,1.63,65000,0.35,187034
브랜든,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,두산 베어스,15153.0,14,14,0,0,0,0,7,4,0,0,75.0,26,34,31.75,315,75,11,2,3,11,4,0,75,9,0,2,3.12,2.8,1.15,75000,2.32,32269
김서현,투수,37,0,38.1,0,5,0,1.17,0.0,0.0,한화 이글스,15421.0,37,0,37,5,0,0,1,2,0,10,38.1,16,20,20.15,178,31,6,2,0,32,4,0,43,2,0,3,3.76,4.31,1.64,3300,0.65,5071
윤영철,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,KIA 타이거즈,15432.0,18,18,0,0,0,0,7,4,0,0,81.2,38,44,42.65,362,82,14,1,8,43,1,0,58,7,0,1,4.19,5.26,1.53,9000,2.11,4261
곽도규,투수,67,0,55.2,3,7,3,1.62,0.0,0.0,KIA 타이거즈,15435.0,71,0,71,3,0,0,4,2,2,16,55.2,22,24,28.6,248,43,7,0,4,34,4,1,64,5,0,7,3.56,4.24,1.38,3300,1.27,2592
신영우,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,NC 다이노스,15450.0,4,2,2,2,0,0,0,1,0,0,9.1,11,11,10.15,52,9,3,0,0,15,2,0,6,0,0,1,10.61,8.24,2.57,3000,-0.13,-22821
목지훈,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,NC 다이노스,15453.0,3,3,0,0,0,0,0,1,0,0,9.0,12,12,11.15,52,15,6,0,1,10,2,0,3,1,0,1,12.0,8.82,2.78,3000,-0.21,-14190
이준호,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,NC 다이노스,15455.0,38,2,36,12,0,0,3,5,0,2,49.1,41,41,46.4,243,71,11,0,7,26,3,0,42,1,0,0,7.48,5.58,1.97,4500,-0.68,-6645
이로운,투수,58,0,56.0,1,3,0,0.64,0.0,0.0,SSG 랜더스,15461.0,62,0,62,14,0,0,1,3,1,9,56.0,37,43,40.1,277,67,9,2,4,43,3,4,41,3,0,3,5.95,5.65,1.96,7400,0.36,20420
송영진,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,SSG 랜더스,15462.0,26,20,6,2,0,0,5,10,0,0,99.1,64,74,68.15,456,112,19,2,10,51,1,0,67,7,2,8,5.8,5.33,1.64,4500,1.33,3383
박윤성,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,키움 히어로즈,15475.0,17,0,17,7,0,0,0,0,0,1,18.2,12,12,13.4,81,14,5,0,5,9,0,0,14,2,0,2,5.79,7.01,1.23,3000,0.04,72014
김동규,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,키움 히어로즈,15485.0,2,0,2,1,0,0,0,0,0,0,0.1,2,2,1.3,4,1,1,0,0,2,0,0,0,0,0,0,54.0,22.8,9.0,3100,-0.01,-234222
박명근,투수,30,0,25.1,0,2,0,0.71,0.0,0.0,LG 트윈스,15486.0,33,0,33,3,0,0,2,2,1,8,25.1,18,20,20.65,120,29,4,0,6,12,3,0,13,3,0,0,6.39,7.57,1.62,6500,-0.34,-19027
이호성,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,삼성 라이온즈,15496.0,16,12,4,0,0,0,2,4,0,0,45.0,37,39,39.2,224,66,13,1,9,26,2,0,28,0,0,3,7.4,6.95,2.04,3200,-0.17,-18415
최준호,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,두산 베어스,15508.0,17,15,2,0,0,0,3,6,0,0,72.1,41,44,41.7,314,69,8,2,11,30,4,0,58,2,0,6,5.1,5.46,1.37,3000,1.21,2476
김유성,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,두산 베어스,15509.0,17,7,10,1,0,0,1,2,0,0,28.0,20,23,19.2,139,28,10,0,1,24,4,0,29,1,0,2,6.43,5.13,1.86,3000,0.21,14316
강건,투수,4,1,4.0,0,0,0,0.0,0.0,0.0,KT 위즈,15527.0,4,1,3,2,0,0,0,1,0,0,4.0,5,5,5.85,24,8,0,1,1,4,1,0,3,0,0,0,11.25,9.17,3.0,3500,-0.13,-27776
후라도,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,키움 히어로즈,15531.0,30,30,0,0,0,0,10,8,0,0,190.1,71,78,76.95,779,185,27,4,19,32,9,0,169,12,1,3,3.36,3.84,1.14,120000,6.13,19581
산체스,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,한화 이글스,15643.0,11,11,0,0,0,0,2,3,0,0,53.1,25,28,25.8,245,60,9,1,2,21,10,1,56,4,1,2,4.22,3.82,1.52,50000,1.58,31615
엘리아스,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,SSG 랜더스,15644.0,22,21,1,0,0,0,7,7,0,0,123.2,56,59,55.9,525,126,14,0,13,30,6,0,104,10,0,3,4.08,4.25,1.26,65000,4.36,14904
코너,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,삼성 라이온즈,15860.0,28,28,0,1,1,1,11,6,0,0,160.0,61,67,65.45,663,135,17,3,21,40,19,0,158,4,0,9,3.43,4.44,1.09,80000,4.85,16504
레예스,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,삼성 라이온즈,15861.0,26,26,0,0,0,0,11,4,0,0,144.0,61,65,62.55,617,159,21,3,15,30,7,0,114,5,0,4,3.81,4.26,1.31,50000,4.16,12032
육선엽,투수,11,1,17.0,2,0,0,1.06,0.0,0.0,삼성 라이온즈,15864.0,11,1,10,5,0,0,0,0,0,0,17.0,10,11,12.55,87,19,2,0,3,17,2,0,11,1,0,1,5.29,8.15,2.12,3000,0.06,53207
김대호,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,삼성 라이온즈,15882.0,1,1,0,0,0,0,0,1,0,0,4.0,5,6,6.0,22,7,2,0,1,2,0,0,1,1,0,0,11.25,8.1,2.25,3000,-0.10,-30999
진우영,투수,6,0,7.2,0,0,0,0.0,0.0,0.0,LG 트윈스,16015.0,6,0,6,6,0,0,0,0,0,0,7.2,4,4,4.0,35,8,3,0,1,4,0,0,6,0,0,2,4.7,5.41,1.57,3000,0.08,36767
정지헌,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,LG 트윈스,16017.0,17,0,17,4,0,0,0,0,0,1,12.1,16,18,15.65,69,19,2,0,2,11,3,0,11,2,0,3,11.68,7.42,2.43,3000,-0.24,-12395
엔스,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,LG 트윈스,16023.0,30,30,0,0,0,0,13,6,0,0,167.2,78,84,83.65,714,169,29,3,16,50,6,0,157,9,0,4,4.19,4.03,1.31,60000,3.76,15962
원상현,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,KT 위즈,16027.0,22,10,12,3,0,0,2,5,0,1,65.1,51,54,52.8,324,105,18,2,6,31,2,0,59,3,1,7,7.03,4.6,2.08,3000,0.04,70898
육청명,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,KT 위즈,16028.0,13,10,3,1,0,0,1,5,0,0,44.2,27,31,28.95,208,52,13,1,6,20,6,2,20,6,0,3,5.44,6.41,1.61,3000,0.63,4742
최현석,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,SSG 랜더스,16041.0,2,0,2,0,0,0,0,0,0,0,0.2,4,4,4.0,10,5,0,0,1,3,0,0,1,0,0,0,54.0,32.25,12.0,3000,-0.02,-139212
박성빈,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,SSG 랜더스,16044.0,3,0,3,3,0,0,0,0,0,0,2.1,0,0,0.0,9,1,0,0,0,0,1,0,2,0,0,0,0.0,3.38,0.43,3000,0.11,27432
김민규,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,NC 다이노스,16049.0,7,0,7,3,0,0,0,0,0,0,6.1,4,4,6.05,30,8,1,0,0,3,0,0,2,0,0,1,5.68,4.88,1.74,3000,-0.08,-39480
임상현,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,NC 다이노스,16053.0,12,7,5,1,0,0,1,5,0,0,40.1,29,35,34.5,181,46,13,0,5,23,2,0,21,1,0,1,6.47,6.29,1.71,3000,-0.02,-121956
최우석,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,NC 다이노스,16056.0,9,0,9,3,0,0,0,0,0,0,8.2,3,3,4.2,37,7,2,0,2,6,0,0,8,0,0,1,3.12,6.78,1.5,3000,0.12,25298
손주환,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,NC 다이노스,16057.0,4,1,3,2,0,0,0,1,0,0,3.2,4,4,2.8,16,2,0,0,0,2,1,0,4,0,0,0,9.82,4.01,1.09,3000,-0.04,-73787
카스타노,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,NC 다이노스,16064.0,19,19,0,0,0,0,8,6,0,0,111.2,54,65,63.45,476,117,23,4,11,25,7,0,89,7,1,0,4.35,4.27,1.27,52000,1.83,28476
하트,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,NC 다이노스,16065.0,26,26,0,0,0,0,13,3,0,0,157.0,47,51,51.0,631,124,16,1,11,38,11,0,182,7,0,2,2.69,3.1,1.03,50000,6.22,8035
김택연,투수,60,0,65.0,1,6,0,0.97,0.0,0.0,두산 베어스,16067.0,60,0,60,32,0,0,3,2,19,4,65.0,15,17,18.9,277,51,11,0,2,31,4,1,78,1,0,3,2.08,3.19,1.26,3000,2.97,1010
박지호,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,두산 베어스,16071.0,1,0,1,0,0,0,0,0,0,1,0.2,0,0,0.0,3,0,0,0,0,1,0,0,2,0,0,1,0.0,1.35,1.5,3000,0.11,27911
김민주,투수,2,0,1.0,0,0,0,0.0,0.0,0.0,KIA 타이거즈,16082.0,2,0,2,0,0,0,0,0,0,0,1.0,1,2,2.85,8,3,1,0,0,1,0,0,2,1,0,1,9.0,2.3,4.0,3000,-0.04,-82061
김민재,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,KIA 타이거즈,16083.0,4,0,4,4,0,0,0,0,0,0,4.0,7,7,7.0,22,9,0,0,3,1,1,0,3,0,0,0,15.75,12.8,2.5,3000,-0.06,-46670
크로우,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,KIA 타이거즈,16087.0,8,8,0,0,0,0,5,1,0,0,40.1,16,19,18.0,172,41,7,0,2,12,1,1,43,1,0,0,3.57,3.05,1.31,60000,1.28,47041
네일,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,KIA 타이거즈,16088.0,26,26,0,0,0,0,12,5,0,0,149.1,42,69,67.3,642,154,27,1,11,35,9,0,138,17,1,3,2.53,3.68,1.27,35000,5.02,6975
전미르,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,롯데 자이언츠,16089.0,36,0,36,6,0,0,1,5,1,5,33.2,22,28,22.5,155,33,10,0,4,21,1,2,34,4,0,3,5.88,5.02,1.6,3000,0.45,6734
정현수,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,롯데 자이언츠,16090.0,18,4,14,0,0,0,1,1,0,1,23.2,12,12,10.75,104,20,7,0,0,12,2,0,25,1,0,0,4.56,3.39,1.35,3000,0.89,3373
박준우,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,롯데 자이언츠,16092.0,2,0,2,2,0,0,0,0,0,0,2.0,2,2,2.0,10,3,1,0,0,1,0,0,1,0,0,0,9.0,4.5,2.0,3000,0.00,3037969
황준서,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,한화 이글스,16107.0,36,11,25,6,0,0,2,8,0,1,72.0,43,44,44.05,341,80,16,0,9,51,5,0,70,1,1,3,5.38,5.67,1.82,3000,1.31,2288
조동욱,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,한화 이글스,16108.0,21,8,13,6,0,0,1,2,0,0,41.0,29,34,35.9,198,57,10,0,5,14,6,0,32,3,1,1,6.37,5.21,1.73,3000,0.08,35359
김도빈,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,한화 이글스,16118.0,1,1,0,0,0,0,0,1,0,0,0.1,2,2,2.0,5,1,0,0,0,3,0,0,1,0,0,0,54.0,24.6,12.0,3000,-0.02,-128266
전준표,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,키움 히어로즈,16122.0,18,5,13,4,0,0,2,4,0,0,27.2,21,28,27.0,144,35,4,0,4,20,5,0,18,4,0,4,6.83,7.09,1.99,3000,-0.30,-10074
김윤하,투수,18,12,79.0,2,9,1,1.25,0.0,0.0,키움 히어로즈,16123.0,19,12,7,0,0,0,1,6,0,2,79.0,53,57,54.95,363,93,22,2,6,35,4,0,43,4,1,3,6.04,5.27,1.62,3000,0.45,6688
손현기,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,키움 히어로즈,16125.0,6,2,4,2,0,0,0,1,0,0,14.1,12,14,13.3,69,17,3,1,2,8,3,0,9,0,0,3,7.53,6.67,1.74,3000,-0.10,-29484
김연주,투수,33,0,31.1,2,4,0,1.72,0.0,0.0,키움 히어로즈,16127.0,34,0,34,11,0,0,1,1,0,1,31.1,23,24,24.5,148,34,10,0,5,17,5,1,18,0,0,2,6.61,6.74,1.63,3000,-0.13,-22558
박범준,투수,5,0,5.1,0,0,0,0.0,0.0,0.0,키움 히어로즈,16133.0,5,0,5,3,0,0,0,1,0,0,5.1,8,8,7.3,28,7,2,0,1,4,1,0,8,0,0,2,13.5,5.59,2.06,3000,-0.11,-28239
헤이수스,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,키움 히어로즈,16138.0,30,30,0,0,0,0,13,11,0,0,171.1,70,78,75.75,728,171,31,2,22,44,14,1,178,8,1,6,3.68,4.11,1.25,60000,4.65,12907
더거,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,SSG 랜더스,16141.0,6,6,0,0,0,0,0,3,0,0,22.2,32,33,33.0,116,37,7,3,2,10,3,0,18,1,0,0,12.71,5.04,2.07,65000,-0.52,-124987
앤더슨,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,SSG 랜더스,16146.0,24,23,1,0,0,0,11,3,0,0,115.2,50,55,53.8,496,98,13,1,11,53,8,0,158,4,1,5,3.89,3.55,1.31,57000,4.13,13786
시라카와,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,두산 베어스,16148.0,7,7,0,0,0,0,2,3,0,0,34.1,23,25,23.45,158,30,2,1,3,24,2,0,19,3,0,5,6.03,6.2,1.57,3600,0.76,4715
바리아,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,한화 이글스,16150.0,20,19,1,0,0,0,6,7,0,0,92.2,53,58,56.6,405,114,20,1,10,18,0,0,83,7,0,6,5.15,3.85,1.42,48000,1.75,27382
알드레드,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,KIA 타이거즈,16151.0,9,9,0,1,1,1,3,2,0,0,43.2,22,24,20.35,184,38,4,0,4,17,2,0,52,4,0,1,4.53,3.66,1.26,30000,1.45,20711
와이스,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,한화 이글스,16153.0,16,16,0,0,0,0,5,5,0,0,91.2,38,43,41.95,384,77,13,5,8,29,3,0,98,7,0,6,3.73,3.65,1.16,4800,3.16,1521
발라조빅,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,두산 베어스,16155.0,12,11,1,0,0,0,2,6,0,1,57.0,27,29,28.0,250,54,13,1,3,28,2,0,69,1,0,2,4.26,3.22,1.44,25000,1.35,18513
에르난데스,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,LG 트윈스,16160.0,11,9,2,1,0,0,3,2,1,1,47.0,21,21,19.45,195,41,6,1,5,16,2,0,55,1,0,1,4.02,3.73,1.21,44000,1.33,32988
라우어,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,KIA 타이거즈,16161.0,7,7,0,0,0,0,2,2,0,0,34.2,19,19,17.8,150,35,7,1,3,12,3,0,37,0,0,0,4.93,3.9,1.36,30000,0.88,33923
스타우트,투수,0,0,0.0,0,0,0,0.0,0.0,0.0,KIA 타이거즈,16163.0,4,4,0,0,0,0,1,1,0,0,16.0,9,10,9.5,73,17,3,1,2,5,3,0,20,1,0,1,5.06,4.11,1.38,4500,0.33,13448
