선수,포지션,Sort▼,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,WAR,팀,기존pid,연봉(만원),연도,포지션구분,WAAwithPOS,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,pid,WAR▼,oWAR,dWAR,PA,ePA,AB,TB,RBI,SB,CS,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,연봉등급,신인여부,국적,선발투수
이시원,좌익수,,29,2.0,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,-0.16,KT 위즈,12526,3300,2022,타자,-0.068,9.0,9.0,0.0,0.0,1.0,1.397,-0.44,-0.27,0.1,0.0,0.0,,0.0,0.0,-0.61,-3.029,-0.046,-0.656,-0.063,125268.0,,,,,,,,,,,,,,,,,,,,,,,
이용규,좌익수,,66,57.0,,,,,,,,,465.0,,,,,,,,,,,,,,,,,,,,,,0.18,키움 히어로즈,10035,40000,2022,타자,-0.375,99.0,95.0,2.0,2.0,0.98,1.877,-1.23,0.01,-0.27,0.0,0.0,,0.0,0.0,-1.48,-3.229,-2.157,-3.637,-0.153,100357.0,,,,,,,,,,,,,,,,,,,,,,,
유로결,좌익수,,28,17.0,,,,,,,,,160.0,,,,,,,,,,,,,,,,,,,,,,-0.9,한화 이글스,14126,3300,2022,타자,-0.151,32.0,30.0,1.0,1.0,0.969,1.744,-1.2,0.22,-0.24,0.0,0.0,,0.0,0.0,-1.22,-6.274,-0.246,-1.466,-0.126,141269.0,,,,,,,,,,,,,,,,,,,,,,,
김휘집,유격수,,116,95.0,,,,,,,,,818.0,,,,,,,,,,,,,,,,,,,,,,0.03,키움 히어로즈,14785,3900,2022,타자,-0.215,426.0,141.0,269.0,16.0,0.962,4.511,-7.41,0.0,0.37,-1.97,0.0,,0.0,0.0,-9.02,-11.197,6.935,-2.085,-0.93,147857.0,,,,,,,,,,,,,,,,,,,,,,,
장운호,우익수,,58,35.0,,,,,,,,,337.0,,,,,,,,,,,,,,,,,,,,,,0.75,한화 이글스,11122,5350,2022,타자,0.279,75.0,73.0,0.0,2.0,0.973,1.95,3.59,0.16,-0.41,0.0,0.0,,0.0,0.0,3.35,8.317,-0.647,2.703,0.345,111229.0,,,,,,,,,,,,,,,,,,,,,,,
박승규,중견수,,49,17.0,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,0.43,삼성 라이온즈,14122,5700,2022,타자,0.457,63.0,63.0,0.0,0.0,1.0,2.835,4.64,-0.43,0.3,0.0,0.0,,0.0,0.0,4.51,13.254,-0.076,4.434,0.465,141223.0,,,,,,,,,,,,,,,,,,,,,,,
알포드,좌익수,,76,66.0,,,,,,,,,522.0,,,,,,,,,,,,,,,,,,,,,,2.43,KT 위즈,15144,47700,2022,타자,-0.694,95.0,89.0,2.0,4.0,0.958,1.569,-3.17,-0.72,-1.13,0.0,0.0,,0.0,0.0,-5.02,-9.512,-1.71,-6.73,-0.518,151448.0,,,,,,,,,,,,,,,,,,,,,,,
이재현,유격수,,90,65.0,,,,,,,,,566.0,,,,,,,,,,,,,,,,,,,,,,0.06,삼성 라이온즈,15034,3000,2022,타자,0.222,240.0,75.0,154.0,11.0,0.954,3.641,-1.43,0.0,-0.66,1.93,0.0,,0.0,0.0,0.23,0.368,1.925,2.155,0.024,150343.0,,,,,,,,,,,,,,,,,,,,,,,
김병희,1루수,,25,13.0,,,,,,,,,112.0,,,,,,,,,,,,,,,,,,,,,,-0.45,KT 위즈,11330,4700,2022,타자,-0.354,82.0,70.0,10.0,2.0,0.976,6.429,-2.35,0.0,-0.4,0.0,0.0,,0.0,0.0,-2.99,-17.222,-0.447,-3.437,-0.308,113308.0,,,,,,,,,,,,,,,,,,,,,,,
김성윤,중견수,,31,11.0,,,,,,,,,116.0,,,,,,,,,,,,,,,,,,,,,,-0.29,삼성 라이온즈,12936,3800,2022,타자,-0.343,27.0,24.0,2.0,1.0,0.963,2.017,-1.76,-1.23,-0.31,0.0,0.0,,0.0,0.0,-3.29,-15.283,-0.037,-3.327,-0.339,129363.0,,,,,,,,,,,,,,,,,,,,,,,
김상수,유격수,,76,59.0,,,,,,,,,518.0,,,,,,,,,,,,,,,,,,,,,,-0.13,삼성 라이온즈,10320,25000,2022,타자,-0.391,295.0,122.0,164.0,9.0,0.969,4.969,-3.72,0.0,-0.69,-1.6,0.0,,0.0,0.0,-6.0,-11.368,2.207,-3.793,-0.619,103203.0,,,,,,,,,,,,,,,,,,,,,,,
최영진,3루수,,31,16.0,,,,,,,,,155.0,,,,,,,,,,,,,,,,,,,,,,-0.14,삼성 라이온즈,10934,6500,2022,타자,0.075,83.0,55.0,27.0,1.0,0.988,4.761,0.67,0.0,0.12,-0.25,0.0,,0.0,0.0,0.94,4.366,-0.217,0.723,0.097,109343.0,,,,,,,,,,,,,,,,,,,,,,,
이우성,좌익수,,69,27.0,,,,,,,,,280.0,,,,,,,,,,,,,,,,,,,,,,0.14,KIA 타이거즈,11099,4100,2022,타자,-0.567,62.0,59.0,1.0,2.0,0.968,1.929,-3.77,-0.65,-0.53,0.0,0.0,,0.0,0.0,-4.95,-10.33,-0.555,-5.505,-0.51,110990.0,,,,,,,,,,,,,,,,,,,,,,,
류지혁,3루수,,141,107.0,,,,,,,,,950.0,,,,,,,,,,,,,,,,,,,,,,2.19,KIA 타이거즈,10894,10500,2022,타자,-0.24,384.0,219.0,152.0,13.0,0.966,3.515,-1.88,0.0,-0.16,0.08,0.0,,0.0,0.0,-1.99,-2.032,-0.337,-2.327,-0.205,108940.0,,,,,,,,,,,,,,,,,,,,,,,
소크라테스,중견수,,155,125.0,,,,,,,,,1084.0,,,,,,,,,,,,,,,,,,,,,,4.54,KIA 타이거즈,14996,50000,2022,타자,-0.156,328.0,321.0,2.0,5.0,0.985,2.682,-0.59,0.0,-0.89,0.0,0.0,,0.0,0.0,-1.48,-1.375,-0.031,-1.511,-0.153,149960.0,,,,,,,,,,,,,,,,,,,,,,,
이창진,좌익수,,104,89.0,,,,,,,,,776.0,,,,,,,,,,,,,,,,,,,,,,2.51,KIA 타이거즈,11233,7000,2022,타자,-0.395,184.0,181.0,3.0,0.0,1.0,2.134,-0.12,-1.75,1.18,0.0,0.0,,0.0,0.0,-0.7,-0.969,-3.13,-3.83,-0.072,112330.0,,,,,,,,,,,,,,,,,,,,,,,
김석환,좌익수,,39,22.0,,,,,,,,,204.0,,,,,,,,,,,,,,,,,,,,,,-0.31,KIA 타이거즈,12917,3100,2022,타자,-0.042,60.0,60.0,0.0,0.0,1.0,2.647,0.34,-0.4,0.28,0.0,0.0,,0.0,0.0,0.24,0.886,-0.646,-0.406,0.025,129170.0,,,,,,,,,,,,,,,,,,,,,,,
도태훈,1루수,,93,33.0,,,,,,,,,397.0,,,,,,,,,,,,,,,,,,,,,,0.31,NC 다이노스,12560,4000,2022,타자,0.411,248.0,170.0,74.0,4.0,0.984,5.531,4.12,0.0,-0.13,0.36,0.0,,0.0,0.0,4.47,6.921,-0.48,3.99,0.461,125605.0,,,,,,,,,,,,,,,,,,,,,,,
신용수,우익수,,35,15.0,,,,,,,,,146.0,,,,,,,,,,,,,,,,,,,,,,0.88,롯데 자이언츠,14169,4900,2022,타자,0.03,22.0,22.0,0.0,0.0,1.0,1.356,0.42,-0.09,0.24,0.0,0.0,,0.0,0.0,0.59,2.427,-0.295,0.295,0.061,141692.0,,,,,,,,,,,,,,,,,,,,,,,
황성빈,중견수,,103,81.0,,,,,,,,,691.0,,,,,,,,,,,,,,,,,,,,,,-0.08,롯데 자이언츠,14642,3000,2022,타자,-0.865,167.0,158.0,2.0,7.0,0.958,2.084,-5.61,-0.51,-1.88,0.0,0.0,,0.0,0.0,-7.99,-11.17,-0.398,-8.388,-0.824,146422.0,,,,,,,,,,,,,,,,,,,,,,,
서호철,2루수,,82,51.0,,,,,,,,,496.0,,,,,,,,,,,,,,,,,,,,,,-0.16,NC 다이노스,14220,3000,2022,타자,-0.013,218.0,83.0,130.0,5.0,0.977,3.865,-0.39,0.0,0.5,-1.14,0.0,,0.0,0.0,-0.66,-1.159,0.531,-0.129,-0.068,142205.0,,,,,,,,,,,,,,,,,,,,,,,
추재현,우익수,,21,15.0,,,,,,,,,136.0,,,,,,,,,,,,,,,,,,,,,,-0.23,롯데 자이언츠,13094,6400,2022,타자,-0.179,30.0,29.0,0.0,1.0,0.967,1.919,-1.8,0.7,-0.25,0.0,0.0,,0.0,0.0,-1.36,-9.326,-0.377,-1.737,-0.14,130942.0,,,,,,,,,,,,,,,,,,,,,,,
천재환,중견수,,32,3.0,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,-0.63,NC 다이노스,13261,3000,2022,타자,-0.225,20.0,19.0,1.0,0.0,1.0,2.25,-2.1,-0.16,0.13,0.0,0.0,,0.0,0.0,-2.15,-9.675,-0.03,-2.18,-0.222,132615.0,,,,,,,,,,,,,,,,,,,,,,,
권희동,중견수,,82,58.0,,,,,,,,,482.0,,,,,,,,,,,,,,,,,,,,,,1.06,NC 다이노스,11172,11000,2022,타자,0.081,119.0,113.0,3.0,3.0,0.975,2.166,2.04,-0.15,-0.72,0.0,0.0,,0.0,0.0,1.17,2.055,-0.388,0.782,0.121,111725.0,,,,,,,,,,,,,,,,,,,,,,,
이명기,좌익수,,78,67.0,,,,,,,,,549.0,,,,,,,,,,,,,,,,,,,,,,-0.38,NC 다이노스,10119,17500,2022,타자,-0.823,112.0,106.0,2.0,4.0,0.964,1.77,-3.99,-0.9,-1.12,0.0,0.0,,0.0,0.0,-6.0,-11.077,-1.982,-7.982,-0.619,101195.0,,,,,,,,,,,,,,,,,,,,,,,
김성현,2루수,,143,89.0,,,,,,,,,854.0,,,,,,,,,,,,,,,,,,,,,,0.39,SSG 랜더스,10636,20000,2022,타자,0.494,456.0,159.0,285.0,12.0,0.974,4.679,1.83,0.0,0.05,1.11,0.0,,0.0,0.0,2.75,2.769,2.046,4.796,0.284,106364.0,,,,,,,,,,,,,,,,,,,,,,,
이해승,유격수,,45,27.0,,,,,,,,,261.0,,,,,,,,,,,,,,,,,,,,,,-0.19,삼성 라이온즈,14121,3000,2022,타자,0.099,130.0,43.0,78.0,9.0,0.931,4.172,0.17,0.0,-0.55,-0.34,0.0,,0.0,0.0,-0.71,-2.272,1.672,0.962,-0.073,141213.0,,,,,,,,,,,,,,,,,,,,,,,
김현준,중견수,,116,98.0,,,,,,,,,868.0,,,,,,,,,,,,,,,,,,,,,,2.53,삼성 라이온즈,14867,3300,2022,타자,-0.19,253.0,246.0,4.0,3.0,0.988,2.592,-1.21,-0.38,-0.22,0.0,0.0,,0.0,0.0,-1.81,-2.247,-0.034,-1.844,-0.187,148673.0,,,,,,,,,,,,,,,,,,,,,,,
김영웅,3루수,,12,3.0,,,,,,,,,36.0,,,,,,,,,,,,,,,,,,,,,,0.0,삼성 라이온즈,15035,3000,2022,타자,0.049,10.0,3.0,6.0,1.0,0.9,2.25,0.87,0.0,0.04,-0.47,0.0,,0.0,0.0,0.45,5.4,0.025,0.475,0.046,150353.0,,,,,,,,,,,,,,,,,,,,,,,
이병규,1루수,,13,7.0,,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,-0.09,키움 히어로즈,12859,3000,2022,타자,-0.0,41.0,36.0,4.0,1.0,0.976,6.667,0.03,0.13,0.06,0.0,0.0,,0.0,0.0,0.19,2.105,-0.194,-0.004,0.02,128597.0,,,,,,,,,,,,,,,,,,,,,,,
김준완,좌익수,,122,79.0,,,,,,,,,738.0,,,,,,,,,,,,,,,,,,,,,,-0.49,키움 히어로즈,11182,5000,2022,타자,-0.549,184.0,174.0,7.0,3.0,0.984,2.207,-4.79,1.25,-0.28,0.0,0.0,,0.0,0.0,-3.81,-4.497,-1.515,-5.325,-0.393,111827.0,,,,,,,,,,,,,,,,,,,,,,,
송민섭,우익수,,110,5.0,,,,,,,,,225.0,,,,,,,,,,,,,,,,,,,,,,0.01,KT 위즈,11342,8100,2022,타자,0.226,58.0,56.0,1.0,1.0,0.983,2.28,3.05,-0.49,-0.11,0.0,0.0,,0.0,0.0,2.47,3.233,-0.274,2.196,0.255,113428.0,,,,,,,,,,,,,,,,,,,,,,,
권동진,2루수,,42,8.0,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,,,,0.13,KT 위즈,14777,4200,2022,타자,0.179,73.0,29.0,43.0,1.0,0.986,5.891,1.06,0.0,0.14,0.36,0.0,,0.0,0.0,1.55,5.314,0.188,1.738,0.16,147778.0,,,,,,,,,,,,,,,,,,,,,,,
하재훈,좌익수,,46,24.0,,,,,,,,,209.0,,,,,,,,,,,,,,,,,,,,,,0.07,SSG 랜더스,14147,5300,2022,타자,-0.282,49.0,45.0,3.0,1.0,0.98,2.067,-1.55,-0.3,-0.16,0.0,0.0,,0.0,0.0,-2.01,-6.292,-0.722,-2.732,-0.207,141474.0,,,,,,,,,,,,,,,,,,,,,,,
김재현,3루수,,18,6.0,,,,,,,,,59.0,,,,,,,,,,,,,,,,,,,,,,-0.3,SSG 랜더스,11289,4000,2022,타자,-0.191,15.0,5.0,9.0,1.0,0.933,2.136,-1.3,0.0,0.05,-0.6,0.0,,0.0,0.0,-1.85,-14.8,0.0,-1.85,-0.191,112894.0,,,,,,,,,,,,,,,,,,,,,,,
최상민,우익수,,23,3.0,,,,,,,,,58.0,,,,,,,,,,,,,,,,,,,,,,0.0,SSG 랜더스,13195,3000,2022,타자,0.066,23.0,23.0,0.0,0.0,1.0,3.569,0.12,0.46,0.09,0.0,0.0,,0.0,0.0,0.68,4.257,-0.043,0.637,0.07,131954.0,,,,,,,,,,,,,,,,,,,,,,,
석정우,3루수,,9,3.0,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,-0.03,SSG 랜더스,15121,3000,2022,타자,0.096,15.0,6.0,9.0,0.0,1.0,5.4,0.47,0.0,0.03,0.41,0.0,,0.0,0.0,0.91,14.56,0.023,0.933,0.094,151214.0,,,,,,,,,,,,,,,,,,,,,,,
김주원,유격수,,100,81.0,,,,,,,,,731.0,,,,,,,,,,,,,,,,,,,,,,4.29,NC 다이노스,14765,6000,2022,타자,1.567,412.0,167.0,234.0,11.0,0.973,4.937,9.82,0.0,-0.77,1.65,0.0,,0.0,0.0,10.7,15.408,4.504,15.204,1.103,147655.0,,,,,,,,,,,,,,,,,,,,,,,
김기환,중견수,,75,28.0,,,,,,,,,322.0,,,,,,,,,,,,,,,,,,,,,,0.85,NC 다이노스,11400,4500,2022,타자,0.296,87.0,83.0,2.0,2.0,0.977,2.376,2.69,0.32,-0.01,0.0,0.0,,0.0,0.0,2.99,5.741,-0.117,2.873,0.308,114005.0,,,,,,,,,,,,,,,,,,,,,,,
한태양,유격수,,37,20.0,,,,,,,,,187.0,,,,,,,,,,,,,,,,,,,,,,-0.38,롯데 자이언츠,15051,3000,2022,타자,0.077,91.0,31.0,55.0,5.0,0.945,4.139,-2.38,0.0,0.3,1.87,0.0,,0.0,0.0,-0.23,-0.895,0.972,0.742,-0.024,150512.0,,,,,,,,,,,,,,,,,,,,,,,
정진기,우익수,,32,8.0,,,,,,,,,115.0,,,,,,,,,,,,,,,,,,,,,,0.13,NC 다이노스,10717,5500,2022,타자,0.033,21.0,21.0,0.0,0.0,1.0,1.643,-0.11,0.3,0.18,0.0,0.0,,0.0,0.0,0.38,1.71,-0.062,0.318,0.039,107175.0,,,,,,,,,,,,,,,,,,,,,,,
오선진,3루수,,108,76.0,,,,,,,,,638.0,,,,,,,,,,,,,,,,,,,,,,0.52,삼성 라이온즈,10557,7000,2022,타자,-0.421,252.0,102.0,140.0,10.0,0.96,3.414,-3.81,0.0,0.25,-1.32,0.0,,0.0,0.0,-4.71,-6.28,0.626,-4.084,-0.486,105573.0,,,,,,,,,,,,,,,,,,,,,,,
강한울,3루수,,101,53.0,,,,,,,,,499.0,,,,,,,,,,,,,,,,,,,,,,1.87,삼성 라이온즈,11255,10000,2022,타자,0.033,186.0,50.0,127.0,9.0,0.952,3.192,-0.7,0.0,-0.46,0.91,0.0,,0.0,0.0,0.12,0.171,0.204,0.324,0.012,112553.0,,,,,,,,,,,,,,,,,,,,,,,
안주형,2루수,,17,3.0,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,0.16,삼성 라이온즈,12988,3300,2022,타자,0.232,38.0,13.0,25.0,0.0,1.0,6.218,2.01,0.0,0.06,0.0,0.0,,0.0,0.0,2.07,17.534,0.178,2.248,0.213,129883.0,,,,,,,,,,,,,,,,,,,,,,,
홍현빈,우익수,,69,24.0,,,,,,,,,253.0,,,,,,,,,,,,,,,,,,,,,,0.91,KT 위즈,12941,4000,2022,타자,0.48,66.0,62.0,3.0,1.0,0.985,2.312,5.68,-0.6,-0.06,0.0,0.0,,0.0,0.0,5.02,10.477,-0.369,4.651,0.518,129418.0,,,,,,,,,,,,,,,,,,,,,,,
이진영,우익수,,67,55.0,,,,,,,,,486.0,,,,,,,,,,,,,,,,,,,,,,-0.09,한화 이글스,12539,3600,2022,타자,-0.223,92.0,87.0,3.0,2.0,0.978,1.667,-0.44,0.04,-0.13,0.0,0.0,,0.0,0.0,-0.52,-1.118,-1.644,-2.164,-0.054,125399.0,,,,,,,,,,,,,,,,,,,,,,,
유상빈,좌익수,,14,13.0,,,,,,,,,101.0,,,,,,,,,,,,,,,,,,,,,,-0.05,한화 이글스,15141,3000,2022,타자,-0.323,14.0,14.0,0.0,0.0,1.0,1.248,-2.17,-0.8,0.16,0.0,0.0,,0.0,0.0,-2.82,-29.006,-0.31,-3.13,-0.291,151419.0,,,,,,,,,,,,,,,,,,,,,,,
이주형,1루수,,12,11.0,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,-0.17,키움 히어로즈,14855,3000,2022,타자,-0.149,67.0,65.0,2.0,0.0,1.0,7.934,-0.86,0.0,0.06,0.0,0.0,,0.0,0.0,-0.8,-9.6,-0.642,-1.442,-0.082,148557.0,,,,,,,,,,,,,,,,,,,,,,,
이형종,우익수,,8,3.0,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,0.34,LG 트윈스,12516,12000,2022,타자,0.181,19.0,18.0,1.0,0.0,1.0,5.029,2.2,-0.41,0.05,0.0,0.0,,0.0,0.0,1.84,33.12,-0.086,1.754,0.19,125166.0,,,,,,,,,,,,,,,,,,,,,,,
양찬열,우익수,,37,23.0,,,,,,,,,195.0,,,,,,,,,,,,,,,,,,,,,,0.53,두산 베어스,14738,3000,2022,타자,0.123,47.0,45.0,1.0,1.0,0.979,2.123,1.92,-0.01,-0.14,0.0,0.0,,0.0,0.0,1.77,6.889,-0.577,1.193,0.182,147381.0,,,,,,,,,,,,,,,,,,,,,,,
오재원,2루수,,16,8.0,,,,,,,,,79.0,,,,,,,,,,,,,,,,,,,,,,-0.48,두산 베어스,10178,30000,2022,타자,-0.069,47.0,35.0,12.0,0.0,1.0,5.354,-1.06,0.0,0.08,0.37,0.0,,0.0,0.0,-0.62,-5.58,-0.045,-0.665,-0.064,101781.0,,,,,,,,,,,,,,,,,,,,,,,
노시환,3루수,,110,94.0,,,,,,,,,826.0,,,,,,,,,,,,,,,,,,,,,,2.07,한화 이글스,14125,12000,2022,타자,-0.101,389.0,258.0,121.0,10.0,0.974,4.13,-0.53,0.0,0.68,-0.18,0.0,,0.0,0.0,-0.28,-0.367,-0.7,-0.98,-0.029,141259.0,,,,,,,,,,,,,,,,,,,,,,,
원혁재,좌익수,,9,7.0,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,-0.42,한화 이글스,12872,3000,2022,타자,-0.223,16.0,16.0,0.0,0.0,1.0,2.618,-1.92,-0.23,0.09,0.0,0.0,,0.0,0.0,-2.06,-32.96,-0.107,-2.167,-0.212,128729.0,,,,,,,,,,,,,,,,,,,,,,,
신준우,유격수,,78,16.0,,,,,,,,,212.0,,,,,,,,,,,,,,,,,,,,,,0.27,키움 히어로즈,14695,4000,2022,타자,0.329,120.0,38.0,80.0,2.0,0.983,5.009,-1.15,0.0,0.34,3.09,0.0,,0.0,0.0,2.29,4.228,0.898,3.188,0.236,146957.0,,,,,,,,,,,,,,,,,,,,,,,
김혜성,2루수,,130,123.0,,,,,,,,,1085.0,,,,,,,,,,,,,,,,,,,,,,7.11,키움 히어로즈,12905,32000,2022,타자,1.404,676.0,294.0,371.0,11.0,0.984,5.516,8.61,0.0,0.3,-0.68,0.0,,0.0,0.0,8.23,9.116,5.394,13.624,0.848,129057.0,,,,,,,,,,,,,,,,,,,,,,,
허경민,3루수,,121,117.0,,,,,,,,,978.0,,,,,,,,,,,,,,,,,,,,,,2.08,두산 베어스,10184,120000,2022,타자,-0.576,280.0,111.0,160.0,9.0,0.968,2.494,-6.05,0.0,0.36,0.24,0.0,,0.0,0.0,-5.59,-6.653,0.0,-5.59,-0.576,101841.0,,,,,,,,,,,,,,,,,,,,,,,
강현구,좌익수,,2,3.0,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,-0.09,두산 베어스,14773,3000,2022,타자,-0.217,4.0,2.0,0.0,2.0,0.5,1.636,-0.81,-0.33,-0.95,0.0,0.0,,0.0,0.0,-2.08,-149.76,-0.025,-2.105,-0.214,147731.0,,,,,,,,,,,,,,,,,,,,,,,
이천웅,좌익수,,9,1.0,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,-0.06,LG 트윈스,10935,10000,2022,타자,-0.076,4.0,4.0,0.0,0.0,1.0,1.5,-0.42,-0.32,0.04,0.0,0.0,,0.0,0.0,-0.7,-11.2,-0.033,-0.733,-0.072,109356.0,,,,,,,,,,,,,,,,,,,,,,,
박해민,중견수,,145,142.0,,,,,,,,,1206.0,,,,,,,,,,,,,,,,,,,,,,6.52,LG 트윈스,11190,60000,2022,타자,1.174,361.0,356.0,3.0,2.0,0.994,2.679,10.04,0.64,0.71,0.0,0.0,,0.0,0.0,11.39,11.311,0.0,11.39,1.174,111906.0,,,,,,,,,,,,,,,,,,,,,,,
채은성,1루수,,129,121.0,,,,,,,,,968.0,,,,,,,,,,,,,,,,,,,,,,2.06,LG 트윈스,11215,28000,2022,타자,-0.972,966.0,902.0,54.0,10.0,0.99,8.888,0.62,-0.06,-0.2,0.0,0.0,,0.0,0.0,-0.02,-0.022,-9.408,-9.428,-0.002,112156.0,,,,,,,,,,,,,,,,,,,,,,,
루이즈,3루수,,26,24.0,,,,,,,,,209.0,,,,,,,,,,,,,,,,,,,,,,-0.22,LG 트윈스,15002,60000,2022,타자,0.024,66.0,25.0,38.0,3.0,0.955,2.713,0.4,0.0,-0.29,0.0,0.0,,0.0,0.0,0.21,1.163,0.022,0.232,0.022,150026.0,,,,,,,,,,,,,,,,,,,,,,,
문보경,3루수,,165,113.0,,,,,,,,,1006.0,,,,,,,,,,,,,,,,,,,,,,4.93,LG 트윈스,14137,6800,2022,타자,0.391,439.0,278.0,155.0,6.0,0.986,3.874,3.66,0.0,-0.13,1.1,0.0,,0.0,0.0,4.6,4.015,-0.808,3.792,0.474,141376.0,,,,,,,,,,,,,,,,,,,,,,,
김민성,3루수,,85,31.0,,,,,,,,,358.0,,,,,,,,,,,,,,,,,,,,,,-0.44,LG 트윈스,10238,18000,2022,타자,-0.269,97.0,33.0,61.0,3.0,0.969,2.363,-2.81,0.0,0.32,-0.24,0.0,,0.0,0.0,-2.62,-4.439,0.016,-2.604,-0.27,102386.0,,,,,,,,,,,,,,,,,,,,,,,
김재호,유격수,,105,65.0,,,,,,,,,614.0,,,,,,,,,,,,,,,,,,,,,,0.57,두산 베어스,10174,50000,2022,타자,0.666,314.0,114.0,194.0,6.0,0.981,4.515,2.7,0.0,0.51,-1.41,0.0,,0.0,0.0,1.92,2.633,4.536,6.456,0.198,101741.0,,,,,,,,,,,,,,,,,,,,,,,
김도영,3루수,,97,60.0,,,,,,,,,567.0,,,,,,,,,,,,,,,,,,,,,,2.17,KIA 타이거즈,15056,3000,2022,타자,0.859,219.0,76.0,130.0,13.0,0.941,3.27,5.78,0.0,0.62,1.57,0.0,,0.0,0.0,7.89,11.713,0.439,8.329,0.813,150560.0,,,,,,,,,,,,,,,,,,,,,,,
이대호,1루수,,9,7.0,,,,,,,,,63.0,,,,,,,,,,,,,,,,,,,,,,3.68,롯데 자이언츠,10251,80000,2022,타자,-0.132,70.0,58.0,12.0,0.0,1.0,10.0,-0.86,0.0,0.05,0.0,0.0,,0.0,0.0,-0.66,-10.56,-0.622,-1.282,-0.068,102512.0,,,,,,,,,,,,,,,,,,,,,,,
전준우,좌익수,,116,108.0,,,,,,,,,925.0,,,,,,,,,,,,,,,,,,,,,,1.55,롯데 자이언츠,10266,50000,2022,타자,-1.271,224.0,216.0,6.0,2.0,0.991,2.16,-7.48,-0.95,0.37,0.0,0.0,,0.0,0.0,-8.31,-10.316,-4.017,-12.327,-0.857,102662.0,,,,,,,,,,,,,,,,,,,,,,,
박찬호,유격수,,133,129.0,,,,,,,,,1115.0,,,,,,,,,,,,,,,,,,,,,,4.1,KIA 타이거즈,11261,12000,2022,타자,1.398,582.0,216.0,344.0,22.0,0.962,4.52,2.89,0.0,0.87,-1.15,0.0,,0.0,0.0,2.61,2.826,10.949,13.559,0.269,112610.0,,,,,,,,,,,,,,,,,,,,,,,
최주환,2루수,,87,76.0,,,,,,,,,592.0,,,,,,,,,,,,,,,,,,,,,,-0.39,SSG 랜더스,10182,65000,2022,타자,-0.42,380.0,224.0,145.0,11.0,0.971,5.61,-4.08,0.0,-0.82,-0.44,0.0,,0.0,0.0,-5.16,-8.541,1.086,-4.074,-0.532,101824.0,,,,,,,,,,,,,,,,,,,,,,,
김규남,좌익수,,2,1.0,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,-0.24,SSG 랜더스,14200,3000,2022,타자,-0.052,4.0,4.0,0.0,0.0,1.0,3.6,-0.09,-0.4,0.01,0.0,0.0,,0.0,0.0,-0.48,-34.56,-0.02,-0.5,-0.049,142004.0,,,,,,,,,,,,,,,,,,,,,,,
오준혁,우익수,,25,12.0,,,,,,,,,93.0,,,,,,,,,,,,,,,,,,,,,,0.13,SSG 랜더스,10672,3200,2022,타자,0.249,19.0,17.0,2.0,0.0,1.0,1.839,2.22,0.26,0.15,0.0,0.0,,0.0,0.0,2.63,15.149,-0.215,2.415,0.271,106724.0,,,,,,,,,,,,,,,,,,,,,,,
최항,3루수,,6,2.0,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,-0.26,SSG 랜더스,10810,4000,2022,타자,-0.053,4.0,2.0,2.0,0.0,1.0,2.25,-0.22,0.0,0.01,-0.29,0.0,,0.0,0.0,-0.5,-12.0,-0.01,-0.51,-0.052,108104.0,,,,,,,,,,,,,,,,,,,,,,,
김선빈,2루수,,139,134.0,,,,,,,,,1137.0,,,,,,,,,,,,,,,,,,,,,,3.36,KIA 타이거즈,10008,45000,2022,타자,0.333,591.0,246.0,335.0,10.0,0.983,4.599,-3.27,0.0,0.36,0.46,0.0,,0.0,0.0,-2.45,-2.538,5.677,3.227,-0.253,100080.0,,,,,,,,,,,,,,,,,,,,,,,
김한별,유격수,,24,4.0,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,,,,,-0.31,NC 다이노스,14716,3000,2022,타자,0.124,38.0,11.0,23.0,4.0,0.895,3.923,1.39,0.0,-0.36,-0.23,0.0,,0.0,0.0,0.8,4.8,0.403,1.203,0.082,147165.0,,,,,,,,,,,,,,,,,,,,,,,
