Name_x,포지션,fid_G,fid_GS,fid_IP,PO,Ass,E,RF9,수비 관련 득점 기여도.8,수비 관련 득점 기여도.9,팀,bat_G,PA,ePA,AB,R_y,H_y,2B_y,3B_y,HR_y,RBI,SB,CS,BB_y,HP_y,IB_y,SO_y,GDP,SH,SF,연봉(만원),WAR,WAR당 연봉
박준영,유격수,57,50,434.2,83,135,4,4.51,5.52,12.24,두산 베어스,65,212,211,186,25,42,9,2,7,28,2,0,21,3,0,58,3,1,1,7000,1.58,4436
서예일,유격수,4,0,6.0,0,2,0,3.0,0.28,1.69,두산 베어스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3400,-0.01,-437733
김규성,유격수,9,0,20.2,4,6,1,4.35,-0.67,-3.57,KIA 타이거즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,-0.18,-30087
김주성,유격수,5,2,14.0,2,1,1,1.93,-0.89,-10.73,LG 트윈스,12,9,9,6,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,3500,0.17,20427
도태훈,유격수,1,0,1.0,0,0,0,0.0,-0.03,-0.05,NC 다이노스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0.48,16655
안상현,유격수,3,1,8.0,4,3,1,7.88,-0.87,-3.39,SSG 랜더스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,-0.61,-6545
김찬형,유격수,1,0,3.0,2,0,0,6.0,0.76,21.83,SSG 랜더스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,-0.26,-18964
이유찬,유격수,20,11,103.0,22,25,0,4.11,2.16,3.02,두산 베어스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0.73,11604
박성한,유격수,135,128,1115.0,209,332,23,4.37,0.45,0.47,SSG 랜더스,137,564,559,489,78,147,24,0,10,67,13,3,64,2,3,86,11,3,6,30000,4.02,7462
김민수,유격수,4,0,12.0,7,6,1,9.75,-0.56,-4.23,LG 트윈스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,-0.36,-16868
안주형,유격수,14,8,56.2,17,18,0,5.56,-1.47,-2.58,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5200,-0.61,-8499
전민재,유격수,64,43,395.0,74,102,4,4.01,2.04,2.94,두산 베어스,100,276,272,248,34,61,5,1,2,32,7,3,17,4,1,53,8,4,3,3400,0.32,10606
박민석,유격수,5,0,8.1,1,2,2,3.24,-1.83,-13.17,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100,-0.42,-7327
이학주,유격수,40,25,238.1,38,67,2,3.97,-3.88,-12.99,롯데 자이언츠,43,105,103,95,13,25,2,2,2,4,0,1,6,2,0,44,0,2,0,9200,-0.19,-48785
구본혁,유격수,54,43,368.0,59,97,5,3.82,-3.33,-3.61,LG 트윈스,133,389,385,339,48,87,14,2,2,43,8,4,38,4,0,51,7,4,4,7000,1.57,4471
최경모,유격수,9,2,20.0,0,2,1,0.9,-1.35,-3.9,SSG 랜더스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3700,-0.08,-46643
김주형,유격수,16,4,56.2,13,18,1,4.92,0.71,4.65,키움 히어로즈,22,25,24,20,0,3,0,0,0,2,0,1,1,3,0,9,0,1,0,4500,-0.08,-58698
김병휘,유격수,22,19,146.2,17,39,2,3.44,-1.38,-7.12,키움 히어로즈,28,71,70,59,6,10,3,0,1,3,0,0,6,5,0,26,0,1,0,3300,-0.34,-9846
손호영,유격수,6,4,39.0,8,9,1,3.92,-2.76,-3.9,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,2.83,1587
윤준혁,유격수,2,0,3.0,1,1,1,6.0,-0.12,-1.31,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,-0.24,-12470
박민,유격수,10,4,40.0,9,13,3,4.95,0.85,7.65,KIA 타이거즈,16,30,30,29,5,8,4,0,0,2,0,1,1,0,0,7,0,0,0,3500,-0.03,-103627
홍종표,유격수,17,9,81.0,13,24,2,4.11,-0.83,-1.2,KIA 타이거즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,0.26,13612
신준우,유격수,1,0,1.0,0,0,0,0.0,0.01,1.15,키움 히어로즈,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,0.00,5235680
김한별,유격수,21,7,80.0,9,21,1,3.38,-2.65,-9.53,NC 다이노스,40,50,50,44,8,14,1,0,0,3,0,0,2,4,0,9,2,0,0,3800,-0.23,-16588
김주원,유격수,132,115,1023.2,196,287,18,4.25,9.43,10.13,NC 다이노스,134,475,466,385,61,97,18,2,9,49,16,6,51,25,1,111,5,9,5,16000,5.43,2945
이영빈,유격수,6,2,25.0,5,4,0,3.24,0.75,3.49,LG 트윈스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,0.00,2305239
김휘집,유격수,24,22,162.2,29,40,3,3.82,-2.5,-2.57,NC 다이노스,89,366,364,314,54,86,15,0,11,48,4,3,37,7,0,70,7,2,6,11000,2.42,4548
이주찬,유격수,3,0,5.0,1,3,0,7.2,0.78,6.64,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100,-0.49,-6332
이재현,유격수,107,99,862.1,186,212,11,4.15,7.96,10.52,삼성 라이온즈,109,458,457,389,71,101,18,1,14,66,2,1,58,8,1,83,8,0,3,14000,4.27,3282
김영웅,유격수,38,33,304.2,70,82,5,4.49,5.69,6.5,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3800,3.23,1177
김도영,유격수,1,0,2.0,0,0,0,0.0,-0.31,-0.31,KIA 타이거즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,8.52,1174
윤도현,유격수,2,1,11.0,4,1,0,4.09,1.11,26.58,KIA 타이거즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0.51,5916
문현빈,유격수,1,0,2.0,2,0,0,9.0,-0.12,-0.17,한화 이글스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,0.24,33324
이승원,유격수,18,13,96.0,20,25,3,4.22,-3.36,-24.22,키움 히어로즈,20,41,39,37,3,4,1,0,0,1,0,0,2,0,0,13,2,2,0,3100,-0.96,-3239
김재상,유격수,1,0,1.0,0,2,0,18.0,-0.46,-1.87,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0.01,628099
한경빈,유격수,1,0,2.0,1,1,0,9.0,0.14,20.42,한화 이글스,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3000,0.00,-629368
김호진,유격수,9,2,26.0,2,0,0,0.69,-0.72,-4.01,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,-0.26,-11618
양도근,유격수,8,2,29.0,5,4,0,2.79,1.38,12.38,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0.02,188861
정준재,유격수,3,1,5.2,1,3,0,6.35,0.5,0.82,SSG 랜더스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,2.01,1493
김세훈,유격수,5,0,8.1,3,0,0,3.24,-0.87,-17.82,NC 다이노스,7,5,5,4,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,3000,-0.11,-27852
김두현,유격수,2,1,10.0,0,3,2,2.7,-2.74,-131.41,KIA 타이거즈,3,6,6,5,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3000,-0.21,-13982
이호준,유격수,4,0,7.2,0,3,0,3.52,0.84,10.08,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0.12,25827
강성우,유격수,1,0,1.0,0,0,0,0.0,0.01,0.64,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,-0.01,-577736
황영묵,유격수,46,29,265.0,48,71,4,4.04,-3.2,-3.75,한화 이글스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,1.83,1642
이재상,유격수,35,28,221.0,44,50,4,3.83,-5.49,-21.96,키움 히어로즈,36,89,88,84,7,16,1,0,1,5,0,0,2,2,0,33,0,1,0,3000,-1.20,-2497
고영우,유격수,14,7,67.0,5,20,1,3.36,-1.41,-2.16,키움 히어로즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,-0.59,-5117
이용규,좌익수,21,18,159.2,44,0,0,2.48,-0.11,-0.26,키움 히어로즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20000,1.54,12962
이명기,좌익수,1,0,1.0,0,0,0,0.0,0.0,0.04,한화 이글스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,-0.09,-53323
김현수,좌익수,84,80,606.0,115,4,0,1.77,-4.38,-4.61,LG 트윈스,137,583,582,517,61,152,36,2,8,69,6,1,47,9,1,76,10,1,9,100000,1.01,99083
오태곤,좌익수,12,4,44.2,6,1,0,1.41,-0.48,-0.59,SSG 랜더스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25000,1.43,17510
정훈,좌익수,2,0,3.0,0,0,0,0.0,0.0,0.0,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,1.18,25494
손아섭,좌익수,9,9,65.0,13,0,0,1.8,-0.32,-0.56,NC 다이노스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,1.03,48314
전준우,좌익수,47,47,381.1,87,2,1,2.1,-3.87,-5.11,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130000,1.95,66702
최형우,좌익수,16,15,117.0,14,0,2,1.08,-3.18,-3.95,KIA 타이거즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100000,2.09,47887
김헌곤,좌익수,65,27,305.0,76,0,0,2.24,1.67,2.05,삼성 라이온즈,117,311,307,281,43,85,8,1,9,34,4,2,22,3,0,50,5,4,1,6000,1.59,3781
김재환,좌익수,45,43,335.1,71,0,0,1.91,-3.0,-3.18,두산 베어스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150000,3.07,48839
고종욱,좌익수,8,3,25.0,4,0,0,1.44,-0.93,-4.78,KIA 타이거즈,28,36,36,32,3,8,2,0,1,4,0,0,4,0,0,6,2,0,0,15000,0.09,165595
한유섬,좌익수,3,2,11.0,1,0,1,0.82,-1.94,-2.12,SSG 랜더스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90000,-0.20,-439861
구자욱,좌익수,100,98,802.0,188,4,1,2.15,0.49,0.55,삼성 라이온즈,129,568,563,493,92,169,39,1,33,115,13,4,55,12,4,73,6,2,6,200000,6.19,32316
김인태,좌익수,7,5,38.0,5,0,0,1.18,-0.96,-13.85,두산 베어스,10,26,26,23,3,4,0,0,1,2,0,0,2,0,0,7,1,0,1,9000,-0.40,-22487
이우성,좌익수,8,5,33.0,8,0,0,2.18,0.68,0.88,KIA 타이거즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13000,-0.10,-128006
강진성,좌익수,1,0,3.0,1,0,0,3.0,0.45,4.08,SSG 랜더스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,-0.04,-196132
김성욱,좌익수,18,3,52.1,14,1,0,2.58,-0.77,-0.86,NC 다이노스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9500,-0.37,-25964
권희동,좌익수,115,101,834.2,216,11,2,2.45,3.79,4.43,NC 다이노스,123,511,509,416,66,125,22,1,13,77,4,0,77,10,1,63,10,2,6,15000,4.11,3647
임지열,좌익수,8,5,39.0,9,0,0,2.08,-1.06,-6.96,키움 히어로즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7200,-0.74,-9765
임병욱,좌익수,1,1,9.0,1,0,0,1.0,-0.67,-2.29,키움 히어로즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,0.02,412726
이창진,좌익수,56,33,309.1,85,0,0,2.47,-1.14,-1.59,KIA 타이거즈,103,247,242,191,36,50,10,0,1,18,4,3,45,2,0,36,6,5,4,12000,0.64,18738
김태진,좌익수,8,3,35.0,11,0,0,2.83,1.68,2.98,키움 히어로즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,0.89,12361
문상철,좌익수,1,0,2.0,0,0,0,0.0,-0.06,-0.07,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11000,3.43,3206
김태훈,좌익수,3,0,11.2,0,0,0,0.0,-0.84,-10.11,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4100,-0.02,-247030
김민혁,좌익수,82,70,553.0,128,1,2,2.1,2.77,3.47,KT 위즈,115,393,389,351,47,124,14,3,1,34,4,2,35,1,1,45,9,3,3,24000,2.70,8893
송민섭,좌익수,2,0,2.1,1,0,0,3.86,0.49,1.95,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6500,-0.27,-24314
안익훈,좌익수,24,6,92.0,20,0,0,1.96,1.44,5.6,LG 트윈스,37,56,54,49,8,9,1,0,0,3,2,0,4,0,0,13,2,2,1,5500,0.01,689157
최민창,좌익수,2,0,3.0,0,0,0,0.0,0.0,0.04,SSG 랜더스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,-0.03,-105694
조수행,좌익수,70,52,491.1,143,2,1,2.66,4.15,4.59,두산 베어스,130,382,368,328,60,87,5,2,0,30,64,8,33,3,1,53,2,14,4,9500,1.83,5194
이진영,좌익수,6,1,17.2,1,0,0,0.51,0.1,0.33,한화 이글스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7000,0.03,205441
이성규,좌익수,10,5,50.0,12,0,0,2.16,-1.31,-1.54,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,1.86,3233
장진혁,좌익수,19,8,86.0,23,0,0,2.41,-0.09,-0.13,한화 이글스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5800,0.76,7644
김인환,좌익수,27,23,170.1,39,1,0,2.11,-3.41,-9.63,한화 이글스,51,143,143,131,11,31,2,0,1,7,0,0,10,2,0,32,5,0,0,6900,-1.27,-5425
홍성호,좌익수,1,0,2.0,0,0,0,0.0,0.0,-0.03,두산 베어스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,0.10,31759
박정우,좌익수,19,2,46.1,17,0,0,3.3,2.35,5.13,KIA 타이거즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3800,0.42,8953
이유찬,좌익수,17,16,113.1,16,0,1,1.27,-4.58,-6.4,두산 베어스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8500,0.73,11604
이정훈,좌익수,1,0,2.0,0,0,0,0.0,-0.26,-0.58,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6000,0.49,12178
김성윤,좌익수,1,1,8.0,3,0,0,3.38,-1.93,-8.67,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,0.09,114787
홍현빈,좌익수,9,0,17.2,5,0,0,2.55,1.09,5.59,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,-0.16,-29019
조용호,좌익수,13,5,57.2,9,1,0,1.56,-2.63,-6.32,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15000,-0.42,-35436
로하스,좌익수,85,58,540.0,149,2,0,2.52,4.44,4.44,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50000,7.26,6889
안치영,좌익수,3,0,4.0,1,0,0,2.25,0.18,0.83,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,-0.07,-71312
신민재,좌익수,1,0,3.0,0,0,0,0.0,0.23,0.26,LG 트윈스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11500,2.36,4876
송찬의,좌익수,3,2,17.0,4,0,0,2.12,-0.08,-1.17,LG 트윈스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,-0.12,-29631
문성주,좌익수,62,51,445.0,114,4,0,2.39,4.34,6.51,LG 트윈스,96,361,360,305,47,96,16,2,0,48,13,7,49,3,0,38,4,1,3,20000,2.89,6928
정은원,좌익수,10,9,70.0,20,0,0,2.57,1.24,6.6,한화 이글스,27,78,77,64,10,11,3,1,1,6,2,0,13,0,0,16,0,1,0,17800,0.14,130324
이원석,좌익수,21,4,77.2,11,0,1,1.27,-1.7,-2.82,한화 이글스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3600,0.19,18675
장두성,좌익수,11,1,25.0,6,0,0,2.16,-0.97,-1.96,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,-0.22,-17905
윤정빈,좌익수,7,4,31.2,8,0,0,2.27,-0.11,-0.24,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3700,1.74,2126
최상민,좌익수,4,0,5.0,1,0,0,1.8,0.58,1.95,SSG 랜더스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3200,0.15,21232
변상권,좌익수,37,32,278.0,76,0,1,2.46,2.09,3.91,키움 히어로즈,77,232,232,219,16,55,3,1,5,21,0,0,11,1,0,51,4,0,1,4800,0.24,19811
한석현,좌익수,9,1,21.2,6,2,0,3.32,-0.43,-1.55,NC 다이노스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3900,-0.47,-8230
천재환,좌익수,31,17,168.2,30,1,0,1.65,0.34,0.54,NC 다이노스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,0.31,16080
권광민,좌익수,9,8,64.0,18,0,0,2.53,-0.48,-3.66,한화 이글스,19,51,51,48,10,13,3,0,4,9,0,0,3,0,0,17,0,0,0,3300,0.53,6250
유로결,좌익수,7,3,30.0,7,0,0,2.1,0.37,2.34,한화 이글스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3300,-0.06,-59189
주성원,좌익수,4,2,21.2,5,0,0,2.08,-0.27,-1.42,키움 히어로즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,0.01,375377
하재훈,좌익수,29,21,205.0,42,2,2,1.93,-0.87,-1.17,SSG 랜더스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10000,-1.59,-6309
고승민,좌익수,13,12,86.0,17,2,0,1.99,0.96,1.15,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8000,3.49,2294
신윤후,좌익수,3,0,8.0,0,1,0,1.13,0.26,0.97,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5200,0.30,17392
김대한,좌익수,25,6,87.0,16,0,0,1.66,-1.6,-3.78,두산 베어스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3700,-0.51,-7286
김태근,좌익수,16,4,53.2,15,0,0,2.52,-0.67,-2.25,두산 베어스,43,27,26,23,7,2,0,0,0,1,0,1,0,3,0,10,0,1,0,3400,-0.72,-4729
최승민,좌익수,21,0,37.0,13,1,0,3.41,2.46,6.21,LG 트윈스,57,16,15,13,20,1,0,0,0,1,11,7,2,0,0,3,0,1,0,4000,-0.02,-251300
최정원,좌익수,3,0,4.0,1,0,0,2.25,-0.6,-1.33,NC 다이노스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6600,0.82,8096
김범준,좌익수,2,0,3.0,0,0,0,0.0,-0.03,-0.78,NC 다이노스,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3000,-0.15,-19963
박주홍,좌익수,17,13,99.0,25,1,0,2.36,0.85,4.91,키움 히어로즈,25,59,59,49,5,5,2,0,0,1,2,0,10,0,0,17,1,0,0,3600,-0.24,-14893
이주형,좌익수,1,1,4.0,0,0,0,0.0,-1.46,-1.82,키움 히어로즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6600,2.51,2634
천성호,좌익수,7,4,33.2,7,1,0,2.14,0.45,0.86,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4500,0.08,54946
홍종표,좌익수,1,0,2.0,0,0,0,0.0,-0.01,-0.02,KIA 타이거즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3500,0.26,13612
황성빈,좌익수,56,27,291.2,58,2,2,1.85,2.79,3.21,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7600,2.15,3532
박영빈,좌익수,9,0,16.0,1,0,0,0.56,-1.3,-9.83,NC 다이노스,19,7,7,6,3,3,2,0,0,1,2,1,1,0,0,3,0,0,0,3200,-0.12,-27206
함창건,좌익수,4,3,21.0,5,0,0,2.14,0.08,0.77,LG 트윈스,15,17,16,14,3,2,0,0,0,0,0,0,2,0,0,3,1,1,0,3000,-0.19,-15608
이인한,좌익수,2,0,2.0,0,0,0,0.0,0.0,0.07,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0.12,24573
최인호,좌익수,62,46,401.2,96,3,2,2.22,2.8,4.92,한화 이글스,82,244,240,210,37,60,13,2,2,22,3,0,25,3,0,31,3,4,2,4800,2.03,2359
양찬열,좌익수,3,0,6.0,0,0,0,0.0,-0.23,-3.03,두산 베어스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0.09,42199
이영빈,좌익수,1,1,5.0,1,0,0,1.8,0.94,4.38,LG 트윈스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5500,0.00,2305239
김현준,좌익수,9,6,50.1,10,0,0,1.79,-1.02,-1.87,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14000,0.04,396434
소크라테스,좌익수,115,86,755.1,168,4,2,2.05,-3.53,-3.63,KIA 타이거즈,140,602,599,552,92,171,30,3,26,97,13,5,41,4,4,91,7,0,5,50000,4.06,12324
김재혁,좌익수,5,2,23.0,10,0,0,3.91,2.26,9.3,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,-0.22,-13581
최원영,좌익수,19,1,46.0,7,0,1,1.37,-1.18,-2.99,LG 트윈스,57,41,41,37,18,10,2,0,1,5,6,4,1,3,0,7,0,0,0,3000,0.25,11916
안현민,좌익수,13,6,52.0,13,1,0,2.42,-0.82,-7.41,KT 위즈,16,29,29,25,5,5,0,1,1,2,0,0,2,1,0,10,0,0,1,3000,-0.10,-29490
김병준,좌익수,5,0,7.0,2,0,0,2.57,-0.49,-2.01,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100,0.27,11466
박수종,좌익수,21,10,93.1,33,0,0,3.18,1.9,3.43,키움 히어로즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000,0.25,15819
이상혁,좌익수,4,0,7.0,1,0,0,1.29,-0.1,-0.33,한화 이글스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100,-0.11,-28290
김민석,좌익수,22,13,128.2,35,1,0,2.52,0.98,3.46,롯데 자이언츠,41,83,82,76,14,16,3,1,0,6,3,1,2,4,0,20,4,1,0,8500,-0.32,-26589
박한결,좌익수,21,13,110.1,20,0,1,1.63,-2.32,-11.93,NC 다이노스,28,71,71,65,8,12,1,0,7,14,0,0,6,0,0,29,1,0,0,3100,-0.31,-9935
정준영,좌익수,7,1,15.0,4,0,0,2.4,0.49,1.62,KT 위즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4200,0.41,10337
에레디아,좌익수,117,115,975.0,211,8,3,2.02,3.21,3.4,SSG 랜더스,136,591,588,541,82,195,31,1,21,118,4,3,28,13,3,73,12,0,9,115000,4.89,23509
김동혁,좌익수,2,0,3.0,1,0,0,3.0,-0.07,-0.27,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3100,0.21,14524
도슨,좌익수,63,57,495.0,132,0,2,2.4,1.84,2.79,키움 히어로즈,95,429,429,382,69,126,31,2,11,57,2,2,39,6,0,54,10,0,2,55000,3.42,16102
김현종,좌익수,4,0,5.0,0,0,0,0.0,0.01,0.05,LG 트윈스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,0.17,17163
정현승,좌익수,5,2,23.0,4,0,0,1.57,0.1,0.6,SSG 랜더스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,-0.24,-12319
전다민,좌익수,7,4,38.2,3,1,0,0.93,-0.27,-1.53,두산 베어스,25,34,34,27,10,9,2,0,0,1,1,1,7,0,0,8,0,0,0,3000,0.35,8557
이선우,좌익수,1,0,1.0,0,0,0,0.0,-0.65,-13.47,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,-0.20,-14708
레이예스,좌익수,47,44,346.0,79,2,0,2.11,-2.75,-2.75,롯데 자이언츠,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60000,3.72,16111
페라자,좌익수,54,42,349.1,75,3,2,2.01,-2.18,-2.57,한화 이글스,122,522,518,455,75,125,24,0,24,70,7,5,63,2,5,129,6,0,2,60000,2.90,20686
원성준,좌익수,7,1,20.0,7,1,0,3.6,1.93,5.45,키움 히어로즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3000,-0.25,-11991
카디네스,좌익수,1,1,1.0,0,0,0,0.0,0.0,0.02,삼성 라이온즈,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32700,0.00,11890996
제러드,좌익수,15,14,118.1,23,0,0,1.75,-2.68,-10.16,두산 베어스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30000,1.52,19800
이용규,중견수,26,20,171.1,49,0,0,2.57,-1.29,-3.1,키움 히어로즈,60,227,224,183,27,56,5,2,1,12,2,2,31,9,0,33,4,3,1,20000,1.54,12962
김강민,중견수,31,15,153.1,40,0,0,2.35,2.14,7.52,한화 이글스,41,87,87,76,5,17,0,0,1,7,0,0,8,3,0,21,1,0,0,11000,0.08,142068
이명기,중견수,1,0,1.0,0,0,0,0.0,0.0,0.07,한화 이글스,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5000,-0.09,-53323
