Name,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,WAR,pid,연도,수상횟수,연봉,샐러리캡,이후연봉
손주영,7,6,1,1,0,0,1,3,0,0,26.2,25,25,24.3,127,31,7,2,4,20,1,0,21,0,0,1,8.44,8.44,8.2,9.19,6.02,1.91,-0.4,12908,2021,0.0,3300.0,949698,3800.0
박세웅,28,28,0,1,1,1,10,9,0,0,163.0,72,75,72.4,685,141,24,0,20,53,10,0,125,7,0,17,3.98,4.14,4.0,3.8,4.51,1.19,5.06,11310,2021,0.0,16500.0,887000,26000.0
스트레일리,31,31,0,0,0,0,10,12,0,0,165.2,75,85,81.6,714,162,25,2,12,67,7,0,164,8,1,8,4.07,4.62,4.43,4.24,3.54,1.38,4.31,14627,2021,0.0,156000.0,887000,52000.0
최준용,44,0,44,6,0,0,4,2,1,20,47.1,15,16,14.8,195,41,7,0,6,16,1,3,45,1,0,1,2.85,3.04,2.81,2.69,3.95,1.2,2.16,14624,2021,0.0,4200.0,887000,10700.0
김원중,61,0,61,55,0,0,4,4,35,0,62.2,25,26,27.9,268,50,8,0,6,28,3,4,64,2,0,8,3.59,3.73,4.01,3.78,3.79,1.24,2.07,10825,2021,0.0,17000.0,887000,28000.0
구승민,68,0,68,7,0,0,6,5,0,20,62.1,30,30,30.0,262,47,7,2,5,31,4,0,65,1,1,4,4.33,4.33,4.33,4.09,3.86,1.25,1.55,11291,2021,0.0,15000.0,887000,18100.0
이인복,25,8,17,9,0,0,3,0,0,1,61.1,28,31,34.05,271,75,17,3,5,14,5,1,45,3,0,0,4.11,4.55,5.0,4.87,3.81,1.45,1.27,11232,2021,0.0,4800.0,887000,8500.0
이승헌,16,12,4,2,0,0,0,3,0,0,57.2,37,39,36.25,278,65,10,0,2,43,7,0,31,3,1,11,5.77,6.09,5.66,5.3,5.52,1.87,0.78,13146,2021,0.0,4200.0,887000,5300.0
김도규,43,0,43,7,0,0,2,1,0,5,42.0,27,28,26.35,182,41,5,1,3,22,0,1,39,1,0,2,5.79,6.0,5.65,5.49,3.92,1.5,0.36,13148,2021,0.0,3000.0,887000,5700.0
김진욱,39,5,34,2,0,0,4,6,0,8,45.2,32,32,33.35,227,42,9,0,3,49,3,3,45,0,0,15,6.31,6.31,6.57,6.1,5.62,1.99,0.27,14792,2021,0.0,40000.0,887000,42100.0
최영환,20,7,13,3,0,0,1,2,0,0,40.2,28,30,28.65,181,45,10,0,4,24,2,0,28,0,0,4,6.2,6.64,6.34,6.17,5.2,1.7,0.26,11276,2021,0.0,3500.0,887000,4700.0
진명호,33,0,33,3,0,0,2,2,0,3,24.1,13,14,15.5,107,20,5,0,3,14,2,0,24,1,0,1,4.81,5.18,5.73,5.45,4.81,1.4,0.22,10301,2021,0.0,7500.0,887000,6500.0
김대우,39,0,39,4,0,0,2,2,0,9,35.1,20,22,23.2,160,32,7,0,4,24,4,0,31,3,0,5,5.09,5.6,5.91,5.61,5.38,1.58,0.21,10271,2021,0.0,5000.0,887000,6500.0
나균안,23,7,16,3,0,0,1,2,1,1,46.1,33,36,35.45,223,62,13,0,4,24,0,0,27,5,1,1,6.41,6.99,6.89,6.53,4.94,1.86,0.1,12930,2021,0.0,4300.0,887000,5800.0
박선우,1,0,1,0,0,0,0,0,0,0,2.0,0,0,0.0,9,1,0,0,0,0,2,0,1,0,0,0,0.0,0.0,0.0,0.0,5.62,0.5,0.08,12569,2021,0.0,3300.0,887000,3300.0
배성근,2,0,2,1,0,0,0,0,0,0,2.0,0,0,0.0,9,2,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.07,1.5,0.08,13279,2021,0.0,3200.0,887000,4200.0
윤성빈,1,0,1,1,0,0,0,0,0,0,1.0,0,0,0.0,5,0,0,0,0,1,0,0,0,1,0,0,0.0,0.0,0.0,0.0,6.87,1.0,0.04,12928,2021,0.0,3100.0,887000,3100.0
김민수,1,0,1,0,0,0,0,0,0,0,1.0,0,0,0.0,4,0,0,0,0,1,0,0,1,0,0,0,0.0,0.0,0.0,0.0,4.37,1.0,0.04,12931,2021,0.0,3200.0,887000,5300.0
추재현,1,0,1,0,0,0,0,0,0,0,1.0,0,0,0.0,4,0,0,0,0,2,0,0,0,0,0,0,0.0,0.0,0.0,0.0,9.97,2.0,0.04,13094,2021,0.0,3400.0,887000,6400.0
오윤석,1,0,1,1,0,0,0,0,0,0,0.2,0,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3.77,0.0,0.03,11397,2021,0.0,6000.0,887000,9000.0
정우준,6,0,6,2,0,0,0,0,0,0,5.2,6,6,4.45,29,6,2,0,1,5,2,0,4,0,0,0,9.53,9.53,7.07,6.91,7.93,1.94,0.0,14795,2021,0.0,8000.0,887000,8100.0
강태율,1,0,1,1,0,0,0,0,0,0,0.1,0,0,0.7,3,2,1,0,0,0,0,0,0,0,0,0,0.0,0.0,18.9,17.0,3.77,6.0,-0.02,11388,2021,0.0,3200.0,887000,3300.0
나원탁,2,0,2,1,0,0,0,0,0,0,2.0,3,3,3.0,10,1,0,1,0,3,0,0,3,0,0,1,13.5,13.5,13.5,15.48,4.67,2.0,-0.09,12935,2021,0.0,3000.0,887000,3100.0
이강준,11,0,11,0,0,0,0,0,0,0,5.2,6,7,6.1,34,7,1,0,1,9,2,0,4,0,0,2,9.53,11.12,9.69,8.79,10.12,2.82,-0.13,14601,2021,0.0,3000.0,887000,3000.0
정성종,12,0,12,3,0,0,0,0,0,0,12.0,11,12,12.85,65,19,1,0,2,8,1,0,4,2,0,2,8.25,9.0,9.64,9.3,7.24,2.25,-0.15,13147,2021,0.0,4800.0,887000,4100.0
김동우,5,0,5,2,0,0,0,0,0,0,5.0,6,7,7.35,30,10,0,0,1,5,0,0,3,1,0,2,10.8,12.6,13.23,13.1,7.75,3.0,-0.17,13149,2021,0.0,3000.0,887000,3100.0
강윤구,21,0,21,1,0,0,0,1,0,3,14.0,11,11,12.85,67,16,3,0,2,12,1,1,12,0,0,0,7.07,7.07,8.26,7.48,5.98,2.0,-0.18,10423,2021,0.0,10000.0,887000,7300.0
김유영,26,0,26,7,0,0,1,0,0,0,18.2,15,16,18.1,92,21,4,0,1,14,2,0,17,1,0,2,7.23,7.71,8.73,8.35,4.78,1.88,-0.26,11229,2021,0.0,4500.0,887000,4800.0
서준원,26,8,18,3,0,0,1,3,0,3,54.0,44,46,46.9,257,72,13,2,5,29,2,3,37,2,0,1,7.33,7.67,7.82,7.6,4.82,1.87,-0.3,14159,2021,0.0,8500.0,887000,8400.0
노경은,14,11,3,0,0,0,3,5,0,0,56.1,46,50,50.85,269,79,16,1,11,24,4,0,35,2,0,3,7.35,7.99,8.12,7.85,6.08,1.83,-0.31,10203,2021,0.0,20000.0,887000,10000.0
김창훈,6,0,6,3,0,0,0,0,0,0,8.0,10,10,10.7,41,13,4,0,1,6,0,0,6,0,0,0,11.25,11.25,12.04,11.72,5.7,2.38,-0.33,14793,2021,0.0,11000.0,887000,11100.0
송재영,19,0,19,1,0,0,0,2,0,1,14.2,22,23,19.6,79,24,6,0,3,12,1,0,13,1,0,1,13.5,14.11,12.03,11.04,6.73,2.45,-0.59,14794,2021,0.0,9000.0,887000,9100.0
임기영,28,28,0,0,0,0,8,8,0,0,153.0,83,85,78.95,662,155,29,1,15,45,11,0,129,7,2,6,4.88,5.0,4.64,4.54,3.96,1.31,3.17,10909,2021,0.0,10000.0,540325,14000.0
이의리,19,19,0,0,0,0,4,5,0,0,94.2,38,42,41.0,404,69,11,0,6,56,2,0,93,6,0,5,3.61,3.99,3.9,3.79,3.96,1.32,2.76,14788,2021,1.0,33000.0,540325,39000.0
정해영,64,0,64,58,0,0,5,4,34,0,65.1,16,18,22.8,272,49,10,0,5,28,4,1,49,2,0,1,2.2,2.48,3.14,3.1,4.27,1.18,2.69,14608,2021,0.0,7000.0,540325,17000.0
장현식,69,0,69,5,0,0,1,5,1,34,76.2,28,28,29.4,336,67,7,1,7,42,3,1,80,3,0,8,3.29,3.29,3.45,3.48,4.06,1.42,2.56,11164,2021,0.0,10500.0,540325,20000.0
윤중현,30,13,17,6,0,0,5,6,0,2,82.2,36,44,42.6,373,91,7,1,7,31,14,0,33,10,0,2,3.92,4.79,4.64,4.76,5.46,1.48,1.38,13122,2021,0.0,3000.0,540325,6500.0
전상현,15,0,15,0,0,0,1,0,0,7,13.0,5,6,5.15,59,15,3,0,1,6,0,0,8,0,0,1,3.46,4.15,3.57,3.6,4.57,1.62,0.37,12537,2021,0.0,14000.0,540325,11000.0
김재열,24,0,24,10,0,0,1,0,0,0,32.2,14,18,19.55,152,28,4,0,4,18,4,0,18,5,2,1,3.86,4.96,5.39,5.45,5.93,1.41,0.3,14747,2021,0.0,3200.0,540325,3900.0
장지수,9,0,9,5,0,0,0,0,0,0,14.1,5,6,6.0,67,9,2,0,1,13,3,0,5,1,0,1,3.14,3.77,3.77,3.78,7.19,1.53,0.29,14178,2021,0.0,3000.0,540325,3200.0
한승혁,8,5,3,2,0,0,0,3,0,0,23.2,12,15,14.5,103,25,5,1,0,10,2,0,17,4,0,2,4.56,5.7,5.51,5.53,3.54,1.48,0.24,10812,2021,0.0,5000.0,540325,5300.0
김현준,19,0,19,7,0,0,0,1,0,2,19.2,12,13,11.8,83,15,1,0,4,12,0,0,19,0,0,0,5.49,5.95,5.4,5.19,5.66,1.37,0.2,12533,2021,0.0,3100.0,540325,3400.0
장민기,21,0,21,7,0,0,2,1,0,2,23.1,9,11,14.75,114,13,3,1,1,29,4,0,22,1,0,2,3.47,4.24,5.69,5.51,6.3,1.8,0.15,14789,2021,0.0,13000.0,540325,13500.0
박건우,3,0,3,2,0,0,0,0,0,0,3.0,0,0,0.0,11,2,0,0,0,1,1,0,3,0,0,0,0.0,0.0,0.0,0.0,3.33,1.0,0.12,14786,2021,0.0,16000.0,540325,16100.0
박진태,59,0,59,10,0,0,3,3,0,9,65.0,43,44,44.9,305,68,10,0,6,36,13,0,45,3,0,5,5.95,6.09,6.22,6.12,5.47,1.6,0.0,12913,2021,0.0,5000.0,540325,6000.0
최정용,1,0,1,1,0,0,0,0,0,0,0.1,0,0,1.55,2,1,0,1,0,0,0,0,0,0,0,0,0.0,0.0,41.85,44.31,3.77,3.0,-0.07,11407,2021,0.0,3800.0,540325,3800.0
이준영,50,1,49,4,0,0,3,2,1,9,35.2,22,25,24.7,159,30,5,0,3,19,0,1,26,5,0,3,5.55,6.31,6.23,6.47,4.51,1.37,-0.13,11303,2021,0.0,6000.0,540325,6700.0
박준표,32,0,32,2,0,0,2,4,0,4,32.0,21,24,22.5,158,42,9,1,3,17,9,0,18,2,0,0,5.91,6.75,6.33,6.37,5.99,1.84,-0.15,11070,2021,0.0,16000.0,540325,12500.0
최용준,3,2,1,0,0,0,0,1,0,0,6.1,10,10,8.45,39,11,4,1,3,7,1,0,6,1,0,0,14.21,14.21,12.01,11.89,10.95,2.84,-0.21,14658,2021,0.0,3000.0,540325,3100.0
고영창,24,0,24,1,0,0,0,2,0,6,23.1,15,19,18.35,108,30,6,0,0,10,2,0,6,3,0,0,5.79,7.33,7.08,6.92,4.72,1.71,-0.21,11068,2021,0.0,5200.0,540325,4200.0
홍상삼,49,0,49,3,0,0,4,1,0,12,36.0,19,19,26.2,160,33,9,0,6,19,3,2,33,0,0,4,4.75,4.75,6.55,6.49,5.18,1.44,-0.29,10230,2021,0.0,9000.0,540325,10000.0
남재현,5,1,4,2,0,0,0,1,0,1,8.0,13,13,12.5,44,10,2,0,2,10,0,0,5,0,0,1,14.63,14.63,14.06,13.07,9.05,2.5,-0.38,12535,2021,0.0,3200.0,540325,3300.0
이승재,25,0,25,1,0,0,2,1,0,5,24.0,20,20,19.45,118,26,2,0,5,18,3,0,17,0,1,3,7.5,7.5,7.29,7.18,7.19,1.83,-0.41,14787,2021,0.0,11000.0,540325,11600.0
서덕원,24,0,24,8,0,0,1,0,0,1,32.2,27,28,29.05,148,36,8,1,7,14,0,0,24,2,0,5,7.44,7.71,8.0,7.84,5.81,1.53,-0.41,12538,2021,0.0,3100.0,540325,3600.0
김유신,15,11,4,1,0,0,2,6,0,0,54.1,46,47,46.15,249,63,12,1,11,35,2,0,29,2,0,0,7.62,7.79,7.64,7.79,6.95,1.8,-0.44,13114,2021,0.0,3000.0,540325,3700.0
김현수,17,8,9,7,0,0,1,4,0,0,45.2,40,43,42.55,229,57,16,0,8,36,3,0,27,1,0,1,7.88,8.47,8.39,8.33,7.02,2.04,-0.52,14162,2021,0.0,3500.0,540325,4000.0
이민우,16,12,4,1,1,0,1,6,0,0,57.0,51,53,51.25,275,78,12,3,8,31,5,0,28,3,1,2,8.05,8.37,8.09,8.28,6.17,1.91,-0.63,13003,2021,0.0,6000.0,540325,4800.0
고영표,26,25,1,1,1,1,11,6,0,1,166.2,54,59,58.65,664,147,20,2,9,27,14,1,130,5,0,1,2.92,3.19,3.17,3.15,3.22,1.04,6.26,11308,2021,1.0,12000.0,726567,30000.0
데스파이네,33,33,0,0,0,0,13,10,0,0,188.2,71,81,79.8,819,175,30,3,10,78,7,0,165,11,0,15,3.39,3.86,3.81,3.68,3.61,1.34,5.95,14602,2021,0.0,104000.0,726567,143000.0
배제성,26,26,0,0,0,0,9,10,0,0,141.2,58,67,64.1,621,126,27,1,6,82,1,1,136,12,0,9,3.68,4.26,4.07,4.02,3.69,1.47,3.91,11394,2021,0.0,17000.0,726567,27000.0
쿠에바스,23,23,0,1,1,1,9,5,0,0,133.1,61,68,67.5,580,131,21,3,11,51,3,0,137,10,0,6,4.12,4.59,4.56,4.55,3.44,1.37,2.91,13942,2021,0.0,97500.0,726567,130000.0
김재윤,65,0,65,60,0,0,4,3,32,0,67.0,18,19,23.95,275,57,8,0,5,24,0,4,64,1,0,2,2.42,2.55,3.22,3.08,3.24,1.21,2.69,11489,2021,0.0,17000.0,726567,28000.0
소형준,24,24,0,0,0,0,7,7,0,0,119.0,55,67,63.15,521,123,17,0,6,51,4,1,85,11,0,5,4.16,5.07,4.78,4.69,4.01,1.46,2.43,14600,2021,0.0,14000.0,726567,20000.0
주권,62,0,62,2,0,0,3,4,0,27,49.0,18,19,20.35,208,48,7,1,3,19,1,2,19,0,0,1,3.31,3.49,3.74,3.61,4.66,1.37,1.59,11323,2021,0.0,25000.0,726567,29500.0
엄상백,10,9,1,0,0,0,4,1,0,0,52.2,24,24,23.15,228,41,10,0,7,28,3,0,45,4,0,0,4.1,4.1,3.96,3.8,5.04,1.31,1.56,11318,2021,0.0,5000.0,726567,8000.0
심재민,28,2,26,9,0,0,0,1,0,1,46.2,15,15,16.4,189,41,4,0,4,11,0,1,35,2,0,0,2.89,2.89,3.16,3.08,3.58,1.11,1.4,11311,2021,0.0,6300.0,726567,8200.0
박시영,48,0,48,8,0,0,3,3,0,12,45.0,12,16,17.1,180,30,2,0,4,15,1,2,51,4,0,5,2.4,3.2,3.42,3.37,3.02,1.0,1.37,10737,2021,0.0,6800.0,726567,12000.0
김민수,56,1,55,17,0,0,4,2,0,11,58.0,19,25,27.2,253,56,8,1,2,24,3,3,55,6,1,3,2.95,3.88,4.22,4.14,3.2,1.38,1.3,11317,2021,0.0,7000.0,726567,11500.0
조현우,49,0,49,3,0,0,0,0,0,6,31.0,9,10,9.65,126,26,5,1,0,7,1,1,13,3,0,2,2.61,2.9,2.8,2.73,3.52,1.06,1.13,11316,2021,0.0,7500.0,726567,9500.0
안영명,35,0,35,11,0,0,0,1,0,4,35.1,16,17,14.9,145,24,3,0,2,11,1,0,32,4,0,0,4.08,4.33,3.8,3.66,3.23,0.99,0.88,10600,2021,0.0,7000.0,726567,8500.0
이창재,32,0,32,11,0,0,2,0,0,0,26.2,8,8,9.9,108,22,5,0,0,10,0,2,19,0,0,0,2.7,2.7,3.34,3.23,2.92,1.2,0.73,11320,2021,0.0,4700.0,726567,6700.0
지명성,3,0,3,2,0,0,1,0,0,0,4.0,0,1,1.0,16,1,0,0,0,1,1,0,4,1,0,0,0.0,2.25,2.25,2.26,2.82,0.5,0.12,14775,2021,0.0,10000.0,726567,10200.0
전유수,11,0,11,3,0,0,1,0,0,0,10.2,4,6,6.35,46,9,1,0,1,6,0,0,9,1,0,0,3.38,5.06,5.36,5.27,4.52,1.41,0.1,10841,2021,0.0,10500.0,726567,8000.0
하준호,10,0,10,2,0,0,0,0,0,0,12.0,9,10,10.7,56,16,1,1,2,6,0,0,10,1,0,1,6.75,7.5,8.03,7.81,5.22,1.83,-0.07,10304,2021,0.0,6000.0,726567,5000.0
이정현,2,1,1,1,0,0,0,1,0,0,8.2,9,9,9.0,38,12,3,0,3,5,0,0,1,0,0,0,9.35,9.35,9.35,8.87,9.39,1.96,-0.1,12937,2021,0.0,3300.0,726567,3500.0
이강준,4,0,4,1,0,0,1,0,0,0,2.2,4,4,4.35,14,4,0,0,0,3,1,0,0,0,0,0,13.5,13.5,14.68,13.92,8.42,2.63,-0.11,14601,2021,0.0,3000.0,726567,3000.0
한차현,3,0,3,2,0,0,0,0,0,0,3.2,8,8,8.0,23,10,0,0,3,2,0,0,3,0,0,0,19.64,19.64,19.64,18.61,13.15,3.27,-0.23,14776,2021,0.0,13000.0,726567,13100.0
백정현,27,27,0,0,0,0,14,5,0,0,157.2,46,54,53.3,648,142,25,1,15,54,2,2,109,6,0,5,2.63,3.08,3.04,2.98,4.23,1.24,6.2,10363,2021,0.0,25500.0,1040517,115000.0
원태인,26,26,0,0,0,0,14,7,0,0,158.2,54,59,57.8,655,147,32,1,11,51,5,1,129,4,1,5,3.06,3.35,3.28,3.11,3.65,1.25,6.01,14113,2021,0.0,13000.0,1040517,30000.0
뷰캐넌,30,30,0,1,1,1,16,5,0,0,177.0,61,71,69.8,758,173,25,4,13,59,2,2,162,11,0,7,3.1,3.61,3.55,3.55,3.39,1.31,5.76,14617,2021,2.0,130000.0,1040517,156000.0
오승환,64,0,64,61,0,0,0,2,44,0,62.0,14,17,20.95,252,56,15,3,3,16,2,3,57,2,0,2,2.03,2.47,3.04,2.9,2.79,1.16,2.7,10367,2021,1.0,110000.0,1040517,160000.0
우규민,60,0,60,8,0,0,3,3,2,24,49.0,18,22,25.45,213,58,4,1,5,9,2,1,35,2,0,1,3.31,4.04,4.67,4.49,3.83,1.37,0.9,10523,2021,0.0,20000.0,1040517,20000.0
이승현,41,0,41,5,0,0,1,4,0,7,39.1,23,24,22.2,174,35,8,0,3,23,3,0,46,0,0,5,5.26,5.49,5.08,4.86,3.8,1.47,0.54,14798,2021,0.0,38000.0,1040517,40500.0
이재희,5,5,0,0,0,0,0,1,0,0,21.2,13,13,11.45,95,24,3,1,2,10,0,0,17,0,0,2,5.4,5.4,4.76,4.36,4.33,1.57,0.51,14799,2021,0.0,18000.0,1040517,19000.0
심창민,59,0,59,7,0,0,3,2,0,16,51.1,29,32,31.3,238,47,12,0,8,32,6,0,58,3,1,2,5.08,5.61,5.49,5.34,5.09,1.54,0.42,10720,2021,0.0,28000.0,1040517,28000.0
노성호,16,0,16,4,0,0,0,2,0,1,19.0,10,10,8.95,82,10,1,0,2,14,1,0,19,0,0,2,4.74,4.74,4.24,3.88,4.97,1.26,0.42,11144,2021,0.0,7000.0,1040517,5800.0
문용익,22,0,22,6,0,0,2,0,0,2,22.0,11,11,12.4,98,21,3,0,3,10,1,0,19,1,0,4,4.5,4.5,5.07,4.76,4.78,1.41,0.32,12885,2021,0.0,3000.0,1040517,4500.0
홍정우,15,0,15,4,0,0,2,0,0,0,15.2,6,6,8.6,64,14,3,1,3,4,0,0,12,0,0,1,3.45,3.45,4.94,4.99,4.92,1.15,0.2,13242,2021,0.0,4500.0,1040517,5300.0
김대우,31,4,27,6,0,0,0,2,0,1,51.0,36,39,37.05,234,68,18,0,7,15,2,1,27,1,0,1,6.35,6.88,6.54,6.27,5.05,1.63,0.13,10685,2021,0.0,15500.0,1040517,12000.0
이상민,30,0,30,6,0,0,1,1,0,3,24.2,13,15,16.55,110,28,6,1,2,14,0,0,14,2,0,1,4.74,5.47,6.04,5.92,5.07,1.7,0.12,11169,2021,0.0,4000.0,1040517,5500.0
양창섭,9,0,9,1,0,0,1,1,0,1,15.0,11,11,10.15,73,21,5,0,3,8,0,0,13,2,0,1,6.6,6.6,6.09,5.88,5.63,1.93,0.03,13157,2021,0.0,5000.0,1040517,4700.0
이재익,11,0,11,4,0,0,2,0,0,0,10.0,5,6,7.55,51,11,0,0,1,12,0,1,5,1,0,0,4.5,5.4,6.8,6.6,7.12,2.3,-0.01,13244,2021,0.0,3200.0,1040517,3700.0
김윤수,20,1,19,5,0,0,0,0,0,1,19.0,14,18,17.45,101,25,5,0,2,17,1,0,25,2,0,4,6.63,8.53,8.27,7.62,4.67,2.21,-0.12,13162,2021,0.0,8000.0,1040517,6500.0
이승민,11,11,0,0,0,0,1,4,0,0,35.2,34,34,30.9,173,50,6,1,6,18,3,0,22,1,0,0,8.58,8.58,7.8,7.45,6.05,1.91,-0.13,14616,2021,0.0,3700.0,1040517,4100.0
박세웅,4,0,4,1,0,0,0,0,0,0,3.0,3,4,5.05,18,5,0,1,1,3,1,0,2,1,0,0,9.0,12.0,15.15,14.66,10.2,2.67,-0.17,12651,2021,0.0,3000.0,1040517,3300.0
구준범,1,1,0,0,0,0,0,0,0,0,2.0,5,5,5.0,12,2,0,0,2,3,1,0,1,0,0,0,22.5,22.5,22.5,21.22,20.62,2.5,-0.21,12645,2021,0.0,3100.0,1040517,3200.0
허윤동,1,1,0,0,0,0,0,1,0,0,3.2,5,6,6.0,22,8,2,0,1,1,1,0,3,1,0,0,12.27,14.73,14.73,15.59,6.66,2.45,-0.23,14613,2021,0.0,4500.0,1040517,4700.0
이승현,21,0,21,3,0,0,1,1,0,1,17.0,18,18,16.1,86,30,5,1,6,8,0,0,7,0,0,1,9.53,9.53,8.52,8.42,8.4,2.24,-0.28,10527,2021,0.0,50000.0,1040517,45000.0
장필준,41,0,41,10,0,0,0,0,0,2,34.2,28,30,34.1,174,46,8,1,4,27,1,1,24,0,0,4,7.27,7.79,8.85,8.41,5.82,2.11,-0.75,11404,2021,0.0,16500.0,1040517,12000.0
폰트,25,25,0,0,0,0,8,5,0,0,145.2,56,66,66.0,604,114,22,1,12,45,6,1,157,11,1,2,3.46,4.08,4.08,3.96,3.12,1.09,4.01,14759,2021,0.0,130000.0,1125489,169000.0
김택형,59,0,59,24,0,0,5,1,7,4,75.1,20,23,28.35,316,61,11,0,3,42,3,5,62,7,0,3,2.39,2.75,3.39,3.32,3.95,1.37,2.43,11373,2021,0.0,3000.0,1125489,12500.0
박종훈,9,9,0,0,0,0,4,2,0,0,54.1,17,19,18.65,222,40,7,0,2,17,7,0,41,6,2,0,2.82,3.15,3.09,3.02,3.69,1.05,2.1,10131,2021,0.0,32000.0,1125489,180000.0
장지훈,60,0,60,6,0,0,2,5,1,10,80.1,35,40,37.9,342,84,12,2,6,19,4,1,51,5,1,1,3.92,4.48,4.25,4.2,3.96,1.28,1.72,14804,2021,0.0,9000.0,1125489,16500.0
문승원,9,9,0,0,0,0,2,2,0,0,50.1,16,20,20.0,212,42,14,0,1,18,2,0,32,4,0,1,2.86,3.58,3.58,3.48,3.65,1.19,1.67,10783,2021,0.0,25700.0,1125489,160000.0
서진용,65,0,65,32,0,0,7,5,9,3,67.1,25,28,31.95,297,57,8,1,9,43,0,7,62,5,0,3,3.34,3.74,4.27,4.16,4.85,1.49,1.48,10784,2021,0.0,17000.0,1125489,18500.0
김태훈,65,0,65,4,0,0,2,4,1,16,58.0,32,35,31.3,269,55,5,0,7,38,10,3,49,5,1,4,4.97,5.43,4.86,4.68,5.55,1.6,0.92,10133,2021,0.0,16000.0,1125489,15000.0
김상수,50,0,50,20,0,0,4,3,6,5,58.1,33,33,32.45,273,71,8,0,10,30,1,3,44,1,0,2,5.09,5.09,5.01,4.78,5.46,1.73,0.83,10427,2021,0.0,50000.0,1125489,30000.0
박민호,40,0,40,5,0,0,4,0,0,5,41.0,17,18,20.55,177,45,5,0,3,11,4,0,19,0,0,0,3.73,3.95,4.51,4.29,4.61,1.37,0.8,11236,2021,0.0,10000.0,1125489,12000.0
최민준,38,12,26,3,0,0,3,3,0,4,86.0,56,56,55.45,398,93,17,0,11,50,7,0,62,2,1,5,5.86,5.86,5.8,5.56,5.54,1.66,0.8,13126,2021,0.0,3000.0,1125489,6500.0
이태양,40,14,26,3,0,0,5,10,0,4,103.2,66,66,68.25,456,123,23,1,25,32,1,1,62,3,0,2,5.73,5.73,5.93,5.7,6.1,1.5,0.75,10609,2021,0.0,10000.0,1125489,12000.0
조영우,30,8,22,3,0,0,4,8,1,0,66.2,42,46,42.55,291,74,10,2,10,26,0,0,48,4,0,3,5.67,6.21,5.74,5.64,4.96,1.5,0.52,11284,2021,0.0,3300.0,1125489,6500.0
하재훈,18,0,18,8,0,0,1,0,0,2,18.0,8,8,6.45,88,16,0,1,1,16,3,2,8,0,0,2,4.0,4.0,3.23,3.09,6.59,1.78,0.49,14147,2021,0.0,7000.0,1125489,5300.0
김건우,6,4,2,1,0,0,0,1,0,0,11.0,6,7,4.95,54,8,1,0,1,12,0,0,7,1,0,1,4.91,5.73,4.05,4.13,6.64,1.82,0.28,14803,2021,0.0,23000.0,1125489,23100.0
서동민,20,0,20,6,0,0,0,0,0,0,26.1,15,15,15.7,118,27,4,1,5,17,1,0,24,1,0,1,5.13,5.13,5.37,5.46,5.87,1.67,0.24,13191,2021,0.0,3000.0,1125489,4000.0
신재영,20,1,19,12,0,0,0,0,0,0,28.1,18,18,18.7,124,35,5,1,3,2,4,0,27,1,0,1,5.72,5.72,5.94,5.66,3.3,1.31,0.15,11149,2021,0.0,14000.0,1125489,4000.0
정동윤,1,0,1,1,0,0,0,0,0,0,2.0,0,0,0.0,7,1,0,0,0,1,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5.32,1.0,0.08,12571,2021,0.0,0.0,1125489,3000.0
김주온,2,0,2,2,0,0,0,0,0,0,2.0,0,0,0.0,10,1,1,0,0,2,1,0,3,0,0,0,0.0,0.0,0.0,0.0,4.67,1.5,0.08,13057,2021,0.0,2700.0,1125489,3000.0
조요한,6,0,6,1,0,0,0,0,0,1,7.0,6,6,6.0,38,10,3,0,0,9,0,0,4,0,0,0,7.71,7.71,7.71,7.27,6.32,2.71,-0.01,14858,2021,0.0,7000.0,1125489,7300.0
김강민,1,0,1,1,0,0,0,0,0,0,0.2,1,1,1.0,4,1,0,0,1,1,0,0,1,0,0,0,13.5,13.5,13.5,12.73,22.52,3.0,-0.02,10108,2021,0.0,20000.0,1125489,16000.0
오원석,33,21,12,2,0,0,7,6,0,2,110.0,72,84,84.35,530,125,20,3,11,73,10,1,95,8,1,2,5.89,6.87,6.9,6.91,5.14,1.8,-0.07,14581,2021,0.0,2700.0,1125489,6500.0
조병현,3,3,0,0,0,0,0,0,0,0,6.2,6,7,7.0,33,7,3,0,1,5,1,0,8,0,0,1,8.1,9.45,9.45,9.21,5.34,1.8,-0.1,14805,2021,0.0,10000.0,1125489,10000.0
이채호,3,0,3,1,0,0,0,0,0,0,5.0,4,7,7.7,27,8,0,0,2,3,0,0,3,1,0,1,7.2,12.6,13.86,12.92,8.89,2.2,-0.16,13130,2021,0.0,3000.0,1125489,3000.0
이건욱,5,4,1,1,0,0,0,1,0,0,12.2,16,16,15.5,72,16,4,0,4,19,1,0,5,0,0,0,11.37,11.37,11.01,10.9,11.43,2.76,-0.36,11242,2021,0.0,3000.0,1125489,3200.0
