G_x,GS,IP,WAAwithPOS,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,pid,연도,기존pid_x,WAR,G_y,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,수상횟수,현재 연봉,이후 연봉,예측연봉
21,8,86.0,-0.087,15.0,15.0,0.0,0.0,1.0,1.57,-1.23,0.16,0.2,0.0,0.0,0.0,0.0,0.0,-0.87,-5.966,-0.085,-0.955,-0.079,160434,2024,16043,-0.25,23,-0.17,-0.08,31,31,29,1,7,0,0,1,10,4,1,0,2,0,0,6,0,0,0,0.241,0.29,0.345,0.635,0.076,53.9,0.0,3000.0,3000.0,3808.5521710005023
13,0,30.0,-0.258,14.0,4.0,7.0,3.0,0.786,3.3,-1.96,0.0,-1.3,0.38,0.0,0.0,0.0,0.0,-2.88,-31.902,0.06,-2.82,-0.263,141108,2024,14110,-0.31,20,-0.14,-0.18,14,14,14,6,3,0,0,0,3,0,0,1,0,0,0,7,0,0,0,0.214,0.214,0.214,0.428,-0.01,-7.4,0.0,3100.0,3400.0,5368.545494707945
36,0,68.0,-0.261,12.0,11.0,0.0,1.0,0.917,1.456,-2.15,-0.31,-0.32,0.0,0.0,0.0,0.0,0.0,-2.79,-11.16,-0.067,-2.857,-0.255,113428,2024,11342,-0.18,36,0.08,-0.26,20,19,14,8,3,0,0,0,3,1,0,1,3,2,0,6,0,1,0,0.214,0.421,0.214,0.635,0.145,105.2,0.0,6500.0,6000.0,7115.357497959613
100,73,666.0,-1.018,140.0,128.0,5.0,7.0,0.95,1.797,-8.65,0.45,-2.04,0.0,0.0,0.0,0.0,0.0,-10.25,-14.76,-0.896,-11.146,-0.937,141474,2024,14147,-0.74,107,0.11,-0.85,317,315,290,40,72,19,0,10,121,36,15,2,18,2,0,90,5,2,5,0.248,0.292,0.417,0.709,0.102,73.9,0.0,10000.0,9000.0,26993.338677673033
6,0,8.0,-0.005,2.0,2.0,0.0,0.0,1.0,2.25,-0.39,0.33,0.01,0.0,0.0,0.0,0.0,0.0,-0.05,-1.2,-0.005,-0.055,-0.005,113514,2024,11351,-0.07,7,-0.06,0.0,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.19,-133.8,0.0,3000.0,3000.0,3572.388140254686
34,23,193.0,-0.255,96.0,34.0,57.0,5.0,0.948,4.244,-1.84,0.0,-1.31,-0.28,0.0,0.0,0.0,0.0,-3.35,-14.188,0.557,-2.793,-0.306,126134,2024,12613,-0.8,37,-0.58,-0.22,75,74,70,3,12,1,0,0,13,2,1,1,4,0,0,14,0,1,0,0.171,0.216,0.186,0.402,-0.01,-7.2,0.0,4000.0,3200.0,4875.1100400967525
131,83,786.0,0.212,449.0,191.0,246.0,12.0,0.973,5.004,2.76,0.0,-0.52,-2.37,0.0,0.0,0.0,0.0,-0.12,-0.132,2.441,2.321,-0.011,161109,2024,16110,1.39,123,1.38,0.01,389,386,349,52,105,8,4,3,130,35,4,7,31,5,0,56,6,3,1,0.301,0.365,0.372,0.737,0.129,95.1,0.0,3000.0,8300.0,11756.850786888182
123,85,749.0,-0.171,155.0,146.0,5.0,4.0,0.974,1.814,-0.35,-0.19,-0.72,0.0,0.0,0.0,0.0,0.0,-1.25,-1.463,-0.619,-1.869,-0.114,146422,2024,14642,2.33,125,2.46,-0.13,406,400,366,94,117,15,8,4,160,26,51,10,31,2,0,56,3,6,1,0.32,0.375,0.437,0.812,0.153,109.0,0.0,7600.0,15500.0,13842.924572649577
46,21,203.0,0.146,60.0,59.0,0.0,1.0,0.983,2.616,1.99,-0.26,-0.05,0.0,0.0,0.0,0.0,0.0,1.68,5.259,-0.085,1.595,0.153,125399,2024,12539,-0.15,42,-0.3,0.15,103,103,93,20,19,6,0,1,28,13,0,1,8,2,0,27,3,0,0,0.204,0.282,0.301,0.583,0.067,50.9,0.0,7000.0,6200.0,6710.220353007462
155,112,1010.0,-0.335,481.0,166.0,292.0,23.0,0.952,4.081,-9.41,0.0,-2.97,2.75,0.0,0.0,0.0,0.0,-9.19,-8.538,5.524,-3.666,-0.84,108042,2024,10804,1.01,139,1.65,-0.64,468,463,405,57,106,19,1,7,148,53,4,5,47,10,3,120,7,3,3,0.262,0.351,0.365,0.716,0.121,86.4,0.0,13500.0,17000.0,22459.15609399773
135,97,879.0,0.491,405.0,163.0,227.0,15.0,0.963,3.993,-1.5,0.0,-0.0,1.27,0.0,0.0,0.0,0.0,-0.22,-0.235,5.593,5.373,-0.02,114149,2024,11414,0.59,134,0.74,-0.14,374,368,336,49,93,10,3,1,112,46,6,4,26,3,0,56,5,6,3,0.277,0.332,0.333,0.665,0.098,72.4,0.0,7500.0,11000.0,13323.086641136642
53,3,105.0,0.011,30.0,29.0,0.0,1.0,0.967,2.486,0.65,-0.2,-0.28,0.0,0.0,0.0,0.0,0.0,0.17,0.462,-0.045,0.125,0.016,131552,2024,13155,-0.12,71,-0.14,0.01,37,37,32,23,5,0,0,0,5,1,14,3,3,2,0,9,2,0,0,0.156,0.27,0.156,0.426,0.028,19.8,0.0,4000.0,4600.0,4407.189543386993
105,93,787.0,-0.598,262.0,90.0,159.0,13.0,0.95,2.848,-4.54,0.0,-1.13,-0.86,0.0,0.0,0.0,0.0,-6.67,-9.147,0.121,-6.549,-0.609,145902,2024,14590,2.4,100,2.96,-0.57,428,425,396,70,126,26,4,18,214,78,7,4,17,9,2,65,5,1,5,0.318,0.356,0.54,0.896,0.17,121.7,0.0,4500.0,12500.0,12654.216950738302
89,42,420.0,-0.181,228.0,94.0,131.0,3.0,0.987,4.821,-3.78,0.0,1.19,-0.57,0.0,0.0,0.0,0.0,-3.16,-5.113,1.175,-1.985,-0.289,129883,2024,12988,-0.92,82,-0.57,-0.35,166,154,142,24,31,2,0,0,33,8,4,2,11,1,0,39,3,12,0,0.218,0.279,0.232,0.511,0.041,29.2,0.0,5200.0,7000.0,6511.325737799467
36,17,176.0,0.035,51.0,49.0,2.0,0.0,1.0,2.608,1.03,-0.96,0.42,0.0,0.0,0.0,0.0,0.0,0.49,1.96,-0.105,0.385,0.045,129363,2024,12936,-0.03,32,-0.07,0.04,89,86,74,15,18,4,0,0,22,6,3,1,9,1,0,16,1,3,2,0.243,0.326,0.297,0.623,0.088,65.0,0.0,10000.0,7000.0,9002.081486833245
118,66,621.0,0.076,166.0,165.0,0.0,1.0,0.994,2.391,0.87,0.46,0.79,0.0,0.0,0.0,0.0,0.0,2.12,2.587,-1.292,0.828,0.194,106403,2024,10640,1.05,117,0.87,0.18,311,307,281,43,85,8,1,9,122,34,4,2,22,3,0,50,5,4,1,0.302,0.358,0.434,0.792,0.142,101.0,0.0,6000.0,10000.0,11552.933337265875
18,7,77.0,0.064,38.0,18.0,20.0,0.0,1.0,4.442,-0.67,0.0,0.55,0.66,0.0,0.0,0.0,0.0,0.53,4.24,0.171,0.701,0.048,158753,2024,15875,0.04,16,0.01,0.03,29,28,23,5,4,0,1,0,6,2,0,0,5,0,0,8,0,1,0,0.174,0.321,0.261,0.582,0.085,58.1,0.0,3000.0,3500.0,4266.746946427853
63,35,348.0,0.299,97.0,95.0,2.0,0.0,1.0,2.509,2.9,0.38,1.05,0.0,0.0,0.0,0.0,0.0,4.34,9.92,-1.071,3.269,0.397,131613,2024,13161,1.05,69,0.67,0.38,188,188,161,26,46,4,1,7,73,20,1,3,22,3,0,47,1,0,2,0.286,0.378,0.453,0.831,0.159,113.7,0.0,3700.0,7400.0,5515.850561724668
38,1,63.0,0.131,25.0,23.0,2.0,0.0,1.0,3.571,0.13,1.17,0.16,0.0,0.0,0.0,0.0,0.0,1.45,5.495,-0.021,1.429,0.132,131954,2024,13195,0.12,43,-0.01,0.13,13,13,12,9,2,2,0,0,4,1,2,1,0,1,0,5,0,0,0,0.167,0.231,0.333,0.564,0.058,42.6,0.0,3200.0,3200.0,4280.671561140705
78,39,390.0,-0.405,178.0,64.0,108.0,6.0,0.966,3.969,-4.03,0.0,-0.24,-0.83,0.0,0.0,0.0,0.0,-5.04,-9.305,0.609,-4.431,-0.46,106364,2024,10636,-0.49,71,0.03,-0.53,167,162,141,21,32,3,1,1,40,15,2,0,16,4,0,28,7,5,1,0.227,0.321,0.284,0.605,0.085,60.3,0.0,20000.0,15000.0,19658.849687711026
132,114,979.0,0.82,356.0,141.0,200.0,15.0,0.958,3.135,7.06,0.0,0.27,1.29,0.0,0.0,0.0,0.0,8.13,8.869,0.844,8.974,0.743,150353,2024,15035,2.29,126,1.59,0.71,509,508,456,65,115,16,3,28,221,79,9,2,45,3,0,155,2,1,4,0.252,0.321,0.485,0.806,0.137,97.8,0.0,3800.0,15000.0,12420.063323779397
53,34,292.0,0.404,102.0,47.0,52.0,3.0,0.971,3.051,3.18,0.0,0.46,0.96,0.0,0.0,0.0,0.0,4.43,12.036,-0.005,4.425,0.405,114223,2024,11422,0.3,58,-0.07,0.36,128,128,111,17,25,5,0,5,45,14,0,1,14,1,0,42,3,0,2,0.225,0.313,0.405,0.718,0.11,77.9,0.0,6000.0,7500.0,6909.100221735683
104,87,692.0,-0.079,165.0,161.0,1.0,3.0,0.982,2.107,3.5,-1.43,-0.55,0.0,0.0,0.0,0.0,0.0,1.51,2.091,-2.378,-0.868,0.138,113398,2024,11339,2.2,115,2.08,0.12,393,389,351,47,124,14,3,1,147,34,4,2,35,1,1,45,9,3,3,0.353,0.41,0.419,0.829,0.164,118.0,0.0,24000.0,30000.0,30242.47842772734
77,48,454.0,0.409,226.0,81.0,142.0,3.0,0.987,4.421,1.4,0.0,1.25,0.23,0.0,0.0,0.0,0.0,2.95,5.517,1.527,4.477,0.27,113978,2024,11397,1.52,73,1.36,0.16,201,198,174,33,51,12,2,6,85,27,0,1,18,4,0,41,7,3,2,0.293,0.369,0.489,0.858,0.166,120.7,0.0,14000.0,16000.0,17728.714331561732
190,111,1024.0,-0.305,242.0,233.0,5.0,4.0,0.983,2.092,-3.73,0.74,0.5,0.0,0.0,0.0,0.0,0.0,-2.49,-1.887,-0.844,-3.334,-0.228,125340,2024,12534,2.17,136,2.43,-0.26,508,501,438,75,128,23,3,9,184,56,21,9,50,8,0,66,6,7,5,0.292,0.371,0.42,0.791,0.147,110.1,0.0,22000.0,40000.0,30037.883519965308
30,13,125.0,0.048,26.0,26.0,0.0,0.0,1.0,1.872,0.32,-0.06,0.28,0.0,0.0,0.0,0.0,0.0,0.56,2.688,-0.037,0.523,0.051,130068,2024,13006,-0.22,31,-0.26,0.05,48,46,44,12,11,0,0,0,11,3,0,1,2,0,0,12,0,2,0,0.25,0.283,0.25,0.533,0.042,30.8,0.0,5000.0,4500.0,4556.990601435153
22,8,77.0,-0.037,27.0,12.0,15.0,0.0,1.0,3.156,-1.07,0.0,0.5,0.11,0.0,0.0,0.0,0.0,-0.46,-3.011,0.058,-0.402,-0.042,131518,2024,13151,-0.61,27,-0.55,-0.06,43,42,41,3,6,1,0,0,7,0,0,0,1,0,0,12,2,1,0,0.146,0.167,0.171,0.338,-0.044,-32.6,0.0,8500.0,7000.0,6721.867561209406
31,4,68.0,0.007,24.0,22.0,2.0,0.0,1.0,3.176,0.89,-0.95,0.16,0.0,0.0,0.0,0.0,0.0,0.1,0.465,-0.019,0.081,0.009,150978,2024,15097,0.16,35,0.15,0.01,16,16,14,9,5,0,0,0,5,1,0,0,2,0,0,2,0,0,0,0.357,0.438,0.357,0.795,0.162,121.4,0.0,3100.0,3600.0,4306.585554929781
90,78,641.0,0.169,620.0,564.0,50.0,6.0,0.99,8.621,8.24,0.11,0.16,0.0,0.0,0.0,0.0,0.0,8.19,13.104,-6.336,1.854,0.748,113338,2024,11333,1.64,125,0.96,0.68,403,401,347,50,89,11,0,17,151,58,6,1,45,7,2,86,8,1,3,0.256,0.351,0.435,0.786,0.139,101.7,0.0,11000.0,17000.0,21969.61721565061
95,56,489.0,-0.362,118.0,117.0,0.0,1.0,0.992,2.153,-2.17,-1.02,0.39,0.0,0.0,0.0,0.0,0.0,-2.8,-4.244,-1.165,-3.965,-0.256,112330,2024,11233,0.54,103,0.8,-0.26,247,242,191,36,50,10,0,1,63,18,4,3,45,2,0,36,6,5,4,0.262,0.401,0.33,0.731,0.144,107.0,0.0,12000.0,14000.0,11458.923260457179
29,0,58.0,0.009,23.0,21.0,0.0,2.0,0.913,3.259,1.21,-0.23,-0.87,0.0,0.0,0.0,0.0,0.0,0.1,0.497,-0.005,0.095,0.009,156452,2024,15645,0.16,39,0.15,0.01,17,17,15,8,3,0,1,0,5,1,3,1,2,0,0,5,0,0,0,0.2,0.294,0.333,0.627,0.086,60.6,0.0,3100.0,3300.0,4166.171731415434
7,6,53.0,0.186,19.0,8.0,11.0,0.0,1.0,3.226,1.3,0.0,0.37,0.28,0.0,0.0,0.0,0.0,1.95,40.114,0.084,2.034,0.178,150580,2024,15058,0.5,6,0.33,0.16,27,27,27,5,11,2,0,1,16,8,1,0,0,0,0,9,0,0,0,0.407,0.407,0.593,1.0,0.212,154.7,0.0,3000.0,3200.0,5603.717916212083
17,8,72.0,-0.058,39.0,10.0,23.0,6.0,0.846,4.125,0.66,0.0,-2.46,0.96,0.0,0.0,0.0,0.0,-0.84,-7.115,0.209,-0.631,-0.077,146110,2024,14611,-0.01,16,0.0,-0.01,30,30,29,5,8,4,0,0,12,2,0,1,1,0,0,7,0,0,0,0.276,0.3,0.414,0.714,0.105,77.5,0.0,3500.0,3800.0,4606.507156689798
120,106,865.0,-0.923,695.0,651.0,36.0,8.0,0.988,7.148,-4.32,-0.31,-0.17,0.0,0.0,0.0,0.0,0.0,-5.1,-6.12,-5.006,-10.106,-0.466,110990,2024,11099,0.18,112,0.73,-0.55,449,449,399,56,115,16,1,9,160,54,7,1,44,3,0,89,17,0,3,0.288,0.361,0.401,0.762,0.134,99.8,0.0,13000.0,17000.0,32250.02240659917
115,85,685.0,-0.113,306.0,158.0,141.0,7.0,0.977,3.928,-2.78,0.0,1.23,-1.2,0.0,0.0,0.0,0.0,-2.65,-3.318,1.416,-1.234,-0.242,108943,2024,10894,0.09,100,0.42,-0.34,348,343,302,43,78,9,1,3,98,36,11,4,33,6,0,70,7,5,2,0.258,0.341,0.325,0.666,0.106,76.0,0.0,20000.0,60000.0,19878.52656933599
37,35,283.0,-0.102,69.0,66.0,3.0,0.0,1.0,2.194,-1.37,-0.06,0.74,0.0,0.0,0.0,0.0,0.0,-0.7,-2.724,-0.422,-1.122,-0.064,147847,2024,14784,-0.33,38,-0.25,-0.07,139,139,119,14,20,3,0,4,35,13,0,0,17,3,0,64,2,0,0,0.168,0.288,0.294,0.582,0.072,55.7,0.0,4000.0,4600.0,4402.609598341713
17,14,105.0,-0.296,19.0,19.0,0.0,0.0,1.0,1.629,-3.3,0.04,0.24,0.0,0.0,0.0,0.0,0.0,-3.0,-25.412,-0.245,-3.245,-0.274,112257,2024,11225,-0.87,22,-0.59,-0.28,57,57,49,4,5,0,0,1,8,5,0,0,7,0,0,16,2,0,1,0.102,0.211,0.163,0.374,-0.011,-8.3,0.0,7200.0,5800.0,6234.405903397025
29,1,54.0,0.191,20.0,18.0,2.0,0.0,1.0,3.333,1.22,0.85,0.09,0.0,0.0,0.0,0.0,0.0,2.17,10.775,-0.083,2.087,0.198,141876,2024,14187,-0.09,57,-0.29,0.2,16,15,13,20,1,0,0,0,1,1,11,7,2,0,0,3,0,1,0,0.077,0.2,0.077,0.277,-0.037,-28.6,0.0,4000.0,4300.0,4354.197179950852
10,3,28.0,0.061,10.0,2.0,7.0,1.0,0.9,2.893,1.19,0.0,-0.28,-0.28,0.0,0.0,0.0,0.0,0.62,8.928,0.05,0.67,0.057,125456,2024,12545,0.12,12,0.07,0.05,9,9,6,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0.167,0.444,0.167,0.611,0.145,110.3,0.0,3500.0,3500.0,5084.358897456266
20,13,114.0,0.064,39.0,36.0,1.0,2.0,0.949,2.921,1.22,0.52,-0.7,0.0,0.0,0.0,0.0,0.0,1.04,7.488,-0.342,0.698,0.095,141337,2024,14133,-0.13,27,-0.23,0.09,62,61,55,7,11,1,0,1,15,5,0,0,6,0,0,18,2,1,0,0.2,0.279,0.273,0.552,0.054,42.4,0.0,3500.0,3800.0,4035.5345532992706
46,37,329.0,0.285,95.0,94.0,0.0,1.0,0.989,2.571,5.5,-1.26,-0.03,0.0,0.0,0.0,0.0,0.0,4.21,13.179,-1.087,3.123,0.385,132237,2024,13223,-0.2,77,-0.58,0.38,232,232,219,16,55,3,1,5,75,21,0,0,11,1,0,51,4,0,1,0.251,0.289,0.342,0.631,0.075,57.6,0.0,4800.0,5500.0,5329.678562313579
3,0,6.0,-0.101,5.0,1.0,3.0,1.0,0.8,6.0,-0.99,0.0,-0.47,0.33,0.0,0.0,0.0,0.0,-1.12,-53.76,0.013,-1.107,-0.102,146756,2024,14675,-0.13,4,-0.08,-0.06,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0.0,0.0,0.0,0.0,-0.19,-136.0,0.0,3000.0,3100.0,5457.328017427791
32,21,174.0,0.043,49.0,14.0,33.0,2.0,0.959,2.431,-0.59,0.0,0.18,0.51,0.0,0.0,0.0,0.0,0.46,2.07,0.006,0.466,0.042,102382,2024,10238,0.1,35,0.06,0.03,84,84,70,6,14,5,0,2,25,8,0,1,10,3,0,18,1,0,1,0.2,0.321,0.357,0.678,0.109,79.9,0.0,20000.0,20000.0,21906.254908226474
8,1,20.0,0.017,9.0,1.0,8.0,0.0,1.0,4.05,0.49,0.0,0.15,-0.5,0.0,0.0,0.0,0.0,0.14,2.52,0.045,0.185,0.013,160912,2024,16091,0.11,12,0.1,0.01,7,7,6,5,2,1,1,0,5,3,0,0,1,0,0,1,0,0,0,0.333,0.429,0.833,1.262,0.307,214.0,0.0,3000.0,3100.0,6135.514267721459
104,99,813.0,-1.017,172.0,165.0,0.0,7.0,0.959,1.827,-6.0,-0.06,-1.08,0.0,0.0,0.0,0.0,0.0,-7.14,-9.886,-3.993,-11.133,-0.652,108154,2024,10815,-0.23,132,0.43,-0.67,523,519,464,64,109,29,0,24,210,87,0,1,46,9,3,142,2,1,3,0.235,0.314,0.453,0.767,0.125,89.3,0.0,90000.0,90000.0,80830.26276298701
93,87,668.0,-0.348,631.0,584.0,42.0,5.0,0.992,8.434,1.77,0.0,0.8,0.0,0.0,0.0,0.0,0.0,2.62,4.057,-6.43,-3.81,0.239,148074,2024,14807,-0.76,106,-0.97,0.21,366,366,340,33,85,13,0,11,131,45,3,4,25,1,0,90,4,0,0,0.25,0.303,0.385,0.688,0.095,68.1,0.0,3000.0,8000.0,9610.662285610995
149,135,1151.0,0.171,318.0,310.0,4.0,4.0,0.987,2.455,1.4,0.65,0.81,0.0,0.0,0.0,0.0,0.0,2.87,2.774,-1.003,1.867,0.262,150482,2024,15048,3.13,141,2.9,0.23,613,610,532,97,156,35,4,14,241,85,7,8,67,7,1,114,10,2,5,0.293,0.376,0.453,0.829,0.159,113.1,0.0,9000.0,20000.0,17590.743650793655
14,6,53.0,-0.082,29.0,11.0,16.0,2.0,0.931,4.585,-0.39,0.0,-0.68,0.0,0.0,0.0,0.0,0.0,-1.06,-10.903,0.157,-0.903,-0.097,131284,2024,13128,0.17,18,0.28,-0.11,34,34,25,2,6,2,0,0,8,5,0,0,9,0,0,8,0,0,0,0.24,0.441,0.32,0.761,0.171,126.9,0.0,4500.0,3200.0,4868.649532229317
63,50,444.0,-0.28,256.0,115.0,133.0,8.0,0.969,5.027,-4.36,0.0,-1.3,0.92,0.0,0.0,0.0,0.0,-4.74,-10.834,1.68,-3.06,-0.433,160384,2024,16038,0.09,76,0.49,-0.4,249,246,228,33,63,9,2,4,88,21,8,3,12,3,0,61,3,3,3,0.276,0.317,0.386,0.703,0.106,75.2,0.0,3000.0,6200.0,6046.137708048688
7,1,16.0,-0.037,4.0,4.0,0.0,0.0,1.0,2.25,-0.09,0.0,0.12,-0.48,0.0,0.0,0.0,0.0,-0.45,-9.257,0.049,-0.401,-0.041,160585,2024,16058,-0.1,7,-0.06,-0.05,5,5,4,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0.0,0.2,0.0,0.2,-0.045,-35.0,0.0,3000.0,3000.0,3636.2584430876395
4,0,5.0,-0.032,3.0,3.0,0.0,0.0,1.0,5.4,-0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.0,-0.33,-11.88,-0.015,-0.345,-0.03,146595,2024,14659,-0.08,7,-0.05,-0.03,9,9,9,1,2,1,0,0,3,1,0,0,0,0,0,3,0,0,0,0.222,0.222,0.333,0.555,0.036,26.9,0.0,4000.0,3000.0,3945.363336916475
11,0,18.0,-0.23,1.0,1.0,0.0,0.0,1.0,0.5,-2.53,0.03,0.02,0.0,0.0,0.0,0.0,0.0,-2.47,-32.335,-0.049,-2.519,-0.226,146615,2024,14661,-0.09,19,0.13,-0.23,7,7,6,3,3,2,0,0,5,1,2,1,1,0,0,3,0,0,0,0.5,0.571,0.833,1.404,0.374,278.2,0.0,3200.0,3100.0,7630.016418886245
156,131,1131.0,0.99,677.0,360.0,304.0,13.0,0.981,5.284,7.05,0.0,0.16,-0.06,0.0,0.0,0.0,0.0,7.21,6.655,3.624,10.834,0.659,110871,2024,11087,3.71,140,2.9,0.81,566,561,521,81,146,34,7,18,248,81,16,5,32,7,4,158,8,2,4,0.28,0.328,0.476,0.804,0.136,104.3,0.0,25500.0,37000.0,40175.864362806285
181,132,1155.0,-0.125,450.0,235.0,202.0,13.0,0.971,3.405,-1.31,0.0,1.06,-0.63,0.0,0.0,0.0,0.0,-0.94,-0.748,-0.431,-1.371,-0.086,141376,2024,14137,4.32,144,4.47,-0.15,602,597,519,80,156,35,3,22,263,101,7,6,65,2,3,112,14,3,13,0.301,0.372,0.507,0.879,0.169,130.4,0.0,30000.0,41000.0,51303.26863542253
141,124,1053.0,0.16,357.0,134.0,209.0,14.0,0.961,2.932,1.95,0.0,0.53,-0.8,0.0,0.0,0.0,0.0,1.47,1.501,0.278,1.748,0.134,142205,2024,14220,1.39,141,1.28,0.11,567,561,512,68,146,19,3,10,201,61,1,3,30,16,0,101,15,6,3,0.285,0.342,0.393,0.735,0.123,93.3,0.0,12000.0,17500.0,21423.19016787919
51,31,311.0,-0.222,80.0,73.0,5.0,2.0,0.975,2.257,-2.41,0.51,-0.22,0.0,0.0,0.0,0.0,0.0,-2.12,-5.986,-0.311,-2.431,-0.194,145975,2024,14597,-0.46,55,-0.26,-0.2,158,156,141,17,33,5,1,2,46,17,3,0,14,0,0,46,2,2,1,0.234,0.301,0.326,0.627,0.08,60.9,0.0,3000.0,12000.0,4632.732457596925
66,52,461.0,0.889,229.0,87.0,138.0,4.0,0.983,4.393,3.22,0.0,2.04,1.03,0.0,0.0,0.0,0.0,6.35,13.855,3.385,9.735,0.58,125221,2024,12522,1.47,65,0.91,0.56,212,211,186,25,42,9,2,7,76,28,2,0,21,3,0,58,3,1,1,0.226,0.313,0.409,0.722,0.114,86.6,0.0,7000.0,8500.0,8253.389117082792
39,21,178.0,-0.163,179.0,162.0,14.0,3.0,0.983,8.899,0.45,0.0,-0.69,0.0,-0.26,0.0,-1.26,0.0,-1.14,-4.209,-0.647,-1.787,-0.104,154846,2024,15484,-0.33,70,-0.25,-0.08,180,179,162,14,39,4,0,6,61,24,0,0,14,2,2,49,4,0,2,0.241,0.306,0.377,0.683,0.095,71.7,0.0,28300.0,4700.0,29548.814927338502
8,6,44.0,-0.167,7.0,7.0,0.0,0.0,1.0,1.432,-2.2,0.48,0.06,0.0,0.0,0.0,0.0,0.0,-1.66,-29.88,-0.162,-1.822,-0.152,110981,2024,11098,-0.39,10,-0.24,-0.15,26,26,23,3,4,0,0,1,7,2,0,0,2,0,0,7,1,0,1,0.174,0.231,0.304,0.535,0.031,22.0,0.0,9000.0,7200.0,8398.161055902043
9,2,15.0,-0.078,9.0,9.0,0.0,0.0,1.0,5.4,-0.84,0.0,0.08,0.0,0.0,0.0,0.0,0.0,-0.76,-12.16,-0.089,-0.849,-0.069,141416,2024,14141,-0.07,14,0.01,-0.07,16,16,15,1,4,0,0,1,7,2,0,0,1,0,0,4,1,0,0,0.267,0.313,0.467,0.78,0.123,94.7,0.0,3100.0,3300.0,3843.1975553769907
139,129,1098.0,0.019,288.0,271.0,7.0,10.0,0.965,2.279,6.39,0.73,-1.76,0.0,0.0,0.0,0.0,0.0,5.37,5.563,-5.162,0.208,0.491,125466,2024,12546,5.06,139,4.48,0.59,637,635,524,96,176,18,3,5,215,73,10,11,96,12,3,93,8,1,4,0.336,0.447,0.41,0.857,0.185,142.3,0.0,51000.0,65000.0,57862.27399711398
125,113,987.0,0.024,567.0,257.0,299.0,11.0,0.981,5.07,-3.68,0.0,0.43,-1.05,0.0,0.0,0.0,0.0,-4.3,-4.954,4.563,0.263,-0.393,130566,2024,13056,2.64,128,3.11,-0.47,474,459,387,78,115,11,6,0,138,40,32,11,64,5,1,47,7,15,3,0.297,0.401,0.357,0.758,0.148,114.2,0.0,11500.0,20000.0,18228.81068998708
6,3,23.0,0.004,5.0,5.0,0.0,0.0,1.0,1.957,0.11,-0.05,0.03,0.0,0.0,0.0,0.0,0.0,0.09,2.16,-0.047,0.043,0.008,146806,2024,14680,-0.19,15,-0.2,0.01,17,16,14,3,2,0,0,0,2,0,0,0,2,0,0,3,1,1,0,0.143,0.25,0.143,0.393,0.006,4.4,0.0,3000.0,3200.0,3572.388140254686
135,132,1113.0,-0.397,323.0,77.0,216.0,30.0,0.907,2.369,2.45,0.0,-6.91,-0.06,0.0,0.0,0.0,0.0,-4.34,-4.629,0.0,-4.34,-0.397,150560,2024,15056,8.32,141,8.51,-0.18,625,619,544,143,189,29,10,38,352,109,40,4,66,7,7,110,10,1,7,0.347,0.42,0.647,1.067,0.232,172.5,1.0,10000.0,50000.0,34871.22218537019
3,2,15.0,-0.248,8.0,2.0,4.0,2.0,0.75,3.6,-1.93,0.0,-0.89,0.05,0.0,0.0,0.0,0.0,-2.76,-132.48,0.047,-2.713,-0.252,160860,2024,16086,-0.15,3,0.1,-0.26,6,6,5,2,2,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0.4,0.5,0.4,0.9,0.229,164.9,0.0,3000.0,3100.0,7231.869343160427
6,2,24.0,-0.09,8.0,3.0,4.0,1.0,0.875,2.625,-0.69,0.0,-0.35,0.0,0.0,0.0,0.0,0.0,-1.05,-25.2,0.06,-0.99,-0.096,114070,2024,11407,-0.2,6,-0.1,-0.1,12,12,11,0,2,0,0,0,2,1,0,0,1,0,0,4,1,0,0,0.182,0.25,0.182,0.432,0.01,7.5,0.0,4300.0,4500.0,4602.885535552412
68,43,388.0,-0.256,312.0,283.0,26.0,3.0,0.99,7.168,-1.24,0.0,0.56,0.32,0.0,0.0,0.0,0.0,-0.64,-1.355,-2.167,-2.807,-0.058,141240,2024,14124,0.72,69,0.77,-0.04,187,187,168,22,51,9,2,5,79,21,1,0,16,2,0,48,8,0,1,0.304,0.369,0.47,0.839,0.159,119.0,0.0,6000.0,8500.0,7680.671947046887
85,43,434.0,-0.213,361.0,275.0,81.0,5.0,0.986,7.382,-0.91,0.0,-0.19,0.22,0.0,0.0,0.0,0.0,-1.03,-1.745,-1.304,-2.334,-0.094,108550,2024,10855,1.51,94,1.54,-0.02,248,245,203,40,63,14,1,1,82,26,3,1,36,3,0,31,2,3,3,0.31,0.416,0.404,0.82,0.169,124.5,0.0,5000.0,12000.0,7353.828276579239
