Rank,Name,Team,Sort▼,G,GS,IP,TC,PO,Ass,E,F%,RF9,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS▼,팀,pid
Rank,Name,Team,WAAwithPOS,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS▼,,
63,배정대,24 CF,-0.559,113,110,958.0,276,266,3,7,97.5,2.53,-5.7,1.1,-1.52,,,,,,-6.12,-7.8,0.0,-6.12,-0.559,-0.559,KT 위즈,11212
64,오재일,24 1B,-0.783,55,43,406.1,360,339,18,3,99.2,7.91,-4.5,,0.5,,-0.42,,,,-4.41,-6.05,-4.16,-8.57,-0.403,-0.783,KT 위즈,10400
65,박시영,24 P,,24,0,25.1,5,2,3,0,100.0,1.78,,,,,,,,,0.0,0.0,,,0.0,,KT 위즈,10737
65,주권,24 P,,48,1,58.0,18,5,12,1,94.4,2.64,,,,,,,,,0.0,0.0,,,0.0,,KT 위즈,11323
65,김영현,24 P,,8,0,7.1,2,0,1,1,50.0,1.23,,,,,,,,,0.0,0.0,,,0.0,,KT 위즈,14869
65,김민,24 P,,70,1,77.1,13,4,9,0,100.0,1.51,,,,,,,,,0.0,0.0,,,0.0,,KT 위즈,13167
65,이선우,24 P,,6,1,10.0,2,2,0,0,100.0,1.8,,,,,,,,,0.0,0.0,,,0.0,,KT 위즈,14111
65,김병준,24 LF,,5,0,7.0,2,2,0,0,100.0,2.57,-0.12,-0.37,0.01,,,,,,-0.49,-2.01,,,-0.045,,KT 위즈,15097
65,송민섭,24 LF,,2,0,2.1,1,1,0,0,100.0,3.86,0.48,,0.0,,,,,,0.49,1.95,,,0.044,,KT 위즈,11342
65,박영현,24 P,,66,0,76.2,10,4,5,1,90.0,1.06,,,,,,,,,0.0,0.0,,,0.0,,KT 위즈,15089
65,강건,24 P,,4,1,4.0,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,,KT 위즈,15527
65,황재균,24 SS,,4,0,5.0,3,1,2,0,100.0,5.4,-0.49,,0.04,0.05,,,,,-0.4,-0.42,,,-0.036,,KT 위즈,10407
65,박세진,24 P,,6,0,5.1,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,,KT 위즈,12572
65,성재헌,24 P,,29,1,32.0,10,1,8,1,90.0,2.53,,,,,,,,,0.0,0.0,,,0.0,,KT 위즈,14667
65,우규민,24 P,,44,0,43.1,7,1,5,1,85.7,1.25,,,,,,,,,0.0,0.0,,,0.0,,KT 위즈,10523
65,손동현,24 P,,41,0,47.1,8,3,3,2,75.0,1.14,,,,,,,,,0.0,0.0,,,0.0,,KT 위즈,14108
65,황재균,24 1B,,1,0,1.0,2,2,0,0,100.0,18.0,0.85,,0.0,,,,,,0.86,0.9,,,0.078,,KT 위즈,10407
1,이재현,24 SS,1.529,107,99,862.1,409,186,212,11,97.3,4.15,7.13,,2.13,-1.29,,,,,7.96,10.52,8.78,16.74,0.727,1.529,삼성 라이온즈,15034
2,강민호,24 C,1.181,120,96,803.0,686,631,53,2,99.7,7.67,-0.56,,1.9,,-0.1,0.95,1.84,,3.47,3.68,9.46,12.93,0.317,1.181,삼성 라이온즈,10232
3,김영웅,24 SS,0.785,38,33,304.2,157,70,82,5,96.8,4.49,3.33,,0.19,2.16,,,,,5.69,6.5,2.9,8.59,0.52,0.785,삼성 라이온즈,15035
4,김지찬,24 CF,0.489,117,103,859.0,262,259,0,3,98.9,2.71,4.85,0.22,0.28,,,,,,5.35,5.71,0.0,5.35,0.489,0.489,삼성 라이온즈,14618
5,전병우,24 3B,0.386,48,30,267.1,81,31,48,2,97.5,2.66,2.6,,0.83,0.96,-0.17,,,,4.22,10.48,0.0,4.22,0.386,0.386,삼성 라이온즈,11422
6,김현준,24 RF,0.359,40,24,218.1,64,62,1,1,98.4,2.6,4.33,0.45,0.16,,,,,,4.94,9.0,-1.01,3.93,0.451,0.359,삼성 라이온즈,14867
7,이성규,24 RF,0.293,51,33,294.1,83,78,2,3,96.4,2.45,4.91,0.21,-0.62,,,,,,4.5,5.32,-1.3,3.2,0.411,0.293,삼성 라이온즈,12562
8,김동진,24 2B,0.261,23,8,91.0,48,17,31,0,100.0,4.75,1.9,,0.55,0.1,,,,,2.54,12.21,0.31,2.85,0.232,0.261,삼성 라이온즈,14863
9,강한울,24 3B,0.245,9,3,41.0,15,1,14,0,100.0,3.29,2.19,,0.28,0.21,,,,,2.68,21.46,0.0,2.68,0.245,0.245,삼성 라이온즈,11255
10,이병헌,24 C,0.234,90,44,421.2,365,341,21,3,99.2,7.73,-0.5,,0.02,,-0.44,0.01,-0.57,,-1.31,-1.98,3.86,2.56,-0.119,0.234,삼성 라이온즈,14117
11,디아즈,24 1B,0.206,18,18,151.0,136,121,14,1,99.3,8.05,3.48,,0.24,,0.06,,,,3.78,18.77,-1.52,2.26,0.345,0.206,삼성 라이온즈,16162
12,김호진,24 3B,0.203,12,5,47.0,13,3,10,0,100.0,2.49,1.5,,0.32,0.32,0.07,,,,2.22,12.28,0.0,2.22,0.203,0.203,삼성 라이온즈,15868
13,김재혁,24 LF,0.197,5,2,23.0,10,10,0,0,100.0,3.91,2.26,-0.02,0.03,,,,,,2.26,9.3,-0.1,2.16,0.207,0.197,삼성 라이온즈,15036
14,윤정빈,24 RF,0.193,49,30,285.1,67,66,1,0,100.0,2.11,2.24,0.32,0.86,,,,,,3.43,7.16,-1.32,2.11,0.313,0.193,삼성 라이온즈,13161
15,김영웅,24 3B,0.171,87,76,639.1,187,62,115,10,94.7,2.49,3.04,,-0.13,-0.53,-0.52,,,,1.87,2.14,0.0,1.87,0.171,0.171,삼성 라이온즈,15035
16,김태훈,24 RF,0.163,4,2,20.0,6,6,0,0,100.0,2.7,1.6,0.21,0.06,,,,,,1.87,22.45,-0.09,1.78,0.171,0.163,삼성 라이온즈,11336
17,양우현,24 2B,0.154,5,4,32.0,18,7,11,0,100.0,5.06,0.93,,0.19,0.43,,,,,1.56,32.05,0.13,1.69,0.142,0.154,삼성 라이온즈,14116
18,양도근,24 SS,0.14,8,2,29.0,9,5,4,0,100.0,2.79,1.03,,0.26,0.09,,,,,1.38,12.38,0.16,1.54,0.126,0.14,삼성 라이온즈,15875
19,김재상,24 2B,0.135,32,24,205.1,101,36,63,2,98.0,4.34,0.45,,0.24,-0.06,,,,,0.62,2.56,0.85,1.47,0.057,0.135,삼성 라이온즈,15499
20,안주형,24 3B,0.112,2,0,3.0,3,1,2,0,100.0,9.0,1.2,,0.02,,,,,,1.22,2.15,0.0,1.22,0.112,0.112,삼성 라이온즈,12988
21,김성윤,24 RF,0.105,11,7,63.1,15,14,1,0,100.0,2.13,2.06,-0.76,0.19,,,,,,1.49,6.72,-0.34,1.15,0.136,0.105,삼성 라이온즈,12936
22,류승민,24 RF,0.088,4,0,7.0,3,3,0,0,100.0,3.86,0.96,0.01,0.02,,,,,,0.99,28.43,-0.02,0.97,0.09,0.088,삼성 라이온즈,15503
23,김성윤,24 CF,0.085,24,9,105.1,33,32,1,0,100.0,2.82,0.6,0.11,0.22,,,,,,0.93,4.2,0.0,0.93,0.085,0.085,삼성 라이온즈,12936
24,이창용,24 1B,0.072,6,4,37.0,32,29,2,1,96.9,7.54,1.45,,-0.32,,,,,,1.13,18.12,-0.34,0.79,0.103,0.072,삼성 라이온즈,14866
25,윤정빈,24 1B,0.07,7,1,31.0,22,21,1,0,100.0,6.39,0.87,,0.15,,,,,,1.02,2.13,-0.26,0.76,0.093,0.07,삼성 라이온즈,13161
26,김영웅,24 2B,0.068,7,5,35.0,12,9,3,0,100.0,3.09,0.69,,0.21,-0.34,,,,,0.57,0.65,0.18,0.75,0.052,0.068,삼성 라이온즈,15035
27,전병우,24 1B,0.059,3,3,18.0,14,13,0,1,92.9,6.5,1.18,,-0.41,,,,,,0.77,1.9,-0.12,0.65,0.07,0.059,삼성 라이온즈,11422
28,김재혁,24 1B,0.059,4,4,31.0,25,21,4,0,100.0,7.26,0.81,,0.15,,0.06,,,,1.02,4.21,-0.38,0.64,0.094,0.059,삼성 라이온즈,15036
29,김헌곤,24 RF,0.048,48,38,300.1,87,86,0,1,98.9,2.58,1.11,0.44,0.41,,,,,,1.96,2.41,-1.43,0.53,0.179,0.048,삼성 라이온즈,10640
30,김재상,24 3B,0.042,2,0,3.0,1,0,1,0,100.0,3.0,0.44,,0.02,,,,,,0.46,1.88,0.0,0.46,0.042,0.042,삼성 라이온즈,15499
31,김헌곤,24 LF,0.034,65,27,305.0,76,76,0,0,100.0,2.24,1.46,-0.14,0.35,,,,,,1.67,2.05,-1.29,0.38,0.152,0.034,삼성 라이온즈,10640
32,구자욱,24 RF,0.026,4,4,37.1,13,13,0,0,100.0,3.13,0.17,0.19,0.11,,,,,,0.48,0.53,-0.19,0.29,0.043,0.026,삼성 라이온즈,10892
33,공민규,24 1B,0.026,2,0,5.0,7,5,2,0,100.0,12.6,0.27,,0.02,,,,,,0.3,3.59,-0.02,0.28,0.027,0.026,삼성 라이온즈,13164
34,류지혁,24 2B,0.018,74,63,461.0,222,104,113,5,97.7,4.24,-2.21,,0.78,-0.64,,,,,-2.07,-2.97,2.26,0.19,-0.189,0.018,삼성 라이온즈,10894
35,양우현,24 3B,0.015,1,0,2.0,1,1,0,0,100.0,4.5,0.15,,0.01,,,,,,0.16,3.32,0.0,0.16,0.015,0.015,삼성 라이온즈,14116
36,김민수,24 C,0.001,8,1,23.0,14,12,2,0,100.0,5.48,-0.09,,0.08,,,0.0,-0.22,,-0.16,-2.58,0.17,0.01,-0.015,0.001,삼성 라이온즈,11266
37,카디네스,24 LF,-0.001,1,1,1.0,0,0,0,0,0.0,0.0,,,0.0,,,,,,0.0,0.02,-0.01,-0.01,0.0,-0.001,삼성 라이온즈,16156
38,류지혁,24 3B,-0.004,28,19,179.1,48,20,26,2,95.8,2.31,0.19,,0.23,-0.56,0.11,,,,-0.04,-0.06,0.0,-0.04,-0.004,-0.004,삼성 라이온즈,10894
39,윤정빈,24 LF,-0.023,7,4,31.2,8,8,0,0,100.0,2.27,-0.21,0.06,0.04,,,,,,-0.11,-0.24,-0.14,-0.25,-0.01,-0.023,삼성 라이온즈,13161
40,김도환,24 C,-0.032,1,1,6.0,5,5,0,0,100.0,7.5,-0.09,,0.02,,,-0.14,-0.3,,-0.42,-60.41,0.07,-0.35,-0.038,-0.032,삼성 라이온즈,14115
41,김동진,24 3B,-0.038,6,2,25.0,8,3,5,0,100.0,2.88,-0.65,,0.17,-0.4,0.46,,,,-0.42,-2.01,0.0,-0.42,-0.038,-0.038,삼성 라이온즈,14863
42,김호진,24 2B,-0.04,2,0,6.0,3,1,2,0,100.0,4.5,-0.51,,0.04,,,,,,-0.47,-2.61,0.03,-0.44,-0.043,-0.04,삼성 라이온즈,15868
43,전병우,24 2B,-0.047,2,1,7.0,7,3,4,0,100.0,9.0,-0.6,,0.04,,,,,,-0.56,-1.38,0.04,-0.52,-0.051,-0.047,삼성 라이온즈,11422
44,박병호,24 1B,-0.049,31,29,248.2,253,223,28,2,99.2,9.08,1.37,,0.23,,0.25,,,,1.85,2.22,-2.38,-0.53,0.169,-0.049,삼성 라이온즈,10470
45,김호진,24 SS,-0.05,9,2,26.0,2,2,0,0,100.0,0.69,-0.95,,0.23,,,,,,-0.72,-4.01,0.18,-0.54,-0.066,-0.05,삼성 라이온즈,15868
46,맥키넌,24 1B,-0.055,50,49,423.1,373,335,34,4,98.9,7.84,3.88,,0.09,,-0.29,,,,3.68,7.35,-4.28,-0.6,0.336,-0.055,삼성 라이온즈,15862
47,김지찬,24 2B,-0.058,10,0,14.0,4,3,1,0,100.0,2.57,-0.77,,0.08,,,,,,-0.69,-0.73,0.05,-0.64,-0.063,-0.058,삼성 라이온즈,14618
48,양도근,24 2B,-0.06,9,5,46.0,29,13,16,0,100.0,5.67,-1.7,,0.28,0.57,,,,,-0.86,-7.71,0.2,-0.66,-0.078,-0.06,삼성 라이온즈,15875
49,류지혁,24 1B,-0.08,13,3,44.2,36,34,2,0,100.0,7.25,-0.76,,0.22,,,,,,-0.54,-0.77,-0.34,-0.88,-0.049,-0.08,삼성 라이온즈,10894
50,김태훈,24 LF,-0.082,3,0,11.2,0,0,0,0,0.0,0.0,-0.96,0.11,0.01,,,,,,-0.84,-10.11,-0.05,-0.89,-0.077,-0.082,삼성 라이온즈,11336
51,김재성,24 C,-0.089,7,2,29.0,23,20,3,0,100.0,7.14,-0.09,,0.1,,0.05,-0.82,-0.75,,-1.28,-18.49,0.31,-0.97,-0.117,-0.089,삼성 라이온즈,11344
52,안주형,24 SS,-0.09,14,8,56.2,35,17,18,0,100.0,5.56,-1.46,,0.5,-0.51,,,,,-1.47,-2.58,0.48,-0.99,-0.134,-0.09,삼성 라이온즈,12988
53,김재성,24 1B,-0.094,1,1,5.0,4,3,0,1,75.0,5.4,-0.47,,-0.48,,,,,,-0.94,-13.59,-0.08,-1.02,-0.086,-0.094,삼성 라이온즈,11344
54,김현준,24 CF,-0.099,33,12,130.1,51,48,3,0,100.0,3.52,-1.93,0.57,0.27,,,,,,-1.08,-1.98,0.0,-1.08,-0.099,-0.099,삼성 라이온즈,14867
55,오재일,24 1B,-0.102,12,11,84.2,86,77,9,0,100.0,9.14,-0.76,,0.42,,,,,,-0.34,-0.47,-0.78,-1.12,-0.031,-0.102,삼성 라이온즈,10400
56,이창용,24 3B,-0.108,1,1,4.0,1,0,1,0,100.0,2.25,-1.21,,0.03,,,,,,-1.18,-18.89,0.0,-1.18,-0.108,-0.108,삼성 라이온즈,14866
57,이성규,24 1B,-0.109,39,21,201.1,185,173,10,2,98.9,8.18,0.68,,-0.01,,,,,,0.67,0.79,-1.86,-1.19,0.061,-0.109,삼성 라이온즈,12562
58,카디네스,24 RF,-0.112,5,4,33.2,9,9,0,0,100.0,2.41,-0.85,-0.31,0.1,,,,,,-1.05,-21.67,-0.17,-1.22,-0.096,-0.112,삼성 라이온즈,16156
59,김현준,24 LF,-0.116,9,6,50.1,10,10,0,0,100.0,1.79,-1.13,0.05,0.06,,,,,,-1.02,-1.87,-0.25,-1.27,-0.094,-0.116,삼성 라이온즈,14867
60,김재혁,24 RF,-0.122,11,2,23.0,6,5,0,1,83.3,1.96,-0.8,-0.03,-0.43,,,,,,-1.26,-5.19,-0.07,-1.33,-0.115,-0.122,삼성 라이온즈,15036
61,김재혁,24 CF,-0.137,11,1,27.0,6,6,0,0,100.0,2.0,-1.24,-0.32,0.06,,,,,,-1.5,-6.18,0.0,-1.5,-0.137,-0.137,삼성 라이온즈,15036
62,김헌곤,24 CF,-0.138,5,1,16.0,3,3,0,0,100.0,1.69,-1.7,0.16,0.03,,,,,,-1.51,-1.86,0.0,-1.51,-0.138,-0.138,삼성 라이온즈,10640
63,이성규,24 LF,-0.14,10,5,50.0,12,12,0,0,100.0,2.16,-0.96,-0.41,0.06,,,,,,-1.31,-1.54,-0.22,-1.53,-0.119,-0.14,삼성 라이온즈,12562
64,공민규,24 3B,-0.142,9,4,33.0,9,1,7,1,88.9,2.18,-1.28,,-0.28,,,,,,-1.55,-18.64,0.0,-1.55,-0.142,-0.142,삼성 라이온즈,13164
65,안주형,24 2B,-0.143,73,34,360.1,190,76,111,3,98.4,4.67,-3.52,,0.67,-0.06,,,,,-2.91,-5.11,1.34,-1.57,-0.266,-0.143,삼성 라이온즈,12988
66,맥키넌,24 3B,-0.175,6,4,36.2,7,3,3,1,85.7,1.47,-1.73,,-0.25,,0.07,,,,-1.91,-3.82,0.0,-1.91,-0.175,-0.175,삼성 라이온즈,15862
67,김성윤,24 LF,-0.179,1,1,8.0,3,3,0,0,100.0,3.38,-1.63,-0.31,0.01,,,,,,-1.93,-8.67,-0.03,-1.96,-0.176,-0.179,삼성 라이온즈,12936
68,강한울,24 2B,-0.19,8,0,25.0,10,3,6,1,90.0,3.24,-1.8,,-0.35,,,,,,-2.16,-17.24,0.08,-2.08,-0.197,-0.19,삼성 라이온즈,11255
69,이성규,24 CF,-0.264,27,18,145.0,39,38,0,1,97.4,2.36,-1.82,-0.87,-0.2,,,,,,-2.89,-3.41,0.0,-2.89,-0.264,-0.264,삼성 라이온즈,12562
70,구자욱,24 LF,-0.351,100,98,802.0,193,188,4,1,99.5,2.15,1.01,-0.93,0.41,,,,,,0.49,0.55,-4.33,-3.84,0.045,-0.351,삼성 라이온즈,10892
71,양도근,24 3B,,1,0,2.0,0,0,0,0,0.0,0.0,,,0.01,,,,,,0.01,0.12,,,0.001,,삼성 라이온즈,15875
71,카디네스,24 CF,,1,0,0.0,0,0,0,0,0.0,,-0.88,,0.0,,,,,,-0.88,-18.07,,,-0.08,,삼성 라이온즈,16156
71,김태훈,24 P,,56,0,52.1,13,5,7,1,92.3,2.06,,,,,,,,,0.0,0.0,,,0.0,,삼성 라이온즈,10871
71,최지광,24 P,,34,0,36.1,6,2,4,0,100.0,1.49,,,,,,,,,0.0,0.0,,,0.0,,삼성 라이온즈,12934
71,김호진,24 1B,,1,0,1.0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.0,,,0.0,,삼성 라이온즈,15868
71,김재윤,24 P,,65,0,66.0,11,1,10,0,100.0,1.5,,,,,,,,,0.0,0.0,,,0.0,,삼성 라이온즈,11489
71,김재상,24 SS,,1,0,1.0,2,0,2,0,100.0,18.0,-0.26,,0.01,-0.2,,,,,-0.46,-1.87,,,-0.042,,삼성 라이온즈,15499
71,이상민,24 P,,36,0,30.0,1,1,0,0,100.0,0.3,,,,,,,,,0.0,0.0,,,0.0,,삼성 라이온즈,11169
71,오승환,24 P,,58,0,55.0,6,1,5,0,100.0,0.98,,,,,,,,,0.0,0.0,,,0.0,,삼성 라이온즈,10367
71,김대우,24 P,,30,1,34.1,5,0,4,1,80.0,1.05,,,,,,,,,0.0,0.0,,,0.0,,삼성 라이온즈,10685
71,강한울,24 1B,,1,0,1.0,1,1,0,0,100.0,9.0,,,0.0,,,,,,0.0,0.04,,,0.0,,삼성 라이온즈,11255
71,육선엽,24 P,,11,1,17.0,2,2,0,0,100.0,1.06,,,,,,,,,0.0,0.0,,,0.0,,삼성 라이온즈,15864
71,강한울,24 SS,,3,0,3.0,1,1,0,0,100.0,3.0,-0.03,,0.03,-0.25,,,,,-0.25,-2.02,,,-0.023,,삼성 라이온즈,11255
1,이지영,24 C,1.513,117,105,914.2,987,919,61,7,99.3,9.64,1.2,,-0.21,,0.1,1.67,5.34,,6.5,7.61,10.06,16.56,0.594,1.513,SSG 랜더스,10312
2,박성한,24 SS,1.059,135,128,1115.0,564,209,332,23,95.9,4.37,1.35,,-1.65,0.75,,,,,0.45,0.47,11.14,11.59,0.041,1.059,SSG 랜더스,12922
3,정준재,24 2B,0.358,57,48,384.2,224,82,139,3,98.7,5.17,1.8,,0.82,-0.47,,,,,2.14,3.51,1.78,3.92,0.196,0.358,SSG 랜더스,16042
4,김성현,24 3B,0.257,18,10,100.1,30,8,22,0,100.0,2.69,2.42,,0.69,-0.37,0.07,,,,2.81,5.7,0.0,2.81,0.257,0.257,SSG 랜더스,10636
5,최경모,24 2B,0.202,20,4,72.2,37,10,26,1,97.3,4.46,2.07,,-0.06,0.02,,,,,2.02,5.83,0.19,2.21,0.185,0.202,SSG 랜더스,14151
6,최상민,24 CF,0.16,14,1,26.0,17,16,1,0,100.0,5.88,1.39,0.31,0.05,,,,,,1.75,5.87,0.0,1.75,0.16,0.16,SSG 랜더스,13195
7,김찬형,24 SS,0.071,1,0,3.0,2,2,0,0,100.0,6.0,0.73,,0.03,,,,,,0.76,21.83,0.02,0.78,0.069,0.071,SSG 랜더스,12622
8,김민식,24 C,0.064,40,30,264.2,240,224,16,0,100.0,8.16,0.64,,0.96,,0.03,-1.79,-2.92,,-2.2,-7.05,2.9,0.7,-0.201,0.064,SSG 랜더스,10707
9,정준재,24 3B,0.063,18,8,85.2,20,6,14,0,100.0,2.1,1.13,,0.59,-0.37,-0.65,,,,0.69,1.14,0.0,0.69,0.063,0.063,SSG 랜더스,16042
10,강진성,24 1B,0.057,2,1,9.0,7,6,1,0,100.0,7.0,0.66,,0.04,,,,,,0.7,6.31,-0.08,0.62,0.064,0.057,SSG 랜더스,11148
11,최준우,24 3B,0.054,4,0,6.0,4,1,3,0,100.0,6.0,0.55,,0.04,,,,,,0.59,4.7,0.0,0.59,0.054,0.054,SSG 랜더스,13128
12,정준재,24 SS,0.052,3,1,5.2,4,1,3,0,100.0,6.35,0.45,,0.05,,,,,,0.5,0.82,0.06,0.56,0.046,0.052,SSG 랜더스,16042
13,김창평,24 RF,0.041,1,1,4.0,3,3,0,0,100.0,6.75,0.46,,0.01,,,,,,0.47,11.34,-0.02,0.45,0.043,0.041,SSG 랜더스,14146
14,에레디아,24 CF,0.04,2,1,14.0,3,3,0,0,100.0,1.93,0.38,0.03,0.03,,,,,,0.44,0.46,0.0,0.44,0.04,0.04,SSG 랜더스,15530
15,강진성,24 LF,0.04,1,0,3.0,1,1,0,0,100.0,3.0,0.45,,0.0,,,,,,0.45,4.08,-0.02,0.43,0.041,0.04,SSG 랜더스,11148
16,오태곤,24 3B,0.023,2,0,5.0,2,0,2,0,100.0,3.6,0.21,,0.03,,,,,,0.25,0.31,0.0,0.25,0.023,0.023,SSG 랜더스,10249
17,정현승,24 RF,0.015,12,3,40.0,5,5,0,0,100.0,1.13,0.28,-0.11,0.12,,,,,,0.29,1.8,-0.12,0.17,0.026,0.015,SSG 랜더스,16043
18,최정,24 3B,0.013,121,116,954.2,239,57,169,13,94.6,2.13,-1.0,,0.03,0.95,0.16,,,,0.14,0.15,0.0,0.14,0.013,0.013,SSG 랜더스,10106
19,추신수,24 RF,0.009,6,5,35.0,7,7,0,0,100.0,1.8,0.23,-0.05,0.11,,,,,,0.29,0.53,-0.19,0.1,0.026,0.009,SSG 랜더스,14888
20,정현승,24 LF,0.002,5,2,23.0,4,4,0,0,100.0,1.57,-0.22,0.29,0.03,,,,,,0.1,0.6,-0.07,0.03,0.009,0.002,SSG 랜더스,16043
21,하재훈,24 CF,0.002,24,19,160.0,38,37,1,0,100.0,2.14,-0.69,0.38,0.33,,,,,,0.02,0.03,0.0,0.02,0.002,0.002,SSG 랜더스,14147
22,문승원,24 P,0.0,61,0,60.0,11,2,9,0,100.0,1.65,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,SSG 랜더스,10783
23,김찬형,24 2B,-0.011,2,1,11.0,5,4,1,0,100.0,4.09,-0.21,,0.07,,,,,,-0.15,-4.26,0.03,-0.12,-0.014,-0.011,SSG 랜더스,12622
24,안상현,24 3B,-0.016,3,0,9.0,2,1,1,0,100.0,2.0,-0.31,,0.06,,0.07,,,,-0.17,-0.67,0.0,-0.17,-0.016,-0.016,SSG 랜더스,12613
25,최민창,24 RF,-0.022,3,0,4.0,1,1,0,0,100.0,2.25,-0.54,0.3,0.01,,,,,,-0.23,-4.64,-0.01,-0.24,-0.021,-0.022,SSG 랜더스,11351
26,박지환,24 2B,-0.027,54,46,406.2,249,113,129,7,97.2,5.36,-2.12,,-1.06,0.92,,,,,-2.26,-4.28,1.96,-0.3,-0.206,-0.027,SSG 랜더스,16038
27,오태곤,24 1B,-0.032,89,42,478.2,464,427,35,2,99.6,8.69,1.91,,1.36,,0.29,,,,3.57,4.39,-3.92,-0.35,0.326,-0.032,SSG 랜더스,10249
28,오태곤,24 LF,-0.064,12,4,44.2,7,6,1,0,100.0,1.41,-1.35,0.81,0.05,,,,,,-0.48,-0.59,-0.22,-0.7,-0.044,-0.064,SSG 랜더스,10249
29,오태곤,24 CF,-0.073,14,7,56.0,9,9,0,0,100.0,1.45,-1.07,0.15,0.12,,,,,,-0.8,-0.98,0.0,-0.8,-0.073,-0.073,SSG 랜더스,10249
30,안상현,24 SS,-0.074,3,1,8.0,8,4,3,1,87.5,7.88,-0.44,,-0.43,,,,,,-0.87,-3.39,0.06,-0.81,-0.08,-0.074,SSG 랜더스,12613
31,김찬형,24 3B,-0.077,2,1,10.0,3,0,3,0,100.0,2.7,-0.91,,0.07,,,,,,-0.85,-24.37,0.0,-0.85,-0.077,-0.077,SSG 랜더스,12622
32,조형우,24 C,-0.077,19,9,90.1,86,79,6,1,98.8,8.47,-0.01,,-0.18,,,0.12,-2.42,,-1.76,-13.33,0.91,-0.85,-0.161,-0.077,SSG 랜더스,14806
33,최상민,24 RF,-0.084,20,0,32.2,7,6,1,0,100.0,1.93,-1.82,0.84,0.1,,,,,,-0.88,-2.95,-0.04,-0.92,-0.081,-0.084,SSG 랜더스,13195
34,최경모,24 SS,-0.113,9,2,20.0,3,0,2,1,66.7,0.9,-0.55,,-0.32,-0.48,,,,,-1.35,-3.9,0.12,-1.23,-0.124,-0.113,SSG 랜더스,14151
35,정현승,24 CF,-0.115,4,3,23.0,6,6,0,0,100.0,2.35,-1.29,-0.02,0.05,,,,,,-1.26,-7.9,0.0,-1.26,-0.115,-0.115,SSG 랜더스,16043
36,최준우,24 2B,-0.131,10,6,47.0,25,10,13,2,92.0,4.4,-0.94,,-0.72,,,,,,-1.65,-13.24,0.22,-1.43,-0.151,-0.131,SSG 랜더스,13128
37,안상현,24 2B,-0.15,28,22,176.0,86,29,53,4,95.3,4.19,-1.09,,-0.94,-0.28,,,,,-2.31,-9.0,0.67,-1.64,-0.211,-0.15,SSG 랜더스,12613
38,최경모,24 3B,-0.151,19,5,60.0,13,4,7,2,84.6,1.65,-0.85,,-0.59,-0.21,,,,,-1.65,-4.76,0.0,-1.65,-0.151,-0.151,SSG 랜더스,14151
39,오태곤,24 RF,-0.16,10,5,50.0,19,16,1,2,89.5,3.06,-0.79,0.14,-0.85,,,,,,-1.5,-1.85,-0.25,-1.75,-0.137,-0.16,SSG 랜더스,10249
40,에레디아,24 LF,-0.161,117,115,975.0,222,211,8,3,98.6,2.02,3.21,-0.11,0.11,,,,,,3.21,3.4,-4.97,-1.76,0.293,-0.161,SSG 랜더스,15530
41,하재훈,24 LF,-0.161,29,21,205.0,46,42,2,2,95.7,1.93,-0.37,0.27,-0.77,,,,,,-0.87,-1.17,-0.9,-1.77,-0.079,-0.161,SSG 랜더스,14147
42,한유섬,24 LF,-0.182,3,2,11.0,2,1,0,1,50.0,0.82,-1.33,-0.12,-0.49,,,,,,-1.94,-2.12,-0.05,-1.99,-0.177,-0.182,SSG 랜더스,10815
43,박지환,24 3B,-0.226,9,4,38.0,7,2,4,1,85.7,1.42,-2.24,,-0.24,,,,,,-2.48,-4.7,0.0,-2.48,-0.226,-0.226,SSG 랜더스,16038
44,김성현,24 SS,-0.275,21,12,118.0,54,19,32,3,94.4,3.89,-3.27,,-0.46,-0.27,,,,,-4.01,-8.12,1.0,-3.01,-0.366,-0.275,SSG 랜더스,10636
45,김성현,24 2B,-0.289,39,17,171.2,94,37,54,3,96.8,4.77,-3.18,,-0.47,-0.19,,,,,-3.84,-7.79,0.68,-3.16,-0.351,-0.289,SSG 랜더스,10636
46,최지훈,24 CF,-0.297,119,113,989.2,249,237,5,7,97.2,2.2,-2.9,1.1,-1.45,,,,,,-3.25,-3.74,0.0,-3.25,-0.297,-0.297,SSG 랜더스,14587
47,고명준,24 1B,-0.313,92,87,667.0,631,584,42,5,99.2,8.45,2.23,,0.79,,0.06,,,,3.08,4.18,-6.5,-3.42,0.281,-0.313,SSG 랜더스,14807
