,Unnamed: 0,선수,팀,WAR,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,pid,연도,기존pid,포지션,연봉(만원),팀연봉순위,전체연봉순위,계약금(만원)분할,연봉 총수령액(만원)
103,103,손성빈,롯데 자이언츠,0.12,20,0.17,-0.05,22,22,19,4,6,0,0,0,6,0,0,0,3,0,0,6,0,0,0,0.316,0.409,0.316,0.725,0.137,103.0,147962,2021,14796,포수,18000.0,12.0,132.0,0.0,18000.0
104,104,김주현,롯데 자이언츠,0.05,8,-0.1,0.14,17,17,16,1,4,0,0,0,4,0,0,0,1,0,0,6,0,0,0,0.25,0.294,0.25,0.544,0.054,44.1,125702,2021,12570,1루수,3100.0,58.0,573.0,0.0,3100.0
105,105,이병규,롯데 자이언츠,0.01,29,0.12,-0.11,43,43,34,4,8,0,0,0,8,4,0,0,8,1,0,14,2,0,0,0.235,0.395,0.235,0.63,0.117,88.7,104772,2021,10477,1루수,5500.0,31.0,390.0,0.0,5500.0
106,106,강윤구,롯데 자이언츠,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,104232,2021,10423,,10000.0,19.0,218.0,0.0,10000.0
107,107,이인복,롯데 자이언츠,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,112322,2021,11232,,4800.0,35.0,423.0,0.0,4800.0
108,108,나균안,롯데 자이언츠,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,129302,2021,12930,,4300.0,39.0,444.0,0.0,4300.0
109,109,김유영,롯데 자이언츠,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,112292,2021,11229,,4500.0,38.0,429.0,0.0,4500.0
110,110,한승혁,롯데 자이언츠,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,125902,2021,12590,,3400.0,48.0,509.0,0.0,3400.0
111,111,김원중,롯데 자이언츠,0.0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108252,2021,10825,,17000.0,13.0,143.0,0.0,17000.0
112,112,박세웅,롯데 자이언츠,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,113102,2021,11310,,16500.0,14.0,149.0,0.0,16500.0
113,113,송재영,롯데 자이언츠,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,147942,2021,14794,,9000.0,21.0,249.0,0.0,9000.0
114,114,오현택,롯데 자이언츠,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,102102,2021,10210,,7500.0,24.0,295.0,0.0,7500.0
115,115,최종은,롯데 자이언츠,0.0,1,-0.02,0.02,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.179,-166.5,148202,2021,14820,2루수,2700.0,73.0,809.0,0.0,2700.0
116,116,나원탁,롯데 자이언츠,-0.02,1,-0.02,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.179,-137.5,129352,2021,12935,,3000.0,63.0,618.0,0.0,3000.0
117,117,정보근,롯데 자이언츠,-0.14,11,-0.02,-0.12,20,20,18,0,5,0,0,0,5,0,0,1,2,0,0,2,1,0,0,0.278,0.35,0.278,0.628,0.094,78.1,131542,2021,13154,포수,3700.0,43.0,478.0,0.0,3700.0
118,118,오윤석,롯데 자이언츠,-0.16,33,0.07,-0.22,76,76,69,9,16,7,0,2,29,5,2,0,7,0,1,21,2,0,0,0.232,0.303,0.42,0.723,0.112,85.4,113972,2021,11397,1루수,6000.0,41.0,348.0,0.0,6000.0
119,119,이주찬,롯데 자이언츠,-0.16,3,-0.19,0.03,8,7,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0.0,0.0,0.0,0.0,-0.179,-130.6,148192,2021,14819,3루수,2700.0,73.0,809.0,0.0,2700.0
120,120,강로한,롯데 자이언츠,-0.2,21,-0.19,-0.02,35,35,33,7,4,0,0,2,10,4,0,0,2,0,0,18,0,0,0,0.121,0.171,0.303,0.474,0.01,7.3,113892,2021,11389,중견수,3700.0,43.0,478.0,0.0,3700.0
121,121,장두성,롯데 자이언츠,-0.27,43,0.13,-0.39,41,41,36,12,8,2,1,0,12,4,4,2,5,0,0,12,0,0,0,0.222,0.317,0.333,0.65,0.095,72.1,131552,2021,13155,중견수,3000.0,63.0,618.0,0.0,3000.0
122,122,신용수,롯데 자이언츠,-0.34,71,0.3,-0.64,136,134,119,23,31,5,2,1,43,6,3,1,11,3,0,20,2,2,1,0.261,0.336,0.361,0.697,0.11,87.3,141692,2021,14169,중견수,3400.0,48.0,509.0,0.0,3400.0
123,123,강태율,롯데 자이언츠,-0.35,19,-0.25,-0.1,31,31,26,1,2,1,0,1,6,5,0,1,4,0,0,10,1,0,1,0.077,0.194,0.231,0.425,0.004,3.2,113882,2021,11388,포수,3200.0,52.0,544.0,0.0,3200.0
124,124,나승엽,롯데 자이언츠,-0.36,60,-0.39,0.03,128,128,113,16,23,2,0,2,31,10,1,0,14,0,0,33,1,0,1,0.204,0.289,0.274,0.563,0.063,50.0,147972,2021,14797,1루수,53000.0,4.0,52.0,0.0,53000.0
125,125,배성근,롯데 자이언츠,-0.49,78,0.18,-0.66,109,107,93,21,19,4,0,1,26,9,1,0,14,0,0,36,1,2,0,0.204,0.308,0.28,0.588,0.077,59.1,132792,2021,13279,유격수,3200.0,52.0,544.0,0.0,3200.0
126,126,최민재,롯데 자이언츠,-0.56,21,-0.4,-0.16,27,27,25,2,2,1,0,0,3,2,2,0,2,0,0,8,1,0,0,0.08,0.148,0.12,0.268,-0.056,-45.0,130042,2021,13004,좌익수,3100.0,58.0,573.0,0.0,3100.0
127,127,민병헌,롯데 자이언츠,-0.6,14,-0.23,-0.37,49,48,42,5,8,3,0,0,11,2,0,1,6,0,0,11,2,1,0,0.19,0.292,0.262,0.554,0.061,47.2,101882,2021,10188,중견수,50000.0,5.0,57.0,0.0,50000.0
128,128,김선빈,KIA 타이거즈,2.94,130,3.41,-0.47,564,561,501,55,154,32,0,5,201,67,0,0,56,1,2,39,19,1,5,0.307,0.375,0.401,0.776,0.141,115.0,100080,2021,10008,2루수,45000.0,5.0,68.0,0.0,45000.0
129,129,최원준,KIA 타이거즈,2.94,143,2.84,0.11,668,664,589,82,174,21,6,4,219,44,40,13,61,11,0,68,7,4,3,0.295,0.37,0.372,0.742,0.131,107.0,125340,2021,12534,우익수,13000.0,11.0,174.0,0.0,13000.0
130,130,류지혁,KIA 타이거즈,1.69,92,1.16,0.53,327,324,273,37,76,8,0,2,90,34,0,0,42,7,1,46,7,2,3,0.278,0.385,0.33,0.715,0.13,106.4,108940,2021,10894,3루수,10000.0,16.0,218.0,0.0,10000.0
131,131,박찬호,KIA 타이거즈,1.54,131,1.4,0.14,483,475,418,51,103,15,5,1,131,59,9,4,54,0,0,73,11,8,3,0.246,0.331,0.313,0.644,0.095,77.2,112610,2021,11261,유격수,10000.0,16.0,218.0,0.0,10000.0
132,132,최형우,KIA 타이거즈,1.13,104,1.07,0.06,446,439,373,52,87,15,1,12,140,55,0,0,67,4,10,67,9,0,2,0.233,0.354,0.375,0.729,0.129,105.8,103440,2021,10344,좌익수,90000.0,3.0,10.0,43333.0,133333.0
133,133,한승택,KIA 타이거즈,1.05,82,0.74,0.3,239,234,203,17,44,7,0,3,60,16,0,0,28,3,0,61,6,5,0,0.217,0.321,0.296,0.617,0.088,72.1,111190,2021,11119,포수,8500.0,25.0,265.0,0.0,8500.0
134,134,김민식,KIA 타이거즈,0.82,100,1.04,-0.22,301,298,250,30,55,8,0,3,72,26,0,0,41,4,1,49,2,3,3,0.22,0.336,0.288,0.624,0.094,76.5,107070,2021,10707,포수,8500.0,25.0,265.0,0.0,8500.0
135,135,김호령,KIA 타이거즈,0.64,62,0.31,0.33,154,152,130,16,27,2,0,4,41,15,4,1,16,6,0,44,2,2,0,0.208,0.322,0.315,0.637,0.096,78.4,112980,2021,11298,중견수,8500.0,25.0,265.0,0.0,8500.0
136,136,이창진,KIA 타이거즈,0.35,105,-0.24,0.59,293,289,249,35,52,8,1,3,71,33,5,0,36,1,0,54,10,4,3,0.209,0.308,0.285,0.593,0.077,62.9,112330,2021,11233,좌익수,7000.0,32.0,305.0,0.0,7000.0
137,137,이진영,KIA 타이거즈,0.28,17,0.21,0.07,47,47,40,8,8,2,1,2,18,5,1,0,3,4,0,22,0,0,0,0.2,0.319,0.45,0.769,0.131,106.5,125390,2021,12539,중견수,3600.0,53.0,486.0,0.0,3600.0
138,138,최정민,KIA 타이거즈,0.27,39,0.15,0.12,19,19,15,5,5,0,0,0,5,1,2,3,3,1,0,7,1,0,0,0.333,0.474,0.333,0.807,0.181,147.9,108080,2021,10808,중견수,3500.0,54.0,491.0,0.0,3500.0
139,139,터커,KIA 타이거즈,0.24,127,0.5,-0.25,539,539,468,42,111,24,1,9,164,59,0,0,61,8,1,66,12,0,2,0.237,0.334,0.35,0.684,0.109,89.0,142240,2021,14224,좌익수,136500.0,2.0,9.0,0.0,136500.0
140,140,김태진,KIA 타이거즈,0.12,99,0.28,-0.16,414,408,381,43,105,12,5,1,130,36,8,5,23,0,1,64,7,6,4,0.276,0.314,0.341,0.655,0.089,72.2,112440,2021,11244,3루수,8500.0,25.0,265.0,0.0,8500.0
141,141,박정우,KIA 타이거즈,0.06,32,-0.06,0.12,61,60,48,3,9,1,0,0,10,4,0,2,10,2,0,8,2,1,0,0.188,0.35,0.208,0.558,0.087,69.6,128690,2021,12869,중견수,3000.0,70.0,618.0,0.0,3000.0
142,142,이정훈,KIA 타이거즈,0.06,41,0.13,-0.07,151,151,129,14,32,6,0,2,44,14,0,0,19,3,0,33,3,0,0,0.248,0.358,0.341,0.699,0.12,96.8,129160,2021,12916,포수,3000.0,70.0,618.0,0.0,3000.0
143,143,강경학,KIA 타이거즈,0.01,13,-0.02,0.03,13,13,11,2,2,0,0,0,2,1,0,0,1,1,0,3,0,0,0,0.182,0.308,0.182,0.49,0.053,44.2,106760,2021,10676,2루수,8700.0,24.0,264.0,0.0,8700.0
144,144,이준영,KIA 타이거즈,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,113030,2021,11303,,6000.0,35.0,348.0,0.0,6000.0
145,145,이의리,KIA 타이거즈,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,147880,2021,14788,,33000.0,7.0,81.0,0.0,33000.0
146,146,정해영,KIA 타이거즈,0.0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,146080,2021,14608,,7000.0,32.0,305.0,0.0,7000.0
147,147,장현식,KIA 타이거즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,111640,2021,11164,,10500.0,14.0,214.0,0.0,10500.0
148,148,이우성,KIA 타이거즈,-0.04,65,-0.22,0.18,100,99,85,12,17,5,0,0,22,4,2,1,13,0,0,17,2,1,1,0.2,0.303,0.259,0.562,0.067,55.0,110990,2021,11099,좌익수,4100.0,48.0,453.0,0.0,4100.0
149,149,최정용,KIA 타이거즈,-0.05,53,-0.23,0.18,65,62,52,7,10,1,0,0,11,2,2,0,9,0,0,16,1,3,1,0.192,0.306,0.212,0.518,0.058,48.0,114070,2021,11407,2루수,3800.0,52.0,472.0,0.0,3800.0
150,150,유민상,KIA 타이거즈,-0.05,24,0.1,-0.16,74,74,60,7,14,2,0,1,19,6,0,0,8,6,0,18,1,0,0,0.233,0.378,0.317,0.695,0.128,102.3,108950,2021,10895,1루수,10500.0,14.0,214.0,0.0,10500.0
151,151,백용환,KIA 타이거즈,-0.06,3,-0.06,0.0,7,7,5,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0.0,0.286,0.0,0.286,0.017,14.4,100030,2021,10003,1루수,4000.0,38.0,455.0,0.0,4000.0
152,152,오정환,KIA 타이거즈,-0.16,9,0.0,-0.16,18,18,17,1,4,1,0,0,5,2,0,0,1,0,0,9,0,0,0,0.235,0.278,0.294,0.572,0.058,47.6,131170,2021,13117,2루수,3000.0,70.0,618.0,0.0,3000.0
153,153,김석환,KIA 타이거즈,-0.21,5,0.0,-0.21,20,20,19,1,5,0,0,1,8,3,0,0,0,1,0,7,0,0,0,0.263,0.3,0.421,0.721,0.109,84.1,129170,2021,12917,좌익수,3000.0,70.0,618.0,0.0,3000.0
154,154,김규성,KIA 타이거즈,-0.22,54,-0.28,0.06,41,41,36,8,5,1,0,0,6,2,0,1,5,0,0,17,0,0,0,0.139,0.244,0.167,0.411,0.012,9.8,125400,2021,12540,2루수,4500.0,45.0,429.0,0.0,4500.0
155,155,권혁경,KIA 타이거즈,-0.24,5,-0.18,-0.07,18,18,18,1,4,0,0,0,4,0,0,0,0,0,0,6,2,0,0,0.222,0.222,0.222,0.444,0.002,2.0,147900,2021,14790,포수,10000.0,16.0,218.0,0.0,10000.0
156,156,박민,KIA 타이거즈,-0.29,18,-0.28,-0.01,38,38,35,3,6,1,0,0,7,3,0,1,2,1,0,10,1,0,0,0.171,0.237,0.2,0.437,0.013,10.5,146110,2021,14611,유격수,3000.0,70.0,618.0,0.0,3000.0
157,157,나주환,KIA 타이거즈,-0.3,19,-0.49,0.19,32,32,31,0,5,0,0,0,5,3,0,0,0,0,0,12,2,0,1,0.161,0.156,0.161,0.317,-0.051,-41.6,100920,2021,10092,3루수,10000.0,16.0,218.0,0.0,10000.0
158,158,황윤호,KIA 타이거즈,-0.31,6,-0.09,-0.21,19,19,17,2,3,0,0,0,3,0,0,0,1,1,0,3,1,0,0,0.176,0.263,0.176,0.439,0.023,18.2,113630,2021,11363,3루수,4500.0,45.0,429.0,0.0,4500.0
159,159,오선우,KIA 타이거즈,-0.35,9,-0.31,-0.04,16,16,15,1,1,0,0,0,1,0,0,0,1,0,0,9,0,0,0,0.067,0.125,0.067,0.192,-0.085,-70.7,141810,2021,14181,1루수,3400.0,58.0,509.0,0.0,3400.0
160,160,나지완,KIA 타이거즈,-0.78,31,-0.3,-0.47,102,102,81,3,13,1,0,0,14,7,0,0,14,6,0,29,3,0,1,0.16,0.324,0.173,0.497,0.064,53.0,100300,2021,10030,좌익수,40000.0,6.0,71.0,0.0,40000.0
161,161,황대인,KIA 타이거즈,-0.78,86,-0.38,-0.4,308,307,282,30,67,10,1,13,118,45,0,0,18,2,0,62,8,1,5,0.238,0.283,0.418,0.701,0.098,79.7,113060,2021,11306,1루수,4300.0,47.0,444.0,0.0,4300.0
162,162,강백호,KT 위즈,6.8,142,6.72,0.08,627,620,516,76,179,40,1,16,269,102,10,5,103,0,10,85,7,0,8,0.347,0.45,0.521,0.971,0.212,168.7,131688,2021,13168,1루수,31000.0,8.0,84.0,0.0,31000.0
163,163,배정대,KT 위즈,2.92,144,2.56,0.37,595,590,510,85,132,23,1,12,193,68,19,7,65,12,2,132,9,3,5,0.259,0.353,0.378,0.731,0.128,102.0,112128,2021,11212,중견수,14000.0,17.0,167.0,0.0,14000.0
164,164,황재균,KT 위즈,2.83,117,2.41,0.41,507,505,453,74,132,16,2,10,182,56,11,4,46,3,1,92,11,1,4,0.291,0.358,0.402,0.76,0.135,107.9,104078,2021,10407,3루수,80000.0,3.0,36.0,0.0,80000.0
165,165,심우준,KT 위즈,2.32,139,1.87,0.45,460,449,407,61,109,20,2,6,151,48,16,6,32,4,0,65,2,10,6,0.268,0.323,0.371,0.694,0.102,81.0,113348,2021,11334,유격수,15500.0,16.0,162.0,0.0,15500.0
166,166,유한준,KT 위즈,1.69,104,1.92,-0.23,337,336,282,30,87,16,0,5,118,42,1,0,44,7,5,34,12,0,4,0.309,0.409,0.418,0.827,0.169,135.2,106278,2021,10627,우익수,50000.0,6.0,57.0,0.0,50000.0
167,167,장성우,KT 위즈,1.61,127,1.85,-0.24,460,450,385,46,89,13,0,14,144,63,1,2,60,3,3,69,16,9,3,0.231,0.337,0.374,0.711,0.117,93.8,102358,2021,10235,포수,21000.0,10.0,116.0,0.0,21000.0
168,168,오윤석,KT 위즈,1.49,64,0.77,0.72,122,117,95,14,24,4,0,2,34,11,2,0,20,2,0,26,2,5,0,0.253,0.393,0.358,0.751,0.141,113.3,113978,2021,11397,2루수,6000.0,41.0,348.0,0.0,6000.0
169,169,김민혁,KT 위즈,1.06,75,1.15,-0.08,199,194,172,22,55,6,2,1,68,13,6,3,20,2,0,26,3,5,0,0.32,0.397,0.395,0.792,0.155,121.7,113398,2021,11339,좌익수,6500.0,38.0,340.0,0.0,6500.0
170,170,송민섭,KT 위즈,1.01,122,0.47,0.55,65,60,48,39,11,0,0,0,11,7,15,1,12,0,0,22,0,5,0,0.229,0.383,0.229,0.612,0.108,85.9,113428,2021,11342,우익수,5700.0,46.0,387.0,0.0,5700.0
171,171,호잉,KT 위즈,1.0,68,0.59,0.42,294,292,259,32,62,11,1,11,108,52,5,2,26,4,2,52,2,0,5,0.239,0.313,0.417,0.73,0.115,91.8,130698,2021,13069,우익수,52000.0,5.0,53.0,0.0,52000.0
172,172,김병희,KT 위즈,0.76,34,1.18,-0.42,70,68,52,16,15,3,0,5,33,13,3,0,13,3,0,15,0,2,0,0.288,0.456,0.635,1.091,0.249,196.7,113308,2021,11330,3루수,3500.0,56.0,491.0,0.0,3500.0
173,173,허도환,KT 위즈,0.66,62,0.59,0.07,125,115,105,8,29,6,0,2,41,21,0,0,8,2,0,28,3,10,0,0.276,0.339,0.39,0.729,0.125,100.2,106848,2021,10684,포수,7500.0,30.0,295.0,0.0,7500.0
174,174,신본기,KT 위즈,0.43,96,0.06,0.37,206,201,174,25,41,8,0,1,52,19,1,2,22,4,0,45,6,5,1,0.236,0.333,0.299,0.632,0.091,72.0,108408,2021,10840,유격수,9200.0,25.0,248.0,0.0,9200.0
175,175,권동진,KT 위즈,0.32,86,0.56,-0.24,86,85,67,21,17,5,0,1,25,6,3,3,18,0,0,30,0,1,0,0.254,0.412,0.373,0.785,0.16,127.4,147778,2021,14777,유격수,18000.0,13.0,132.0,0.0,18000.0
176,176,알몬테,KT 위즈,0.17,60,0.41,-0.24,250,250,225,18,61,9,0,7,91,36,1,0,22,1,0,50,9,0,2,0.271,0.336,0.404,0.74,0.122,96.8,147528,2021,14752,좌익수,68250.0,4.0,45.0,0.0,68250.0
177,177,박경수,KT 위즈,0.09,118,0.23,-0.14,280,276,239,24,46,10,0,9,83,33,0,1,34,3,2,76,7,4,0,0.192,0.301,0.347,0.648,0.092,73.6,104698,2021,10469,2루수,40000.0,7.0,71.0,0.0,40000.0
178,178,고영표,KT 위즈,0.04,1,0.04,0.0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,1.0,,,0.508,392.0,113088,2021,11308,,12000.0,21.0,185.0,0.0,12000.0
179,179,문상철,KT 위즈,0.03,53,-0.12,0.15,106,106,96,14,21,6,0,2,33,16,2,0,8,2,0,33,1,0,0,0.219,0.292,0.344,0.636,0.084,66.6,113338,2021,11333,1루수,6000.0,41.0,348.0,0.0,6000.0
180,180,고명성,KT 위즈,0.0,7,-0.02,0.02,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.179,-137.9,131718,2021,13171,유격수,3000.0,67.0,618.0,0.0,3000.0
181,181,이창재,KT 위즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,113208,2021,11320,,4700.0,50.0,425.0,0.0,4700.0
182,182,박시영,KT 위즈,0.0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,107378,2021,10737,,6800.0,37.0,338.0,0.0,6800.0
183,183,김민수,KT 위즈,0.0,6,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,113178,2021,11317,,7000.0,32.0,305.0,0.0,7000.0
184,184,데스파이네,KT 위즈,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,146028,2021,14602,,104000.0,1.0,20.0,0.0,104000.0
185,185,이대은,KT 위즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,119078,2021,11907,,5000.0,48.0,401.0,0.0,5000.0
186,186,하준호,KT 위즈,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,103048,2021,10304,,6000.0,41.0,348.0,0.0,6000.0
187,187,조현우,KT 위즈,0.0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,113168,2021,11316,,7500.0,30.0,295.0,0.0,7500.0
188,188,김재윤,KT 위즈,0.0,8,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,114898,2021,11489,,17000.0,14.0,143.0,0.0,17000.0
189,189,심재민,KT 위즈,0.0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,113118,2021,11311,,6300.0,40.0,345.0,0.0,6300.0
190,190,유원상,KT 위즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,106048,2021,10604,,8000.0,27.0,271.0,0.0,8000.0
191,191,안영명,KT 위즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,106008,2021,10600,,7000.0,32.0,305.0,0.0,7000.0
192,192,천성호,KT 위즈,0.0,41,0.11,-0.11,47,47,42,13,12,1,0,0,13,4,1,0,3,2,0,9,0,0,0,0.286,0.362,0.31,0.672,0.11,87.9,146068,2021,14606,2루수,4000.0,51.0,455.0,0.0,4000.0
193,193,강민국,KT 위즈,-0.05,18,-0.09,0.04,50,48,45,2,11,2,0,0,13,4,0,0,3,0,0,6,1,2,0,0.244,0.292,0.289,0.581,0.05,40.8,112438,2021,11243,2루수,5500.0,47.0,390.0,0.0,5500.0
194,194,홍현빈,KT 위즈,-0.12,43,-0.33,0.21,12,11,11,8,2,0,0,0,2,0,0,1,0,0,0,8,0,1,0,0.182,0.182,0.182,0.364,-0.03,-25.0,129418,2021,12941,우익수,3400.0,57.0,509.0,0.0,3400.0
195,195,김건형,KT 위즈,-0.16,11,-0.05,-0.11,39,38,33,4,7,1,0,0,8,0,1,0,6,0,1,6,0,0,0,0.212,0.333,0.242,0.575,0.075,61.6,147798,2021,14779,우익수,7000.0,32.0,305.0,0.0,7000.0
196,196,박승욱,KT 위즈,-0.19,8,0.05,-0.24,6,6,6,5,2,1,0,0,3,0,1,0,0,0,0,1,0,0,0,0.333,0.333,0.5,0.833,0.145,113.5,108048,2021,10804,2루수,8000.0,27.0,271.0,0.0,8000.0
197,197,김준태,KT 위즈,-0.23,11,-0.22,-0.02,18,18,17,0,2,0,0,0,2,0,0,0,1,0,0,5,1,0,0,0.118,0.167,0.118,0.285,-0.05,-43.0,108358,2021,10835,포수,6500.0,38.0,340.0,0.0,6500.0
198,198,김태훈,KT 위즈,-0.42,44,-0.31,-0.11,91,90,87,6,20,4,1,1,29,6,1,0,2,1,0,19,1,1,0,0.23,0.256,0.333,0.589,0.057,45.0,113368,2021,11336,우익수,3700.0,54.0,478.0,0.0,3700.0
199,199,조용호,KT 위즈,-0.43,138,0.04,-0.47,515,510,428,71,101,14,1,0,117,48,12,9,74,3,0,85,8,5,5,0.236,0.349,0.273,0.622,0.096,76.6,129438,2021,12943,우익수,13000.0,19.0,174.0,0.0,13000.0
200,200,이홍구,KT 위즈,-0.47,37,-0.59,0.12,58,58,55,4,9,0,0,1,12,5,0,0,2,0,1,28,4,0,1,0.164,0.19,0.218,0.408,-0.011,-8.4,110718,2021,11071,포수,7000.0,32.0,305.0,0.0,7000.0
201,201,구자욱,삼성 라이온즈,4.75,139,4.24,0.5,610,609,543,107,166,30,10,22,282,88,27,4,48,6,3,98,9,1,12,0.306,0.361,0.519,0.88,0.166,129.8,108923,2021,10892,우익수,36000.0,12.0,79.0,0.0,36000.0
202,202,강민호,삼성 라이온즈,3.94,123,3.91,0.03,462,460,406,55,118,22,0,18,194,67,0,0,45,4,4,53,18,0,7,0.291,0.361,0.478,0.839,0.156,122.4,102323,2021,10232,포수,50000.0,7.0,57.0,0.0,50000.0
203,203,박해민,삼성 라이온즈,3.34,127,2.97,0.37,542,532,454,78,132,22,1,5,171,54,36,15,69,3,2,82,3,9,7,0.291,0.383,0.377,0.76,0.14,109.6,111903,2021,11190,중견수,38000.0,10.0,77.0,0.0,38000.0
204,204,오재일,삼성 라이온즈,2.72,120,2.35,0.37,484,478,418,64,119,20,0,25,214,97,1,0,58,0,8,106,5,0,8,0.285,0.366,0.512,0.878,0.168,132.0,104003,2021,10400,1루수,60000.0,2.0,15.0,60000.0,120000.0
205,205,피렐라,삼성 라이온즈,2.39,140,2.56,-0.17,621,619,553,102,158,25,2,29,274,97,9,6,57,8,2,89,8,0,3,0.286,0.359,0.495,0.854,0.161,126.2,147573,2021,14757,좌익수,78000.0,4.0,38.0,0.0,78000.0
206,206,김지찬,삼성 라이온즈,1.03,120,1.09,-0.06,336,326,296,50,81,6,0,1,90,26,23,4,27,0,0,31,0,10,3,0.274,0.331,0.304,0.635,0.09,69.4,146183,2021,14618,2루수,7000.0,35.0,305.0,0.0,7000.0
207,207,이원석,삼성 라이온즈,0.82,131,0.96,-0.14,480,478,399,40,92,19,0,9,138,59,1,0,60,11,2,80,11,2,8,0.231,0.341,0.346,0.687,0.112,88.0,101803,2021,10180,3루수,30000.0,9.0,68.0,15000.0,45000.0
208,208,김헌곤,삼성 라이온즈,0.6,118,0.78,-0.17,364,361,317,38,89,8,2,4,113,27,5,4,34,5,0,46,9,3,5,0.281,0.355,0.356,0.711,0.118,92.9,106403,2021,10640,좌익수,16000.0,20.0,152.0,0.0,16000.0
209,209,박승규,삼성 라이온즈,0.45,59,-0.09,0.54,78,77,66,13,12,1,0,3,22,5,1,1,9,2,0,9,4,1,0,0.182,0.299,0.333,0.632,0.089,70.9,141223,2021,14122,중견수,5700.0,44.0,387.0,0.0,5700.0
210,210,김민수,삼성 라이온즈,0.23,47,0.4,-0.17,87,85,76,9,20,5,0,3,34,13,0,0,6,1,0,13,2,2,2,0.263,0.318,0.447,0.765,0.123,94.2,112663,2021,11266,포수,4700.0,50.0,425.0,0.0,4700.0
211,211,김성표,삼성 라이온즈,0.15,39,0.33,-0.19,24,23,18,10,6,0,0,0,6,1,2,1,5,0,0,7,0,1,0,0.333,0.478,0.333,0.811,0.183,144.6,111093,2021,11109,중견수,3300.0,61.0,521.0,0.0,3300.0
212,212,최영진,삼성 라이온즈,0.11,44,0.29,-0.18,63,63,57,9,16,1,2,1,24,6,1,0,5,1,0,12,1,0,0,0.281,0.349,0.421,0.77,0.134,103.6,109343,2021,10934,1루수,7500.0,34.0,295.0,0.0,7500.0
