,Unnamed: 0,선수,팀,WAR,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,pid,연도,기존pid,포지션,연봉(만원),팀연봉순위,전체연봉순위,계약금(만원)분할,연봉 총수령액(만원)
665,665,최주환,SSG 랜더스,-0.29,97,0.24,-0.53,333,332,298,36,63,14,2,9,108,41,0,0,29,4,2,55,5,0,2,0.211,0.288,0.362,0.65,0.093,77.5,101824,2022,10182,2루수,65000.0,11.0,43.0,30000.0,95000.0
666,666,김재현,SSG 랜더스,-0.33,18,-0.14,-0.19,20,18,18,2,4,1,0,0,5,4,0,0,0,0,0,3,2,2,0,0.222,0.222,0.278,0.5,0.027,22.0,112894,2022,11289,3루수,4000.0,44.0,423.0,0.0,4000.0
667,667,크론,SSG 랜더스,-0.34,67,-0.15,-0.19,259,259,243,21,54,13,1,11,102,35,0,0,9,3,0,68,3,0,4,0.222,0.255,0.42,0.675,0.09,75.9,150064,2022,15006,1루수,97500.0,10.0,40.0,0.0,97500.0
668,668,최항,SSG 랜더스,-0.41,15,-0.35,-0.05,24,24,20,0,2,0,0,0,2,1,0,0,2,1,0,7,0,0,1,0.1,0.208,0.1,0.308,-0.013,-10.6,108104,2022,10810,2루수,4000.0,44.0,423.0,0.0,4000.0
669,669,양의지,NC 다이노스,5.46,130,5.03,0.42,510,507,427,61,121,24,0,20,205,94,3,1,60,13,6,48,16,0,10,0.283,0.38,0.48,0.86,0.167,141.5,101655,2022,10165,포수,100000.0,4.0,37.0,0.0,100000.0
670,670,박건우,NC 다이노스,3.85,111,4.09,-0.24,463,463,408,52,137,18,1,10,187,61,3,3,44,8,1,62,10,0,3,0.336,0.408,0.458,0.866,0.173,147.3,101895,2022,10189,우익수,190000.0,1.0,6.0,66666.0,256666.0
671,671,김주원,NC 다이노스,3.2,96,2.1,1.1,326,316,273,35,61,9,3,10,106,47,10,3,30,14,1,89,4,9,0,0.223,0.331,0.388,0.719,0.126,107.3,147655,2022,14765,유격수,21000.0,14.0,131.0,0.0,21000.0
672,672,노진혁,NC 다이노스,2.86,115,3.43,-0.57,451,445,396,50,111,24,0,15,180,75,2,0,45,2,3,105,11,3,5,0.28,0.353,0.455,0.808,0.145,123.7,111655,2022,11165,유격수,23000.0,13.0,128.0,0.0,23000.0
673,673,박민우,NC 다이노스,2.74,104,2.6,0.14,451,440,390,61,104,22,1,4,140,38,21,4,42,10,5,55,7,6,3,0.267,0.351,0.359,0.71,0.12,101.2,111375,2022,11137,2루수,41000.0,9.0,81.0,0.0,41000.0
674,674,마티니,NC 다이노스,2.57,139,3.52,-0.95,576,572,510,67,151,34,1,16,235,85,12,4,51,8,5,86,8,0,7,0.296,0.365,0.461,0.826,0.153,129.7,150085,2022,15008,좌익수,71500.0,5.0,59.0,0.0,71500.0
675,675,손아섭,NC 다이노스,2.21,138,1.65,0.56,617,615,548,72,152,29,4,4,201,48,7,3,59,3,2,76,9,1,6,0.277,0.347,0.367,0.714,0.118,100.6,102615,2022,10261,우익수,150000.0,3.0,11.0,65000.0,215000.0
676,676,권희동,NC 다이노스,0.64,82,0.52,0.12,280,277,238,30,54,5,1,5,76,22,2,1,31,8,1,44,3,2,1,0.227,0.335,0.319,0.654,0.105,89.0,111725,2022,11172,좌익수,11000.0,22.0,212.0,0.0,11000.0
677,677,김기환,NC 다이노스,0.6,73,0.29,0.31,131,129,113,26,25,5,1,0,32,6,14,2,13,2,0,38,0,2,1,0.221,0.31,0.283,0.593,0.082,68.8,114005,2022,11400,중견수,4500.0,39.0,403.0,0.0,4500.0
678,678,도태훈,NC 다이노스,0.17,91,-0.3,0.46,163,156,139,18,30,7,0,2,43,13,0,0,13,1,0,23,5,7,3,0.216,0.282,0.309,0.591,0.071,61.0,125605,2022,12560,1루수,4000.0,42.0,423.0,0.0,4000.0
679,679,오태양,NC 다이노스,0.05,15,-0.06,0.1,4,4,3,5,0,0,0,0,0,0,2,2,0,1,0,1,0,0,0,0.0,0.25,0.0,0.25,0.026,20.7,147665,2022,14766,2루수,9000.0,28.0,252.0,0.0,9000.0
680,680,이재용,NC 다이노스,0.03,8,0.1,-0.07,6,6,5,1,1,0,0,1,4,2,0,0,1,0,0,2,1,0,0,0.2,0.333,0.8,1.133,0.237,201.5,129025,2022,12902,포수,3000.0,53.0,581.0,0.0,3000.0
681,681,원종현,NC 다이노스,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,111615,2022,11161,,27000.0,12.0,111.0,0.0,27000.0
682,682,류진욱,NC 다이노스,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,113555,2022,11355,,7500.0,30.0,286.0,0.0,7500.0
683,683,한재승,NC 다이노스,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,147645,2022,14764,,10000.0,25.0,228.0,0.0,10000.0
684,684,이용준,NC 다이노스,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,147635,2022,14763,,13000.0,18.0,183.0,0.0,13000.0
685,685,김진호,NC 다이노스,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,128975,2022,12897,,3000.0,53.0,581.0,0.0,3000.0
686,686,하준영,NC 다이노스,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,131155,2022,13115,,4000.0,42.0,423.0,0.0,4000.0
687,687,이용찬,NC 다이노스,0.0,4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,102175,2022,10217,,40000.0,8.0,68.0,16666.0,56666.0
688,688,신민혁,NC 다이노스,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,130855,2022,13085,,12000.0,21.0,193.0,0.0,12000.0
689,689,김태경,NC 다이노스,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,145935,2022,14593,,3300.0,48.0,500.0,0.0,3300.0
690,690,정진기,NC 다이노스,-0.03,39,-0.07,0.04,59,59,53,4,10,2,0,1,15,4,1,0,6,0,0,19,1,0,0,0.189,0.271,0.283,0.554,0.061,53.1,107175,2022,10717,좌익수,5500.0,34.0,360.0,0.0,5500.0
691,691,김수윤,NC 다이노스,-0.08,10,-0.11,0.03,18,18,17,1,2,1,0,1,6,2,0,0,1,0,0,7,0,0,0,0.118,0.167,0.353,0.52,0.034,28.7,129035,2022,12903,3루수,3000.0,53.0,581.0,0.0,3000.0
692,692,전민수,NC 다이노스,-0.13,20,-0.03,-0.1,41,41,40,3,11,2,0,0,13,2,0,0,1,0,0,14,0,0,0,0.275,0.293,0.325,0.618,0.074,64.1,104175,2022,10417,좌익수,5000.0,36.0,376.0,0.0,5000.0
693,693,정범모,NC 다이노스,-0.2,5,-0.09,-0.11,7,7,7,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.143,0.143,0.143,0.286,-0.053,-42.8,107725,2022,10772,포수,4700.0,38.0,397.0,0.0,4700.0
694,694,박준영,NC 다이노스,-0.24,75,0.44,-0.68,240,237,208,27,45,8,1,4,67,19,7,2,27,1,0,54,6,3,1,0.216,0.308,0.322,0.63,0.091,77.1,125225,2022,12522,3루수,7000.0,31.0,291.0,0.0,7000.0
695,695,최승민,NC 다이노스,-0.28,44,0.05,-0.33,34,34,34,19,11,0,0,0,11,3,6,3,0,0,0,7,1,0,0,0.324,0.324,0.324,0.648,0.082,67.3,141875,2022,14187,중견수,3300.0,48.0,500.0,0.0,3300.0
696,696,박석민,NC 다이노스,-0.31,16,-0.22,-0.09,58,57,47,3,7,2,0,0,9,2,0,0,9,1,0,8,3,1,0,0.149,0.298,0.191,0.489,0.059,49.9,103225,2022,10322,3루수,70000.0,7.0,62.0,0.0,70000.0
697,697,김한별,NC 다이노스,-0.31,24,-0.39,0.08,23,21,21,0,2,0,0,0,2,0,0,1,0,0,0,6,0,2,0,0.095,0.095,0.095,0.19,-0.089,-75.6,147165,2022,14716,유격수,3000.0,53.0,581.0,0.0,3000.0
698,698,윤형준,NC 다이노스,-0.36,35,-0.47,0.12,69,69,67,5,14,1,0,1,18,5,1,0,1,1,0,21,1,0,0,0.209,0.232,0.269,0.501,0.032,26.5,111355,2022,11135,1루수,4000.0,42.0,423.0,0.0,4000.0
699,699,이명기,NC 다이노스,-0.38,94,0.24,-0.62,341,335,300,36,78,13,2,0,95,23,5,4,30,3,0,56,8,6,2,0.26,0.331,0.317,0.648,0.097,82.2,101195,2022,10119,좌익수,17500.0,17.0,155.0,0.0,17500.0
700,700,오영수,NC 다이노스,-0.41,83,-0.29,-0.12,259,259,231,25,55,10,0,6,83,31,0,5,22,3,0,58,4,0,3,0.238,0.309,0.359,0.668,0.099,85.2,130825,2022,13082,1루수,3000.0,53.0,581.0,0.0,3000.0
701,701,서호철,NC 다이노스,-0.53,89,-0.46,-0.07,214,211,195,26,40,8,0,2,54,14,3,1,12,4,0,41,6,3,0,0.205,0.265,0.277,0.542,0.056,47.8,142205,2022,14220,3루수,3000.0,53.0,581.0,0.0,3000.0
702,702,천재환,NC 다이노스,-0.54,29,-0.32,-0.22,36,36,35,4,5,1,0,1,9,1,1,0,0,1,0,11,1,0,0,0.143,0.167,0.257,0.424,0.002,1.9,132615,2022,13261,중견수,3000.0,53.0,581.0,0.0,3000.0
703,703,김응민,NC 다이노스,-0.59,34,-0.54,-0.05,75,73,67,7,9,1,0,1,13,5,0,0,3,2,0,12,3,2,1,0.134,0.192,0.194,0.386,-0.002,-2.0,108905,2022,10890,포수,4900.0,37.0,391.0,0.0,4900.0
704,704,박대온,NC 다이노스,-0.79,59,-0.8,0.01,133,130,127,8,23,4,0,1,30,10,0,0,0,2,0,37,4,3,1,0.181,0.192,0.236,0.428,0.003,2.3,112465,2022,11246,포수,4000.0,42.0,423.0,0.0,4000.0
705,705,강승호,두산 베어스,2.79,134,2.33,0.47,487,481,444,54,117,28,1,10,177,62,13,5,29,3,0,100,8,6,5,0.264,0.31,0.399,0.709,0.109,98.0,110871,2022,11087,2루수,11500.0,24.0,207.0,0.0,11500.0
706,706,허경민,두산 베어스,2.48,121,3.05,-0.58,493,489,432,59,125,23,0,8,172,60,10,3,36,16,3,40,12,2,7,0.289,0.36,0.398,0.758,0.135,122.1,101841,2022,10184,3루수,120000.0,3.0,12.0,62500.0,182500.0
707,707,김재환,두산 베어스,2.42,128,2.97,-0.55,517,514,448,64,111,24,1,23,206,72,2,1,61,4,4,133,5,0,4,0.248,0.34,0.46,0.8,0.144,129.8,106431,2022,10643,좌익수,150000.0,1.0,3.0,137500.0,287500.0
708,708,박세혁,두산 베어스,1.53,128,1.47,0.06,402,393,351,33,87,13,1,3,111,41,2,2,33,6,1,71,4,8,4,0.248,0.32,0.316,0.636,0.092,83.0,108911,2022,10891,포수,30000.0,10.0,93.0,0.0,30000.0
709,709,김인태,두산 베어스,1.33,83,1.09,0.24,279,279,235,25,58,6,0,5,79,25,1,0,41,3,1,47,6,0,0,0.247,0.366,0.336,0.702,0.123,111.1,110981,2022,11098,우익수,14000.0,20.0,173.0,0.0,14000.0
710,710,정수빈,두산 베어스,1.24,127,0.98,0.26,455,448,405,58,105,12,4,3,134,41,15,8,39,1,1,56,2,6,4,0.259,0.323,0.331,0.654,0.096,86.3,101951,2022,10195,중견수,60000.0,5.0,48.0,26666.0,86666.0
711,711,양석환,두산 베어스,0.9,107,1.37,-0.48,446,444,405,58,99,14,1,20,175,51,1,0,32,7,3,101,3,0,2,0.244,0.309,0.432,0.741,0.121,108.9,112131,2022,11213,1루수,39000.0,8.0,85.0,0.0,39000.0
712,712,페르난데스,두산 베어스,0.77,139,0.9,-0.13,550,550,508,52,157,28,0,6,203,77,0,0,35,2,0,45,34,0,5,0.309,0.353,0.4,0.753,0.127,115.0,139271,2022,13927,1루수,104000.0,4.0,33.0,0.0,104000.0
713,713,안재석,두산 베어스,0.68,99,0.17,0.51,264,260,235,22,50,10,0,3,69,17,4,0,19,4,1,71,5,4,2,0.213,0.281,0.294,0.575,0.067,61.1,147711,2022,14771,유격수,25800.0,13.0,120.0,0.0,25800.0
714,714,안권수,두산 베어스,0.68,76,0.79,-0.11,267,266,239,43,71,7,2,0,82,20,3,4,26,1,0,40,6,1,0,0.297,0.368,0.343,0.711,0.121,110.1,145711,2022,14571,우익수,4800.0,44.0,393.0,0.0,4800.0
715,715,양찬열,두산 베어스,0.49,41,0.31,0.18,94,93,82,15,20,4,0,3,33,12,0,0,11,0,0,23,2,1,0,0.244,0.333,0.402,0.735,0.125,109.9,147381,2022,14738,우익수,3000.0,63.0,581.0,0.0,3000.0
716,716,안승한,두산 베어스,0.42,30,0.43,-0.01,39,38,36,5,12,3,0,0,15,8,0,0,2,0,0,12,0,1,0,0.333,0.368,0.417,0.785,0.139,125.2,113281,2022,11328,포수,3700.0,48.0,464.0,0.0,3700.0
717,717,김대한,두산 베어스,0.41,51,0.43,-0.03,110,108,96,13,23,6,1,4,43,11,2,1,5,6,0,27,0,2,1,0.24,0.315,0.448,0.763,0.134,120.4,141701,2022,14170,우익수,3000.0,63.0,581.0,0.0,3000.0
718,718,김재호,두산 베어스,0.35,102,0.15,0.2,264,257,223,26,48,7,0,1,58,21,0,2,28,2,0,33,5,7,4,0.215,0.304,0.26,0.564,0.069,63.4,101741,2022,10174,유격수,50000.0,6.0,50.0,30000.0,80000.0
719,719,전민재,두산 베어스,0.24,35,0.04,0.2,46,45,45,11,13,1,0,0,14,0,3,0,0,0,0,12,3,1,0,0.289,0.289,0.311,0.6,0.065,55.5,130731,2022,13073,유격수,3200.0,55.0,525.0,0.0,3200.0
720,720,박계범,두산 베어스,0.19,77,0.05,0.14,168,162,145,21,32,8,0,2,46,14,5,3,12,3,1,40,1,6,2,0.221,0.29,0.317,0.607,0.079,71.1,111981,2022,11198,유격수,14500.0,18.0,171.0,0.0,14500.0
721,721,김민혁,두산 베어스,0.12,38,0.39,-0.27,97,97,88,11,25,2,0,5,42,16,0,0,7,2,0,25,6,0,0,0.284,0.351,0.477,0.828,0.153,134.3,129701,2022,12970,1루수,3200.0,55.0,525.0,0.0,3200.0
722,722,최용제,두산 베어스,0.05,1,0.05,0.0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,1.0,,,0.584,561.8,126491,2022,12649,포수,6500.0,36.0,313.0,0.0,6500.0
723,723,김태근,두산 베어스,0.04,2,0.15,-0.1,6,6,4,0,2,1,0,0,3,2,0,1,1,1,0,1,0,0,0,0.5,0.667,0.75,1.417,0.381,366.5,141751,2022,14175,좌익수,3000.0,63.0,581.0,0.0,3000.0
724,724,장승현,두산 베어스,0.04,60,-0.14,0.18,109,106,96,6,20,3,0,0,23,9,0,0,5,4,0,27,2,3,1,0.208,0.274,0.24,0.514,0.05,44.8,110971,2022,11097,포수,7800.0,34.0,284.0,0.0,7800.0
725,725,정철원,두산 베어스,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,130711,2022,13071,,3000.0,63.0,581.0,0.0,3000.0
726,726,임창민,두산 베어스,0.0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,104521,2022,10452,,12000.0,23.0,193.0,0.0,12000.0
727,727,윤명준,두산 베어스,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108851,2022,10885,,14000.0,20.0,173.0,0.0,14000.0
728,728,이승진,두산 베어스,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,126781,2022,12678,,11000.0,26.0,212.0,0.0,11000.0
729,729,박신지,두산 베어스,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,130701,2022,13070,,3100.0,60.0,559.0,0.0,3100.0
730,730,장원준,두산 베어스,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,102991,2022,10299,,5000.0,42.0,376.0,0.0,5000.0
731,731,김지용,두산 베어스,0.0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,107471,2022,10747,,6000.0,39.0,334.0,0.0,6000.0
732,732,김동주,두산 베어스,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,147691,2022,14769,,15000.0,17.0,163.0,0.0,15000.0
733,733,홍건희,두산 베어스,0.0,7,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,106961,2022,10696,,25000.0,14.0,121.0,0.0,25000.0
734,734,박정수,두산 베어스,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,113001,2022,11300,,5000.0,42.0,376.0,0.0,5000.0
735,735,김강률,두산 베어스,0.0,4,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,106901,2022,10690,,22500.0,15.0,130.0,0.0,22500.0
736,736,이영하,두산 베어스,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,125681,2022,12568,,16000.0,16.0,160.0,0.0,16000.0
737,737,김명신,두산 베어스,0.0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,128471,2022,12847,,10000.0,27.0,228.0,0.0,10000.0
738,738,권민석,두산 베어스,-0.04,16,-0.03,-0.01,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.16,-138.5,130791,2022,13079,1루수,3300.0,51.0,500.0,0.0,3300.0
739,739,박유연,두산 베어스,-0.07,13,0.01,-0.09,19,19,17,0,4,0,0,0,4,2,0,0,1,1,0,5,1,0,0,0.235,0.316,0.235,0.551,0.071,63.2,128921,2022,12892,포수,3000.0,63.0,581.0,0.0,3000.0
740,740,신성현,두산 베어스,-0.09,17,-0.26,0.17,25,25,23,3,2,0,0,1,5,2,1,0,2,0,0,5,2,0,0,0.087,0.16,0.217,0.377,-0.009,-8.2,114921,2022,11492,1루수,4000.0,46.0,423.0,0.0,4000.0
741,741,강현구,두산 베어스,-0.13,3,0.09,-0.22,5,5,3,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0.333,0.6,0.333,0.933,0.267,228.6,147731,2022,14773,좌익수,10000.0,27.0,228.0,0.0,10000.0
742,742,송승환,두산 베어스,-0.22,11,0.09,-0.31,28,28,28,3,7,1,0,1,11,4,0,0,0,0,0,7,0,0,0,0.25,0.25,0.393,0.643,0.076,69.1,141721,2022,14172,좌익수,3000.0,63.0,581.0,0.0,3000.0
743,743,이유찬,두산 베어스,-0.26,13,-0.16,-0.1,31,30,29,3,7,0,0,1,10,2,1,1,0,0,0,12,0,1,1,0.241,0.233,0.345,0.578,0.048,40.8,128941,2022,12894,2루수,6000.0,39.0,334.0,0.0,6000.0
744,744,조수행,두산 베어스,-0.32,117,-0.02,-0.3,134,132,119,36,28,4,1,1,37,9,22,7,10,1,0,31,4,2,2,0.235,0.295,0.311,0.606,0.078,70.9,125241,2022,12524,좌익수,8500.0,31.0,262.0,0.0,8500.0
745,745,강진성,두산 베어스,-0.34,40,-0.33,0.0,94,92,80,7,13,2,0,1,18,8,4,0,11,2,1,20,2,1,0,0.163,0.28,0.225,0.505,0.054,49.2,111481,2022,11148,1루수,13000.0,22.0,183.0,0.0,13000.0
746,746,홍성호,두산 베어스,-0.35,12,-0.26,-0.09,19,19,18,3,3,0,0,0,3,0,0,0,1,0,0,7,1,0,0,0.167,0.211,0.167,0.378,-0.008,-7.1,126061,2022,12606,우익수,3000.0,63.0,581.0,0.0,3000.0
747,747,서예일,두산 베어스,-0.36,35,-0.2,-0.16,27,26,25,2,4,1,0,0,5,2,0,0,1,0,0,6,1,1,0,0.16,0.192,0.2,0.392,-0.006,-5.5,125231,2022,12523,2루수,3300.0,51.0,500.0,0.0,3300.0
748,748,오재원,두산 베어스,-0.41,18,-0.34,-0.06,31,31,29,2,5,2,0,0,7,4,1,2,1,0,0,9,1,0,1,0.172,0.194,0.241,0.435,0.005,4.5,101781,2022,10178,2루수,30000.0,10.0,93.0,0.0,30000.0
749,749,이정후,키움 히어로즈,8.5,142,8.29,0.2,627,618,553,85,193,36,10,23,318,113,5,0,66,5,12,32,10,0,3,0.349,0.421,0.575,0.996,0.212,186.4,129067,2022,12906,중견수,75000.0,4.0,57.0,0.0,75000.0
750,750,김혜성,키움 히어로즈,5.04,129,4.19,0.85,566,565,516,81,164,18,7,4,208,48,34,7,47,0,3,83,9,0,3,0.318,0.373,0.403,0.776,0.138,121.6,129057,2022,12905,2루수,32000.0,7.0,89.0,0.0,32000.0
751,751,푸이그,키움 히어로즈,3.35,126,3.96,-0.61,547,546,473,65,131,30,0,21,224,73,6,3,58,12,1,100,6,0,4,0.277,0.367,0.474,0.841,0.162,142.4,150047,2022,15004,우익수,130000.0,1.0,24.0,0.0,130000.0
752,752,송성문,키움 히어로즈,1.63,142,1.19,0.44,601,596,547,67,135,21,4,13,203,79,0,1,45,1,6,65,8,1,7,0.247,0.302,0.371,0.673,0.096,84.7,113767,2022,11376,3루수,7500.0,25.0,286.0,0.0,7500.0
753,753,이지영,키움 히어로즈,1.1,137,1.06,0.04,450,441,420,38,112,13,4,2,139,37,1,1,20,2,2,44,16,8,0,0.267,0.303,0.331,0.634,0.084,73.9,103127,2022,10312,포수,30000.0,9.0,93.0,0.0,30000.0
754,754,김휘집,키움 히어로즈,0.93,112,1.86,-0.93,393,390,333,40,74,12,1,8,112,36,0,0,39,14,0,115,6,3,4,0.222,0.326,0.336,0.662,0.107,93.8,147857,2022,14785,유격수,13900.0,14.0,178.0,0.0,13900.0
755,755,신준우,키움 히어로즈,0.26,76,0.02,0.24,54,52,43,6,6,3,0,0,9,0,0,0,7,2,0,19,0,2,0,0.14,0.288,0.209,0.497,0.062,54.2,146957,2022,14695,유격수,4000.0,40.0,423.0,0.0,4000.0
756,756,김웅빈,키움 히어로즈,0.23,45,-0.01,0.24,135,132,115,17,26,5,1,1,36,11,0,2,13,4,1,38,2,3,0,0.226,0.326,0.313,0.639,0.1,87.4,125037,2022,12503,3루수,7000.0,26.0,291.0,0.0,7000.0
757,757,임지열,키움 히어로즈,0.23,40,0.1,0.13,148,145,131,16,36,6,0,1,45,15,1,0,10,2,0,43,2,3,2,0.275,0.331,0.344,0.675,0.102,90.4,112257,2022,11225,1루수,3200.0,49.0,525.0,0.0,3200.0
758,758,박동원,키움 히어로즈,0.2,11,0.18,0.03,40,40,33,1,7,3,0,1,13,4,0,0,7,0,0,8,0,0,0,0.212,0.35,0.394,0.744,0.135,118.5,103877,2022,10387,포수,31000.0,9.0,91.0,0.0,31000.0
759,759,이재홍,키움 히어로즈,0.12,4,0.06,0.07,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.25,0.25,0.25,0.5,0.027,22.6,148547,2022,14854,2루수,6000.0,31.0,334.0,0.0,6000.0
760,760,예진원,키움 히어로즈,0.05,20,-0.06,0.1,14,13,10,0,1,0,0,0,1,0,0,0,3,0,0,3,0,1,0,0.1,0.308,0.1,0.408,0.046,39.3,130937,2022,13093,좌익수,4000.0,40.0,423.0,0.0,4000.0
761,761,전병우,키움 히어로즈,0.03,115,-0.37,0.4,231,222,197,14,40,7,0,5,62,21,0,0,17,7,0,68,5,9,1,0.203,0.288,0.315,0.603,0.081,71.6,114227,2022,11422,1루수,7000.0,26.0,291.0,0.0,7000.0
762,762,안우진,키움 히어로즈,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,130917,2022,13091,,15000.0,13.0,163.0,0.0,15000.0
763,763,박승주,키움 히어로즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,129897,2022,12989,,3200.0,49.0,525.0,0.0,3200.0
764,764,노운현,키움 히어로즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,150277,2022,15027,,3000.0,55.0,581.0,0.0,3000.0
765,765,하영민,키움 히어로즈,0.0,3,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,112227,2022,11222,,4000.0,40.0,423.0,0.0,4000.0
766,766,김성진,키움 히어로즈,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,148497,2022,14849,,12000.0,16.0,193.0,0.0,12000.0
767,767,애플러,키움 히어로즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,150057,2022,15005,,35750.0,6.0,87.0,0.0,35750.0
768,768,박주성,키움 히어로즈,0.0,2,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,141307,2022,14130,,4000.0,40.0,423.0,0.0,4000.0
769,769,김태훈,키움 히어로즈,0.0,1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,108717,2022,10871,,19000.0,12.0,144.0,0.0,19000.0
770,770,박주홍,키움 히어로즈,-0.04,21,-0.06,0.02,57,56,49,4,11,1,1,0,14,3,0,0,8,0,1,18,1,0,0,0.224,0.333,0.286,0.619,0.093,83.1,145807,2022,14580,좌익수,3200.0,49.0,525.0,0.0,3200.0
771,771,김주형,키움 히어로즈,-0.07,55,0.31,-0.37,130,128,110,16,22,7,1,1,34,5,1,0,4,13,0,29,4,2,1,0.2,0.305,0.309,0.614,0.098,86.8,142147,2022,14214,유격수,4500.0,38.0,403.0,0.0,4500.0
772,772,김태진,키움 히어로즈,-0.07,70,-0.23,0.15,272,269,250,35,68,5,1,0,75,20,1,2,17,1,0,28,4,3,1,0.272,0.32,0.3,0.62,0.082,72.8,112447,2022,11244,유격수,10000.0,18.0,228.0,0.0,10000.0
773,773,이명기,키움 히어로즈,-0.08,2,-0.08,0.0,4,4,4,0,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0.25,0.25,0.25,0.5,0.027,24.9,142127,2022,14212,1루수,3000.0,55.0,581.0,0.0,3000.0
774,774,강민국,키움 히어로즈,-0.08,3,-0.03,-0.05,4,4,3,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,0.25,0.0,0.25,0.001,0.6,112437,2022,11243,2루수,5000.0,34.0,376.0,0.0,5000.0
775,775,이병규,키움 히어로즈,-0.22,24,-0.24,0.02,40,40,38,7,7,1,1,0,10,5,1,0,2,0,0,11,0,0,0,0.184,0.225,0.263,0.488,0.032,28.0,128597,2022,12859,1루수,3000.0,55.0,581.0,0.0,3000.0
776,776,김수환,키움 히어로즈,-0.22,57,-0.07,-0.15,168,165,140,18,25,6,0,4,43,14,0,0,21,3,0,56,0,3,1,0.179,0.297,0.307,0.604,0.086,75.4,130967,2022,13096,1루수,3400.0,46.0,491.0,0.0,3400.0
