선수,팀,WAR,G,oWAR,dWAR,PA,ePA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,BB,HP,IB,SO,GDP,SH,SF,AVG,OBP,SLG,OPS,R/ePA,wRC+,pid,연도,기존pid,연봉(만원)
김재환,두산 베어스,3.09,136,3.37,-0.28,552,549,474,78,134,28,0,29,249,92,1,1,63,6,3,168,8,0,9,0.283,0.368,0.525,0.893,0.173,132.0,106431,2024,10643,150000.0
정수빈,두산 베어스,2.97,136,2.52,0.45,608,598,510,95,145,21,3,4,184,47,52,13,71,9,1,72,8,10,8,0.284,0.376,0.361,0.737,0.131,100.2,101951,2024,10195,60000.0
양석환,두산 베어스,2.17,142,1.79,0.37,593,592,533,83,131,25,1,34,260,107,5,3,49,7,1,128,15,1,3,0.246,0.316,0.488,0.804,0.136,104.5,112131,2024,11213,30000.0
라모스,두산 베어스,1.68,80,1.9,-0.22,348,346,311,43,95,19,3,10,150,48,3,3,27,3,1,60,5,1,6,0.305,0.36,0.482,0.842,0.154,119.6,150001,2024,15000,78000.0
제러드,두산 베어스,1.59,38,2.09,-0.5,169,169,144,29,47,16,1,10,95,39,4,0,21,3,0,35,0,0,1,0.326,0.42,0.66,1.08,0.241,183.7,161581,2024,16158,30000.0
박준영,두산 베어스,1.47,65,0.91,0.56,212,211,186,25,42,9,2,7,76,28,2,0,21,3,0,58,3,1,1,0.226,0.313,0.409,0.722,0.114,86.6,125221,2024,12522,7000.0
김기연,두산 베어스,1.16,95,0.85,0.31,283,279,252,31,70,10,0,5,95,31,0,2,22,2,0,47,5,4,3,0.278,0.337,0.377,0.714,0.113,86.7,125491,2024,12549,4000.0
이유찬,두산 베어스,1.01,103,0.67,0.33,262,255,231,39,64,11,0,3,84,23,16,6,22,1,0,51,9,7,1,0.277,0.341,0.364,0.705,0.115,87.9,128941,2024,12894,8500.0
조수행,두산 베어스,0.97,130,0.4,0.57,382,368,328,60,87,5,2,0,96,30,64,8,33,3,1,53,2,14,4,0.265,0.334,0.293,0.627,0.085,65.5,125241,2024,12524,9500.0
김재호,두산 베어스,0.68,57,0.99,-0.31,154,147,126,20,38,5,0,1,46,11,0,0,19,1,0,23,4,7,1,0.302,0.395,0.365,0.76,0.144,112.2,101741,2024,10174,30000.0
전다민,두산 베어스,0.3,25,0.34,-0.04,34,34,27,10,9,2,0,0,11,1,1,1,7,0,0,8,0,0,0,0.333,0.471,0.407,0.878,0.202,156.9,160721,2024,16072,3000.0
김민혁,두산 베어스,0.19,5,0.19,0.0,8,8,5,1,1,0,0,1,4,2,0,0,3,0,0,3,0,0,0,0.2,0.5,0.8,1.3,0.303,237.7,129701,2024,12970,3800.0
류현준,두산 베어스,0.12,2,0.11,0.01,3,3,3,0,2,1,0,0,3,1,0,0,0,0,0,0,0,0,0,0.667,0.667,1.0,1.667,0.487,380.3,160761,2024,16076,3000.0
양찬열,두산 베어스,0.09,11,0.02,0.07,12,12,8,2,1,0,0,0,1,1,0,0,4,0,0,1,0,0,0,0.125,0.417,0.125,0.542,0.122,96.2,147381,2024,14738,4000.0
홍성호,두산 베어스,0.07,15,0.03,0.03,15,15,14,0,4,2,0,0,6,1,1,0,1,0,0,7,0,0,0,0.286,0.333,0.429,0.762,0.129,100.8,126061,2024,12606,3300.0
서예일,두산 베어스,0.03,24,-0.09,0.12,20,20,18,2,4,0,0,0,4,1,0,0,2,0,0,5,0,0,0,0.222,0.3,0.222,0.522,0.05,38.9,125231,2024,12523,3400.0
오명진,두산 베어스,-0.01,2,0.01,-0.02,2,2,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0.0,0.5,0.0,0.5,0.173,130.2,147371,2024,14737,3100.0
임종성,두산 베어스,-0.01,1,-0.06,0.04,4,4,3,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.0,0.25,0.0,0.25,-0.008,-6.5,160691,2024,16069,3000.0
장규빈,두산 베어스,-0.02,3,-0.02,0.0,4,4,4,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.02,15.1,145701,2024,14570,3000.0
권휘,두산 베어스,-0.03,1,-0.03,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.19,-140.8,136651,2024,13665,3000.0
안승한,두산 베어스,-0.03,4,-0.05,0.02,5,5,5,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.2,0.2,0.2,0.4,-0.022,-17.2,113281,2024,11328,5500.0
여동건,두산 베어스,-0.03,9,-0.02,-0.01,11,11,10,2,4,0,0,0,4,0,3,0,1,0,0,2,0,0,0,0.4,0.455,0.4,0.855,0.181,140.6,160681,2024,16068,3000.0
윤준호,두산 베어스,-0.08,3,-0.02,-0.06,4,4,4,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0.25,0.25,0.25,0.5,0.02,15.3,155121,2024,15512,3000.0
장승현,두산 베어스,-0.1,9,-0.07,-0.04,23,22,20,1,4,2,0,0,6,0,0,1,2,0,0,5,0,1,0,0.2,0.273,0.3,0.573,0.061,43.3,110971,2024,11097,6000.0
박민준,두산 베어스,-0.14,5,-0.12,-0.01,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,-0.19,-144.6,155151,2024,15515,3000.0
전민재,두산 베어스,-0.32,100,-0.39,0.07,276,272,248,34,61,5,1,2,74,32,7,3,17,4,1,53,8,4,3,0.246,0.301,0.298,0.599,0.071,54.5,130731,2024,13073,3400.0
박계범,두산 베어스,-0.33,24,0.11,-0.44,20,20,15,5,3,1,0,0,4,0,1,0,5,0,0,7,2,0,0,0.2,0.4,0.267,0.667,0.135,102.1,111981,2024,11198,8500.0
김인태,두산 베어스,-0.39,10,-0.24,-0.15,26,26,23,3,4,0,0,1,7,2,0,0,2,0,0,7,1,0,1,0.174,0.231,0.304,0.535,0.031,22.0,110981,2024,11098,9000.0
김대한,두산 베어스,-0.69,61,-0.7,0.01,89,87,75,10,10,1,0,1,14,7,1,1,8,2,0,26,1,2,2,0.133,0.23,0.187,0.417,0.007,5.6,141701,2024,14170,3700.0
김태근,두산 베어스,-0.7,43,-0.5,-0.2,27,26,23,7,2,0,0,0,2,1,0,1,0,3,0,10,0,1,0,0.087,0.192,0.087,0.279,-0.028,-21.7,141751,2024,14175,3400.0
송성문,키움 히어로즈,6.13,142,5.83,0.29,602,601,527,88,179,29,4,19,273,104,21,0,64,3,2,82,5,0,8,0.34,0.409,0.518,0.927,0.191,148.9,113767,2024,11376,13000.0
김혜성,키움 히어로즈,5.16,127,4.47,0.69,567,565,509,90,166,26,4,11,233,75,30,6,47,4,2,62,6,0,7,0.326,0.383,0.458,0.841,0.16,124.1,129057,2024,12905,65000.0
도슨,키움 히어로즈,3.17,95,3.07,0.1,429,429,382,69,126,31,2,11,194,57,2,2,39,6,0,54,10,0,2,0.33,0.399,0.508,0.907,0.187,145.9,156527,2024,15652,55000.0
이주형,키움 히어로즈,1.96,115,1.72,0.25,537,536,473,82,126,19,3,13,190,60,6,0,49,14,1,119,4,0,1,0.266,0.352,0.402,0.754,0.133,103.6,145917,2024,14591,6600.0
이용규,키움 히어로즈,1.42,60,1.43,-0.01,227,224,183,27,56,5,2,1,68,12,2,2,31,9,0,33,4,3,1,0.306,0.429,0.372,0.801,0.172,136.7,100357,2024,10035,20000.0
이형종,키움 히어로즈,0.36,35,0.28,0.08,126,125,102,19,22,3,0,4,37,19,1,0,22,1,1,27,1,1,0,0.216,0.36,0.363,0.723,0.128,100.7,125167,2024,12516,68000.0
김건희,키움 히어로즈,0.22,83,0.37,-0.16,283,283,261,27,67,15,0,9,109,38,0,0,18,0,0,82,7,0,4,0.257,0.3,0.418,0.718,0.103,79.2,154727,2024,15472,3200.0
박수종,키움 히어로즈,0.05,80,-0.05,0.11,148,144,129,23,33,5,1,0,40,6,3,0,13,2,0,17,4,4,0,0.256,0.333,0.31,0.643,0.097,73.8,151327,2024,15132,4000.0
박성빈,키움 히어로즈,-0.02,12,0.05,-0.07,11,11,9,1,2,1,0,0,3,2,0,0,1,1,0,2,0,0,0,0.222,0.364,0.333,0.697,0.137,110.5,154797,2024,15479,3000.0
최주환,키움 히어로즈,-0.03,130,-0.32,0.3,544,544,482,49,124,23,1,13,188,84,0,1,47,6,2,92,12,0,9,0.257,0.325,0.39,0.715,0.111,86.1,101827,2024,10182,65000.0
김태진,키움 히어로즈,-0.04,81,-0.77,0.73,202,197,189,26,42,6,3,0,54,10,0,0,7,0,1,27,1,5,1,0.222,0.249,0.286,0.535,0.035,27.5,112447,2024,11244,11000.0
송지후,키움 히어로즈,-0.05,2,-0.03,-0.01,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,-0.19,-151.2,161307,2024,16130,3000.0
김시앙,키움 히어로즈,-0.07,6,-0.09,0.02,7,7,7,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0.143,0.143,0.143,0.286,-0.07,-52.9,148517,2024,14851,3600.0
김재현,키움 히어로즈,-0.07,110,-0.18,0.1,326,316,288,27,70,11,0,0,81,26,1,1,14,10,0,63,8,10,4,0.243,0.297,0.281,0.578,0.067,52.1,108707,2024,10870,5500.0
김수환,키움 히어로즈,-0.08,2,-0.08,0.0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0,0.0,-0.19,-154.5,130967,2024,13096,4700.0
김동헌,키움 히어로즈,-0.1,2,0.04,-0.14,7,7,5,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0.2,0.429,0.2,0.629,0.153,115.9,154737,2024,15473,4000.0
김주형,키움 히어로즈,-0.12,22,-0.19,0.07,25,24,20,0,3,0,0,0,3,2,0,1,1,3,0,9,0,1,0,0.15,0.292,0.15,0.442,0.05,37.3,142147,2024,14214,4500.0
주성원,키움 히어로즈,-0.13,27,-0.23,0.09,62,61,55,7,11,1,0,1,15,5,0,0,6,0,0,18,2,1,0,0.2,0.279,0.273,0.552,0.054,42.4,141337,2024,14133,3500.0
임병욱,키움 히어로즈,-0.16,42,-0.13,-0.03,92,92,87,14,21,3,0,3,33,10,1,0,4,0,0,32,1,0,1,0.241,0.272,0.379,0.651,0.075,57.9,112267,2024,11226,7000.0
김병휘,키움 히어로즈,-0.19,28,0.03,-0.21,71,70,59,6,10,3,0,1,16,3,0,0,6,5,0,26,0,1,0,0.169,0.3,0.271,0.571,0.081,61.7,145777,2024,14577,3300.0
변상권,키움 히어로즈,-0.2,77,-0.58,0.38,232,232,219,16,55,3,1,5,75,21,0,0,11,1,0,51,4,0,1,0.251,0.289,0.342,0.631,0.075,57.6,132237,2024,13223,4800.0
박준형,키움 히어로즈,-0.22,4,-0.12,-0.11,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0.0,0.0,0.0,0.0,-0.19,-154.2,142117,2024,14211,3000.0
원성준,키움 히어로즈,-0.22,51,-0.16,-0.07,125,124,112,12,28,5,0,2,39,11,2,0,10,0,0,36,2,1,2,0.25,0.306,0.348,0.654,0.087,67.3,161367,2024,16136,3000.0
박주홍,키움 히어로즈,-0.27,25,-0.44,0.17,59,59,49,5,5,2,0,0,7,1,2,0,10,0,0,17,1,0,0,0.102,0.254,0.143,0.397,0.016,12.6,145807,2024,14580,3600.0
장재영,키움 히어로즈,-0.33,38,-0.25,-0.07,139,139,119,14,20,3,0,4,35,13,0,0,17,3,0,64,2,0,0,0.168,0.288,0.294,0.582,0.072,55.7,147847,2024,14784,4000.0
김웅빈,키움 히어로즈,-0.4,12,-0.4,0.0,38,37,32,2,4,0,0,0,4,2,0,0,4,1,0,15,1,1,0,0.125,0.243,0.125,0.368,0.002,1.5,125037,2024,12503,5000.0
고영우,키움 히어로즈,-0.42,94,0.01,-0.43,290,286,254,21,65,12,2,0,81,35,0,0,28,1,0,71,5,4,3,0.256,0.329,0.319,0.648,0.094,73.5,161287,2024,16128,3000.0
이원석,키움 히어로즈,-0.53,39,-0.33,-0.2,109,109,91,5,20,4,0,0,24,8,0,0,14,2,0,18,2,0,2,0.22,0.33,0.264,0.594,0.085,66.4,101807,2024,10180,40000.0
이승원,키움 히어로즈,-0.74,20,-0.53,-0.2,41,39,37,3,4,1,0,0,5,1,0,0,2,0,0,13,2,2,0,0.108,0.154,0.135,0.289,-0.058,-43.9,154767,2024,15476,3100.0
임지열,키움 히어로즈,-0.87,22,-0.59,-0.28,57,57,49,4,5,0,0,1,8,5,0,0,7,0,0,16,2,0,1,0.102,0.211,0.163,0.374,-0.011,-8.3,112257,2024,11225,7200.0
이재상,키움 히어로즈,-1.04,36,-0.55,-0.49,89,88,84,7,16,1,0,1,20,5,0,0,2,2,0,33,0,1,0,0.19,0.227,0.238,0.465,0.013,9.9,161247,2024,16124,3000.0
