Rank,Name,Team,Sort▼,G,GS,IP,TC,PO,Ass,E,F%,RF9,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,수비 관련 득점 기여도,POSAdj,RAAwithPOS,WAAwoPOS,WAAwithPOS▼,팀,pid
21,정은원,22 SS,0.02,2,1,9.0,5,2,3,0,100.0,5.0,0.22,,0.01,-0.15,,,,,0.08,0.08,0.12,0.2,0.008,0.02,한화 이글스,13137
22,장진혁,22 RF,0.014,36,28,249.0,60,54,2,4,93.3,2.02,2.13,-0.34,-0.53,,,,,,1.27,4.45,-1.13,0.14,0.131,0.014,한화 이글스,12583
23,백용환,22 C,0.012,1,0,3.0,4,4,0,0,100.0,12.0,0.0,,0.01,,,,0.08,,0.06,2.32,0.05,0.11,0.007,0.012,한화 이글스,10003
24,임종찬,22 RF,0.004,19,17,137.0,27,24,2,1,96.3,1.71,-0.44,0.77,0.24,,,,,,0.57,4.14,-0.54,0.03,0.059,0.004,한화 이글스,14706
25,장운호,22 CF,0.0,3,0,4.0,0,0,0,0,0.0,0.0,-0.01,,0.01,,,,,,0.0,-0.01,0.0,0.0,0.0,0.0,한화 이글스,11122
26,터크먼,22 RF,-0.005,6,2,26.0,4,4,0,0,100.0,1.38,0.38,-0.35,0.05,,,,,,0.08,0.08,-0.13,-0.05,0.008,-0.005,한화 이글스,15012
27,유로결,22 CF,-0.007,5,1,15.2,6,6,0,0,100.0,3.45,0.21,-0.3,0.02,,,,,,-0.07,-0.33,0.0,-0.07,-0.007,-0.007,한화 이글스,14126
28,이해창,22 C,-0.024,4,3,26.0,21,19,2,0,100.0,7.27,-0.08,,0.08,,-0.29,-0.39,0.26,,-0.5,-17.97,0.26,-0.24,-0.051,-0.024,한화 이글스,10391
29,장진혁,22 CF,-0.029,1,1,9.0,2,2,0,0,100.0,2.0,-0.24,-0.06,0.01,,,,,,-0.28,-0.99,0.0,-0.28,-0.029,-0.029,한화 이글스,12583
30,이원석,22 CF,-0.047,13,6,64.0,20,19,0,1,95.0,2.67,0.98,-1.04,-0.39,,,,,,-0.46,-3.3,0.0,-0.46,-0.047,-0.047,한화 이글스,13138
31,이진영,22 RF,-0.06,54,47,414.2,77,73,3,1,98.7,1.65,1.34,-0.22,0.25,,,,,,1.37,2.83,-1.96,-0.59,0.142,-0.06,한화 이글스,12539
32,정은원,22 2B,-0.063,116,114,981.2,537,247,273,17,96.8,4.77,-6.25,,0.18,0.45,,,,,-5.62,-5.78,5.01,-0.61,-0.58,-0.063,한화 이글스,13137
33,이원석,22 LF,-0.072,4,2,21.0,2,2,0,0,100.0,0.86,0.05,-0.7,0.03,,,,,,-0.61,-4.43,-0.08,-0.69,-0.063,-0.072,한화 이글스,13138
34,유상빈,22 RF,-0.081,3,3,23.0,3,3,0,0,100.0,1.17,-0.84,0.11,0.04,,,,,,-0.7,-5.91,-0.09,-0.79,-0.072,-0.081,한화 이글스,15141
35,허관회,22 C,-0.084,5,1,13.0,14,13,1,0,100.0,9.69,-0.08,,0.04,,,-0.4,-0.71,,-0.94,-9.02,0.12,-0.82,-0.097,-0.084,한화 이글스,14204
36,박상언,22 C,-0.085,51,35,329.2,310,275,26,9,97.1,8.22,-0.48,,-2.38,,0.11,-0.99,-0.71,,-4.23,-10.89,3.41,-0.83,-0.436,-0.085,한화 이글스,12587
37,노시환,22 1B,-0.088,36,25,232.0,229,209,17,3,98.7,8.77,1.3,,0.17,,-0.19,,,,1.29,1.61,-2.14,-0.85,0.133,-0.088,한화 이글스,14125
38,원혁재,22 RF,-0.094,4,4,26.0,6,6,0,0,100.0,2.08,-0.82,-0.05,0.05,,,,,,-0.82,-10.79,-0.09,-0.91,-0.085,-0.094,한화 이글스,12872
39,허인서,22 C,-0.115,8,4,43.0,35,33,1,1,97.1,7.12,-0.14,,-0.35,,,0.04,-1.6,,-1.57,-28.21,0.46,-1.11,-0.162,-0.115,한화 이글스,15015
40,김인환,22 1B,-0.118,75,71,603.2,629,567,57,5,99.2,9.3,4.59,,0.45,,-0.17,,,,4.88,6.21,-6.02,-1.14,0.503,-0.118,한화 이글스,12589
41,이도윤,22 2B,-0.125,18,9,95.0,46,19,24,3,93.5,4.07,-1.25,,0.11,-0.43,,,,,-1.57,-2.82,0.36,-1.21,-0.162,-0.125,한화 이글스,11414
42,변우혁,22 1B,-0.139,8,6,54.1,59,54,3,2,96.6,9.44,-0.59,,-0.44,,0.15,,,,-0.89,-6.08,-0.46,-1.35,-0.091,-0.139,한화 이글스,14124
43,원혁재,22 LF,-0.14,5,3,29.0,10,10,0,0,100.0,3.1,-1.1,-0.18,0.04,,,,,,-1.24,-16.19,-0.12,-1.36,-0.127,-0.14,한화 이글스,12872
44,노시환,22 3B,-0.162,74,69,594.2,160,49,104,7,95.6,2.32,-1.83,,0.51,-0.18,-0.08,,,,-1.57,-1.97,0.0,-1.57,-0.162,-0.162,한화 이글스,14125
45,정민규,22 1B,-0.171,8,7,58.0,46,39,6,1,97.8,6.98,-0.65,,0.04,,-0.6,,,,-1.2,-19.24,-0.46,-1.66,-0.124,-0.171,한화 이글스,14813
46,노수광,22 CF,-0.22,11,7,71.0,24,24,0,0,100.0,3.04,-1.8,-0.43,0.1,,,,,,-2.13,-2.62,0.0,-2.13,-0.22,-0.22,한화 이글스,11268
47,이진영,22 LF,-0.229,13,8,71.2,15,14,0,1,93.3,1.76,-1.78,0.26,-0.38,,,,,,-1.89,-3.89,-0.33,-2.22,-0.195,-0.229,한화 이글스,12539
48,김태연,22 RF,-0.246,14,11,94.0,18,16,1,1,94.4,1.63,-2.26,0.17,0.17,,,,,,-1.93,-2.33,-0.46,-2.39,-0.198,-0.246,한화 이글스,12585
49,권광민,22 LF,-0.246,18,14,131.0,32,32,0,0,100.0,2.2,-1.73,-0.26,0.2,,,,,,-1.8,-8.09,-0.59,-2.39,-0.185,-0.246,한화 이글스,13676
50,유상빈,22 LF,-0.257,11,10,78.0,11,11,0,0,100.0,1.27,-1.33,-0.91,0.12,,,,,,-2.12,-17.98,-0.37,-2.49,-0.219,-0.257,한화 이글스,15141
51,유로결,22 RF,-0.329,9,5,49.0,7,6,0,1,85.7,1.1,-2.24,-0.37,-0.4,,,,,,-3.01,-14.43,-0.19,-3.2,-0.31,-0.329,한화 이글스,14126
52,터크먼,22 CF,-0.345,132,129,1103.2,368,355,8,5,98.6,2.96,-3.68,1.21,-0.88,,,,,,-3.35,-3.35,0.0,-3.35,-0.345,-0.345,한화 이글스,15012
53,이도윤,22 P,,2,0,1.1,1,0,1,0,100.0,6.75,,,,,,,,,0.0,0.0,,,0.0,,한화 이글스,11414
53,이원석,22 RF,,1,0,1.0,0,0,0,0,0.0,0.0,,,0.0,,,,,,0.0,0.01,,,0.0,,한화 이글스,13138
53,임종찬,22 CF,,1,0,1.0,0,0,0,0,0.0,0.0,,-0.18,0.0,,,,,,-0.18,-1.28,,,-0.018,,한화 이글스,14706
53,장시환,22 P,,64,0,63.2,11,4,7,0,100.0,1.55,,,,,,,,,0.0,0.0,,,0.0,,한화 이글스,10453
53,김민우,22 P,,29,29,163.0,26,9,16,1,96.2,1.38,,,,,,,,,0.0,0.0,,,0.0,,한화 이글스,11410
53,문동주,22 P,,13,4,28.2,7,1,6,0,100.0,2.2,,,,,,,,,0.0,,,,0.0,,한화 이글스,15013
53,류희운,22 P,,7,0,6.0,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,,한화 이글스,12655
53,신정락,22 P,,44,0,47.0,16,6,10,0,100.0,3.06,,,,,,,,,0.0,0.0,,,0.0,,한화 이글스,10516
53,주현상,22 P,,49,0,55.1,12,4,8,0,100.0,1.95,,,,,,,,,0.0,0.0,,,0.0,,한화 이글스,11415
53,김범수,22 P,,78,0,66.0,17,5,11,1,94.1,2.18,,,,,,,,,0.0,0.0,,,0.0,,한화 이글스,11411
53,박정현,22 LF,,1,0,2.0,1,1,0,0,100.0,4.5,0.34,,0.0,,,,,,0.35,0.62,,,0.036,,한화 이글스,14704
53,윤호솔,22 P,,52,0,42.1,4,1,2,1,75.0,0.64,,,,,,,,,0.0,0.0,,,0.0,,한화 이글스,11170
53,하주석,22 1B,,1,0,1.0,1,1,0,0,100.0,9.0,0.0,,0.0,,,,,,0.0,0.0,,,0.0,,한화 이글스,10913
53,김태연,22 LF,,2,0,2.0,0,0,0,0,0.0,0.0,-0.46,,0.0,,,,,,-0.46,-0.55,,,-0.047,,한화 이글스,12585
1,오지환,22 SS,1.729,142,137,1167.0,585,210,359,16,97.3,4.39,5.0,,0.96,-0.53,,,,,5.44,5.51,11.34,16.78,0.56,1.729,LG 트윈스,10475
2,유강남,22 C,1.41,134,116,1008.1,899,821,71,7,99.2,7.96,0.32,,0.17,,0.25,0.26,2.65,,2.86,2.96,10.82,13.68,0.294,1.41,LG 트윈스,10753
3,박해민,22 CF,1.126,144,142,1205.0,360,355,3,2,99.4,2.67,9.57,0.64,0.71,,,,,,10.92,10.92,0.0,10.92,1.126,1.126,LG 트윈스,11190
4,문보경,22 3B,0.536,97,94,749.0,179,40,135,4,97.8,2.1,4.0,,0.16,1.1,-0.07,,,,5.2,5.94,0.0,5.2,0.536,0.536,LG 트윈스,14137
5,문성주,22 RF,0.332,32,26,242.1,55,53,2,0,100.0,2.04,2.89,1.15,0.43,,,,,,4.47,6.07,-1.25,3.22,0.461,0.332,LG 트윈스,13112
6,이영빈,22 SS,0.191,23,3,62.0,36,11,24,1,97.2,5.08,0.94,,0.1,0.39,,,,,1.43,3.43,0.42,1.85,0.147,0.191,LG 트윈스,14783
7,홍창기,22 LF,0.177,5,2,25.2,10,10,0,0,100.0,3.51,1.2,0.59,0.04,,,,,,1.83,2.24,-0.11,1.72,0.189,0.177,LG 트윈스,12546
8,홍창기,22 CF,0.159,16,2,44.0,14,14,0,0,100.0,2.86,1.53,-0.05,0.06,,,,,,1.54,1.88,0.0,1.54,0.159,0.159,LG 트윈스,12546
9,루이즈,22 3B,0.132,22,20,174.0,52,19,31,2,96.2,2.59,1.51,,-0.33,0.0,0.11,,,,1.28,6.85,0.0,1.28,0.132,0.132,LG 트윈스,15002
10,문성주,22 LF,0.116,28,23,213.0,73,71,2,0,100.0,3.08,2.67,-0.88,0.32,,,,,,2.11,2.87,-0.99,1.12,0.218,0.116,LG 트윈스,13112
11,신민재,22 CF,0.112,4,0,8.0,4,4,0,0,100.0,4.5,1.13,-0.06,0.01,,,,,,1.08,11.14,0.0,1.08,0.112,0.112,LG 트윈스,13056
12,이상호,22 2B,0.104,32,8,123.0,72,27,43,2,97.2,5.12,0.68,,-0.34,0.22,,,,,0.56,1.36,0.44,1.0,0.058,0.104,LG 트윈스,11147
13,송찬의,22 RF,0.098,6,4,34.0,10,10,0,0,100.0,2.65,1.19,-0.17,0.06,,,,,,1.08,4.71,-0.13,0.95,0.111,0.098,LG 트윈스,13109
14,이형종,22 1B,0.09,3,1,12.0,11,11,0,0,100.0,8.25,0.94,,0.01,,,,,,0.95,5.26,-0.08,0.87,0.098,0.09,LG 트윈스,12516
15,이형종,22 RF,0.082,5,2,22.2,8,7,1,0,100.0,3.18,1.26,-0.41,0.04,,,,,,0.89,4.93,-0.09,0.8,0.092,0.082,LG 트윈스,12516
16,송찬의,22 2B,0.078,16,13,105.0,76,34,38,4,94.7,6.17,-0.03,,0.12,0.22,,,,,0.32,1.37,0.44,0.76,0.032,0.078,LG 트윈스,13109
17,김기연,22 C,0.076,12,1,24.0,12,12,0,0,100.0,4.5,-0.08,,0.07,,,,0.75,,0.52,6.2,0.22,0.73,0.053,0.076,LG 트윈스,12549
18,손호영,22 3B,0.063,3,0,6.0,2,0,2,0,100.0,3.0,0.61,,0.01,,,,,,0.61,2.44,0.0,0.61,0.063,0.063,LG 트윈스,14590
19,한석현,22 CF,0.063,3,0,10.0,2,2,0,0,100.0,1.8,0.45,0.14,0.01,,,,,,0.61,14.57,0.0,0.61,0.063,0.063,LG 트윈스,13250
20,한석현,22 LF,0.061,1,0,5.0,2,2,0,0,100.0,3.6,0.6,0.01,0.01,,,,,,0.61,14.68,-0.02,0.59,0.063,0.061,LG 트윈스,13250
21,이영빈,22 1B,0.047,6,2,20.0,19,19,0,0,100.0,8.55,0.43,,0.02,,0.15,,,,0.6,1.43,-0.14,0.46,0.061,0.047,LG 트윈스,14783
22,손호영,22 1B,0.045,2,0,4.0,6,5,1,0,100.0,13.5,0.45,,0.0,,,,,,0.46,1.83,-0.02,0.44,0.047,0.045,LG 트윈스,14590
23,가르시아,22 2B,0.042,35,34,297.0,150,58,87,5,96.7,4.39,-0.74,,-0.14,-0.11,,,,,-0.99,-3.64,1.39,0.4,-0.102,0.042,LG 트윈스,15150
24,안익훈,22 CF,0.039,4,0,8.0,3,3,0,0,100.0,3.38,0.36,,0.01,,,,,,0.37,3.85,0.0,0.37,0.039,0.039,LG 트윈스,11347
25,허도환,22 C,0.031,63,27,254.2,224,211,13,0,100.0,7.92,-0.03,,0.78,,0.07,-0.26,-3.42,,-1.83,-4.12,2.14,0.3,-0.189,0.031,LG 트윈스,10684
26,이재원,22 CF,0.028,3,0,6.0,5,4,1,0,100.0,7.5,-0.62,0.88,0.01,,,,,,0.27,0.46,0.0,0.27,0.028,0.028,LG 트윈스,13104
27,이상호,22 3B,0.027,5,2,18.1,11,3,7,1,90.9,4.91,0.91,,-0.47,-0.18,,,,,0.26,0.62,0.0,0.26,0.027,0.027,LG 트윈스,11147
28,이천웅,22 CF,0.017,3,0,5.0,3,3,0,0,100.0,5.4,0.48,-0.32,0.01,,,,,,0.17,1.25,0.0,0.17,0.017,0.017,LG 트윈스,10935
29,최민창,22 LF,0.001,3,0,8.0,2,2,0,0,100.0,2.25,0.03,,0.01,,,,,,0.04,1.55,-0.03,0.01,0.004,0.001,LG 트윈스,11351
30,최민창,22 CF,0.0,1,0,1.0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,,,0.0,0.03,0.0,0.0,0.0,0.0,LG 트윈스,11351
31,김호은,22 1B,-0.003,1,0,3.0,2,2,0,0,100.0,6.0,-0.01,,0.0,,,,,,-0.01,-0.5,-0.02,-0.03,-0.001,-0.003,LG 트윈스,12554
32,안익훈,22 RF,-0.017,7,0,11.0,3,3,0,0,100.0,2.45,-0.55,0.38,0.02,,,,,,-0.16,-1.63,-0.01,-0.17,-0.016,-0.017,LG 트윈스,11347
33,가르시아,22 SS,-0.025,2,1,6.0,3,0,3,0,100.0,4.5,-0.59,,0.01,0.28,,,,,-0.31,-1.13,0.06,-0.25,-0.032,-0.025,LG 트윈스,15150
34,최민창,22 RF,-0.035,1,0,4.0,0,0,0,0,0.0,0.0,,-0.34,0.01,,,,,,-0.33,-11.83,-0.01,-0.34,-0.034,-0.035,LG 트윈스,11351
35,손호영,22 SS,-0.04,13,3,37.0,21,6,15,0,100.0,5.11,-0.84,,0.06,0.12,,,,,-0.66,-2.66,0.28,-0.38,-0.069,-0.04,LG 트윈스,14590
36,송찬의,22 1B,-0.044,8,1,24.0,24,22,2,0,100.0,9.0,-0.25,,0.02,,,,,,-0.23,-1.0,-0.2,-0.43,-0.024,-0.044,LG 트윈스,13109
37,안익훈,22 LF,-0.045,3,0,6.0,1,1,0,0,100.0,1.5,-0.09,-0.34,0.01,,,,,,-0.43,-4.43,-0.01,-0.44,-0.044,-0.045,LG 트윈스,11347
38,홍창기,22 RF,-0.051,104,97,828.2,172,165,6,1,99.4,1.86,2.61,0.33,0.98,,,,,,3.92,4.79,-4.42,-0.5,0.404,-0.051,LG 트윈스,12546
39,김민성,22 3B,-0.064,79,25,313.1,68,19,46,3,95.6,1.87,-0.53,,0.27,-0.46,0.1,,,,-0.62,-0.97,0.0,-0.62,-0.064,-0.064,LG 트윈스,10238
40,이재원,22 RF,-0.064,18,13,99.1,25,24,0,1,96.0,2.17,0.96,-0.84,-0.31,,,,,,-0.19,-0.32,-0.43,-0.62,-0.02,-0.064,LG 트윈스,13104
41,이영빈,22 2B,-0.065,15,6,62.0,40,17,22,1,97.5,5.66,-0.7,,0.07,-0.29,,,,,-0.92,-2.22,0.29,-0.63,-0.095,-0.065,LG 트윈스,14783
42,채은성,22 RF,-0.078,8,1,33.0,6,6,0,0,100.0,1.64,-0.6,-0.06,0.06,,,,,,-0.6,-0.69,-0.15,-0.75,-0.062,-0.078,LG 트윈스,11215
43,한석현,22 RF,-0.082,2,1,12.0,3,3,0,0,100.0,2.25,-0.77,0.01,0.02,,,,,,-0.74,-17.78,-0.05,-0.79,-0.076,-0.082,LG 트윈스,13250
44,이천웅,22 LF,-0.095,6,1,19.0,1,1,0,0,100.0,0.47,-0.9,,0.03,,,,,,-0.87,-6.6,-0.05,-0.92,-0.09,-0.095,LG 트윈스,10935
45,루이즈,22 2B,-0.096,4,4,35.0,14,6,7,1,92.9,3.34,-1.11,,0.04,,,,,,-1.07,-5.69,0.14,-0.93,-0.11,-0.096,LG 트윈스,15002
46,이상호,22 1B,-0.136,16,1,31.1,24,23,1,0,100.0,6.89,-1.18,,0.02,,,,,,-1.16,-2.78,-0.16,-1.32,-0.12,-0.136,LG 트윈스,11147
47,서건창,22 2B,-0.153,63,54,474.0,257,98,155,4,98.4,4.8,-3.68,,0.07,0.07,,,,,-3.54,-6.61,2.05,-1.49,-0.364,-0.153,LG 트윈스,10855
48,이상호,22 SS,-0.157,9,0,16.0,13,4,8,1,92.3,6.75,-1.38,,0.03,-0.25,,,,,-1.6,-3.85,0.08,-1.52,-0.165,-0.157,LG 트윈스,11147
49,김민성,22 2B,-0.184,6,6,45.0,29,14,15,0,100.0,5.8,-2.28,,0.05,0.22,,,,,-2.0,-3.14,0.22,-1.78,-0.207,-0.184,LG 트윈스,10238
50,가르시아,22 3B,-0.19,4,3,27.1,8,2,5,1,87.5,2.3,-1.04,,0.02,-0.46,-0.37,,,,-1.84,-6.8,0.0,-1.84,-0.19,-0.19,LG 트윈스,15150
51,문보경,22 1B,-0.264,68,19,257.2,260,238,20,2,99.2,9.01,-0.34,,-0.29,,0.03,,,,-0.6,-0.68,-1.96,-2.56,-0.062,-0.264,LG 트윈스,14137
52,손호영,22 2B,-0.284,20,19,146.0,81,35,41,5,93.8,4.68,-2.73,,-0.31,-0.33,,,,,-3.37,-13.49,0.62,-2.75,-0.348,-0.284,LG 트윈스,14590
53,이재원,22 LF,-0.305,32,23,204.2,37,36,1,0,100.0,1.63,-2.06,-0.33,0.31,,,,,,-2.08,-3.53,-0.88,-2.96,-0.215,-0.305,LG 트윈스,13104
54,김현수,22 LF,-0.774,96,94,802.1,178,172,4,2,98.9,1.97,-2.33,-1.33,0.24,,,,,,-3.42,-3.49,-4.09,-7.51,-0.353,-0.774,LG 트윈스,10187
55,채은성,22 1B,-0.973,121,120,935.0,960,896,54,10,99.0,9.14,1.22,,-0.26,,-0.38,,,,0.58,0.66,-10.02,-9.44,0.06,-0.973,LG 트윈스,11215
56,박해민,22 1B,,1,0,1.0,1,1,0,0,100.0,9.0,0.47,,0.0,,,,,,0.47,0.47,,,0.049,,LG 트윈스,11190
56,문성주,22 CF,,1,0,1.0,1,1,0,0,100.0,9.0,0.22,,0.0,,,,,,0.22,0.3,,,0.023,,LG 트윈스,13112
56,송승기,22 P,,7,0,8.1,3,0,3,0,100.0,3.24,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,14846
56,최동환,22 P,,47,0,50.0,5,1,3,1,80.0,0.72,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,10535
56,박재욱,22 C,,1,0,1.0,1,1,0,0,100.0,9.0,0.0,,0.0,,,,0.01,,0.01,1.64,,,0.001,,LG 트윈스,12512
56,배재준,22 P,,17,5,31.1,5,1,4,0,100.0,1.44,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,12697
56,플럿코,22 P,,27,28,162.0,12,1,11,0,100.0,0.67,,,,,,,,,0.0,,,,0.0,,LG 트윈스,15003
56,송은범,22 P,,25,0,26.2,4,1,3,0,100.0,1.35,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,10137
56,최성훈,22 P,,44,0,33.1,8,4,3,1,87.5,1.89,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,10851
56,신민재,22 2B,,1,0,1.0,0,0,0,0,0.0,0.0,0.0,,0.0,,,,,,0.0,-0.01,,,0.0,,LG 트윈스,13056
56,고우석,22 P,,61,0,60.2,14,4,8,2,85.7,1.78,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,12907
56,허준혁,22 P,,6,0,4.2,0,0,0,0,0.0,0.0,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,15083
56,김진성,22 P,,65,0,58.0,10,0,10,0,100.0,1.55,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,11166
56,신민재,22 LF,,3,0,4.1,1,1,0,0,100.0,2.08,-0.32,,0.01,,,,,,-0.32,-3.26,,,-0.033,,LG 트윈스,13056
56,이영빈,22 RF,,1,0,1.0,2,2,0,0,100.0,18.0,0.19,,0.0,,,,,,0.19,0.46,,,0.02,,LG 트윈스,14783
56,함덕주,22 P,,12,0,12.2,1,0,1,0,100.0,0.71,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,11094
56,채지선,22 P,,3,0,3.0,2,0,2,0,100.0,6.0,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,11387
56,진해수,22 P,,63,0,45.0,9,3,6,0,100.0,1.8,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,10075
56,백승현,22 P,,12,0,10.0,5,2,3,0,100.0,4.5,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,13009
56,정우영,22 P,,67,0,58.0,17,0,17,0,100.0,2.64,,,,,,,,,0.0,0.0,,,0.0,,LG 트윈스,14136
1,정보근,22 C,0.543,94,67,585.2,641,592,43,6,99.1,9.76,0.76,,-1.12,,-0.22,0.99,-0.82,,-0.16,-0.24,5.42,5.27,-0.016,0.543,롯데 자이언츠,13154
2,지시완,22 C,0.498,71,48,426.1,413,388,23,2,99.5,8.68,0.27,,0.82,,-0.19,-2.33,2.75,,0.49,0.94,4.34,4.83,0.051,0.498,롯데 자이언츠,11413
3,김민수,22 3B,0.292,20,14,113.1,41,11,29,1,97.6,3.18,2.26,,0.1,0.35,0.12,,,,2.83,7.15,0.0,2.83,0.292,0.292,롯데 자이언츠,12931
4,강태율,22 C,0.15,17,9,82.0,85,78,7,0,100.0,9.33,-0.08,,0.25,,-0.29,1.28,-0.77,,0.61,4.63,0.84,1.45,0.063,0.15,롯데 자이언츠,11388
5,이호연,22 3B,0.14,26,17,172.1,48,13,34,1,97.9,2.45,1.17,,0.15,0.07,-0.04,,,,1.35,2.22,0.0,1.35,0.14,0.14,롯데 자이언츠,13151
6,배성근,22 SS,0.132,3,1,14.0,5,3,2,0,100.0,3.21,1.16,,0.02,,,,,,1.18,7.73,0.1,1.28,0.122,0.132,롯데 자이언츠,13279
7,황성빈,22 RF,0.128,13,11,95.2,23,22,1,0,100.0,2.16,1.52,0.07,0.17,,,,,,1.76,2.49,-0.52,1.24,0.182,0.128,롯데 자이언츠,14642
8,렉스,22 LF,0.122,17,15,113.1,35,33,1,1,97.1,2.7,1.9,0.19,-0.31,,,,,,1.78,4.58,-0.6,1.18,0.184,0.122,롯데 자이언츠,15152
