Rank,Name,Team,Sort▼,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,WAR▼,팀,pid
Rank,Name,Team,WAR,G,GS,GR,GF,CG,SHO,W,L,S,HD,IP,ER,R,rRA,TBF,H,2B,3B,HR,BB,HP,IB,SO,ROE,BK,WP,ERA,RA9,rRA9,rRA9pf,FIP,WHIP,WAR▼,,
20,로니,22 P,-0.04,10,9,1,0,0,0,3,3,0,0,44.1,29,36,32.4,208,47,7,1,7,28,3,0,32,4,1,2,5.89,7.31,6.58,6.7,6.03,1.69,-0.04,KIA 타이거즈,14997
21,김유신,22 P,-0.07,10,0,10,1,0,0,1,0,0,0,14.2,10,11,10.55,70,9,4,0,3,16,0,0,9,1,0,0,6.14,6.75,6.47,6.47,8.07,1.7,-0.07,KIA 타이거즈,13114
22,이민우,22 P,-0.23,1,1,0,0,0,0,0,1,0,0,4.0,7,7,7.0,24,10,1,0,0,3,2,0,1,0,0,0,15.75,15.75,15.75,14.68,7.03,3.25,-0.23,KIA 타이거즈,13003
23,송후섭,22 P,-0.24,1,0,1,0,0,0,0,0,0,0,0.1,6,6,5.3,7,4,1,0,0,1,1,0,0,0,0,0,99.99,99.99,143.1,133.35,22.38,15.0,-0.24,KIA 타이거즈,12867
24,박준표,22 P,-0.26,34,0,34,6,0,0,1,0,0,8,23.1,14,15,16.55,112,27,4,0,4,10,8,3,11,1,0,0,5.4,5.79,6.38,6.62,6.64,1.59,-0.26,KIA 타이거즈,11070
25,최지민,22 P,-0.28,6,0,6,3,0,0,0,0,0,0,6.0,9,9,8.65,36,12,2,0,1,5,1,0,7,0,0,1,13.5,13.5,12.98,13.32,5.95,2.83,-0.28,KIA 타이거즈,15057
26,김현준,22 P,-0.3,12,0,12,7,0,0,0,1,0,0,14.2,9,14,15.0,72,19,7,0,0,5,2,2,9,3,0,0,5.52,8.59,9.2,9.5,3.31,1.64,-0.3,KIA 타이거즈,12533
27,김재열,22 P,-0.32,47,0,47,15,0,0,1,2,1,5,43.0,29,33,32.15,193,45,10,2,5,22,1,2,36,3,0,3,6.07,6.91,6.73,6.82,4.66,1.56,-0.32,KIA 타이거즈,14747
28,남하준,22 P,-0.41,11,0,11,6,0,0,1,1,0,1,10.1,10,11,12.0,55,18,4,0,4,6,1,0,6,0,0,1,8.71,9.58,10.45,10.56,9.04,2.32,-0.41,KIA 타이거즈,12535
29,김정빈,22 P,-0.43,31,0,31,7,0,0,3,0,0,2,27.0,21,21,22.4,128,23,5,2,2,24,4,0,23,0,0,3,7.0,7.0,7.47,7.61,5.75,1.74,-0.43,KIA 타이거즈,11364
30,유승철,22 P,-0.94,21,0,21,6,0,0,3,0,0,0,19.0,16,20,22.9,93,21,5,0,5,16,0,1,14,1,0,8,7.58,9.47,10.85,10.44,7.52,1.95,-0.94,KIA 타이거즈,12914
1,고영표,22 P,6.13,28,28,0,1,1,1,13,8,0,0,182.1,66,69,67.45,758,191,31,3,7,23,16,1,156,7,0,1,3.26,3.41,3.33,3.21,2.75,1.17,6.13,KT 위즈,11308
2,소형준,22 P,5.39,27,27,0,0,0,0,13,6,0,0,171.1,58,68,66.6,703,158,16,6,8,39,5,1,117,11,0,6,3.05,3.57,3.5,3.39,3.41,1.15,5.39,KT 위즈,14600
3,엄상백,22 P,4.73,33,22,11,0,0,0,11,2,0,0,140.1,46,52,51.15,581,125,24,2,14,46,4,0,139,4,0,1,2.95,3.33,3.28,3.12,3.6,1.22,4.73,KT 위즈,11318
4,벤자민,22 P,3.48,17,17,0,0,0,0,5,4,0,0,96.2,29,34,34.0,385,75,9,1,11,24,4,2,77,6,1,3,2.7,3.17,3.17,3.02,4.04,1.02,3.48,KT 위즈,15143
5,김민수,22 P,3.24,76,0,76,13,0,0,5,4,3,30,80.2,17,19,25.35,327,66,13,1,3,15,6,3,91,4,0,6,1.9,2.12,2.83,2.72,2.1,1.0,3.24,KT 위즈,11317
6,데스파이네,22 P,2.69,30,29,1,0,0,0,8,12,0,0,163.0,82,94,88.2,725,198,27,0,14,48,9,2,123,13,1,7,4.53,5.19,4.87,4.7,3.98,1.51,2.69,KT 위즈,14602
7,김재윤,22 P,2.26,61,0,61,55,0,0,9,7,33,0,66.1,24,26,24.95,267,46,6,0,5,21,0,6,78,1,1,2,3.26,3.53,3.39,3.3,2.54,1.01,2.26,KT 위즈,11489
8,배제성,22 P,2.11,24,18,6,4,0,0,3,9,0,0,107.0,50,56,54.3,458,103,15,2,8,46,1,0,89,3,0,8,4.21,4.71,4.57,4.26,3.96,1.39,2.11,KT 위즈,11394
9,주권,22 P,1.37,58,0,58,9,0,0,3,3,1,15,50.2,22,22,19.3,203,58,7,1,3,8,0,0,31,0,0,0,3.91,3.91,3.43,3.42,3.45,1.3,1.37,KT 위즈,11323
10,박영현,22 P,0.93,52,0,52,17,0,0,0,1,0,2,51.2,21,23,24.85,219,46,8,0,5,20,0,1,55,1,0,3,3.66,4.01,4.33,4.09,3.41,1.28,0.93,KT 위즈,15089
11,이채호,22 P,0.76,38,0,38,6,0,0,5,0,0,3,36.2,12,13,15.95,156,28,11,0,0,13,6,2,32,2,0,2,2.95,3.19,3.92,3.81,3.12,1.12,0.76,KT 위즈,13130
12,심재민,22 P,0.63,44,1,43,7,0,0,4,1,0,6,43.1,18,19,21.9,184,41,6,2,4,16,2,3,21,2,0,0,3.74,3.95,4.55,4.45,4.82,1.32,0.63,KT 위즈,11311
13,쿠에바스,22 P,0.48,2,2,0,0,0,0,1,0,0,0,11.0,3,3,3.0,40,2,0,0,1,5,1,0,8,0,0,2,2.45,2.45,2.45,2.41,4.74,0.64,0.48,KT 위즈,13942
14,박시영,22 P,0.36,17,0,17,6,0,0,0,2,0,5,15.2,8,8,7.1,68,19,1,0,2,4,0,1,11,0,0,0,4.6,4.6,4.08,4.0,4.14,1.47,0.36,KT 위즈,10737
15,조현우,22 P,0.25,19,0,19,3,0,0,0,0,0,2,12.0,6,8,5.2,57,14,3,1,0,4,4,0,5,1,0,0,4.5,6.0,3.9,3.72,4.81,1.5,0.25,KT 위즈,11316
16,김민,22 P,0.21,6,0,6,0,0,0,0,0,0,2,7.2,2,2,2.5,28,4,0,0,1,2,1,0,8,0,0,0,2.35,2.35,2.93,3.01,3.94,0.78,0.21,KT 위즈,13167
17,이정현,22 P,0.11,3,0,3,2,0,0,0,0,0,0,3.2,1,1,1.0,18,3,0,0,1,4,1,0,1,0,0,0,2.45,2.45,2.45,2.26,10.58,1.91,0.11,KT 위즈,12937
18,안영명,22 P,0.07,4,0,4,2,0,0,0,0,0,0,3.1,1,1,1.35,13,3,1,0,0,0,0,0,1,1,0,0,2.7,2.7,3.65,3.49,3.03,0.9,0.07,KT 위즈,10600
19,지명성,22 P,0.03,2,0,2,2,0,0,0,0,0,0,2.0,1,1,1.0,10,3,0,0,0,0,1,0,1,0,0,1,4.5,4.5,4.5,4.15,4.08,1.5,0.03,KT 위즈,14775
20,이상우,22 P,0.01,2,0,2,0,0,0,0,0,0,0,3.1,1,1,2.55,14,3,1,0,0,2,0,0,1,0,0,0,2.7,2.7,6.89,6.35,4.89,1.5,0.01,KT 위즈,15090
21,김태오,22 P,-0.02,5,0,5,1,0,0,0,0,0,0,4.1,2,2,3.9,22,9,0,0,0,0,0,0,5,0,0,0,4.15,4.15,8.1,7.47,0.9,2.08,-0.02,KT 위즈,12577
22,이창재,22 P,-0.11,4,0,4,1,0,0,0,1,0,0,1.1,5,5,3.45,12,5,1,0,0,2,1,0,2,0,0,0,33.75,33.75,23.29,21.47,7.01,5.25,-0.11,KT 위즈,11320
23,전유수,22 P,-0.22,8,0,8,8,0,0,0,0,0,0,11.0,10,10,12.75,54,17,6,0,1,5,0,0,2,0,0,0,8.18,8.18,10.43,10.04,5.82,2.0,-0.22,KT 위즈,10841
24,하준호,22 P,-0.29,20,0,20,6,0,0,0,1,0,0,16.1,15,16,15.35,77,16,2,0,2,16,1,0,15,0,0,1,8.27,8.82,8.46,8.54,6.17,1.96,-0.29,KT 위즈,10304
25,류희운,22 P,-0.36,8,0,8,1,0,0,0,1,0,0,5.2,9,9,8.85,26,10,0,0,2,1,0,0,5,0,0,0,14.29,14.29,14.06,12.96,6.33,1.94,-0.36,KT 위즈,12655
1,수아레즈,22 P,6.23,30,29,1,0,0,0,6,8,0,0,173.2,48,61,59.8,714,151,19,0,7,50,4,0,159,16,0,6,2.49,3.16,3.1,3.09,2.94,1.16,6.23,삼성 라이온즈,15001
2,뷰캐넌,22 P,5.47,26,26,0,1,1,1,11,8,0,0,160.0,54,61,60.3,691,176,29,2,10,39,8,0,117,6,0,2,3.04,3.43,3.39,3.22,3.61,1.34,5.47,삼성 라이온즈,14617
3,원태인,22 P,4.37,27,27,0,0,0,0,10,8,0,0,165.1,72,75,73.3,700,175,25,1,16,38,4,3,130,8,0,3,3.92,4.08,3.99,3.86,3.72,1.29,4.37,삼성 라이온즈,14113
4,오승환,22 P,1.54,57,0,57,47,0,0,6,2,31,2,57.0,21,23,25.2,239,59,9,1,8,13,1,0,51,4,0,1,3.32,3.63,3.98,3.75,3.98,1.26,1.54,삼성 라이온즈,10367
5,백정현,22 P,1.51,24,24,0,0,0,0,4,13,0,0,124.2,73,76,73.75,562,154,27,2,22,37,9,1,70,9,0,9,5.27,5.49,5.32,5.2,5.62,1.53,1.51,삼성 라이온즈,10363
6,홍정우,22 P,0.67,26,0,26,4,0,0,5,2,0,1,26.2,9,10,10.7,111,19,6,0,3,13,0,4,20,1,0,0,3.04,3.38,3.61,3.42,4.53,1.2,0.67,삼성 라이온즈,13242
7,이승현,22 P,0.66,54,0,54,8,0,0,0,2,0,13,50.0,26,26,26.4,217,48,14,1,5,22,3,1,39,0,0,0,4.68,4.68,4.75,4.64,4.51,1.4,0.66,삼성 라이온즈,10527
8,우규민,22 P,0.57,60,0,60,7,0,0,4,3,1,16,47.0,17,21,25.8,201,55,11,0,3,6,4,2,31,6,1,0,3.26,4.02,4.94,4.72,3.42,1.3,0.57,삼성 라이온즈,10523
9,문용익,22 P,0.42,39,0,39,11,0,0,1,2,1,2,37.2,14,20,20.85,163,31,5,0,2,22,2,0,23,2,0,2,3.35,4.78,4.98,4.84,4.86,1.41,0.42,삼성 라이온즈,12885
10,이승현,22 P,0.25,58,0,58,12,0,0,2,4,1,14,47.2,24,28,28.9,212,43,10,1,5,21,3,2,57,5,0,6,4.53,5.29,5.46,5.26,3.47,1.34,0.25,삼성 라이온즈,14798
11,최하늘,22 P,0.22,14,5,9,4,0,0,1,4,0,1,33.2,23,23,22.25,156,42,4,1,5,15,2,0,18,0,1,0,6.15,6.15,5.95,5.6,5.78,1.69,0.22,삼성 라이온즈,13152
12,이승민,22 P,0.21,2,0,2,0,0,0,0,0,0,0,5.1,1,1,1.0,23,2,1,0,0,5,0,0,2,0,0,0,1.69,1.69,1.69,1.57,5.75,1.31,0.21,삼성 라이온즈,14616
13,박주혁,22 P,0.17,8,0,8,6,0,0,0,0,0,0,6.2,1,3,2.15,29,5,0,0,1,4,0,0,3,0,0,1,1.35,4.05,2.9,2.76,6.3,1.35,0.17,삼성 라이온즈,14668
14,김대우,22 P,0.16,4,0,4,1,0,0,1,0,0,0,4.1,1,1,1.0,16,4,0,0,0,0,0,0,5,0,0,0,2.08,2.08,2.08,2.33,0.9,0.92,0.16,삼성 라이온즈,10685
15,허윤동,22 P,0.15,12,12,0,0,0,0,4,3,0,0,55.0,40,43,40.05,264,64,13,0,8,34,6,0,36,1,0,2,6.55,7.04,6.55,6.26,6.13,1.78,0.15,삼성 라이온즈,14613
16,최충연,22 P,0.11,38,0,38,13,0,0,0,1,0,0,38.1,20,24,25.25,177,39,10,1,3,20,5,3,29,5,0,3,4.7,5.63,5.93,5.82,4.6,1.54,0.11,삼성 라이온즈,12530
17,김윤수,22 P,0.1,37,1,36,5,0,0,3,3,0,3,35.0,23,29,22.95,168,39,9,0,2,22,2,1,32,5,0,6,5.91,7.46,5.9,5.59,4.22,1.74,0.1,삼성 라이온즈,13162
18,장필준,22 P,0.02,19,1,18,1,0,0,0,3,0,0,30.0,19,20,20.35,139,38,11,1,1,15,3,2,17,1,0,1,5.7,6.0,6.11,5.87,4.42,1.77,0.02,삼성 라이온즈,11404
19,이수민,22 P,0.01,4,0,4,0,0,0,0,0,0,0,4.2,3,3,3.0,23,3,0,0,1,5,1,0,2,1,0,0,5.79,5.79,5.79,6.19,9.25,1.71,0.01,삼성 라이온즈,11196
20,노성호,22 P,-0.01,3,0,3,0,0,0,0,0,0,0,2.0,1,1,1.5,11,2,0,0,0,3,0,0,2,0,0,0,4.5,4.5,6.75,6.28,5.93,2.5,-0.01,삼성 라이온즈,11144
21,박세웅,22 P,-0.02,5,0,5,2,0,0,0,0,0,0,2.2,2,2,2.0,14,1,0,0,0,5,1,0,2,0,0,0,6.75,6.75,6.75,7.05,8.88,2.25,-0.02,삼성 라이온즈,12651
22,박정준,22 P,-0.05,8,0,8,2,0,0,0,0,0,0,10.0,7,7,8.7,45,10,2,0,2,5,1,0,4,0,0,0,6.3,6.3,7.83,7.66,7.02,1.5,-0.05,삼성 라이온즈,11220
23,임대한,22 P,-0.1,12,0,12,0,0,0,2,1,0,1,13.2,8,11,10.15,65,12,5,0,1,9,1,2,8,3,0,1,5.27,7.24,6.68,6.39,5.01,1.54,-0.1,삼성 라이온즈,12558
24,김서준,22 P,-0.13,3,0,3,2,0,0,0,0,0,0,2.2,3,4,4.5,19,6,2,0,1,4,1,0,2,0,0,0,10.13,13.5,15.19,14.78,12.18,3.75,-0.13,삼성 라이온즈,15039
25,이상민,22 P,-0.14,46,0,46,6,0,0,0,0,0,9,29.1,12,13,19.75,138,30,6,1,5,15,3,1,23,2,0,2,3.68,3.99,6.06,5.99,5.75,1.53,-0.14,삼성 라이온즈,11169
26,이재익,22 P,-0.15,42,0,42,9,0,0,3,2,0,7,33.1,22,25,23.95,149,41,7,0,4,9,1,0,21,3,0,0,5.94,6.75,6.47,6.22,4.57,1.5,-0.15,삼성 라이온즈,13244
27,양창섭,22 P,-0.17,6,6,0,0,0,0,2,3,0,0,20.1,19,19,17.45,96,24,5,1,3,12,1,0,10,0,0,0,8.41,8.41,7.72,7.73,6.29,1.77,-0.17,삼성 라이온즈,13157
28,김승현,22 P,-0.35,6,0,6,1,0,0,0,1,0,2,4.0,5,7,6.5,24,6,1,0,2,4,0,0,5,1,0,1,11.25,15.75,14.63,13.89,9.71,2.5,-0.35,삼성 라이온즈,12637
29,황동재,22 P,-0.46,16,13,3,2,0,0,1,3,0,0,66.1,52,58,57.5,312,91,20,2,9,31,0,0,53,3,1,1,7.06,7.87,7.8,7.41,4.85,1.84,-0.46,삼성 라이온즈,14615
1,김광현,22 P,7.39,28,28,0,0,0,0,13,3,0,0,173.1,41,48,48.0,694,141,16,2,10,45,5,2,153,9,0,1,2.13,2.49,2.49,2.44,3.14,1.07,7.39,SSG 랜더스,10126
2,폰트,22 P,6.5,28,28,0,1,1,0,13,6,0,0,184.0,55,63,63.0,729,141,22,3,18,34,6,1,170,7,0,5,2.69,3.08,3.08,3.01,3.31,0.95,6.5,SSG 랜더스,14759
3,모리만도,22 P,3.43,12,12,0,0,0,0,7,1,0,0,75.1,14,19,19.0,304,57,8,0,2,23,4,0,67,5,0,2,1.67,2.27,2.27,2.23,2.99,1.06,3.43,SSG 랜더스,15149
4,노경은,22 P,2.8,41,8,33,7,0,0,12,5,1,7,79.2,27,28,29.05,323,69,10,0,5,23,4,0,55,5,0,5,3.05,3.16,3.28,3.13,3.86,1.15,2.8,SSG 랜더스,10203
5,이태양,22 P,2.77,30,17,13,3,0,0,8,3,0,1,112.0,45,50,49.3,472,116,18,0,15,24,5,2,61,7,0,0,3.62,4.02,3.96,3.78,4.76,1.25,2.77,SSG 랜더스,10609
6,오원석,22 P,2.53,31,24,7,0,0,0,6,8,0,0,144.0,72,79,72.75,633,158,21,2,16,58,3,1,112,9,0,7,4.5,4.94,4.55,4.46,4.48,1.5,2.53,SSG 랜더스,14581
7,서진용,22 P,1.36,68,0,68,40,0,0,7,3,21,12,67.1,30,32,31.85,297,64,10,1,5,36,3,3,55,2,0,6,4.01,4.28,4.26,4.04,4.33,1.49,1.36,SSG 랜더스,10784
8,최민준,22 P,0.82,51,1,50,10,0,0,5,4,0,5,68.1,30,37,36.8,288,51,8,1,10,34,2,2,48,8,0,7,3.95,4.87,4.85,4.64,5.4,1.24,0.82,SSG 랜더스,13126
9,김택형,22 P,0.79,64,0,64,24,0,0,3,5,17,10,60.1,33,33,32.15,261,57,9,0,8,22,3,1,62,2,0,6,4.92,4.92,4.8,4.52,4.03,1.31,0.79,SSG 랜더스,11373
10,장지훈,22 P,0.58,40,0,40,12,0,0,2,0,0,6,55.0,26,26,30.65,231,56,8,2,6,11,3,2,33,3,0,4,4.25,4.25,5.02,4.77,4.37,1.22,0.58,SSG 랜더스,14804
11,고효준,22 P,0.36,45,0,45,6,0,0,1,0,0,7,38.2,16,18,21.1,174,35,6,2,1,20,2,2,35,5,0,7,3.72,4.19,4.91,4.84,3.51,1.42,0.36,SSG 랜더스,10124
12,서동민,22 P,0.32,20,0,20,2,0,0,1,1,0,5,21.0,6,11,10.65,86,13,3,0,3,11,1,0,19,2,0,3,2.57,4.71,4.56,4.37,4.99,1.14,0.32,SSG 랜더스,13191
13,박민호,22 P,0.17,22,0,22,11,0,0,1,1,1,4,22.0,10,10,12.75,101,26,2,0,3,11,2,1,12,0,0,0,4.09,4.09,5.22,5.0,5.88,1.68,0.17,SSG 랜더스,11236
14,박종훈,22 P,0.15,11,11,0,0,0,0,3,5,0,0,48.0,32,34,32.95,220,52,4,1,6,21,8,0,40,3,0,3,6.0,6.38,6.18,6.03,5.06,1.52,0.15,SSG 랜더스,10131
15,문승원,22 P,-0.01,23,0,23,7,0,0,1,1,3,3,24.2,14,15,16.2,112,32,6,0,3,7,2,0,25,1,0,0,5.11,5.47,5.91,5.57,3.83,1.58,-0.01,SSG 랜더스,10783
16,전영준,22 P,-0.01,4,1,3,1,0,0,0,0,0,0,5.0,4,4,4.2,25,7,2,0,2,3,1,0,7,0,0,1,7.2,7.2,7.56,7.21,7.52,2.0,-0.01,SSG 랜더스,15032
17,김주온,22 P,-0.02,5,0,5,4,0,0,0,0,0,0,4.0,5,5,3.45,20,3,1,0,1,5,0,0,4,0,0,0,11.25,11.25,7.76,7.23,8.13,2.0,-0.02,SSG 랜더스,13057
18,이건욱,22 P,-0.04,1,1,0,0,0,0,0,1,0,0,3.0,3,3,3.0,14,2,0,0,1,4,0,0,2,0,0,0,9.0,9.0,9.0,8.39,10.22,2.0,-0.04,SSG 랜더스,11242
19,박시후,22 P,-0.04,2,0,2,1,0,0,0,0,0,0,1.0,2,2,1.5,6,3,1,0,0,0,0,0,0,0,0,0,18.0,18.0,13.5,13.65,3.78,3.0,-0.04,SSG 랜더스,14687
20,김건우,22 P,-0.06,2,1,1,1,0,0,0,0,0,0,3.0,3,3,3.0,17,5,1,0,1,4,0,0,1,0,0,0,9.0,9.0,9.0,8.77,11.05,3.0,-0.06,SSG 랜더스,14803
21,신헌민,22 P,-0.07,1,0,1,1,0,0,0,0,0,0,1.0,1,2,2.0,5,3,0,0,0,0,0,0,1,0,0,0,9.0,18.0,18.0,17.54,1.28,3.0,-0.07,SSG 랜더스,15024
22,정성곤,22 P,-0.08,2,0,2,0,0,0,0,0,0,0,2.2,3,3,3.35,13,1,0,0,1,3,1,0,3,0,0,0,10.13,10.13,11.31,10.54,10.08,1.5,-0.08,SSG 랜더스,11321
23,조요한,22 P,-0.09,23,0,23,4,0,0,2,1,0,5,19.1,14,15,13.15,89,17,1,0,2,13,4,1,15,3,0,7,6.52,6.98,6.12,5.79,5.8,1.55,-0.09,SSG 랜더스,14858
24,윤태현,22 P,-0.1,3,0,3,1,0,0,0,0,0,0,2.0,2,2,2.15,10,2,0,0,0,2,0,0,2,0,1,0,9.0,9.0,9.68,10.84,4.38,2.0,-0.1,SSG 랜더스,15023
25,신재영,22 P,-0.15,4,0,4,2,0,0,0,0,0,0,4.1,6,6,5.8,21,9,2,0,2,0,0,0,4,0,0,1,12.46,12.46,12.05,11.47,6.97,2.08,-0.15,SSG 랜더스,11149
26,김상수,22 P,-0.17,8,0,8,2,0,0,0,0,1,0,8.0,8,8,8.0,37,9,2,1,2,4,1,0,3,0,0,0,9.0,9.0,9.0,8.58,7.76,1.63,-0.17,SSG 랜더스,10427
27,노바,22 P,-0.27,12,12,0,0,0,0,3,4,0,0,63.2,46,50,49.15,291,78,10,2,5,25,5,0,32,8,1,9,6.5,7.07,6.95,6.98,4.92,1.62,-0.27,SSG 랜더스,15007
28,김태훈,22 P,-0.28,9,0,9,1,0,0,0,0,1,3,5.1,6,6,6.2,30,6,1,0,2,10,0,0,1,0,0,0,10.13,10.13,10.46,10.1,13.59,3.0,-0.28,SSG 랜더스,10133
29,한두솔,22 P,-0.57,8,0,8,3,0,0,0,0,0,0,5.1,10,10,10.85,30,10,2,0,0,4,0,0,1,0,0,1,16.88,16.88,18.31,17.32,5.64,2.63,-0.57,SSG 랜더스,13228
1,루친스키,22 P,5.69,31,31,0,0,0,0,10,12,0,0,193.2,64,77,75.1,797,184,34,2,14,34,8,1,194,10,0,9,2.97,3.58,3.49,3.49,2.8,1.13,5.69,NC 다이노스,13932
2,구창모,22 P,4.79,19,19,0,0,0,0,11,5,0,0,111.2,26,32,30.1,451,92,16,0,7,29,4,0,108,5,0,7,2.1,2.58,2.43,2.43,3.03,1.08,4.79,NC 다이노스,11353
3,이용찬,22 P,2.41,59,0,59,49,0,0,3,3,22,0,60.2,14,16,18.4,253,56,6,1,3,13,3,0,61,4,0,1,2.08,2.37,2.73,2.73,2.68,1.14,2.41,NC 다이노스,10217
4,김시훈,22 P,2.25,59,7,52,8,0,0,4,5,0,11,83.1,30,35,33.65,365,75,10,0,7,43,4,0,79,3,1,2,3.24,3.78,3.63,3.53,4.16,1.42,2.25,NC 다이노스,13080
5,신민혁,22 P,1.93,26,23,3,0,0,0,4,9,0,0,118.1,60,64,61.8,521,128,30,1,15,31,10,1,105,4,1,5,4.56,4.87,4.7,4.63,4.12,1.34,1.93,NC 다이노스,13085
6,김태경,22 P,1.48,16,7,9,3,0,0,3,2,0,1,44.1,16,16,16.0,194,36,6,0,4,21,5,0,31,2,0,2,3.25,3.25,3.25,3.11,4.93,1.29,1.48,NC 다이노스,14593
7,김영규,22 P,1.43,72,0,72,11,0,0,2,7,1,13,66.0,25,26,29.55,269,56,8,2,5,22,7,4,46,3,0,3,3.41,3.55,4.03,3.9,4.16,1.18,1.43,NC 다이노스,13088
8,송명기,22 P,1.21,25,22,3,2,0,0,5,7,0,0,107.2,54,67,62.05,496,116,21,4,14,54,15,0,106,6,0,9,4.51,5.6,5.19,5.15,4.75,1.58,1.21,NC 다이노스,14155
9,원종현,22 P,1.11,68,0,68,11,0,0,5,0,1,13,63.1,21,22,30.2,260,55,8,0,5,17,1,0,50,7,0,2,2.98,3.13,4.29,4.18,3.63,1.14,1.11,NC 다이노스,11161
10,이재학,22 P,1.05,26,17,9,2,0,0,3,8,0,0,91.0,48,56,52.4,406,75,14,2,5,54,8,0,72,9,1,6,4.75,5.54,5.18,5.12,4.57,1.42,1.05,NC 다이노스,10220
11,파슨스,22 P,1.04,8,8,0,0,0,0,1,2,0,0,43.0,17,19,18.3,182,34,4,2,4,21,1,0,43,2,0,8,3.56,3.98,3.83,3.95,3.98,1.28,1.04,NC 다이노스,14749
12,임정호,22 P,0.34,33,0,33,1,0,0,1,2,0,6,25.0,9,11,12.2,104,21,3,1,1,7,2,0,30,1,1,0,3.24,3.96,4.39,4.5,2.38,1.12,0.34,NC 다이노스,11168
13,더모디,22 P,0.22,8,8,0,0,0,0,3,5,0,0,39.2,20,27,25.3,179,42,8,0,3,13,7,0,37,3,0,1,4.54,6.13,5.74,5.75,3.92,1.39,0.22,NC 다이노스,15154
14,하준영,22 P,0.22,47,0,47,7,0,0,3,0,0,4,39.0,20,22,22.5,164,28,5,0,3,14,3,1,44,2,0,2,4.62,5.08,5.19,5.32,3.23,1.08,0.22,NC 다이노스,13115
15,전사민,22 P,0.12,7,0,7,2,0,0,0,0,0,0,8.1,3,4,4.0,34,5,0,0,1,6,0,0,2,1,0,0,3.24,4.32,4.32,4.33,6.84,1.32,0.12,NC 다이노스,14156
16,박동수,22 P,0.06,10,0,10,4,0,0,0,0,0,0,14.2,9,10,9.5,74,11,3,0,0,21,1,0,15,0,0,1,5.52,6.14,5.83,5.84,5.88,2.18,0.06,NC 다이노스,15112
17,한재승,22 P,0.04,12,0,12,2,0,0,0,0,0,2,10.2,3,4,6.75,54,13,2,0,0,10,1,1,11,1,0,0,2.53,3.38,5.7,5.75,4.4,2.16,0.04,NC 다이노스,14764
18,하준수,22 P,0.02,2,0,2,1,0,0,0,0,0,0,3.0,2,2,2.0,15,3,1,0,0,3,0,0,1,0,0,0,6.0,6.0,6.0,5.85,6.05,2.0,0.02,NC 다이노스,14654
19,이우석,22 P,-0.05,3,0,3,1,0,0,0,1,0,0,1.2,4,4,1.6,11,1,0,0,0,3,2,0,1,0,0,0,21.6,21.6,8.64,8.42,11.58,2.4,-0.05,NC 다이노스,11360
20,류진욱,22 P,-0.06,51,0,51,16,0,0,4,2,0,4,46.1,25,29,30.5,214,48,7,1,2,31,4,0,37,4,1,3,4.86,5.63,5.92,5.85,4.64,1.71,-0.06,NC 다이노스,11355
21,정구범,22 P,-0.06,2,0,2,1,0,0,0,0,0,0,1.1,2,2,2.0,6,1,0,0,1,1,0,0,2,0,0,0,13.5,13.5,13.5,13.16,11.28,1.5,-0.06,NC 다이노스,14595
22,조민석,22 P,-0.06,18,0,18,7,0,0,0,1,0,0,16.0,8,9,10.9,76,17,1,0,2,12,2,0,14,2,0,2,4.5,5.06,6.13,6.27,5.8,1.81,-0.06,NC 다이노스,15119
23,심창민,22 P,-0.18,11,0,11,2,0,0,1,2,0,0,6.1,10,10,6.25,37,9,2,0,0,7,3,0,6,0,0,2,14.21,14.21,8.88,8.45,6.31,2.53,-0.18,NC 다이노스,10720
24,강동연,22 P,-0.21,6,0,6,2,0,0,0,0,0,0,8.2,10,10,10.0,44,16,5,1,2,3,1,0,3,0,0,1,10.38,10.38,10.38,10.12,7.1,2.19,-0.21,NC 다이노스,10883
25,김진호,22 P,-0.4,36,0,36,8,0,0,4,0,1,0,42.2,29,30,30.9,196,53,6,0,7,20,1,0,35,2,0,10,6.12,6.33,6.52,6.48,5.21,1.71,-0.4,NC 다이노스,12897
26,김건태,22 P,-0.47,16,0,16,2,0,0,0,0,0,0,18.1,9,15,16.0,86,22,7,0,2,12,2,2,16,1,0,1,4.42,7.36,7.85,7.68,4.93,1.85,-0.47,NC 다이노스,10432
27,이용준,22 P,-0.6,10,2,8,2,0,0,0,1,0,0,22.0,21,23,24.05,116,33,11,1,4,13,3,0,19,3,0,3,8.59,9.41,9.84,9.65,6.04,2.09,-0.6,NC 다이노스,14763
1,곽빈,22 P,3.27,27,27,0,0,0,0,8,9,0,0,147.2,62,69,64.85,645,143,30,0,13,60,11,1,138,7,1,9,3.78,4.21,3.95,4.13,3.99,1.37,3.27,두산 베어스,13061
2,최원준,22 P,3.23,30,30,0,0,0,0,8,13,0,0,165.0,66,80,76.7,713,183,31,2,21,37,7,0,113,10,1,1,3.6,4.36,4.18,4.35,4.41,1.33,3.23,두산 베어스,12852
3,스탁,22 P,2.53,29,29,0,0,0,0,9,10,0,0,165.0,66,87,83.95,722,162,24,2,9,83,10,0,138,9,0,12,3.6,4.75,4.58,4.74,4.09,1.48,2.53,두산 베어스,14999
