Name_x,포지션,fid_G,fid_GS,fid_IP,PO,Ass,E,RF9,수비 관련 득점 기여도.8,수비 관련 득점 기여도.9,pid,연봉(만원),WAR,WAR당 연봉,bat_G,PA,ePA,AB,R_y,H_y,2B_y,3B_y,HR_y,RBI,SB,CS,BB_y,HP_y,IB_y,SO_y,GDP,SH,SF,팀
최정원,2루수,11,5,62.0,11,23,0,4.94,1.14,4.2,14221,6600,0.47,14015,39,56,54,50,12,13,3,2,0,5,4,1,1,3,0,13,1,2,0,NC 다이노스
마틴,좌익수,29,26,232.1,53,1,1,2.09,2.56,3.12,15537,72000,3.28,21973,118,503,502,435,55,123,20,2,17,90,15,3,57,1,2,107,8,0,10,NC 다이노스
김한별,2루수,29,1,49.2,6,13,1,3.44,1.07,1.96,14716,3100,-0.51,-6029,79,105,103,97,8,21,0,1,0,4,0,3,4,2,0,23,6,2,0,NC 다이노스
박영빈,좌익수,6,0,9.0,4,0,0,4.0,0.95,3.33,14661,3000,0.13,23239,41,17,15,14,11,1,1,0,0,0,4,2,1,0,0,6,0,2,0,NC 다이노스
박영빈,중견수,15,0,25.0,8,0,0,2.88,0.76,2.69,14661,3000,0.13,23239,41,17,15,14,11,1,1,0,0,0,4,2,1,0,0,6,0,2,0,NC 다이노스
도태훈,1루수,59,23,287.0,260,19,1,8.75,2.94,3.62,12560,5000,2.38,2101,117,302,294,239,41,56,6,0,5,23,2,1,38,17,1,48,8,7,1,NC 다이노스
김성욱,우익수,45,5,119.2,23,1,0,1.81,0.99,1.53,11153,10000,0.34,29013,93,204,201,179,28,40,10,0,6,16,6,1,16,5,0,63,7,3,1,NC 다이노스
안중열,포수,74,50,411.2,373,21,5,8.61,-3.63,-6.78,11329,6000,-0.83,-7267,77,177,174,154,15,30,6,0,4,17,0,0,16,2,0,45,6,3,2,NC 다이노스
최보성,2루수,2,0,4.0,0,1,0,2.25,0.29,3.45,13087,3000,-0.15,-19455,12,21,21,19,2,5,0,0,0,0,0,0,2,0,0,2,1,0,0,NC 다이노스
서호철,유격수,2,0,4.0,1,0,0,2.25,0.23,0.29,14220,4500,2.85,1581,114,435,429,397,50,114,17,3,5,41,4,5,20,8,0,51,9,6,4,NC 다이노스
오장한,우익수,3,1,9.0,2,0,0,2.0,0.29,14.1,14767,3300,-0.01,-331987,3,8,8,7,2,1,0,0,0,0,0,0,1,0,0,5,0,0,0,NC 다이노스
박한결,좌익수,5,1,14.0,5,0,0,3.21,0.3,3.57,15451,3000,0.29,10341,12,18,18,15,3,5,1,0,1,5,0,0,3,0,0,7,0,0,0,NC 다이노스
권희동,우익수,7,4,37.0,8,0,0,1.95,0.39,0.59,11172,9000,2.18,4137,96,373,369,309,33,88,16,0,7,63,2,0,49,6,0,50,4,4,5,NC 다이노스
손아섭,우익수,49,43,343.1,73,1,2,1.94,2.09,2.15,10261,50000,4.62,10826,140,609,608,551,97,187,36,3,5,65,14,3,50,2,2,67,10,1,5,NC 다이노스
김주원,2루수,6,0,15.0,10,9,1,11.4,0.07,0.07,14765,9000,2.22,4049,127,474,466,403,56,94,9,2,10,54,15,3,44,15,1,106,6,8,4,NC 다이노스
오태양,중견수,4,1,7.0,1,0,0,1.29,0.01,0.1,14766,3100,-0.4,-7819,21,3,3,3,4,0,0,0,0,0,3,3,0,0,0,3,0,0,0,NC 다이노스
전사민,투수,9,0,17.0,3,3,1,3.18,0.0,0.0,14156,3100,0.01,286973,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NC 다이노스
박대온,포수,24,3,69.2,64,4,3,8.78,-0.71,-4.1,11246,4000,0.14,28094,25,33,33,28,6,8,3,0,0,3,0,0,3,1,0,8,0,0,1,NC 다이노스
오장한,좌익수,1,1,8.0,2,0,0,2.25,-0.23,-11.28,14767,3300,-0.01,-331987,3,8,8,7,2,1,0,0,0,0,0,0,1,0,0,5,0,0,0,NC 다이노스
박주찬,3루수,3,3,24.0,1,3,1,1.5,-0.31,-8.9,14219,3000,-0.24,-12715,5,14,14,14,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,NC 다이노스
손아섭,좌익수,9,9,66.1,16,0,0,2.17,-0.01,-0.02,10261,50000,4.62,10826,140,609,608,551,97,187,36,3,5,65,14,3,50,2,2,67,10,1,5,NC 다이노스
조현진,유격수,7,0,13.0,1,4,0,3.46,-0.69,-9.95,14877,3000,-0.12,-25248,10,5,5,5,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,NC 다이노스
최보성,3루수,6,3,27.0,1,4,1,1.67,-0.71,-8.5,13087,3000,-0.15,-19455,12,21,21,19,2,5,0,0,0,0,0,0,2,0,0,2,1,0,0,NC 다이노스
한석현,중견수,9,7,68.2,24,0,2,3.15,-0.87,-4.66,13250,3900,-0.18,-22228,27,66,64,60,5,12,1,0,0,2,2,1,4,0,0,20,2,2,0,NC 다이노스
최보성,1루수,4,1,13.0,11,0,0,7.62,-0.78,-9.4,13087,3000,-0.15,-19455,12,21,21,19,2,5,0,0,0,0,0,0,2,0,0,2,1,0,0,NC 다이노스
박석민,1루수,2,2,8.0,8,0,1,9.0,-0.79,-3.8,10322,5000,-0.83,-6023,30,107,106,88,9,17,1,0,1,8,0,0,14,3,0,22,4,1,1,NC 다이노스
박주찬,1루수,3,0,11.0,7,0,0,5.73,-0.87,-24.95,14219,3000,-0.24,-12715,5,14,14,14,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,NC 다이노스
최정원,중견수,12,4,43.1,10,0,0,2.08,-1.18,-4.36,14221,6600,0.47,14015,39,56,54,50,12,13,3,2,0,5,4,1,1,3,0,13,1,2,0,NC 다이노스
김수윤,3루수,9,3,29.0,7,3,1,3.1,-1.35,-12.14,12903,3100,-0.18,-16950,16,15,15,14,0,3,0,0,0,2,0,0,1,0,0,4,0,0,0,NC 다이노스
윤형준,1루수,74,57,476.0,431,35,4,8.81,2.85,5.01,11135,4000,0.4,10119,82,236,234,218,17,55,12,1,5,27,1,1,10,3,0,58,6,2,3,NC 다이노스
박건우,중견수,6,5,41.2,14,0,0,3.02,-1.49,-1.65,10189,90000,3.92,22940,130,533,532,458,70,146,34,2,12,85,7,5,56,9,0,71,14,1,9,NC 다이노스
김한별,3루수,4,0,7.2,2,0,1,2.35,-1.56,-2.84,14716,3100,-0.51,-6029,79,105,103,97,8,21,0,1,0,4,0,3,4,2,0,23,6,2,0,NC 다이노스
오태양,2루수,5,0,5.0,0,2,1,3.6,-1.85,-12.7,14766,3100,-0.4,-7819,21,3,3,3,4,0,0,0,0,0,3,3,0,0,0,3,0,0,0,NC 다이노스
마틴,중견수,84,83,681.2,187,0,2,2.47,-2.15,-2.62,15537,72000,3.28,21973,118,503,502,435,55,123,20,2,17,90,15,3,57,1,2,107,8,0,10,NC 다이노스
오영수,1루수,66,61,482.0,417,25,8,8.25,2.2,4.52,13082,6000,-0.04,-169936,70,238,232,208,21,49,9,1,4,24,3,3,17,5,1,55,5,5,3,NC 다이노스
천재환,우익수,30,4,85.1,14,1,0,1.58,-2.27,-4.19,13261,3100,0.31,10129,78,179,177,163,12,39,7,1,2,17,2,3,8,4,0,44,5,2,2,NC 다이노스
김성욱,중견수,26,17,154.1,38,0,0,2.22,-2.82,-4.37,11153,10000,0.34,29013,93,204,201,179,28,40,10,0,6,16,6,1,16,5,0,63,7,3,1,NC 다이노스
박석민,3루수,23,21,156.0,11,22,2,1.9,-2.84,-13.65,10322,5000,-0.83,-6023,30,107,106,88,9,17,1,0,1,8,0,0,14,3,0,22,4,1,1,NC 다이노스
박건우,우익수,87,87,686.0,133,3,0,1.78,-0.87,-0.97,10189,90000,3.92,22940,130,533,532,458,70,146,34,2,12,85,7,5,56,9,0,71,14,1,9,NC 다이노스
권희동,좌익수,85,80,660.0,153,2,2,2.11,-3.0,-4.5,11172,9000,2.18,4137,96,373,369,309,33,88,16,0,7,63,2,0,49,6,0,50,4,4,5,NC 다이노스
조현진,2루수,1,0,1.0,0,1,0,9.0,0.2,2.83,14877,3000,-0.12,-25248,10,5,5,5,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,NC 다이노스
도태훈,유격수,1,0,2.0,1,1,0,9.0,0.14,0.17,12560,5000,2.38,2101,117,302,294,239,41,56,6,0,5,23,2,1,38,17,1,48,8,7,1,NC 다이노스
배민서,투수,6,0,6.2,2,0,0,2.7,0.0,,14158,5100,-0.13,-38762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NC 다이노스
김시훈,투수,60,0,52.2,1,6,1,1.2,0.0,0.0,13080,9000,-0.1,-94156,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NC 다이노스
한석현,우익수,1,0,1.0,0,0,0,0.0,0.0,0.0,13250,3900,-0.18,-22228,27,66,64,60,5,12,1,0,0,2,2,1,4,0,0,20,2,2,0,NC 다이노스
류진욱,투수,70,0,67.0,2,14,0,2.15,0.0,0.0,11355,7500,2.36,3182,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NC 다이노스
한재승,투수,10,0,9.2,0,0,1,0.0,0.0,0.0,14764,3200,-0.04,-87452,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NC 다이노스
김수윤,1루수,4,0,4.1,7,0,0,14.54,-0.19,-1.71,12903,3100,-0.18,-16950,16,15,15,14,0,3,0,0,0,2,0,0,1,0,0,4,0,0,0,NC 다이노스
이용찬,투수,60,0,61.0,7,9,1,2.36,0.0,0.0,10217,40000,0.72,55281,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NC 다이노스
채지선,투수,2,0,2.2,1,0,0,3.38,0.0,0.0,11387,3800,-0.02,-201036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LG 트윈스
최정원,좌익수,1,0,1.0,1,0,0,9.0,0.34,1.25,14221,6600,0.47,14015,39,56,54,50,12,13,3,2,0,5,4,1,1,3,0,13,1,2,0,NC 다이노스
양의지,포수,97,94,773.0,635,48,3,7.95,4.32,4.82,10165,30000,6.1,4914,129,510,502,439,56,134,23,0,17,68,8,0,57,11,8,56,20,0,3,두산 베어스
김재호,유격수,86,71,611.1,119,166,9,4.2,4.05,6.41,10174,50000,3.3,15174,91,302,287,247,32,70,13,0,3,29,4,0,30,8,2,24,11,15,2,두산 베어스
허경민,3루수,126,116,997.2,90,155,5,2.21,4.9,5.42,10184,120000,2.35,50978,130,475,472,429,44,115,23,1,7,48,9,3,35,6,3,26,6,0,5,두산 베어스
박준영,유격수,20,13,114.1,21,44,2,5.12,3.72,10.51,12522,6000,1.88,3184,51,138,137,127,16,29,8,2,4,17,2,1,9,2,1,53,0,0,0,두산 베어스
정수빈,중견수,135,131,1111.0,318,8,0,2.64,4.6,4.83,10195,60000,4.87,12325,137,583,571,498,75,143,14,11,2,33,39,8,64,7,1,63,2,12,2,두산 베어스
이유찬,유격수,30,21,181.1,34,54,4,4.37,2.1,2.91,12894,6000,1.43,4192,104,239,234,210,31,51,7,2,1,16,12,5,20,3,0,51,0,5,1,두산 베어스
박준영,3루수,29,20,178.2,17,32,2,2.47,3.47,9.8,12522,6000,1.88,3184,51,138,137,127,16,29,8,2,4,17,2,1,9,2,1,53,0,0,0,두산 베어스
강승호,2루수,93,85,724.0,187,210,13,4.94,-0.45,-0.51,11087,20000,1.98,10125,127,459,455,419,51,111,18,6,7,59,13,6,27,6,0,110,12,4,3,두산 베어스
장승현,포수,75,37,390.1,312,29,2,7.86,-0.82,-1.55,11097,6000,-0.93,-6450,76,158,153,139,11,22,1,0,3,9,1,0,6,8,0,36,2,5,0,두산 베어스
박계범,2루수,20,14,125.0,33,39,1,5.18,1.98,3.65,11198,9700,-0.06,-154543,78,194,189,169,18,37,6,0,2,15,2,2,15,2,1,44,4,5,3,두산 베어스
안재석,유격수,13,10,88.0,19,33,1,5.32,1.47,7.83,14771,5300,0.25,21170,27,68,68,64,8,12,2,1,1,5,2,0,3,0,0,12,0,0,1,두산 베어스
이유찬,2루수,67,41,394.0,107,123,12,5.25,0.37,0.51,12894,6000,1.43,4192,104,239,234,210,31,51,7,2,1,16,12,5,20,3,0,51,0,5,1,두산 베어스
송승환,좌익수,14,12,97.0,31,1,0,2.97,1.99,9.54,14172,3500,0.22,16156,30,76,74,70,10,16,3,1,0,4,0,1,4,0,0,16,2,2,0,두산 베어스
김인태,좌익수,10,6,58.0,17,0,0,2.64,1.77,5.43,11098,10000,0.38,26394,47,115,114,98,8,25,5,0,1,14,2,1,15,1,0,26,1,1,0,두산 베어스
조수행,우익수,61,34,316.1,72,2,2,2.11,2.8,3.2,12524,7800,0.49,16074,126,249,245,219,41,48,2,1,1,17,26,6,23,2,0,38,2,4,1,두산 베어스
조수행,좌익수,48,3,113.2,33,0,0,2.61,1.58,1.81,12524,7800,0.49,16074,126,249,245,219,41,48,2,1,1,17,26,6,23,2,0,38,2,4,1,두산 베어스
조수행,중견수,35,12,150.2,54,0,0,3.23,0.51,0.59,12524,7800,0.49,16074,126,249,245,219,41,48,2,1,1,17,26,6,23,2,0,38,2,4,1,두산 베어스
이유찬,3루수,3,0,7.0,2,4,0,7.71,0.48,0.67,12894,6000,1.43,4192,104,239,234,210,31,51,7,2,1,16,12,5,20,3,0,51,0,5,1,두산 베어스
홍성호,1루수,1,0,3.0,1,0,0,3.0,0.5,3.46,12606,3100,-0.26,-11880,21,51,51,48,6,14,4,0,0,5,0,1,2,1,0,14,0,0,0,두산 베어스
안재석,2루수,4,2,21.0,4,4,0,3.43,0.37,1.99,14771,5300,0.25,21170,27,68,68,64,8,12,2,1,1,5,2,0,3,0,0,12,0,0,1,두산 베어스
양찬열,좌익수,6,0,10.0,2,0,0,1.8,0.47,1.54,14738,4300,0.25,17228,44,99,99,88,15,21,2,2,0,6,3,2,9,1,0,23,1,0,1,두산 베어스
강진성,1루수,2,0,2.0,4,0,0,18.0,0.4,1.0,11148,8000,0.2,39361,55,142,141,131,10,34,6,1,3,17,0,0,6,3,0,20,2,1,1,SSG 랜더스
강진성,1루수,2,0,2.0,4,0,0,18.0,0.4,1.0,11148,8000,0.2,39361,3,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,두산 베어스
김민혁,1루수,12,5,56.0,52,4,1,9.0,0.69,4.73,12970,4500,-0.14,-31463,21,36,36,29,2,4,1,0,0,3,0,0,4,1,0,9,3,0,2,두산 베어스
안재석,3루수,6,3,30.0,4,5,0,2.7,0.2,1.08,14771,5300,0.25,21170,27,68,68,64,8,12,2,1,1,5,2,0,3,0,0,12,0,0,1,두산 베어스
서예일,3루수,2,0,8.0,2,0,0,2.25,0.15,4.32,12523,3400,-0.09,-36930,5,10,10,9,2,2,0,0,0,1,0,0,0,0,0,2,0,0,1,두산 베어스
양찬열,우익수,34,22,212.2,50,3,0,2.24,0.98,3.2,14738,4300,0.25,17228,44,99,99,88,15,21,2,2,0,6,3,2,9,1,0,23,1,0,1,두산 베어스
신성현,1루수,5,1,17.1,14,1,0,7.79,0.18,2.15,11492,4000,-0.1,-42068,12,15,15,12,1,1,0,0,0,1,0,1,3,0,0,4,0,0,0,두산 베어스
전민재,1루수,2,0,3.2,0,1,0,2.45,0.07,0.51,13073,3600,-0.32,-11285,19,18,17,17,3,4,2,0,0,1,0,3,0,0,0,3,2,1,0,두산 베어스
전민재,2루수,3,0,3.0,0,0,0,0.0,-0.03,-0.19,13073,3600,-0.32,-11285,19,18,17,17,3,4,2,0,0,1,0,3,0,0,0,3,2,1,0,두산 베어스
박지훈,1루수,12,3,41.2,36,1,0,7.99,0.18,1.15,14736,3600,-0.17,-21280,22,21,21,19,2,4,1,0,0,2,1,0,2,0,0,7,0,0,0,두산 베어스
김태근,우익수,19,8,103.1,21,2,0,2.0,0.22,0.76,14175,3000,-0.74,-4042,41,55,53,52,9,11,3,0,0,3,0,3,0,1,0,21,0,2,0,두산 베어스
박지훈,3루수,3,1,6.1,0,1,0,1.42,-0.2,-1.3,14736,3600,-0.17,-21280,22,21,21,19,2,4,1,0,0,2,1,0,2,0,0,7,0,0,0,두산 베어스
전민재,유격수,3,2,16.0,7,3,0,5.63,-0.32,-2.41,13073,3600,-0.32,-11285,19,18,17,17,3,4,2,0,0,1,0,3,0,0,0,3,2,1,0,두산 베어스
박유연,포수,10,5,41.1,36,1,1,8.06,-0.64,-9.15,12892,3300,-0.06,-56936,10,16,15,15,3,4,2,0,0,1,0,0,0,0,0,4,0,1,0,두산 베어스
신성현,우익수,1,1,8.0,1,0,0,1.13,-0.3,-3.58,11492,4000,-0.1,-42068,12,15,15,12,1,1,0,0,0,1,0,1,3,0,0,4,0,0,0,두산 베어스
권민석,유격수,1,0,2.1,0,0,0,0.0,-0.37,-53.73,13079,3100,-0.08,-40842,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,두산 베어스
박계범,3루수,8,3,30.0,1,6,0,2.1,-0.39,-0.72,11198,9700,-0.06,-154543,78,194,189,169,18,37,6,0,2,15,2,2,15,2,1,44,4,5,3,두산 베어스
서예일,2루수,2,2,13.0,2,4,1,4.15,-0.47,-13.61,12523,3400,-0.09,-36930,5,10,10,9,2,2,0,0,0,1,0,0,0,0,0,2,0,0,1,두산 베어스
김태근,중견수,6,1,15.0,7,0,1,4.2,-0.55,-1.94,14175,3000,-0.74,-4042,41,55,53,52,9,11,3,0,0,3,0,3,0,1,0,21,0,2,0,두산 베어스
김대한,중견수,1,0,6.0,2,0,0,3.0,-0.63,-2.75,14170,4500,-0.94,-4770,33,89,89,81,10,16,3,1,1,7,1,3,7,1,0,21,0,0,0,두산 베어스
송승환,우익수,8,6,44.1,9,0,0,1.83,-0.41,-1.98,14172,3500,0.22,16156,30,76,74,70,10,16,3,1,0,4,0,1,4,0,0,16,2,2,0,두산 베어스
박지훈,유격수,2,0,4.0,0,0,0,0.0,-0.71,-4.63,14736,3600,-0.17,-21280,22,21,21,19,2,4,1,0,0,2,1,0,2,0,0,7,0,0,0,두산 베어스
박준영,2루수,1,0,3.0,1,1,0,6.0,-0.89,-2.52,12522,6000,1.88,3184,51,138,137,127,16,29,8,2,4,17,2,1,9,2,1,53,0,0,0,두산 베어스
김재호,3루수,1,0,2.0,0,1,1,4.5,-0.93,-1.46,10174,50000,3.3,15174,91,302,287,247,32,70,13,0,3,29,4,0,30,8,2,24,11,15,2,두산 베어스
홍성호,좌익수,3,3,22.0,7,0,0,2.86,-0.84,-5.77,12606,3100,-0.26,-11880,21,51,51,48,6,14,4,0,0,5,0,1,2,1,0,14,0,0,0,두산 베어스
강승호,1루수,42,24,240.1,209,17,3,8.46,1.15,1.3,11087,20000,1.98,10125,127,459,455,419,51,111,18,6,7,59,13,6,27,6,0,110,12,4,3,두산 베어스
전민재,3루수,9,1,25.0,1,3,0,1.44,-1.14,-8.62,13073,3600,-0.32,-11285,19,18,17,17,3,4,2,0,0,1,0,3,0,0,0,3,2,1,0,두산 베어스
박계범,유격수,48,27,267.1,38,75,8,3.8,-4.21,-7.77,11198,9700,-0.06,-154543,78,194,189,169,18,37,6,0,2,15,2,2,15,2,1,44,4,5,3,두산 베어스
안승한,포수,21,8,80.0,52,3,2,6.19,-3.08,-20.17,11328,4500,-0.41,-11105,22,27,27,24,1,5,0,0,0,1,1,0,2,1,0,10,0,0,0,두산 베어스
김인태,우익수,20,15,126.0,28,0,1,2.0,-2.23,-6.85,11098,10000,0.38,26394,47,115,114,98,8,25,5,0,1,14,2,1,15,1,0,26,1,1,0,두산 베어스
김태근,좌익수,13,2,36.0,6,0,3,1.5,-3.29,-11.55,14175,3000,-0.74,-4042,41,55,53,52,9,11,3,0,0,3,0,3,0,1,0,21,0,2,0,두산 베어스
홍성호,우익수,10,7,61.0,9,0,1,1.33,-3.48,-23.87,12606,3100,-0.26,-11880,21,51,51,48,6,14,4,0,0,5,0,1,2,1,0,14,0,0,0,두산 베어스
로하스,우익수,31,30,230.0,47,1,2,1.88,-3.7,-4.37,15539,85000,2.41,35224,122,464,463,403,52,102,24,4,19,65,0,1,55,3,2,68,5,0,3,두산 베어스
양석환,1루수,111,111,920.2,785,64,10,8.3,4.03,4.15,11213,40000,3.33,12016,140,582,579,524,73,147,28,0,21,89,4,0,41,6,3,133,9,0,11,두산 베어스
김재환,좌익수,58,55,440.0,114,3,1,2.39,-3.53,-3.85,10643,150000,0.48,309878,132,484,481,405,40,89,15,0,10,46,3,1,72,5,4,100,8,0,2,두산 베어스
김대한,우익수,30,21,183.0,33,1,3,1.67,-5.52,-24.07,14170,4500,-0.94,-4770,33,89,89,81,10,16,3,1,1,7,1,3,7,1,0,21,0,0,0,두산 베어스
로하스,좌익수,69,63,508.0,112,3,0,2.04,-3.79,-4.48,15539,85000,2.41,35224,122,464,463,403,52,102,24,4,19,65,0,1,55,3,2,68,5,0,3,두산 베어스
박신지,투수,14,1,26.0,0,0,0,0.0,0.0,0.0,13070,3600,-0.04,-85608,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,두산 베어스
홍건희,투수,64,0,61.2,1,7,2,1.17,0.0,0.0,10696,30000,0.84,35541,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,두산 베어스
최승용,투수,34,20,111.0,3,19,1,1.78,0.0,0.0,14770,6000,1.94,3098,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,두산 베어스
정철원,투수,67,0,72.2,6,9,2,1.86,0.0,0.0,13071,10000,-0.05,-214404,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,두산 베어스
김정우,투수,7,0,6.2,0,0,0,0.0,0.0,0.0,13124,3000,-0.1,-30321,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,두산 베어스
권민석,2루수,1,0,1.2,0,0,0,0.0,-0.02,-2.83,13079,3100,-0.08,-40842,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,두산 베어스
박정수,투수,25,0,36.2,2,7,0,2.21,0.0,0.0,11300,4500,0.05,99144,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,두산 베어스
박치국,투수,60,0,52.2,2,3,0,0.85,0.0,0.0,12850,10500,0.5,20931,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,두산 베어스
김민규,투수,6,1,8.1,0,0,0,0.0,0.0,,13072,5500,0.04,146643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,두산 베어스
이형범,투수,23,0,27.2,2,1,2,0.98,0.0,0.0,11159,7000,-0.62,-11363,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,두산 베어스
신성현,중견수,1,0,2.0,1,0,0,4.5,0.31,3.75,11492,4000,-0.1,-42068,12,15,15,12,1,1,0,0,0,1,0,1,3,0,0,4,0,0,0,두산 베어스
김혜성,2루수,126,124,1067.0,246,374,15,5.23,2.51,2.64,12905,42000,6.98,6021,137,621,619,556,104,186,29,6,7,57,25,3,57,3,3,77,6,0,5,키움 히어로즈
이정후,중견수,81,80,698.0,204,5,1,2.69,7.25,12.14,12906,110000,5.18,21222,86,387,384,330,50,105,23,2,6,45,6,3,49,3,7,23,1,0,5,키움 히어로즈
이지영,포수,78,69,539.0,467,32,4,8.33,1.2,2.14,10312,50000,0.86,58404,81,237,230,217,23,54,8,1,0,8,1,1,12,1,0,39,2,7,0,키움 히어로즈
김동헌,포수,100,48,522.0,377,43,4,7.24,-1.07,-1.5,15473,3000,0.48,6292,102,242,239,211,22,51,5,2,2,17,0,0,17,8,0,55,7,3,3,키움 히어로즈
박수종,우익수,14,11,102.2,35,1,0,3.16,4.29,26.88,15132,3000,1.45,2075,23,50,50,45,7,19,1,2,0,3,0,0,3,1,0,6,1,0,1,키움 히어로즈
송성문,3루수,88,74,685.2,73,128,8,2.64,2.8,3.87,11376,12000,1.95,6149,104,438,431,388,43,102,16,3,5,60,1,0,39,0,5,38,9,4,7,키움 히어로즈
김시앙,포수,32,24,198.1,134,13,0,6.67,0.51,2.2,14851,3100,-0.37,-8330,33,82,82,76,6,17,1,0,0,7,0,0,3,3,0,18,4,0,0,키움 히어로즈
러셀,유격수,51,49,407.2,68,113,3,4.0,-1.93,-4.7,14742,55000,1.08,50965,59,239,239,220,20,63,11,1,4,42,1,0,17,1,1,39,5,0,1,키움 히어로즈
김태진,2루수,24,13,139.1,41,46,1,5.62,0.78,1.51,11244,12000,0.04,267985,74,212,209,200,17,55,5,0,0,16,0,0,5,1,0,23,1,3,3,키움 히어로즈
전병우,3루수,6,0,9.0,0,3,0,3.0,1.22,4.29,11422,8000,-0.05,-164681,41,75,73,62,6,9,3,0,1,6,0,0,10,1,0,28,0,2,0,키움 히어로즈
김휘집,3루수,43,35,295.1,19,56,4,2.29,1.14,1.5,14785,7400,1.12,6613,110,435,429,369,46,92,22,0,8,51,0,0,48,5,0,97,8,6,7,키움 히어로즈
주성원,좌익수,4,4,29.0,8,0,0,2.48,1.22,7.02,14133,3100,-0.47,-6657,25,72,71,69,7,15,2,1,0,2,0,0,1,0,0,18,1,1,1,키움 히어로즈
임병욱,중견수,18,13,124.0,40,1,1,2.98,1.1,1.97,11226,5800,0.44,13102,80,223,222,208,30,54,11,1,6,36,4,0,10,1,0,75,1,1,3,키움 히어로즈
김준완,좌익수,44,31,281.1,69,2,0,2.27,2.34,4.44,11182,9000,-0.05,-166729,76,225,219,189,25,42,7,0,0,14,0,0,26,1,0,57,2,6,3,키움 히어로즈
이주형,중견수,25,24,207.0,75,0,0,3.26,0.93,1.94,14591,3300,2.55,1292,18,16,16,15,2,4,2,0,0,2,0,0,0,1,0,5,0,0,0,LG 트윈스
이주형,중견수,25,24,207.0,75,0,0,3.26,0.93,1.94,14591,3300,2.55,1292,51,227,223,200,30,66,11,4,6,34,3,1,19,4,2,48,4,2,2,키움 히어로즈
박주홍,1루수,9,9,55.0,51,2,0,8.67,1.36,7.25,14580,4000,-0.71,-5624,27,57,56,49,5,6,0,1,0,2,1,0,5,0,0,26,0,1,2,키움 히어로즈
신준우,2루수,8,0,14.0,2,5,0,4.5,0.66,3.94,14695,4800,-0.4,-11894,24,19,19,18,4,2,0,0,0,0,0,0,0,1,0,5,0,0,0,키움 히어로즈
김주형,3루수,3,1,9.0,2,0,0,2.0,0.68,2.14,14214,5500,-0.73,-7513,46,81,78,68,5,10,2,0,0,4,0,0,9,1,0,27,2,3,0,키움 히어로즈
이병규,1루수,4,3,24.0,22,1,0,8.63,0.62,12.67,12859,3500,-0.04,-83411,7,17,17,17,3,4,0,0,0,2,0,0,0,0,0,4,0,0,0,키움 히어로즈
김휘집,유격수,74,64,578.0,102,157,14,4.03,-5.4,-7.06,14785,7400,1.12,6613,110,435,429,369,46,92,22,0,8,51,0,0,48,5,0,97,8,6,7,키움 히어로즈
김병휘,유격수,3,0,11.0,4,3,1,5.73,0.28,4.02,14577,3200,-0.26,-12401,10,21,21,21,0,3,1,0,0,1,0,0,0,0,0,8,0,0,0,키움 히어로즈
송성문,1루수,26,18,145.2,134,12,2,9.02,1.6,2.22,11376,12000,1.95,6149,104,438,431,388,43,102,16,3,5,60,1,0,39,0,5,38,9,4,7,키움 히어로즈
도슨,좌익수,22,19,159.2,45,0,2,2.54,0.95,2.4,15652,8500,1.75,4851,57,261,261,229,37,77,14,2,3,29,9,2,18,9,0,41,3,0,5,키움 히어로즈
김준완,중견수,5,1,16.0,7,0,0,3.94,0.04,0.07,11182,9000,-0.05,-166729,76,225,219,189,25,42,7,0,0,14,0,0,26,1,0,57,2,6,3,키움 히어로즈
박찬혁,좌익수,27,24,203.0,50,1,1,2.26,0.98,2.95,15068,4200,-0.45,-9357,48,167,167,154,13,31,7,0,1,8,0,0,10,3,0,41,1,0,0,키움 히어로즈
