Name_x,포지션,fid_G,fid_GS,fid_IP,PO,Ass,E,RF9,수비 관련 득점 기여도.8,수비 관련 득점 기여도.9,pid,연봉(만원),WAR,WAR당 연봉,bat_G,PA,ePA,AB,R_y,H_y,2B_y,3B_y,HR_y,RBI,SB,CS,BB_y,HP_y,IB_y,SO_y,GDP,SH,SF,팀
김주성,유격수,7,0,18.0,2,3,2,2.5,-1.18,-15.41,12545,3400,-0.09,-35979,11,7,7,5,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,LG 트윈스
오스틴,우익수,2,1,9.0,2,0,0,2.0,-1.11,-1.15,15532,40000,5.74,6973,139,583,583,520,87,163,29,4,23,95,7,3,53,3,2,75,11,0,7,LG 트윈스
이주형,좌익수,6,1,20.0,3,0,0,1.35,-1.13,-2.36,14591,3300,2.55,1292,18,16,16,15,2,4,2,0,0,2,0,0,0,1,0,5,0,0,0,LG 트윈스
이주형,좌익수,6,1,20.0,3,0,0,1.35,-1.13,-2.36,14591,3300,2.55,1292,51,227,223,200,30,66,11,4,6,34,3,1,19,4,2,48,4,2,2,키움 히어로즈
정주현,유격수,11,4,47.0,11,9,1,3.83,-1.75,-2.84,10480,6500,-0.81,-7997,89,101,98,88,17,24,2,0,1,12,1,5,9,0,0,16,1,2,1,LG 트윈스
정주현,2루수,18,4,57.0,12,16,4,4.42,-2.2,-3.56,10480,6500,-0.81,-7997,89,101,98,88,17,24,2,0,1,12,1,5,9,0,0,16,1,2,1,LG 트윈스
이재원,좌익수,36,25,180.1,50,2,1,2.6,-1.29,-3.26,13104,8500,0.15,57852,57,129,128,112,15,24,5,0,4,18,4,2,12,2,2,40,1,0,3,LG 트윈스
정주현,1루수,47,1,100.0,86,10,1,8.64,-1.67,-2.69,10480,6500,-0.81,-7997,89,101,98,88,17,24,2,0,1,12,1,5,9,0,0,16,1,2,1,LG 트윈스
김민성,1루수,27,10,105.2,85,10,2,8.09,-1.47,-1.89,10238,18000,1.92,9358,112,316,307,273,34,68,11,0,8,41,2,1,25,7,0,58,7,9,2,LG 트윈스
김범석,1루수,5,5,43.0,38,5,2,9.0,-2.06,-29.73,15484,3000,-0.37,-8055,10,29,29,27,3,3,1,0,1,4,0,0,1,0,0,5,1,0,1,LG 트윈스
정주현,3루수,16,3,58.2,5,12,4,2.61,-2.76,-4.46,10480,6500,-0.81,-7997,89,101,98,88,17,24,2,0,1,12,1,5,9,0,0,16,1,2,1,LG 트윈스
문보경,3루수,128,126,1090.2,104,184,20,2.38,-3.24,-3.56,14137,17000,4.45,3822,131,542,533,469,77,141,29,5,10,72,9,8,58,2,2,83,5,9,4,LG 트윈스
김현수,좌익수,27,26,204.2,45,1,0,2.02,-2.15,-2.33,10187,100000,2.19,45737,133,556,555,488,53,143,22,2,6,88,2,1,58,1,4,53,10,1,8,LG 트윈스
서건창,2루수,35,25,237.0,53,61,9,4.33,-4.55,-14.89,10855,20000,-0.53,-37703,44,126,123,110,14,22,5,2,0,12,3,3,10,0,0,14,5,3,3,LG 트윈스
김기연,포수,27,11,96.1,85,7,4,8.6,-4.49,-23.09,12549,3500,-0.73,-4780,28,40,39,34,3,4,0,0,0,2,1,0,5,0,0,10,0,1,0,LG 트윈스
오스틴,1루수,114,113,930.1,831,72,14,8.74,1.76,1.82,15532,40000,5.74,6973,139,583,583,520,87,163,29,4,23,95,7,3,53,3,2,75,11,0,7,LG 트윈스
문성주,중견수,1,0,1.0,1,0,0,9.0,0.18,0.2,13112,9500,4.76,1995,136,534,528,449,77,132,21,4,2,57,24,14,67,8,0,34,10,6,4,LG 트윈스
김대현,투수,5,0,3.1,0,0,0,0.0,0.0,0.0,12532,6200,-0.08,-73558,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LG 트윈스
김동규,투수,1,0,0.1,0,0,0,0.0,0.0,0.0,15485,3000,-0.17,-17377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LG 트윈스
김주성,3루수,1,0,2.0,0,0,0,0.0,0.0,-0.03,12545,3400,-0.09,-35979,11,7,7,5,1,1,0,0,0,0,0,0,1,1,0,2,0,0,0,LG 트윈스
고우석,투수,44,0,44.0,3,5,1,1.64,0.0,0.0,12907,43000,0.53,81646,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LG 트윈스
손호영,1루수,5,0,6.0,4,0,0,6.0,-0.59,-3.15,14590,4700,-0.53,-8895,27,45,45,44,8,9,0,0,1,6,2,1,1,0,0,12,5,0,0,LG 트윈스
박명근,투수,55,1,51.1,2,4,0,1.05,0.0,0.0,15486,3000,-0.31,-9820,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LG 트윈스
최동환,투수,43,0,42.1,1,5,0,1.28,0.0,0.0,10535,10500,0.52,20064,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LG 트윈스
채지선,투수,1,0,0.2,0,0,0,0.0,0.0,0.0,11387,3800,-0.02,-201036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LG 트윈스
오석주,투수,9,0,10.0,0,0,0,0.0,0.0,0.0,12860,3700,-0.02,-151073,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LG 트윈스
이정용,투수,37,13,86.2,3,8,1,1.14,0.0,0.0,14134,24000,0.87,27693,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,LG 트윈스
유강남,포수,109,98,821.0,714,60,4,8.48,0.03,0.03,10753,60000,4.09,14661,121,403,401,352,45,92,13,0,10,55,1,1,37,8,1,64,13,2,4,롯데 자이언츠
노진혁,유격수,107,95,827.0,142,220,11,3.94,-0.44,-0.56,11165,50000,2.56,19565,113,390,386,334,43,86,26,1,4,51,7,2,45,3,1,84,3,4,4,롯데 자이언츠
손성빈,포수,44,20,201.2,166,13,1,7.99,2.09,6.7,14796,3100,0.49,6364,45,80,78,76,13,20,3,0,1,15,0,0,2,0,0,10,3,2,0,롯데 자이언츠
박승욱,유격수,22,15,134.0,25,47,1,4.84,1.77,2.08,10804,7000,1.92,3638,123,338,327,290,37,83,18,3,0,30,15,4,35,1,0,87,5,11,1,롯데 자이언츠
황성빈,좌익수,60,36,337.0,96,2,1,2.62,3.79,7.38,14642,7200,0.4,17876,74,191,183,170,22,36,5,2,0,8,9,5,12,1,0,27,1,8,0,롯데 자이언츠
정보근,포수,51,23,228.2,191,24,1,8.46,-0.47,-1.22,13154,5900,1.86,3175,55,101,97,81,11,27,6,1,1,13,1,0,14,1,0,13,1,4,1,롯데 자이언츠
안권수,우익수,27,18,157.0,46,1,0,2.69,2.59,3.93,14571,8000,1.84,4355,95,309,302,268,42,72,6,1,2,29,16,7,30,1,1,40,4,7,3,롯데 자이언츠
황성빈,우익수,2,1,9.0,3,0,0,3.0,1.63,3.17,14642,7200,0.4,17876,74,191,183,170,22,36,5,2,0,8,9,5,12,1,0,27,1,8,0,롯데 자이언츠
황성빈,중견수,14,9,68.2,21,0,0,2.75,1.56,3.04,14642,7200,0.4,17876,74,191,183,170,22,36,5,2,0,8,9,5,12,1,0,27,1,8,0,롯데 자이언츠
지시완,포수,2,2,15.0,10,5,0,9.0,1.31,31.49,11413,7600,0.1,78656,6,10,8,8,0,1,0,0,0,0,0,0,0,0,0,5,0,2,0,롯데 자이언츠
안치홍,2루수,93,87,699.0,175,209,2,4.94,-2.17,-2.58,10014,50000,1.99,25091,121,494,487,425,57,124,20,1,8,63,3,3,49,10,3,53,14,5,5,롯데 자이언츠
박승욱,2루수,76,44,447.1,104,165,8,5.41,-0.7,-0.81,10804,7000,1.92,3638,123,338,327,290,37,83,18,3,0,30,15,4,35,1,0,87,5,11,1,롯데 자이언츠
장두성,중견수,15,1,43.0,10,0,0,2.09,1.1,6.36,13155,3800,0.15,25597,25,15,14,13,7,2,0,0,0,1,2,0,1,0,0,3,1,1,0,롯데 자이언츠
안권수,좌익수,60,32,312.2,92,4,3,2.76,2.53,3.84,14571,8000,1.84,4355,95,309,302,268,42,72,6,1,2,29,16,7,30,1,1,40,4,7,3,롯데 자이언츠
배영빈,유격수,10,5,43.0,6,12,1,3.77,0.45,3.59,15625,3000,0.26,11696,18,18,17,16,2,5,2,0,0,0,1,0,1,0,0,2,0,1,0,롯데 자이언츠
서동욱,우익수,5,4,25.0,5,0,0,1.8,0.79,8.76,15624,3000,-0.12,-26058,13,20,20,17,2,2,1,0,0,0,0,0,3,0,0,5,1,0,0,롯데 자이언츠
김동혁,우익수,9,2,18.0,4,0,0,2.0,0.71,6.81,15645,3000,0.03,104051,15,9,9,7,3,0,0,0,0,0,1,0,2,0,0,3,0,0,0,롯데 자이언츠
신윤후,중견수,4,1,12.0,5,0,0,3.75,0.57,2.93,14169,5300,-0.35,-15273,28,27,27,25,2,1,0,0,0,1,1,0,0,2,0,8,0,0,0,롯데 자이언츠
안권수,중견수,30,18,143.2,48,1,0,3.07,0.45,0.68,14571,8000,1.84,4355,95,309,302,268,42,72,6,1,2,29,16,7,30,1,1,40,4,7,3,롯데 자이언츠
배영빈,3루수,2,0,2.0,1,1,0,9.0,0.42,3.38,15625,3000,0.26,11696,18,18,17,16,2,5,2,0,0,0,1,0,1,0,0,2,0,1,0,롯데 자이언츠
윤수녕,좌익수,1,0,3.0,1,0,0,3.0,0.17,8.35,15627,3000,-0.05,-59773,3,4,4,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,롯데 자이언츠
고승민,우익수,30,15,141.2,24,0,0,1.52,0.71,1.09,14160,7300,0.27,27300,94,308,301,255,35,57,14,2,2,24,8,3,42,1,3,64,2,6,4,롯데 자이언츠
국해성,좌익수,1,0,2.0,0,0,0,0.0,0.11,2.58,10172,3000,-0.02,-153748,6,10,10,8,0,2,0,0,0,1,0,0,2,0,0,3,0,0,0,롯데 자이언츠
장두성,우익수,1,0,1.0,0,0,0,0.0,0.0,0.01,13155,3800,0.15,25597,25,15,14,13,7,2,0,0,0,1,2,0,1,0,0,3,1,1,0,롯데 자이언츠
이학주,3루수,53,13,162.2,16,35,3,2.82,-0.11,-0.16,14114,7200,0.0,-3290180,104,122,122,110,22,23,2,0,3,13,4,1,11,1,0,31,2,0,0,롯데 자이언츠
이학주,유격수,53,16,178.1,30,56,5,4.34,-1.44,-1.99,14114,7200,0.0,-3290180,104,122,122,110,22,23,2,0,3,13,4,1,11,1,0,31,2,0,0,롯데 자이언츠
윤동희,우익수,94,79,716.1,156,2,3,1.99,3.41,4.59,15048,3300,0.88,3771,107,423,421,387,45,111,18,1,2,41,3,6,28,1,0,69,10,2,5,롯데 자이언츠
신윤후,좌익수,17,5,60.0,13,0,2,1.95,-0.12,-0.61,14169,5300,-0.35,-15273,28,27,27,25,2,1,0,0,0,1,1,0,0,2,0,8,0,0,0,롯데 자이언츠
윤수녕,우익수,2,1,10.0,1,0,0,0.9,-0.38,-18.35,15627,3000,-0.05,-59773,3,4,4,4,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,롯데 자이언츠
서동욱,포수,1,1,6.0,5,0,0,7.5,-0.46,-5.13,15624,3000,-0.12,-26058,13,20,20,17,2,2,1,0,0,0,0,0,3,0,0,5,1,0,0,롯데 자이언츠
김민수,2루수,1,0,2.0,0,1,0,4.5,-0.55,-3.19,12931,6300,-0.23,-27418,25,51,50,43,4,9,1,1,0,2,0,0,7,0,0,17,2,1,0,롯데 자이언츠
구드럼,3루수,38,29,274.0,21,51,8,2.36,-0.87,-2.51,15651,40000,0.14,281684,50,201,201,173,16,51,14,1,0,28,0,0,23,1,1,46,6,0,4,롯데 자이언츠
김민수,1루수,9,6,48.0,39,1,0,7.5,-0.5,-2.91,12931,6300,-0.23,-27418,25,51,50,43,4,9,1,1,0,2,0,0,7,0,0,17,2,1,0,롯데 자이언츠
박승욱,1루수,2,0,2.0,1,0,0,4.5,-0.87,-1.02,10804,7000,1.92,3638,123,338,327,290,37,83,18,3,0,30,15,4,35,1,0,87,5,11,1,롯데 자이언츠
윤동희,좌익수,8,2,23.1,4,0,0,1.54,-0.93,-1.25,15048,3300,0.88,3771,107,423,421,387,45,111,18,1,2,41,3,6,28,1,0,69,10,2,5,롯데 자이언츠
구드럼,좌익수,1,1,6.0,0,0,0,0.0,-1.02,-2.95,15651,40000,0.14,281684,50,201,201,173,16,51,14,1,0,28,0,0,23,1,1,46,6,0,4,롯데 자이언츠
김민수,3루수,11,8,69.0,5,12,2,2.22,-1.09,-6.3,12931,6300,-0.23,-27418,25,51,50,43,4,9,1,1,0,2,0,0,7,0,0,17,2,1,0,롯데 자이언츠
구드럼,2루수,1,1,8.0,2,1,1,3.38,-1.22,-3.52,15651,40000,0.14,281684,50,201,201,173,16,51,14,1,0,28,0,0,23,1,1,46,6,0,4,롯데 자이언츠
구드럼,우익수,1,1,5.0,3,0,0,5.4,-1.16,-3.35,15651,40000,0.14,281684,50,201,201,173,16,51,14,1,0,28,0,0,23,1,1,46,6,0,4,롯데 자이언츠
고승민,좌익수,2,2,14.0,3,0,0,1.93,-1.13,-1.73,14160,7300,0.27,27300,94,308,301,255,35,57,14,2,2,24,8,3,42,1,3,64,2,6,4,롯데 자이언츠
배영빈,2루수,5,0,6.0,1,1,1,3.0,-1.25,-10.02,15625,3000,0.26,11696,18,18,17,16,2,5,2,0,0,0,1,0,1,0,0,2,0,1,0,롯데 자이언츠
이정훈,1루수,3,2,17.0,15,3,0,9.53,-1.09,-2.66,12916,4000,0.49,8125,59,171,171,152,17,45,7,0,1,17,1,1,13,3,0,28,1,0,3,롯데 자이언츠
정대선,2루수,18,11,101.0,14,26,0,3.56,-1.77,-13.4,15443,3000,-0.38,-7884,19,47,46,40,5,6,1,0,0,6,0,0,2,2,0,8,0,1,2,롯데 자이언츠
이학주,2루수,4,1,9.0,5,2,1,7.0,-1.49,-2.06,14114,7200,0.0,-3290180,104,122,122,110,22,23,2,0,3,13,4,1,11,1,0,31,2,0,0,롯데 자이언츠
전준우,1루수,3,3,26.2,27,2,1,9.79,-1.39,-1.45,10266,50000,3.79,13190,138,559,556,493,80,154,21,3,17,77,9,2,52,7,4,65,12,0,7,롯데 자이언츠
렉스,좌익수,18,17,134.0,30,1,0,2.08,-1.12,-2.93,15152,100000,0.17,594643,55,234,233,203,20,50,4,2,4,30,0,1,28,1,2,54,3,0,2,롯데 자이언츠
이정훈,좌익수,11,9,63.0,18,0,1,2.57,-1.87,-4.57,12916,4000,0.49,8125,59,171,171,152,17,45,7,0,1,17,1,1,13,3,0,28,1,0,3,롯데 자이언츠
구드럼,유격수,14,13,90.0,13,26,4,3.9,-3.12,-8.99,15651,40000,0.14,281684,50,201,201,173,16,51,14,1,0,28,0,0,23,1,1,46,6,0,4,롯데 자이언츠
윤동희,중견수,14,8,69.1,22,0,1,2.86,-2.36,-3.18,15048,3300,0.88,3771,107,423,421,387,45,111,18,1,2,41,3,6,28,1,0,69,10,2,5,롯데 자이언츠
박승욱,3루수,39,22,190.2,8,29,2,1.75,-2.37,-2.78,10804,7000,1.92,3638,123,338,327,290,37,83,18,3,0,30,15,4,35,1,0,87,5,11,1,롯데 자이언츠
렉스,우익수,23,23,189.1,31,0,2,1.47,-1.62,-4.25,15152,100000,0.17,594643,55,234,233,203,20,50,4,2,4,30,0,1,28,1,2,54,3,0,2,롯데 자이언츠
전준우,좌익수,44,40,309.1,74,2,1,2.21,-1.91,-1.99,10266,50000,3.79,13190,138,559,556,493,80,154,21,3,17,77,9,2,52,7,4,65,12,0,7,롯데 자이언츠
한동희,3루수,77,72,574.0,43,96,9,2.18,-4.36,-5.82,13145,19260,-2.48,-7760,108,353,351,319,30,71,11,0,5,32,1,3,26,1,0,58,16,2,5,롯데 자이언츠
안치홍,1루수,34,22,211.0,201,11,2,9.04,-2.37,-2.83,10014,50000,1.99,25091,121,494,487,425,57,124,20,1,8,63,3,3,49,10,3,53,14,5,5,롯데 자이언츠
한동희,1루수,22,10,107.2,99,5,3,8.69,-4.24,-5.65,13145,19260,-2.48,-7760,108,353,351,319,30,71,11,0,5,32,1,3,26,1,0,58,16,2,5,롯데 자이언츠
고승민,1루수,62,54,449.2,390,37,2,8.55,-0.87,-1.33,14160,7300,0.27,27300,94,308,301,255,35,57,14,2,2,24,8,3,42,1,3,64,2,6,4,롯데 자이언츠
김민석,중견수,125,107,933.2,243,3,1,2.37,-6.17,-6.89,15253,3000,-0.21,-14168,129,454,441,400,53,102,24,0,3,39,16,3,31,6,1,112,6,12,5,롯데 자이언츠
정훈,1루수,65,47,410.1,344,23,5,8.05,-4.76,-8.58,10253,30000,0.22,137349,80,233,228,201,40,56,14,0,6,31,2,0,26,0,1,39,4,4,2,롯데 자이언츠
김동혁,좌익수,1,0,1.0,0,0,0,0.0,0.0,0.02,15645,3000,0.03,104051,15,9,9,7,3,0,0,0,0,0,1,0,2,0,0,3,0,0,0,롯데 자이언츠
장두성,좌익수,6,0,7.0,2,0,0,2.57,0.87,5.0,13155,3800,0.15,25597,25,15,14,13,7,2,0,0,0,1,2,0,1,0,0,3,1,1,0,롯데 자이언츠
김상수,투수,65,0,52.0,2,5,1,1.21,0.0,0.0,10427,11000,1.58,6951,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,롯데 자이언츠
최영환,투수,8,0,10.0,1,3,0,3.6,0.0,0.0,11276,4000,-0.28,-14162,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,롯데 자이언츠
김동혁,중견수,2,0,2.0,0,0,0,0.0,0.0,0.02,15645,3000,0.03,104051,15,9,9,7,3,0,0,0,0,0,1,0,2,0,0,3,0,0,0,롯데 자이언츠
김원중,투수,63,0,63.2,4,7,0,1.55,0.0,0.0,10825,25200,1.36,18560,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,롯데 자이언츠
박찬호,유격수,128,121,1042.2,206,303,14,4.39,5.79,6.42,11261,20000,4.71,4249,130,507,500,452,73,136,18,4,3,52,30,8,40,2,0,56,13,7,6,KIA 타이거즈
김도영,3루수,81,81,695.1,68,140,11,2.69,6.34,10.87,15056,5000,3.88,1289,84,385,382,340,72,103,20,5,7,47,25,4,38,1,1,62,14,2,4,KIA 타이거즈
김호령,중견수,68,22,288.1,97,0,1,3.03,5.41,10.25,11298,7000,0.9,7787,76,107,104,95,16,17,7,0,0,6,1,0,8,1,0,38,1,3,0,KIA 타이거즈
김규성,유격수,33,20,187.1,45,63,2,5.19,3.69,5.37,12540,4500,0.86,5214,99,177,172,158,29,37,6,1,2,11,6,2,13,1,0,43,2,5,0,KIA 타이거즈
한준수,포수,45,22,208.2,151,15,0,7.16,1.99,5.97,13113,3100,0.63,4930,48,94,93,86,9,22,4,0,2,12,0,0,7,0,0,26,2,1,0,KIA 타이거즈
소크라테스,중견수,113,106,827.1,249,2,2,2.73,4.01,4.07,14996,50000,4.6,10872,142,608,606,547,91,156,31,3,20,96,15,6,52,1,4,80,13,0,8,KIA 타이거즈
김태군,포수,63,52,438.0,334,36,4,7.6,-1.15,-1.45,10459,20000,0.59,34171,65,203,198,186,17,48,6,0,0,24,2,1,5,4,0,19,9,5,3,KIA 타이거즈
김태군,포수,63,52,438.0,334,36,4,7.6,-1.15,-1.45,10459,20000,0.59,34171,49,143,139,125,7,32,4,1,1,18,0,0,10,4,1,11,8,3,1,삼성 라이온즈
신범수,포수,35,26,238.0,191,10,0,7.6,0.41,1.65,12541,3600,-0.32,-11308,36,100,98,88,7,15,3,0,2,10,0,0,7,2,0,19,3,2,1,KIA 타이거즈
김선빈,2루수,114,111,895.1,180,270,7,4.52,-2.1,-2.54,10008,45000,2.69,16746,119,473,465,419,41,134,16,0,0,48,3,1,38,5,0,26,10,8,3,KIA 타이거즈
한승택,포수,48,32,273.1,223,18,2,7.94,-1.06,-3.12,11119,8000,-0.45,-17741,49,104,98,85,6,11,2,0,0,3,0,0,11,2,0,32,1,6,0,KIA 타이거즈
박정우,우익수,13,1,28.1,6,0,0,1.91,1.34,9.19,12869,3600,0.25,14423,21,12,9,9,2,3,0,0,0,0,0,0,0,0,0,1,0,3,0,KIA 타이거즈
이창진,우익수,16,13,96.1,18,3,0,1.96,1.73,2.4,11233,14000,1.94,7198,104,284,282,244,35,66,11,3,4,29,9,2,34,2,1,44,6,2,2,KIA 타이거즈
최정용,2루수,37,4,85.1,13,34,1,4.96,0.96,2.46,11407,4000,0.34,11858,56,41,38,36,17,6,1,0,0,1,4,0,2,0,0,9,0,3,0,KIA 타이거즈
최정용,3루수,9,3,38.0,8,14,0,5.21,1.18,3.05,11407,4000,0.34,11858,56,41,38,36,17,6,1,0,0,1,4,0,2,0,0,9,0,3,0,KIA 타이거즈
김선우,포수,5,1,21.0,18,1,0,8.14,0.96,27.67,14822,3000,0.04,73273,5,7,7,7,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,KIA 타이거즈
이우성,우익수,69,54,429.2,102,4,0,2.22,2.85,3.26,11099,5500,2.66,2068,126,400,393,355,39,107,17,0,8,58,8,1,31,5,4,81,10,6,3,KIA 타이거즈
주효상,포수,18,11,90.0,88,7,0,9.5,-0.02,-0.12,12567,4800,-0.4,-11877,19,36,34,32,2,2,0,0,0,1,0,0,2,0,0,10,1,2,0,KIA 타이거즈
최원준,우익수,7,5,43.0,8,0,0,1.67,0.95,2.05,12534,22000,0.82,26903,67,274,270,239,37,61,11,2,1,23,13,5,31,0,0,39,5,4,0,KIA 타이거즈
홍종표,2루수,13,1,25.0,2,7,0,3.24,0.62,2.23,14612,3300,0.12,28438,40,12,11,7,10,0,0,0,0,0,0,0,3,1,0,1,0,1,0,KIA 타이거즈
이창진,3루수,1,0,3.0,0,1,0,3.0,0.46,0.64,11233,14000,1.94,7198,104,284,282,244,35,66,11,3,4,29,9,2,34,2,1,44,6,2,2,KIA 타이거즈
김규성,1루수,17,5,61.2,62,3,0,9.49,0.78,1.14,12540,4500,0.86,5214,99,177,172,158,29,37,6,1,2,11,6,2,13,1,0,43,2,5,0,KIA 타이거즈
최원준,중견수,21,13,125.0,46,0,1,3.31,0.2,0.43,12534,22000,0.82,26903,67,274,270,239,37,61,11,2,1,23,13,5,31,0,0,39,5,4,0,KIA 타이거즈
최원준,좌익수,3,3,22.0,6,0,0,2.45,-0.04,-0.1,12534,22000,0.82,26903,67,274,270,239,37,61,11,2,1,23,13,5,31,0,0,39,5,4,0,KIA 타이거즈
김석환,좌익수,5,1,17.1,2,0,0,1.04,-0.28,-3.33,12917,3500,-0.4,-8647,12,26,25,23,1,3,1,0,0,3,0,0,2,0,0,9,1,1,0,KIA 타이거즈
윤도현,3루수,1,0,5.0,1,0,1,1.8,-0.36,-51.61,15058,3000,-0.07,-44356,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,KIA 타이거즈
류지혁,1루수,5,2,18.0,13,0,0,6.5,-0.31,-0.34,10894,15500,0.38,41156,66,253,250,220,28,59,6,1,0,17,4,2,27,3,1,43,5,2,1,KIA 타이거즈
류지혁,1루수,5,2,18.0,13,0,0,6.5,-0.31,-0.34,10894,15500,0.38,41156,66,269,261,235,35,63,5,0,2,28,22,0,19,3,0,30,7,8,4,삼성 라이온즈
이창진,중견수,5,3,26.1,8,0,0,2.73,-0.63,-0.88,11233,14000,1.94,7198,104,284,282,244,35,66,11,3,4,29,9,2,34,2,1,44,6,2,2,KIA 타이거즈
홍종표,유격수,8,0,9.0,5,2,0,7.0,-0.65,-2.36,14612,3300,0.12,28438,40,12,11,7,10,0,0,0,0,0,0,0,3,1,0,1,0,1,0,KIA 타이거즈
김규성,3루수,7,0,15.1,2,1,0,1.76,-0.76,-1.1,12540,4500,0.86,5214,99,177,172,158,29,37,6,1,2,11,6,2,13,1,0,43,2,5,0,KIA 타이거즈
소크라테스,우익수,54,22,261.0,63,1,3,2.21,0.44,0.45,14996,50000,4.6,10872,142,608,606,547,91,156,31,3,20,96,15,6,52,1,4,80,13,0,8,KIA 타이거즈
이우성,좌익수,59,39,363.2,75,0,1,1.86,0.84,0.96,11099,5500,2.66,2068,126,400,393,355,39,107,17,0,8,58,8,1,31,5,4,81,10,6,3,KIA 타이거즈
김규성,2루수,48,21,208.1,42,54,6,4.15,-1.77,-2.58,12540,4500,0.86,5214,99,177,172,158,29,37,6,1,2,11,6,2,13,1,0,43,2,5,0,KIA 타이거즈
김도영,유격수,4,3,27.0,3,6,2,3.0,-1.44,-2.47,15056,5000,3.88,1289,84,385,382,340,72,103,20,5,7,47,25,4,38,1,1,62,14,2,4,KIA 타이거즈
박찬호,2루수,1,0,3.0,0,0,1,0.0,-1.3,-1.44,11261,20000,4.71,4249,130,507,500,452,73,136,18,4,3,52,30,8,40,2,0,56,13,7,6,KIA 타이거즈
소크라테스,좌익수,33,12,118.2,33,0,2,2.5,-0.84,-0.86,14996,50000,4.6,10872,142,608,606,547,91,156,31,3,20,96,15,6,52,1,4,80,13,0,8,KIA 타이거즈
김석환,1루수,4,4,34.1,31,1,0,8.39,-1.07,-12.8,12917,3500,-0.4,-8647,12,26,25,23,1,3,1,0,0,3,0,0,2,0,0,9,1,1,0,KIA 타이거즈
류지혁,2루수,7,7,52.0,11,18,0,5.02,-1.69,-1.85,10894,15500,0.38,41156,66,253,250,220,28,59,6,1,0,17,4,2,27,3,1,43,5,2,1,KIA 타이거즈
류지혁,2루수,7,7,52.0,11,18,0,5.02,-1.69,-1.85,10894,15500,0.38,41156,66,269,261,235,35,63,5,0,2,28,22,0,19,3,0,30,7,8,4,삼성 라이온즈
오선우,1루수,29,4,82.2,89,3,1,10.02,-1.0,-4.38,14181,3000,-0.22,-13510,33,31,31,28,2,5,0,0,2,5,0,0,3,0,0,15,0,0,0,KIA 타이거즈
황대인,1루수,54,50,389.1,355,33,3,8.97,2.08,4.99,11306,13000,-0.22,-59558,60,199,198,174,19,37,4,0,5,26,0,0,18,4,2,50,6,0,3,KIA 타이거즈
변우혁,3루수,20,12,104.2,6,18,4,2.06,-1.94,-3.36,14124,3500,-0.28,-12698,83,226,226,200,23,45,4,0,7,24,0,0,23,3,1,74,4,0,0,KIA 타이거즈
고종욱,좌익수,45,35,248.1,54,3,2,2.07,-1.2,-1.51,10659,7000,1.29,5412,114,286,286,270,35,80,17,0,3,39,2,2,14,0,0,58,3,0,2,KIA 타이거즈
이창진,좌익수,69,40,392.0,92,2,1,2.16,-1.62,-2.24,11233,14000,1.94,7198,104,284,282,244,35,66,11,3,4,29,9,2,34,2,1,44,6,2,2,KIA 타이거즈
류지혁,3루수,55,48,402.2,38,72,4,2.46,-4.1,-4.47,10894,15500,0.38,41156,66,253,250,220,28,59,6,1,0,17,4,2,27,3,1,43,5,2,1,KIA 타이거즈
류지혁,3루수,55,48,402.2,38,72,4,2.46,-4.1,-4.47,10894,15500,0.38,41156,66,269,261,235,35,63,5,0,2,28,22,0,19,3,0,30,7,8,4,삼성 라이온즈
최형우,좌익수,15,14,107.0,18,0,1,1.51,-3.76,-4.47,10344,90000,3.93,22875,121,508,508,431,64,130,27,1,17,81,0,0,65,8,1,83,5,0,4,KIA 타이거즈
나성범,우익수,50,49,410.2,88,4,1,2.02,-3.03,-7.53,11162,80000,3.68,21736,58,253,253,222,51,81,12,1,18,57,0,0,26,1,0,36,1,0,4,KIA 타이거즈
변우혁,1루수,55,44,358.0,311,24,5,8.42,-2.37,-4.12,14124,3500,-0.28,-12698,83,226,226,200,23,45,4,0,7,24,0,0,23,3,1,74,4,0,0,KIA 타이거즈
최원준,1루수,39,35,321.0,289,15,7,8.52,-2.07,-4.44,12534,22000,0.82,26903,67,274,270,239,37,61,11,2,1,23,13,5,31,0,0,39,5,4,0,KIA 타이거즈
