선수,연봉(만원),WAR,WAR당 연봉,팀,pid,연도,팀연봉순위,전체연봉순위
강동훈,3000,-,-,KIA 타이거즈,16080,2025,81,652
이상준,3000,-,-,KIA 타이거즈,16078,2025,82,653
김재현,3000,-,-,KIA 타이거즈,15440,2025,83,654
박상준,3000,-,-,KIA 타이거즈,15125,2025,84,655
이도현,3000,-0.10,-28644,KIA 타이거즈,15437,2025,85,656
로하스,210000,1.48,141707,KT 위즈,12995,2025,1,3
고영표,200000,3.08,64884,KT 위즈,11308,2025,2,5
쿠에바스,140000,0.42,329505,KT 위즈,13942,2025,3,13
헤이수스,130000,1.95,57568,KT 위즈,16138,2025,4,19
강백호,70000,0.36,196578,KT 위즈,13168,2025,5,52
황재균,50000,1.05,47432,KT 위즈,10407,2025,6,71
장성우,50000,1.94,25726,KT 위즈,10235,2025,7,72
패트릭,38400,0.27,141753,KT 위즈,16401,2025,8,85
배정대,34000,0.63,53961,KT 위즈,11212,2025,9,94
김상수,30000,1.32,22658,KT 위즈,10320,2025,10,101
김민혁,30000,0.28,105994,KT 위즈,11339,2025,11,102
허경민,30000,0.73,41374,KT 위즈,10184,2025,12,103
배제성,25000,0.56,44454,KT 위즈,11394,2025,13,115
박영현,24000,0.14,175773,KT 위즈,15089,2025,14,118
소형준,22000,3.54,6223,KT 위즈,14600,2025,15,124
김민수,21000,0.28,74741,KT 위즈,11317,2025,16,126
주권,20000,0.17,114781,KT 위즈,11323,2025,17,136
우규민,20000,0.68,29223,KT 위즈,10523,2025,18,137
문상철,17000,0.40,42459,KT 위즈,11333,2025,19,159
오윤석,16000,0.58,27597,KT 위즈,11397,2025,20,163
오재일,15000,-,-,KT 위즈,10400,2025,21,168
오원석,14000,3.39,4129,KT 위즈,14581,2025,22,177
장진혁,11500,0.04,296361,KT 위즈,12583,2025,23,200
최동환,11000,-0.22,-49433,KT 위즈,10535,2025,24,203
손동현,10000,1.51,6626,KT 위즈,14108,2025,25,219
이호연,7000,0.22,32493,KT 위즈,13151,2025,26,268
이정훈,6500,0.70,9311,KT 위즈,12916,2025,27,284
송민섭,6000,0.03,239900,KT 위즈,11342,2025,28,296
이상동,5900,0.53,11041,KT 위즈,14109,2025,29,302
문용익,5800,0.07,78480,KT 위즈,12885,2025,30,303
조이현,5700,0.18,32166,KT 위즈,11284,2025,31,306
임준형,5500,-0.06,-92223,KT 위즈,14142,2025,32,312
장준원,5100,-0.41,-12516,KT 위즈,11214,2025,33,324
강현우,5000,0.14,34995,KT 위즈,14603,2025,34,329
이채호,5000,-0.04,-129878,KT 위즈,13130,2025,35,330
권동진,4600,0.67,6860,KT 위즈,14777,2025,36,344
안치영,4500,-0.03,-175754,KT 위즈,13006,2025,37,352
조대현,4300,0.32,13611,KT 위즈,13177,2025,38,364
원상현,4000,0.93,4310,KT 위즈,16027,2025,39,385
이선우,3800,-,-,KT 위즈,14111,2025,40,399
강민성,3700,-0.52,-7166,KT 위즈,14191,2025,41,411
전용주,3600,0.45,8052,KT 위즈,14106,2025,42,422
성재헌,3600,-,-,KT 위즈,14667,2025,43,423
김병준,3600,-0.02,-206761,KT 위즈,15097,2025,44,424
육청명,3500,-,-,KT 위즈,16028,2025,45,435
강건,3500,-0.10,-35100,KT 위즈,15527,2025,46,436
김태오,3500,-,-,KT 위즈,12577,2025,47,437
한차현,3500,-0.03,-109845,KT 위즈,14776,2025,48,438
이정현,3500,-0.05,-70646,KT 위즈,12937,2025,49,439
윤준혁,3500,-0.16,-22180,KT 위즈,14605,2025,50,440
박민석,3400,0.22,15283,KT 위즈,14110,2025,51,459
안현민,3300,5.04,655,KT 위즈,15092,2025,52,470
김건형,3300,-0.07,-44306,KT 위즈,14779,2025,53,471
최성민,3200,0.09,33917,KT 위즈,14870,2025,54,493
지명성,3200,-,-,KT 위즈,14775,2025,55,494
문상준,3100,-,-,KT 위즈,14720,2025,56,541
이상우,3100,-,-,KT 위즈,15090,2025,57,542
박준혁,3000,-,-,KT 위즈,16354,2025,58,657
박민석,3000,-,-,KT 위즈,16355,2025,59,658
오서진,3000,-0.03,-90460,KT 위즈,16356,2025,60,659
이용현,3000,-,-,KT 위즈,16357,2025,61,660
윤상인,3000,-,-,KT 위즈,16358,2025,62,661
이정환,3000,-,-,KT 위즈,16359,2025,63,662
정영웅,3000,-,-,KT 위즈,16360,2025,64,663
김동현,3000,-,-,KT 위즈,16351,2025,65,664
박건우,3000,-,-,KT 위즈,16352,2025,66,665
김재원,3000,-0.05,-61824,KT 위즈,16353,2025,67,666
이승준,3000,-,-,KT 위즈,16361,2025,68,667
김주완,3000,-,-,KT 위즈,14833,2025,69,668
권성준,3000,-,-,KT 위즈,15096,2025,70,669
최동희,3000,-,-,KT 위즈,15094,2025,71,670
우종휘,3000,-,-,KT 위즈,15093,2025,72,671
한지웅,3000,-,-,KT 위즈,15091,2025,73,672
유준규,3000,-0.31,-9761,KT 위즈,14778,2025,74,673
신범준,3000,-,-,KT 위즈,14774,2025,75,674
이태규,3000,-,-,KT 위즈,14179,2025,76,675
김철호,3000,-,-,KT 위즈,13083,2025,77,676
유호식,3000,-,-,KT 위즈,13127,2025,78,677
최용준,3000,0.23,12959,KT 위즈,14658,2025,79,678
이종혁,3000,-,-,KT 위즈,12938,2025,80,679
이현민,3000,-,-,KT 위즈,16159,2025,81,680
이준명,3000,-,-,KT 위즈,15526,2025,82,681
이승언,3000,-,-,KT 위즈,16036,2025,83,682
김민석,3000,0.00,4654518,KT 위즈,16035,2025,84,683
이승현,3000,-,-,KT 위즈,16034,2025,85,684
박태완,3000,-,-,KT 위즈,16033,2025,86,685
신호준,3000,-,-,KT 위즈,16031,2025,87,686
장민호,0,-,-,KT 위즈,16386,2025,88,834
정운교,0,-,-,KT 위즈,16387,2025,89,835
구자욱,200000,1.81,110724,삼성 라이온즈,10892,2025,1,6
레예스,98000,1.12,87890,삼성 라이온즈,15861,2025,3,36
후라도,130000,4.40,22295,삼성 라이온즈,15531,2025,2,20
오승환,80000,-0.12,-654557,삼성 라이온즈,10367,2025,4,45
김재윤,80000,-0.39,-202678,삼성 라이온즈,11489,2025,5,46
디아즈,70000,3.83,18292,삼성 라이온즈,16162,2025,6,53
원태인,63000,2.93,21496,삼성 라이온즈,14113,2025,7,56
류지혁,60000,2.04,29362,삼성 라이온즈,10894,2025,8,60
가라비토,49000,0.98,49849,삼성 라이온즈,16397,2025,9,75
강민호,40000,2.28,17568,삼성 라이온즈,10232,2025,10,82
백정현,40000,1.33,30120,삼성 라이온즈,10363,2025,11,83
박병호,38000,0.85,44675,삼성 라이온즈,10470,2025,12,86
김지찬,28000,-0.14,-207150,삼성 라이온즈,14618,2025,13,111
김태훈,24000,0.94,25437,삼성 라이온즈,10871,2025,14,119
이승현,24000,-0.21,-112626,삼성 라이온즈,10527,2025,15,120
이재현,21000,3.59,5856,삼성 라이온즈,15034,2025,16,127
최원태,20000,1.51,13222,삼성 라이온즈,11379,2025,17,138
임창민,20000,-0.17,-116575,삼성 라이온즈,10452,2025,18,139
최지광,17000,-,-,삼성 라이온즈,12934,2025,19,160
김영웅,15000,1.34,11225,삼성 라이온즈,15035,2025,20,169
이성규,13000,0.54,24082,삼성 라이온즈,12562,2025,21,185
이승현,12000,1.64,7305,삼성 라이온즈,14798,2025,22,197
김헌곤,10000,-0.10,-104275,삼성 라이온즈,10640,2025,23,220
김대우,10000,-,-,삼성 라이온즈,10685,2025,24,221
이상민,8500,0.04,205055,삼성 라이온즈,11169,2025,25,235
최성훈,7800,-,-,삼성 라이온즈,10851,2025,26,248
전병우,7500,0.64,11687,삼성 라이온즈,11422,2025,27,256
윤정빈,7400,-0.81,-9095,삼성 라이온즈,13161,2025,28,260
김성윤,7000,2.66,2631,삼성 라이온즈,12936,2025,29,269
김무신,7000,-,-,삼성 라이온즈,13162,2025,30,270
강한울,7000,-,-,삼성 라이온즈,11255,2025,31,271
안주형,7000,-0.30,-23584,삼성 라이온즈,12988,2025,32,272
양현,7000,-,-,삼성 라이온즈,10730,2025,33,273
이병헌,6500,-0.14,-45452,삼성 라이온즈,14117,2025,34,285
황동재,6200,0.01,691337,삼성 라이온즈,14615,2025,35,287
이재익,6200,-,-,삼성 라이온즈,13244,2025,36,288
최하늘,6000,-,-,삼성 라이온즈,13152,2025,37,297
송은범,6000,0.05,115486,삼성 라이온즈,10137,2025,38,298
김재성,5500,-0.46,-11838,삼성 라이온즈,11344,2025,39,313
박승규,5200,0.41,12597,삼성 라이온즈,14122,2025,40,321
이승민,5000,-0.02,-259180,삼성 라이온즈,14616,2025,41,331
양창섭,4800,0.09,54531,삼성 라이온즈,13157,2025,42,338
김도환,4700,0.03,166412,삼성 라이온즈,14115,2025,43,341
김민수,4600,-,-,삼성 라이온즈,11266,2025,44,345
김태훈,4500,0.06,69700,삼성 라이온즈,11336,2025,45,353
홍현빈,4500,-0.01,-328541,삼성 라이온즈,12941,2025,46,354
김태근,4500,0.02,218111,삼성 라이온즈,14175,2025,47,355
최충연,4500,-,-,삼성 라이온즈,12530,2025,48,356
공민규,4300,-,-,삼성 라이온즈,13164,2025,49,365
이해승,4200,0.00,950033,삼성 라이온즈,14121,2025,50,369
이호성,4000,0.08,47478,삼성 라이온즈,15496,2025,51,386
양우현,4000,0.01,443588,삼성 라이온즈,14116,2025,52,387
박주혁,3800,-,-,삼성 라이온즈,14668,2025,53,400
이재희,3600,0.35,10394,삼성 라이온즈,14799,2025,54,425
홍원표,3550,-,-,삼성 라이온즈,14614,2025,55,427
양도근,3500,1.54,2269,삼성 라이온즈,15875,2025,56,441
육선엽,3500,0.17,20862,삼성 라이온즈,15864,2025,57,442
김재혁,3500,-0.17,-20945,삼성 라이온즈,15036,2025,58,443
조민성,3400,-,-,삼성 라이온즈,15040,2025,59,460
이창용,3300,-0.02,-203121,삼성 라이온즈,14866,2025,60,472
오현석,3300,-,-,삼성 라이온즈,14801,2025,61,473
김대호,3300,0.18,18360,삼성 라이온즈,15882,2025,62,474
김호진,3250,0.00,-3091469,삼성 라이온즈,15868,2025,63,482
김동현,3200,-,-,삼성 라이온즈,15874,2025,64,495
이현준,3200,-,-,삼성 라이온즈,15870,2025,65,496
김성경,3200,-,-,삼성 라이온즈,15867,2025,66,497
박장민,3100,-,-,삼성 라이온즈,15506,2025,67,543
박진우,3100,-,-,삼성 라이온즈,15507,2025,68,544
배찬승,3000,0.10,29962,삼성 라이온즈,16239,2025,69,687
심재훈,3000,-0.03,-105791,삼성 라이온즈,16240,2025,70,688
홍준영,3000,-,-,삼성 라이온즈,16245,2025,71,689
천겸,3000,-,-,삼성 라이온즈,16246,2025,72,690
우승완,3000,-,-,삼성 라이온즈,16247,2025,73,691
강민성,3000,-,-,삼성 라이온즈,16248,2025,74,692
차승준,3000,-,-,삼성 라이온즈,16241,2025,75,693
함수호,3000,-0.02,-158567,삼성 라이온즈,16242,2025,76,694
권현우,3000,-,-,삼성 라이온즈,16243,2025,77,695
이진용,3000,-,-,삼성 라이온즈,16244,2025,78,696
진희성,3000,-,-,삼성 라이온즈,16249,2025,79,697
주한울,3000,-,-,삼성 라이온즈,14802,2025,80,698
차동영,3000,-,-,삼성 라이온즈,15037,2025,81,699
신경민,3000,-,-,삼성 라이온즈,15869,2025,82,700
유병선,3000,-,-,삼성 라이온즈,15873,2025,83,701
박준용,3000,-,-,삼성 라이온즈,15865,2025,84,702
정민성,3000,-0.06,-48093,삼성 라이온즈,15866,2025,85,703
김백산,0,-,-,삼성 라이온즈,16368,2025,86,836
김유현,0,-,-,삼성 라이온즈,16369,2025,87,837
최예한,0,-,-,삼성 라이온즈,16370,2025,88,838
김상준,0,-,-,삼성 라이온즈,16371,2025,89,839
김광현,300000,2.18,137692,SSG 랜더스,10126,2025,1,1
에레디아,224000,1.22,184174,SSG 랜더스,15530,2025,2,2
최정,170000,0.24,723057,SSG 랜더스,10106,2025,3,7
앤더슨,161000,4.51,35687,SSG 랜더스,16146,2025,4,11
화이트,130000,3.30,42485,SSG 랜더스,16324,2025,5,21
박종훈,110000,-0.04,-2869987,SSG 랜더스,10131,2025,6,31
한유섬,90000,1.23,73304,SSG 랜더스,10815,2025,7,41
문승원,80000,1.07,75038,SSG 랜더스,10783,2025,8,47
노경은,40000,1.18,33788,SSG 랜더스,10203,2025,9,84
서진용,38000,-0.01,-3094841,SSG 랜더스,10784,2025,10,87
박성한,37000,3.83,9665,SSG 랜더스,12922,2025,11,89
최지훈,30000,1.22,24560,SSG 랜더스,14587,2025,12,104
김민식,25000,-,-,SSG 랜더스,10707,2025,13,116
김택형,20500,0.31,67162,SSG 랜더스,11373,2025,14,128
오태곤,15000,0.22,68345,SSG 랜더스,10249,2025,15,170
이지영,15000,-0.22,-69485,SSG 랜더스,10312,2025,16,171
김성현,15000,0.37,40774,SSG 랜더스,10636,2025,17,172
조병현,13500,2.29,5903,SSG 랜더스,14805,2025,18,180
장지훈,13000,-,-,SSG 랜더스,14804,2025,19,186
김민,11000,0.51,21779,SSG 랜더스,13167,2025,20,204
맥브룸,10500,-0.05,-229338,SSG 랜더스,16390,2025,21,211
최민준,10000,0.60,16674,SSG 랜더스,13126,2025,22,222
김성욱,10000,-0.46,-21957,SSG 랜더스,11153,2025,23,223
하재훈,9000,-0.29,-31460,SSG 랜더스,14147,2025,24,231
한두솔,8000,0.03,269755,SSG 랜더스,13228,2025,25,243
고명준,8000,1.18,6807,SSG 랜더스,14807,2025,26,244
정준재,7500,0.80,9390,SSG 랜더스,16042,2025,27,257
이로운,7400,1.87,3953,SSG 랜더스,15461,2025,28,261
박지환,6200,-0.85,-7321,SSG 랜더스,16038,2025,29,289
송영진,5500,0.14,38356,SSG 랜더스,15462,2025,30,314
조형우,4000,0.77,5223,SSG 랜더스,14806,2025,31,388
신헌민,3300,-,-,SSG 랜더스,15024,2025,32,475
허진,3200,-,-,SSG 랜더스,16139,2025,33,498
최준우,3200,0.12,27001,SSG 랜더스,13128,2025,34,499
김찬형,3200,-0.40,-8079,SSG 랜더스,12622,2025,35,500
안상현,3200,-0.34,-9362,SSG 랜더스,12613,2025,36,501
백승건,3200,-,-,SSG 랜더스,14145,2025,37,502
이건욱,3200,-,-,SSG 랜더스,11242,2025,38,503
김수윤,3200,-0.14,-22714,SSG 랜더스,12903,2025,39,504
최상민,3200,-0.08,-38354,SSG 랜더스,13195,2025,40,505
이정범,3200,-,-,SSG 랜더스,13194,2025,41,506
박대온,3200,-,-,SSG 랜더스,11246,2025,42,507
전영준,3200,0.72,4459,SSG 랜더스,15032,2025,43,508
신범수,3200,0.32,9932,SSG 랜더스,12541,2025,44,509
김태윤,3100,0.02,128864,SSG 랜더스,15030,2025,45,545
박시후,3100,0.31,9982,SSG 랜더스,14687,2025,46,546
박성빈,3100,-,-,SSG 랜더스,16044,2025,47,547
김창평,3100,0.00,679454,SSG 랜더스,14146,2025,48,548
류효승,3100,-,-,SSG 랜더스,14586,2025,49,549
석정우,3100,-0.35,-8882,SSG 랜더스,15121,2025,50,550
장현진,3000,-,-,SSG 랜더스,16400,2025,51,704
이원준,3000,-,-,SSG 랜더스,16317,2025,52,705
최윤석,3000,-,-,SSG 랜더스,16318,2025,53,706
천범석,3000,-,-,SSG 랜더스,16316,2025,54,707
신지환,3000,-,-,SSG 랜더스,16315,2025,55,708
이율예,3000,-0.04,-73688,SSG 랜더스,16314,2025,56,709
김현재,3000,-,-,SSG 랜더스,16319,2025,57,710
이도우,3000,-,-,SSG 랜더스,16320,2025,58,711
한지헌,3000,-,-,SSG 랜더스,16322,2025,59,712
홍대인,3000,-0.03,-116817,SSG 랜더스,16321,2025,60,713
도재현,3000,-,-,SSG 랜더스,16323,2025,61,714
박정빈,3000,-,-,SSG 랜더스,14862,2025,62,715
김건우,3000,0.95,3158,SSG 랜더스,14803,2025,63,716
최민창,3000,-,-,SSG 랜더스,11351,2025,64,717
채현우,3000,0.15,19538,SSG 랜더스,14153,2025,65,718
최수호,3000,-,-,SSG 랜더스,14148,2025,66,719
정동윤,3000,-0.25,-12142,SSG 랜더스,12571,2025,67,720
김성민,3000,-,-,SSG 랜더스,14585,2025,68,721
현원회,3000,-0.20,-14666,SSG 랜더스,14584,2025,69,722
김규민,3000,-,-,SSG 랜더스,16047,2025,70,723
백준서,3000,-,-,SSG 랜더스,16045,2025,71,724
정현승,3000,0.03,99423,SSG 랜더스,16043,2025,72,725
최현석,3000,0.02,123599,SSG 랜더스,16041,2025,73,726
박기호,3000,0.31,9574,SSG 랜더스,16040,2025,74,727
임근우,3000,-,-,SSG 랜더스,15122,2025,75,728
이승민,3000,-,-,SSG 랜더스,16039,2025,76,729
데이비슨,168000,1.35,124888,NC 다이노스,16066,2025,1,10
박민우,90000,4.34,20759,NC 다이노스,11137,2025,2,42
로건,78400,2.52,31159,NC 다이노스,16350,2025,3,48
라일리,72800,3.11,23391,NC 다이노스,16349,2025,4,49
박건우,70000,1.33,52483,NC 다이노스,10189,2025,5,54
박세혁,60000,-0.55,-108905,NC 다이노스,10891,2025,6,61
손아섭,50000,2.06,24225,NC 다이노스,10261,2025,7,73
권희동,22500,1.74,12939,NC 다이노스,11172,2025,8,121
이용찬,20000,-0.16,-126049,NC 다이노스,10217,2025,9,140
김영규,20000,0.13,158607,NC 다이노스,13088,2025,10,141
김주원,20000,3.00,6657,NC 다이노스,14765,2025,11,142
임정호,20000,-0.35,-56426,NC 다이노스,11168,2025,12,143
신민혁,18000,1.75,10273,NC 다이노스,13085,2025,13,149
이재학,18000,-,-,NC 다이노스,10220,2025,14,150
김휘집,17500,1.31,13396,NC 다이노스,14785,2025,15,152
서호철,17500,-0.63,-27831,NC 다이노스,14220,2025,16,153
류진욱,13500,0.52,25881,NC 다이노스,11355,2025,17,181
김시훈,13500,-0.26,-50995,NC 다이노스,13080,2025,18,182
김재열,12000,-0.44,-27436,NC 다이노스,14747,2025,19,198
박시원,12000,-0.44,-27354,NC 다이노스,14597,2025,20,199
김형준,11000,1.44,7661,NC 다이노스,13081,2025,21,205
구창모,10000,-,-,NC 다이노스,11353,2025,22,224
도태훈,8000,0.00,3512947,NC 다이노스,12560,2025,23,245
최성영,8000,-0.33,-24060,NC 다이노스,12565,2025,24,246
천재환,7600,0.28,27168,NC 다이노스,13261,2025,25,251
한재승,7500,0.33,22734,NC 다이노스,14764,2025,26,258
최정원,7000,1.03,6791,NC 다이노스,14221,2025,27,274
안중열,6600,-0.38,-17208,NC 다이노스,11329,2025,28,278
배재환,5500,0.72,7643,NC 다이노스,11248,2025,29,315
오영수,5100,0.12,43600,NC 다이노스,13082,2025,30,325
김진호,5000,0.89,5640,NC 다이노스,12897,2025,31,332
김태경,5000,-0.27,-18289,NC 다이노스,14593,2025,32,333
조민석,5000,0.13,37471,NC 다이노스,15119,2025,33,334
김한별,3800,0.39,9832,NC 다이노스,14716,2025,34,401
전사민,3800,-0.12,-31023,NC 다이노스,14156,2025,35,402
한석현,3700,0.32,11560,NC 다이노스,13250,2025,36,412
임상현,3700,-0.02,-150884,NC 다이노스,16053,2025,37,413
박한결,3500,-0.07,-52977,NC 다이노스,15451,2025,38,444
김태현,3500,-0.02,-192599,NC 다이노스,12898,2025,39,445
박동수,3400,-,-,NC 다이노스,15112,2025,40,461
오장한,3300,-,-,NC 다이노스,14767,2025,41,476
송승환,3200,-0.19,-16736,NC 다이노스,14172,2025,42,510
오태양,3100,-0.06,-53461,NC 다이노스,14766,2025,43,551
전루건,3100,-,-,NC 다이노스,14171,2025,44,552
소이현,3100,0.23,13716,NC 다이노스,12900,2025,45,553
최보성,3100,-,-,NC 다이노스,13087,2025,46,554
박영빈,3100,0.09,35618,NC 다이노스,14661,2025,47,555
홍재문,3000,-,-,NC 다이노스,16341,2025,48,730
유재현,3000,-,-,NC 다이노스,16342,2025,49,731
김태훈,3000,-0.06,-50114,NC 다이노스,16340,2025,50,732
이세민,3000,-,-,NC 다이노스,16343,2025,51,733
장창훈,3000,-,-,NC 다이노스,16346,2025,52,734
양가온솔,3000,-,-,NC 다이노스,16347,2025,53,735
조창연,3000,-,-,NC 다이노스,16348,2025,54,736
신민우,3000,-,-,NC 다이노스,16345,2025,55,737
정현창,3000,-0.11,-26341,NC 다이노스,16344,2025,56,738
김녹원,3000,0.00,754578,NC 다이노스,15113,2025,57,739
이준혁,3000,-0.19,-15583,NC 다이노스,15111,2025,58,740
조효원,3000,-,-,NC 다이노스,15055,2025,59,741
박주현,3000,-,-,NC 다이노스,13175,2025,60,742
박주찬,3000,-,-,NC 다이노스,14219,2025,61,743
김범준,3000,-0.02,-137356,NC 다이노스,14222,2025,62,744
한재환,3000,0.04,79425,NC 다이노스,14659,2025,63,745
박지한,3000,-,-,NC 다이노스,14650,2025,64,746
서의태,3000,-,-,NC 다이노스,12574,2025,65,747
안인산,3000,-,-,NC 다이노스,14598,2025,66,748
김준원,3000,-,-,NC 다이노스,16063,2025,67,749
고승완,3000,-0.12,-24663,NC 다이노스,16061,2025,68,750
조현민,3000,-,-,NC 다이노스,16060,2025,69,751
원종해,3000,-,-,NC 다이노스,16059,2025,70,752
김세훈,3000,-,-,NC 다이노스,16058,2025,71,753
손주환,3000,0.95,3154,NC 다이노스,16057,2025,72,754
최우석,3000,-0.06,-52324,NC 다이노스,16056,2025,73,755
김휘건,3000,-,-,NC 다이노스,16052,2025,74,756
박인우,3000,-,-,NC 다이노스,16051,2025,75,757
김태호,3000,-,-,NC 다이노스,16050,2025,76,758
김민규,3000,-0.11,-26338,NC 다이노스,16049,2025,77,759
서준교,3000,-,-,NC 다이노스,15120,2025,78,760
신성호,3000,-,-,NC 다이노스,15456,2025,79,761
김정호,3000,0.17,18157,NC 다이노스,14829,2025,80,762
목지훈,3000,0.21,14585,NC 다이노스,15453,2025,81,763
신용석,3000,-,-,NC 다이노스,15452,2025,82,764
신영우,3000,-0.06,-49139,NC 다이노스,15450,2025,83,765
노재원,3000,-,-,NC 다이노스,16012,2025,84,766
