선수,연봉(만원),WAR,WAR당 연봉,팀,pid,연도,팀연봉순위,전체연봉순위
이민혁,3000,-,-,두산 베어스,14174,2024,81,819
양현진,3000,-,-,두산 베어스,14840,2024,82,820
권휘,3000,-0.05,-55129,두산 베어스,13665,2024,83,821
이상연,3000,-,-,두산 베어스,14836,2024,84,822
제환유,3000,-,-,두산 베어스,14573,2024,85,823
이주엽,3000,-,-,두산 베어스,14572,2024,86,824
남율,6000,-,-,두산 베어스,15517,2024,35,361
김문수,6000,-,-,두산 베어스,15516,2024,36,362
박민준,7000,-0.13,-22413,두산 베어스,15515,2024,33,317
장규빈,3000,0.00,-1208352,두산 베어스,14570,2024,87,825
강현구,3000,-,-,두산 베어스,14773,2024,88,826
최종인,3000,0.18,17066,두산 베어스,14733,2024,89,827
최준호,23000,1.21,2476,두산 베어스,15508,2024,15,124
김유성,18000,0.21,14316,두산 베어스,15509,2024,18,156
임서준,11000,-,-,두산 베어스,15511,2024,22,225
윤준호,10000,-0.07,-41257,두산 베어스,15512,2024,25,247
한충희,8000,-,-,두산 베어스,15513,2024,31,287
배창현,3000,-,-,두산 베어스,13074,2024,90,828
후라도,120000,6.13,19581,키움 히어로즈,15531,2024,1,9
이형종,68000,0.66,103358,키움 히어로즈,12516,2024,3,46
김혜성,65000,6.72,9677,키움 히어로즈,12905,2024,4,49
최주환,65000,0.35,184816,키움 히어로즈,10182,2024,5,50
헤이수스,78000,4.65,12907,키움 히어로즈,16138,2024,2,40
도슨,55000,3.42,16102,키움 히어로즈,15652,2024,6,59
원종현,50000,0.09,563411,키움 히어로즈,11161,2024,7,73
이원석,40000,-0.47,-84662,키움 히어로즈,10180,2024,8,86
조상우,34000,0.65,52414,키움 히어로즈,11126,2024,9,89
이용규,20000,1.54,12962,키움 히어로즈,10035,2024,11,146
정찬헌,20000,-0.01,-2847960,키움 히어로즈,10533,2024,12,147
김재웅,19000,0.38,49496,키움 히어로즈,12858,2024,13,151
송성문,13000,6.87,1892,키움 히어로즈,11376,2024,15,207
김태진,11000,0.89,12361,키움 히어로즈,11244,2024,17,226
김성민,9000,0.48,18900,키움 히어로즈,12918,2024,20,262
하영민,8000,2.95,2711,키움 히어로즈,11222,2024,21,288
문성현,7500,-0.12,-64581,키움 히어로즈,10437,2024,24,295
임지열,7200,-0.74,-9765,키움 히어로즈,11225,2024,25,297
김선기,7000,0.10,67435,키움 히어로즈,13092,2024,26,318
임병욱,7000,0.02,412726,키움 히어로즈,11226,2024,27,319
이주형,6600,2.51,2634,키움 히어로즈,14591,2024,30,328
김동혁,6000,-0.52,-11522,키움 히어로즈,14674,2024,31,363
이명종,6000,-0.17,-36311,키움 히어로즈,15073,2024,32,364
김재현,5500,0.10,57006,키움 히어로즈,10870,2024,35,379
김웅빈,5000,-0.40,-12581,키움 히어로즈,12503,2024,36,401
변상권,4800,0.24,19811,키움 히어로즈,13223,2024,37,406
김수환,4700,-0.10,-48994,키움 히어로즈,13096,2024,38,408
박승주,4500,0.02,281711,키움 히어로즈,12989,2024,39,422
김주형,4500,-0.08,-58698,키움 히어로즈,14214,2024,40,423
윤석원,4300,-0.31,-14096,키움 히어로즈,15071,2024,41,430
신준우,4200,0.00,5235680,키움 히어로즈,14695,2024,42,433
장재영,4000,-0.41,-9657,키움 히어로즈,14784,2024,43,460
오석주,4000,-0.32,-12697,키움 히어로즈,12860,2024,44,461
박수종,4000,0.25,15819,키움 히어로즈,15132,2024,45,462
박찬혁,4000,-,-,키움 히어로즈,15068,2024,46,463
김동헌,4000,-0.12,-34516,키움 히어로즈,15473,2024,47,464
윤정현,4000,-0.01,-316216,키움 히어로즈,14131,2024,48,465
조영건,4000,-0.52,-7628,키움 히어로즈,14132,2024,49,466
김준형,3700,-,-,키움 히어로즈,14848,2024,50,482
박주홍,3600,-0.24,-14893,키움 히어로즈,14580,2024,51,492
김시앙,3600,-0.05,-76364,키움 히어로즈,14851,2024,52,493
주성원,3500,0.01,375377,키움 히어로즈,14133,2024,53,508
김인범,3300,0.68,4864,키움 히어로즈,14480,2024,54,534
오상원,14300,-,-,키움 히어로즈,15474,2024,14,187
김병휘,3300,-0.34,-9846,키움 히어로즈,14577,2024,55,535
김건희,25200,0.60,5377,키움 히어로즈,15472,2024,10,113
주승우,3200,0.74,4312,키움 히어로즈,15067,2024,56,561
이종민,3200,-0.15,-21098,키움 히어로즈,14576,2024,57,562
김동규,3100,-0.01,-234222,키움 히어로즈,15485,2024,58,599
조성훈,3100,-,-,키움 히어로즈,13125,2024,59,600
이승원,10100,-0.96,-3239,키움 히어로즈,15476,2024,18,230
송재선,10100,-,-,키움 히어로즈,15477,2024,19,231
양지율,3000,0.07,40694,키움 히어로즈,12854,2024,60,829
박승호,3000,-,-,키움 히어로즈,16134,2024,61,830
박범준,3000,-0.11,-28239,키움 히어로즈,16133,2024,62,831
박채울,3000,-,-,키움 히어로즈,16132,2024,63,832
김지성,3000,-,-,키움 히어로즈,16131,2024,64,833
송지후,3000,0.04,73695,키움 히어로즈,16130,2024,65,834
김주훈,3000,-,-,키움 히어로즈,16129,2024,66,835
고영우,3000,-0.59,-5117,키움 히어로즈,16128,2024,67,836
김연주,3000,-0.13,-22558,키움 히어로즈,16127,2024,68,837
이우현,3000,-,-,키움 히어로즈,16126,2024,69,838
손현기,3000,-0.10,-29484,키움 히어로즈,16125,2024,70,839
이재상,3000,-1.20,-2497,키움 히어로즈,16124,2024,71,840
김윤하,3000,0.45,6688,키움 히어로즈,16123,2024,72,841
전준표,3000,-0.30,-10074,키움 히어로즈,16122,2024,73,842
심휘윤,3000,-0.01,-273154,키움 히어로즈,16135,2024,74,843
원성준,3000,-0.25,-11991,키움 히어로즈,16136,2024,75,844
노운현,3000,-,-,키움 히어로즈,15027,2024,76,845
주승빈,3000,-,-,키움 히어로즈,15072,2024,77,846
김동욱,3000,0.11,26713,키움 히어로즈,14681,2024,78,847
안겸,6000,-,-,키움 히어로즈,15482,2024,33,365
변헌성,7000,-,-,키움 히어로즈,15481,2024,28,320
이호열,7000,-,-,키움 히어로즈,15480,2024,29,321
박성빈,8000,-0.03,-101587,키움 히어로즈,15479,2024,22,289
우승원,8000,-,-,키움 히어로즈,15478,2024,23,290
박준형,3000,-0.25,-12108,키움 히어로즈,14211,2024,79,848
박윤성,12000,0.04,72014,키움 히어로즈,15475,2024,16,213
서유신,6000,-,-,키움 히어로즈,15483,2024,34,366
이명기,3000,-,-,키움 히어로즈,14212,2024,80,849
신효수,1500,-,-,키움 히어로즈,16137,2024,81,850
류현진,200000,2.77,72322,한화 이글스,10590,2025,1,4
폰세,130000,5.86,19116,한화 이글스,16313,2025,2,16
플로리얼,97500,1.96,50070,한화 이글스,16312,2025,3,38
엄상백,90000,-0.11,-783140,한화 이글스,11318,2025,4,40
와이스,84000,3.42,24584,한화 이글스,16153,2025,5,43
채은성,60000,1.73,34667,한화 이글스,11215,2025,6,57
안치홍,50000,-1.17,-42635,한화 이글스,10014,2025,7,65
최재훈,50000,2.62,19096,한화 이글스,10170,2025,8,66
심우준,50000,0.16,320587,한화 이글스,11334,2025,9,67
노시환,33000,1.97,16764,한화 이글스,14125,2025,10,95
리베라토,28700,1.18,24220,한화 이글스,16396,2025,11,110
이태양,27000,0.05,516439,한화 이글스,10609,2025,12,112
주현상,25000,-0.07,-358015,한화 이글스,11415,2025,13,114
박상원,22000,1.16,19041,한화 이글스,12871,2025,14,123
장시환,15000,-,-,한화 이글스,10453,2025,15,165
장민재,15000,-,-,한화 이글스,10610,2025,16,166
김태연,14600,0.25,58459,한화 이글스,12585,2025,17,173
김범수,14300,0.74,19196,한화 이글스,11411,2025,18,174
김민우,13000,-,-,한화 이글스,11410,2025,19,183
이도윤,11000,0.47,23199,한화 이글스,11414,2025,20,201
문동주,10000,2.30,4357,한화 이글스,15013,2025,21,213
이재원,10000,0.11,88731,한화 이글스,10082,2025,22,214
한승혁,9400,1.70,5519,한화 이글스,10812,2025,23,227
이민우,9400,-,-,한화 이글스,13003,2025,24,228
하주석,9000,2.03,4433,한화 이글스,10913,2025,25,229
문현빈,8800,1.74,5062,한화 이글스,15422,2025,26,233
황영묵,8300,0.34,24381,한화 이글스,16110,2025,27,239
윤대경,7000,-,-,한화 이글스,11110,2025,28,264
최인호,6800,0.15,44444,한화 이글스,14707,2025,29,275
이진영,6200,2.38,2605,한화 이글스,12539,2025,30,286
김기중,6000,0.31,19506,한화 이글스,14808,2025,31,290
김서현,5600,2.38,2353,한화 이글스,15421,2025,32,307
김인환,5500,-0.30,-18530,한화 이글스,12589,2025,33,309
김종수,5500,0.38,14456,한화 이글스,11117,2025,34,310
김규연,5300,-,-,한화 이글스,14871,2025,35,319
이원석,5000,1.23,4072,한화 이글스,13138,2025,36,326
이상규,4800,-0.23,-20767,한화 이글스,13245,2025,37,336
황준서,4500,0.71,6337,한화 이글스,16107,2025,38,347
박상언,4200,-,-,한화 이글스,12587,2025,39,366
배민서,4100,-,-,한화 이글스,14158,2025,40,373
조동욱,4000,1.26,3175,한화 이글스,16108,2025,41,374
권광민,3800,-0.12,-32057,한화 이글스,13676,2025,42,394
윤산흠,3800,-0.04,-103378,한화 이글스,14196,2025,43,395
임종찬,3700,-0.12,-31331,한화 이글스,14706,2025,44,408
박정현,3700,-0.02,-180849,한화 이글스,14704,2025,45,409
조한민,3600,-,-,한화 이글스,14210,2025,46,418
이상혁,3500,-0.36,-9610,한화 이글스,15139,2025,47,428
유로결,3500,-0.31,-11252,한화 이글스,14126,2025,48,429
장지수,3400,-,-,한화 이글스,14178,2025,49,453
이충호,3400,-,-,한화 이글스,11116,2025,50,454
배동현,3400,-,-,한화 이글스,14809,2025,51,455
허관회,3300,-,-,한화 이글스,14204,2025,52,462
박성웅,3300,-,-,한화 이글스,13136,2025,53,463
장규현,3300,0.06,52038,한화 이글스,14811,2025,54,464
김건,3200,-,-,한화 이글스,14209,2025,55,484
김승일,3200,-0.05,-62000,한화 이글스,14711,2025,56,485
송호정,3100,-,-,한화 이글스,14812,2025,57,516
정민규,3100,-,-,한화 이글스,14813,2025,58,517
한경빈,3100,-,-,한화 이글스,15633,2025,59,518
허인서,3100,0.10,29929,한화 이글스,15015,2025,60,519
김도빈,3100,-,-,한화 이글스,16118,2025,61,520
한지윤,3000,-,-,한화 이글스,16303,2025,62,567
권민규,3000,-0.03,-97063,한화 이글스,16302,2025,63,568
정우주,3000,0.08,37671,한화 이글스,16301,2025,64,569
배승수,3000,-,-,한화 이글스,16304,2025,65,570
박상현,3000,-,-,한화 이글스,16306,2025,66,571
이민재,3000,-0.17,-18171,한화 이글스,16311,2025,67,572
최주원,3000,-,-,한화 이글스,16310,2025,68,573
엄요셉,3000,-,-,한화 이글스,16309,2025,69,574
엄상현,3000,-,-,한화 이글스,16308,2025,70,575
이지성,3000,-,-,한화 이글스,16307,2025,71,576
이동영,3000,-,-,한화 이글스,16305,2025,72,577
이승현,3000,0.13,23411,한화 이글스,16372,2025,73,578
박준영,3000,-,-,한화 이글스,15014,2025,74,579
안진,3000,-,-,한화 이글스,14876,2025,75,580
문승진,3000,-,-,한화 이글스,14874,2025,76,581
유민,3000,-,-,한화 이글스,15016,2025,77,582
이성민,3000,-,-,한화 이글스,15019,2025,78,583
정이황,3000,-,-,한화 이글스,14127,2025,79,584
김범준,3000,-,-,한화 이글스,14710,2025,80,585
원종혁,3000,-0.04,-69660,한화 이글스,16114,2025,81,586
최준서,3000,-,-,한화 이글스,16112,2025,82,587
이기창,3000,-,-,한화 이글스,16111,2025,83,588
정안석,3000,-,-,한화 이글스,16109,2025,84,589
한서구,3000,-,-,한화 이글스,15426,2025,85,590
성지훈,3000,-,-,한화 이글스,15631,2025,86,591
신우재,3000,-,-,한화 이글스,16011,2025,87,592
박부성,0,-,-,한화 이글스,16373,2025,88,824
양선률,0,-,-,한화 이글스,14682,2025,89,825
오스틴,168000,3.05,55006,LG 트윈스,15532,2025,1,8
박동원,120000,4.38,27387,LG 트윈스,10387,2025,3,24
에르난데스,112000,0.92,121512,LG 트윈스,16160,2025,4,25
치리노스,130000,2.69,41679,LG 트윈스,16286,2025,2,17
홍창기,65000,0.73,88999,LG 트윈스,12546,2025,5,55
박해민,60000,3.29,18232,LG 트윈스,11190,2025,6,58
김현수,50000,2.43,20606,LG 트윈스,10187,2025,7,68
문보경,41000,3.58,11468,LG 트윈스,14137,2025,8,78
김진성,33000,-0.04,-817072,LG 트윈스,11166,2025,9,96
오지환,30000,1.32,22660,LG 트윈스,10475,2025,10,97
이정용,27000,0.22,124346,LG 트윈스,14134,2025,11,113
유영찬,21000,-0.08,-252431,LG 트윈스,14669,2025,12,125
임찬규,20000,3.36,5953,LG 트윈스,10652,2025,13,129
함덕주,20000,-0.04,-454960,LG 트윈스,11094,2025,14,130
장현식,20000,0.92,21641,LG 트윈스,11164,2025,15,131
신민재,20000,1.20,16654,LG 트윈스,13056,2025,16,132
정우영,18000,-0.07,-271651,LG 트윈스,14136,2025,17,147
문성주,18000,2.26,7972,LG 트윈스,13112,2025,18,148
손주영,17200,1.59,10815,LG 트윈스,12908,2025,19,154
구본혁,13500,2.41,5605,LG 트윈스,14140,2025,20,179
최채흥,13000,-0.18,-70348,LG 트윈스,13156,2025,21,184
김유영,10500,-0.11,-93816,LG 트윈스,11229,2025,22,210
이우찬,10000,0.38,26465,LG 트윈스,10749,2025,23,215
김강률,10000,0.32,31099,LG 트윈스,10690,2025,24,216
이지강,8300,-0.12,-69809,LG 트윈스,14143,2025,25,240
심창민,8000,-,-,LG 트윈스,10720,2025,26,241
김준태,7500,-,-,LG 트윈스,10835,2025,27,252
김대현,7500,-,-,LG 트윈스,12532,2025,28,253
천성호,7100,1.19,5948,LG 트윈스,14606,2025,29,263
백승현,7000,0.33,20986,LG 트윈스,13009,2025,30,265
이영빈,6000,-0.01,-476395,LG 트윈스,14783,2025,31,291
박명근,6000,0.16,36428,LG 트윈스,15486,2025,32,292
김민수,6000,-0.04,-170731,LG 트윈스,12931,2025,33,293
안익훈,5200,-,-,LG 트윈스,11347,2025,34,320
김범석,4700,-,-,LG 트윈스,15484,2025,35,340
배재준,4500,0.02,264111,LG 트윈스,12697,2025,36,348
최승민,4300,-0.02,-213979,LG 트윈스,14187,2025,37,363
김영준,4200,-,-,LG 트윈스,13102,2025,38,367
이종준,4200,-,-,LG 트윈스,14651,2025,39,368
최원영,4000,0.60,6656,LG 트윈스,15084,2025,40,375
우강훈,3600,-0.01,-342176,LG 트윈스,14816,2025,41,419
김진수,3600,-,-,LG 트윈스,14781,2025,42,420
송승기,3600,2.80,1286,LG 트윈스,14846,2025,43,421
정지헌,3500,-,-,LG 트윈스,16017,2025,44,430
송찬의,3500,0.43,8135,LG 트윈스,13109,2025,45,431
김주성,3500,0.11,33306,LG 트윈스,12545,2025,46,432
성동현,3400,-0.21,-16581,LG 트윈스,13103,2025,47,456
진우영,3400,-,-,LG 트윈스,16015,2025,48,457
허준혁,3300,-,-,LG 트윈스,15083,2025,49,465
이주헌,3300,0.72,4592,LG 트윈스,15081,2025,50,466
김성진,3300,-,-,LG 트윈스,14141,2025,51,467
김현종,3200,-,-,LG 트윈스,16013,2025,52,486
함창건,3200,0.19,16931,LG 트윈스,14680,2025,53,487
손용준,3100,-0.22,-14023,LG 트윈스,16014,2025,54,521
문정빈,3100,0.14,22267,LG 트윈스,15086,2025,55,522
김수인,3100,-,-,LG 트윈스,14675,2025,56,523
김성우,3100,0.01,364849,LG 트윈스,15085,2025,57,524
김의준,3100,-,-,LG 트윈스,13108,2025,58,525
안시후,3000,-,-,LG 트윈스,16283,2025,59,593
우정안,3000,-,-,LG 트윈스,16282,2025,60,594
김종운,3000,-0.04,-76979,LG 트윈스,16281,2025,61,595
박시원,3000,0.04,76411,LG 트윈스,16280,2025,62,596
박건우,3000,-,-,LG 트윈스,16389,2025,63,597
박관우,3000,-0.01,-281397,LG 트윈스,16279,2025,64,598
서영준,3000,-,-,LG 트윈스,16278,2025,65,599
이태훈,3000,-,-,LG 트윈스,16277,2025,66,600
이한림,3000,-,-,LG 트윈스,16276,2025,67,601
추세현,3000,-,-,LG 트윈스,16275,2025,68,602
김영우,3000,0.37,8063,LG 트윈스,16274,2025,69,603
고영웅,3000,-,-,LG 트윈스,16284,2025,70,604
성준서,3000,-,-,LG 트윈스,16285,2025,71,605
박민호,3000,-,-,LG 트윈스,14845,2025,72,606
조건희,3000,-,-,LG 트윈스,14782,2025,73,607
백선기,3000,-,-,LG 트윈스,13174,2025,74,608
전경원,3000,-,-,LG 트윈스,13129,2025,75,609
김주온,3000,-0.02,-142368,LG 트윈스,13057,2025,76,610
허용주,3000,-,-,LG 트윈스,15491,2025,77,611
심규빈,3000,-,-,LG 트윈스,16022,2025,78,612
김도윤,3000,-,-,LG 트윈스,16021,2025,79,613
코엔 윈,1600,-0.13,-12502,LG 트윈스,15265,2025,80,822
김웅,0,-,-,LG 트윈스,16388,2025,81,826
박세웅,135000,1.51,89584,롯데 자이언츠,11310,2025,1,14
반즈,133000,0.29,462866,롯데 자이언츠,15011,2025,2,15
레이예스,112000,3.26,34365,롯데 자이언츠,16106,2025,3,26
김원중,110000,1.86,59103,롯데 자이언츠,10825,2025,5,29
유강남,110000,1.78,61710,롯데 자이언츠,10753,2025,6,30
한현희,100000,0.09,1127913,롯데 자이언츠,10863,2025,7,33
데이비슨,110500,3.46,20222,롯데 자이언츠,16273,2025,4,28
노진혁,70000,-,-,롯데 자이언츠,11165,2025,8,50
전준우,40000,1.22,32687,롯데 자이언츠,10266,2025,9,79
감보아,35000,2.11,16610,롯데 자이언츠,16391,2025,10,92
구승민,30000,-0.15,-205634,롯데 자이언츠,11291,2025,11,98
김상수,24000,-0.48,-50124,롯데 자이언츠,10427,2025,12,117
윤동희,20000,2.32,8627,롯데 자이언츠,15048,2025,13,133
정훈,20000,0.25,80977,롯데 자이언츠,10253,2025,14,134
김민성,20000,-0.29,-68250,롯데 자이언츠,10238,2025,15,135
고승민,18500,2.28,8114,롯데 자이언츠,14160,2025,16,146
박승욱,17000,-0.17,-100979,롯데 자이언츠,10804,2025,17,155
황성빈,15500,0.44,35095,롯데 자이언츠,14642,2025,18,164
손호영,12500,0.09,143332,롯데 자이언츠,14590,2025,19,188
나승엽,12000,0.05,237709,롯데 자이언츠,14797,2025,20,189
나균안,12000,1.62,7411,롯데 자이언츠,12930,2025,21,190
정철원,12000,0.83,14456,롯데 자이언츠,13071,2025,22,191
최준용,11000,0.29,38257,롯데 자이언츠,14624,2025,23,202
김진욱,10000,-0.58,-17198,롯데 자이언츠,14792,2025,24,217
정보근,7700,0.13,59778,롯데 자이언츠,13154,2025,25,249
전민재,7500,0.55,13657,롯데 자이언츠,13073,2025,26,254
진해수,7000,-,-,롯데 자이언츠,10075,2025,27,266
손성빈,6800,0.01,714076,롯데 자이언츠,14796,2025,28,276
박진,6000,-0.37,-16028,롯데 자이언츠,14163,2025,29,294
박진형,5600,-0.06,-89812,롯데 자이언츠,11425,2025,30,308
심재민,5400,0.05,113467,롯데 자이언츠,11311,2025,31,318
최항,5000,-0.03,-184891,롯데 자이언츠,10810,2025,32,327
박시영,5000,-0.26,-19235,롯데 자이언츠,10737,2025,33,328
신윤후,4800,-,-,롯데 자이언츠,14169,2025,34,337
장두성,4600,1.53,3006,롯데 자이언츠,13155,2025,35,342
진승현,4000,-,-,롯데 자이언츠,15047,2025,36,376
이민석,4000,1.40,2862,롯데 자이언츠,15045,2025,37,377
김도규,4000,-,-,롯데 자이언츠,13148,2025,38,378
조세진,4000,-0.15,-26546,롯데 자이언츠,15046,2025,39,379
김강현,4000,0.81,4925,롯데 자이언츠,12699,2025,40,380
정현수,4000,0.58,6878,롯데 자이언츠,16090,2025,41,381
한태양,3800,0.80,4734,롯데 자이언츠,15051,2025,42,396
박세진,3700,-,-,롯데 자이언츠,12572,2025,43,410
서동욱,3500,-,-,롯데 자이언츠,15624,2025,44,433
김동혁,3300,1.21,2733,롯데 자이언츠,15645,2025,45,468
현도훈,3300,-,-,롯데 자이언츠,13271,2025,46,469
정우준,3200,0.06,52623,롯데 자이언츠,14795,2025,47,488
송재영,3200,0.05,58439,롯데 자이언츠,14794,2025,48,489
이주찬,3200,-,-,롯데 자이언츠,14819,2025,49,490
이호준,3100,0.18,17000,롯데 자이언츠,16091,2025,50,526
백두산,3100,-,-,롯데 자이언츠,16101,2025,51,527
강성우,3100,-0.04,-73810,롯데 자이언츠,16093,2025,52,528
윤성빈,3100,-0.19,-16204,롯데 자이언츠,12928,2025,53,529
박준우,3100,-0.23,-13513,롯데 자이언츠,16092,2025,54,530
강승구,3100,-,-,롯데 자이언츠,16102,2025,55,531
이인한,3100,0.01,465161,롯데 자이언츠,14690,2025,56,532
신병률,3100,-,-,롯데 자이언츠,13173,2025,57,533
홍민기,3100,1.16,2674,롯데 자이언츠,14625,2025,58,534
김태현,3000,-,-,롯데 자이언츠,16263,2025,59,614
김태균,3000,-,-,롯데 자이언츠,16271,2025,60,615
한승현,3000,0.01,321175,롯데 자이언츠,16270,2025,61,616
최민규,3000,-,-,롯데 자이언츠,16269,2025,62,617
이영재,3000,-0.01,-256990,롯데 자이언츠,16268,2025,63,618
김동현,3000,-,-,롯데 자이언츠,16267,2025,64,619
박재엽,3000,0.21,14523,롯데 자이언츠,16266,2025,65,620
김현우,3000,-,-,롯데 자이언츠,16265,2025,66,621
박세현,3000,-0.16,-19274,롯데 자이언츠,16264,2025,67,622
조영우,3000,-,-,롯데 자이언츠,16272,2025,68,623
박찬형,3000,-0.09,-34679,롯데 자이언츠,16395,2025,69,624
이태경,3000,-0.01,-211953,롯데 자이언츠,16377,2025,70,625
이병준,3000,-,-,롯데 자이언츠,14817,2025,71,626
엄장윤,3000,-,-,롯데 자이언츠,15052,2025,72,627
김동규,3000,-,-,롯데 자이언츠,14165,2025,73,628
김대현,3000,-,-,롯데 자이언츠,16104,2025,74,629
배세종,3000,-,-,롯데 자이언츠,16100,2025,75,630
박준기,0,-,-,롯데 자이언츠,16379,2025,76,827
오창현,0,-,-,롯데 자이언츠,16383,2025,77,828
박지훈,0,-,-,롯데 자이언츠,16382,2025,78,829
유태웅,0,-,-,롯데 자이언츠,16376,2025,79,830
박건우,0,-,-,롯데 자이언츠,16378,2025,80,831
이상화,0,-,-,롯데 자이언츠,16380,2025,81,832
정선우,0,-,-,롯데 자이언츠,16381,2025,82,833
네일,168000,4.86,34546,KIA 타이거즈,16088,2025,1,9
위즈덤,130000,3.59,31218,KIA 타이거즈,16262,2025,2,18
최형우,100000,3.86,25915,KIA 타이거즈,10344,2025,4,34
올러,104000,3.09,27166,KIA 타이거즈,16261,2025,3,32
나성범,80000,-0.23,-352822,KIA 타이거즈,11162,2025,5,44
김태군,70000,1.27,54987,KIA 타이거즈,10459,2025,6,51
김선빈,60000,0.89,67790,KIA 타이거즈,10008,2025,7,59
김도영,50000,1.70,29397,KIA 타이거즈,15056,2025,8,69
양현종,50000,0.75,66395,KIA 타이거즈,10058,2025,9,70
박찬호,45000,3.27,13781,KIA 타이거즈,11261,2025,10,77
최원준,40000,-0.94,-42739,KIA 타이거즈,12534,2025,11,80
조상우,40000,0.68,58892,KIA 타이거즈,11126,2025,12,81
정해영,36000,0.17,213937,KIA 타이거즈,14608,2025,13,91
임기영,30000,-0.22,-138590,KIA 타이거즈,10909,2025,14,99
전상현,30000,0.91,33036,KIA 타이거즈,12537,2025,15,100
이의리,17000,0.07,249408,KIA 타이거즈,14788,2025,16,156
이우성,17000,-0.48,-35249,KIA 타이거즈,11099,2025,17,157
이준영,17000,-0.06,-295854,KIA 타이거즈,11303,2025,18,158
고종욱,15000,0.88,17112,KIA 타이거즈,10659,2025,19,167
한준수,14000,0.80,17474,KIA 타이거즈,13113,2025,20,175
이창진,14000,-0.07,-186976,KIA 타이거즈,11233,2025,21,176
서건창,12000,0.00,4244047,KIA 타이거즈,10855,2025,22,192
김대유,12000,-0.08,-143534,KIA 타이거즈,10706,2025,23,193
윤영철,12000,0.31,38969,KIA 타이거즈,15432,2025,24,194
곽도규,12000,-0.13,-90111,KIA 타이거즈,15435,2025,25,195
최지민,12000,0.36,32996,KIA 타이거즈,15057,2025,26,196
황동하,10000,-0.07,-151808,KIA 타이거즈,15063,2025,27,218
김도현,9000,2.23,4031,KIA 타이거즈,14128,2025,28,230
변우혁,8500,0.10,84841,KIA 타이거즈,14124,2025,29,234
김호령,8000,1.04,7713,KIA 타이거즈,11298,2025,30,242
박준표,7500,-,-,KIA 타이거즈,11070,2025,31,255
황대인,7000,0.06,122598,KIA 타이거즈,11306,2025,32,267
김규성,6500,0.99,6557,KIA 타이거즈,12540,2025,33,279
한승택,6500,0.12,52126,KIA 타이거즈,11119,2025,34,280
홍종표,6500,0.31,21309,KIA 타이거즈,14612,2025,35,281
이형범,6500,-0.30,-21579,KIA 타이거즈,11159,2025,36,282
박정우,6500,0.51,12672,KIA 타이거즈,12869,2025,37,283
윤중현,6000,0.05,129886,KIA 타이거즈,13122,2025,38,295
김기훈,5500,0.03,170723,KIA 타이거즈,14176,2025,39,311
김승현,4600,-,-,KIA 타이거즈,12637,2025,40,343
김현수,4500,0.11,40826,KIA 타이거즈,14162,2025,41,349
김건국,4500,-0.19,-23985,KIA 타이거즈,12944,2025,42,350
최정용,4500,-0.03,-160746,KIA 타이거즈,11407,2025,43,351
주효상,4400,-,-,KIA 타이거즈,12567,2025,44,361
김사윤,4000,-,-,KIA 타이거즈,11364,2025,45,382
김석환,4000,0.09,43648,KIA 타이거즈,12917,2025,46,383
예진원,4000,-,-,KIA 타이거즈,13093,2025,47,384
유승철,3800,0.02,204429,KIA 타이거즈,12914,2025,48,397
박민,3800,0.20,19397,KIA 타이거즈,14611,2025,49,398
장민기,3500,-,-,KIA 타이거즈,14789,2025,50,434
오선우,3400,1.02,3346,KIA 타이거즈,14181,2025,51,458
유지성,3200,-,-,KIA 타이거즈,14607,2025,52,491
윤도현,3200,0.34,9469,KIA 타이거즈,15058,2025,53,492
김민재,3100,0.08,36756,KIA 타이거즈,16083,2025,54,535
김민주,3100,-0.07,-43415,KIA 타이거즈,16082,2025,55,536
김두현,3100,-,-,KIA 타이거즈,16086,2025,56,537
박건우,3100,-,-,KIA 타이거즈,14786,2025,57,538
정해원,3100,0.19,16586,KIA 타이거즈,15433,2025,58,539
장재혁,3100,-0.02,-171830,KIA 타이거즈,14657,2025,59,540
박헌,3000,-,-,KIA 타이거즈,16260,2025,60,631
이성원,3000,-,-,KIA 타이거즈,16259,2025,61,632
엄준현,3000,-,-,KIA 타이거즈,16258,2025,62,633
김정엽,3000,-,-,KIA 타이거즈,16254,2025,63,634
박재현,3000,-0.70,-4310,KIA 타이거즈,16252,2025,64,635
이호민,3000,0.15,20619,KIA 타이거즈,16251,2025,65,636
김태형,3000,0.09,31955,KIA 타이거즈,16250,2025,66,637
임다온,3000,-,-,KIA 타이거즈,16257,2025,67,638
나연우,3000,-,-,KIA 타이거즈,16256,2025,68,639
최건희,3000,-,-,KIA 타이거즈,16255,2025,69,640
양수호,3000,-,-,KIA 타이거즈,16253,2025,70,641
이영재,3000,-,-,KIA 타이거즈,14826,2025,71,642
장시현,3000,-,-,KIA 타이거즈,14824,2025,72,643
이준범,3000,-,-,KIA 타이거즈,14823,2025,73,644
신명승,3000,-,-,KIA 타이거즈,15065,2025,74,645
홍원빈,3000,-0.05,-66412,KIA 타이거즈,14177,2025,75,646
강이준,3000,-,-,KIA 타이거즈,12866,2025,76,647
오정환,3000,-,-,KIA 타이거즈,13117,2025,77,648
조대현,3000,-,-,KIA 타이거즈,16077,2025,78,649
성영탁,3000,0.96,3130,KIA 타이거즈,16085,2025,79,650
강민제,3000,-,-,KIA 타이거즈,16084,2025,80,651
