Name,Team,WAAwithPOS,G,GS,IP,TC,PO,Ass,E,F%,RF9,Range RAA,Arm RAA,Err RAA,DP RAA,Bt RAA,CS RAA,Blk RAA,Frm RAA,종합 RAA,/144,POSAdj,RAAwithPOS,WAAwoPOS,pid
장준원,22 2B,-0.019,40,13,151.0,67,26,41,0,1.0,3.993,-1.02,0.0,0.19,0.41,0.0,,0.0,0.0,-0.43,-1.548,0.248,-0.182,-0.044,112148
김재혁,22 LF,-0.056,14,9,82.0,17,15,2,0,1.0,1.866,-0.67,0.12,0.13,0.0,0.0,,0.0,0.0,-0.42,-4.32,-0.121,-0.541,-0.043,150363
이유찬,22 SS,-0.08,14,8,68.0,29,9,17,3,0.897,3.441,-0.86,0.0,0.08,-0.3,0.0,,0.0,0.0,-0.95,-9.771,0.17,-0.78,-0.098,128941
김호재,22 3B,-0.159,23,4,67.0,38,19,17,2,0.947,4.836,-0.89,0.0,-0.42,-0.24,0.0,,0.0,0.0,-1.55,-9.704,0.003,-1.547,-0.16,132403
오윤석,22 2B,0.728,127,86,753.0,510,264,236,10,0.98,5.976,5.3,0.0,-0.15,0.31,0.0,,0.0,0.0,5.6,6.35,1.463,7.063,0.577,113978
안재석,22 SS,0.841,93,69,577.0,336,130,191,15,0.955,5.007,5.24,0.0,-0.57,0.29,0.0,,0.0,0.0,4.96,7.68,3.195,8.155,0.511,147711
한석현,22 CF,0.047,6,1,27.0,7,7,0,0,1.0,2.333,0.28,0.16,0.04,0.0,0.0,,0.0,0.0,0.48,11.52,-0.02,0.46,0.049,132506
가르시아,22 2B,-0.201,41,38,330.0,161,60,95,6,0.963,4.227,-2.37,0.0,-0.11,-0.29,0.0,,0.0,0.0,-3.14,-11.028,1.19,-1.95,-0.324,151506
안익훈,22 RF,-0.023,14,0,25.0,7,7,0,0,1.0,2.52,-0.28,0.04,0.04,0.0,0.0,,0.0,0.0,-0.22,-2.263,-0.007,-0.227,-0.023,113476
홍창기,22 RF,0.372,125,101,898.0,196,189,6,1,0.995,1.954,5.34,0.87,1.08,0.0,0.0,,0.0,0.0,7.29,8.398,-3.682,3.608,0.752,125466
김대한,22 RF,-0.093,56,24,273.0,66,65,1,0,1.0,2.176,0.45,-1.16,0.46,0.0,0.0,,0.0,0.0,-0.24,-0.617,-0.661,-0.901,-0.025,141701
강승호,22 2B,0.854,148,113,1005.0,580,256,310,14,0.976,5.069,4.21,0.0,0.66,-0.34,0.0,,0.0,0.0,4.53,4.408,3.749,8.279,0.467,110871
송찬의,22 2B,0.137,30,18,163.0,110,66,40,4,0.964,5.853,0.91,-0.17,0.2,0.22,0.0,,0.0,0.0,1.17,5.616,0.155,1.325,0.121,131096
전민재,22 SS,0.239,27,11,110.0,59,24,33,2,0.966,4.664,0.93,0.0,0.17,0.84,0.0,,0.0,0.0,1.94,10.347,0.382,2.322,0.2,130731
박계범,22 3B,0.184,78,45,394.0,157,52,97,8,0.949,3.404,2.06,0.0,-0.5,-0.31,0.0,,0.0,0.0,1.35,2.492,0.439,1.789,0.139,111981
문성주,22 RF,0.587,61,49,456.0,129,125,4,0,1.0,2.546,5.78,0.27,0.75,0.0,0.0,,0.0,0.0,6.8,16.052,-1.11,5.69,0.701,131126
최경모,22 3B,0.374,98,15,249.0,103,36,63,4,0.961,3.578,3.77,0.0,-0.23,0.03,0.0,,0.0,0.0,3.56,5.231,0.071,3.631,0.367,141514
최지훈,22 CF,1.27,180,138,1239.0,336,324,11,1,0.997,2.433,8.87,1.93,1.8,0.0,0.0,,0.0,0.0,12.59,10.072,-0.27,12.32,1.298,145874
김헌곤,22 CF,-0.624,88,62,545.0,132,128,4,0,1.0,2.18,-7.6,1.09,0.85,0.0,0.0,,0.0,0.0,-5.65,-9.245,-0.401,-6.051,-0.582,106403
마티니,22 LF,-1.25,142,120,1006.0,498,461,25,12,0.976,4.348,-7.72,-0.48,-0.69,0.0,0.0,,0.0,0.0,-9.2,-9.33,-2.929,-12.129,-0.948,150085
최승민,22 CF,-0.335,33,6,94.0,19,18,0,1,0.947,1.723,-2.78,-0.12,-0.35,0.0,0.0,,0.0,0.0,-3.25,-14.182,-0.001,-3.251,-0.335,141875
이재원,22 LF,-0.276,53,36,310.0,67,64,2,1,0.985,1.916,-1.72,-0.29,0.01,0.0,0.0,,0.0,0.0,-2.0,-5.434,-0.677,-2.677,-0.206,131046
최민창,22 LF,-0.032,5,0,13.0,2,2,0,0,1.0,1.385,0.03,-0.34,0.02,0.0,0.0,,0.0,0.0,-0.29,-8.352,-0.02,-0.31,-0.03,113516
조수행,22 LF,-0.338,111,22,355.0,86,84,2,0,1.0,2.18,-2.83,-0.65,0.56,0.0,0.0,,0.0,0.0,-2.91,-3.775,-0.366,-3.276,-0.3,125241
송성문,22 3B,0.442,140,137,1220.0,357,91,251,15,0.958,2.523,6.01,0.0,-0.4,-0.9,0.0,,0.0,0.0,4.29,4.413,0.0,4.29,0.442,113767
권민석,22 1B,-0.01,13,0,21.0,12,11,1,0,1.0,5.143,-0.51,0.0,0.02,0.39,0.0,,0.0,0.0,-0.1,-1.108,0.0,-0.1,-0.01,130791
이원석,22 CF,-0.112,18,8,86.0,22,21,0,1,0.955,2.198,1.03,-1.74,-0.36,0.0,0.0,,0.0,0.0,-1.07,-8.56,-0.018,-1.088,-0.11,131389
강진성,22 1B,-0.085,33,20,178.0,136,129,7,0,1.0,6.876,-0.57,0.22,0.18,0.0,0.0,,0.0,0.0,-0.02,-0.087,-0.807,-0.827,-0.002,111481
서예일,22 2B,-0.15,36,1,80.0,37,10,24,3,0.919,3.825,-1.86,0.0,0.09,0.24,0.0,,0.0,0.0,-1.53,-6.12,0.072,-1.457,-0.158,125231
