Name_x,포지션,pit_G,GR,GF,CG,SHO,W,L,S,HD,ER,R_x,rRA,TBF,H_x,2B_x,3B_x,HR_x,BB_x,HP_x,IB_x,SO_x,ROE,BK,WP,ERA,RA9,FIP,WHIP,팀,pid,Sort▼_y,fid_G,fid_GS,fid_IP,PO,Ass,E,F%,RF9,수비 관련 득점 기여도.8,수비 관련 득점 기여도.9,연봉(만원),WAR,WAR당 연봉,팀_y
김동규,투수,1,1,0,0,0,0,0,0,0,1,2,2.0,6,0,0,0,0,3,1,0,0,1,0,0,27.0,54.0,41.05,9.0,LG 트윈스,15485,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,-0.17,-17377,키움 히어로즈
김동규,투수,1,1,0,0,0,0,0,0,0,1,2,2.0,6,0,0,0,0,3,1,0,0,1,0,0,27.0,54.0,41.05,9.0,LG 트윈스,15485,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,-0.17,-17377,키움 히어로즈
김동규,투수,3,2,0,0,0,0,1,0,0,10,10,10.0,25,6,0,0,1,9,1,0,1,0,0,4,22.5,22.5,13.95,3.75,키움 히어로즈,15485,0.0,1.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,-0.17,-17377,키움 히어로즈
김동규,투수,3,2,0,0,0,0,1,0,0,10,10,10.0,25,6,0,0,1,9,1,0,1,0,0,4,22.5,22.5,13.95,3.75,키움 히어로즈,15485,0.0,3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,-0.17,-17377,키움 히어로즈
박명근,투수,57,56,12,0,0,4,3,5,9,29,31,31.7,236,49,9,1,4,28,6,2,40,6,0,1,5.08,5.44,4.82,1.5,LG 트윈스,15486,0.0,55.0,1.0,51.1,2.0,4.0,0.0,100.0,1.05,0.0,0.0,3000,-0.31,-9820,LG 트윈스
이호성,투수,5,3,1,0,0,1,0,0,0,5,5,5.0,71,11,4,1,1,10,0,0,11,1,0,1,2.65,2.65,4.76,1.24,삼성 라이온즈,15496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0.62,4873,삼성 라이온즈
박권후,투수,4,4,2,0,0,0,0,0,0,1,2,2.0,13,4,0,0,1,1,0,0,0,0,1,0,3.38,6.75,9.47,1.88,삼성 라이온즈,15497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0.0,12211801,삼성 라이온즈
김유성,투수,7,7,5,0,0,0,0,0,0,7,7,8.2,38,6,0,0,2,12,0,0,6,1,0,3,9.95,9.95,11.11,2.84,두산 베어스,15509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,-0.15,-19572,두산 베어스
백승우,투수,6,6,2,0,0,0,0,0,0,0,0,0.5,18,3,0,0,0,3,1,0,1,0,0,0,0.0,0.0,6.32,1.5,두산 베어스,15514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0.16,18521,두산 베어스
김정운,투수,5,5,4,0,0,0,0,0,0,3,4,5.2,35,6,2,0,0,6,2,0,3,1,0,0,3.86,5.14,6.32,1.71,KT 위즈,15518,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,-0.01,-312870,KT 위즈
강건,투수,4,4,3,0,0,0,0,1,0,1,1,1.7,28,4,2,0,0,3,0,0,8,1,0,1,1.35,1.35,2.24,1.05,KT 위즈,15527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3000,0.16,19023,KT 위즈
맥카티,투수,24,0,0,0,0,9,5,0,0,49,58,56.8,543,124,19,2,10,45,1,0,116,6,1,4,3.39,4.02,3.63,1.3,SSG 랜더스,15528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000,3.38,17736,SSG 랜더스
후라도,투수,30,0,0,0,0,11,8,0,0,54,64,62.95,763,164,19,0,7,41,9,0,147,15,0,5,2.65,3.14,3.15,1.12,키움 히어로즈,15531,0.0,30.0,30.0,183.2,13.0,37.0,0.0,100.0,2.45,0.0,0.0,85000,7.12,11938,키움 히어로즈
앤더슨,투수,14,0,0,0,0,4,7,0,0,33,42,39.05,336,76,12,3,6,26,2,0,64,8,0,10,3.76,4.78,3.83,1.29,KIA 타이거즈,15533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60000,1.34,44722,KIA 타이거즈
메디나,투수,12,0,0,0,0,2,6,0,0,39,42,39.25,269,64,16,1,6,29,9,0,36,2,1,5,6.05,6.52,5.56,1.6,KIA 타이거즈,15534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30000,-0.07,-444450,KIA 타이거즈
페디,투수,30,0,0,0,0,20,6,0,0,40,46,44.95,708,137,16,0,9,35,4,0,209,13,0,5,2.0,2.3,2.22,0.95,NC 다이노스,15535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80000,7.95,10059,NC 다이노스
와이드너,투수,10,1,0,0,0,3,3,0,0,27,30,28.8,236,61,9,0,3,17,3,0,42,4,0,2,4.56,5.06,3.71,1.46,삼성 라이온즈,15536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59800,1.71,34903,삼성 라이온즈
와이드너,투수,11,0,0,0,0,4,2,0,0,31,35,34.3,259,51,13,0,4,23,3,1,57,3,0,1,4.52,5.11,3.62,1.2,NC 다이노스,15536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59800,1.71,34903,삼성 라이온즈
딜런,투수,2,0,0,0,0,0,1,0,0,8,9,6.95,45,10,1,0,2,5,0,0,2,3,0,1,8.0,9.0,7.66,1.67,두산 베어스,15538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45000,-0.08,-541797,두산 베어스
스미스,투수,1,0,0,0,0,0,0,0,0,2,2,0.8,12,3,0,0,0,0,1,0,2,0,0,0,6.75,6.75,3.14,1.13,한화 이글스,15540,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70000,0.09,756875,한화 이글스
슐서,투수,9,0,0,0,0,1,7,0,0,31,32,31.0,221,66,9,1,6,14,0,1,35,1,0,2,5.62,5.8,4.34,1.61,KT 위즈,15542,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65000,0.33,197251,KT 위즈
산체스,투수,24,0,0,0,0,7,8,0,0,53,62,60.8,540,136,23,0,13,28,6,2,99,7,0,3,3.79,4.43,3.92,1.3,한화 이글스,15643,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000,2.51,15960,한화 이글스
엘리아스,투수,22,1,1,0,0,8,6,0,0,54,58,56.8,548,140,22,1,12,33,6,1,93,5,0,0,3.7,3.97,4.09,1.32,SSG 랜더스,15644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54000,3.54,15247,SSG 랜더스
맥키니,투수,12,0,0,0,0,1,9,0,0,43,46,44.8,268,61,14,1,10,36,1,0,39,2,1,3,6.52,6.98,6.14,1.63,키움 히어로즈,15646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10000,0.11,92461,키움 히어로즈
산체스,투수,12,1,1,1,0,4,4,0,0,42,46,43.6,285,79,19,1,7,15,4,1,59,3,1,1,5.94,6.5,3.77,1.48,KIA 타이거즈,15648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25000,0.12,217065,KIA 타이거즈
태너,투수,11,0,0,0,0,5,2,0,0,21,26,24.65,265,58,8,0,6,13,1,0,47,3,0,0,2.92,3.62,3.81,1.1,NC 다이노스,15653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15000,1.94,7723,NC 다이노스
